00007fff58e4c8f4 (__TEXT,__text) non-external +[Cube initialize]
00007fff58d781a2 (__TEXT,__text) external _MRMatrix_ProjectPoint
00007fff58d7748b (__TEXT,__text) external _MRMatrix_RotateVector
00007fff58d76e46 (__TEXT,__text) external _MRMatrix_Scale
00007fff58d76a51 (__TEXT,__text) external _MRMatrix_SetDiagonal
00007fff58d76c56 (__TEXT,__text) external _MRMatrix_SetRotationFromAnglesXYZDeg
00007fff58d76c8c (__TEXT,__text) external _MRMatrix_SetRotationFromAnglesXYZRad
00007fff58d76a8d (__TEXT,__text) external _MRMatrix_SetRotationFromAnglesYXZDeg
00007fff58d76ac3 (__TEXT,__text) external _MRMatrix_SetRotationFromAnglesYXZRad
00007fff58d7737b (__TEXT,__text) external _MRMatrix_TransformVector
00007fff58d76e22 (__TEXT,__text) external _MRMatrix_Translate
00007fff58d7821e (__TEXT,__text) external _MRMatrix_UnprojectPoint
00007fff58c72278 (__TEXT,__text) external _MainProgressCallback
00007fff58d412f0 (__TEXT,__text) external _MyCGImageBufferReleaseCallback
00007fff58d432eb (__TEXT,__text) external _MyCVDisplayLinkOutputCallback
00007fff58e5ab01 (__TEXT,__text) non-external _MyErrorHandler
00007fff58d3e240 (__TEXT,__text) external _MyGLRectFromString
00007fff58ca2343 (__TEXT,__text) external _MySpline
                 (undefined) external _NSAllocateObject (from Foundation)
                 (undefined) external _NSBackgroundColorAttributeName (from AppKit)
                 (undefined) external _NSBaselineOffsetAttributeName (from AppKit)
                 (undefined) external _NSBeep (from AppKit)
                 (undefined) external _NSCalendarIdentifierGregorian (from CoreFoundation)
                 (undefined) external _NSCalibratedRGBColorSpace (from AppKit)
                 (undefined) external _NSClassFromString (from Foundation)
                 (undefined) external _NSFileCreationDate (from Foundation)
                 (undefined) external _NSFileModificationDate (from Foundation)
                 (undefined) external _NSFontAttributeName (from AppKit)
                 (undefined) external _NSForegroundColorAttributeName (from AppKit)
00007fff58d743bd (__TEXT,__text) external _NSIntegerFromString
                 (undefined) external _NSIntegralRect (from Foundation)
                 (undefined) external _NSIntersectionRange (from Foundation)
                 (undefined) external _NSKernAttributeName (from AppKit)
                 (undefined) external _NSKeyValueChangeKindKey (from Foundation)
                 (undefined) external _NSKeyValueChangeNewKey (from Foundation)
                 (undefined) external _NSKeyValueChangeNotificationIsPriorKey (from Foundation)
                 (undefined) external _NSKeyValueChangeOldKey (from Foundation)
                 (undefined) external _NSLigatureAttributeName (from AppKit)
                 (undefined) external _NSLocaleIdentifier (from CoreFoundation)
                 (undefined) external _NSLocalizedDescriptionKey (from Foundation)
                 (undefined) external _NSLocalizedFileSizeDescription (from Foundation)
                 (undefined) external _NSLocalizedRecoverySuggestionErrorKey (from Foundation)
                 (undefined) external _NSLog (from Foundation)
                 (undefined) external _NSPOSIXErrorDomain (from Foundation)
                 (undefined) external _NSParagraphStyleAttributeName (from AppKit)
                 (undefined) external _NSRangeFromString (from Foundation)
                 (undefined) external _NSRectFromString (from Foundation)
                 (undefined) external _NSSearchPathForDirectoriesInDomains (from Foundation)
                 (undefined) external _NSSelectorFromString (from Foundation)
                 (undefined) external _NSShadowAttributeName (from AppKit)
                 (undefined) external _NSStrikethroughColorAttributeName (from AppKit)
                 (undefined) external _NSStrikethroughStyleAttributeName (from AppKit)
                 (undefined) external _NSStringFromClass (from Foundation)
                 (undefined) external _NSStringFromRange (from Foundation)
                 (undefined) external _NSStringFromSelector (from Foundation)
                 (undefined) external _NSStringFromSize (from Foundation)
00007fff58d740ea (__TEXT,__text) external _NSStringHasPrefix
00007fff58d7419b (__TEXT,__text) external _NSStringHasSuffix
00007fff58d74155 (__TEXT,__text) external _NSStringIsEqual
00007fff58d74297 (__TEXT,__text) external _NSStringWithInteger
                 (undefined) external _NSStrokeColorAttributeName (from AppKit)
                 (undefined) external _NSStrokeWidthAttributeName (from AppKit)
                 (undefined) external _NSSuperscriptAttributeName (from AppKit)
                 (undefined) external _NSTemporaryDirectory (from Foundation)
                 (undefined) external _NSURLIsAliasFileKey (from CoreFoundation)
                 (undefined) external _NSUnderlineByWordMask (from AppKit)
                 (undefined) external _NSUnderlineColorAttributeName (from AppKit)
                 (undefined) external _NSUnderlineStyleAttributeName (from AppKit)
                 (undefined) external _NSUnderlyingErrorKey (from Foundation)
                 (undefined) external _NSZeroPoint (from Foundation)
                 (undefined) external _NSZeroRect (from Foundation)
                 (undefined) external _NSZeroSize (from Foundation)
00007fff58e582e7 (__TEXT,__text) external _NewRotationFromCAMLString
00007fff58e58405 (__TEXT,__text) external _NewScaleFromCAMLString
00007fff58e583b2 (__TEXT,__text) external _NewTranslationFromCAMLString
00007fff58e5829f (__TEXT,__text) external _NewZRotationFromCAMLString
                 (undefined) external _OBJC_CLASS_$_AVAsset (from AVFoundation)
                 (undefined) external _OBJC_CLASS_$_AVAssetExportSession (from AVFoundation)
                 (undefined) external _OBJC_CLASS_$_AVAssetImageGenerator (from AVFoundation)
                 (undefined) external _OBJC_CLASS_$_AVAssetReader (from AVFoundation)
                 (undefined) external _OBJC_CLASS_$_AVAssetReaderAudioMixOutput (from AVFoundation)
                 (undefined) external _OBJC_CLASS_$_AVAssetReaderTrackOutput (from AVFoundation)
                 (undefined) external _OBJC_CLASS_$_AVAssetWriter (from AVFoundation)
                 (undefined) external _OBJC_CLASS_$_AVAssetWriterInput (from AVFoundation)
                 (undefined) external _OBJC_CLASS_$_AVAssetWriterInputPixelBufferAdaptor (from AVFoundation)
                 (undefined) external _OBJC_CLASS_$_AVMutableAudioMix (from AVFoundation)
                 (undefined) external _OBJC_CLASS_$_AVMutableAudioMixInputParameters (from AVFoundation)
                 (undefined) external _OBJC_CLASS_$_AVMutableComposition (from AVFoundation)
                 (undefined) external _OBJC_CLASS_$_AVMutableMetadataItem (from AVFoundation)
                 (undefined) external _OBJC_CLASS_$_AVOutputSettingsAssistant (from AVFoundation)
                 (undefined) external _OBJC_CLASS_$_AVPlayer (from AVFoundation)
                 (undefined) external _OBJC_CLASS_$_AVPlayerItem (from AVFoundation)
                 (undefined) external _OBJC_CLASS_$_AVPlayerItemVideoOutput (from AVFoundation)
                 (undefined) external _OBJC_CLASS_$_AVURLAsset (from AVFoundation)
                 (undefined) external _OBJC_CLASS_$_CABasicAnimation (from QuartzCore)
                 (undefined) external _OBJC_CLASS_$_CAMediaTimingFunction (from QuartzCore)
                 (undefined) external _OBJC_CLASS_$_CAOpenGLLayer (from QuartzCore)
                 (undefined) external _OBJC_CLASS_$_CATransaction (from QuartzCore)
                 (undefined) external _OBJC_CLASS_$_CIDetector (from CoreImage)
                 (undefined) external _OBJC_CLASS_$_CIFilter (from CoreImage)
                 (undefined) external _OBJC_CLASS_$_CIImage (from CoreImage)
                 (undefined) external _OBJC_CLASS_$_CIVector (from CoreImage)
00007fff83e3b308 (__DATA,__objc_data) external _OBJC_CLASS_$_Cube
00007fff83e3b858 (__DATA,__objc_data) external _OBJC_CLASS_$_DDXMLDocument
00007fff83e3b8a8 (__DATA,__objc_data) external _OBJC_CLASS_$_DDXMLElement
00007fff83e3b8f8 (__DATA,__objc_data) external _OBJC_CLASS_$_DDXMLNode
00007fff83e39008 (__DATA,__objc_data) external _OBJC_CLASS_$_MCAction
00007fff83e39170 (__DATA,__objc_data) external _OBJC_CLASS_$_MCActionForEachPlug
00007fff83e39058 (__DATA,__objc_data) external _OBJC_CLASS_$_MCActionGroup
00007fff83e39210 (__DATA,__objc_data) external _OBJC_CLASS_$_MCActionTrigger
00007fff83e394e0 (__DATA,__objc_data) external _OBJC_CLASS_$_MCAnimationKeyframe
00007fff83e39508 (__DATA,__objc_data) external _OBJC_CLASS_$_MCAnimationKeyframe1D
00007fff83e395a8 (__DATA,__objc_data) external _OBJC_CLASS_$_MCAnimationKeyframe2D
00007fff83e39558 (__DATA,__objc_data) external _OBJC_CLASS_$_MCAnimationKeyframeFunction
00007fff83e395f8 (__DATA,__objc_data) external _OBJC_CLASS_$_MCAnimationKeyframeVector
00007fff83e39648 (__DATA,__objc_data) external _OBJC_CLASS_$_MCAnimationPath
00007fff83e39698 (__DATA,__objc_data) external _OBJC_CLASS_$_MCAnimationPathCombo
00007fff83e39710 (__DATA,__objc_data) external _OBJC_CLASS_$_MCAnimationPathExpression
00007fff83e396e8 (__DATA,__objc_data) external _OBJC_CLASS_$_MCAnimationPathKeyframed
00007fff83e39788 (__DATA,__objc_data) external _OBJC_CLASS_$_MCAnimationPathPhysics
00007fff83e390f8 (__DATA,__objc_data) external _OBJC_CLASS_$_MCAnimationTrigger
00007fff83e397d8 (__DATA,__objc_data) external _OBJC_CLASS_$_MCAsset
00007fff83e39828 (__DATA,__objc_data) external _OBJC_CLASS_$_MCAssetAudio
00007fff83e39878 (__DATA,__objc_data) external _OBJC_CLASS_$_MCAssetVideo
00007fff83e398f0 (__DATA,__objc_data) external _OBJC_CLASS_$_MCAudioPlaylist
00007fff83e390a8 (__DATA,__objc_data) external _OBJC_CLASS_$_MCConditionalAction
00007fff83e39918 (__DATA,__objc_data) external _OBJC_CLASS_$_MCContainer
00007fff83e39990 (__DATA,__objc_data) external _OBJC_CLASS_$_MCContainerEffect
00007fff83e399b8 (__DATA,__objc_data) external _OBJC_CLASS_$_MCContainerNavigator
00007fff83e39a30 (__DATA,__objc_data) external _OBJC_CLASS_$_MCContainerParallelizer
00007fff83e39a80 (__DATA,__objc_data) external _OBJC_CLASS_$_MCContainerSerializer
00007fff83e39aa8 (__DATA,__objc_data) external _OBJC_CLASS_$_MCFilter
00007fff83e39120 (__DATA,__objc_data) external _OBJC_CLASS_$_MCGenericAction
00007fff83e39af8 (__DATA,__objc_data) external _OBJC_CLASS_$_MCMontage
00007fff83e393a0 (__DATA,__objc_data) external _OBJC_CLASS_$_MCMotionTrigger
00007fff83e39440 (__DATA,__objc_data) external _OBJC_CLASS_$_MCMotionTriggerExpression
00007fff83e393f0 (__DATA,__objc_data) external _OBJC_CLASS_$_MCMotionTriggerScalar
00007fff83e39b70 (__DATA,__objc_data) external _OBJC_CLASS_$_MCObject
00007fff83e39b48 (__DATA,__objc_data) external _OBJC_CLASS_$_MCObjectBase
00007fff83e39be8 (__DATA,__objc_data) external _OBJC_CLASS_$_MCObjectLight
00007fff83e39c60 (__DATA,__objc_data) external _OBJC_CLASS_$_MCPlug
00007fff83e39d28 (__DATA,__objc_data) external _OBJC_CLASS_$_MCPlugHaven
00007fff83e39da0 (__DATA,__objc_data) external _OBJC_CLASS_$_MCPlugParallel
00007fff83e39cd8 (__DATA,__objc_data) external _OBJC_CLASS_$_MCPlugProxy
00007fff83e39e90 (__DATA,__objc_data) external _OBJC_CLASS_$_MCPlugSerial
00007fff83e39cb0 (__DATA,__objc_data) external _OBJC_CLASS_$_MCPlugSlide
00007fff83e39ee0 (__DATA,__objc_data) external _OBJC_CLASS_$_MCSlide
00007fff83e39f08 (__DATA,__objc_data) external _OBJC_CLASS_$_MCSlideAsset
00007fff83e39f80 (__DATA,__objc_data) external _OBJC_CLASS_$_MCSong
00007fff83e39260 (__DATA,__objc_data) external _OBJC_CLASS_$_MCStateOperation
00007fff83e39350 (__DATA,__objc_data) external _OBJC_CLASS_$_MCStateOperationExpression
00007fff83e392b0 (__DATA,__objc_data) external _OBJC_CLASS_$_MCStateOperationScalarSet
00007fff83e39300 (__DATA,__objc_data) external _OBJC_CLASS_$_MCStateOperationStringSet
00007fff83e39fa8 (__DATA,__objc_data) external _OBJC_CLASS_$_MCText
00007fff83e3a1d8 (__DATA,__objc_data) external _OBJC_CLASS_$_MCTextConversion
00007fff83e390d0 (__DATA,__objc_data) external _OBJC_CLASS_$_MCTransitionTrigger
00007fff83e3c078 (__DATA,__objc_data) external _OBJC_CLASS_$_MEAVComposition
00007fff83e3c0c8 (__DATA,__objc_data) external _OBJC_CLASS_$_MEAudioExporter
00007fff83e3abd8 (__DATA,__objc_data) external _OBJC_CLASS_$_MEAudioSupport
00007fff83e39ff8 (__DATA,__objc_data) external _OBJC_CLASS_$_MEExporter
00007fff83e3a048 (__DATA,__objc_data) external _OBJC_CLASS_$_MEExporterManager
00007fff83e3a7c8 (__DATA,__objc_data) external _OBJC_CLASS_$_MEImageExporter
00007fff83e3a160 (__DATA,__objc_data) external _OBJC_CLASS_$_MEJSONExporter
00007fff83e3a098 (__DATA,__objc_data) external _OBJC_CLASS_$_MELoader
00007fff83e3a0e8 (__DATA,__objc_data) external _OBJC_CLASS_$_MEPlugin
00007fff83e3a138 (__DATA,__objc_data) external _OBJC_CLASS_$_MEPluginHTML5
00007fff83e3a368 (__DATA,__objc_data) external _OBJC_CLASS_$_MEPluginPDF
00007fff83e3c118 (__DATA,__objc_data) external _OBJC_CLASS_$_MEPluginVideoAVFoundation
00007fff83e3c168 (__DATA,__objc_data) external _OBJC_CLASS_$_MEPluginVideoImageSequence
00007fff83e3a318 (__DATA,__objc_data) external _OBJC_CLASS_$_MERenderer
00007fff83e3ab88 (__DATA,__objc_data) external _OBJC_CLASS_$_METimeVol
