00007ffa1fd4f5fc (__TEXT,__text) non-external +[Cube initialize]
00007ffa442855c8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbook.mRectsToSubtract
00007ffa442855c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbook.mSprites
00007ffa442855d0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbook.mTextImage0
00007ffa442855d8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbook.mTextRenderer0
00007ffa44285600 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbook.mTextSize
00007ffa442855e0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbook.mTitleAspectRatio
00007ffa44282e20 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbookTitle.mImageProviders
00007ffa44282e38 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbookTitle.mLocalTranslationX
00007ffa44282e40 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbookTitle.mLocalTranslationY
00007ffa44282e18 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbookTitle.mSprites
00007ffa44282e30 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbookTitle.mTextImage0
00007ffa44282e28 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbookTitle.mTextRenderer0
00007ffa44282dd8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbook_Old.mImageProviders
00007ffa44282df0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbook_Old.mLocalTranslationX
00007ffa44282df8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbook_Old.mLocalTranslationY
00007ffa44282e10 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbook_Old.mMeshTextureVertices
00007ffa44282e08 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbook_Old.mMeshVertices
00007ffa44282e00 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbook_Old.mNumberOfVertices
00007ffa44282de0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbook_Old.mPhaseTime
00007ffa44282dd0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbook_Old.mSprites
00007ffa44282de8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbook_Old.mZoomScale
00007ffa442859b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShadedColors._primaryColor
00007ffa442859b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShadedColors._secondaryColor
00007ffa442859c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShadedColors._sprite
00007ffa44285ff0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatter.mIsLoaded
00007ffa44285fe8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatter.mLayerZCurves
00007ffa44286040 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatter.mLayerZKeyTimes
00007ffa44286048 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatter.mLayerZValues
00007ffa44285fd8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatter.mPosCurves
00007ffa44286008 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatter.mPosKeyTimes
00007ffa44286010 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatter.mPosXValues
00007ffa44286018 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatter.mPosYValues
00007ffa44285fc0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatter.mSkipPanorama
00007ffa44285fb8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatter.mSprites
00007ffa44285fd0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatter.mXRotCurves
00007ffa44285ff8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatter.mXRotKeyTimes
00007ffa44286000 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatter.mXRotValues
00007ffa44285fe0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatter.mYRotCurves
00007ffa44286030 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatter.mYRotKeyTimes
00007ffa44286038 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatter.mYRotValues
00007ffa44285fc8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatter.mZCurves
00007ffa44286020 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatter.mZKeyTimes
00007ffa44286028 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatter.mZValues
00007ffa44286090 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatterText.mCurves
00007ffa44286098 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatterText.mIsLoaded
00007ffa442860a8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatterText.mIsTitle
00007ffa442860b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatterText.mKeyTimes
00007ffa442860a0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatterText.mLayout
00007ffa44286080 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatterText.mMasks
00007ffa44286088 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatterText.mRenderedTextImage
00007ffa44286070 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatterText.mTextImage
00007ffa44286068 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatterText.mTextRenderer
00007ffa44286078 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatterText.mTextSprite
00007ffa442860b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatterText.mValues
00007ffa44282e48 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatterTitle.mMasks
00007ffa44282e60 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatterTitle.mTextImage
00007ffa44282e50 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatterTitle.mTextRenderer
00007ffa44282e58 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatterTitle.mTextSprite
00007ffa44284e30 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShiftingTiles.mAspectRatio
00007ffa44284e10 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShiftingTiles.mFirstLayout
00007ffa44284e28 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShiftingTiles.mFirstLayoutDuration
00007ffa44284dd8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShiftingTiles.mIterationStartIndex
00007ffa44284de0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShiftingTiles.mIterationStartTime
00007ffa44284df8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShiftingTiles.mLastCol
00007ffa44284e18 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShiftingTiles.mLastLayout
00007ffa44284de8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShiftingTiles.mLastSlideIndex
00007ffa44284dd0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShiftingTiles.mNeedsToBeRebuilt
00007ffa44284e20 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShiftingTiles.mNeedsToRecalculateIterations
00007ffa44284e00 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShiftingTiles.mSlideAspectRatios
00007ffa44284df0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShiftingTiles.mSlideStartIndex
00007ffa44284dc8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShiftingTiles.mSprites
00007ffa44284e08 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShiftingTiles.mTiming
00007ffa44284fa0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShowroom.mBorderProvider
00007ffa44284f98 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShowroom.mMaskProvider
00007ffa44284f88 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShowroom.mShadowGroundProvider
00007ffa44284f90 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShowroom.mShadowSideProvider
00007ffa44284f80 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShowroom.mSprites
00007ffa44284fa8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShowroomBackground.mBackgroundProvider
00007ffa44282ed8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MREffectSlidingPanels._interactiveModeStartTime
00007ffa44282eb8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSlidingPanels.mBreakInformation
00007ffa44282e70 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSlidingPanels.mCachedRenderedText
00007ffa44282e98 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSlidingPanels.mCurrentInfo
00007ffa44282ea0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSlidingPanels.mEnterCurve
00007ffa44282ea8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSlidingPanels.mExitCurve
00007ffa44282eb0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSlidingPanels.mFitMovies
00007ffa44282ed0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSlidingPanels.mHasBreak
00007ffa44282e90 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSlidingPanels.mIsLoaded
00007ffa44282ec0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSlidingPanels.mMaxTextSize
00007ffa44282e80 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSlidingPanels.mSprites
00007ffa44282e78 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSlidingPanels.mTextImage
00007ffa44282e68 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSlidingPanels.mTextRenderer
00007ffa44282ec8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSlidingPanels.mTextSize
00007ffa44282e88 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSlidingPanels.mTextSprite
00007ffa44282f08 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSnapshot.mNumberOfLines
00007ffa44282f00 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSnapshot.mPortraitPanoPath
00007ffa44282ee0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSnapshot.mSprite
00007ffa44282ef0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSnapshot.mTextImage
00007ffa44282ee8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSnapshot.mTextRenderer
00007ffa44282ef8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSnapshot.mTextSprite
00007ffa44282f18 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSnapshotTitle.mImage0
00007ffa44282f10 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSnapshotTitle.mTextRenderer0
00007ffa44282f20 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSnapshotTitle.mTextSprite0
00007ffa44285c08 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectStretchableSlide.mDontDrawInner
00007ffa44285c00 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectStretchableSlide.mImageInnerRect
00007ffa44285bf8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectStretchableSlide.mSpriteInnerRect
00007ffa44282f38 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTop.mBezierData
00007ffa44282f40 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTop.mExtraSprites
00007ffa44282f78 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTop.mIsBreak
00007ffa44282f70 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTop.mIsLoaded
00007ffa44282f88 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTop.mLocalMatrix
00007ffa44282f90 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTop.mMaxTextSize
00007ffa44282f80 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MREffectTableTop.mNeedsToUpdateSizes
00007ffa44282f30 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTop.mPhotoBackProvider
00007ffa44282f50 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTop.mPhotoBackSprite
00007ffa44282f68 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTop.mShuffledIndicies
00007ffa44282f28 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTop.mSprites
00007ffa44282f60 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTop.mTextImage
00007ffa44282f58 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTop.mTextRenderer
00007ffa44282f48 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTop.mTextSprite
00007ffa44282fc0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTopTitle.mCachedRenderedLetters
00007ffa44282fa8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTopTitle.mCachedRenderedText
00007ffa44282fa0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTopTitle.mImage
00007ffa44282fd8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTopTitle.mLetterFrames
00007ffa44282fc8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTopTitle.mLetterImages
00007ffa44282fb0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTopTitle.mNumberOfLetters
00007ffa44282fd0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTopTitle.mSizeOfText
00007ffa44282f98 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTopTitle.mTextRenderer
00007ffa44282fb8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTopTitle.mTextSprite
00007ffa44282fe0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectVignettingOverlay.mVignetteProvider
00007ffa44282fe8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectWatercolorBackground.mPlasmaProvider
00007ffa44282ff8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectWatercolorPanel.mBreakInformation
00007ffa44282ff0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectWatercolorPanel.mSprites
00007ffa44283000 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectWatercolorPanel.mTextImage
00007ffa44283010 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectWatercolorPanel.mTextRenderer
00007ffa44283008 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectWatercolorPanel.mTextSprite
00007ffa44283020 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectWatercolorTitle.mTextImage
00007ffa44283018 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectWatercolorTitle.mTextRenderer
00007ffa44283028 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectWatercolorTitle.mTextSprite
00007ffa44284b48 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFlipupRenderable.color
00007ffa44284b68 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFlipupRenderable.flippedModelViewMatrix
00007ffa44284b38 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFlipupRenderable.isBreak
00007ffa44284b40 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFlipupRenderable.modelViewMatrix
00007ffa44284b30 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFlipupRenderable.needsBlend
00007ffa44284b50 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFlipupRenderable.opacity
00007ffa44284b58 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFlipupRenderable.position
00007ffa44284b70 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFlipupRenderable.reflectionPosition
00007ffa44284b20 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFlipupRenderable.reflectionSprite
00007ffa44284b60 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFlipupRenderable.size
00007ffa44284b10 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFlipupRenderable.slide
00007ffa44284b18 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFlipupRenderable.sprite
00007ffa44284b28 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFlipupRenderable.zPosition
00007ffa44285488 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFloatingRenderable.aspectRatio
00007ffa44285498 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFloatingRenderable.bottomLeft
00007ffa44285448 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFloatingRenderable.next
00007ffa44285450 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFloatingRenderable.provider
00007ffa44285490 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFloatingRenderable.scale
00007ffa44285468 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFloatingRenderable.shadowHeight
00007ffa44285460 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFloatingRenderable.shadowWidth
00007ffa44285458 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFloatingRenderable.size
00007ffa44285440 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFloatingRenderable.slide
00007ffa442854a0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFloatingRenderable.topRight
00007ffa44285470 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFloatingRenderable.vboOffsetPlain
00007ffa44285480 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFloatingRenderable.vboOffsetShadow
00007ffa44285478 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFloatingRenderable.vboOffsetSoft
00007ffa44285438 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFloatingTimeInfo.endTime
00007ffa44285430 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFloatingTimeInfo.startTime
00007ffa44283060 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFrame.mAttributes
00007ffa44283038 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFrame.mDescription
00007ffa44283068 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFrame.mFlattenedAttributes
00007ffa44283058 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFrame.mFrameID
00007ffa44283048 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFrame.mInputImage
00007ffa44283050 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFrame.mOutputImage
00007ffa44283070 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFrame.mPixelSize
00007ffa44283040 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFrame.mSlideProvider
00007ffa44283080 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFrameManager.mFramePools
00007ffa44283078 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFrameManager.mFrameSets
00007ffa44284aa8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRGesture._currentRotation
00007ffa44284ab0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRGesture._currentScale
00007ffa44284ad0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRGesture._currentTranslation
00007ffa44284a88 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRGesture._hitBlob
00007ffa44284a90 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRGesture._linearScaleAtStart
00007ffa44284ac0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRGesture._locationInSlideAtStart
00007ffa44284ab8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRGesture._locationInViewAtStart
00007ffa44284ac8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRGesture._slideCenterAtStart
00007ffa44284a98 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRGesture._slideRotationAtStart
00007ffa44284aa0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRGesture._slideScaleAtStart
00007ffa44285988 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGesturePanZoomRotation.countOfTouches
00007ffa44285940 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGesturePanZoomRotation.deltaX
00007ffa44285948 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGesturePanZoomRotation.deltaY
00007ffa44285980 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGesturePanZoomRotation.direction
00007ffa44285998 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGesturePanZoomRotation.isInFocusMode
00007ffa442859a0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGesturePanZoomRotation.isInZoomMode
00007ffa44285990 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGesturePanZoomRotation.okToAnimate
00007ffa44285958 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGesturePanZoomRotation.rotation
00007ffa44285950 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGesturePanZoomRotation.scale
00007ffa44285978 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGesturePanZoomRotation.speedRotation
00007ffa44285970 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGesturePanZoomRotation.speedScale
00007ffa44285960 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGesturePanZoomRotation.speedX
00007ffa44285968 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGesturePanZoomRotation.speedY
00007ffa44285928 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGesturePanZoomRotation.time
00007ffa44285930 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGesturePanZoomRotation.x
00007ffa44285938 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGesturePanZoomRotation.y
00007ffa44285670 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGestureRecognizer._automaticCancelAction
00007ffa44285668 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGestureRecognizer._automaticEndAction
00007ffa44285658 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGestureRecognizer._automaticStartAction
00007ffa44285660 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGestureRecognizer._automaticUpdateAction
00007ffa44285690 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGestureRecognizer._cancelAction
00007ffa442856d0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGestureRecognizer._centroidLocation
00007ffa442856c8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGestureRecognizer._centroidStartLocation
00007ffa44285688 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGestureRecognizer._endAction
00007ffa44285720 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGestureRecognizer._hitTime
00007ffa442856a0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGestureRecognizer._matrixChain
00007ffa442856e0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGestureRecognizer._offsetFromCentroid
00007ffa44285710 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGestureRecognizer._offsetFromRotation
00007ffa442856d8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGestureRecognizer._previousCentroidLocation
00007ffa44285728 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGestureRecognizer._previousHitTime
00007ffa44285708 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGestureRecognizer._previousRotation
00007ffa442856f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGestureRecognizer._previousScale
00007ffa442856f8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGestureRecognizer._ratioFromScale
00007ffa442856b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGestureRecognizer._referenceScale
00007ffa442856b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGestureRecognizer._referenceSize
00007ffa44285650 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGestureRecognizer._renderer
00007ffa44285738 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGestureRecognizer._requiredTouchCount
00007ffa44285700 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGestureRecognizer._rotation
00007ffa442856e8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGestureRecognizer._scale
00007ffa44285730 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGestureRecognizer._score
00007ffa44285698 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGestureRecognizer._sender
00007ffa44285678 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGestureRecognizer._startAction
00007ffa44285718 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGestureRecognizer._startTime
00007ffa442856a8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGestureRecognizer._state
00007ffa442856c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGestureRecognizer._touchSet
