00000001ab547214 (__TEXT,__text) non-external +[AMFI isAvailable]
00000001ab556dc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unlock
00000001ab556de0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unsignedIntegerValue
00000001ab556e00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unsignedLongLongValue
00000001ab556e20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unsignedShortValue
00000001ab556e40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$updateLastUsedTimes:withReply:
00000001ab556e60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$updatePolicyItems:withContext:withReply:
00000001ab556e80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$url
00000001ab556ea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$urlHasGatekeeperException:withReply:
00000001ab556ec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$valueForEntitlement:
00000001ab556ee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$version
00000001ab556f00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$volumeRequiresGatekeeperMigration:
00000001ab556f20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$volumeRequiresKernelExtensionMigration:
00000001ab556f40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$volumeUUID
00000001ab556f60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$wrappedAppURL:
00000001ab556f80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$writeToURL:error:
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_new (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutorelease (from libobjc)
                 (undefined) external _objc_retainAutoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
                 (undefined) external _objc_storeWeak (from libobjc)
00000001ab5466c4 (__TEXT,__text) external _opaqueSignCode
00000001ab54a984 (__TEXT,__text) non-external _opaqueSignCode.cold.1
00000001ab54a9ec (__TEXT,__text) non-external _opaqueSignCode.cold.2
00000001ab54aa54 (__TEXT,__text) non-external _opaqueSignCode.cold.3
00000001ab54aabc (__TEXT,__text) non-external _opaqueSignCode.cold.4
00000001ab54ab00 (__TEXT,__text) non-external _opaqueSignCode.cold.5
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_signpost_id_generate (from libSystem)
                 (undefined) external _os_variant_allows_internal_security_policies (from libSystem)
                 (undefined) external _os_variant_is_darwinos (from libSystem)
                 (undefined) external _read (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
00000001ab53cebc (__TEXT,__text) external _removePrefixPath
00000001ab549894 (__TEXT,__text) non-external _removePrefixPath.cold.1
00000001ab549904 (__TEXT,__text) non-external _removePrefixPath.cold.2
00000001eb5fbbb8 (__DATA,__data) external _sSystemPolicySubsystem
00000001eb5fbd48 (__DATA,__bss) non-external _sVerboseLogging
00000001eb5fbd38 (__DATA,__bss) non-external _sampling.sLog
00000001eb5fbd30 (__DATA,__bss) non-external _sampling.sLogInit
00000001ab537db0 (__TEXT,__text) external _scanForBundledKernelExtensions
00000001ab5378dc (__TEXT,__text) external _scanForBundles
00000001ab537d0c (__TEXT,__text) external _scanForKernelExtensions
00000001ab53ef6c (__TEXT,__text) external _shouldFilterOutScanTarget
00000001eb5fbd28 (__DATA,__bss) non-external _signposts.sLog
00000001eb5fbd20 (__DATA,__bss) non-external _signposts.sLogInit
                 (undefined) external _stat (from libSystem)
                 (undefined) external _statfs (from libSystem)
                 (undefined) external _strerror (from libSystem)
00000001ab534750 (__TEXT,__text) non-external _stringHasAnyPrefix
                 (undefined) external _strtoul (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00000001ab537490 (__TEXT,__text) external _systemUptime
00000001ab548a38 (__TEXT,__text) non-external _systemUptime.cold.1
                 (undefined) external _time (from libSystem)
00000001ab5392e8 (__TEXT,__text) non-external _timestampForURL
00000001ab549010 (__TEXT,__text) non-external _timestampForURL.cold.1
00000001ab53e9e4 (__TEXT,__text) external _urlLooksLikeBundle
00000001eb5fbd40 (__DATA,__bss) non-external _verboseLoggingEnabled.sOnceToken
