
/usr/lib/dyld (for architecture i386):
00075b00 (__TEXT,__const) non-external K_XMM_AR
000000000006ec30 (__TEXT,__text) non-external (was a private external) ___pthread_canceled
00000000000ac1b0 (__DATA_DIRTY,__data) non-external (was a private external) ___pthread_head
000000000006ec48 (__TEXT,__text) non-external (was a private external) ___pthread_kill
000000000006ec60 (__TEXT,__text) non-external (was a private external) ___pthread_markcancel
000000000006ec78 (__TEXT,__text) non-external (was a private external) ___pthread_sigmask
000000000006ec90 (__TEXT,__text) non-external (was a private external) ___reboot
00000000000aabf8 (__DATA,__bss) non-external ___remove_counter
000000000006eca8 (__TEXT,__text) non-external (was a private external) ___rename
00000000000a4c80 (__DATA_CONST,__const) non-external ___roots
000000000006eaac (__TEXT,__text) non-external (was a private external) ___sandbox_ms
000000000006ecc0 (__TEXT,__text) non-external (was a private external) ___semwait_signal_nocancel
000000000006ecd8 (__TEXT,__text) non-external (was a private external) ___sendto
000000000006ecf0 (__TEXT,__text) non-external (was a private external) ___shared_region_check_np
000000000006ed08 (__TEXT,__text) non-external (was a private external) ___shared_region_map_and_slide_2_np
000000000006ed20 (__TEXT,__text) non-external (was a private external) ___sigwait
000000000000340d (__TEXT,__text) non-external ___simple_bprintf
00000000000a4460 (__DATA_CONST,__const) non-external ___specs
00000000000476e6 (__TEXT,__text) non-external (was a private external) ___stack_chk_fail
00000000000ac200 (__DATA_DIRTY,__common) non-external (was a private external) ___stack_chk_guard
00000000000a9dd8 (__DATA,__common) non-external (was a private external) ___stderrp
00000000000a9de0 (__DATA,__common) non-external (was a private external) ___stdoutp
0000000000005660 (__TEXT,__text) non-external (was a private external) ___syscall
000000000006ed38 (__TEXT,__text) non-external (was a private external) ___sysctl
00000000000aaba0 (__DATA,__bss) non-external ___tbi
000000000006ed50 (__TEXT,__text) non-external (was a private external) ___terminate_with_payload
0000000000005160 (__TEXT,__text) non-external (was a private external) ___thread_selfid
00000000000049f4 (__TEXT,__text) non-external (was a private external) ___ulock_wait
000000000006ed68 (__TEXT,__text) non-external (was a private external) ___ulock_wait2
0000000000004a0c (__TEXT,__text) non-external (was a private external) ___ulock_wake
000000000006ed80 (__TEXT,__text) non-external (was a private external) ___unlink
000000000006ed98 (__TEXT,__text) non-external (was a private external) ___workq_kernreturn
000000000006edb0 (__TEXT,__text) non-external (was a private external) ___workq_open
00000000000aabc8 (__DATA,__bss) non-external __args
00000000000a4c40 (__DATA_CONST,__const) non-external (was a private external) __boot_root_canonical_app
00000000000a4c20 (__DATA_CONST,__const) non-external (was a private external) __boot_root_canonical_os
00000000000a4be0 (__DATA_CONST,__const) non-external (was a private external) __boot_root_cryptex_app
00000000000a4bc0 (__DATA_CONST,__const) non-external (was a private external) __boot_root_cryptex_os
00000000000a4c00 (__DATA_CONST,__const) non-external (was a private external) __boot_root_cryptex_prereboot_os
00000000000a4c60 (__DATA_CONST,__const) non-external (was a private external) __boot_root_dylib_cache
00000000000a4b40 (__DATA_CONST,__const) non-external (was a private external) __boot_root_fs
00000000000a4b60 (__DATA_CONST,__const) non-external (was a private external) __boot_root_preboot
00000000000a4b80 (__DATA_CONST,__const) non-external (was a private external) __boot_root_preboot_groupdir
00000000000a4ba0 (__DATA_CONST,__const) non-external (was a private external) __boot_root_xart
00000000000a4960 (__DATA_CONST,__const) non-external (was a private external) __boot_spec_local
00000000000a4900 (__DATA_CONST,__const) non-external (was a private external) __boot_spec_null
00000000000a49c0 (__DATA_CONST,__const) non-external (was a private external) __boot_spec_post_initproc
00000000000a4a80 (__DATA_CONST,__const) non-external (was a private external) __boot_spec_remote_dmg
00000000000a4ae0 (__DATA_CONST,__const) non-external (was a private external) __boot_spec_remote_nerd
00000000000a4a20 (__DATA_CONST,__const) non-external (was a private external) __boot_spec_remote_ramdisk
00000000000aabd0 (__DATA,__bss) non-external __config
0000000000068b92 (__TEXT,__text) non-external __cryptex1_sniff_fire
0000000000068b8a (__TEXT,__text) non-external (was a private external) __cryptex1_sniff_payload_check
000000000006b58d (__TEXT,__text) non-external __cryptex_graft_failure_app_livefs
0000000000066b2e (__TEXT,__text) non-external __cryptex_graft_failure_prereboot_os
00000000000a45c8 (__DATA_CONST,__const) non-external (was a private external) __cryptex_spec_app
00000000000a4dc8 (__DATA_CONST,__const) non-external (was a private external) __cryptex_spec_app_livefs
0000000000067216 (__TEXT,__text) non-external __cryptex_spec_iterate_select_app
0000000000066af3 (__TEXT,__text) non-external __cryptex_spec_iterate_select_prereboot_os
00000000000a4800 (__DATA_CONST,__const) non-external (was a private external) __cryptex_spec_os
00000000000a43c0 (__DATA_CONST,__const) non-external (was a private external) __cryptex_spec_prereboot_os
00000000000a4d30 (__DATA_CONST,__const) non-external (was a private external) __cryptex_spec_safari_downlevel
00000000000ac1c0 (__DATA_DIRTY,__data) non-external (was a private external) __current_pid
000000000006a7eb (__TEXT,__text) non-external (was a private external) __derive_proc_name
0000000000068f4d (__TEXT,__text) non-external __derive_ticket_name
0000000000001cda (__TEXT,__text) external __dyld_debugger_notification
0000000000005040 (__TEXT,__text) external __dyld_start
000000000006b5f0 (__TEXT,__text) non-external __dylib_cache_fire
000000000006b5bf (__TEXT,__text) non-external (was a private external) __dylib_cache_payload_check
000000000006c24d (__TEXT,__text) non-external __enlarge
0000000000088c4f (__TEXT,__text) non-external __enlarge.cold.1
0000000000001728 (__TEXT,__text) non-external (was a private external) __exclaves_ctl_trap
000000000006e9ac (__TEXT,__text) non-external (was a private external) __exit
000000000006c178 (__TEXT,__text) non-external __flush
000000000006c159 (__TEXT,__text) non-external __flush_reset
000000000006e8c4 (__TEXT,__text) non-external (was a private external) __get_cpu_capabilities
000000000006720e (__TEXT,__text) non-external __goodbye_fire
0000000000067206 (__TEXT,__text) non-external (was a private external) __goodbye_payload_check
00000000000685f4 (__TEXT,__text) non-external __graft_fetch_fire
00000000000685ec (__TEXT,__text) non-external (was a private external) __graft_fetch_payload_check
0000000000066c7a (__TEXT,__text) non-external __graft_fire
0000000000068c78 (__TEXT,__text) non-external __graft_mkdir_fire
0000000000068c70 (__TEXT,__text) non-external (was a private external) __graft_mkdir_payload_check
0000000000066c72 (__TEXT,__text) non-external (was a private external) __graft_payload_check
00000000000681f4 (__TEXT,__text) non-external __graft_select_fire
00000000000681ec (__TEXT,__text) non-external (was a private external) __graft_select_payload_check
00000000000977b0 (__TEXT,__cstring) non-external __h
000000000006707e (__TEXT,__text) non-external __hello_fire
0000000000067076 (__TEXT,__text) non-external (was a private external) __hello_payload_check
000000000006e37c (__TEXT,__text) non-external (was a private external) __indirect_syscall_1arg
000000000006e384 (__TEXT,__text) non-external (was a private external) __indirect_syscall_5arg
000000000006e38c (__TEXT,__text) non-external (was a private external) __indirect_syscall_6arg
0000000000001518 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_allocate_trap
000000000000156c (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_construct_trap
0000000000001524 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_deallocate_trap
0000000000001578 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_destruct_trap
0000000000001560 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_extract_member_trap
0000000000001620 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_get_attributes_trap
000000000000162c (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_guard_trap
0000000000001554 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_insert_member_trap
0000000000001548 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_insert_right_trap
0000000000001530 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_mod_refs_trap
000000000000153c (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_move_member_trap
000000000000171c (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_request_notification_trap
0000000000001710 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_type_trap
0000000000001638 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_unguard_trap
00000000000014d0 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_vm_allocate_trap
00000000000014e8 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_vm_deallocate_trap
000000000000150c (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_vm_map_trap
0000000000001500 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_vm_protect_trap
00000000000014dc (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_vm_purgable_control_trap
00000000000ac240 (__DATA_DIRTY,__common) non-external (was a private external) __main_thread
00000000000a44b8 (__DATA_CONST,__const) non-external (was a private external) __object_spec_app_dmg
00000000000a4d00 (__DATA_CONST,__const) non-external (was a private external) __object_spec_app_seal
00000000000a4598 (__DATA_CONST,__const) non-external (was a private external) __object_spec_app_trst
00000000000a4cd0 (__DATA_CONST,__const) non-external (was a private external) __object_spec_im4m
00000000000a47d0 (__DATA_CONST,__const) non-external (was a private external) __object_spec_os_dmg
00000000000a47a0 (__DATA_CONST,__const) non-external (was a private external) __object_spec_os_seal
00000000000a4898 (__DATA_CONST,__const) non-external (was a private external) __object_spec_os_trst
00000000000a48c8 (__DATA_CONST,__const) non-external (was a private external) __object_spec_prereboot_os_dmg
00000000000a44e8 (__DATA_CONST,__const) non-external (was a private external) __object_spec_safari_downlevel_im4m
0000000000069f30 (__TEXT,__text) non-external __open_as
00000000000684ae (__TEXT,__text) non-external __open_console
000000000006cd04 (__TEXT,__text) non-external __os_alloc
0000000000088d5a (__TEXT,__text) non-external __os_alloc.cold.1
00000000000a9ff0 (__DATA,__common) non-external (was a private external) __os_alloc_heap
000000000006cccf (__TEXT,__text) non-external (was a private external) __os_alloc_once
00000000000aa070 (__DATA,__common) non-external (was a private external) __os_alloc_once_table
000000000006cd92 (__TEXT,__text) non-external __os_alloc_slow
000000000008a098 (__TEXT,__const) non-external __os_lock_type_base
000000000006bd7c (__TEXT,__text) non-external (was a private external) __os_log_simple_send
000000000006befe (__TEXT,__text) non-external (was a private external) __os_log_simple_shim
000000000006cb91 (__TEXT,__text) non-external (was a private external) __os_once
000000000006cbaf (__TEXT,__text) non-external __os_once_callout
000000000006cb1c (__TEXT,__text) non-external __os_once_gate_broadcast
0000000000088d0f (__TEXT,__text) non-external (was a private external) __os_once_gate_corruption_abort
0000000000088cdd (__TEXT,__text) non-external (was a private external) __os_once_gate_recursive_abort
0000000000088cf6 (__TEXT,__text) non-external (was a private external) __os_once_gate_unowned_abort
000000000006cbe1 (__TEXT,__text) non-external __os_once_gate_wait
000000000006ce85 (__TEXT,__text) non-external (was a private external) __os_semaphore_dispose
0000000000088d74 (__TEXT,__text) non-external __os_semaphore_dispose.cold.1
0000000000088c9f (__TEXT,__text) non-external (was a private external) __os_unfair_lock_corruption_abort
000000000006c92b (__TEXT,__text) non-external __os_unfair_lock_lock_slow
0000000000088c6d (__TEXT,__text) non-external (was a private external) __os_unfair_lock_recursive_abort
000000000006ca6c (__TEXT,__text) non-external __os_unfair_lock_unlock_slow
0000000000088c86 (__TEXT,__text) non-external (was a private external) __os_unfair_lock_unowned_abort
0000000000001e10 (__TEXT,__text) non-external (was a private external) __platform_bzero
00000000000052e0 (__TEXT,__text) non-external (was a private external) __platform_memchr
00000000000052e0 (__TEXT,__text) non-external (was a private external) __platform_memchr$VARIANT$Base
00000000000045a0 (__TEXT,__text) non-external (was a private external) __platform_memcmp
00000000000045a0 (__TEXT,__text) non-external (was a private external) __platform_memcmp$VARIANT$Base
0000000000002100 (__TEXT,__text) non-external (was a private external) __platform_memmove
0000000000001de0 (__TEXT,__text) non-external (was a private external) __platform_memset
0000000000002dc0 (__TEXT,__text) non-external (was a private external) __platform_strchr
0000000000002dc0 (__TEXT,__text) non-external (was a private external) __platform_strchr$VARIANT$Base
0000000000002c80 (__TEXT,__text) non-external (was a private external) __platform_strcmp
0000000000001d40 (__TEXT,__text) non-external (was a private external) __platform_strcpy
0000000000003125 (__TEXT,__text) non-external (was a private external) __platform_strlcat
00000000000029eb (__TEXT,__text) non-external (was a private external) __platform_strlcpy
0000000000001ce0 (__TEXT,__text) non-external (was a private external) __platform_strlen
0000000000002b20 (__TEXT,__text) non-external (was a private external) __platform_strncmp
0000000000004d80 (__TEXT,__text) non-external (was a private external) __platform_strncpy
00000000000031b0 (__TEXT,__text) non-external (was a private external) __platform_strnlen
0000000000004703 (__TEXT,__text) non-external (was a private external) __platform_strstr
0000000000068745 (__TEXT,__text) non-external __preboot_fire
000000000006872e (__TEXT,__text) non-external (was a private external) __preboot_payload_check
00000000000a9da0 (__DATA,__data) non-external __pthread_count
000000000006d558 (__TEXT,__text) non-external __pthread_current_stack_address
000000000006d091 (__TEXT,__text) non-external __pthread_exit
00000000000058b1 (__TEXT,__text) non-external (was a private external) __pthread_exit_if_canceled
000000000006d6d1 (__TEXT,__text) non-external __pthread_exit_if_canceled.cold.1
00000000000aabe0 (__DATA,__bss) non-external __pthread_introspection_hook
000000000006d5e4 (__TEXT,__text) non-external __pthread_introspection_hook_callout_thread_destroy
000000000006d55e (__TEXT,__text) non-external __pthread_introspection_hook_callout_thread_terminate
000000000006d684 (__TEXT,__text) non-external (was a private external) __pthread_joiner_prepost_wake
000000000006d248 (__TEXT,__text) non-external __pthread_joiner_wake
000000000006d64d (__TEXT,__text) non-external __pthread_joiner_wake.cold.1
