00007ffc427ff470 (__DATA_DIRTY,__common) external _AfterColour
00007ffc427fbd68 (__DATA_DIRTY,__common) external __ZN4llvm20PotentialValuesStateINS_5APIntEE18MaxPotentialValuesE
00007ffc086426e8 (__TEXT,__text) external __ZN4llvm20PredicateInfoBuilder10addInfoForERNS_15SmallVectorImplIPNS_5ValueEEES3_PNS_13PredicateBaseE
00007ffc08643cec (__TEXT,__text) external __ZN4llvm20PredicateInfoBuilder10renameUsesERNS_15SmallVectorImplIPNS_5ValueEEE
00007ffc0864285c (__TEXT,__text) external __ZN4llvm20PredicateInfoBuilder13processAssumeEPNS_13IntrinsicInstEPNS_10BasicBlockERNS_15SmallVectorImplIPNS_5ValueEEE
00007ffc08642d0a (__TEXT,__text) external __ZN4llvm20PredicateInfoBuilder13processBranchEPNS_10BranchInstEPNS_10BasicBlockERNS_15SmallVectorImplIPNS_5ValueEEE
00007ffc086433e8 (__TEXT,__text) external __ZN4llvm20PredicateInfoBuilder13processSwitchEPNS_10SwitchInstEPNS_10BasicBlockERNS_15SmallVectorImplIPNS_5ValueEEE
00007ffc086442b2 (__TEXT,__text) external __ZN4llvm20PredicateInfoBuilder16materializeStackERjRNS_15SmallVectorImplINS_8ValueDFSEEEPNS_5ValueE
00007ffc086436e8 (__TEXT,__text) external __ZN4llvm20PredicateInfoBuilder18buildPredicateInfoEv
00007ffc086427b2 (__TEXT,__text) external __ZN4llvm20PredicateInfoBuilder20getOrCreateValueInfoEPNS_5ValueE
00007ffc086424d6 (__TEXT,__text) external __ZN4llvm20PredicateInfoBuilder21popStackUntilDFSScopeERNS_15SmallVectorImplINS_8ValueDFSEEERKS2_
00007ffc08642512 (__TEXT,__text) external __ZN4llvm20PredicateInfoBuilder23convertUsesToDFSOrderedEPNS_5ValueERNS_15SmallVectorImplINS_8ValueDFSEEE
00007ffc084f9170 (__TEXT,__text) external __ZN4llvm20RISCVAttributeParser10stackAlignEj
00007ffc40fd6f60 (__DATA_CONST,__const) external __ZN4llvm20RISCVAttributeParser15displayRoutinesE
00007ffc08c8d200 (__TEXT,__text) external __ZN4llvm20RISCVAttributeParser15unalignedAccessEj
00007ffc08c8d22e (__TEXT,__text) external __ZN4llvm20RISCVAttributeParser7handlerEyRb
00007ffc088e5a78 (__TEXT,__text) external __ZN4llvm20RecurrenceDescriptor12areAllUsesInEPNS_11InstructionERNS_15SmallPtrSetImplIS2_EE
00007ffc088e6d92 (__TEXT,__text) external __ZN4llvm20RecurrenceDescriptor14isReductionPHIEPNS_7PHINodeEPNS_4LoopERS0_PNS_12DemandedBitsEPNS_15AssumptionCacheEPNS_13DominatorTreeE
00007ffc088e5b1a (__TEXT,__text) external __ZN4llvm20RecurrenceDescriptor15AddReductionVarEPNS_7PHINodeENS_9RecurKindEPNS_4LoopENS_13FastMathFlagsERS0_PNS_12DemandedBitsEPNS_15AssumptionCacheEPNS_13DominatorTreeE
00007ffc088e6b9a (__TEXT,__text) external __ZN4llvm20RecurrenceDescriptor15isMinMaxPatternEPNS_11InstructionENS_9RecurKindERKNS0_8InstDescE
00007ffc088e687c (__TEXT,__text) external __ZN4llvm20RecurrenceDescriptor17hasMultipleUsesOfEPNS_11InstructionERNS_15SmallPtrSetImplIS2_EEj
00007ffc088e6664 (__TEXT,__text) external __ZN4llvm20RecurrenceDescriptor17isRecurrenceInstrEPNS_4LoopEPNS_7PHINodeEPNS_11InstructionENS_9RecurKindERNS0_8InstDescENS_13FastMathFlagsE
00007ffc088e6aa4 (__TEXT,__text) external __ZN4llvm20RecurrenceDescriptor18isSelectCmpPatternEPNS_4LoopEPNS_7PHINodeEPNS_11InstructionERNS0_8InstDescE
00007ffc088e70fe (__TEXT,__text) external __ZN4llvm20RecurrenceDescriptor22isFixedOrderRecurrenceEPNS_7PHINodeEPNS_4LoopERNS_9MapVectorIPNS_11InstructionES7_NS_8DenseMapIS7_jNS_12DenseMapInfoIS7_vEENS_6detail12DenseMapPairIS7_jEEEENSt3__16vectorINSF_4pairIS7_S7_EENSF_9allocatorISI_EEEEEEPNS_13DominatorTreeE
00007ffc088e696e (__TEXT,__text) external __ZN4llvm20RecurrenceDescriptor23isConditionalRdxPatternENS_9RecurKindEPNS_11InstructionE
00007ffc07245cb8 (__TEXT,__text) external __ZN4llvm20RecurrenceDescriptor23isIntegerRecurrenceKindENS_9RecurKindE
00007ffc07245cea (__TEXT,__text) external __ZN4llvm20RecurrenceDescriptor26isArithmeticRecurrenceKindENS_9RecurKindE
00007ffc07245cd0 (__TEXT,__text) external __ZN4llvm20RecurrenceDescriptor29isFloatingPointRecurrenceKindENS_9RecurKindE
00007ffc088e79f0 (__TEXT,__text) external __ZN4llvm20RecurrenceDescriptor9getOpcodeENS_9RecurKindE
00007ffc427cac00 (__DATA_DIRTY,__data) weak external __ZN4llvm20RegisterRegAllocBaseINS_16RegisterRegAllocEE8RegistryE
00007ffc0858f11c (__TEXT,__text) external __ZN4llvm20ReplaceInstWithValueERNS_15SymbolTableListINS_11InstructionEEERNS_14ilist_iteratorINS_12ilist_detail12node_optionsIS1_Lb0ELb0EvEELb0ELb0EEEPNS_5ValueE
00007ffc0737e604 (__TEXT,__text) external __ZN4llvm20SCEVComparePredicateC1ENS_19FoldingSetNodeIDRefENS_7CmpInst9PredicateEPKNS_4SCEVES6_
00007ffc0737e6e0 (__TEXT,__text) external __ZN4llvm20SCEVComparePredicateC2ENS_19FoldingSetNodeIDRefENS_7CmpInst9PredicateEPKNS_4SCEVES6_
00007ffc07323a46 (__TEXT,__text) external __ZN4llvm20SCEVIntegralCastExprC1ENS_19FoldingSetNodeIDRefENS_9SCEVTypesEPKNS_4SCEVEPNS_4TypeE
00007ffc07323994 (__TEXT,__text) external __ZN4llvm20SCEVIntegralCastExprC2ENS_19FoldingSetNodeIDRefENS_9SCEVTypesEPKNS_4SCEVEPNS_4TypeE
00007ffc08ac4cfe (__TEXT,__text) external __ZN4llvm20SampleContextTracker13getContextForEPKNS_10DILocationE
00007ffc08ac50dc (__TEXT,__text) external __ZN4llvm20SampleContextTracker13getContextForERKNS_10sampleprof13SampleContextE
00007ffc08ac516c (__TEXT,__text) external __ZN4llvm20SampleContextTracker14getRootContextEv
00007ffc08ac52b2 (__TEXT,__text) external __ZN4llvm20SampleContextTracker16mergeContextNodeERNS_15ContextTrieNodeES2_j
00007ffc07cd383a (__TEXT,__text) external __ZN4llvm20SampleContextTracker17getBaseSamplesForENS_9StringRefEb
00007ffc08ac513c (__TEXT,__text) external __ZN4llvm20SampleContextTracker17getBaseSamplesForERKNS_8FunctionEb
00007ffc08ac4be2 (__TEXT,__text) external __ZN4llvm20SampleContextTracker19getCalleeContextForEPKNS_10DILocationENS_9StringRefE
00007ffc08ac50a4 (__TEXT,__text) external __ZN4llvm20SampleContextTracker20getContextSamplesForEPKNS_10DILocationE
00007ffc07cd3790 (__TEXT,__text) external __ZN4llvm20SampleContextTracker20getContextSamplesForERKNS_10sampleprof13SampleContextE
00007ffc07cd3ce2 (__TEXT,__text) external __ZN4llvm20SampleContextTracker22addTopLevelContextNodeENS_9StringRefE
00007ffc07cd34e4 (__TEXT,__text) external __ZN4llvm20SampleContextTracker22getOrCreateContextPathERKNS_10sampleprof13SampleContextEb
00007ffc07cd3a5a (__TEXT,__text) external __ZN4llvm20SampleContextTracker22getTopLevelContextNodeENS_9StringRefE
00007ffc07cd3828 (__TEXT,__text) external __ZN4llvm20SampleContextTracker23getAllContextSamplesForENS_9StringRefE
00007ffc07cd37fe (__TEXT,__text) external __ZN4llvm20SampleContextTracker23getAllContextSamplesForERKNS_8FunctionE
00007ffc08ac5162 (__TEXT,__text) external __ZN4llvm20SampleContextTracker25markContextSamplesInlinedEPKNS_10sampleprof15FunctionSamplesE
00007ffc07cd355e (__TEXT,__text) external __ZN4llvm20SampleContextTracker26getCalleeContextSamplesForERKNS_8CallBaseENS_9StringRefE
00007ffc07cd3a9a (__TEXT,__text) external __ZN4llvm20SampleContextTracker30promoteMergeContextSamplesTreeERKNS_11InstructionENS_9StringRefE
00007ffc07cd3a82 (__TEXT,__text) external __ZN4llvm20SampleContextTracker30promoteMergeContextSamplesTreeERNS_15ContextTrieNodeE
00007ffc08ac5176 (__TEXT,__text) external __ZN4llvm20SampleContextTracker30promoteMergeContextSamplesTreeERNS_15ContextTrieNodeES2_j
00007ffc08ac4c38 (__TEXT,__text) external __ZN4llvm20SampleContextTracker34getIndirectCalleeContextSamplesForEPKNS_10DILocationE
00007ffc07cd3b8a (__TEXT,__text) external __ZN4llvm20SampleContextTracker4dumpEv
00007ffc08ac4bd8 (__TEXT,__text) external __ZN4llvm20SampleContextTrackerC1ERNSt3__113unordered_mapINS_10sampleprof13SampleContextENS3_15FunctionSamplesENS4_4HashENS1_8equal_toIS4_EENS1_9allocatorINS1_4pairIKS4_S5_EEEEEEPKNS_8DenseMapIyNS_9StringRefENS_12DenseMapInfoIyvEENS_6detail12DenseMapPairIySH_EEEE
00007ffc08ac4ab2 (__TEXT,__text) external __ZN4llvm20SampleContextTrackerC2ERNSt3__113unordered_mapINS_10sampleprof13SampleContextENS3_15FunctionSamplesENS4_4HashENS1_8equal_toIS4_EENS1_9allocatorINS1_4pairIKS4_S5_EEEEEEPKNS_8DenseMapIyNS_9StringRefENS_12DenseMapInfoIyvEENS_6detail12DenseMapPairIySH_EEEE
00007ffc08c8ccef (__TEXT,__text) external __ZN4llvm20SavePrettyStackStateEv
00007ffc0890e18a (__TEXT,__text) external __ZN4llvm20SimpleLoopSafetyInfo21computeLoopSafetyInfoEPKNS_4LoopE
00007ffc42ddd9f8 (__DATA,__common) external __ZN4llvm20StackMapLivenessPass3KeyE
00007ffc073a5e4c (__TEXT,__text) weak external __ZN4llvm20SyntheticCountsUtilsIPKNS_9CallGraphEE16propagateFromSCCERKNSt3__16vectorIPKNS_13CallGraphNodeENS5_9allocatorIS9_EEEENS_12function_refIFNS_8OptionalINS_12ScaledNumberIyEEEES9_RKNS5_4pairINSG_INS_14WeakTrackingVHEEEPS7_EEEEENSF_IFvS9_SI_EEE
00007ffc0892944c (__TEXT,__text) weak external __ZN4llvm20SyntheticCountsUtilsIPKNS_9CallGraphEE9propagateERKS3_NS_12function_refIFNS_8OptionalINS_12ScaledNumberIyEEEEPKNS_13CallGraphNodeERKNSt3__14pairINS8_INS_14WeakTrackingVHEEEPSC_EEEEENS7_IFvSE_SA_EEE
00007ffc073a65a6 (__TEXT,__text) weak external __ZN4llvm20SyntheticCountsUtilsIPNS_18ModuleSummaryIndexEE16propagateFromSCCERKNSt3__16vectorINS_9ValueInfoENS4_9allocatorIS6_EEEENS_12function_refIFNS_8OptionalINS_12ScaledNumberIyEEEES6_RNS4_4pairIS6_NS_10CalleeInfoEEEEEENSC_IFvS6_SF_EEE
00007ffc073a6340 (__TEXT,__text) weak external __ZN4llvm20SyntheticCountsUtilsIPNS_18ModuleSummaryIndexEE9propagateERKS2_NS_12function_refIFNS_8OptionalINS_12ScaledNumberIyEEEENS_9ValueInfoERNSt3__14pairISB_NS_10CalleeInfoEEEEEENS6_IFvSB_S9_EEE
00007ffc08bbfb9c (__TEXT,__text) external __ZN4llvm20TLSVariableHoistPass10getDomInstEPNS_11InstructionES2_
00007ffc08bbfc24 (__TEXT,__text) external __ZN4llvm20TLSVariableHoistPass13findInsertPosERNS_8FunctionEPNS_14GlobalVariableERPNS_10BasicBlockE
00007ffc08bbfce8 (__TEXT,__text) external __ZN4llvm20TLSVariableHoistPass14genBitCastInstERNS_8FunctionEPNS_14GlobalVariableE
00007ffc08bbf830 (__TEXT,__text) external __ZN4llvm20TLSVariableHoistPass19collectTLSCandidateEPNS_11InstructionE
00007ffc082dbe2c (__TEXT,__text) external __ZN4llvm20TLSVariableHoistPass20collectTLSCandidatesERNS_8FunctionE
00007ffc08bbfaac (__TEXT,__text) external __ZN4llvm20TLSVariableHoistPass21getNearestLoopDomInstEPNS_10BasicBlockEPNS_4LoopE
00007ffc08bbfd92 (__TEXT,__text) external __ZN4llvm20TLSVariableHoistPass22tryReplaceTLSCandidateERNS_8FunctionEPNS_14GlobalVariableE
00007ffc082dbeda (__TEXT,__text) external __ZN4llvm20TLSVariableHoistPass23tryReplaceTLSCandidatesERNS_8FunctionE
00007ffc08bbfe44 (__TEXT,__text) external __ZN4llvm20TLSVariableHoistPass3runERNS_8FunctionERNS_15AnalysisManagerIS1_JEEE
00007ffc082dbf32 (__TEXT,__text) external __ZN4llvm20TLSVariableHoistPass7runImplERNS_8FunctionERNS_13DominatorTreeERNS_8LoopInfoE
00007ffc07f12730 (__TEXT,__text) external __ZN4llvm20TargetMachineBuilder4initERKNS_6TripleE
00007ffc07f15f76 (__TEXT,__text) external __ZN4llvm20ThinLTOCodeGenerator11emitImportsERNS_6ModuleENS_9StringRefERNS_18ModuleSummaryIndexERKNS_3lto9InputFileE
00007ffc07f1627e (__TEXT,__text) external __ZN4llvm20ThinLTOCodeGenerator11internalizeERNS_6ModuleERNS_18ModuleSummaryIndexERKNS_3lto9InputFileE
00007ffc07f15496 (__TEXT,__text) external __ZN4llvm20ThinLTOCodeGenerator14preserveSymbolENS_9StringRefE
00007ffc07f12806 (__TEXT,__text) external __ZN4llvm20ThinLTOCodeGenerator15saveTempBitcodeERKNS_6ModuleENS_9StringRefEjS4_
00007ffc07f15b52 (__TEXT,__text) external __ZN4llvm20ThinLTOCodeGenerator17crossModuleImportERNS_6ModuleERNS_18ModuleSummaryIndexERKNS_3lto9InputFileE
00007ffc07f12954 (__TEXT,__text) external __ZN4llvm20ThinLTOCodeGenerator17generateModuleMapERNSt3__16vectorINS1_10unique_ptrINS_3lto9InputFileENS1_14default_deleteIS5_EEEENS1_9allocatorIS8_EEEE
00007ffc07f1567c (__TEXT,__text) external __ZN4llvm20ThinLTOCodeGenerator17linkCombinedIndexEv
00007ffc07f129d0 (__TEXT,__text) external __ZN4llvm20ThinLTOCodeGenerator19loadModuleFromInputEPNS_3lto9InputFileERNS_11LLVMContextEbb
00007ffc07f135f8 (__TEXT,__text) external __ZN4llvm20ThinLTOCodeGenerator20ProcessThinLTOModuleERNS_6ModuleERNS_18ModuleSummaryIndexERNS_9StringMapIPNS_3lto9InputFileENS_15MallocAllocatorEEERNS_13TargetMachineERKNS5_INSt3__113unordered_setIyNSE_4hashIyEENSE_8equal_toIyEENSE_9allocatorIyEEEES9_EERKNS_8DenseSetINS_9ValueInfoENS_12DenseMapInfoISR_vEEEERKNSQ_IyNSS_IyvEEEERKNS_8DenseMapIyPNS_18GlobalValueSummaryESX_NS_6detail12DenseMapPairIyS13_EEEERKNS0_14CachingOptionsEbNS_9StringRefEbjjb
00007ffc07f154a8 (__TEXT,__text) external __ZN4llvm20ThinLTOCodeGenerator20crossReferenceSymbolENS_9StringRefE
00007ffc07f1676a (__TEXT,__text) external __ZN4llvm20ThinLTOCodeGenerator20writeGeneratedObjectENS_9StringRefEPNS_16ModuleCacheEntryERKNS_12MemoryBufferE
00007ffc07f12dbc (__TEXT,__text) external __ZN4llvm20ThinLTOCodeGenerator21crossImportIntoModuleERNS_6ModuleERKNS_18ModuleSummaryIndexERNS_9StringMapIPNS_3lto9InputFileENS_15MallocAllocatorEEERKNS6_INSt3__113unordered_setIyNSD_4hashIyEENSD_8equal_toIyEENSD_9allocatorIyEEEESA_EEb
00007ffc07f14ea6 (__TEXT,__text) external __ZN4llvm20ThinLTOCodeGenerator22createModuleCacheEntryERKNS_18ModuleSummaryIndexENS_9StringRefES4_RKNS_9StringMapINSt3__113unordered_setIyNS6_4hashIyEENS6_8equal_toIyEENS6_9allocatorIyEEEENS_15MallocAllocatorEEERKNS_8DenseSetINS_9ValueInfoENS_12DenseMapInfoISK_vEEEERKNS6_3mapIyNS_11GlobalValue12LinkageTypesENS6_4lessIyEENSC_INS6_4pairIKySS_EEEEEERKNS_8DenseMapIyPNS_18GlobalValueSummaryENSL_IyvEENS_6detail12DenseMapPairIyS14_EEEEjbRKNS_20TargetMachineBuilderE
00007ffc07f153ce (__TEXT,__text) external __ZN4llvm20ThinLTOCodeGenerator23computePrevailingCopiesERKNS_18ModuleSummaryIndexERNS_8DenseMapIyPKNS_18GlobalValueSummaryENS_12DenseMapInfoIyvEENS_6detail12DenseMapPairIyS7_EEEE
00007ffc07f1302c (__TEXT,__text) external __ZN4llvm20ThinLTOCodeGenerator24computeThinLTOOutputPathEjNS_9StringRefERNS_20TargetMachineBuilderE
00007ffc07f145f8 (__TEXT,__text) external __ZN4llvm20ThinLTOCodeGenerator24resolvePrevailingInIndexERNS_18ModuleSummaryIndexERNS_9StringMapINSt3__13mapIyNS_11GlobalValue12LinkageTypesENS4_4lessIyEENS4_9allocatorINS4_4pairIKyS7_EEEEEENS_15MallocAllocatorEEERKNS_8DenseSetIyNS_12DenseMapInfoIyvEEEERKNS_8DenseMapIyPKNS_18GlobalValueSummaryESL_NS_6detail12DenseMapPairIySS_EEEE
00007ffc07f157d0 (__TEXT,__text) external __ZN4llvm20ThinLTOCodeGenerator25computeDeadSymbolsInIndexERNS_18ModuleSummaryIndexERKNS_8DenseSetIyNS_12DenseMapInfoIyvEEEE
00007ffc07f134ee (__TEXT,__text) external __ZN4llvm20ThinLTOCodeGenerator27computeGUIDPreservedSymbolsERKNS_3lto9InputFileERKNS_9StringSetINS_15MallocAllocatorEEERKNS_6TripleE
00007ffc07f13278 (__TEXT,__text) external __ZN4llvm20ThinLTOCodeGenerator27computeGUIDPreservedSymbolsERKNS_3lto9InputFileERKNS_9StringSetINS_15MallocAllocatorEEERKNS_6TripleERNS_8DenseSetIyNS_12DenseMapInfoIyvEEEE
00007ffc07f13526 (__TEXT,__text) external __ZN4llvm20ThinLTOCodeGenerator28addUsedSymbolToPreservedGUIDERKNS_3lto9InputFileERNS_8DenseSetIyNS_12DenseMapInfoIyvEEEE
00007ffc07f15d4e (__TEXT,__text) external __ZN4llvm20ThinLTOCodeGenerator32gatherImportedSummariesForModuleERNS_6ModuleERNS_18ModuleSummaryIndexERNSt3__13mapINS5_12basic_stringIcNS5_11char_traitsIcEENS5_9allocatorIcEEEENS_8DenseMapIyPNS_18GlobalValueSummaryENS_12DenseMapInfoIyvEENS_6detail12DenseMapPairIySF_EEEENS5_4lessISC_EENSA_INS5_4pairIKSC_SL_EEEEEERKNS_3lto9InputFileE
00007ffc07f16a26 (__TEXT,__text) external __ZN4llvm20ThinLTOCodeGenerator3runEv
00007ffc07f166dc (__TEXT,__text) external __ZN4llvm20ThinLTOCodeGenerator7codegenERNS_6ModuleE
00007ffc07f1580c (__TEXT,__text) external __ZN4llvm20ThinLTOCodeGenerator7promoteERNS_6ModuleERNS_18ModuleSummaryIndexERKNS_3lto9InputFileE
00007ffc07f1663e (__TEXT,__text) external __ZN4llvm20ThinLTOCodeGenerator8optimizeERNS_6ModuleE
00007ffc07f1505a (__TEXT,__text) external __ZN4llvm20ThinLTOCodeGenerator9addModuleENS_9StringRefES1_
00007ffc08c8c6e0 (__TEXT,__text) external __ZN4llvm20TreePathPrefixMapper11getTreePathENS_9StringRefE
00007ffc08c8c87c (__TEXT,__text) external __ZN4llvm20TreePathPrefixMapper11mapDirEntryERKNS_3vfs20CachedDirectoryEntryERNS_11StringSaverE
00007ffc08c8c78c (__TEXT,__text) external __ZN4llvm20TreePathPrefixMapper18canonicalizePrefixERNS_9StringRefE
00007ffc084f4eae (__TEXT,__text) external __ZN4llvm20TreePathPrefixMapper3addERKNS_12MappedPrefixE
00007ffc08c8c5e2 (__TEXT,__text) external __ZN4llvm20TreePathPrefixMapper7mapImplENS_9StringRefERNS_15SmallVectorImplIcEE
00007ffc08c8c512 (__TEXT,__text) external __ZN4llvm20TreePathPrefixMapperC1ENS_18IntrusiveRefCntPtrINS_3vfs10FileSystemEEENS_3sys4path5StyleE
00007ffc084f4e32 (__TEXT,__text) external __ZN4llvm20TreePathPrefixMapperC2ENS_18IntrusiveRefCntPtrINS_3vfs10FileSystemEEENS_3sys4path5StyleE
00007ffc08c8c58e (__TEXT,__text) external __ZN4llvm20TreePathPrefixMapperD0Ev
00007ffc08c8c54a (__TEXT,__text) external __ZN4llvm20TreePathPrefixMapperD1Ev
00007ffc084f4e6a (__TEXT,__text) external __ZN4llvm20TreePathPrefixMapperD2Ev
00007ffc072cb790 (__TEXT,__text) external __ZN4llvm20UnrolledInstAnalyzer12visitCmpInstERNS_7CmpInstE
00007ffc072cb9b8 (__TEXT,__text) external __ZN4llvm20UnrolledInstAnalyzer12visitPHINodeERNS_7PHINodeE
00007ffc072cb67a (__TEXT,__text) external __ZN4llvm20UnrolledInstAnalyzer13visitCastInstERNS_8CastInstE
00007ffc072cb9ea (__TEXT,__text) external __ZN4llvm20UnrolledInstAnalyzer16visitInstructionERNS_11InstructionE
00007ffc072cb1fa (__TEXT,__text) external __ZN4llvm20UnrolledInstAnalyzer19visitBinaryOperatorERNS_14BinaryOperatorE
00007ffc072caf88 (__TEXT,__text) external __ZN4llvm20UnrolledInstAnalyzer20simplifyInstWithSCEVEPNS_11InstructionE
00007ffc072cb500 (__TEXT,__text) external __ZN4llvm20UnrolledInstAnalyzer9visitLoadERNS_8LoadInstE
00007ffc089f78cb (__TEXT,__text) external __ZN4llvm20UpgradeIntrinsicCallEPNS_8CallBaseEPNS_8FunctionE
00007ffc0777924e (__TEXT,__text) external __ZN4llvm20VLIWMachineScheduler8scheduleEv
00007ffc08d2314e (__TEXT,__text) external __ZN4llvm20VPBranchOnMaskRecipe7executeERNS_16VPTransformStateE
00007ffc08a25604 (__TEXT,__text) external __ZN4llvm20VPReductionIntrinsic13isVPReductionEj
00007ffc078a53bc (__TEXT,__text) external __ZN4llvm20VPReductionIntrinsic16getStartParamPosEj
00007ffc078a51f2 (__TEXT,__text) external __ZN4llvm20VPReductionIntrinsic17getVectorParamPosEj
00007ffc08d42b86 (__TEXT,__text) external __ZN4llvm20VPReductionPHIRecipe7executeERNS_16VPTransformStateE
00007ffc08ce5718 (__TEXT,__text) external __ZN4llvm20ValueMapTypeRemapper6anchorEv
00007ffc42dddbe0 (__DATA,__common) external __ZN4llvm20VerifyMachineDomInfoE
00007ffc084eea32 (__TEXT,__text) external __ZN4llvm20WritableMemoryBuffer12getFileSliceERKNS_5TwineEyyb
00007ffc08c8b3f0 (__TEXT,__text) external __ZN4llvm20WritableMemoryBuffer15getNewMemBufferEmRKNS_5TwineE
00007ffc084eea4a (__TEXT,__text) external __ZN4llvm20WritableMemoryBuffer21getNewUninitMemBufferEmRKNS_5TwineE
00007ffc084ee61e (__TEXT,__text) external __ZN4llvm20WritableMemoryBuffer7getFileERKNS_5TwineEb
00007ffc08ccc605 (__TEXT,__text) external __ZN4llvm20addDiffRuntimeChecksEPNS_11InstructionEPNS_4LoopENS_8ArrayRefINS_15PointerDiffInfoEEERNS_12SCEVExpanderENS_12function_refIFPNS_5ValueERNS_13IRBuilderBaseEjEEEj
00007ffc0726ec96 (__TEXT,__text) external __ZN4llvm20addLocationToRemarksERNS_18OptimizationRemarkENS_8DebugLocE
00007ffc08cd1870 (__TEXT,__text) external __ZN4llvm20appendToCompilerUsedERNS_6ModuleENS_8ArrayRefIPNS_11GlobalValueEEE
00007ffc08ce68fe (__TEXT,__text) external __ZN4llvm20archToWindowsSDKArchENS_6Triple8ArchTypeE
00007ffc0849a10a (__TEXT,__text) external __ZN4llvm20circular_raw_ostream10write_implEPKcm
00007ffc0849a19a (__TEXT,__text) external __ZN4llvm20circular_raw_ostream21flushBufferWithBannerEv
00007ffc0897a8b5 (__TEXT,__text) external __ZN4llvm20computeAndAddLiveInsERNS_12LivePhysRegsERNS_17MachineBasicBlockE
00007ffc08afbf62 (__TEXT,__text) external __ZN4llvm20computeBundlePaddingERKNS_11MCAssemblerEPKNS_17MCEncodedFragmentEyy
00007ffc073c4aba (__TEXT,__text) external __ZN4llvm20computeConstantRangeEPKNS_5ValueEbbPNS_15AssumptionCacheEPKNS_11InstructionEPKNS_13DominatorTreeEj
00007ffc0850b86f (__TEXT,__text) external __ZN4llvm20consumeSignedIntegerERNS_9StringRefEjRx
00007ffc08aa9748 (__TEXT,__text) external __ZN4llvm20convertToDeclarationERNS_11GlobalValueE
00007ffc08934da8 (__TEXT,__text) external __ZN4llvm20createBitMaskForGapsERNS_13IRBuilderBaseEjRKNS_15InterleaveGroupINS_11InstructionEEE
00007ffc074b9410 (__TEXT,__text) external __ZN4llvm20createBreakFalseDepsEv
00007ffc08806ace (__TEXT,__text) external __ZN4llvm20createCOFFMasmParserEv
00007ffc088de79a (__TEXT,__text) external __ZN4llvm20createDomPrinterPassEv
00007ffc08116ad2 (__TEXT,__text) external __ZN4llvm20createFlattenCFGPassEv
00007ffc0751e40d (__TEXT,__text) external __ZN4llvm20createGCLoweringPassEv
00007ffc08ab0d3a (__TEXT,__text) external __ZN4llvm20createIROutlinerPassEv
00007ffc08934fa7 (__TEXT,__text) external __ZN4llvm20createInterleaveMaskEjj
00007ffc08ba14cc (__TEXT,__text) external __ZN4llvm20createLoopRerollPassEv
00007ffc08ba22cd (__TEXT,__text) external __ZN4llvm20createLoopRotatePassEib
00007ffc08ba5bd3 (__TEXT,__text) external __ZN4llvm20createLoopUnrollPassEibbiiiiii
00007ffc08b0d43c (__TEXT,__text) external __ZN4llvm20createObjCARCOptPassEv
00007ffc08094bef (__TEXT,__text) external __ZN4llvm20createPGOFuncNameVarERNS_6ModuleENS_11GlobalValue12LinkageTypesENS_9StringRefE
00007ffc08b7a97d (__TEXT,__text) external __ZN4llvm20createPGOFuncNameVarERNS_8FunctionENS_9StringRefE
00007ffc08917fab (__TEXT,__text) external __ZN4llvm20createRegionInfoPassEv
00007ffc08934f0d (__TEXT,__text) external __ZN4llvm20createReplicatedMaskEjj
00007ffc08bb9654 (__TEXT,__text) external __ZN4llvm20createScalarizerPassEv
00007ffc089350cd (__TEXT,__text) external __ZN4llvm20createSequentialMaskEjjj
00007ffc08d500dc (__TEXT,__text) external __ZN4llvm20createXCOFFAsmParserEv
00007ffc071f8b7a (__TEXT,__text) external __ZN4llvm20decomposeBitTestICmpEPNS_5ValueES1_RNS_7CmpInst9PredicateERS1_RNS_5APIntEb
00007ffc074675ae (__TEXT,__text) external __ZN4llvm20embedBitcodeInModuleERNS_6ModuleENS_15MemoryBufferRefEbbRKNSt3__16vectorIhNS3_9allocatorIhEEEE
