00007ffa1c0fb082 (__TEXT,__text) non-external _DiToMD5
00007ffa41b3f968 (__DATA_CONST,__const) external __ZTI24IOBufferMemoryDescriptor
00007ffa41b40000 (__DATA_CONST,__const) non-external (was a private external) __ZTI24IODispatchQueueInterface
00007ffa41b3ff80 (__DATA_CONST,__const) external __ZTI24IODispatchQueueMetaClass
00007ffa42cab108 (__DATA,__const_weak) weak external __ZTI24IOStateReporterInterface
00007ffa41b40e10 (__DATA_CONST,__const) external __ZTI24IOStateReporterMetaClass
00007ffa41b3f058 (__DATA_CONST,__const) non-external (was a private external) __ZTI24OSSerializationInterface
00007ffa41b42940 (__DATA_CONST,__const) external __ZTI24OSSerializationMetaClass
00007ffa41b3fe68 (__DATA_CONST,__const) external __ZTI25IODataQueueDispatchSource
00007ffa41b401b0 (__DATA_CONST,__const) non-external (was a private external) __ZTI25IODispatchSourceInterface
00007ffa41b40130 (__DATA_CONST,__const) external __ZTI25IODispatchSourceMetaClass
00007ffa41b3f460 (__DATA_CONST,__const) external __ZTI25IOHistogramReporter_IVars
00007ffa41b40668 (__DATA_CONST,__const) external __ZTI25IOInterruptDispatchSource
00007ffa42cab050 (__DATA,__const_weak) weak external __ZTI25IOSimpleReporterInterface
00007ffa41b40db8 (__DATA_CONST,__const) external __ZTI25IOSimpleReporterMetaClass
00007ffa41b40800 (__DATA_CONST,__const) non-external (was a private external) __ZTI27IOMemoryDescriptorInterface
00007ffa41b40780 (__DATA_CONST,__const) external __ZTI27IOMemoryDescriptorMetaClass
00007ffa42cab1c0 (__DATA,__const_weak) weak external __ZTI28IOHistogramReporterInterface
00007ffa41b40e68 (__DATA_CONST,__const) external __ZTI28IOHistogramReporterMetaClass
00007ffa42caaf98 (__DATA,__const_weak) weak external __ZTI29IOExtensiblePaniclogInterface
00007ffa41b40440 (__DATA_CONST,__const) external __ZTI29IOExtensiblePaniclogMetaClass
00007ffa41b414a8 (__DATA_CONST,__const) non-external (was a private external) __ZTI30IOTimerDispatchSourceInterface
00007ffa41b41428 (__DATA_CONST,__const) external __ZTI30IOTimerDispatchSourceMetaClass
00007ffa41b42d48 (__DATA_CONST,__const) non-external (was a private external) __ZTI30_IOBlockStorageDeviceInterface
00007ffa41b42cc8 (__DATA_CONST,__const) external __ZTI30_IOBlockStorageDeviceMetaClass
00007ffa41b3f950 (__DATA_CONST,__const) non-external (was a private external) __ZTI33IOBufferMemoryDescriptorInterface
00007ffa41b3f8d0 (__DATA_CONST,__const) external __ZTI33IOBufferMemoryDescriptorMetaClass
00007ffa41b3fe50 (__DATA_CONST,__const) non-external (was a private external) __ZTI34IODataQueueDispatchSourceInterface
00007ffa41b3fdd0 (__DATA_CONST,__const) external __ZTI34IODataQueueDispatchSourceMetaClass
00007ffa41b40650 (__DATA_CONST,__const) non-external (was a private external) __ZTI34IOInterruptDispatchSourceInterface
00007ffa41b405d0 (__DATA_CONST,__const) external __ZTI34IOInterruptDispatchSourceMetaClass
00007ffa42cab228 (__DATA,__const_weak) external __ZTI35IOServiceNotificationDispatchSource
00007ffa42cab318 (__DATA,__const_weak) external __ZTI38OSAction_IOUserClient_KernelCompletion
00007ffa42cab278 (__DATA,__const_weak) external __ZTI40IOServiceStateNotificationDispatchSource
00007ffa42cab210 (__DATA,__const_weak) weak external __ZTI44IOServiceNotificationDispatchSourceInterface
00007ffa41b41168 (__DATA_CONST,__const) external __ZTI44IOServiceNotificationDispatchSourceMetaClass
00007ffa42cab300 (__DATA,__const_weak) weak external __ZTI47OSAction_IOUserClient_KernelCompletionInterface
00007ffa41b41758 (__DATA_CONST,__const) external __ZTI47OSAction_IOUserClient_KernelCompletionMetaClass
00007ffa42cab3b8 (__DATA,__const_weak) external __ZTI47OSAction__IOBlockStorageDevice_KernelCompletion
00007ffa42cab260 (__DATA,__const_weak) weak external __ZTI49IOServiceStateNotificationDispatchSourceInterface
00007ffa41b412c8 (__DATA_CONST,__const) external __ZTI49IOServiceStateNotificationDispatchSourceMetaClass
00007ffa42cab3a0 (__DATA,__const_weak) weak external __ZTI56OSAction__IOBlockStorageDevice_KernelCompletionInterface
00007ffa41b42dd8 (__DATA_CONST,__const) external __ZTI56OSAction__IOBlockStorageDevice_KernelCompletionMetaClass
00007ffa42caad30 (__DATA,__const_weak) external __ZTI5OSSet
00007ffa41b3ee48 (__DATA_CONST,__const) external __ZTI6OSData
00007ffa41b3ebe0 (__DATA_CONST,__const) external __ZTI7OSArray
00007ffa42caace0 (__DATA,__const_weak) external __ZTI8IOThread
00007ffa41b41c60 (__DATA_CONST,__const) external __ZTI8OSAction
00007ffa42caaba0 (__DATA,__const_weak) external __ZTI8OSBundle
00007ffa41b3ef00 (__DATA_CONST,__const) external __ZTI8OSNumber
00007ffa41b42730 (__DATA_CONST,__const) external __ZTI8OSObject
00007ffa41b3e888 (__DATA_CONST,__const) external __ZTI8OSString
00007ffa42caac40 (__DATA,__const_weak) external __ZTI9IOCommand
00007ffa41b41050 (__DATA_CONST,__const) external __ZTI9IOService
00007ffa41b3efb8 (__DATA_CONST,__const) external __ZTI9OSBoolean
00007ffa1c10ea03 (__TEXT,__const) external __ZTS10IOReporter
00007ffa1c10f58d (__TEXT,__const) external __ZTS11IOEventLink
00007ffa1c10fbfd (__TEXT,__const) external __ZTS11IOMemoryMap
00007ffa1c1110ed (__TEXT,__const) external __ZTS11IOWorkGroup
00007ffa1c111a88 (__TEXT,__const) non-external (was a private external) __ZTS11OSContainer
00007ffa1c10ff38 (__TEXT,__const) non-external (was a private external) __ZTS11OSInterface
00007ffa1c10ef20 (__TEXT,__const) non-external (was a private external) __ZTS11OSMetaClass
00007ffa1c10ef2e (__TEXT,__const) external __ZTS12IODMACommand
00007ffa1c110bce (__TEXT,__const) external __ZTS12IOUserClient
00007ffa1c110f66 (__TEXT,__const) external __ZTS12IOUserServer
00007ffa1c10e809 (__TEXT,__const) external __ZTS12OSCollection
00007ffa1c10e830 (__TEXT,__const) external __ZTS12OSDictionary
00007ffa1c10e730 (__TEXT,__const) external __ZTS12OSMappedFile
00007ffa1c10e88b (__TEXT,__const) external __ZTS12OSOrderedSet
00007ffa1c10e777 (__TEXT,__const) external __ZTS13IOCommandPool
00007ffa1c10ea73 (__TEXT,__const) external __ZTS14IOReportLegend
00007ffa1c10e87a (__TEXT,__const) weak external __ZTS14OSSetInterface
00007ffa1c112428 (__TEXT,__const) external __ZTS14OSSetMetaClass
00007ffa1c10f269 (__TEXT,__const) external __ZTS15IODispatchQueue
00007ffa1c1101f8 (__TEXT,__const) weak external __ZTS15IOStateReporter
00007ffa1c10e8ba (__TEXT,__const) non-external (was a private external) __ZTS15OSDataInterface
00007ffa1c111a98 (__TEXT,__const) external __ZTS15OSDataMetaClass
00007ffa1c10e700 (__TEXT,__const) external __ZTS15OSMetaClassBase
00007ffa1c10e90a (__TEXT,__const) external __ZTS15OSSerialization
00007ffa1c10f3fa (__TEXT,__const) external __ZTS16IODispatchSource
00007ffa1c10e9f0 (__TEXT,__const) external __ZTS16IOReporter_IVars
00007ffa1c110088 (__TEXT,__const) weak external __ZTS16IOSimpleReporter
00007ffa1c10e860 (__TEXT,__const) non-external (was a private external) __ZTS16OSArrayInterface
00007ffa1c1113d0 (__TEXT,__const) external __ZTS16OSArrayMetaClass
00007ffa1c10e7aa (__TEXT,__const) weak external __ZTS17IOThreadInterface
00007ffa1c112a68 (__TEXT,__const) external __ZTS17IOThreadMetaClass
00007ffa1c11127c (__TEXT,__const) non-external (was a private external) __ZTS17OSActionInterface
00007ffa1c111258 (__TEXT,__const) external __ZTS17OSActionMetaClass
00007ffa1c10e71c (__TEXT,__const) weak external __ZTS17OSBundleInterface
00007ffa1c111680 (__TEXT,__const) external __ZTS17OSBundleMetaClass
00007ffa1c10e8d6 (__TEXT,__const) non-external (was a private external) __ZTS17OSNumberInterface
00007ffa1c111ea0 (__TEXT,__const) external __ZTS17OSNumberMetaClass
00007ffa1c11201c (__TEXT,__const) non-external (was a private external) __ZTS17OSObjectInterface
00007ffa1c111ff8 (__TEXT,__const) external __ZTS17OSObjectMetaClass
00007ffa1c10e7f5 (__TEXT,__const) non-external (was a private external) __ZTS17OSStringInterface
00007ffa1c112580 (__TEXT,__const) external __ZTS17OSStringMetaClass
00007ffa1c10e762 (__TEXT,__const) weak external __ZTS18IOCommandInterface
00007ffa1c10ec50 (__TEXT,__const) external __ZTS18IOCommandMetaClass
00007ffa1c10fa6c (__TEXT,__const) external __ZTS18IOMemoryDescriptor
00007ffa1c110506 (__TEXT,__const) non-external (was a private external) __ZTS18IOServiceInterface
00007ffa1c1104e0 (__TEXT,__const) external __ZTS18IOServiceMetaClass
00007ffa1c10e8f5 (__TEXT,__const) non-external (was a private external) __ZTS18OSBooleanInterface
00007ffa1c111528 (__TEXT,__const) external __ZTS18OSBooleanMetaClass
00007ffa1c110368 (__TEXT,__const) weak external __ZTS19IOHistogramReporter
00007ffa1c10ea10 (__TEXT,__const) weak external __ZTS19IOReporterInterface
00007ffa1c10fd68 (__TEXT,__const) external __ZTS19IOReporterMetaClass
00007ffa1c10f59b (__TEXT,__const) weak external __ZTS20IOEventLinkInterface
00007ffa1c10f570 (__TEXT,__const) external __ZTS20IOEventLinkMetaClass
00007ffa1c10f71e (__TEXT,__const) external __ZTS20IOExtensiblePaniclog
00007ffa1c10fc0b (__TEXT,__const) non-external (was a private external) __ZTS20IOMemoryMapInterface
00007ffa1c10fbe0 (__TEXT,__const) external __ZTS20IOMemoryMapMetaClass
00007ffa1c1110fb (__TEXT,__const) weak external __ZTS20IOWorkGroupInterface
00007ffa1c1110d0 (__TEXT,__const) external __ZTS20IOWorkGroupMetaClass
00007ffa1c10e7d8 (__TEXT,__const) non-external (was a private external) __ZTS20OSContainerInterface
00007ffa1c111930 (__TEXT,__const) external __ZTS20OSContainerMetaClass
00007ffa1c10ef3d (__TEXT,__const) weak external __ZTS21IODMACommandInterface
00007ffa1c10ef08 (__TEXT,__const) external __ZTS21IODMACommandMetaClass
00007ffa1c10ea5b (__TEXT,__const) external __ZTS21IOStateReporter_IVars
00007ffa1c110a37 (__TEXT,__const) external __ZTS21IOTimerDispatchSource
00007ffa1c110bdd (__TEXT,__const) weak external __ZTS21IOUserClientInterface
00007ffa1c110bb0 (__TEXT,__const) external __ZTS21IOUserClientMetaClass
00007ffa1c110f75 (__TEXT,__const) non-external (was a private external) __ZTS21IOUserServerInterface
00007ffa1c110f48 (__TEXT,__const) external __ZTS21IOUserServerMetaClass
00007ffa1c10e818 (__TEXT,__const) non-external (was a private external) __ZTS21OSCollectionInterface
00007ffa1c1117d8 (__TEXT,__const) external __ZTS21OSCollectionMetaClass
00007ffa1c10e83f (__TEXT,__const) non-external (was a private external) __ZTS21OSDictionaryInterface
00007ffa1c111bf0 (__TEXT,__const) external __ZTS21OSDictionaryMetaClass
00007ffa1c10e73f (__TEXT,__const) weak external __ZTS21OSMappedFileInterface
00007ffa1c111d48 (__TEXT,__const) external __ZTS21OSMappedFileMetaClass
00007ffa1c10e89a (__TEXT,__const) weak external __ZTS21OSOrderedSetInterface
00007ffa1c112170 (__TEXT,__const) external __ZTS21OSOrderedSetMetaClass
00007ffa1c1126ff (__TEXT,__const) external __ZTS21_IOBlockStorageDevice
00007ffa1c10e787 (__TEXT,__const) weak external __ZTS22IOCommandPoolInterface
00007ffa1c10eda8 (__TEXT,__const) external __ZTS22IOCommandPoolMetaClass
00007ffa1c10ea26 (__TEXT,__const) weak external __ZTS22IOSimpleReporter_IVars
00007ffa1c10ea84 (__TEXT,__const) weak external __ZTS23IOReportLegendInterface
00007ffa1c10fdda (__TEXT,__const) external __ZTS23IOReportLegendMetaClass
00007ffa1c10eaca (__TEXT,__const) external __ZTS24IOBufferMemoryDescriptor
00007ffa1c10f27b (__TEXT,__const) non-external (was a private external) __ZTS24IODispatchQueueInterface
00007ffa1c10f248 (__TEXT,__const) external __ZTS24IODispatchQueueMetaClass
00007ffa1c11020a (__TEXT,__const) weak external __ZTS24IOStateReporterInterface
00007ffa1c10fda0 (__TEXT,__const) external __ZTS24IOStateReporterMetaClass
00007ffa1c10e91c (__TEXT,__const) non-external (was a private external) __ZTS24OSSerializationInterface
00007ffa1c1122c8 (__TEXT,__const) external __ZTS24OSSerializationMetaClass
00007ffa1c10f0c3 (__TEXT,__const) external __ZTS25IODataQueueDispatchSource
00007ffa1c10f40d (__TEXT,__const) non-external (was a private external) __ZTS25IODispatchSourceInterface
00007ffa1c10f3d8 (__TEXT,__const) external __ZTS25IODispatchSourceMetaClass
00007ffa1c10ea3f (__TEXT,__const) external __ZTS25IOHistogramReporter_IVars
00007ffa1c10f8c3 (__TEXT,__const) external __ZTS25IOInterruptDispatchSource
00007ffa1c11009b (__TEXT,__const) weak external __ZTS25IOSimpleReporterInterface
00007ffa1c10fd84 (__TEXT,__const) external __ZTS25IOSimpleReporterMetaClass
00007ffa1c10fa81 (__TEXT,__const) non-external (was a private external) __ZTS27IOMemoryDescriptorInterface
00007ffa1c10fa48 (__TEXT,__const) external __ZTS27IOMemoryDescriptorMetaClass
00007ffa1c11037e (__TEXT,__const) weak external __ZTS28IOHistogramReporterInterface
00007ffa1c10fdbb (__TEXT,__const) external __ZTS28IOHistogramReporterMetaClass
00007ffa1c10f735 (__TEXT,__const) weak external __ZTS29IOExtensiblePaniclogInterface
00007ffa1c10f6f8 (__TEXT,__const) external __ZTS29IOExtensiblePaniclogMetaClass
00007ffa1c110a4f (__TEXT,__const) non-external (was a private external) __ZTS30IOTimerDispatchSourceInterface
00007ffa1c110a10 (__TEXT,__const) external __ZTS30IOTimerDispatchSourceMetaClass
00007ffa1c112717 (__TEXT,__const) non-external (was a private external) __ZTS30_IOBlockStorageDeviceInterface
00007ffa1c1126d8 (__TEXT,__const) external __ZTS30_IOBlockStorageDeviceMetaClass
00007ffa1c10eae5 (__TEXT,__const) non-external (was a private external) __ZTS33IOBufferMemoryDescriptorInterface
00007ffa1c10eaa0 (__TEXT,__const) external __ZTS33IOBufferMemoryDescriptorMetaClass
00007ffa1c10f0df (__TEXT,__const) non-external (was a private external) __ZTS34IODataQueueDispatchSourceInterface
00007ffa1c10f098 (__TEXT,__const) external __ZTS34IODataQueueDispatchSourceMetaClass
00007ffa1c10f8df (__TEXT,__const) non-external (was a private external) __ZTS34IOInterruptDispatchSourceInterface
00007ffa1c10f898 (__TEXT,__const) external __ZTS34IOInterruptDispatchSourceMetaClass
00007ffa1c110695 (__TEXT,__const) external __ZTS35IOServiceNotificationDispatchSource
00007ffa1c110c2d (__TEXT,__const) external __ZTS38OSAction_IOUserClient_KernelCompletion
00007ffa1c11086a (__TEXT,__const) external __ZTS40IOServiceStateNotificationDispatchSource
00007ffa1c1106bb (__TEXT,__const) weak external __ZTS44IOServiceNotificationDispatchSourceInterface
00007ffa1c110660 (__TEXT,__const) external __ZTS44IOServiceNotificationDispatchSourceMetaClass
00007ffa1c110c56 (__TEXT,__const) weak external __ZTS47OSAction_IOUserClient_KernelCompletionInterface
00007ffa1c110bfb (__TEXT,__const) external __ZTS47OSAction_IOUserClient_KernelCompletionMetaClass
00007ffa1c112779 (__TEXT,__const) external __ZTS47OSAction__IOBlockStorageDevice_KernelCompletion
00007ffa1c110895 (__TEXT,__const) weak external __ZTS49IOServiceStateNotificationDispatchSourceInterface
00007ffa1c110830 (__TEXT,__const) external __ZTS49IOServiceStateNotificationDispatchSourceMetaClass
00007ffa1c1127ab (__TEXT,__const) weak external __ZTS56OSAction__IOBlockStorageDevice_KernelCompletionInterface
00007ffa1c11273e (__TEXT,__const) external __ZTS56OSAction__IOBlockStorageDevice_KernelCompletionMetaClass
00007ffa1c10e873 (__TEXT,__const) external __ZTS5OSSet
00007ffa1c10e8b2 (__TEXT,__const) external __ZTS6OSData
00007ffa1c10e857 (__TEXT,__const) external __ZTS7OSArray
00007ffa1c10e7a0 (__TEXT,__const) external __ZTS8IOThread
00007ffa1c111272 (__TEXT,__const) external __ZTS8OSAction
00007ffa1c10e712 (__TEXT,__const) external __ZTS8OSBundle
00007ffa1c10e8cc (__TEXT,__const) external __ZTS8OSNumber
00007ffa1c112012 (__TEXT,__const) external __ZTS8OSObject
00007ffa1c10e7c8 (__TEXT,__const) external __ZTS8OSString
00007ffa1c10e757 (__TEXT,__const) external __ZTS9IOCommand
00007ffa1c1104fb (__TEXT,__const) external __ZTS9IOService
00007ffa1c10e8ea (__TEXT,__const) external __ZTS9OSBoolean
00007ffa41b3f330 (__DATA_CONST,__const) external __ZTV10IOReporter
00007ffa41b402f8 (__DATA_CONST,__const) external __ZTV11IOEventLink
00007ffa41b40948 (__DATA_CONST,__const) external __ZTV11IOMemoryMap
00007ffa41b41a80 (__DATA_CONST,__const) external __ZTV11IOWorkGroup
00007ffa41b42170 (__DATA_CONST,__const) non-external (was a private external) __ZTV11OSContainer
00007ffa41b3fc88 (__DATA_CONST,__const) external __ZTV12IODMACommand
00007ffa41b41690 (__DATA_CONST,__const) external __ZTV12IOUserClient
00007ffa41b418d0 (__DATA_CONST,__const) external __ZTV12IOUserServer
00007ffa41b3e8c0 (__DATA_CONST,__const) external __ZTV12OSCollection
00007ffa41b3e9c8 (__DATA_CONST,__const) external __ZTV12OSDictionary
00007ffa41b3e1f8 (__DATA_CONST,__const) external __ZTV12OSMappedFile
00007ffa41b3ecf0 (__DATA_CONST,__const) external __ZTV12OSOrderedSet
00007ffa41b3e2c8 (__DATA_CONST,__const) external __ZTV13IOCommandPool
00007ffa41b3f538 (__DATA_CONST,__const) external __ZTV14IOReportLegend
00007ffa41b429f8 (__DATA_CONST,__const) external __ZTV14OSSetMetaClass
00007ffa41b3ff98 (__DATA_CONST,__const) external __ZTV15IODispatchQueue
00007ffa42cab0a0 (__DATA,__const_weak) non-external (was a private external) __ZTV15IOStateReporter
00007ffa41b42278 (__DATA_CONST,__const) external __ZTV15OSDataMetaClass
00007ffa41b3e138 (__DATA_CONST,__const) external __ZTV15OSMetaClassBase
00007ffa41b3eff0 (__DATA_CONST,__const) external __ZTV15OSSerialization
00007ffa41b40148 (__DATA_CONST,__const) external __ZTV16IODispatchSource
00007ffa41b3f298 (__DATA_CONST,__const) external __ZTV16IOReporter_IVars
00007ffa42caafe8 (__DATA,__const_weak) non-external (was a private external) __ZTV16IOSimpleReporter
00007ffa41b41d38 (__DATA_CONST,__const) external __ZTV16OSArrayMetaClass
00007ffa41b42ef8 (__DATA_CONST,__const) external __ZTV17IOThreadMetaClass
00007ffa41b41b88 (__DATA_CONST,__const) external __ZTV17OSActionMetaClass
00007ffa41b41f28 (__DATA_CONST,__const) external __ZTV17OSBundleMetaClass
00007ffa41b42560 (__DATA_CONST,__const) external __ZTV17OSNumberMetaClass
00007ffa41b42658 (__DATA_CONST,__const) external __ZTV17OSObjectMetaClass
00007ffa41b42af0 (__DATA_CONST,__const) external __ZTV17OSStringMetaClass
00007ffa41b3fa40 (__DATA_CONST,__const) external __ZTV18IOCommandMetaClass
00007ffa41b40798 (__DATA_CONST,__const) external __ZTV18IOMemoryDescriptor
00007ffa41b40f78 (__DATA_CONST,__const) external __ZTV18IOServiceMetaClass
00007ffa41b41e30 (__DATA_CONST,__const) external __ZTV18OSBooleanMetaClass
00007ffa42cab158 (__DATA,__const_weak) non-external (was a private external) __ZTV19IOHistogramReporter
00007ffa41b40d20 (__DATA_CONST,__const) external __ZTV19IOReporterMetaClass
00007ffa41b402a0 (__DATA_CONST,__const) external __ZTV20IOEventLinkMetaClass
00007ffa41b40458 (__DATA_CONST,__const) external __ZTV20IOExtensiblePaniclog
00007ffa41b408f0 (__DATA_CONST,__const) external __ZTV20IOMemoryMapMetaClass
00007ffa41b41a28 (__DATA_CONST,__const) external __ZTV20IOWorkGroupMetaClass
00007ffa41b42118 (__DATA_CONST,__const) external __ZTV20OSContainerMetaClass
00007ffa41b3fc30 (__DATA_CONST,__const) external __ZTV21IODMACommandMetaClass
00007ffa41b3f478 (__DATA_CONST,__const) external __ZTV21IOStateReporter_IVars
00007ffa41b41440 (__DATA_CONST,__const) external __ZTV21IOTimerDispatchSource
00007ffa41b41638 (__DATA_CONST,__const) external __ZTV21IOUserClientMetaClass
00007ffa41b41878 (__DATA_CONST,__const) external __ZTV21IOUserServerMetaClass
00007ffa41b42020 (__DATA_CONST,__const) external __ZTV21OSCollectionMetaClass
00007ffa41b42370 (__DATA_CONST,__const) external __ZTV21OSDictionaryMetaClass
00007ffa41b42468 (__DATA_CONST,__const) external __ZTV21OSMappedFileMetaClass
00007ffa41b42808 (__DATA_CONST,__const) external __ZTV21OSOrderedSetMetaClass
00007ffa41b42ce0 (__DATA_CONST,__const) external __ZTV21_IOBlockStorageDevice
00007ffa41b3fb38 (__DATA_CONST,__const) external __ZTV22IOCommandPoolMetaClass
00007ffa42caae08 (__DATA,__const_weak) non-external (was a private external) __ZTV22IOSimpleReporter_IVars
00007ffa41b40e80 (__DATA_CONST,__const) external __ZTV23IOReportLegendMetaClass
00007ffa41b3f8e8 (__DATA_CONST,__const) external __ZTV24IOBufferMemoryDescriptor
00007ffa41b3ff40 (__DATA_CONST,__const) external __ZTV24IODispatchQueueMetaClass
00007ffa41b40dd0 (__DATA_CONST,__const) external __ZTV24IOStateReporterMetaClass
00007ffa41b42900 (__DATA_CONST,__const) external __ZTV24OSSerializationMetaClass
00007ffa41b3fde8 (__DATA_CONST,__const) external __ZTV25IODataQueueDispatchSource
00007ffa41b400f0 (__DATA_CONST,__const) external __ZTV25IODispatchSourceMetaClass
00007ffa41b3f3d8 (__DATA_CONST,__const) external __ZTV25IOHistogramReporter_IVars
00007ffa41b405e8 (__DATA_CONST,__const) external __ZTV25IOInterruptDispatchSource
00007ffa41b40d78 (__DATA_CONST,__const) external __ZTV25IOSimpleReporterMetaClass
00007ffa41b40740 (__DATA_CONST,__const) external __ZTV27IOMemoryDescriptorMetaClass
00007ffa41b40e28 (__DATA_CONST,__const) external __ZTV28IOHistogramReporterMetaClass
00007ffa41b40400 (__DATA_CONST,__const) external __ZTV29IOExtensiblePaniclogMetaClass
00007ffa41b413e8 (__DATA_CONST,__const) external __ZTV30IOTimerDispatchSourceMetaClass
