
/System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/Support/assistantd (for architecture x86_64):
00000001002ed0f4 (__TEXT,__text) external _ADAMOSIdentifierCreate
                 (undefined) external _AFTurnIdentifierGetString (from AssistantServices)
                 (undefined) external _AFUpdateAnnouncementEligibilityDarwinNotification (from AssistantServices)
                 (undefined) external _AFUserAssignedDeviceName (from AssistantServices)
                 (undefined) external _AFUserNotificationAnnouncementSpeakingStateServiceDelegateGetXPCInterface (from AssistantServices)
                 (undefined) external _AFUserNotificationAnnouncementSpeakingStateServiceGetXPCInterface (from AssistantServices)
                 (undefined) external _AFUserSupportDirectoryPath (from AssistantServices)
                 (undefined) external _AFValidatedNowPlayingInfo (from AssistantServices)
                 (undefined) external _AFVoiceTriggerDuringPhoneCallCapable (from AssistantServices)
                 (undefined) external _APSEnvironmentProduction (from ApplePushService)
                 (undefined) external _AVOutputContextOutputDeviceDidChangeNotification (from AVFoundation)
                 (undefined) external _AceObjectClassPListKey (from SAObjects)
                 (undefined) external _AceObjectGroupPListKey (from SAObjects)
                 (undefined) external _AnalyticsSendEvent (from CoreAnalytics)
                 (undefined) external _AnalyticsSendEventLazy (from CoreAnalytics)
                 (undefined) external _AudioConverterDispose (from AudioToolbox)
                 (undefined) external _AudioConverterFillComplexBuffer (from AudioToolbox)
                 (undefined) external _AudioConverterNew (from AudioToolbox)
                 (undefined) external _AudioConverterSetProperty (from AudioToolbox)
                 (undefined) external _AudioFormatGetProperty (from AudioToolbox)
                 (undefined) external _AudioObjectAddPropertyListenerBlock (from CoreAudio)
                 (undefined) external _AudioObjectGetPropertyData (from CoreAudio)
                 (undefined) external _AudioObjectGetPropertyDataSize (from CoreAudio)
                 (undefined) external _AudioObjectRemovePropertyListenerBlock (from CoreAudio)
                 (undefined) external _CBCentralManagerOptionShowPowerAlertKey (from CoreBluetooth)
                 (undefined) external _CBUUIDDoAPServiceString (from CoreBluetooth)
                 (undefined) external _CC_SHA1_Final (from libSystem)
                 (undefined) external _CC_SHA1_Init (from libSystem)
                 (undefined) external _CC_SHA1_Update (from libSystem)
                 (undefined) external _CFAbsoluteTimeGetCurrent (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFBagAddValue (from CoreFoundation)
                 (undefined) external _CFBagApplyFunction (from CoreFoundation)
                 (undefined) external _CFBagCreateMutable (from CoreFoundation)
                 (undefined) external _CFBagGetCount (from CoreFoundation)
                 (undefined) external _CFBagRemoveValue (from CoreFoundation)
                 (undefined) external _CFBundleCreate (from CoreFoundation)
                 (undefined) external _CFBundleGetMainBundle (from CoreFoundation)
                 (undefined) external _CFBundleGetValueForInfoDictionaryKey (from CoreFoundation)
                 (undefined) external _CFCopySearchPathForDirectoriesInDomains (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetBytes (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDataGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryAddValue (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFHTTPMessageAppendBytes (from CFNetwork)
                 (undefined) external _CFHTTPMessageCopySerializedMessage (from CFNetwork)
                 (undefined) external _CFHTTPMessageCreateEmpty (from CFNetwork)
                 (undefined) external _CFHTTPMessageIsHeaderComplete (from CFNetwork)
                 (undefined) external _CFHTTPMessageSetHeaderFieldValue (from CFNetwork)
                 (undefined) external _CFNotificationCenterAddObserver (from CoreFoundation)
                 (undefined) external _CFNotificationCenterGetDarwinNotifyCenter (from CoreFoundation)
                 (undefined) external _CFNotificationCenterGetDistributedCenter (from CoreFoundation)
                 (undefined) external _CFNotificationCenterGetLocalCenter (from CoreFoundation)
                 (undefined) external _CFNotificationCenterPostNotification (from CoreFoundation)
                 (undefined) external _CFNotificationCenterRemoveEveryObserver (from CoreFoundation)
                 (undefined) external _CFNotificationCenterRemoveObserver (from CoreFoundation)
                 (undefined) external _CFPreferencesAppSynchronize (from CoreFoundation)
                 (undefined) external _CFPreferencesCopyAppValue (from CoreFoundation)
                 (undefined) external _CFPreferencesGetAppBooleanValue (from CoreFoundation)
                 (undefined) external _CFPreferencesGetAppIntegerValue (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCStringNoCopy (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetLength (from CoreFoundation)
                 (undefined) external _CFStringGetMaximumSizeForEncoding (from CoreFoundation)
                 (undefined) external _CFStringGetTypeID (from CoreFoundation)
                 (undefined) external _CFUserNotificationDisplayNotice (from CoreFoundation)
                 (undefined) external _CKAccountChangedNotification (from CloudKit)
                 (undefined) external _CKCanRetryForError (from CloudKit)
                 (undefined) external _CKCurrentUserDefaultName (from CloudKit)
                 (undefined) external _CKDatabaseScopeString (from CloudKit)
                 (undefined) external _CKErrorDomain (from CloudKit)
                 (undefined) external _CKErrorRetryAfterKey (from CloudKit)
                 (undefined) external _CKIdentityUpdateNotification (from CloudKit)
                 (undefined) external _CKInternalErrorDomain (from CloudKit)
                 (undefined) external _CKPartialErrorsByItemIDKey (from CloudKit)
                 (undefined) external _CKStringFromAccountStatus (from CloudKit)
                 (undefined) external _CNContactEmailAddressesKey (from Contacts)
                 (undefined) external _CNContactPhoneNumbersKey (from Contacts)
                 (undefined) external _CNContactStoreMeContactDidChangeNotification (from Contacts)
                 (undefined) external _CPCopyBundleIdentifierAndTeamFromAuditToken (from AppSupport)
                 (undefined) external _CPProfilePreferencesChangedNotification (from ConfigurationProfiles)
                 (undefined) external _CSSiriSpeechRecordingGetUsesServerEndpointingFromRequestOptions (from CoreSpeech)
                 (undefined) external _CSSiriSpeechRecordingModeIsOfflineOnly (from CoreSpeech)
                 (undefined) external _CSSiriSpeechRecordingModeIsSiri (from CoreSpeech)
                 (undefined) external _CSSiriSpeechRecordingRecordedAudioDirectoryPath (from CoreSpeech)
                 (undefined) external _CSSiriSpeechRecordingTrimmedAudioDirectoryPath (from CoreSpeech)
                 (undefined) external _CoreEmbeddedSpeechRecognizerInstanceUUIDBackground (from CoreEmbeddedSpeechRecognition)
                 (undefined) external _CoreEmbeddedSpeechRecognizerInstanceUUIDInteractive (from CoreEmbeddedSpeechRecognition)
                 (undefined) external _CoreEmbeddedSpeechRecognizerTaskDictation (from CoreEmbeddedSpeechRecognition)
                 (undefined) external _CoreEmbeddedSpeechRecognizerTaskSearchOrMessaging (from CoreEmbeddedSpeechRecognition)
                 (undefined) external _CoreEmbeddedSpeechRecognizerTaskTshot (from CoreEmbeddedSpeechRecognition)
                 (undefined) external _CoreEmbeddedSpeechRecognizerTaskVoiceMail (from CoreEmbeddedSpeechRecognition)
                 (undefined) external _CoreEmbeddedSpeechRecognizerTaskWebSearch (from CoreEmbeddedSpeechRecognition)
