00000001acba5258 (__TEXT,__text) non-external +[Caller current]
00000001f135c8b8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_Request
00000001f135d4e0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_StorageRequest
00000001f135d958 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_TrustedAccessoryHelper
00000001f135c510 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_UserPasswordInvalidationSource
00000001f135c708 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_WatchInvalidationSource
00000001f135b928 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_WatchMonitor
00000001e6d6d860 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LACDomainStateRequest
00000001e6d6d850 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LACEvaluationRequest
00000001e6d6d848 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LACRequest
00000001e6d6d858 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LACStorageRequest
00000001e6d6d870 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LASecureIOCommunicationDelegate
00000001e6d6d830 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LASecureIODelegate
00000001e6d6d838 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSObject
00000001e6d6d868 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSTouchBarDelegate
00000001e6d6d840 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_WatchChangeObserver
00000001f135b0b8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_BiometryHelper
00000001f135c438 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_BiometryLockoutInvalidationSource
00000001f135d740 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_Caller
00000001f135d9b8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_DaemonUtils
00000001f135c278 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_DarwinNotificationInvalidationSource
00000001f135d5b0 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_DomainStateRequest
00000001f135ce38 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_EvaluationRequest
00000001f135c0e8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_InstalledAppsCache
00000001f135bc48 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LAAnalytics
00000001f135b420 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LAAnalyticsEvaluation
00000001f135b148 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LAAnalyticsPasscodeFallbackPeriod
00000001f135bbb8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LADFROwnerToken
00000001f135e8b8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASIORemoteCall
00000001f135ec68 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIO
00000001f135e350 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOArchive
00000001f135da60 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOAsset
00000001f135ead8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOCommunication
00000001f135e230 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIODisplay
00000001f135b998 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOHelper
00000001f135e5d0 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOLocal
00000001f135ee28 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOLoggingHelper
00000001f135e3e0 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOScene
00000001f135e6a8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOServer
00000001f135ed58 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOTouchBarView
00000001f135de90 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOUtils
00000001f135c368 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_NotificationCenterInvalidationSource
00000001f135b328 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_PreflightCache
00000001f135bf58 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_PreflightCacheAssertion
00000001f135c058 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_PreflightCacheBypassAssertion
00000001f135c178 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_PreflightCacheInvalidationSource
00000001f135bda8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_PushButtonMonitor
00000001f135c750 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_Request
00000001f135d338 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_StorageRequest
00000001f135d910 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_TrustedAccessoryHelper
00000001f135c4c8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_UserPasswordInvalidationSource
00000001f135c678 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_WatchInvalidationSource
00000001f135b7b0 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_WatchMonitor
00000001eaaa1458 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LACDomainStateRequest
00000001eaaa1398 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LACEvaluationRequest
00000001eaaa1338 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LACRequest
00000001eaaa13f8 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LACStorageRequest
00000001eaaa1520 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LASecureIOCommunicationDelegate
00000001eaaa1218 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LASecureIODelegate
00000001eaaa1278 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSObject
00000001eaaa14c0 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSTouchBarDelegate
00000001eaaa12d8 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_WatchChangeObserver
                 (undefined) external __Unwind_Resume (from libSystem)
00000001acb9e9b4 (__TEXT,__text) non-external ___21-[WatchMonitor start]_block_invoke
00000001acb9ebf0 (__TEXT,__text) non-external ___21-[WatchMonitor start]_block_invoke.10
00000001acb9eaa8 (__TEXT,__text) non-external ___21-[WatchMonitor start]_block_invoke.5
00000001acb9eb88 (__TEXT,__text) non-external ___21-[WatchMonitor start]_block_invoke.6
00000001acbc6aac (__TEXT,__text) non-external ___21-[WatchMonitor start]_block_invoke.6.cold.1
00000001acbc3194 (__TEXT,__text) non-external ___22+[LASecureIO secureIO]_block_invoke
00000001acba0c6c (__TEXT,__text) non-external ___23-[LAAnalytics _collect]_block_invoke
00000001acbb29bc (__TEXT,__text) non-external ___26+[LASecureIOServer server]_block_invoke
00000001acba7da8 (__TEXT,__text) non-external ___27+[DaemonUtils deviceHasSEP]_block_invoke
00000001acbc74ec (__TEXT,__text) non-external ___27+[DaemonUtils deviceHasSEP]_block_invoke.cold.1
00000001acbb0b9c (__TEXT,__text) non-external ___28+[LASecureIODisplay display]_block_invoke
00000001acba7ee8 (__TEXT,__text) non-external ___29+[DaemonUtils deviceHasPearl]_block_invoke
00000001acbc7534 (__TEXT,__text) non-external ___29+[DaemonUtils deviceHasPearl]_block_invoke.cold.1
00000001acba6c40 (__TEXT,__text) non-external ___29+[DaemonUtils sharedInstance]_block_invoke
00000001acb9e3fc (__TEXT,__text) non-external ___30+[WatchMonitor sharedInstance]_block_invoke
00000001acba0690 (__TEXT,__text) non-external ___30-[LASecureIOHelper userInput:]_block_invoke
00000001acba7784 (__TEXT,__text) non-external ___31+[DaemonUtils _updateDFRStatus]_block_invoke
00000001acba7828 (__TEXT,__text) non-external ___31+[DaemonUtils _updateDFRStatus]_block_invoke_2
00000001acba8028 (__TEXT,__text) non-external ___31+[DaemonUtils deviceHasTouchID]_block_invoke
00000001acbc757c (__TEXT,__text) non-external ___31+[DaemonUtils deviceHasTouchID]_block_invoke.cold.1
00000001acb9ccc0 (__TEXT,__text) non-external ___32+[PreflightCache sharedInstance]_block_invoke
00000001acba7b04 (__TEXT,__text) non-external ___33+[DaemonUtils deviceHasSecureDFR]_block_invoke
00000001acbc7460 (__TEXT,__text) non-external ___33+[DaemonUtils deviceHasSecureDFR]_block_invoke.cold.1
00000001acb9f7dc (__TEXT,__text) non-external ___34+[LASecureIOHelper sharedInstance]_block_invoke
00000001acbb0d18 (__TEXT,__text) non-external ___34-[LASecureIODisplay displayScene:]_block_invoke
00000001acbb118c (__TEXT,__text) non-external ___34-[LASecureIODisplay displayScene:]_block_invoke.cold.1
00000001acbb1260 (__TEXT,__text) non-external ___34-[LASecureIODisplay displayScene:]_block_invoke.cold.2
00000001acba0f28 (__TEXT,__text) non-external ___35+[PushButtonMonitor sharedInstance]_block_invoke
00000001acba2804 (__TEXT,__text) non-external ___36+[InstalledAppsCache sharedInstance]_block_invoke
00000001acbc0aec (__TEXT,__text) non-external ___39-[LASecureIOCommunication eventHandler]_block_invoke
00000001acba59d4 (__TEXT,__text) non-external ___40+[TrustedAccessoryHelper sharedInstance]_block_invoke
00000001acbc0580 (__TEXT,__text) non-external ___40-[LASecureIOCommunication initAsServer:]_block_invoke
00000001acb9d688 (__TEXT,__text) non-external ___41-[PreflightCache _isCacheable:callerUid:]_block_invoke
00000001acbb4580 (__TEXT,__text) non-external ___43-[LASecureIOServer showScene:forOperation:]_block_invoke
00000001acba1a2c (__TEXT,__text) non-external ___43-[PushButtonMonitor axApplePayConfirmation]_block_invoke
00000001acbaf8d4 (__TEXT,__text) non-external ___44+[LASecureIOAsset stringFromLASIOAssetType:]_block_invoke
00000001acbafb64 (__TEXT,__text) non-external ___46+[LASecureIOAsset stringFromLASIOAssetFormat:]_block_invoke
00000001acb9ca9c (__TEXT,__text) non-external ___48+[NSDictionary(Merge) dictionaryByMerging:with:]_block_invoke
00000001acba1430 (__TEXT,__text) non-external ___49-[PushButtonMonitor _scheduleDoubleTapExpiration]_block_invoke
00000001acb9f308 (__TEXT,__text) non-external ___49-[WatchMonitor _restartWithMinReactivationDelay:]_block_invoke
00000001acba1ffc (__TEXT,__text) non-external ___51-[PushButtonMonitor _restartWithReactivationDelay:]_block_invoke
00000001acbafa30 (__TEXT,__text) non-external ___52+[LASecureIOAsset stringFromLASIOAssetButtonAction:]_block_invoke
00000001acbb2184 (__TEXT,__text) non-external ___52+[LASecureIOScene stringFromLASIOSceneSecureIOType:]_block_invoke
00000001acba7c58 (__TEXT,__text) non-external ___55+[DaemonUtils _enumAllSubrequirements:processingBlock:]_block_invoke
00000001acba83e4 (__TEXT,__text) non-external ___57+[DaemonUtils dispatchReallyAfter:tolerance:queue:block:]_block_invoke
00000001acba2af4 (__TEXT,__text) non-external ___58+[PreflightCacheInvalidationSource voidInvalidationSource]_block_invoke
00000001acb9bff4 (__TEXT,__text) non-external ___62+[LAAnalyticsPasscodeFallbackPeriod activePersistentInstances]_block_invoke
00000001acb9f9e0 (__TEXT,__text) non-external ___62-[LASecureIOHelper setInstructions:externalizedContext:reply:]_block_invoke
00000001acb9c764 (__TEXT,__text) non-external ___63+[LAAnalyticsPasscodeFallbackPeriod _persistedInstancesStorage]_block_invoke
00000001acba2c68 (__TEXT,__text) non-external ___69-[PreflightCacheInvalidationSource handleNotificationWithCompletion:]_block_invoke
00000001acba64d0 (__TEXT,__text) non-external ___71-[TrustedAccessoryHelper _isConnectedDeviceInStates:description:error:]_block_invoke
00000001acba2ff4 (__TEXT,__text) non-external ___80-[DarwinNotificationInvalidationSource initWithPreflightCache:notificationName:]_block_invoke
00000001acba64b8 (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001acba64c8 (__TEXT,__text) non-external ___Block_byref_object_dispose_
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
00000001acba5948 (__TEXT,__text) non-external ___LA_LOG_Caller_block_invoke
00000001acba8538 (__TEXT,__text) non-external ___LA_LOG_INTERACTIVE_block_invoke
00000001acb9f5c0 (__TEXT,__text) non-external ___LA_LOG_MechanismWatchMonitor_block_invoke
00000001acba5140 (__TEXT,__text) non-external ___LA_LOG_Request_block_invoke
00000001acb9c944 (__TEXT,__text) non-external ___LA_LOG_block_invoke
00000001acb9d748 (__TEXT,__text) non-external ___LA_LOG_block_invoke
00000001acba094c (__TEXT,__text) non-external ___LA_LOG_block_invoke
00000001acba0ea0 (__TEXT,__text) non-external ___LA_LOG_block_invoke
00000001acba236c (__TEXT,__text) non-external ___LA_LOG_block_invoke
00000001acba277c (__TEXT,__text) non-external ___LA_LOG_block_invoke
00000001acba3704 (__TEXT,__text) non-external ___LA_LOG_block_invoke
00000001acba6b60 (__TEXT,__text) non-external ___LA_LOG_block_invoke
00000001acba857c (__TEXT,__text) non-external ___LA_LOG_block_invoke
                 (undefined) external ___NSArray0__struct (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
00000001acb9f724 (__TEXT,__text) non-external ___SharingLibraryCore_block_invoke
00000001acba6aec (__TEXT,__text) non-external ___TrustedAccessoryLibraryCore_block_invoke
                 (undefined) external ___assert_rtn (from libSystem)
00000001e6d6d518 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e38_B24?0"LAAnalytics"8"NSDictionary"16l
00000001e6d6d538 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00000001e6d6d5e0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e8_v16?0Q8l
00000001e6d6d5a8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e5_v8?0l
00000001f1359788 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32r_e13_v24?0r^v8Q16l
00000001f13593d8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32r_e5_v8?0l
00000001f13594a8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e19_"NSDictionary"8?0l
00000001f13599c8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e11_v24?08Q16l
00000001f1359358 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e17_v16?0"NSError"8l
00000001f13592f8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e18_v16?0"SFDevice"8l
00000001f1359328 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e5_v8?0l
00000001f1359628 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e8_v12?0i8l
00000001f1359288 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_44_e8_32s_e5_I8?0l
00000001f13595f8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40w_e5_v8?0l
00000001f13597b8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs_e28_v16?0r^{__ACMRequirement=}8l
00000001f1359458 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs_e5_v8?0l
00000001f1359428 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40bs_e20_v20?0B8"NSError"12l
00000001f1359848 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40bs_e5_v8?0l
00000001f1359238 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e15_v32?0816^B24l
00000001f1359968 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e5_v8?0l
00000001f1359548 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e5_v8?0l
00000001f1359998 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32w40w_e29_v16?0"BridgeXPCConnection"8l
00000001f13596d8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48r_e25_v32?0"TADevice"8Q16^B24l
00000001f1359918 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48w_e5_v8?0l
00000001f1359518 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40w_e5_v8?0l
00000001f1359388 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32w_e5_v8?0l
00000001f13591d8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1359268 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f13592d8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1359408 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f13594d8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f13594f8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1359598 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f13595b8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f13595d8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1359678 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1359698 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f13596b8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1359728 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f13598b8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1359948 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1359218 (__AUTH_CONST,__const) non-external ___block_literal_global.102
00000001f1359878 (__AUTH_CONST,__const) non-external ___block_literal_global.107
00000001f1359898 (__AUTH_CONST,__const) non-external ___block_literal_global.109
00000001f1359658 (__AUTH_CONST,__const) non-external ___block_literal_global.140
00000001f13598d8 (__AUTH_CONST,__const) non-external ___block_literal_global.20
00000001f1359748 (__AUTH_CONST,__const) non-external ___block_literal_global.21
00000001f1359768 (__AUTH_CONST,__const) non-external ___block_literal_global.27
00000001f13598f8 (__AUTH_CONST,__const) non-external ___block_literal_global.28
00000001f13597e8 (__AUTH_CONST,__const) non-external ___block_literal_global.47
00000001f13591f8 (__AUTH_CONST,__const) non-external ___block_literal_global.49
00000001f13592b8 (__AUTH_CONST,__const) non-external ___block_literal_global.51
00000001f1359808 (__AUTH_CONST,__const) non-external ___block_literal_global.52
00000001f1359828 (__AUTH_CONST,__const) non-external ___block_literal_global.57
00000001f13593b8 (__AUTH_CONST,__const) non-external ___block_literal_global.66
00000001f1359578 (__AUTH_CONST,__const) non-external ___block_literal_global.72
00000001f1359708 (__AUTH_CONST,__const) non-external ___block_literal_global.74
00000001f1359488 (__AUTH_CONST,__const) non-external ___block_literal_global.99
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001acba06a4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
00000001acba2ccc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40w
00000001acb9f708 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r
00000001acb9d6e8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
00000001acb9fb40 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
00000001acb9cb9c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
00000001acba6550 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48r
00000001acbb1004 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48w
00000001acba14e0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40w
00000001acb9ea94 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32w
00000001acbc07a0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32w40w
