00000001ba3861b8 (__TEXT,__text) non-external +[DDLog addLogger:]
00000001ba373fec (__TEXT,__text) non-external ___37-[HTTPServer setListeningUnixSocket:]_block_invoke
00000001ba373a34 (__TEXT,__text) non-external ___37-[HTTPServer setTXTRecordDictionary:]_block_invoke
00000001ba373b4c (__TEXT,__text) non-external ___37-[HTTPServer setTXTRecordDictionary:]_block_invoke_2
00000001ba383920 (__TEXT,__text) non-external ___38-[GCDAsyncSocket completeCurrentWrite]_block_invoke
00000001ba37d960 (__TEXT,__text) non-external ___38-[GCDAsyncSocket startConnectTimeout:]_block_invoke
00000001ba38653c (__TEXT,__text) non-external ___40+[DDLog queueLogMessage:asynchronously:]_block_invoke
00000001ba375298 (__TEXT,__text) non-external ___40+[HTTPServer startBonjourThreadIfNeeded]_block_invoke
00000001ba37df00 (__TEXT,__text) non-external ___40-[GCDAsyncSocket disconnectAfterReading]_block_invoke
00000001ba37dfd0 (__TEXT,__text) non-external ___40-[GCDAsyncSocket disconnectAfterWriting]_block_invoke
00000001ba37a384 (__TEXT,__text) non-external ___40-[GCDAsyncSocket setPreferIPv4OverIPv6:]_block_invoke
00000001ba37a2b4 (__TEXT,__text) non-external ___41-[GCDAsyncSocket isIPv4PreferredOverIPv6]_block_invoke
00000001ba37a864 (__TEXT,__text) non-external ___42-[GCDAsyncSocket resetCountedBytesWritten]_block_invoke
00000001ba385718 (__TEXT,__text) non-external ___42-[GCDAsyncSocket ssl_continueSSLHandshake]_block_invoke
00000001ba38575c (__TEXT,__text) non-external ___42-[GCDAsyncSocket ssl_continueSSLHandshake]_block_invoke_2
00000001ba3764a0 (__TEXT,__text) non-external ___42-[HTTPAsyncFileResponse readDataOfLength:]_block_invoke
00000001ba3766b4 (__TEXT,__text) non-external ___43-[HTTPAsyncFileResponse connectionDidClose]_block_invoke
00000001ba370fe8 (__TEXT,__text) non-external ___43-[HTTPConnection responseHasAvailableData:]_block_invoke
00000001ba379be8 (__TEXT,__text) non-external ___44-[GCDAsyncSocket getDelegate:delegateQueue:]_block_invoke
00000001ba379820 (__TEXT,__text) non-external ___44-[GCDAsyncSocket setDelegate:synchronously:]_block_invoke
00000001ba382760 (__TEXT,__text) non-external ___44-[GCDAsyncSocket setupReadTimerWithTimeout:]_block_invoke
00000001ba383aa8 (__TEXT,__text) non-external ___45-[GCDAsyncSocket setupWriteTimerWithTimeout:]_block_invoke
00000001ba379a48 (__TEXT,__text) non-external ___49-[GCDAsyncSocket setDelegateQueue:synchronously:]_block_invoke
00000001ba38abb4 (__TEXT,__text) non-external ___50-[DDFileLogger scheduleTimerToRollLogFileDueToAge]_block_invoke
00000001ba385918 (__TEXT,__text) non-external ___50-[GCDAsyncSocket autoDisconnectOnClosedReadStream]_block_invoke
00000001ba37e0a0 (__TEXT,__text) non-external ___50-[GCDAsyncSocket disconnectAfterReadingAndWriting]_block_invoke
00000001ba375fac (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke
00000001ba37618c (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke.5
00000001ba38d39c (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke.5.cold.1
00000001ba38cf14 (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke.cold.1
00000001ba38cfd8 (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke.cold.2
00000001ba38d0c4 (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke.cold.3
00000001ba38d17c (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke.cold.4
00000001ba38d230 (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke.cold.5
00000001ba38d2e4 (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke.cold.6
00000001ba37d19c (__TEXT,__text) non-external ___53-[GCDAsyncSocket connectWithAddress4:address6:error:]_block_invoke
00000001ba37d2f8 (__TEXT,__text) non-external ___53-[GCDAsyncSocket connectWithAddress4:address6:error:]_block_invoke_2
00000001ba37d340 (__TEXT,__text) non-external ___53-[GCDAsyncSocket connectWithAddress4:address6:error:]_block_invoke_3
00000001ba3859e8 (__TEXT,__text) non-external ___54-[GCDAsyncSocket setAutoDisconnectOnClosedReadStream:]_block_invoke
00000001ba379d7c (__TEXT,__text) non-external ___58-[GCDAsyncSocket setDelegate:delegateQueue:synchronously:]_block_invoke
00000001ba381294 (__TEXT,__text) non-external ___61-[GCDAsyncSocket progressOfReadReturningTag:bytesDone:total:]_block_invoke
00000001ba382e2c (__TEXT,__text) non-external ___62-[GCDAsyncSocket progressOfWriteReturningTag:bytesDone:total:]_block_invoke
00000001ba37c694 (__TEXT,__text) non-external ___66-[GCDAsyncSocket connectToAddress:viaInterface:withTimeout:error:]_block_invoke
00000001ba380a64 (__TEXT,__text) non-external ___66-[GCDAsyncSocket setupReadAndWriteSourcesForNewlyConnectedSocket:]_block_invoke
00000001ba380b64 (__TEXT,__text) non-external ___66-[GCDAsyncSocket setupReadAndWriteSourcesForNewlyConnectedSocket:]_block_invoke.356
00000001ba380ad0 (__TEXT,__text) non-external ___66-[GCDAsyncSocket setupReadAndWriteSourcesForNewlyConnectedSocket:]_block_invoke_2
00000001ba380b24 (__TEXT,__text) non-external ___66-[GCDAsyncSocket setupReadAndWriteSourcesForNewlyConnectedSocket:]_block_invoke_3
00000001ba37c1a0 (__TEXT,__text) non-external ___70-[GCDAsyncSocket connectToHost:onPort:viaInterface:withTimeout:error:]_block_invoke
00000001ba37c330 (__TEXT,__text) non-external ___70-[GCDAsyncSocket connectToHost:onPort:viaInterface:withTimeout:error:]_block_invoke_2
00000001ba380f40 (__TEXT,__text) non-external ___71-[GCDAsyncSocket readDataToLength:withTimeout:buffer:bufferOffset:tag:]_block_invoke
00000001ba380db4 (__TEXT,__text) non-external ___72-[GCDAsyncSocket readDataWithTimeout:buffer:bufferOffset:maxLength:tag:]_block_invoke
00000001ba389008 (__TEXT,__text) non-external ___74-[DDLogFileManagerDefault observeValueForKeyPath:ofObject:change:context:]_block_invoke
00000001ba381124 (__TEXT,__text) non-external ___79-[GCDAsyncSocket readDataToData:withTimeout:buffer:bufferOffset:maxLength:tag:]_block_invoke
00000001ba37ab94 (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke
00000001ba37ad50 (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke.167
00000001ba37b008 (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke.203
00000001ba37b7c4 (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke.233
00000001ba37b754 (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke_2
00000001ba37b7cc (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke_2.235
00000001ba37b83c (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke_3
00000001ba37b844 (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke_4
00000001ba37b8b4 (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke_5
00000001ba372764 (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001ba3796cc (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001ba387f84 (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001ba372774 (__TEXT,__text) non-external ___Block_byref_object_dispose_
00000001ba3796dc (__TEXT,__text) non-external ___Block_byref_object_dispose_
00000001ba387f94 (__TEXT,__text) non-external ___Block_byref_object_dispose_
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) external ___assert_rtn (from libSystem)
00000001e0b1c260 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00000001e0b1c2a0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_36_e5_v8?0l
00000001e0b1c280 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e5_v8?0l
00000001eaedc8d0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e5_v8?0l
00000001eaedc4d0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e5_v8?0l
00000001eaedc670 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_41_e8_32s_e5_v8?0l
00000001eaedc5e0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_42_e8_32s_e5_v8?0l
00000001eaedc930 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_44_e8_32r_e5_v8?0l
00000001eaedc610 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_44_e8_32s_e5_v8?0l
00000001eaedca50 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40bs_e5_v8?0l
00000001eaedc730 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40r_e11_B16?0i8i12l
00000001eaedc700 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40r_e19_i20?0i8"NSData"12l
00000001eaedc500 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40r_e5_v8?0l
00000001eaedc580 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e5_v8?0l
00000001eaedc9f0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e5_v8?0l
00000001eaedc5b0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e5_v8?0lu40l8
00000001eaedc760 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_52_e8_32s40s_e5_v8?0l
00000001eaedc7f0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_54_e8_32s40s_e5_v8?0l
00000001eaedc640 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40r48r_e5_v8?0l
00000001eaedc6d0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48s_e5_v8?0l
00000001eaedc550 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s_e5_v8?0l
00000001eaedc6a0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s_e5_v8?0l
00000001eaedc880 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_60_e8_32s40s48s_e5_v8?0l
00000001eaedc7c0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_61_e8_32s40s48s_e5_v8?0l
00000001eaedca20 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s48r_e5_v8?0l
00000001eaedc9c0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s48s56s_e5_v8?0l
00000001eaedc990 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s_e5_v8?0l
00000001eaedc900 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_66_e8_32s40s48s56bs_e5_v8?0l
00000001eaedc960 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_72_e8_32s40r_e5_v8?0l
00000001eaedc850 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_80_e8_32s40s48s56r64r_e5_v8?0l
00000001eaedc820 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_82_e8_32s40s48s56r64r_e5_v8?0l
00000001eaedc790 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_94_e8_32s40s48bs56bs64r72r_e5_v8?0l
00000001eaedc4b0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001eaedc530 (__AUTH_CONST,__const) non-external ___block_literal_global.170
00000001eaedc8b0 (__AUTH_CONST,__const) non-external ___block_literal_global.300
00000001ba37d6fc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
00000001ba380b48 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r
00000001ba36b048 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
00000001ba3882ac (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
00000001ba36b1cc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40r
00000001ba3744a4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40r48r
00000001ba371198 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
00000001ba37b8bc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48b56b64r72r
00000001ba3857b0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48r
00000001ba379dc4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s
00000001ba37d70c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56b
00000001ba37c37c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56r64r
00000001ba3825d4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56s
00000001ba380b58 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r
00000001ba36b050 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
00000001ba36b214 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r
00000001ba3744fc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r48r
00000001ba3711d4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
00000001ba385800 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48r
00000001ba379e08 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s
00000001ba37c3e4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56r64r
00000001ba37d764 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s
00000001ba37b93c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s64r72r
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___objc_personality_v0 (from libobjc)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __dispatch_source_type_read (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
                 (undefined) external __dispatch_source_type_write (from libSystem)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _accept (from libSystem)
                 (undefined) external _bind (from libSystem)
00000001e4397d70 (__DATA,__bss) non-external _bonjourThread
                 (undefined) external _class_getClassMethod (from libobjc)
                 (undefined) external _close (from libSystem)
                 (undefined) external _connect (from libSystem)
00000001e4397d50 (__DATA,__bss) non-external _dateAsString:.df
00000001e4397d58 (__DATA,__bss) non-external _dateAsString:.onceToken
00000001ba387af0 (__TEXT,__text) non-external _dd_str_copy
                 (undefined) external _dispatch_after (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_get_current_queue (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_get_specific (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_queue_set_specific (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_get_data (from libSystem)
                 (undefined) external _dispatch_source_set_cancel_handler (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_suspend (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_time (from libSystem)
00000001ba391148 (__TEXT,__const) non-external _encodingTable
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _freeaddrinfo (from libSystem)
                 (undefined) external _freeifaddrs (from libSystem)
00000001e58b75c0 (__DATA_DIRTY,__bss) non-external _gConnectionQueue
00000001e4397d60 (__DATA,__bss) non-external _gConnectionQueueIndex
00000001e58b79c0 (__DATA_DIRTY,__bss) non-external _gIsOnConnectionQueueKey
                 (undefined) external _gai_strerror (from libSystem)
                 (undefined) external _getaddrinfo (from libSystem)
                 (undefined) external _getifaddrs (from libSystem)
                 (undefined) external _getpeername (from libSystem)
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getsockname (from libSystem)
                 (undefined) external _getsockopt (from libSystem)
                 (undefined) external _getxattr (from libSystem)
00000001e58b75b8 (__DATA_DIRTY,__bss) non-external _headerFieldSeparators
                 (undefined) external _host_info (from libSystem)
00000001e58b7568 (__DATA_DIRTY,__bss) non-external _httpOsLogHandle
00000001e58b7570 (__DATA_DIRTY,__bss) non-external _httpOsLogHandle
00000001e58b7578 (__DATA_DIRTY,__bss) non-external _httpOsLogHandle
00000001e58b7580 (__DATA_DIRTY,__bss) non-external _httpOsLogHandle
00000001e58b7588 (__DATA_DIRTY,__bss) non-external _httpOsLogHandle
00000001e58b7590 (__DATA_DIRTY,__bss) non-external _httpOsLogHandle
00000001e58b7598 (__DATA_DIRTY,__bss) non-external _httpOsLogHandle
00000001e58b75a0 (__DATA_DIRTY,__bss) non-external _httpOsLogHandle
                 (undefined) external _in6addr_any (from libSystem)
                 (undefined) external _in6addr_loopback (from libSystem)
                 (undefined) external _inet_ntop (from libSystem)
00000001e4397d78 (__DATA,__bss) non-external _initialize.initialized
00000001e4397da0 (__DATA,__bss) non-external _initialize.initialized
00000001e58b7560 (__DATA_DIRTY,__bss) non-external _initialize.onceToken
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFHTTPVersion1_0 (from CFNetwork)
                 (undefined) external _kCFHTTPVersion1_1 (from CFNetwork)
                 (undefined) external _kCFStreamSSLCertificates (from CFNetwork)
                 (undefined) external _kCFStreamSSLIsServer (from CFNetwork)
                 (undefined) external _kCFStreamSSLLevel (from CFNetwork)
                 (undefined) external _kCFStreamSSLPeerName (from CFNetwork)
