00007ff80ce2d6f0 (__TEXT,__const) non-external _A1_Table
00007ff843b501c0 (__DATA,__bss) non-external _vImageConvert_422CbYpCrYp10ToARGB16F.vConvert_422CbYpCrYp10ToARGB16F
00007ff80c610590 (__TEXT,__text) external _vImageConvert_422CbYpCrYp10ToXRGB2101010W
00007ff843b50170 (__DATA,__bss) non-external _vImageConvert_422CbYpCrYp10ToXRGB2101010W.vConvert_422CbYpCrYp10ToXRGB2101010W
00007ff80c60c730 (__TEXT,__text) external _vImageConvert_422CbYpCrYp16ToARGB16U
00007ff80ce30c38 (__TEXT,__const) non-external _vImageConvert_422CbYpCrYp16ToARGB16U.identityMap
00007ff843b500e0 (__DATA,__bss) non-external _vImageConvert_422CbYpCrYp16ToARGB16U.vConvert_422CbYpCrYp16ToARGB16U
00007ff80c60bfe0 (__TEXT,__text) external _vImageConvert_422CbYpCrYp16ToARGB8888
00007ff80ce30c30 (__TEXT,__const) non-external _vImageConvert_422CbYpCrYp16ToARGB8888.identityMap
00007ff843b500d0 (__DATA,__bss) non-external _vImageConvert_422CbYpCrYp16ToARGB8888.vConvert_422CbYpCrYp16ToARGB8888
00007ff80c6081e0 (__TEXT,__text) external _vImageConvert_422CbYpCrYp8ToARGB8888
00007ff80ce30be8 (__TEXT,__const) non-external _vImageConvert_422CbYpCrYp8ToARGB8888.identityMap
00007ff843b50040 (__DATA,__bss) non-external _vImageConvert_422CbYpCrYp8ToARGB8888.vConvert_422CbYpCrYp8ToARGB8888
00007ff80c608920 (__TEXT,__text) external _vImageConvert_422CbYpCrYp8_AA8ToARGB8888
00007ff80ce30bf0 (__TEXT,__const) non-external _vImageConvert_422CbYpCrYp8_AA8ToARGB8888.identityMap
00007ff843b50050 (__DATA,__bss) non-external _vImageConvert_422CbYpCrYp8_AA8ToARGB8888.vConvert_422CbYpCrYp8_AA8ToARGB8888
00007ff80c60e420 (__TEXT,__text) external _vImageConvert_422CrYpCbYpCbYpCbYpCrYpCrYp10ToARGB16Q12
00007ff80ce30c58 (__TEXT,__const) non-external _vImageConvert_422CrYpCbYpCbYpCbYpCrYpCrYp10ToARGB16Q12.identityMap
00007ff843b50120 (__DATA,__bss) non-external _vImageConvert_422CrYpCbYpCbYpCbYpCrYpCrYp10ToARGB16Q12.vConvert_422CrYpCbYpCbYpCbYpCrYpCrYp10ToARGB16Q12
00007ff80c60dce0 (__TEXT,__text) external _vImageConvert_422CrYpCbYpCbYpCbYpCrYpCrYp10ToARGB8888
00007ff80ce30c50 (__TEXT,__const) non-external _vImageConvert_422CrYpCbYpCbYpCbYpCrYpCrYp10ToARGB8888.identityMap
00007ff843b50110 (__DATA,__bss) non-external _vImageConvert_422CrYpCbYpCbYpCbYpCrYpCrYp10ToARGB8888.vConvert_422CrYpCbYpCbYpCbYpCrYpCrYp10ToARGB8888
00007ff80c6113d0 (__TEXT,__text) external _vImageConvert_422Yp10_CbCr10ToARGB16F
00007ff80ce30c68 (__TEXT,__const) non-external _vImageConvert_422Yp10_CbCr10ToARGB16F.identityMap
00007ff843b50190 (__DATA,__bss) non-external _vImageConvert_422Yp10_CbCr10ToARGB16F.vConvert_422Yp10_CbCr10ToARGB16F
00007ff80c60f1e0 (__TEXT,__text) external _vImageConvert_422Yp10_CbCr10ToXRGB2101010W
00007ff843b50140 (__DATA,__bss) non-external _vImageConvert_422Yp10_CbCr10ToXRGB2101010W.vConvert_422Yp10_CbCr10ToXRGB2101010W
00007ff80c607b50 (__TEXT,__text) external _vImageConvert_422YpCbYpCr8ToARGB8888
00007ff80ce30be0 (__TEXT,__const) non-external _vImageConvert_422YpCbYpCr8ToARGB8888.identityMap
00007ff843b50030 (__DATA,__bss) non-external _vImageConvert_422YpCbYpCr8ToARGB8888.vConvert_422YpCbYpCr8ToARGB8888
00007ff80c60b8c0 (__TEXT,__text) external _vImageConvert_444AYpCbCr16ToARGB16U
00007ff80ce30c28 (__TEXT,__const) non-external _vImageConvert_444AYpCbCr16ToARGB16U.identityMap
00007ff843b500c0 (__DATA,__bss) non-external _vImageConvert_444AYpCbCr16ToARGB16U.vConvert_444AYpCbCr16ToARGB16U
00007ff80c60b1a0 (__TEXT,__text) external _vImageConvert_444AYpCbCr16ToARGB8888
00007ff80ce30c20 (__TEXT,__const) non-external _vImageConvert_444AYpCbCr16ToARGB8888.identityMap
00007ff843b500b0 (__DATA,__bss) non-external _vImageConvert_444AYpCbCr16ToARGB8888.vConvert_444AYpCbCr16ToARGB8888
00007ff80c609060 (__TEXT,__text) external _vImageConvert_444AYpCbCr8ToARGB8888
00007ff80ce30bf8 (__TEXT,__const) non-external _vImageConvert_444AYpCbCr8ToARGB8888.identityMap
00007ff843b50060 (__DATA,__bss) non-external _vImageConvert_444AYpCbCr8ToARGB8888.vConvert_444AYpCbCr8ToARGB8888
00007ff80c609ec0 (__TEXT,__text) external _vImageConvert_444CbYpCrA8ToARGB8888
00007ff80ce30c08 (__TEXT,__const) non-external _vImageConvert_444CbYpCrA8ToARGB8888.identityMap
00007ff843b50080 (__DATA,__bss) non-external _vImageConvert_444CbYpCrA8ToARGB8888.vConvert_444CbYpCrA8ToARGB8888
00007ff80c60d5b0 (__TEXT,__text) external _vImageConvert_444CrYpCb10ToARGB16Q12
00007ff80ce30c48 (__TEXT,__const) non-external _vImageConvert_444CrYpCb10ToARGB16Q12.identityMap
00007ff843b50100 (__DATA,__bss) non-external _vImageConvert_444CrYpCb10ToARGB16Q12.vConvert_444CrYpCb10ToARGB16Q12
00007ff80c60ce70 (__TEXT,__text) external _vImageConvert_444CrYpCb10ToARGB8888
00007ff80ce30c40 (__TEXT,__const) non-external _vImageConvert_444CrYpCb10ToARGB8888.identityMap
00007ff843b500f0 (__DATA,__bss) non-external _vImageConvert_444CrYpCb10ToARGB8888.vConvert_444CrYpCb10ToARGB8888
00007ff80c609780 (__TEXT,__text) external _vImageConvert_444CrYpCb8ToARGB8888
00007ff80ce30c00 (__TEXT,__const) non-external _vImageConvert_444CrYpCb8ToARGB8888.identityMap
00007ff843b50070 (__DATA,__bss) non-external _vImageConvert_444CrYpCb8ToARGB8888.vConvert_444CrYpCb8ToARGB8888
00007ff80c610bc0 (__TEXT,__text) external _vImageConvert_444Yp10_CbCr10ToARGB16F
00007ff80ce30c60 (__TEXT,__const) non-external _vImageConvert_444Yp10_CbCr10ToARGB16F.identityMap
00007ff843b50180 (__DATA,__bss) non-external _vImageConvert_444Yp10_CbCr10ToARGB16F.vConvert_444Yp10_CbCr10ToARGB16F
00007ff80c60eb50 (__TEXT,__text) external _vImageConvert_444Yp10_CbCr10ToXRGB2101010W
00007ff843b50130 (__DATA,__bss) non-external _vImageConvert_444Yp10_CbCr10ToXRGB2101010W.vConvert_444Yp10_CbCr10ToXRGB2101010W
00007ff80c612530 (__TEXT,__text) external _vImageConvert_444YpCbCr10ToARGB16F
00007ff80ce30c78 (__TEXT,__const) non-external _vImageConvert_444YpCbCr10ToARGB16F.identityMap
00007ff843b501b0 (__DATA,__bss) non-external _vImageConvert_444YpCbCr10ToARGB16F.vConvert_444YpCbCr10ToARGB16F
00007ff80c60ffd0 (__TEXT,__text) external _vImageConvert_444YpCbCr10ToXRGB2101010W
00007ff843b50160 (__DATA,__bss) non-external _vImageConvert_444YpCbCr10ToXRGB2101010W.vConvert_444YpCbCr10ToXRGB2101010W
00007ff80c2d7970 (__TEXT,__text) external _vImageConvert_8to16Q12
00007ff843b4f868 (__DATA,__bss) non-external _vImageConvert_8to16Q12.vConvert_8to16Q12
00007ff80c38e120 (__TEXT,__text) external _vImageConvert_ACMYK16UtoCMYK16U
00007ff843b4f930 (__DATA,__bss) non-external _vImageConvert_ACMYK16UtoCMYK16U.vConvert_ACMYK16UtoCMYK16U_CV
00007ff80c38d740 (__TEXT,__text) external _vImageConvert_ACMYK88888toCMYK8888
00007ff843b4f910 (__DATA,__bss) non-external _vImageConvert_ACMYK88888toCMYK8888.vConvert_ACMYK88888toCMYK8888_CV
00007ff80c38ebc0 (__TEXT,__text) external _vImageConvert_ACMYKFFFFFtoCMYKFFFF
00007ff843b4f950 (__DATA,__bss) non-external _vImageConvert_ACMYKFFFFFtoCMYKFFFF.vConvert_ACMYKFFFFFtoCMYKFFFF_CV
00007ff80c3830d0 (__TEXT,__text) external _vImageConvert_ARGB1555toARGB8888
00007ff80c385140 (__TEXT,__text) external _vImageConvert_ARGB1555toPlanar8
00007ff80c383590 (__TEXT,__text) external _vImageConvert_ARGB1555toRGB565
00007ff843b4f7d0 (__DATA,__bss) non-external _vImageConvert_ARGB1555toRGB565.vConvert_ARGB1555toRGB565
00007ff80c6120a0 (__TEXT,__text) external _vImageConvert_ARGB16FTo420Yp10_CbCr10
00007ff80ce30c74 (__TEXT,__const) non-external _vImageConvert_ARGB16FTo420Yp10_CbCr10.identityMap
00007ff843b501a8 (__DATA,__bss) non-external _vImageConvert_ARGB16FTo420Yp10_CbCr10.vConvert_ARGB16FTo420Yp10_CbCr10
00007ff80c613030 (__TEXT,__text) external _vImageConvert_ARGB16FTo422CbYpCrYp10
00007ff80ce30c84 (__TEXT,__const) non-external _vImageConvert_ARGB16FTo422CbYpCrYp10.identityMap
00007ff843b501c8 (__DATA,__bss) non-external _vImageConvert_ARGB16FTo422CbYpCrYp10.vConvert_ARGB16FTo422CbYpCrYp10
00007ff80c6117e0 (__TEXT,__text) external _vImageConvert_ARGB16FTo422Yp10_CbCr10
00007ff80ce30c6c (__TEXT,__const) non-external _vImageConvert_ARGB16FTo422Yp10_CbCr10.identityMap
00007ff843b50198 (__DATA,__bss) non-external _vImageConvert_ARGB16FTo422Yp10_CbCr10.vConvert_ARGB16FTo422Yp10_CbCr10
00007ff80c610fd0 (__TEXT,__text) external _vImageConvert_ARGB16FTo444Yp10_CbCr10
00007ff80ce30c64 (__TEXT,__const) non-external _vImageConvert_ARGB16FTo444Yp10_CbCr10.identityMap
00007ff843b50188 (__DATA,__bss) non-external _vImageConvert_ARGB16FTo444Yp10_CbCr10.vConvert_ARGB16FTo444Yp10_CbCr10
00007ff80c6128e0 (__TEXT,__text) external _vImageConvert_ARGB16FTo444YpCbCr10
00007ff80ce30c7c (__TEXT,__const) non-external _vImageConvert_ARGB16FTo444YpCbCr10.identityMap
00007ff843b501b8 (__DATA,__bss) non-external _vImageConvert_ARGB16FTo444YpCbCr10.vConvert_ARGB16FTo444YpCbCr10
00007ff80c60e7c0 (__TEXT,__text) external _vImageConvert_ARGB16Q12To422CrYpCbYpCbYpCbYpCrYpCrYp10
00007ff80ce30c5c (__TEXT,__const) non-external _vImageConvert_ARGB16Q12To422CrYpCbYpCbYpCbYpCrYpCrYp10.identityMap
00007ff843b50128 (__DATA,__bss) non-external _vImageConvert_ARGB16Q12To422CrYpCbYpCbYpCbYpCrYpCrYp10.vConvert_ARGB16Q12To422CrYpCbYpCbYpCbYpCrYpCrYp10
00007ff80c60d950 (__TEXT,__text) external _vImageConvert_ARGB16Q12To444CrYpCb10
00007ff80ce30c4c (__TEXT,__const) non-external _vImageConvert_ARGB16Q12To444CrYpCb10.identityMap
00007ff843b50108 (__DATA,__bss) non-external _vImageConvert_ARGB16Q12To444CrYpCb10.vConvert_ARGB16Q12To444CrYpCb10
00007ff80c3bba70 (__TEXT,__text) external _vImageConvert_ARGB16Q12ToARGB2101010
00007ff80c38c180 (__TEXT,__text) external _vImageConvert_ARGB16Q12ToRGBA1010102
00007ff80ce26fce (__TEXT,__const) non-external _vImageConvert_ARGB16Q12ToRGBA1010102.identityMap
00007ff843b4f8c8 (__DATA,__bss) non-external _vImageConvert_ARGB16Q12ToRGBA1010102.vConvert_ARGB16Q12ToRGBA1010102
00007ff80c3bbdd0 (__TEXT,__text) external _vImageConvert_ARGB16Q12ToXRGB2101010
00007ff80c60cae0 (__TEXT,__text) external _vImageConvert_ARGB16UTo422CbYpCrYp16
00007ff80ce30c3c (__TEXT,__const) non-external _vImageConvert_ARGB16UTo422CbYpCrYp16.identityMap
00007ff843b500e8 (__DATA,__bss) non-external _vImageConvert_ARGB16UTo422CbYpCrYp16.vConvert_ARGB16UTo422CbYpCrYp16
00007ff80c60bc50 (__TEXT,__text) external _vImageConvert_ARGB16UTo444AYpCbCr16
00007ff80ce30c2c (__TEXT,__const) non-external _vImageConvert_ARGB16UTo444AYpCbCr16.identityMap
00007ff843b500c8 (__DATA,__bss) non-external _vImageConvert_ARGB16UTo444AYpCbCr16.vConvert_ARGB16UTo444AYpCbCr16
00007ff80c3bb6a0 (__TEXT,__text) external _vImageConvert_ARGB16UToARGB2101010
00007ff80c382520 (__TEXT,__text) external _vImageConvert_ARGB16UToARGB8888
00007ff80c38c710 (__TEXT,__text) external _vImageConvert_ARGB16UToRGBA1010102
00007ff80ce26fd6 (__TEXT,__const) non-external _vImageConvert_ARGB16UToRGBA1010102.identityMap
00007ff843b4f8d8 (__DATA,__bss) non-external _vImageConvert_ARGB16UToRGBA1010102.vConvert_ARGB16UToRGBA1010102
00007ff80c3bb320 (__TEXT,__text) external _vImageConvert_ARGB16UToXRGB2101010
00007ff80c382260 (__TEXT,__text) external _vImageConvert_ARGB16UtoARGB8888_dithered
00007ff80ce06fb4 (__TEXT,__const) non-external _vImageConvert_ARGB16UtoARGB8888_dithered.identityMap
00007ff843b4f7b8 (__DATA,__bss) non-external _vImageConvert_ARGB16UtoARGB8888_dithered.vConvert_ARGB16UtoARGB8888_dithered
00007ff80c387220 (__TEXT,__text) external _vImageConvert_ARGB16UtoPlanar16U
00007ff80c321210 (__TEXT,__text) external _vImageConvert_ARGB16UtoRGB16U
00007ff80c3bc5d0 (__TEXT,__text) external _vImageConvert_ARGB2101010ToARGB16F
00007ff80c3bb6d0 (__TEXT,__text) external _vImageConvert_ARGB2101010ToARGB16Q12
00007ff80c3baf80 (__TEXT,__text) external _vImageConvert_ARGB2101010ToARGB16U
00007ff80c3ba830 (__TEXT,__text) external _vImageConvert_ARGB2101010ToARGB8888
00007ff80c3bbe00 (__TEXT,__text) external _vImageConvert_ARGB2101010ToARGBFFFF
00007ff80c5dd000 (__TEXT,__text) external _vImageConvert_ARGB2101010ToRGB16U
00007ff843b4fe88 (__DATA,__bss) non-external _vImageConvert_ARGB2101010ToRGB16U.vConvert_ARGB2101010ToRGB16U
00007ff80c5dc8e0 (__TEXT,__text) external _vImageConvert_ARGB2101010ToRGB888
00007ff843b4fe78 (__DATA,__bss) non-external _vImageConvert_ARGB2101010ToRGB888.vConvert_ARGB2101010ToRGB888
00007ff80c5dd720 (__TEXT,__text) external _vImageConvert_ARGB2101010ToRGBFFF
00007ff843b4fe98 (__DATA,__bss) non-external _vImageConvert_ARGB2101010ToRGBFFF.vConvert_ARGB2101010ToRGBFFF
00007ff80c60a9a0 (__TEXT,__text) external _vImageConvert_ARGB8888To420Yp8_Cb8_Cr8
00007ff80ce30c14 (__TEXT,__const) non-external _vImageConvert_ARGB8888To420Yp8_Cb8_Cr8.identityMap
00007ff843b50098 (__DATA,__bss) non-external _vImageConvert_ARGB8888To420Yp8_Cb8_Cr8.vConvert_ARGB8888To420Yp8_Cb8_Cr8
00007ff80c60adc0 (__TEXT,__text) external _vImageConvert_ARGB8888To420Yp8_CbCr8
00007ff80ce30c1c (__TEXT,__const) non-external _vImageConvert_ARGB8888To420Yp8_CbCr8.identityMap
00007ff843b500a8 (__DATA,__bss) non-external _vImageConvert_ARGB8888To420Yp8_CbCr8.vConvert_ARGB8888To420Yp8_CbCr8
00007ff80c60c390 (__TEXT,__text) external _vImageConvert_ARGB8888To422CbYpCrYp16
00007ff80ce30c34 (__TEXT,__const) non-external _vImageConvert_ARGB8888To422CbYpCrYp16.identityMap
00007ff843b500d8 (__DATA,__bss) non-external _vImageConvert_ARGB8888To422CbYpCrYp16.vConvert_ARGB8888To422CbYpCrYp16
00007ff80c608590 (__TEXT,__text) external _vImageConvert_ARGB8888To422CbYpCrYp8
00007ff80ce30bec (__TEXT,__const) non-external _vImageConvert_ARGB8888To422CbYpCrYp8.identityMap
00007ff843b50048 (__DATA,__bss) non-external _vImageConvert_ARGB8888To422CbYpCrYp8.vConvert_ARGB8888To422CbYpCrYp8
00007ff80c608cf0 (__TEXT,__text) external _vImageConvert_ARGB8888To422CbYpCrYp8_AA8
00007ff80ce30bf4 (__TEXT,__const) non-external _vImageConvert_ARGB8888To422CbYpCrYp8_AA8.identityMap
00007ff843b50058 (__DATA,__bss) non-external _vImageConvert_ARGB8888To422CbYpCrYp8_AA8.vConvert_ARGB8888To422CbYpCrYp8_AA8
00007ff80c60e090 (__TEXT,__text) external _vImageConvert_ARGB8888To422CrYpCbYpCbYpCbYpCrYpCrYp10
00007ff80ce30c54 (__TEXT,__const) non-external _vImageConvert_ARGB8888To422CrYpCbYpCbYpCbYpCrYpCrYp10.identityMap
00007ff843b50118 (__DATA,__bss) non-external _vImageConvert_ARGB8888To422CrYpCbYpCbYpCbYpCrYpCrYp10.vConvert_ARGB8888To422CrYpCbYpCbYpCbYpCrYpCrYp10
00007ff80c607ea0 (__TEXT,__text) external _vImageConvert_ARGB8888To422YpCbYpCr8
00007ff80ce30be4 (__TEXT,__const) non-external _vImageConvert_ARGB8888To422YpCbYpCr8.identityMap
00007ff843b50038 (__DATA,__bss) non-external _vImageConvert_ARGB8888To422YpCbYpCr8.vConvert_ARGB8888To422YpCbYpCr8
00007ff80c60b530 (__TEXT,__text) external _vImageConvert_ARGB8888To444AYpCbCr16
00007ff80ce30c24 (__TEXT,__const) non-external _vImageConvert_ARGB8888To444AYpCbCr16.identityMap
00007ff843b500b8 (__DATA,__bss) non-external _vImageConvert_ARGB8888To444AYpCbCr16.vConvert_ARGB8888To444AYpCbCr16
00007ff80c6093f0 (__TEXT,__text) external _vImageConvert_ARGB8888To444AYpCbCr8
00007ff80ce30bfc (__TEXT,__const) non-external _vImageConvert_ARGB8888To444AYpCbCr8.identityMap
00007ff843b50068 (__DATA,__bss) non-external _vImageConvert_ARGB8888To444AYpCbCr8.vConvert_ARGB8888To444AYpCbCr8
00007ff80c60a1b0 (__TEXT,__text) external _vImageConvert_ARGB8888To444CbYpCrA8
00007ff80ce30c0c (__TEXT,__const) non-external _vImageConvert_ARGB8888To444CbYpCrA8.identityMap
00007ff843b50088 (__DATA,__bss) non-external _vImageConvert_ARGB8888To444CbYpCrA8.vConvert_ARGB8888To444CbYpCrA8
00007ff80c60d220 (__TEXT,__text) external _vImageConvert_ARGB8888To444CrYpCb10
00007ff80ce30c44 (__TEXT,__const) non-external _vImageConvert_ARGB8888To444CrYpCb10.identityMap
00007ff843b500f8 (__DATA,__bss) non-external _vImageConvert_ARGB8888To444CrYpCb10.vConvert_ARGB8888To444CrYpCb10
00007ff80c609b30 (__TEXT,__text) external _vImageConvert_ARGB8888To444CrYpCb8
00007ff80ce30c04 (__TEXT,__const) non-external _vImageConvert_ARGB8888To444CrYpCb8.identityMap
00007ff843b50078 (__DATA,__bss) non-external _vImageConvert_ARGB8888To444CrYpCb8.vConvert_ARGB8888To444CrYpCb8
00007ff80c387720 (__TEXT,__text) external _vImageConvert_ARGB8888ToARGB16U
00007ff80c3babd0 (__TEXT,__text) external _vImageConvert_ARGB8888ToARGB2101010
00007ff80c387ce0 (__TEXT,__text) external _vImageConvert_ARGB8888ToRGB16U
00007ff80c38bce0 (__TEXT,__text) external _vImageConvert_ARGB8888ToRGBA1010102
00007ff80ce26fc6 (__TEXT,__const) non-external _vImageConvert_ARGB8888ToRGBA1010102.identityMap
00007ff843b4f8b8 (__DATA,__bss) non-external _vImageConvert_ARGB8888ToRGBA1010102.vConvert_ARGB8888ToRGBA1010102
00007ff80c3baf50 (__TEXT,__text) external _vImageConvert_ARGB8888ToXRGB2101010
00007ff80c385110 (__TEXT,__text) external _vImageConvert_ARGB8888toARGB1555
00007ff80c383ba0 (__TEXT,__text) external _vImageConvert_ARGB8888toARGB1555_dithered
00007ff843b4f7e8 (__DATA,__bss) non-external _vImageConvert_ARGB8888toARGB1555_dithered.vConvert_ARGB8888toARGB1555_DitherOrdered
00007ff80c38ac60 (__TEXT,__text) external _vImageConvert_ARGB8888toPlanar16Q12
00007ff843b4f878 (__DATA,__bss) non-external _vImageConvert_ARGB8888toPlanar16Q12.vConvert_ARGB8888toPlanar16Q12
00007ff80c2e0330 (__TEXT,__text) external _vImageConvert_ARGB8888toPlanar8
00007ff843b4ff08 (__DATA,__bss) non-external _vImageConvert_ARGB8888toPlanar8.vConvert_ARGB8888ToPlanar8_CV
00007ff80c5e1090 (__TEXT,__text) external _vImageConvert_ARGB8888toPlanarF
00007ff843b4ff40 (__DATA,__bss) non-external _vImageConvert_ARGB8888toPlanarF.vConvert_ARGB8888toPlanarF_CV
00007ff80c384d40 (__TEXT,__text) external _vImageConvert_ARGB8888toRGB565
00007ff80c3842c0 (__TEXT,__text) external _vImageConvert_ARGB8888toRGB565_dithered
00007ff843b4f800 (__DATA,__bss) non-external _vImageConvert_ARGB8888toRGB565_dithered.vConvert_ARGB8888toRGB565_DitherOrdered
00007ff80c3b91c0 (__TEXT,__text) external _vImageConvert_ARGB8888toRGB888
00007ff843b4f9f8 (__DATA,__bss) non-external _vImageConvert_ARGB8888toRGB888.vConvert_ARGB8888toRGB888_CV
00007ff80c3bc210 (__TEXT,__text) external _vImageConvert_ARGBFFFFToARGB2101010
00007ff80c3bc5a0 (__TEXT,__text) external _vImageConvert_ARGBFFFFToXRGB2101010
00007ff80c381a10 (__TEXT,__text) external _vImageConvert_ARGBFFFFtoARGB8888_dithered
00007ff80ce06fb0 (__TEXT,__const) non-external _vImageConvert_ARGBFFFFtoARGB8888_dithered.identityMap
00007ff843b4f7a0 (__DATA,__bss) non-external _vImageConvert_ARGBFFFFtoARGB8888_dithered.vConvert_ARGBFFFFtoARGB8888_dithered
00007ff80c5e0d50 (__TEXT,__text) external _vImageConvert_ARGBFFFFtoPlanar8
00007ff843b4ff38 (__DATA,__bss) non-external _vImageConvert_ARGBFFFFtoPlanar8.vConvert_ARGBFFFFtoPlanar8_CV
00007ff80c2e9770 (__TEXT,__text) external _vImageConvert_ARGBFFFFtoPlanarF
00007ff843b4ff20 (__DATA,__bss) non-external _vImageConvert_ARGBFFFFtoPlanarF.vConvert_ARGBFFFFToPlanarF_CV
00007ff80c3b9a30 (__TEXT,__text) external _vImageConvert_ARGBFFFFtoRGBFFF
00007ff843b4fa28 (__DATA,__bss) non-external _vImageConvert_ARGBFFFFtoRGBFFF.vConvert_ARGBFFFFtoRGBFFF_CV
00007ff80c323850 (__TEXT,__text) external _vImageConvert_ARGBToYpCbCr_GenerateConversion
00007ff80c2d02d0 (__TEXT,__text) external _vImageConvert_AnyToAny
00007ff80cda1600 (__TEXT,__text) non-external _vImageConvert_AnyToAny.cold.1
00007ff843b4ffe8 (__DATA,__bss) non-external _vImageConvert_AnyToAny.gOperationID
00007ff843b4fff0 (__DATA,__bss) non-external _vImageConvert_AnyToAny.onceToken
00007ff80c386ea0 (__TEXT,__text) external _vImageConvert_BGRA16UtoRGB16U
00007ff80c384f70 (__TEXT,__text) external _vImageConvert_BGRA8888toRGB565
00007ff843b4f820 (__DATA,__bss) non-external _vImageConvert_BGRA8888toRGB565.vConvert_BGRA8888toRGB565
00007ff80c384700 (__TEXT,__text) external _vImageConvert_BGRA8888toRGB565_dithered
00007ff843b4f810 (__DATA,__bss) non-external _vImageConvert_BGRA8888toRGB565_dithered.vConvert_BGRA8888toRGB565_DitherOrdered
00007ff80c3b9650 (__TEXT,__text) external _vImageConvert_BGRA8888toRGB888
00007ff843b4fa08 (__DATA,__bss) non-external _vImageConvert_BGRA8888toRGB888.vConvert_ARGB8888toRGB888_CV
00007ff80c3b9eb0 (__TEXT,__text) external _vImageConvert_BGRAFFFFtoRGBFFF
00007ff843b4fa38 (__DATA,__bss) non-external _vImageConvert_BGRAFFFFtoRGBFFF.vConvert_BGRAFFFFtoRGBFFF_CV
