00000001e8172798 (__DATA,__bss) non-external _AGCPrinter
00000001a785f3e8 (__TEXT,__text) non-external __ZNK19AGCLLVMTargetConfig29createPassThroughObjectShaderER10AGCLLVMCtxRN4llvm11LLVMContextEbbb
00000001a785fb3c (__TEXT,__text) non-external __ZNK19AGCLLVMTargetConfig29createPassthroughVertexShaderER10AGCLLVMCtxRN4llvm11LLVMContextEjjb
00000001a785fb34 (__TEXT,__text) non-external __ZNK19AGCLLVMTargetConfig30createTileDispatchVertexShaderER10AGCLLVMCtxRN4llvm11LLVMContextEj
00000001a785eb20 (__TEXT,__text) non-external __ZNK19AGCLLVMTargetConfig33createComputeProgressMarkerShaderER10AGCLLVMCtxRN4llvm11LLVMContextE
00000001a785f3f8 (__TEXT,__text) non-external __ZNK19AGCLLVMTargetConfig33createMetalPostTessellationShaderER10AGCLLVMCtxPN4llvm6ModuleEPK25_AGCVertexContextStateAGPPKvS9_
00000001a785f400 (__TEXT,__text) non-external __ZNK19AGCLLVMTargetConfig34createMetalVertexShaderForAnalysisER10AGCLLVMCtxPN4llvm6ModuleEPK25_AGCVertexContextStateAGP
00000001a785ee98 (__TEXT,__text) non-external __ZNK19AGCLLVMTargetConfig37createExecuteIndirectCDMPatchUpShaderER10AGCLLVMCtxRN4llvm11LLVMContextE
00000001a785e6d0 (__TEXT,__text) non-external __ZNK19AGCLLVMTargetConfig39createComputeControlFlowPredicateShaderER10AGCLLVMCtxRN4llvm11LLVMContextEPK36_AGCComputeControlFlowPredicateState
00000001a785ecf0 (__TEXT,__text) non-external __ZNK19AGCLLVMTargetConfig44createExecuteIndirectCDMRangeExecutionShaderER10AGCLLVMCtxRN4llvm11LLVMContextE
00000001a785e320 (__TEXT,__text) non-external __ZNK19AGCLLVMTargetConfig54createGeometryPipelineEmulationFWAllocationSetupShaderER10AGCLLVMCtxRN4llvm11LLVMContextE
00000001a785e310 (__TEXT,__text) non-external __ZNK19AGCLLVMTargetConfig56createGeometryPipelineEmulationFWAllocationPreMeshShaderER10AGCLLVMCtxRN4llvm11LLVMContextE
00000001a785e318 (__TEXT,__text) non-external __ZNK19AGCLLVMTargetConfig59createGeometryPipelineEmulationFWAllocationPostObjectShaderER10AGCLLVMCtxRN4llvm11LLVMContextE
00000001a77b6b68 (__TEXT,__text) non-external __ZNK20AGCLLVMTargetLowerer10getRTZModeE18_AGCFPRoundingMode
00000001a7861634 (__TEXT,__text) non-external __ZNK20AGCLLVMTargetLowerer15isValidTileSizeEjj
00000001a7860e48 (__TEXT,__text) non-external __ZNK20AGCLLVMTargetLowerer16createGPUVAMasksEPKN16AGCCodeGenerator12CompileReplyEb
00000001a7862600 (__TEXT,__text) non-external __ZNK20AGCLLVMTargetLowerer17isFormatSupportedE39AGCEncodedDrawBufferPBESourceFormatType
00000001a7861614 (__TEXT,__text) non-external __ZNK20AGCLLVMTargetLowerer19supportsMeshShadingEv
00000001a7861624 (__TEXT,__text) non-external __ZNK20AGCLLVMTargetLowerer19supportsPrimitiveIDEv
00000001a7861604 (__TEXT,__text) non-external __ZNK20AGCLLVMTargetLowerer21needsShaderDepthClampEv
00000001a786160c (__TEXT,__text) non-external __ZNK20AGCLLVMTargetLowerer21supportsHWMeshShadingEv
00000001a786163c (__TEXT,__text) non-external __ZNK20AGCLLVMTargetLowerer22exceededResourceLimitsEjjjjjjb
00000001a7860c5c (__TEXT,__text) non-external __ZNK20AGCLLVMTargetLowerer23getRaytracingShaderTypeEjj
00000001a786161c (__TEXT,__text) non-external __ZNK20AGCLLVMTargetLowerer25supportsBarycentricCoordsEv
00000001a78625d0 (__TEXT,__text) non-external __ZNK20AGCLLVMTargetLowerer26isMSAASampleCountSupportedEj
00000001a7862764 (__TEXT,__text) non-external __ZNK20AGCLLVMTargetLowerer27vertexBuiltinRegisterDomainEv
00000001a78620f8 (__TEXT,__text) non-external __ZNK20AGCLLVMTargetLowerer28convertRegisterMaskToMRTMaskEPK19_AGCDrawBufferStateNSt3__15arrayIyLm2EEE
00000001a786262c (__TEXT,__text) non-external __ZNK20AGCLLVMTargetLowerer34getPBEStateWordDimFromEmitStateDimEN13_AGCEmitState9DimensionE
00000001a786261c (__TEXT,__text) non-external __ZNK20AGCLLVMTargetLowerer39isImageWriteBlockFromDimensionSupportedEN13_AGCEmitState9DimensionE
00000001a786162c (__TEXT,__text) non-external __ZNK20AGCLLVMTargetLowerer39textureBufferRequiresProtectedReadWriteEv
00000001a7862754 (__TEXT,__text) non-external __ZNK20AGCLLVMTargetLowerer43getExecutionScopedSamplerStateRegisterCountEv
00000001a787bd1c (__TEXT,__text) non-external __ZNK21AGCLLVMG5TargetConfig19createTargetLowererERN4llvm11LLVMContextE
00000001a787be40 (__TEXT,__text) non-external __ZNK21AGCLLVMG9TargetConfig19createTargetLowererERN4llvm11LLVMContextE
00000001a77bcce4 (__TEXT,__text) non-external __ZNK21AGCLLVMGLVertexShader16remapTexSampUnitEj
00000001a77bc928 (__TEXT,__text) non-external __ZNK21AGCLLVMGLVertexShader18isPointSizePresentEPN4llvm5ValueE
00000001a77bcca4 (__TEXT,__text) non-external __ZNK21AGCLLVMGLVertexShader28areIndirectSamplersSupportedEv
00000001a77bccb4 (__TEXT,__text) non-external __ZNK21AGCLLVMGLVertexShader28areIndirectTexturesSupportedEv
00000001a77bb0a0 (__TEXT,__text) non-external __ZNK21AGCLLVMGLVertexShader28getCompilationKeyDescriptionEv
00000001a77bccac (__TEXT,__text) non-external __ZNK21AGCLLVMGLVertexShader33areIndirectTextureWritesSupportedEv
00000001a773cd74 (__TEXT,__text) non-external __ZNK21AGCLLVMUserMeshShader13getShaderTypeEv
00000001a773d278 (__TEXT,__text) non-external __ZNK21AGCLLVMUserMeshShader21usesCustomBorderColorEv
00000001a773cd54 (__TEXT,__text) non-external __ZNK21AGCLLVMUserMeshShader22getForwardProgressModeEv
00000001a773cd30 (__TEXT,__text) non-external __ZNK21AGCLLVMUserMeshShader22isDMAPromotionDisabledEv
00000001a773d270 (__TEXT,__text) non-external __ZNK21AGCLLVMUserMeshShader22needsPayloadInvalidateEv
00000001a773cd64 (__TEXT,__text) non-external __ZNK21AGCLLVMUserMeshShader24getBufferBoundsCheckModeEv
00000001a773cd40 (__TEXT,__text) non-external __ZNK21AGCLLVMUserMeshShader27enableSoftFaultOptimizationEv
00000001a773bdac (__TEXT,__text) non-external __ZNK21AGCLLVMUserMeshShader28getCompilationKeyDescriptionEv
00000001a773cd7c (__TEXT,__text) non-external __ZNK21AGCLLVMUserMeshShader8dumpTypeEv
00000001a77d53f8 (__TEXT,__text) non-external __ZNK21AGCLLVMUserTileShader13getShaderTypeEv
00000001a77d5378 (__TEXT,__text) non-external __ZNK21AGCLLVMUserTileShader19enableImgWBlkPBECmpEv
00000001a77d5910 (__TEXT,__text) non-external __ZNK21AGCLLVMUserTileShader21getMaxSharedRegistersEv
00000001a77d53e8 (__TEXT,__text) non-external __ZNK21AGCLLVMUserTileShader22getForwardProgressModeEv
00000001a77d53c8 (__TEXT,__text) non-external __ZNK21AGCLLVMUserTileShader22isDMAPromotionDisabledEv
00000001a77d53f0 (__TEXT,__text) non-external __ZNK21AGCLLVMUserTileShader24getBufferBoundsCheckModeEv
00000001a77d5908 (__TEXT,__text) non-external __ZNK21AGCLLVMUserTileShader24supportsConstantSamplersEv
00000001a77d53d4 (__TEXT,__text) non-external __ZNK21AGCLLVMUserTileShader27enableSoftFaultOptimizationEv
00000001a77d46cc (__TEXT,__text) non-external __ZNK21AGCLLVMUserTileShader28getCompilationKeyDescriptionEv
00000001a77d5384 (__TEXT,__text) non-external __ZNK21AGCLLVMUserTileShader29getTextureWriteFPRoundingModeEv
00000001a77d5398 (__TEXT,__text) non-external __ZNK21AGCLLVMUserTileShader31needsThreadgroupMemoryOOBChecksEv
00000001a77d538c (__TEXT,__text) non-external __ZNK21AGCLLVMUserTileShader34getSupportExternalVisibleFunctionsEv
00000001a77d5400 (__TEXT,__text) non-external __ZNK21AGCLLVMUserTileShader8dumpTypeEv
00000001a782fa30 (__TEXT,__text) non-external __ZNK21AGCLLVMUtilityProgram11wrapperNameEv
00000001a782fa60 (__TEXT,__text) non-external __ZNK21AGCLLVMUtilityProgram13getShaderTypeEv
00000001a782fa40 (__TEXT,__text) non-external __ZNK21AGCLLVMUtilityProgram28getCompilationKeyDescriptionEv
00000001a782fa68 (__TEXT,__text) non-external __ZNK21AGCLLVMUtilityProgram8dumpTypeEv
00000001a78d3268 (__TEXT,__text) non-external __ZNK21AGCTargetImplG15_AGX227requiresRayTracingEmulationEv
00000001a7761e44 (__TEXT,__text) non-external __ZNK22AGCLLVMAGPVertexShader18disableGin1122SWWAEv
00000001a7761580 (__TEXT,__text) non-external __ZNK22AGCLLVMAGPVertexShader18isPointSizePresentEPN4llvm5ValueE
00000001a7761e38 (__TEXT,__text) non-external __ZNK22AGCLLVMAGPVertexShader21usesCustomBorderColorEv
00000001a7761518 (__TEXT,__text) non-external __ZNK22AGCLLVMAGPVertexShader22getForwardProgressModeEv
00000001a77614f8 (__TEXT,__text) non-external __ZNK22AGCLLVMAGPVertexShader22isDMAPromotionDisabledEv
00000001a7761e2c (__TEXT,__text) non-external __ZNK22AGCLLVMAGPVertexShader23debugTraceBufferEnabledEv
00000001a7761520 (__TEXT,__text) non-external __ZNK22AGCLLVMAGPVertexShader24getBufferBoundsCheckModeEv
00000001a7761e70 (__TEXT,__text) non-external __ZNK22AGCLLVMAGPVertexShader24supportsConstantSamplersEv
00000001a7761504 (__TEXT,__text) non-external __ZNK22AGCLLVMAGPVertexShader27enableSoftFaultOptimizationEv
00000001a7760b80 (__TEXT,__text) non-external __ZNK22AGCLLVMAGPVertexShader28getCompilationKeyDescriptionEv
00000001a7828134 (__TEXT,__text) non-external __ZNK22AGCLLVMComputePrograms13getShaderTypeEv
00000001a7827d98 (__TEXT,__text) non-external __ZNK22AGCLLVMComputePrograms28getCompilationKeyDescriptionEv
00000001a782813c (__TEXT,__text) non-external __ZNK22AGCLLVMComputePrograms8dumpTypeEv
00000001a7868470 (__TEXT,__text) non-external __ZNK22AGCLLVMG10TargetConfig19createTargetLowererERN4llvm11LLVMContextE
00000001a78673f4 (__TEXT,__text) non-external __ZNK22AGCLLVMG10TargetConfig30createTileDispatchVertexShaderER10AGCLLVMCtxRN4llvm11LLVMContextEj
00000001a78691e8 (__TEXT,__text) non-external __ZNK22AGCLLVMG11TargetConfig19createTargetLowererERN4llvm11LLVMContextE
00000001a786908c (__TEXT,__text) non-external __ZNK22AGCLLVMG11TargetConfig22getTargetFeatureStringEv
00000001a78690bc (__TEXT,__text) non-external __ZNK22AGCLLVMG11TargetConfig33createMetalPostTessellationShaderER10AGCLLVMCtxPN4llvm6ModuleEPK25_AGCVertexContextStateAGPPKvS9_
00000001a78693d0 (__TEXT,__text) non-external __ZNK22AGCLLVMG12TargetConfig19createTargetLowererERN4llvm11LLVMContextE
00000001a786a74c (__TEXT,__text) non-external __ZNK22AGCLLVMG13TargetConfig19createTargetLowererERN4llvm11LLVMContextE
00000001a786bf24 (__TEXT,__text) non-external __ZNK22AGCLLVMG14TargetConfig19createTargetLowererERN4llvm11LLVMContextE
00000001a7857ab0 (__TEXT,__text) non-external __ZNK22AGCLLVMPrintModulePass11getPassNameEv
00000001a7857aa4 (__TEXT,__text) non-external __ZNK22AGCLLVMPrintModulePass16getAnalysisUsageERN4llvm13AnalysisUsageE
00000001a782f474 (__TEXT,__text) non-external __ZNK23AGCLLVMEndOfTileProgram11wrapperNameEv
00000001a782f4b0 (__TEXT,__text) non-external __ZNK23AGCLLVMEndOfTileProgram13getShaderTypeEv
00000001a782e8ec (__TEXT,__text) non-external __ZNK23AGCLLVMEndOfTileProgram28getCompilationKeyDescriptionEv
00000001a782f4b8 (__TEXT,__text) non-external __ZNK23AGCLLVMEndOfTileProgram8dumpTypeEv
00000001a7868634 (__TEXT,__text) non-external __ZNK23AGCLLVMG10TargetLowerer15isValidTileSizeEjj
00000001a786a658 (__TEXT,__text) non-external __ZNK23AGCLLVMG12TargetLowerer34getPBEStateWordDimFromEmitStateDimEN13_AGCEmitState9DimensionE
00000001a786a648 (__TEXT,__text) non-external __ZNK23AGCLLVMG12TargetLowerer39isImageWriteBlockFromDimensionSupportedEN13_AGCEmitState9DimensionE
00000001a786a9d0 (__TEXT,__text) non-external __ZNK23AGCLLVMG13TargetLowerer16createGPUVAMasksEPKN16AGCCodeGenerator12CompileReplyEb
00000001a786ad30 (__TEXT,__text) non-external __ZNK23AGCLLVMG13TargetLowerer19supportsMeshShadingEv
00000001a786ad40 (__TEXT,__text) non-external __ZNK23AGCLLVMG13TargetLowerer19supportsPrimitiveIDEv
00000001a786ad28 (__TEXT,__text) non-external __ZNK23AGCLLVMG13TargetLowerer21needsShaderDepthClampEv
00000001a786ad38 (__TEXT,__text) non-external __ZNK23AGCLLVMG13TargetLowerer25supportsBarycentricCoordsEv
00000001a786c064 (__TEXT,__text) non-external __ZNK23AGCLLVMG14TargetLowerer16createGPUVAMasksEPKN16AGCCodeGenerator12CompileReplyEb
00000001a786c3c4 (__TEXT,__text) non-external __ZNK23AGCLLVMG14TargetLowerer19supportsMeshShadingEv
00000001a786c3d4 (__TEXT,__text) non-external __ZNK23AGCLLVMG14TargetLowerer19supportsPrimitiveIDEv
00000001a786c3bc (__TEXT,__text) non-external __ZNK23AGCLLVMG14TargetLowerer21needsShaderDepthClampEv
00000001a786c3cc (__TEXT,__text) non-external __ZNK23AGCLLVMG14TargetLowerer25supportsBarycentricCoordsEv
00000001a786d8a4 (__TEXT,__text) non-external __ZNK23AGCLLVMG14XTargetConfig19createTargetLowererERN4llvm11LLVMContextE
00000001a77ba9ac (__TEXT,__text) non-external __ZNK23AGCLLVMGLFragmentShader13hasES1LodBiasEv
00000001a77ba9f8 (__TEXT,__text) non-external __ZNK23AGCLLVMGLFragmentShader16remapTexSampUnitEj
00000001a77ba994 (__TEXT,__text) non-external __ZNK23AGCLLVMGLFragmentShader28areIndirectSamplersSupportedEv
00000001a77ba9a4 (__TEXT,__text) non-external __ZNK23AGCLLVMGLFragmentShader28areIndirectTexturesSupportedEv
00000001a77b7f08 (__TEXT,__text) non-external __ZNK23AGCLLVMGLFragmentShader28getCompilationKeyDescriptionEv
00000001a77ba99c (__TEXT,__text) non-external __ZNK23AGCLLVMGLFragmentShader33areIndirectTextureWritesSupportedEv
00000001a7880ed4 (__TEXT,__text) non-external __ZNK23AGCLLVMGen2TargetConfig15supportFastISelEv
00000001a787c49c (__TEXT,__text) non-external __ZNK23AGCLLVMGen2TargetConfig33createMetalPostTessellationShaderER10AGCLLVMCtxPN4llvm6ModuleEPK25_AGCVertexContextStateAGPPKvS9_
00000001a7885550 (__TEXT,__text) non-external __ZNK23AGCLLVMGen3TargetConfig15supportFastISelEv
00000001a7882a30 (__TEXT,__text) non-external __ZNK23AGCLLVMGen3TargetConfig21createMetalTileShaderER10AGCLLVMCtxPN4llvm6ModuleERK27AGCLLVMFragmentContextStatePK19_AGCDrawBufferStatePK13_AGCTileState
00000001a7882ab8 (__TEXT,__text) non-external __ZNK23AGCLLVMGen3TargetConfig24createMetalComputeShaderER10AGCLLVMCtxPN4llvm6ModuleEPK19_AGCComputeStateAGP
00000001a7881384 (__TEXT,__text) non-external __ZNK23AGCLLVMGen3TargetConfig24getDMARegisterLayoutMaskEv
00000001a78810a0 (__TEXT,__text) non-external __ZNK23AGCLLVMGen3TargetConfig24initializeAirBuiltinsMapER21AGCLLVMAirBuiltinsMap
00000001a7882610 (__TEXT,__text) non-external __ZNK23AGCLLVMGen3TargetConfig25createMetalFragmentShaderER10AGCLLVMCtxPN4llvm6ModuleERK27AGCLLVMFragmentContextStatePK19_AGCDrawBufferStatePKvSC_16AGCFixedPRIDTypePK13_AGCTileState
00000001a788109c (__TEXT,__text) non-external __ZNK23AGCLLVMGen3TargetConfig25prepareMetalComputeShaderEPN4llvm6ModuleEPK19_AGCComputeStateAGP
00000001a78823c8 (__TEXT,__text) non-external __ZNK23AGCLLVMGen3TargetConfig28createGPUGatherComputeShaderER10AGCLLVMCtxRN4llvm11LLVMContextE
00000001a7884c6c (__TEXT,__text) non-external __ZNK23AGCLLVMGen3TargetConfig29createPassthroughVertexShaderER10AGCLLVMCtxRN4llvm11LLVMContextEjjb
00000001a7882b54 (__TEXT,__text) non-external __ZNK23AGCLLVMGen3TargetConfig30createTileDispatchVertexShaderER10AGCLLVMCtxRN4llvm11LLVMContextEj
00000001a78817dc (__TEXT,__text) non-external __ZNK23AGCLLVMGen3TargetConfig33createComputeProgressMarkerShaderER10AGCLLVMCtxRN4llvm11LLVMContextE
00000001a7882594 (__TEXT,__text) non-external __ZNK23AGCLLVMGen3TargetConfig33createMetalPostTessellationShaderER10AGCLLVMCtxPN4llvm6ModuleEPK25_AGCVertexContextStateAGPPKvS9_
00000001a78823bc (__TEXT,__text) non-external __ZNK23AGCLLVMGen3TargetConfig37createExecuteIndirectCDMPatchUpShaderER10AGCLLVMCtxRN4llvm11LLVMContextE
00000001a788138c (__TEXT,__text) non-external __ZNK23AGCLLVMGen3TargetConfig39createComputeControlFlowPredicateShaderER10AGCLLVMCtxRN4llvm11LLVMContextEPK36_AGCComputeControlFlowPredicateState
00000001a78819ac (__TEXT,__text) non-external __ZNK23AGCLLVMGen3TargetConfig44createExecuteIndirectCDMRangeExecutionShaderER10AGCLLVMCtxRN4llvm11LLVMContextE
00000001a7895a84 (__TEXT,__text) non-external __ZNK23AGCLLVMGen4TargetConfig23createMetalVertexShaderER10AGCLLVMCtxPN4llvm6ModuleEPK25_AGCVertexContextStateAGPPKvS9_
00000001a7895b0c (__TEXT,__text) non-external __ZNK23AGCLLVMGen4TargetConfig25createMetalFragmentShaderER10AGCLLVMCtxPN4llvm6ModuleERK27AGCLLVMFragmentContextStatePK19_AGCDrawBufferStatePKvSC_16AGCFixedPRIDTypePK13_AGCTileState
00000001a78983e4 (__TEXT,__text) non-external __ZNK23AGCLLVMGen5TargetConfig21createMetalMeshShaderER10AGCLLVMCtxPN4llvm6ModuleEPK23_AGCMeshContextStateAGPPKvS9_
00000001a789877c (__TEXT,__text) non-external __ZNK23AGCLLVMGen5TargetConfig23createMetalObjectShaderER10AGCLLVMCtxPN4llvm6ModuleEPK25_AGCObjectContextStateAGP
00000001a7898ab0 (__TEXT,__text) non-external __ZNK23AGCLLVMGen5TargetConfig24createMetalComputeShaderER10AGCLLVMCtxPN4llvm6ModuleEPK19_AGCComputeStateAGP
00000001a7896504 (__TEXT,__text) non-external __ZNK23AGCLLVMGen5TargetConfig24initializeAirBuiltinsMapER21AGCLLVMAirBuiltinsMap
00000001a7896500 (__TEXT,__text) non-external __ZNK23AGCLLVMGen5TargetConfig25prepareMetalComputeShaderEPN4llvm6ModuleEPK19_AGCComputeStateAGP
00000001a789837c (__TEXT,__text) non-external __ZNK23AGCLLVMGen5TargetConfig29createMetalMeshShaderAnalysisER10AGCLLVMCtxPN4llvm6ModuleEPK23_AGCMeshContextStateAGP
00000001a7898a34 (__TEXT,__text) non-external __ZNK23AGCLLVMGen5TargetConfig33createMetalPostTessellationShaderER10AGCLLVMCtxPN4llvm6ModuleEPK25_AGCVertexContextStateAGPPKvS9_
00000001a7897ab8 (__TEXT,__text) non-external __ZNK23AGCLLVMGen5TargetConfig37createExecuteIndirectCDMPatchUpShaderER10AGCLLVMCtxRN4llvm11LLVMContextE
00000001a7897860 (__TEXT,__text) non-external __ZNK23AGCLLVMGen5TargetConfig54createGeometryPipelineEmulationFWAllocationSetupShaderER10AGCLLVMCtxRN4llvm11LLVMContextE
00000001a78973b0 (__TEXT,__text) non-external __ZNK23AGCLLVMGen5TargetConfig56createGeometryPipelineEmulationFWAllocationPreMeshShaderER10AGCLLVMCtxRN4llvm11LLVMContextE
00000001a7897608 (__TEXT,__text) non-external __ZNK23AGCLLVMGen5TargetConfig59createGeometryPipelineEmulationFWAllocationPostObjectShaderER10AGCLLVMCtxRN4llvm11LLVMContextE
00000001a78a4c2c (__TEXT,__text) non-external __ZNK23AGCLLVMGen6TargetConfig21createMetalMeshShaderER10AGCLLVMCtxPN4llvm6ModuleEPK23_AGCMeshContextStateAGPPKvS9_
00000001a78a6b48 (__TEXT,__text) non-external __ZNK23AGCLLVMGen6TargetConfig21createMetalTileShaderER10AGCLLVMCtxPN4llvm6ModuleERK27AGCLLVMFragmentContextStatePK19_AGCDrawBufferStatePK13_AGCTileState
00000001a78a5d04 (__TEXT,__text) non-external __ZNK23AGCLLVMGen6TargetConfig23createMetalObjectShaderER10AGCLLVMCtxPN4llvm6ModuleEPK25_AGCObjectContextStateAGP
00000001a78a6258 (__TEXT,__text) non-external __ZNK23AGCLLVMGen6TargetConfig23createMetalVertexShaderER10AGCLLVMCtxPN4llvm6ModuleEPK25_AGCVertexContextStateAGPPKvS9_
00000001a78a6bd4 (__TEXT,__text) non-external __ZNK23AGCLLVMGen6TargetConfig24createMetalComputeShaderER10AGCLLVMCtxPN4llvm6ModuleEPK19_AGCComputeStateAGP
00000001a78a4574 (__TEXT,__text) non-external __ZNK23AGCLLVMGen6TargetConfig24initializeAirBuiltinsMapER21AGCLLVMAirBuiltinsMap
00000001a78a661c (__TEXT,__text) non-external __ZNK23AGCLLVMGen6TargetConfig25createMetalFragmentShaderER10AGCLLVMCtxPN4llvm6ModuleERK27AGCLLVMFragmentContextStatePK19_AGCDrawBufferStatePKvSC_16AGCFixedPRIDTypePK13_AGCTileState
00000001a78a45d8 (__TEXT,__text) non-external __ZNK23AGCLLVMGen6TargetConfig29createMetalIntersectionShaderER10AGCLLVMCtxPN4llvm6ModuleEPK25_AGCUserIntersectionState
00000001a78a4bc4 (__TEXT,__text) non-external __ZNK23AGCLLVMGen6TargetConfig29createMetalMeshShaderAnalysisER10AGCLLVMCtxPN4llvm6ModuleEPK23_AGCMeshContextStateAGP
00000001a78a5314 (__TEXT,__text) non-external __ZNK23AGCLLVMGen6TargetConfig29createPassThroughObjectShaderER10AGCLLVMCtxRN4llvm11LLVMContextEbbb
00000001a774a0dc (__TEXT,__text) non-external __ZNK23AGCLLVMUserMeshShaderSW13getShaderTypeEv
00000001a774a818 (__TEXT,__text) non-external __ZNK23AGCLLVMUserMeshShaderSW21usesCustomBorderColorEv
00000001a774a0bc (__TEXT,__text) non-external __ZNK23AGCLLVMUserMeshShaderSW22getForwardProgressModeEv
00000001a774a098 (__TEXT,__text) non-external __ZNK23AGCLLVMUserMeshShaderSW22isDMAPromotionDisabledEv
00000001a774a0cc (__TEXT,__text) non-external __ZNK23AGCLLVMUserMeshShaderSW24getBufferBoundsCheckModeEv
00000001a774a0a8 (__TEXT,__text) non-external __ZNK23AGCLLVMUserMeshShaderSW27enableSoftFaultOptimizationEv
00000001a77495c4 (__TEXT,__text) non-external __ZNK23AGCLLVMUserMeshShaderSW28getCompilationKeyDescriptionEv
00000001a774a0e4 (__TEXT,__text) non-external __ZNK23AGCLLVMUserMeshShaderSW8dumpTypeEv
00000001a77590e0 (__TEXT,__text) non-external __ZNK23AGCLLVMUserObjectShader13getShaderTypeEv
00000001a7759218 (__TEXT,__text) non-external __ZNK23AGCLLVMUserObjectShader21usesCustomBorderColorEv
00000001a77590c0 (__TEXT,__text) non-external __ZNK23AGCLLVMUserObjectShader22getForwardProgressModeEv
00000001a775909c (__TEXT,__text) non-external __ZNK23AGCLLVMUserObjectShader22isDMAPromotionDisabledEv
00000001a77590d0 (__TEXT,__text) non-external __ZNK23AGCLLVMUserObjectShader24getBufferBoundsCheckModeEv
00000001a77590ac (__TEXT,__text) non-external __ZNK23AGCLLVMUserObjectShader27enableSoftFaultOptimizationEv
00000001a7754e18 (__TEXT,__text) non-external __ZNK23AGCLLVMUserObjectShader28getCompilationKeyDescriptionEv
00000001a77590e8 (__TEXT,__text) non-external __ZNK23AGCLLVMUserObjectShader8dumpTypeEv
00000001a7761e18 (__TEXT,__text) non-external __ZNK23AGCLLVMUserVertexShader13getShaderTypeEv
00000001a7762ffc (__TEXT,__text) non-external __ZNK23AGCLLVMUserVertexShader18disableGin1122SWWAEv
00000001a7761e78 (__TEXT,__text) non-external __ZNK23AGCLLVMUserVertexShader21getMaxSharedRegistersEv
00000001a7761528 (__TEXT,__text) non-external __ZNK23AGCLLVMUserVertexShader34getSupportExternalVisibleFunctionsEv
00000001a7761e20 (__TEXT,__text) non-external __ZNK23AGCLLVMUserVertexShader8dumpTypeEv
00000001a7857760 (__TEXT,__text) non-external __ZNK23AGCLLVMVerifyModulePass11getPassNameEv
00000001a7857754 (__TEXT,__text) non-external __ZNK23AGCLLVMVerifyModulePass16getAnalysisUsageERN4llvm13AnalysisUsageE
00000001a7742368 (__TEXT,__text) non-external __ZNK23GenericVaryingAllocator28getTotalSharedComponentWordsEv
00000001a77423cc (__TEXT,__text) non-external __ZNK23GenericVaryingAllocator31getTotalAmplifiedComponentWordsEv
00000001a787cfac (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb0EEEE11getGOTIndexEv
00000001a787cf4c (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb0EEEE18getRayStridesIndexEv
00000001a787cf8c (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb0EEEE19getSamplerHeapIndexEv
00000001a787cf5c (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb0EEEE22getIFTHeapAddressIndexEv
00000001a787cfa4 (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb0EEEE23getTextureHeapReadIndexEv
00000001a787cf9c (__TEXT,__text) non-external __ZNK24AGCDylibBindPointLayoutTIN3AGX20DylibBindPointLayoutILb0EEEE24getTextureHeapWriteIndexEv
