00007ffa0e5131cc (__TEXT,__text) non-external +[Cube initialize]
00007ffa422f06f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectReflections.mHead
00007ffa422f06e8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectReflections.mIsLoaded
00007ffa422f0730 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectReflections.mLayout
00007ffa422f0720 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectReflections.mLayoutInfo
00007ffa422f0740 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectReflections.mPhaseOutType
00007ffa422f0758 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectReflections.mShrink
00007ffa422f0750 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectReflections.mSpeedUpRight
00007ffa422f06e0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectReflections.mSprites
00007ffa422f06f8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectReflections.mTail
00007ffa422f0738 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectReflections.mTilt
00007ffa422f07b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectReflectionsBackground.mColor
00007ffa422f07b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectReflectionsBackground.mGradientProvider
00007ffa422f07c8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectReflectionsSubtitle.mTextImage
00007ffa422f07c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectReflectionsSubtitle.mTextRenderer
00007ffa422f07d0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectReflectionsSubtitle.mTextSprite
00007ffa422f0830 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectReflectionsTitle.mBreakInformation
00007ffa422f0818 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectReflectionsTitle.mCachedRenderedWords
00007ffa422f0848 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectReflectionsTitle.mFlipped
00007ffa422f0800 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectReflectionsTitle.mGroundShadowCenterProvider
00007ffa422f0808 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectReflectionsTitle.mGroundShadowLeftProvider
00007ffa422f0810 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectReflectionsTitle.mGroundShadowRightProvider
00007ffa422f0840 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectReflectionsTitle.mImageMain
00007ffa422f07f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectReflectionsTitle.mIsLoaded
00007ffa422f07f8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectReflectionsTitle.mMaskProvider
00007ffa422f0860 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectReflectionsTitle.mSpeedUpRight
00007ffa422f07d8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectReflectionsTitle.mSprites
00007ffa422f0868 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectReflectionsTitle.mTextImageSize
00007ffa422f0838 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectReflectionsTitle.mTextMain
00007ffa422f07e0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectReflectionsTitle.mTextRenderer
00007ffa422f0850 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectReflectionsTitle.mTextSize
00007ffa422f0858 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectReflectionsTitle.mTextYOffset
00007ffa422f0820 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectReflectionsTitle.mWordFrames
00007ffa422f0828 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectReflectionsTitle.mWordImages
00007ffa422f07e8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectReflectionsTitle.mWordRenderer
00007ffa422f3058 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbook.mFrameProviders
00007ffa422f3050 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbook.mIsLoaded
00007ffa422f3088 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbook.mIsMovieOnly
00007ffa422f3090 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbook.mLayouts
00007ffa422f3098 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbook.mLocalMatrix
00007ffa422f3068 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbook.mRectsToSubtract
00007ffa422f3060 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbook.mSprites
00007ffa422f3070 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbook.mTextImage0
00007ffa422f3078 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbook.mTextRenderer0
00007ffa422f30a0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbook.mTextSize
00007ffa422f3080 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbook.mTitleAspectRatio
00007ffa422f08c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbookTitle.mImageProviders
00007ffa422f08d8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbookTitle.mLocalTranslationX
00007ffa422f08e0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbookTitle.mLocalTranslationY
00007ffa422f08b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbookTitle.mSprites
00007ffa422f08d0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbookTitle.mTextImage0
00007ffa422f08c8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbookTitle.mTextRenderer0
00007ffa422f0878 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbook_Old.mImageProviders
00007ffa422f0890 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbook_Old.mLocalTranslationX
00007ffa422f0898 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbook_Old.mLocalTranslationY
00007ffa422f08b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbook_Old.mMeshTextureVertices
00007ffa422f08a8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbook_Old.mMeshVertices
00007ffa422f08a0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbook_Old.mNumberOfVertices
00007ffa422f0880 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbook_Old.mPhaseTime
00007ffa422f0870 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbook_Old.mSprites
00007ffa422f0888 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectScrapbook_Old.mZoomScale
00007ffa422f3450 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShadedColors._primaryColor
00007ffa422f3458 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShadedColors._secondaryColor
00007ffa422f3460 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShadedColors._sprite
00007ffa422f3a90 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatter.mIsLoaded
00007ffa422f3a88 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatter.mLayerZCurves
00007ffa422f3ae0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatter.mLayerZKeyTimes
00007ffa422f3ae8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatter.mLayerZValues
00007ffa422f3a78 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatter.mPosCurves
00007ffa422f3aa8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatter.mPosKeyTimes
00007ffa422f3ab0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatter.mPosXValues
00007ffa422f3ab8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatter.mPosYValues
00007ffa422f3a60 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatter.mSkipPanorama
00007ffa422f3a58 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatter.mSprites
00007ffa422f3a70 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatter.mXRotCurves
00007ffa422f3a98 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatter.mXRotKeyTimes
00007ffa422f3aa0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatter.mXRotValues
00007ffa422f3a80 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatter.mYRotCurves
00007ffa422f3ad0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatter.mYRotKeyTimes
00007ffa422f3ad8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatter.mYRotValues
00007ffa422f3a68 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatter.mZCurves
00007ffa422f3ac0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatter.mZKeyTimes
00007ffa422f3ac8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatter.mZValues
00007ffa422f3b30 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatterText.mCurves
00007ffa422f3b38 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatterText.mIsLoaded
00007ffa422f3b48 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatterText.mIsTitle
00007ffa422f3b58 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatterText.mKeyTimes
00007ffa422f3b40 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatterText.mLayout
00007ffa422f3b20 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatterText.mMasks
00007ffa422f3b28 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatterText.mRenderedTextImage
00007ffa422f3b10 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatterText.mTextImage
00007ffa422f3b08 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatterText.mTextRenderer
00007ffa422f3b18 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatterText.mTextSprite
00007ffa422f3b50 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatterText.mValues
00007ffa422f08e8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatterTitle.mMasks
00007ffa422f0900 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatterTitle.mTextImage
00007ffa422f08f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatterTitle.mTextRenderer
00007ffa422f08f8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShatterTitle.mTextSprite
00007ffa422f28d0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShiftingTiles.mAspectRatio
00007ffa422f28b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShiftingTiles.mFirstLayout
00007ffa422f28c8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShiftingTiles.mFirstLayoutDuration
00007ffa422f2878 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShiftingTiles.mIterationStartIndex
00007ffa422f2880 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShiftingTiles.mIterationStartTime
00007ffa422f2898 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShiftingTiles.mLastCol
00007ffa422f28b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShiftingTiles.mLastLayout
00007ffa422f2888 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShiftingTiles.mLastSlideIndex
00007ffa422f2870 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShiftingTiles.mNeedsToBeRebuilt
00007ffa422f28c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShiftingTiles.mNeedsToRecalculateIterations
00007ffa422f28a0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShiftingTiles.mSlideAspectRatios
00007ffa422f2890 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShiftingTiles.mSlideStartIndex
00007ffa422f2868 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShiftingTiles.mSprites
00007ffa422f28a8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShiftingTiles.mTiming
00007ffa422f2a40 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShowroom.mBorderProvider
00007ffa422f2a38 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShowroom.mMaskProvider
00007ffa422f2a28 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShowroom.mShadowGroundProvider
00007ffa422f2a30 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShowroom.mShadowSideProvider
00007ffa422f2a20 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShowroom.mSprites
00007ffa422f2a48 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectShowroomBackground.mBackgroundProvider
00007ffa422f0978 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MREffectSlidingPanels._interactiveModeStartTime
00007ffa422f0958 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSlidingPanels.mBreakInformation
00007ffa422f0910 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSlidingPanels.mCachedRenderedText
00007ffa422f0938 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSlidingPanels.mCurrentInfo
00007ffa422f0940 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSlidingPanels.mEnterCurve
00007ffa422f0948 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSlidingPanels.mExitCurve
00007ffa422f0950 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSlidingPanels.mFitMovies
00007ffa422f0970 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSlidingPanels.mHasBreak
00007ffa422f0930 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSlidingPanels.mIsLoaded
00007ffa422f0960 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSlidingPanels.mMaxTextSize
00007ffa422f0920 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSlidingPanels.mSprites
00007ffa422f0918 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSlidingPanels.mTextImage
00007ffa422f0908 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSlidingPanels.mTextRenderer
00007ffa422f0968 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSlidingPanels.mTextSize
00007ffa422f0928 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSlidingPanels.mTextSprite
00007ffa422f09a8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSnapshot.mNumberOfLines
00007ffa422f09a0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSnapshot.mPortraitPanoPath
00007ffa422f0980 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSnapshot.mSprite
00007ffa422f0990 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSnapshot.mTextImage
00007ffa422f0988 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSnapshot.mTextRenderer
00007ffa422f0998 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSnapshot.mTextSprite
00007ffa422f09b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSnapshotTitle.mImage0
00007ffa422f09b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSnapshotTitle.mTextRenderer0
00007ffa422f09c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectSnapshotTitle.mTextSprite0
00007ffa422f36a8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectStretchableSlide.mDontDrawInner
00007ffa422f36a0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectStretchableSlide.mImageInnerRect
00007ffa422f3698 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectStretchableSlide.mSpriteInnerRect
00007ffa422f09d8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTop.mBezierData
00007ffa422f09e0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTop.mExtraSprites
00007ffa422f0a18 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTop.mIsBreak
00007ffa422f0a10 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTop.mIsLoaded
00007ffa422f0a28 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTop.mLocalMatrix
00007ffa422f0a30 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTop.mMaxTextSize
00007ffa422f0a20 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MREffectTableTop.mNeedsToUpdateSizes
00007ffa422f09d0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTop.mPhotoBackProvider
00007ffa422f09f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTop.mPhotoBackSprite
00007ffa422f0a08 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTop.mShuffledIndicies
00007ffa422f09c8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTop.mSprites
00007ffa422f0a00 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTop.mTextImage
00007ffa422f09f8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTop.mTextRenderer
00007ffa422f09e8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTop.mTextSprite
00007ffa422f0a60 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTopTitle.mCachedRenderedLetters
00007ffa422f0a48 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTopTitle.mCachedRenderedText
00007ffa422f0a40 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTopTitle.mImage
00007ffa422f0a78 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTopTitle.mLetterFrames
00007ffa422f0a68 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTopTitle.mLetterImages
00007ffa422f0a50 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTopTitle.mNumberOfLetters
00007ffa422f0a70 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTopTitle.mSizeOfText
00007ffa422f0a38 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTopTitle.mTextRenderer
00007ffa422f0a58 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectTableTopTitle.mTextSprite
00007ffa422f0a80 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectVignettingOverlay.mVignetteProvider
00007ffa422f0a88 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectWatercolorBackground.mPlasmaProvider
00007ffa422f0a98 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectWatercolorPanel.mBreakInformation
00007ffa422f0a90 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectWatercolorPanel.mSprites
00007ffa422f0aa0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectWatercolorPanel.mTextImage
00007ffa422f0ab0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectWatercolorPanel.mTextRenderer
00007ffa422f0aa8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectWatercolorPanel.mTextSprite
00007ffa422f0ac0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectWatercolorTitle.mTextImage
00007ffa422f0ab8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectWatercolorTitle.mTextRenderer
00007ffa422f0ac8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectWatercolorTitle.mTextSprite
00007ffa422f25e8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFlipupRenderable.color
00007ffa422f2608 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFlipupRenderable.flippedModelViewMatrix
00007ffa422f25d8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFlipupRenderable.isBreak
00007ffa422f25e0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFlipupRenderable.modelViewMatrix
00007ffa422f25d0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFlipupRenderable.needsBlend
00007ffa422f25f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFlipupRenderable.opacity
00007ffa422f25f8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFlipupRenderable.position
00007ffa422f2610 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFlipupRenderable.reflectionPosition
00007ffa422f25c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFlipupRenderable.reflectionSprite
00007ffa422f2600 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFlipupRenderable.size
00007ffa422f25b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFlipupRenderable.slide
00007ffa422f25b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFlipupRenderable.sprite
00007ffa422f25c8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFlipupRenderable.zPosition
00007ffa422f2f28 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFloatingRenderable.aspectRatio
00007ffa422f2f38 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFloatingRenderable.bottomLeft
00007ffa422f2ee8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFloatingRenderable.next
00007ffa422f2ef0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFloatingRenderable.provider
00007ffa422f2f30 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFloatingRenderable.scale
00007ffa422f2f08 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFloatingRenderable.shadowHeight
00007ffa422f2f00 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFloatingRenderable.shadowWidth
00007ffa422f2ef8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFloatingRenderable.size
00007ffa422f2ee0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFloatingRenderable.slide
00007ffa422f2f40 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFloatingRenderable.topRight
00007ffa422f2f10 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFloatingRenderable.vboOffsetPlain
00007ffa422f2f20 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFloatingRenderable.vboOffsetShadow
00007ffa422f2f18 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFloatingRenderable.vboOffsetSoft
00007ffa422f2ed8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFloatingTimeInfo.endTime
00007ffa422f2ed0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFloatingTimeInfo.startTime
00007ffa422f0b00 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFrame.mAttributes
00007ffa422f0ad8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFrame.mDescription
00007ffa422f0b08 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFrame.mFlattenedAttributes
00007ffa422f0af8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFrame.mFrameID
00007ffa422f0ae8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFrame.mInputImage
00007ffa422f0af0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFrame.mOutputImage
00007ffa422f0b10 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFrame.mPixelSize
00007ffa422f0ae0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFrame.mSlideProvider
00007ffa422f0b20 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFrameManager.mFramePools
00007ffa422f0b18 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRFrameManager.mFrameSets
00007ffa422f2548 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRGesture._currentRotation
00007ffa422f2550 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRGesture._currentScale
00007ffa422f2570 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRGesture._currentTranslation
00007ffa422f2528 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRGesture._hitBlob
00007ffa422f2530 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRGesture._linearScaleAtStart
00007ffa422f2560 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRGesture._locationInSlideAtStart
00007ffa422f2558 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRGesture._locationInViewAtStart
00007ffa422f2568 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRGesture._slideCenterAtStart
00007ffa422f2538 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRGesture._slideRotationAtStart
00007ffa422f2540 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRGesture._slideScaleAtStart
00007ffa422f3428 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGesturePanZoomRotation.countOfTouches
00007ffa422f33e0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGesturePanZoomRotation.deltaX
00007ffa422f33e8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGesturePanZoomRotation.deltaY
00007ffa422f3420 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGesturePanZoomRotation.direction
00007ffa422f3438 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGesturePanZoomRotation.isInFocusMode
00007ffa422f3440 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGesturePanZoomRotation.isInZoomMode
00007ffa422f3430 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRGesturePanZoomRotation.okToAnimate
