00007ffa437f86f0 (__DATA,__data) non-external _.compoundliteral
00007ffa1926ef10 (__TEXT,__text) non-external (was a private external) _glpNameTablePush
00007ffa1926efb7 (__TEXT,__text) non-external (was a private external) _glpNameTablePushForFunction
00007ffa1926edfa (__TEXT,__text) non-external (was a private external) _glpNameTablePut
00007ffa1926e3a3 (__TEXT,__text) non-external (was a private external) _glpNameTablePutPrecision
00007ffa1926e3fd (__TEXT,__text) non-external (was a private external) _glpNameTableSetGLSLExtensionBehavior
00007ffa1926e17b (__TEXT,__text) non-external (was a private external) _glpNameTableSetGLSLVersion
00007ffa1926efff (__TEXT,__text) non-external (was a private external) _glpNameTableSetStatementIndex
00007ffa1926f067 (__TEXT,__text) non-external (was a private external) _glpNameTableSetTopLevelBlock
00007ffa1928e579 (__TEXT,__text) non-external (was a private external) _glpNotEqualNodeGetIsFromSource
00007ffa19290a49 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetBankIndex
00007ffa19290a37 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetCompStride
00007ffa192909ff (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetExtra
00007ffa19290a63 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetOffsetExpr
00007ffa19290a25 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetPreSwizzlePrimitiveType
00007ffa19290a13 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetSwizzle
00007ffa19290a7f (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetVectorElementExpr
00007ffa19290a56 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetBankIndex
00007ffa19290a40 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetCompStride
00007ffa19290a09 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetExtra
00007ffa19290a71 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetOffsetExpr
00007ffa19290a2e (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetPreSwizzlePrimitiveType
00007ffa19290a1c (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetSwizzle
00007ffa19290a8d (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetVectorElementExpr
00007ffa1928e94f (__TEXT,__text) non-external (was a private external) _glpOpAssignNodeGetDesugar
00007ffa1922d530 (__TEXT,__text) non-external (was a private external) _glpOpenArchive
00007ffa1927863c (__TEXT,__text) non-external (was a private external) _glpOperatorAsFunctionError
00007ffa192de238 (__TEXT,__text) external _glpPPDisassemble
00007ffa19319150 (__TEXT,__const) non-external _glpPPDisassemble.shaderTargets
00007ffa4172a980 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_filters
00007ffa4172a9f0 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_formats
00007ffa4172aad0 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_types
00007ffa4172a9b0 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_wraps
00007ffa192e0fd5 (__TEXT,__text) external _glpPPDisassembleFree
00007ffa192edefc (__TEXT,__text) external _glpPPShaderLinearize
00007ffa192edf08 (__TEXT,__text) external _glpPPShaderLinearizeEx
00007ffa192ec820 (__TEXT,__text) external _glpPPShaderLinearizeStreamMgr
00007ffa192ec82c (__TEXT,__text) external _glpPPShaderLinearizeStreamMgrEx
00007ffa19290d68 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetHasOffset
00007ffa19290d5f (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetHasSrctex
00007ffa19290d56 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetOpPrimitiveType
00007ffa19290d4d (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetOpcode
00007ffa19290d44 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetReturnPrimitiveType
00007ffa191a8c9b (__TEXT,__text) external _glpPPStreamTokenDump
00007ffa191a8ca3 (__TEXT,__text) external _glpPPStreamTokenDumpFree
00007ffa192add00 (__TEXT,__text) non-external (was a private external) _glpPPTNode
00007ffa192bdab5 (__TEXT,__text) non-external (was a private external) _glpPaIdentOrType
00007ffa192bdb51 (__TEXT,__text) non-external (was a private external) _glpPaParseComment
00007ffa192be2f7 (__TEXT,__text) non-external (was a private external) _glpPaParseStrings
00007ffa192bd9e4 (__TEXT,__text) non-external (was a private external) _glpPaReservedWord
00007ffa1925a2cb (__TEXT,__text) non-external (was a private external) _glpPackConstants
00007ffa1928ebee (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetExtra
00007ffa1928ebe0 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetName
00007ffa1928ec02 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetType
00007ffa1928ebf8 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetExtra
00007ffa1928ec0f (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetType
00007ffa192bef09 (__TEXT,__text) non-external (was a private external) _glpParseContextSetGLSLVersion
00007ffa192bf02e (__TEXT,__text) non-external (was a private external) _glpParseContextValidateGLSLVersion
00007ffa192743fb (__TEXT,__text) non-external (was a private external) _glpParseQualifiers
00007ffa1925cad0 (__TEXT,__text) non-external (was a private external) _glpParseRecover
00007ffa1922be68 (__TEXT,__text) non-external (was a private external) _glpPointerHashCache_b
00007ffa1922be32 (__TEXT,__text) non-external (was a private external) _glpPointerHashGet
00007ffa1922bcc5 (__TEXT,__text) non-external (was a private external) _glpPointerHashPut
00007ffa1922bead (__TEXT,__text) non-external (was a private external) _glpPointerHashRemove
00007ffa1925bbfd (__TEXT,__text) non-external (was a private external) _glpPopulatePrecisionWidths
00007ffa1928f157 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetQualifier
00007ffa1928f171 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetType
00007ffa1928f164 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetQualifier
00007ffa1928f17f (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetType
00007ffa1925b1ca (__TEXT,__text) non-external (was a private external) _glpPrecisionIndexFromSAFlags
00007ffa1927715a (__TEXT,__text) non-external (was a private external) _glpPrecisionQualifierFromSaFlags
00007ffa19271390 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumnType
00007ffa192710b0 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumns
00007ffa19271698 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetElementType
00007ffa19271514 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRowType
00007ffa19271220 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRows
00007ffa192719dc (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPDatatype
00007ffa19271800 (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPTextarget
00007ffa19282040 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeFromString
00007ffa19271da6 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetByteStride
00007ffa19271cc4 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetBytesPerComponent
00007ffa19270d9e (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetCategory
00007ffa19270d81 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetGLType
00007ffa19271cff (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetMaxComponentsPerVec4
00007ffa19271d3c (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetNumVec4s
00007ffa1928205b (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetPrimitiveType
00007ffa19271c60 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarCount
00007ffa19271b48 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarType
00007ffa1928f54b (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeNodeGetType
00007ffa19271ba4 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeReplaceScalarType
00007ffa19246e68 (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType
00007ffa1930d900 (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType.cold.1
00007ffa19270d00 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeToString
00007ffa19270f30 (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetElementType
00007ffa19270dbb (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetLength
00007ffa19255c26 (__TEXT,__text) non-external _glpProcessComponentWiseVectorAssignment
00007ffa1919c111 (__TEXT,__text) non-external _glpProgram_PPStreamAddAddressUsage
00007ffa1919c13b (__TEXT,__text) non-external _glpProgram_PPStreamAddAttribBinding
00007ffa1919c1d3 (__TEXT,__text) non-external _glpProgram_PPStreamAddConstant
00007ffa1919c1e1 (__TEXT,__text) non-external _glpProgram_PPStreamAddLabel
00007ffa1919c0ca (__TEXT,__text) non-external _glpProgram_PPStreamAddOperation
00007ffa1919c1c5 (__TEXT,__text) non-external _glpProgram_PPStreamAddOption
00007ffa1919c187 (__TEXT,__text) non-external _glpProgram_PPStreamAddOutputBinding
00007ffa1919c11f (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBinding
00007ffa1919c12d (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBindingArray
00007ffa1919c103 (__TEXT,__text) non-external _glpProgram_PPStreamAddTempUsage
00007ffa1919c21c (__TEXT,__text) non-external _glpProgram_PPStreamResolveBranches
00007ffa1919c0bd (__TEXT,__text) non-external _glpProgram_PPStreamSetTarget
00007ffa1927c494 (__TEXT,__text) non-external (was a private external) _glpPushdownPrecision
00007ffa1928f2a5 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeAddDeclaration
00007ffa1928f285 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclaration
00007ffa1928f27c (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclarationCount
00007ffa1928f2b2 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeInsertDeclaration
00007ffa1928f295 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeSetDeclaration
00007ffa1928f205 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetName
00007ffa1928f213 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetQualifiers
00007ffa1928f220 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeSetQualifiers
00007ffa1928f4cc (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetQualifiers
00007ffa1928f4b2 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetType
00007ffa1928f4da (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetQualifiers
00007ffa1928f4bf (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetType
00007ffa192743ae (__TEXT,__text) non-external (was a private external) _glpQualifierKindOfNode
00007ffa19274390 (__TEXT,__text) non-external (was a private external) _glpQualifierKindToString
00007ffa1928fd6f (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeAddQualifier
00007ffa1928fd4f (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeGetQualifier
00007ffa1928fd46 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeGetQualifierCount
00007ffa1928fd7c (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeInsertQualifier
00007ffa1928fd5f (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeSetQualifier
00007ffa19271db4 (__TEXT,__text) non-external (was a private external) _glpQualifierName
00007ffa19290c04 (__TEXT,__text) non-external (was a private external) _glpRValueNodeGetBase
00007ffa19290c12 (__TEXT,__text) non-external (was a private external) _glpRValueNodeSetBase
00007ffa192908b7 (__TEXT,__text) non-external (was a private external) _glpRawCallNodeGetExtra
00007ffa192908a9 (__TEXT,__text) non-external (was a private external) _glpRawCallNodeGetName
00007ffa192908c1 (__TEXT,__text) non-external (was a private external) _glpRawCallNodeSetExtra
00007ffa1927d0f1 (__TEXT,__text) non-external (was a private external) _glpReInitDeserialContext
00007ffa1928e959 (__TEXT,__text) non-external (was a private external) _glpReadInputNodeGetExtra
00007ffa192879bb (__TEXT,__text) non-external (was a private external) _glpRemapValue
00007ffa192beba3 (__TEXT,__text) non-external (was a private external) _glpResetErrMsg
00007ffa19290673 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeGetExpr
00007ffa1929065f (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeGetExtra
00007ffa19290680 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeSetExpr
00007ffa19290669 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeSetExtra
00007ffa192b08e6 (__TEXT,__text) non-external _glpSAAdd
00007ffa192af2ce (__TEXT,__text) non-external _glpSAArrayAccess
00007ffa192b60aa (__TEXT,__text) non-external _glpSAArrayType
00007ffa192b19c8 (__TEXT,__text) non-external _glpSAAssign
00007ffa192b986a (__TEXT,__text) non-external _glpSAAvailabilityDeclaration
00007ffa192b9e97 (__TEXT,__text) non-external _glpSABinaryOperator
00007ffa192b141a (__TEXT,__text) non-external _glpSABitwiseAnd
00007ffa192b0826 (__TEXT,__text) non-external _glpSABitwiseNot
00007ffa192b144a (__TEXT,__text) non-external _glpSABitwiseOr
00007ffa192b147a (__TEXT,__text) non-external _glpSABitwiseXor
00007ffa192b8608 (__TEXT,__text) non-external _glpSABlock
00007ffa192b91fd (__TEXT,__text) non-external _glpSABreakStatement
00007ffa1927b6a0 (__TEXT,__text) non-external (was a private external) _glpSABuiltinPPStreamOp
00007ffa192b9b65 (__TEXT,__text) non-external _glpSACall
00007ffa192b9091 (__TEXT,__text) non-external _glpSACaseStatement
00007ffa192b25f4 (__TEXT,__text) non-external _glpSACommaExpr
00007ffa192af294 (__TEXT,__text) non-external _glpSAConstant
00007ffa192b066d (__TEXT,__text) non-external _glpSAConstructorCall
00007ffa192b92b1 (__TEXT,__text) non-external _glpSAContinueStatement
00007ffa192b9159 (__TEXT,__text) non-external _glpSADefaultStatement
00007ffa192ba430 (__TEXT,__text) non-external _glpSADeref
00007ffa192b935f (__TEXT,__text) non-external _glpSADiscardStatement
00007ffa192b0886 (__TEXT,__text) non-external _glpSADivide
00007ffa192b0bb6 (__TEXT,__text) non-external _glpSAEqual
00007ffa192b8494 (__TEXT,__text) non-external _glpSAExpressionStatement
00007ffa19275f10 (__TEXT,__text) non-external (was a private external) _glpSAFailed
00007ffa192af5b9 (__TEXT,__text) non-external _glpSAFieldAccess
00007ffa19276310 (__TEXT,__text) non-external (was a private external) _glpSAFieldAccessInternal
00007ffa192b6282 (__TEXT,__text) non-external _glpSAFieldDeclaration
00007ffa192afb9a (__TEXT,__text) non-external _glpSAFunctionCall
00007ffa192b5791 (__TEXT,__text) non-external _glpSAFunctionDefinition
00007ffa192b2a86 (__TEXT,__text) non-external _glpSAFunctionPrototype
00007ffa192b8298 (__TEXT,__text) non-external _glpSAGlobalTypeQualifier
00007ffa192b0aae (__TEXT,__text) non-external _glpSAGreater
