0000000186668990 (__TEXT,__const) non-external _A1_Table
                 (undefined) external _fegetround (from libSystem)
                 (undefined) external _fesetround (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _frexpf (from libSystem)
000000018666be8c (__TEXT,__const) non-external _gSequentialTable8
000000018666bb18 (__TEXT,__const) non-external (was a private external) _gamma1_8exp1
000000018666bb38 (__TEXT,__const) non-external (was a private external) _gamma1_8exp2
000000018666bb58 (__TEXT,__const) non-external (was a private external) _gamma1_8exp3
000000018666baf8 (__TEXT,__const) non-external (was a private external) _gamma1_8linear
000000018666bb98 (__TEXT,__const) non-external (was a private external) _gamma2_2exp1
000000018666bbb8 (__TEXT,__const) non-external (was a private external) _gamma2_2exp2
000000018666bbd8 (__TEXT,__const) non-external (was a private external) _gamma2_2exp3
000000018666bb78 (__TEXT,__const) non-external (was a private external) _gamma2_2linear
000000018666bc18 (__TEXT,__const) non-external (was a private external) _gamma2_4exp1
000000018666bc38 (__TEXT,__const) non-external (was a private external) _gamma2_4exp2
000000018666bc58 (__TEXT,__const) non-external (was a private external) _gamma2_4exp3
000000018666bbf8 (__TEXT,__const) non-external (was a private external) _gamma2_4linear
000000018666bc98 (__TEXT,__const) non-external (was a private external) _gamma3exponential
000000018666bc78 (__TEXT,__const) non-external (was a private external) _gamma3linear
000000018666c180 (__TEXT,__const) non-external (was a private external) _gaussianBlueNoise
0000000186667d60 (__TEXT,__const) non-external _gaussian_3x3
0000000186667d72 (__TEXT,__const) non-external _gaussian_5x5
00000001eb0ca760 (__DATA_DIRTY,__common) non-external (was a private external) _getCodeFragmentWithCGColorConverter
00000001eb0ca6f0 (__DATA_DIRTY,__common) non-external (was a private external) _getColorSpaceDescription
00000001eb0ca6d8 (__DATA_DIRTY,__common) non-external (was a private external) _getColorspaceTransformsWithTransform
00000001eb0ca790 (__DATA_DIRTY,__common) non-external (was a private external) _getColorspaceTransformsWithTransformWithCGColorConversionInfo
                 (undefined) external _getprogname (from libSystem)
00000001eb0ca678 (__DATA_DIRTY,__common) non-external (was a private external) _gvImageCPUCount
00000001eb0ca680 (__DATA_DIRTY,__common) non-external (was a private external) _gvImageLogicalCPUCount
000000018667928e (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_420Yp8_Cb8_Cr8
000000018667932a (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_420Yp8_CbCr8
00000001866792dc (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_422CbYCr8_AA8
000000018667906c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_422CbYCrY8
00000001866791a4 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_422CbYpCrYp16
00000001866791f2 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_422CrYpCbYpCbYpCbYpCrYpCrYp10
0000000186679378 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_422YCbYCr8
0000000186679156 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_444AYCbCr16
0000000186679108 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_444AYCbCr8
0000000186679240 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_444AYpCbCr16
00000001866790ba (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_444CbYCrA8
000000018667648c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG12bpc
000000018667696c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG16bpc
000000018667780c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG16bpcPlanar
00000001866786ac (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG16bpcPlanar_NoAlpha
000000018667510c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG1bpc
00000001866755ec (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG2bpc
0000000186676e4c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG32bpc
0000000186677cec (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG32bpcPlanar
0000000186678b8c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG32bpcPlanar_NoAlpha
0000000186675acc (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG4bpc
0000000186675fac (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG8bpc
000000018667732c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG8bpcPlanar
00000001866781cc (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG8bpcPlanar_NoAlpha
00000001866750be (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CGRGB10bitspecial_32bpp
0000000186675070 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CGRGB5bitspecial_16bpp
00000001e5bdd880 (__DATA_CONST,__const) non-external (was a private external) _kKnownPolynomials
00000001eb0ca778 (__DATA_DIRTY,__common) non-external (was a private external) _kcgColorSpaceDisplayP3
00000001eb0ca788 (__DATA_DIRTY,__common) non-external (was a private external) _kcgColorSpaceExtendedLinearSRGB
00000001eb0ca780 (__DATA_DIRTY,__common) non-external (was a private external) _kcgColorSpaceExtendedSRGB
00000001df6cdb70 (__DATA,__common) non-external (was a private external) _kcgColorSpaceSRGB
00000001df6cdb40 (__DATA,__data) external _kvImageConstDecodeArray0
00000001df6cdb38 (__DATA,__data) external _kvImageDecodeArray_16Q12Format
00000001df6cdb30 (__DATA,__data) non-external (was a private external) _kvImage_ARGBToYpCbCrMatrix_ITU_R_2020_NCL_0
00000001df6cdb20 (__DATA,__data) external _kvImage_ARGBToYpCbCrMatrix_ITU_R_601_4
00000001df6cdb28 (__DATA,__data) external _kvImage_ARGBToYpCbCrMatrix_ITU_R_709_2
00000001df6cdb18 (__DATA,__data) non-external (was a private external) _kvImage_YpCbCrToARGBMatrix_ITU_R_2020_NCL_0
00000001df6cdb08 (__DATA,__data) external _kvImage_YpCbCrToARGBMatrix_ITU_R_601_4
00000001df6cdb10 (__DATA,__data) external _kvImage_YpCbCrToARGBMatrix_ITU_R_709_2
                 (undefined) external _ldexp (from libSystem)
                 (undefined) external _ldexpf (from libSystem)
                 (undefined) external _log1pf (from libSystem)
                 (undefined) external _logf (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern4 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
0000000186545e4c (__TEXT,__text) non-external _piecewiseGamma_pixelBlock
                 (undefined) external _posix_memalign (from libSystem)
                 (undefined) external _powf (from libSystem)
00000001863e5098 (__TEXT,__text) non-external _premultiply_argb16
00000001863e50e0 (__TEXT,__text) non-external _premultiply_rgba16
                 (undefined) external _printf (from libSystem)
                 (undefined) external _pthread_get_stackaddr_np (from libSystem)
                 (undefined) external _pthread_get_stacksize_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_qos_max_parallelism (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _putchar (from libSystem)
                 (undefined) external _puts (from libSystem)
                 (undefined) external _qos_class_self (from libSystem)
                 (undefined) external _qsort (from libSystem)
00000001865e4d20 (__TEXT,__const) non-external (was a private external) _rgba_Ndot16_table
00000001863f04c8 (__TEXT,__text) non-external (was a private external) _s32BitPixelToFloatPixel
00000001863e86b0 (__TEXT,__text) non-external (was a private external) _sARGB1555toARGB8888
00000001864007a0 (__TEXT,__text) non-external (was a private external) _sBoxConvolve_ARGB8888
000000018640035c (__TEXT,__text) non-external (was a private external) _sBoxConvolve_Planar8
0000000186401e60 (__TEXT,__text) non-external (was a private external) _sBoxConvolve_PlanarF
00000001863eecec (__TEXT,__text) non-external (was a private external) _sByteSwap_Planar16U
00000001863e85d4 (__TEXT,__text) non-external (was a private external) _sClip_PlanarF
00000001863f03f4 (__TEXT,__text) non-external (was a private external) _sClip_Planar_Float
00000001863e85d0 (__TEXT,__text) non-external (was a private external) _sConvert_16Q12to16U
00000001863f4044 (__TEXT,__text) non-external (was a private external) _sConvert_16Q12to16U_preCV
00000001863e85e0 (__TEXT,__text) non-external (was a private external) _sConvert_16SToF
00000001863f2048 (__TEXT,__text) non-external (was a private external) _sConvert_16SToF_preCV
00000001863e85e8 (__TEXT,__text) non-external (was a private external) _sConvert_16UToF
00000001863f228c (__TEXT,__text) non-external (was a private external) _sConvert_16UToF_preCV
00000001863ea068 (__TEXT,__text) non-external (was a private external) _sConvert_16UToPlanar8_preCV
00000001863e85cc (__TEXT,__text) non-external (was a private external) _sConvert_16Uto16Q12
00000001863f3f18 (__TEXT,__text) non-external (was a private external) _sConvert_16Uto16Q12_preCV
00000001863e85c4 (__TEXT,__text) non-external (was a private external) _sConvert_16UtoPlanar8
00000001864c5158 (__TEXT,__text) non-external (was a private external) _sConvert_420Yp10_CbCr10ToARGB16F
00000001864c2360 (__TEXT,__text) non-external (was a private external) _sConvert_420Yp10_CbCr10ToXRGB2101010W
00000001864ba76c (__TEXT,__text) non-external (was a private external) _sConvert_420Yp8_Cb8_Cr8ToARGB8888
00000001864bb314 (__TEXT,__text) non-external (was a private external) _sConvert_420Yp8_CbCr8ToARGB8888
00000001864c6ba4 (__TEXT,__text) non-external (was a private external) _sConvert_422CbYpCrYp10ToARGB16F
00000001864c3410 (__TEXT,__text) non-external (was a private external) _sConvert_422CbYpCrYp10ToXRGB2101010W
00000001864bca68 (__TEXT,__text) non-external (was a private external) _sConvert_422CbYpCrYp16ToARGB16U
00000001864bc498 (__TEXT,__text) non-external (was a private external) _sConvert_422CbYpCrYp16ToARGB8888
00000001864b564c (__TEXT,__text) non-external (was a private external) _sConvert_422CbYpCrYp8ToARGB8888
00000001864b6ad4 (__TEXT,__text) non-external (was a private external) _sConvert_422CbYpCrYp8_AA8ToARGB8888
00000001864c00bc (__TEXT,__text) non-external (was a private external) _sConvert_422CrYpCbYpCbYpCbYpCrYpCrYp10ToARGB16Q12
00000001864bdd80 (__TEXT,__text) non-external (was a private external) _sConvert_422CrYpCbYpCbYpCbYpCrYpCrYp10ToARGB8888
00000001864c459c (__TEXT,__text) non-external (was a private external) _sConvert_422Yp10_CbCr10ToARGB16F
00000001864c18a8 (__TEXT,__text) non-external (was a private external) _sConvert_422Yp10_CbCr10ToXRGB2101010W
00000001864b4aa4 (__TEXT,__text) non-external (was a private external) _sConvert_422YpCbYpCr8ToARGB8888
00000001864bc1a4 (__TEXT,__text) non-external (was a private external) _sConvert_444AYpCbCr16ToARGB16U
00000001864bbe9c (__TEXT,__text) non-external (was a private external) _sConvert_444AYpCbCr16ToARGB8888
00000001864b7520 (__TEXT,__text) non-external (was a private external) _sConvert_444AYpCbCr8ToARGB8888
00000001864b95c4 (__TEXT,__text) non-external (was a private external) _sConvert_444CbYpCrA8ToARGB8888
00000001864bd894 (__TEXT,__text) non-external (was a private external) _sConvert_444CrYpCb10ToARGB16Q12
00000001864bd04c (__TEXT,__text) non-external (was a private external) _sConvert_444CrYpCb10ToARGB8888
00000001864b86c8 (__TEXT,__text) non-external (was a private external) _sConvert_444CrYpCb8ToARGB8888
00000001864c3e58 (__TEXT,__text) non-external (was a private external) _sConvert_444Yp10_CbCr10ToARGB16F
00000001864c1180 (__TEXT,__text) non-external (was a private external) _sConvert_444Yp10_CbCr10ToXRGB2101010W
00000001864c6524 (__TEXT,__text) non-external (was a private external) _sConvert_444YpCbCr10ToARGB16F
00000001864c2e0c (__TEXT,__text) non-external (was a private external) _sConvert_444YpCbCr10ToXRGB2101010W
00000001863e96e8 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB1555toRGB565
00000001864c5ab8 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB16FTo420Yp10_CbCr10
00000001864c7120 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB16FTo422CbYpCrYp10
00000001864c4b40 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB16FTo422Yp10_CbCr10
00000001864c4264 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB16FTo444Yp10_CbCr10
00000001864c68e0 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB16FTo444YpCbCr10
00000001864c09b4 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB16Q12To422CrYpCbYpCbYpCbYpCrYpCrYp10
00000001864bda30 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB16Q12To444CrYpCb10
00000001864bcd84 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB16UTo422CbYpCrYp16
00000001864bc338 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB16UTo444AYpCbCr16
00000001863ede8c (__TEXT,__text) non-external (was a private external) _sConvert_ARGB16UToARGB8888
00000001863f1ae8 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB16UtoARGB8888_dithered
00000001863edbbc (__TEXT,__text) non-external (was a private external) _sConvert_ARGB16UtoPlanar16U
00000001863eda5c (__TEXT,__text) non-external (was a private external) _sConvert_ARGB16UtoRGB16U
00000001863f4338 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB2101010ToRGB16U
00000001863f415c (__TEXT,__text) non-external (was a private external) _sConvert_ARGB2101010ToRGB888
00000001863f45f4 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB2101010ToRGBFFF
00000001864badb8 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB8888To420Yp8_Cb8_Cr8
00000001864bb96c (__TEXT,__text) non-external (was a private external) _sConvert_ARGB8888To420Yp8_CbCr8
00000001864bc7a0 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB8888To422CbYpCrYp16
00000001864b59c8 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB8888To422CbYpCrYp8
00000001864b6e7c (__TEXT,__text) non-external (was a private external) _sConvert_ARGB8888To422CbYpCrYp8_AA8
00000001864beb8c (__TEXT,__text) non-external (was a private external) _sConvert_ARGB8888To422CrYpCbYpCbYpCbYpCrYpCrYp10
00000001864b4e20 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB8888To422YpCbYpCr8
00000001864bc02c (__TEXT,__text) non-external (was a private external) _sConvert_ARGB8888To444AYpCbCr16
00000001864b7700 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB8888To444AYpCbCr8
00000001864b97a4 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB8888To444CbYpCrA8
00000001864bd284 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB8888To444CrYpCb10
00000001864b88a4 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB8888To444CrYpCb8
00000001863ee154 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB8888ToARGB16U
00000001863ee838 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB8888ToRGB16U
00000001863f11a4 (__TEXT,__text) non-external (was a private external) _sConvert_ARGBFFFFtoARGB8888_dithered
00000001863edb44 (__TEXT,__text) non-external (was a private external) _sConvert_BGRA16UtoRGB16U
00000001863f3754 (__TEXT,__text) non-external (was a private external) _sConvert_BuildIndexedColorLookup
00000001863f3858 (__TEXT,__text) non-external (was a private external) _sConvert_BuildIndexedColorLookupForOrderedDithering
00000001863f3214 (__TEXT,__text) non-external (was a private external) _sConvert_BuildIndexedColorTable
00000001863e85e4 (__TEXT,__text) non-external (was a private external) _sConvert_FTo16S
00000001863f215c (__TEXT,__text) non-external (was a private external) _sConvert_FTo16S_preCV
00000001863e85ec (__TEXT,__text) non-external (was a private external) _sConvert_FTo16U
00000001863f23a0 (__TEXT,__text) non-external (was a private external) _sConvert_FTo16U_preCV
00000001863f2574 (__TEXT,__text) non-external (was a private external) _sConvert_Indexed1toPlanar8
