00000001ff5e9938 (__TEXT,__text) non-external +[GKBrush brush]
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __sl_dlopen (from SoftLinking)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftAVFoundation (from libswiftAVFoundation)
0000000231ac0ef8 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftAVFoundation_$_GameCenterUICore
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreAudio (from libswiftCoreAudio)
0000000231ac0f08 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftCoreAudio_$_GameCenterUICore
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreFoundation (from libswiftCoreFoundation)
0000000231ac0ea8 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftCoreFoundation_$_GameCenterUICore
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreGraphics (from libswiftCoreFoundation)
0000000231ac0ed8 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftCoreGraphics_$_GameCenterUICore
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreImage (from libswiftCoreImage)
0000000231ac0ee0 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftCoreImage_$_GameCenterUICore
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreLocation (from libswiftCoreLocation)
0000000231ac0ef0 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftCoreLocation_$_GameCenterUICore
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreMIDI (from libswiftCoreMIDI)
0000000231ac0f18 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftCoreMIDI_$_GameCenterUICore
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreMedia (from libswiftCoreMedia)
0000000231ac0f00 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftCoreMedia_$_GameCenterUICore
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftDarwin (from libswiftDarwin)
0000000231ac0ea0 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftDarwin_$_GameCenterUICore
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftDispatch (from libswiftDispatch)
0000000231ac0eb0 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftDispatch_$_GameCenterUICore
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftFoundation (from BiomePubSub)
0000000231ac0e90 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftFoundation_$_GameCenterUICore
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftIOKit (from libswiftIOKit)
0000000231ac0ec0 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftIOKit_$_GameCenterUICore
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftIntents (from libswiftIntents)
0000000231ac0f28 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftIntents_$_GameCenterUICore
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftMetal (from libswiftMetal)
0000000231ac0ee8 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftMetal_$_GameCenterUICore
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftObjectiveC (from libswiftObjectiveC)
0000000231ac0e98 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftObjectiveC_$_GameCenterUICore
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftQuartzCore (from libswiftQuartzCore)
0000000231ac0f10 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftQuartzCore_$_GameCenterUICore
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftUniformTypeIdentifiers (from libswiftUniformTypeIdentifiers)
0000000231ac0ed0 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftUniformTypeIdentifiers_$_GameCenterUICore
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftXPC (from libswiftXPC)
0000000231ac0eb8 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftXPC_$_GameCenterUICore
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftos (from libswiftos)
0000000231ac0ec8 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftos_$_GameCenterUICore
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftsimd (from libswiftsimd)
0000000231ac0f20 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftsimd_$_GameCenterUICore
0000000231acc590 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage
0000000231acc5a8 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage
                 (undefined) external _abort (from libSystem)
000000022e851488 (__DATA,__bss) non-external _annotateOnceToken
00000001ff62274e (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 10Foundation15AttributeScopesO16GameCenterUICoreE26ExtendedMarkdownAttributesVAA0B5ScopeAdA30DecodingConfigurationProviding
00000001ff622756 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 10Foundation15AttributeScopesO16GameCenterUICoreE26ExtendedMarkdownAttributesVAA0B5ScopeAdA30EncodingConfigurationProviding
00000001ff6226ea (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 10Foundation15AttributeScopesO16GameCenterUICoreE31ExtendedMarkdownStyleAttributesV5ColorO5ValueOSHADSQ
00000001ff622712 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 10Foundation15AttributeScopesO16GameCenterUICoreE31ExtendedMarkdownStyleAttributesV5ColorOAA0H28DecodableAttributedStringKeyAdA0mnO0
00000001ff62271a (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 10Foundation15AttributeScopesO16GameCenterUICoreE31ExtendedMarkdownStyleAttributesV5ColorOAA19AttributedStringKeyAD5ValueAaIP_SH
00000001ff622702 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 10Foundation15AttributeScopesO16GameCenterUICoreE31ExtendedMarkdownStyleAttributesV5ColorOAA28DecodableAttributedStringKeyAdA0mnO0
00000001ff62270a (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 10Foundation15AttributeScopesO16GameCenterUICoreE31ExtendedMarkdownStyleAttributesV5ColorOAA28EncodableAttributedStringKeyAdA0mnO0
00000001ff62240e (__TEXT,__dlopen_cstrs) non-external _audit_stringAuthKitUI
00000001ff62245e (__TEXT,__dlopen_cstrs) non-external _audit_stringAuthKitUI
00000001ff6224ae (__TEXT,__dlopen_cstrs) non-external _audit_stringOnBoardingKit
00000001ff622506 (__TEXT,__dlopen_cstrs) non-external _audit_stringWebKit
00000001ff622549 (__TEXT,__dlopen_cstrs) non-external _audit_stringWebKit
00000001ff62258c (__TEXT,__dlopen_cstrs) non-external _audit_stringWebKit
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _class_getName (from libobjc)
000000022e8513f8 (__DATA,__bss) non-external _currentLocalPlayer.sCurrentLocalPlayer
000000022e851400 (__DATA,__bss) non-external _currentLocalPlayer.sDispatchOnceToken
                 (undefined) external _dispatch_after (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_get_current_queue (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_group_notify (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_time (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlsym (from libSystem)
000000022e851498 (__DATA,__bss) non-external _drawInRect:withContext:input:.onceToken
000000022e8514a0 (__DATA,__bss) non-external _drawInRect:withContext:input:.sTemplateContext
000000022e8514a8 (__DATA,__bss) non-external _drawInRect:withContext:input:.sTemplatePix
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fflush (from libSystem)
00000001ff5f036c (__TEXT,__text) external _findClipViewAncestorForView
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _free (from libSystem)
000000022e851380 (__DATA,__bss) non-external _getAKAppleIDAuthenticationInAppContextClass.softClass
000000022e851408 (__DATA,__bss) non-external _getAKAppleIDAuthenticationInAppContextClass.softClass
000000022e851530 (__DATA,__bss) non-external _getOBBundleClass.softClass
000000022e851548 (__DATA,__bss) non-external _getOBPrivacyFlowClass.softClass
000000022e851540 (__DATA,__bss) non-external _getOBPrivacyGameCenterIdentifierSymbolLoc.ptr
00000001ff60454c (__TEXT,__text) non-external _getWebScriptObjectClass
00000001ff605a9c (__TEXT,__text) non-external _getWebScriptObjectClass
00000001ff60be58 (__TEXT,__text) non-external _getWebScriptObjectClass
000000022e851550 (__DATA,__bss) non-external _getWebScriptObjectClass.softClass
000000022e851560 (__DATA,__bss) non-external _getWebScriptObjectClass.softClass
000000022e851580 (__DATA,__bss) non-external _getWebScriptObjectClass.softClass
000000022e851570 (__DATA,__bss) non-external _getWebViewClass.softClass
                 (undefined) external _getxattr (from libSystem)
000000022e851500 (__DATA,__bss) non-external _gkHostViewControllerInterface.hostInterface
000000022e851508 (__DATA,__bss) non-external _gkHostViewControllerInterface.onceToken
000000022e851518 (__DATA,__bss) non-external _gkServiceViewControllerInterface.onceToken
000000022e851510 (__DATA,__bss) non-external _gkServiceViewControllerInterface.serviceInterface
                 (undefined) external _gk_dispatch_as_group (from GameCenterFoundation)
                 (undefined) external _gk_dispatch_group_do (from GameCenterFoundation)
                 (undefined) external _kCAContentsScalingStretch (from QuartzCore)
                 (undefined) external _kCAFilterPlusL (from QuartzCore)
                 (undefined) external _kCAMediaTimingFunctionEaseInEaseOut (from QuartzCore)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFNull (from CoreFoundation)
                 (undefined) external _kCFRunLoopCommonModes (from CoreFoundation)
                 (undefined) external _kCGColorClear (from CoreGraphics)
                 (undefined) external _kCGImageSourceTypeIdentifierHint (from ImageIO)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_begin_catch (from libobjc)
                 (undefined) external _objc_copyWeak (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_end_catch (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_getAssociatedObject (from libobjc)
                 (undefined) external _objc_getClass (from libobjc)
                 (undefined) external _objc_getProperty (from libobjc)
                 (undefined) external _objc_initWeak (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
00000001ff6341c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$CGColor
00000001ff6341e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$CGContext
00000001ff634200 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$CGImage
00000001ff634220 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$CGImageForProposedRect:context:hints:
00000001ff634240 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$CGPath
00000001ff634260 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$GAME_CENTER
00000001ff634280 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$HTTPShouldUsePipelining
00000001ff6342a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URL
00000001ff6342c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLForApplicationWithBundleIdentifier:
00000001ff6342e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLWithString:
00000001ff634300 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$UTF8String
00000001ff634320 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_alertView:buttonIndex:
00000001ff634340 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_authenticateUsingAuthUI:authenticationResults:usernameEditable:authUIDismissHandler:completionHandler:
00000001ff634360 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_autoresizingDescription
00000001ff634380 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_catalogImageWithName:bundle:
00000001ff6343a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_didBeginSheet
00000001ff6343c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_didEndSheet
00000001ff6343e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_gkAddCancelButtonWithAction:
00000001ff634400 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_gkCGImageWithPNGData:
00000001ff634420 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_gkContentStretchInPixels
00000001ff634440 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_gkCurrentReachabilityStatus
00000001ff634460 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_gkDescriptionCuzNSViewDescriptionIzLame
00000001ff634480 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_gkDescriptionWithChildren:
00000001ff6344a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_gkDrawStretchedInRect:alpha:
00000001ff6344c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_gkExecuteActionForReturnCode:
00000001ff6344e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_gkForceNextContentUpdate
00000001ff634500 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_gkImageByScalingToSize:scale:padColor:
00000001ff634520 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_gkImageByTintingWithColor:
00000001ff634540 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_gkImageWithPNGData:
