000000018030b3e4 (__TEXT,__text) external _NSAddImage
0000000180319574 (__TEXT,__text) non-external ____ZN5dyld36Loader18applyFixupsToImageER11DiagnosticsRNS_11LoadedImageE_block_invoke_2.108
00000001803195fc (__TEXT,__text) non-external ____ZN5dyld36Loader18applyFixupsToImageER11DiagnosticsRNS_11LoadedImageE_block_invoke_2.121
0000000180319030 (__TEXT,__text) non-external ____ZN5dyld36Loader18applyFixupsToImageER11DiagnosticsRNS_11LoadedImageE_block_invoke_2.95
0000000180318ee4 (__TEXT,__text) non-external ____ZN5dyld36Loader18applyFixupsToImageER11DiagnosticsRNS_11LoadedImageE_block_invoke_3
0000000180319678 (__TEXT,__text) non-external ____ZN5dyld36Loader18applyFixupsToImageER11DiagnosticsRNS_11LoadedImageE_block_invoke_3.124
00000001803292ec (__TEXT,__text) non-external ____ZN5dyld36Loader18applyFixupsToImageER11DiagnosticsRNS_11LoadedImageE_block_invoke_3.124.cold.1
0000000180319080 (__TEXT,__text) non-external ____ZN5dyld36Loader18applyFixupsToImageER11DiagnosticsRNS_11LoadedImageE_block_invoke_3.99
0000000180318f74 (__TEXT,__text) non-external ____ZN5dyld36Loader18applyFixupsToImageER11DiagnosticsRNS_11LoadedImageE_block_invoke_4
00000001803190d0 (__TEXT,__text) non-external ____ZN5dyld36Loader18applyFixupsToImageER11DiagnosticsRNS_11LoadedImageE_block_invoke_4.101
0000000180319764 (__TEXT,__text) non-external ____ZN5dyld36Loader18applyFixupsToImageER11DiagnosticsRNS_11LoadedImageE_block_invoke_4.129
0000000180319144 (__TEXT,__text) non-external ____ZN5dyld36Loader18applyFixupsToImageER11DiagnosticsRNS_11LoadedImageE_block_invoke_5
00000001803197c8 (__TEXT,__text) non-external ____ZN5dyld36Loader18applyFixupsToImageER11DiagnosticsRNS_11LoadedImageE_block_invoke_5.132
000000018032924c (__TEXT,__text) non-external ____ZN5dyld36Loader18applyFixupsToImageER11DiagnosticsRNS_11LoadedImageE_block_invoke_5.cold.1
0000000180319828 (__TEXT,__text) non-external ____ZN5dyld36Loader18applyFixupsToImageER11DiagnosticsRNS_11LoadedImageE_block_invoke_6
0000000180317ab4 (__TEXT,__text) non-external ____ZN5dyld36Loader20mapAndFixupAllImagesER11DiagnosticsbbPbS3__block_invoke
00000001803186b0 (__TEXT,__text) non-external ____ZN5dyld36Loader20mapAndFixupAllImagesER11DiagnosticsbbPbS3__block_invoke.25
0000000180317b50 (__TEXT,__text) non-external ____ZN5dyld36Loader20mapAndFixupAllImagesER11DiagnosticsbbPbS3__block_invoke_2
00000001802fd7d8 (__TEXT,__text) non-external ____ZN5dyld36Loader21completeAllDependentsER11DiagnosticsRb_block_invoke
00000001803173c4 (__TEXT,__text) non-external ____ZN5dyld36Loader21completeAllDependentsER11DiagnosticsRb_block_invoke.7
0000000180318764 (__TEXT,__text) non-external ____ZN5dyld36Loader8mapImageER11DiagnosticsRNS_11LoadedImageEbPb_block_invoke
0000000180318a84 (__TEXT,__text) non-external ____ZN5dyld36Loader8mapImageER11DiagnosticsRNS_11LoadedImageEbPb_block_invoke.55
0000000180318c40 (__TEXT,__text) non-external ____ZN5dyld36Loader8mapImageER11DiagnosticsRNS_11LoadedImageEbPb_block_invoke.63
00000001803130f4 (__TEXT,__text) non-external ____ZN5dyld36Reaper14runTerminatorsERKNS_11LoadedImageE_block_invoke
0000000180312b70 (__TEXT,__text) non-external ____ZN5dyld36Reaper16markDependentsOfEPKNS_11LoadedImageE_block_invoke
0000000180312f78 (__TEXT,__text) non-external ____ZN5dyld36Reaper18finalizeDeadImagesEv_block_invoke
0000000180327b64 (__TEXT,__text) non-external ____ZN5dyld37closure13ClosureWriter16applyInterposingEPKNS0_13LaunchClosureE_block_invoke
0000000180327bd4 (__TEXT,__text) non-external ____ZN5dyld37closure13ClosureWriter16applyInterposingEPKNS0_13LaunchClosureE_block_invoke_2
0000000180324074 (__TEXT,__text) non-external ____ZN5dyld37closure13PathOverrides17setMainExecutableEPKNS_9MachOFileEPKc_block_invoke
0000000180325cac (__TEXT,__text) non-external ____ZN5dyld37closure14ClosureBuilder10buildImageERNS0_11ImageWriterERNS1_18BuilderLoadedImageE_block_invoke
0000000180326304 (__TEXT,__text) non-external ____ZN5dyld37closure14ClosureBuilder10buildImageERNS0_11ImageWriterERNS1_18BuilderLoadedImageE_block_invoke.41
0000000180326320 (__TEXT,__text) non-external ____ZN5dyld37closure14ClosureBuilder10buildImageERNS0_11ImageWriterERNS1_18BuilderLoadedImageE_block_invoke.45
0000000180326370 (__TEXT,__text) non-external ____ZN5dyld37closure14ClosureBuilder10buildImageERNS0_11ImageWriterERNS1_18BuilderLoadedImageE_block_invoke.52
00000001803263a4 (__TEXT,__text) non-external ____ZN5dyld37closure14ClosureBuilder10buildImageERNS0_11ImageWriterERNS1_18BuilderLoadedImageE_block_invoke.56
00000001803262ec (__TEXT,__text) non-external ____ZN5dyld37closure14ClosureBuilder10buildImageERNS0_11ImageWriterERNS1_18BuilderLoadedImageE_block_invoke_2
0000000180326358 (__TEXT,__text) non-external ____ZN5dyld37closure14ClosureBuilder10buildImageERNS0_11ImageWriterERNS1_18BuilderLoadedImageE_block_invoke_2.48
00000001803263d8 (__TEXT,__text) non-external ____ZN5dyld37closure14ClosureBuilder11addSegmentsERNS0_11ImageWriterEPKNS_13MachOAnalyzerE_block_invoke
0000000180326404 (__TEXT,__text) non-external ____ZN5dyld37closure14ClosureBuilder11addSegmentsERNS0_11ImageWriterEPKNS_13MachOAnalyzerE_block_invoke_2
0000000180326f88 (__TEXT,__text) non-external ____ZN5dyld37closure14ClosureBuilder12addFixupInfoERNS0_11ImageWriterERNS1_18BuilderLoadedImageE_block_invoke
00000001803270ac (__TEXT,__text) non-external ____ZN5dyld37closure14ClosureBuilder12addFixupInfoERNS0_11ImageWriterERNS1_18BuilderLoadedImageE_block_invoke.106
0000000180327290 (__TEXT,__text) non-external ____ZN5dyld37closure14ClosureBuilder12addFixupInfoERNS0_11ImageWriterERNS1_18BuilderLoadedImageE_block_invoke.120
0000000180329ba8 (__TEXT,__text) non-external ____ZN5dyld37closure14ClosureBuilder12addFixupInfoERNS0_11ImageWriterERNS1_18BuilderLoadedImageE_block_invoke.120.cold.1
0000000180327138 (__TEXT,__text) non-external ____ZN5dyld37closure14ClosureBuilder12addFixupInfoERNS0_11ImageWriterERNS1_18BuilderLoadedImageE_block_invoke_2
0000000180329b7c (__TEXT,__text) non-external ____ZN5dyld37closure14ClosureBuilder12addFixupInfoERNS0_11ImageWriterERNS1_18BuilderLoadedImageE_block_invoke_2.cold.1
000000018032773c (__TEXT,__text) non-external ____ZN5dyld37closure14ClosureBuilder17makeDlopenClosureEPKcPKNS0_13LaunchClosureERKNS_5ArrayINS_11LoadedImageEEEjbbbPj_block_invoke
000000018032778c (__TEXT,__text) non-external ____ZN5dyld37closure14ClosureBuilder17makeDlopenClosureEPKcPKNS0_13LaunchClosureERKNS_5ArrayINS_11LoadedImageEEEjbbbPj_block_invoke_2
0000000180327794 (__TEXT,__text) non-external ____ZN5dyld37closure14ClosureBuilder17makeDlopenClosureEPKcPKNS0_13LaunchClosureERKNS_5ArrayINS_11LoadedImageEEEjbbbPj_block_invoke_3
00000001803274e8 (__TEXT,__text) non-external ____ZN5dyld37closure14ClosureBuilder19addChainedFixupInfoERNS0_11ImageWriterERNS1_18BuilderLoadedImageE_block_invoke
0000000180327530 (__TEXT,__text) non-external ____ZN5dyld37closure14ClosureBuilder19addChainedFixupInfoERNS0_11ImageWriterERNS1_18BuilderLoadedImageE_block_invoke.128
0000000180325924 (__TEXT,__text) non-external ____ZN5dyld37closure14ClosureBuilder22forEachResolvedPathVarEPKcRKNS1_16LoadedImageChainEbNS1_11LinkageTypeEU13block_pointerFvS3_RbE_block_invoke
000000018030263c (__TEXT,__text) non-external ____ZN5dyld37closure14ClosureBuilder23recursiveLoadDependentsERNS1_16LoadedImageChainEb_block_invoke
00000001802fd224 (__TEXT,__text) non-external ____ZN5dyld37closure14ClosureBuilder23recursiveLoadDependentsERNS1_16LoadedImageChainEb_block_invoke.cold.1
0000000180325c18 (__TEXT,__text) non-external ____ZN5dyld37closure14ClosureBuilder23recursiveLoadDependentsERNS1_16LoadedImageChainEb_block_invoke_2
0000000180324b18 (__TEXT,__text) non-external ____ZN5dyld37closure14ClosureBuilder9findImageEPKcRKNS1_16LoadedImageChainERPNS1_18BuilderLoadedImageENS1_11LinkageTypeEjb_block_invoke
0000000180324c6c (__TEXT,__text) non-external ____ZN5dyld37closure14ClosureBuilder9findImageEPKcRKNS1_16LoadedImageChainERPNS1_18BuilderLoadedImageENS1_11LinkageTypeEjb_block_invoke_2
00000001803296f4 (__TEXT,__text) non-external ____ZN5dyld37closure14ClosureBuilder9findImageEPKcRKNS1_16LoadedImageChainERPNS1_18BuilderLoadedImageENS1_11LinkageTypeEjb_block_invoke_2.cold.1
0000000180314b58 (__TEXT,__text) non-external ____ZN5dyld37dlcloseEPv_block_invoke
00000001803080f8 (__TEXT,__text) non-external ____ZN5dyld39AllImages12findImageNumEjRj_block_invoke
00000001802f742c (__TEXT,__text) non-external ____ZN5dyld39AllImages12findImageNumEjRj_block_invoke.cold.1
0000000180328fcc (__TEXT,__text) non-external ____ZN5dyld39AllImages12findImageNumEjRj_block_invoke.cold.2
0000000180311c08 (__TEXT,__text) non-external ____ZN5dyld39AllImages12removeImagesERKNS_5ArrayINS_11LoadedImageEEE_block_invoke
0000000180311d30 (__TEXT,__text) non-external ____ZN5dyld39AllImages12removeImagesERKNS_5ArrayINS_11LoadedImageEEE_block_invoke_2
0000000180328a98 (__TEXT,__text) non-external ____ZN5dyld39AllImages12removeImagesERKNS_5ArrayINS_11LoadedImageEEE_block_invoke_2.cold.1
0000000180328ac0 (__TEXT,__text) non-external ____ZN5dyld39AllImages12removeImagesERKNS_5ArrayINS_11LoadedImageEEE_block_invoke_2.cold.2
000000018031215c (__TEXT,__text) non-external ____ZN5dyld39AllImages13findDependentEPKNS_11MachOLoadedEj_block_invoke
0000000180313b1c (__TEXT,__text) non-external ____ZN5dyld39AllImages14swapImageStateEjRjNS_11LoadedImage5StateES3__block_invoke
0000000180328ff8 (__TEXT,__text) non-external ____ZN5dyld39AllImages14swapImageStateEjRjNS_11LoadedImage5StateES3__block_invoke.cold.1
0000000180329020 (__TEXT,__text) non-external ____ZN5dyld39AllImages14swapImageStateEjRjNS_11LoadedImage5StateES3__block_invoke.cold.2
0000000180313230 (__TEXT,__text) non-external ____ZN5dyld39AllImages15addLoadNotifierEPFvPK11mach_headerPKcbE_block_invoke
0000000180313330 (__TEXT,__text) non-external ____ZN5dyld39AllImages15addLoadNotifierEPFvPK11mach_headerPKcbE_block_invoke_2
00000001802f27c0 (__TEXT,__text) non-external ____ZN5dyld39AllImages15addLoadNotifierEPFvPK11mach_headerlE_block_invoke
0000000180313208 (__TEXT,__text) non-external ____ZN5dyld39AllImages15addLoadNotifierEPFvPK11mach_headerlE_block_invoke_2
0000000180313550 (__TEXT,__text) non-external ____ZN5dyld39AllImages16setObjCNotifiersEPFvjPKPKcPKPK11mach_headerEPFvS2_S7_ESD__block_invoke
000000018031321c (__TEXT,__text) non-external ____ZN5dyld39AllImages17addUnloadNotifierEPFvPK11mach_headerlE_block_invoke
0000000180311528 (__TEXT,__text) non-external ____ZN5dyld39AllImages17runImageCallbacksERKNS_5ArrayINS_11LoadedImageEEE_block_invoke
0000000180328a1c (__TEXT,__text) non-external ____ZN5dyld39AllImages17runImageCallbacksERKNS_5ArrayINS_11LoadedImageEEE_block_invoke.cold.1
0000000180311504 (__TEXT,__text) non-external ____ZN5dyld39AllImages17runImageNotifiersERKNS_5ArrayINS_11LoadedImageEEE_block_invoke
00000001803133ec (__TEXT,__text) non-external ____ZN5dyld39AllImages19addBulkLoadNotifierEPFvjPPK11mach_headerPPKcE_block_invoke
0000000180312738 (__TEXT,__text) non-external ____ZN5dyld39AllImages20addNSObjectFileImageERK7OFIInfo_block_invoke
0000000180328cb4 (__TEXT,__text) non-external ____ZN5dyld39AllImages20addNSObjectFileImageERK7OFIInfo_block_invoke.cold.1
0000000180312938 (__TEXT,__text) non-external ____ZN5dyld39AllImages20forNSObjectFileImageEP19__NSObjectFileImageU13block_pointerFvR7OFIInfoE_block_invoke
0000000180313158 (__TEXT,__text) non-external ____ZN5dyld39AllImages20garbageCollectImagesEv_block_invoke
00000001802f709c (__TEXT,__text) non-external ____ZN5dyld39AllImages21runStartupInitialzersEv_block_invoke
00000001802f7520 (__TEXT,__text) non-external ____ZN5dyld39AllImages21runStartupInitialzersEv_block_invoke.cold.1
0000000180328fa4 (__TEXT,__text) non-external ____ZN5dyld39AllImages21runStartupInitialzersEv_block_invoke.cold.2
00000001802f71c8 (__TEXT,__text) non-external ____ZN5dyld39AllImages22runInitialzersBottomUpEPKNS_7closure5ImageE_block_invoke
0000000180312a40 (__TEXT,__text) non-external ____ZN5dyld39AllImages23removeNSObjectFileImageEP19__NSObjectFileImage_block_invoke
0000000180328ce0 (__TEXT,__text) non-external ____ZN5dyld39AllImages23removeNSObjectFileImageEP19__NSObjectFileImage_block_invoke.cold.1
0000000180328d08 (__TEXT,__text) non-external ____ZN5dyld39AllImages23removeNSObjectFileImageEP19__NSObjectFileImage_block_invoke.cold.2
00000001802fdf60 (__TEXT,__text) non-external ____ZN5dyld39AllImages24mirrorToOldAllImageInfosEv_block_invoke
00000001802f764c (__TEXT,__text) non-external ____ZN5dyld39AllImages25runAllInitializersInImageEPKNS_7closure5ImageEPKNS_11MachOLoadedE_block_invoke
00000001803137bc (__TEXT,__text) non-external ____ZN5dyld39AllImages27applyInterposingToDyldCacheEPKNS_7closure7ClosureEj_block_invoke
0000000180328f20 (__TEXT,__text) non-external ____ZN5dyld39AllImages27applyInterposingToDyldCacheEPKNS_7closure7ClosureEj_block_invoke.cold.1
0000000180328f4c (__TEXT,__text) non-external ____ZN5dyld39AllImages27applyInterposingToDyldCacheEPKNS_7closure7ClosureEj_block_invoke.cold.2
0000000180328f78 (__TEXT,__text) non-external ____ZN5dyld39AllImages27applyInterposingToDyldCacheEPKNS_7closure7ClosureEj_block_invoke.cold.3
000000018031397c (__TEXT,__text) non-external ____ZN5dyld39AllImages27applyInterposingToDyldCacheEPKNS_7closure7ClosureEj_block_invoke_2
0000000180311360 (__TEXT,__text) non-external ____ZN5dyld39AllImages4initEPKNS_7closure13LaunchClosureEPK15DyldSharedCachePKcRKNS_5ArrayINS_11LoadedImageEEE_block_invoke
0000000180311440 (__TEXT,__text) non-external ____ZN5dyld39AllImages9addImagesERKNS_5ArrayINS_11LoadedImageEEE_block_invoke
0000000180315924 (__TEXT,__text) non-external ____ZN5dyld3L12dlsym_searchEPKcRKNS_11LoadedImageEbU13block_pointerFPKNS_11MachOLoadedES7_jEPb_block_invoke
0000000180315930 (__TEXT,__text) non-external ____ZN5dyld3L12dlsym_searchEPKcRKNS_11LoadedImageEbU13block_pointerFPKNS_11MachOLoadedES7_jEPb_block_invoke_2
0000000180316f7c (__TEXT,__text) non-external ____ZN5dyld3L14flatFindSymbolEPKcPPvPPK11mach_header_block_invoke
0000000180316f88 (__TEXT,__text) non-external ____ZN5dyld3L14flatFindSymbolEPKcPPvPPK11mach_header_block_invoke_2
00000001803156e8 (__TEXT,__text) non-external ____ZN5dyld3L18linkedDylibVersionEPK11mach_headerPKc_block_invoke
00000001802f4644 (__TEXT,__text) non-external ____ZN5dyld3L32dyld_get_image_versions_internalEPK11mach_headerU13block_pointerFvjjjE_block_invoke
00000001803107f4 (__TEXT,__text) non-external ____ZNK15DyldSharedCache10mappedSizeEv_block_invoke
0000000180310cd4 (__TEXT,__text) non-external ____ZNK15DyldSharedCache26changeDataConstPermissionsEjjPFvPKczE_block_invoke
0000000180310f0c (__TEXT,__text) non-external ____ZNK15DyldSharedCache7objcOptEv_block_invoke
000000018031b354 (__TEXT,__text) non-external ____ZNK5dyld311MachOLoaded11segmentNameEj_block_invoke
000000018031ade8 (__TEXT,__text) non-external ____ZNK5dyld311MachOLoaded13getLayoutInfoERNS0_10LayoutInfoE_block_invoke
000000018031b384 (__TEXT,__text) non-external ____ZNK5dyld311MachOLoaded17findClosestSymbolEyPPKcPy_block_invoke
000000018031af74 (__TEXT,__text) non-external ____ZNK5dyld311MachOLoaded17hasExportedSymbolEPKcU13block_pointerFPKS0_S4_jEPPvPb_block_invoke
000000018031afc4 (__TEXT,__text) non-external ____ZNK5dyld311MachOLoaded18findExportedSymbolER11DiagnosticsPKcbRNS0_11FoundSymbolEU13block_pointerFPKS0_S8_jE_block_invoke
000000018031b1c4 (__TEXT,__text) non-external ____ZNK5dyld311MachOLoaded18findExportedSymbolER11DiagnosticsPKcbRNS0_11FoundSymbolEU13block_pointerFPKS0_S8_jE_block_invoke.42
000000018031b240 (__TEXT,__text) non-external ____ZNK5dyld311MachOLoaded18findExportedSymbolER11DiagnosticsPKcbRNS0_11FoundSymbolEU13block_pointerFPKS0_S8_jE_block_invoke_2
00000001802f2cb8 (__TEXT,__text) non-external ____ZNK5dyld311MachOLoaded18findSectionContentEPKcS2_Ry_block_invoke
00000001802fcdd0 (__TEXT,__text) non-external ____ZNK5dyld311MachOLoaded19dependentDylibCountEv_block_invoke
000000018031b8b4 (__TEXT,__text) non-external ____ZNK5dyld311MachOLoaded21fixupAllChainedFixupsER11DiagnosticsPK28dyld_chained_starts_in_imagemNS_5ArrayIPKvEEU13block_pointerFvPvSA_E_block_invoke
00000001802f9488 (__TEXT,__text) non-external ____ZNK5dyld311MachOLoaded23getLinkEditLoadCommandsER11DiagnosticsRNS0_12LinkEditInfoE_block_invoke
000000018031bdbc (__TEXT,__text) non-external ____ZNK5dyld311MachOLoaded27forEachFixupInSegmentChainsER11DiagnosticsPK30dyld_chained_starts_in_segmentbU13block_pointerFvPNS0_25ChainedFixupPointerOnDiskES5_RbE_block_invoke
0000000180301694 (__TEXT,__text) non-external ____ZNK5dyld311MachOLoaded28forEachCDHashOfCodeSignatureEPKvmU13block_pointerFvPKhE_block_invoke
000000018031b2c0 (__TEXT,__text) non-external ____ZNK5dyld311MachOLoaded8getSlideEv_block_invoke
00000001803201d8 (__TEXT,__text) non-external ____ZNK5dyld313MachOAnalyzer11forEachBindER11DiagnosticsU13block_pointerFvPKcRKNS_11MachOLoaded12LinkEditInfoEPKNS_9MachOFile11SegmentInfoEbbjijhyhS4_bbyRbEU13block_pointerFvS4_E_block_invoke
00000001803201b0 (__TEXT,__text) non-external ____ZNK5dyld313MachOAnalyzer11forEachBindER11DiagnosticsU13block_pointerFvyiPKcbbyRbEU13block_pointerFvS4_E_block_invoke
000000018032000c (__TEXT,__text) non-external ____ZNK5dyld313MachOAnalyzer11forEachBindER11DiagnosticsU13block_pointerFvyihPKcbbyRbEU13block_pointerFvS4_E_block_invoke
0000000180320134 (__TEXT,__text) non-external ____ZNK5dyld313MachOAnalyzer11forEachBindER11DiagnosticsU13block_pointerFvyihPKcbbyRbEU13block_pointerFvS4_E_block_invoke.185
00000001803219b8 (__TEXT,__text) non-external ____ZNK5dyld313MachOAnalyzer12forEachRPathEU13block_pointerFvPKcRbE_block_invoke
0000000180304440 (__TEXT,__text) non-external ____ZNK5dyld313MachOAnalyzer12segmentCountEv_block_invoke
000000018031cd80 (__TEXT,__text) non-external ____ZNK5dyld313MachOAnalyzer13enforceFormatENS0_9MalformedE_block_invoke
000000018031edcc (__TEXT,__text) non-external ____ZNK5dyld313MachOAnalyzer13forEachRebaseER11DiagnosticsU13block_pointerFvPKcRKNS_11MachOLoaded12LinkEditInfoEPKNS_9MachOFile11SegmentInfoEbjhyNS0_6RebaseERbE_block_invoke
000000018031e5f0 (__TEXT,__text) non-external ____ZNK5dyld313MachOAnalyzer13forEachRebaseER11DiagnosticsU13block_pointerFvybRbE_block_invoke
000000018031e684 (__TEXT,__text) non-external ____ZNK5dyld313MachOAnalyzer13forEachRebaseER11DiagnosticsU13block_pointerFvybRbE_block_invoke.141
000000018031e96c (__TEXT,__text) non-external ____ZNK5dyld313MachOAnalyzer13forEachRebaseER11DiagnosticsbU13block_pointerFvyRbE_block_invoke
000000018030112c (__TEXT,__text) non-external ____ZNK5dyld313MachOAnalyzer13validBindInfoER11DiagnosticsPKc_block_invoke
