00007ffa42c1a960 (__DATA,__data) non-external _.compoundliteral
00007ffa19f8b0f2 (__TEXT,__text) non-external _glpMakeSwizzle
00007ffa19f967b0 (__TEXT,__text) non-external _glpMakeSwizzle
00007ffa19f9edf4 (__TEXT,__text) non-external _glpMakeSwizzle
00007ffa19febafe (__TEXT,__text) non-external _glpMakeSwizzle
00007ffa19fbe9e4 (__TEXT,__text) non-external (was a private external) _glpMakeTemporary
00007ffa19fca1c7 (__TEXT,__text) non-external (was a private external) _glpMakeTopLevelNode
00007ffa19fc74f5 (__TEXT,__text) non-external (was a private external) _glpMakeTypeConversionNode
00007ffa19fc7606 (__TEXT,__text) non-external (was a private external) _glpMakeTypeIdentifierNode
00007ffa19f6981b (__TEXT,__text) non-external (was a private external) _glpMakeTypeSize
00007ffa19f69217 (__TEXT,__text) non-external (was a private external) _glpMakeTypedValueHash
00007ffa19fe40a0 (__TEXT,__text) non-external (was a private external) _glpMakeTypedVariableFragment
00007ffa19fc7c66 (__TEXT,__text) non-external (was a private external) _glpMakeUnaryPlusNode
00007ffa19fc783a (__TEXT,__text) non-external (was a private external) _glpMakeUndeterminedCallNode
00007ffa19f952e6 (__TEXT,__text) non-external (was a private external) _glpMakeUnnamedInterfaceBlockObject
00007ffa19fe4465 (__TEXT,__text) non-external (was a private external) _glpMakeUnopFuncallFragment
00007ffa19fe36fd (__TEXT,__text) non-external (was a private external) _glpMakeVRLFunctionFragment
00007ffa19fc8bda (__TEXT,__text) non-external (was a private external) _glpMakeVariableDeclarationGroupNode
00007ffa19fc8ad9 (__TEXT,__text) non-external (was a private external) _glpMakeVariableDeclarationNode
00007ffa19fc758d (__TEXT,__text) non-external (was a private external) _glpMakeVariableIdentifierNode
00007ffa19f94ff7 (__TEXT,__text) non-external (was a private external) _glpMakeVariableObject
00007ffa19f9f47b (__TEXT,__text) non-external (was a private external) _glpMakeVertexInputBindings
00007ffa19fe4656 (__TEXT,__text) non-external (was a private external) _glpMakeWhileFragment
00007ffa19fc8622 (__TEXT,__text) non-external (was a private external) _glpMakeWriteOutputNode
00007ffa19f6a240 (__TEXT,__text) non-external _glpMallocAlloc
00007ffa1a008b5e (__TEXT,__text) non-external _glpMallocAlloc
00007ffa19f6a273 (__TEXT,__text) non-external _glpMallocFree
00007ffa1a008b91 (__TEXT,__text) non-external _glpMallocFree
00007ffa19f6a258 (__TEXT,__text) non-external _glpMallocRealloc
00007ffa1a008b76 (__TEXT,__text) non-external _glpMallocRealloc
00007ffa19fbec92 (__TEXT,__text) non-external (was a private external) _glpMangleSideEffectsWithNewResult
00007ffa19f8514e (__TEXT,__text) non-external _glpMatchInputSize
00007ffa19f85934 (__TEXT,__text) non-external _glpMatchInputSize3
00007ffa19f9f326 (__TEXT,__text) non-external (was a private external) _glpMergeInterfaceBlocks
00007ffa19f6b580 (__TEXT,__text) non-external (was a private external) _glpMergeRemapValue
00007ffa19f9f11b (__TEXT,__text) non-external (was a private external) _glpMergeUniforms
00007ffa19f90668 (__TEXT,__text) non-external _glpMetalGetArgTypeNameFromASTType
00007ffa19fc7a5e (__TEXT,__text) non-external (was a private external) _glpMethodCallNodeGetName
00007ffa19fc7a6c (__TEXT,__text) non-external (was a private external) _glpMethodCallNodeGetReceiver
00007ffa19fc7a7d (__TEXT,__text) non-external (was a private external) _glpMethodCallNodeSetReceiver
00007ffa19fea148 (__TEXT,__text) non-external _glpMutableValueFromVec
00007ffa19fa82ad (__TEXT,__text) non-external (was a private external) _glpNameTableGet
00007ffa19fa8ef8 (__TEXT,__text) non-external (was a private external) _glpNameTableGetCurrentFunction
00007ffa19fa8262 (__TEXT,__text) non-external (was a private external) _glpNameTableGetGLSLVersion
00007ffa19fa8208 (__TEXT,__text) non-external (was a private external) _glpNameTableGetLanguage
00007ffa19fa8f05 (__TEXT,__text) non-external (was a private external) _glpNameTableGetPrecision
00007ffa19fa8298 (__TEXT,__text) non-external (was a private external) _glpNameTableIsExtensionEnabled
00007ffa19fa8e8e (__TEXT,__text) non-external (was a private external) _glpNameTablePop
00007ffa19fa8d8d (__TEXT,__text) non-external (was a private external) _glpNameTablePush
00007ffa19fa8e36 (__TEXT,__text) non-external (was a private external) _glpNameTablePushForFunction
00007ffa19fa8c75 (__TEXT,__text) non-external (was a private external) _glpNameTablePut
00007ffa19fa8214 (__TEXT,__text) non-external (was a private external) _glpNameTablePutPrecision
00007ffa19fa826e (__TEXT,__text) non-external (was a private external) _glpNameTableSetGLSLExtensionBehavior
00007ffa19fa7fec (__TEXT,__text) non-external (was a private external) _glpNameTableSetGLSLVersion
00007ffa19fa8e7e (__TEXT,__text) non-external (was a private external) _glpNameTableSetStatementIndex
00007ffa19fa8ee7 (__TEXT,__text) non-external (was a private external) _glpNameTableSetTopLevelBlock
00007ffa19fc824d (__TEXT,__text) non-external (was a private external) _glpNotEqualNodeGetIsFromSource
00007ffa19fca558 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetBankIndex
00007ffa19fca546 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetCompStride
00007ffa19fca50e (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetExtra
00007ffa19fca572 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetOffsetExpr
00007ffa19fca534 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetPreSwizzlePrimitiveType
00007ffa19fca522 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetSwizzle
00007ffa19fca58e (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetVectorElementExpr
00007ffa19fca565 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetBankIndex
00007ffa19fca54f (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetCompStride
00007ffa19fca518 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetExtra
00007ffa19fca580 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetOffsetExpr
00007ffa19fca53d (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetPreSwizzlePrimitiveType
00007ffa19fca52b (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetSwizzle
00007ffa19fca59c (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetVectorElementExpr
00007ffa19fc860e (__TEXT,__text) non-external (was a private external) _glpOpAssignNodeGetDesugar
00007ffa19f6a510 (__TEXT,__text) non-external (was a private external) _glpOpenArchive
00007ffa19fb249a (__TEXT,__text) non-external (was a private external) _glpOperatorAsFunctionError
00007ffa1a00dd30 (__TEXT,__text) external _glpPPDisassemble
00007ffa1a048dd0 (__TEXT,__const) non-external _glpPPDisassemble.shaderTargets
00007ffa41b0e3e0 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_filters
00007ffa41b0e450 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_formats
00007ffa41b0e410 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_wraps
00007ffa1a010c23 (__TEXT,__text) external _glpPPDisassembleFree
00007ffa1a01dbd8 (__TEXT,__text) external _glpPPShaderLinearize
00007ffa1a01dbe4 (__TEXT,__text) external _glpPPShaderLinearizeEx
00007ffa1a01c510 (__TEXT,__text) external _glpPPShaderLinearizeStreamMgr
00007ffa1a01c51c (__TEXT,__text) external _glpPPShaderLinearizeStreamMgrEx
00007ffa19fca875 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetHasOffset
00007ffa19fca86c (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetHasSrctex
00007ffa19fca863 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetOpPrimitiveType
00007ffa19fca85a (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetOpcode
00007ffa19fca851 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetReturnPrimitiveType
00007ffa19ee5c51 (__TEXT,__text) external _glpPPStreamTokenDump
00007ffa19ee5c59 (__TEXT,__text) external _glpPPStreamTokenDumpFree
00007ffa19febf2f (__TEXT,__text) non-external _glpPPTFunctionDefinition
00007ffa19febbd0 (__TEXT,__text) non-external (was a private external) _glpPPTNode
00007ffa19fec141 (__TEXT,__text) non-external _glpPPTRawCall
00007ffa19fec050 (__TEXT,__text) non-external _glpPPTSwitchStatement
00007ffa19febdb8 (__TEXT,__text) non-external _glpPPTVariableDeclaration
00007ffa19ffb70b (__TEXT,__text) non-external (was a private external) _glpPaIdentOrType
00007ffa19ffb7fb (__TEXT,__text) non-external (was a private external) _glpPaParseComment
00007ffa19ffbfaf (__TEXT,__text) non-external (was a private external) _glpPaParseStrings
00007ffa19ffb638 (__TEXT,__text) non-external (was a private external) _glpPaReservedWord
00007ffa19f93f5b (__TEXT,__text) non-external (was a private external) _glpPackConstants
00007ffa19fc8891 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetExtra
00007ffa19fc8883 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetName
00007ffa19fc88a5 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetType
00007ffa19fc889b (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetExtra
00007ffa19fc88b2 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetType
00007ffa19ffcbc6 (__TEXT,__text) non-external (was a private external) _glpParseContextSetGLSLVersion
00007ffa19ffcce4 (__TEXT,__text) non-external (was a private external) _glpParseContextValidateGLSLVersion
00007ffa19fae25e (__TEXT,__text) non-external (was a private external) _glpParseQualifiers
00007ffa19f968fc (__TEXT,__text) non-external (was a private external) _glpParseRecover
00007ffa19f68e56 (__TEXT,__text) non-external (was a private external) _glpPointerHashCache_b
00007ffa19f68e22 (__TEXT,__text) non-external (was a private external) _glpPointerHashGet
00007ffa19f68cda (__TEXT,__text) non-external (was a private external) _glpPointerHashPut
00007ffa19f68e99 (__TEXT,__text) non-external (was a private external) _glpPointerHashRemove
00007ffa19f95a0e (__TEXT,__text) non-external (was a private external) _glpPopulatePrecisionWidths
00007ffa19fc8da3 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetQualifier
00007ffa19fc8dbd (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetType
00007ffa19fc8db0 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetQualifier
00007ffa19fc8dcb (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetType
00007ffa19f94f59 (__TEXT,__text) non-external (was a private external) _glpPrecisionIndexFromSAFlags
00007ffa19fb0fee (__TEXT,__text) non-external (was a private external) _glpPrecisionQualifierFromSaFlags
00007ffa19fab260 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumnType
00007ffa19faaf80 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumns
00007ffa19fab568 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetElementType
00007ffa19fab3e4 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRowType
00007ffa19fab0f0 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRows
00007ffa19fab8ac (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPDatatype
00007ffa19fab6d0 (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPTextarget
00007ffa19fbbef0 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeFromString
00007ffa19fabc89 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetByteStride
00007ffa19fabba4 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetBytesPerComponent
00007ffa19faac6d (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetCategory
00007ffa19faac50 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetGLType
00007ffa19fabbdf (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetMaxComponentsPerVec4
00007ffa19fabc1c (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetNumVec4s
00007ffa19fbbf0b (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetPrimitiveType
00007ffa19fabb40 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarCount
00007ffa19faba18 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarType
00007ffa19fc9157 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeNodeGetType
00007ffa19faba74 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeReplaceScalarType
00007ffa19f7f964 (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType
00007ffa1a03ccd0 (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType.cold.1
00007ffa19faaba0 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeToString
00007ffa19faae00 (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetElementType
00007ffa19faac8a (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetLength
00007ffa19f8edb1 (__TEXT,__text) non-external _glpProcessComponentWiseVectorAssignment
00007ffa19ed9237 (__TEXT,__text) non-external _glpProgram_PPStreamAddAddressUsage
00007ffa19ed9261 (__TEXT,__text) non-external _glpProgram_PPStreamAddAttribBinding
00007ffa19ed92fa (__TEXT,__text) non-external _glpProgram_PPStreamAddConstant
00007ffa19ed9308 (__TEXT,__text) non-external _glpProgram_PPStreamAddLabel
00007ffa19ed91f0 (__TEXT,__text) non-external _glpProgram_PPStreamAddOperation
00007ffa19ed92ec (__TEXT,__text) non-external _glpProgram_PPStreamAddOption
00007ffa19ed92ae (__TEXT,__text) non-external _glpProgram_PPStreamAddOutputBinding
00007ffa19ed9245 (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBinding
00007ffa19ed9253 (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBindingArray
00007ffa19ed9229 (__TEXT,__text) non-external _glpProgram_PPStreamAddTempUsage
00007ffa19ed9341 (__TEXT,__text) non-external _glpProgram_PPStreamResolveBranches
00007ffa19ed91e3 (__TEXT,__text) non-external _glpProgram_PPStreamSetTarget
00007ffa19fb63d8 (__TEXT,__text) non-external (was a private external) _glpPushdownPrecision
00007ffa19fc8ee0 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeAddDeclaration
00007ffa19fc8ec0 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclaration
00007ffa19fc8eb7 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclarationCount
00007ffa19fc8eed (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeInsertDeclaration
00007ffa19fc8ed0 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeSetDeclaration
00007ffa19fc8e40 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetName
00007ffa19fc8e4e (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetQualifiers
00007ffa19fc8e5b (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeSetQualifiers
00007ffa19fc90d8 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetQualifiers
00007ffa19fc90be (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetType
00007ffa19fc90e6 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetQualifiers
00007ffa19fc90cb (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetType
00007ffa19fae211 (__TEXT,__text) non-external (was a private external) _glpQualifierKindOfNode
00007ffa19fae1f0 (__TEXT,__text) non-external (was a private external) _glpQualifierKindToString
00007ffa19fc993f (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeAddQualifier
00007ffa19fc991f (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeGetQualifier
00007ffa19fc9916 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeGetQualifierCount
00007ffa19fc994c (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeInsertQualifier
00007ffa19fc992f (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeSetQualifier
00007ffa19fabc97 (__TEXT,__text) non-external (was a private external) _glpQualifierName
00007ffa19fca719 (__TEXT,__text) non-external (was a private external) _glpRValueNodeGetBase
00007ffa19fca727 (__TEXT,__text) non-external (was a private external) _glpRValueNodeSetBase
00007ffa19fca3dd (__TEXT,__text) non-external (was a private external) _glpRawCallNodeGetExtra
00007ffa19fca3cf (__TEXT,__text) non-external (was a private external) _glpRawCallNodeGetName
00007ffa19fca3e7 (__TEXT,__text) non-external (was a private external) _glpRawCallNodeSetExtra
