00007ff8084543d0 (__TEXT,__const) non-external _A1_Table
00007ff8079bb180 (__TEXT,__text) non-external (was a private external) _vConvolve_Planar8
00007ff8079bb9f0 (__TEXT,__text) non-external (was a private external) _vConvolve_PlanarF
00007ff8081c4240 (__TEXT,__text) non-external (was a private external) _vDeepmapConvertRowA8_YCC16StoRGBA8888_avx
00007ff80835c750 (__TEXT,__text) non-external (was a private external) _vDeepmapConvertRowA8_YCC16StoRGBA8888_avx2
00007ff8078b8fd0 (__TEXT,__text) non-external (was a private external) _vDeepmapConvertRowA8_YCC16StoRGBA8888_avx512
00007ff808041140 (__TEXT,__text) non-external (was a private external) _vDeepmapConvertRowA8_YCC16StoRGBA8888_sse4_1
00007ff807d350e0 (__TEXT,__text) non-external (was a private external) _vDeepmapConvertRowA8_YCC16StoRGBA8888_vec
00007ff8081c4050 (__TEXT,__text) non-external (was a private external) _vDeepmapRowLoadYCC_avx
00007ff80835c4d0 (__TEXT,__text) non-external (was a private external) _vDeepmapRowLoadYCC_avx2
00007ff8078b8d20 (__TEXT,__text) non-external (was a private external) _vDeepmapRowLoadYCC_avx512
00007ff808040f30 (__TEXT,__text) non-external (was a private external) _vDeepmapRowLoadYCC_sse4_1
00007ff807d34ed0 (__TEXT,__text) non-external (was a private external) _vDeepmapRowLoadYCC_vec
00007ff8081c3e50 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictLeft_avx
00007ff80835c2d0 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictLeft_avx2
00007ff8078867b0 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictLeft_avx512
00007ff808040d30 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictLeft_sse4_1
00007ff807d34cd0 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictLeft_vec
00007ff8081c3f20 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictMean_avx
00007ff80835c3a0 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictMean_avx2
00007ff807886d80 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictMean_avx512
00007ff808040e00 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictMean_sse4_1
00007ff807d34da0 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictMean_vec
00007ff8081c3b90 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictUp_avx
00007ff80835c070 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictUp_avx2
00007ff807886880 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictUp_avx512
00007ff808040a90 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictUp_sse4_1
00007ff807d34a30 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictUp_vec
00007ff8081939a0 (__TEXT,__text) non-external (was a private external) _vDilateFP_CV_avx
00007ff808328af0 (__TEXT,__text) non-external (was a private external) _vDilateFP_CV_avx2
00007ff807e7be20 (__TEXT,__text) non-external (was a private external) _vDilateFP_CV_avx512
00007ff808011080 (__TEXT,__text) non-external (was a private external) _vDilateFP_CV_sse4_1
00007ff807d05020 (__TEXT,__text) non-external (was a private external) _vDilateFP_CV_vec
00007ff8081a7ed0 (__TEXT,__text) non-external (was a private external) _vDilateFP_Interleaved_CV_avx
00007ff80833dc30 (__TEXT,__text) non-external (was a private external) _vDilateFP_Interleaved_CV_avx2
00007ff807e91260 (__TEXT,__text) non-external (was a private external) _vDilateFP_Interleaved_CV_avx512
00007ff808024380 (__TEXT,__text) non-external (was a private external) _vDilateFP_Interleaved_CV_sse4_1
00007ff807d18320 (__TEXT,__text) non-external (was a private external) _vDilateFP_Interleaved_CV_vec
00007ff80819da50 (__TEXT,__text) non-external (was a private external) _vDilate_Interleaved_CV_avx
00007ff808332dd0 (__TEXT,__text) non-external (was a private external) _vDilate_Interleaved_CV_avx2
00007ff807e85dd0 (__TEXT,__text) non-external (was a private external) _vDilate_Interleaved_CV_avx512
00007ff80801a760 (__TEXT,__text) non-external (was a private external) _vDilate_Interleaved_CV_sse4_1
00007ff807d0e700 (__TEXT,__text) non-external (was a private external) _vDilate_Interleaved_CV_vec
00007ff808185df0 (__TEXT,__text) non-external (was a private external) _vDilate_ZeroCenter_CV_avx
00007ff80831af30 (__TEXT,__text) non-external (was a private external) _vDilate_ZeroCenter_CV_avx2
00007ff807e6f4a0 (__TEXT,__text) non-external (was a private external) _vDilate_ZeroCenter_CV_avx512
00007ff808002ea0 (__TEXT,__text) non-external (was a private external) _vDilate_ZeroCenter_CV_sse4_1
00007ff807cf6e40 (__TEXT,__text) non-external (was a private external) _vDilate_ZeroCenter_CV_vec
00007ff8081945d0 (__TEXT,__text) non-external (was a private external) _vErodeFP_CV_avx
00007ff8083298d0 (__TEXT,__text) non-external (was a private external) _vErodeFP_CV_avx2
00007ff807e7cd40 (__TEXT,__text) non-external (was a private external) _vErodeFP_CV_avx512
00007ff808011cb0 (__TEXT,__text) non-external (was a private external) _vErodeFP_CV_sse4_1
00007ff807d05c50 (__TEXT,__text) non-external (was a private external) _vErodeFP_CV_vec
00007ff8081a8d30 (__TEXT,__text) non-external (was a private external) _vErodeFP_Interleaved_CV_avx
00007ff80833eca0 (__TEXT,__text) non-external (was a private external) _vErodeFP_Interleaved_CV_avx2
00007ff807e92440 (__TEXT,__text) non-external (was a private external) _vErodeFP_Interleaved_CV_avx512
00007ff808025250 (__TEXT,__text) non-external (was a private external) _vErodeFP_Interleaved_CV_sse4_1
00007ff807d191f0 (__TEXT,__text) non-external (was a private external) _vErodeFP_Interleaved_CV_vec
00007ff80818a1c0 (__TEXT,__text) non-external (was a private external) _vErode_CV_avx
00007ff808320840 (__TEXT,__text) non-external (was a private external) _vErode_CV_avx2
00007ff807e76080 (__TEXT,__text) non-external (was a private external) _vErode_CV_avx512
00007ff808007300 (__TEXT,__text) non-external (was a private external) _vErode_CV_sse4_1
00007ff807cfb2a0 (__TEXT,__text) non-external (was a private external) _vErode_CV_vec
00007ff80819f270 (__TEXT,__text) non-external (was a private external) _vErode_Interleaved_CV_avx
00007ff808334950 (__TEXT,__text) non-external (was a private external) _vErode_Interleaved_CV_avx2
00007ff807e87b70 (__TEXT,__text) non-external (was a private external) _vErode_Interleaved_CV_avx512
00007ff80801c040 (__TEXT,__text) non-external (was a private external) _vErode_Interleaved_CV_sse4_1
00007ff807d0ffe0 (__TEXT,__text) non-external (was a private external) _vErode_Interleaved_CV_vec
00007ff807983990 (__TEXT,__text) non-external (was a private external) _vExtractChannel_ARGB16U
00007ff807a5e940 (__TEXT,__text) non-external (was a private external) _vExtractChannel_ARGB16U_avx2
00007ff8079836a0 (__TEXT,__text) non-external (was a private external) _vExtractChannel_ARGB8888
00007ff807a5e4d0 (__TEXT,__text) non-external (was a private external) _vExtractChannel_ARGB8888_avx2
00007ff807983ef0 (__TEXT,__text) non-external (was a private external) _vExtractChannel_ARGBFFFF
00007ff807a5f0d0 (__TEXT,__text) non-external (was a private external) _vExtractChannel_ARGBFFFF_avx2
00007ff808125af0 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA10To420Yp10P32_CbCr10P32_avx
00007ff8082c1120 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA10To420Yp10P32_CbCr10P32_avx2
00007ff807e1dcc0 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA10To420Yp10P32_CbCr10P32_avx512
00007ff807f9dea0 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA10To420Yp10P32_CbCr10P32_sse4_1
00007ff807c91e40 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA10To420Yp10P32_CbCr10P32_vec
00007ff808124ff0 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA10To420Yp10_CbCr10_avx
00007ff8082c0620 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA10To420Yp10_CbCr10_avx2
00007ff807e1d2a0 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA10To420Yp10_CbCr10_avx512
00007ff807f9d320 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA10To420Yp10_CbCr10_sse4_1
00007ff807c912c0 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA10To420Yp10_CbCr10_vec
00007ff808124450 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA8To420Yp8_CbCr8_avx
00007ff8082bfa20 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA8To420Yp8_CbCr8_avx2
00007ff807e1c400 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA8To420Yp8_CbCr8_avx512
00007ff807f9c730 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA8To420Yp8_CbCr8_sse4_1
00007ff807c906d0 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA8To420Yp8_CbCr8_vec
00007ff80797d850 (__TEXT,__text) non-external (was a private external) _vFillBy16
00007ff807948de0 (__TEXT,__text) non-external (was a private external) _vFillBy16_AVX
00007ff80794d510 (__TEXT,__text) non-external (was a private external) _vFlattenARGB8888ToRGB888
00007ff807984450 (__TEXT,__text) non-external (was a private external) _vFlattenARGBFFFFToRGBFFF
00007ff8079499d0 (__TEXT,__text) non-external (was a private external) _vFlattenARGBFFFFToRGBFFF_AVX
00007ff8079502f0 (__TEXT,__text) non-external (was a private external) _vFlattenBGRA8888ToRGB888
00007ff807987570 (__TEXT,__text) non-external (was a private external) _vFlattenBGRAFFFFToRGBFFF
00007ff80794c0d0 (__TEXT,__text) non-external (was a private external) _vFlattenBGRAFFFFToRGBFFF_AVX
00007ff80794ec40 (__TEXT,__text) non-external (was a private external) _vFlattenRGBA8888ToRGB888
00007ff807985d70 (__TEXT,__text) non-external (was a private external) _vFlattenRGBAFFFFToRGBFFF
00007ff80794ad70 (__TEXT,__text) non-external (was a private external) _vFlattenRGBAFFFFToRGBFFF_AVX
00007ff8081499f0 (__TEXT,__text) non-external (was a private external) _vFlatten_ARGB16Q12_GV_avx
00007ff8082e09f0 (__TEXT,__text) non-external (was a private external) _vFlatten_ARGB16Q12_GV_avx2
00007ff807e3a570 (__TEXT,__text) non-external (was a private external) _vFlatten_ARGB16Q12_GV_avx512
00007ff807fc3690 (__TEXT,__text) non-external (was a private external) _vFlatten_ARGB16Q12_GV_sse4_1
00007ff807cb7630 (__TEXT,__text) non-external (was a private external) _vFlatten_ARGB16Q12_GV_vec
00007ff807bf0630 (__TEXT,__text) non-external (was a private external) _vFlatten_ARGB16U
00007ff808148d20 (__TEXT,__text) non-external (was a private external) _vFlatten_ARGB8888_GV_avx
00007ff8082df600 (__TEXT,__text) non-external (was a private external) _vFlatten_ARGB8888_GV_avx2
00007ff8078e5df0 (__TEXT,__text) non-external (was a private external) _vFlatten_ARGB8888_GV_avx512
00007ff807fc2810 (__TEXT,__text) non-external (was a private external) _vFlatten_ARGB8888_GV_sse4_1
00007ff807cb67b0 (__TEXT,__text) non-external (was a private external) _vFlatten_ARGB8888_GV_vec
00007ff80798ad70 (__TEXT,__text) non-external (was a private external) _vFlatten_ARGBFFFF
00007ff80814a180 (__TEXT,__text) non-external (was a private external) _vFlatten_RGBA16Q12_GV_avx
00007ff8082e1600 (__TEXT,__text) non-external (was a private external) _vFlatten_RGBA16Q12_GV_avx2
00007ff807e3b200 (__TEXT,__text) non-external (was a private external) _vFlatten_RGBA16Q12_GV_avx512
00007ff807fc3e80 (__TEXT,__text) non-external (was a private external) _vFlatten_RGBA16Q12_GV_sse4_1
00007ff807cb7e20 (__TEXT,__text) non-external (was a private external) _vFlatten_RGBA16Q12_GV_vec
00007ff807bf0b30 (__TEXT,__text) non-external (was a private external) _vFlatten_RGBA16U
00007ff8081493b0 (__TEXT,__text) non-external (was a private external) _vFlatten_RGBA8888_GV_avx
00007ff8082e0050 (__TEXT,__text) non-external (was a private external) _vFlatten_RGBA8888_GV_avx2
00007ff8078bdc50 (__TEXT,__text) non-external (was a private external) _vFlatten_RGBA8888_GV_avx512
00007ff807fc2f20 (__TEXT,__text) non-external (was a private external) _vFlatten_RGBA8888_GV_sse4_1
00007ff807cb6ec0 (__TEXT,__text) non-external (was a private external) _vFlatten_RGBA8888_GV_vec
00007ff80798b300 (__TEXT,__text) non-external (was a private external) _vFlatten_RGBAFFFF
00007ff80822a8c0 (__TEXT,__text) non-external (was a private external) _vFloodFillConn4_ARGB16U_avx
00007ff8083b9aa0 (__TEXT,__text) non-external (was a private external) _vFloodFillConn4_ARGB16U_avx2
00007ff807f12040 (__TEXT,__text) non-external (was a private external) _vFloodFillConn4_ARGB16U_avx512
00007ff8080ace00 (__TEXT,__text) non-external (was a private external) _vFloodFillConn4_ARGB16U_sse4_1
00007ff807da0da0 (__TEXT,__text) non-external (was a private external) _vFloodFillConn4_ARGB16U_vec
00007ff808229a80 (__TEXT,__text) non-external (was a private external) _vFloodFillConn4_ARGB8888_avx
00007ff8083b8d70 (__TEXT,__text) non-external (was a private external) _vFloodFillConn4_ARGB8888_avx2
00007ff807f112f0 (__TEXT,__text) non-external (was a private external) _vFloodFillConn4_ARGB8888_avx512
00007ff8080ac0f0 (__TEXT,__text) non-external (was a private external) _vFloodFillConn4_ARGB8888_sse4_1
00007ff807da0090 (__TEXT,__text) non-external (was a private external) _vFloodFillConn4_ARGB8888_vec
00007ff808228b10 (__TEXT,__text) non-external (was a private external) _vFloodFillConn4_Planar16U_avx
00007ff8083b7f00 (__TEXT,__text) non-external (was a private external) _vFloodFillConn4_Planar16U_avx2
00007ff807f104e0 (__TEXT,__text) non-external (was a private external) _vFloodFillConn4_Planar16U_avx512
00007ff8080ab260 (__TEXT,__text) non-external (was a private external) _vFloodFillConn4_Planar16U_sse4_1
00007ff807d9f200 (__TEXT,__text) non-external (was a private external) _vFloodFillConn4_Planar16U_vec
00007ff808227fb0 (__TEXT,__text) non-external (was a private external) _vFloodFillConn4_Planar8_avx
00007ff8083b73a0 (__TEXT,__text) non-external (was a private external) _vFloodFillConn4_Planar8_avx2
00007ff807f0f980 (__TEXT,__text) non-external (was a private external) _vFloodFillConn4_Planar8_avx512
00007ff8080aa700 (__TEXT,__text) non-external (was a private external) _vFloodFillConn4_Planar8_sse4_1
00007ff807d9e6a0 (__TEXT,__text) non-external (was a private external) _vFloodFillConn4_Planar8_vec
00007ff80822afb0 (__TEXT,__text) non-external (was a private external) _vFloodFillConn8_ARGB16U_avx
00007ff8083ba0c0 (__TEXT,__text) non-external (was a private external) _vFloodFillConn8_ARGB16U_avx2
00007ff807f12640 (__TEXT,__text) non-external (was a private external) _vFloodFillConn8_ARGB16U_avx512
00007ff8080ad490 (__TEXT,__text) non-external (was a private external) _vFloodFillConn8_ARGB16U_sse4_1
00007ff807da1430 (__TEXT,__text) non-external (was a private external) _vFloodFillConn8_ARGB16U_vec
00007ff80822a190 (__TEXT,__text) non-external (was a private external) _vFloodFillConn8_ARGB8888_avx
00007ff8083b9400 (__TEXT,__text) non-external (was a private external) _vFloodFillConn8_ARGB8888_avx2
00007ff807f11980 (__TEXT,__text) non-external (was a private external) _vFloodFillConn8_ARGB8888_avx512
00007ff8080ac770 (__TEXT,__text) non-external (was a private external) _vFloodFillConn8_ARGB8888_sse4_1
00007ff807da0710 (__TEXT,__text) non-external (was a private external) _vFloodFillConn8_ARGB8888_vec
00007ff8082292c0 (__TEXT,__text) non-external (was a private external) _vFloodFillConn8_Planar16U_avx
00007ff8083b8620 (__TEXT,__text) non-external (was a private external) _vFloodFillConn8_Planar16U_avx2
00007ff807f10bf0 (__TEXT,__text) non-external (was a private external) _vFloodFillConn8_Planar16U_avx512
00007ff8080ab9b0 (__TEXT,__text) non-external (was a private external) _vFloodFillConn8_Planar16U_sse4_1
00007ff807d9f950 (__TEXT,__text) non-external (was a private external) _vFloodFillConn8_Planar16U_vec
00007ff808228520 (__TEXT,__text) non-external (was a private external) _vFloodFillConn8_Planar8_avx
00007ff8083b7910 (__TEXT,__text) non-external (was a private external) _vFloodFillConn8_Planar8_avx2
00007ff807f0fef0 (__TEXT,__text) non-external (was a private external) _vFloodFillConn8_Planar8_avx512
00007ff8080aac70 (__TEXT,__text) non-external (was a private external) _vFloodFillConn8_Planar8_sse4_1
00007ff807d9ec10 (__TEXT,__text) non-external (was a private external) _vFloodFillConn8_Planar8_vec
00007ff807a9c220 (__TEXT,__text) non-external (was a private external) _vFullPrecisionGammaInt_PlanarF
00007ff807a9b750 (__TEXT,__text) non-external (was a private external) _vFullPrecisionGamma_PlanarF
00007ff807ab6d20 (__TEXT,__text) non-external (was a private external) _vGamma_PlanarFtoPlanar8
00007ff8079a85e0 (__TEXT,__text) non-external (was a private external) _vGamma_PlanarFtoPlanar8_AVX
00007ff807ae47a0 (__TEXT,__text) non-external (was a private external) _vGamma_PlanarFtoPlanar8_AVX2
00007ff807b69e50 (__TEXT,__text) non-external (was a private external) _vGamma_PlanarFtoPlanar8_SSE4_1
00007ff807ab6d40 (__TEXT,__text) non-external (was a private external) _vGamma_PlanarFtoPlanar8_resolver
00007ff807ac6180 (__TEXT,__text) non-external (was a private external) _vGamma_PlanarFtoPlanar8_scalar
00007ff84210daa0 (__DATA,__data) non-external (was a private external) _vGamma_PlanarFtoPlanar8_vec
00007ff808213b80 (__TEXT,__text) non-external (was a private external) _vGaussianBoxDiffPlanar8ext_3x3_11x11_avx
00007ff8083a3410 (__TEXT,__text) non-external (was a private external) _vGaussianBoxDiffPlanar8ext_3x3_11x11_avx2
00007ff807efbf80 (__TEXT,__text) non-external (was a private external) _vGaussianBoxDiffPlanar8ext_3x3_11x11_avx512
00007ff80808e350 (__TEXT,__text) non-external (was a private external) _vGaussianBoxDiffPlanar8ext_3x3_11x11_sse4_1
00007ff807d822f0 (__TEXT,__text) non-external (was a private external) _vGaussianBoxDiffPlanar8ext_3x3_11x11_vec
00007ff808216cb0 (__TEXT,__text) non-external (was a private external) _vGaussianBoxDiffPlanar8ext_5x5_11x11_avx
