000000020ccdbd60 (__DATA,__data) non-external _.compoundliteral
00000001e1c5dca4 (__TEXT,__text) non-external _glpMallocRealloc
00000001e1c08c5c (__TEXT,__text) non-external (was a private external) _glpMangleSideEffectsWithNewResult
00000001e1bd3584 (__TEXT,__text) non-external _glpMatchInputSize
00000001e1bea0a0 (__TEXT,__text) non-external (was a private external) _glpMergeInterfaceBlocks
00000001e1bb884c (__TEXT,__text) non-external (was a private external) _glpMergeRemapValue
00000001e1be9ed4 (__TEXT,__text) non-external (was a private external) _glpMergeUniforms
00000001e1bdcf28 (__TEXT,__text) non-external _glpMetalGetArgTypeNameFromASTType
00000001e1c1239c (__TEXT,__text) non-external (was a private external) _glpMethodCallNodeGetName
00000001e1c123a8 (__TEXT,__text) non-external (was a private external) _glpMethodCallNodeGetReceiver
00000001e1c123b8 (__TEXT,__text) non-external (was a private external) _glpMethodCallNodeSetReceiver
00000001e1c30dbc (__TEXT,__text) non-external _glpMutableValueFromVec
00000001e1bf2530 (__TEXT,__text) non-external (was a private external) _glpNameTableGet
00000001e1bf30ec (__TEXT,__text) non-external (was a private external) _glpNameTableGetCurrentFunction
00000001e1bf24ec (__TEXT,__text) non-external (was a private external) _glpNameTableGetGLSLVersion
00000001e1bf247c (__TEXT,__text) non-external (was a private external) _glpNameTableGetLanguage
00000001e1bf30f4 (__TEXT,__text) non-external (was a private external) _glpNameTableGetPrecision
00000001e1bf251c (__TEXT,__text) non-external (was a private external) _glpNameTableIsExtensionEnabled
00000001e1bf3080 (__TEXT,__text) non-external (was a private external) _glpNameTablePop
00000001e1bf2f5c (__TEXT,__text) non-external (was a private external) _glpNameTablePush
00000001e1bf3028 (__TEXT,__text) non-external (was a private external) _glpNameTablePushForFunction
00000001e1bf2e34 (__TEXT,__text) non-external (was a private external) _glpNameTablePut
00000001e1bf2484 (__TEXT,__text) non-external (was a private external) _glpNameTablePutPrecision
00000001e1bf24f4 (__TEXT,__text) non-external (was a private external) _glpNameTableSetGLSLExtensionBehavior
00000001e1bf2270 (__TEXT,__text) non-external (was a private external) _glpNameTableSetGLSLVersion
00000001e1bf3074 (__TEXT,__text) non-external (was a private external) _glpNameTableSetStatementIndex
00000001e1bf30e0 (__TEXT,__text) non-external (was a private external) _glpNameTableSetTopLevelBlock
00000001e1c12dc8 (__TEXT,__text) non-external (was a private external) _glpNotEqualNodeGetIsFromSource
00000001e1c15924 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetBankIndex
00000001e1c15914 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetCompStride
00000001e1c158e4 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetExtra
00000001e1c1593c (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetOffsetExpr
00000001e1c15904 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetPreSwizzlePrimitiveType
00000001e1c158f4 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetSwizzle
00000001e1c15954 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetVectorElementExpr
00000001e1c15930 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetBankIndex
00000001e1c1591c (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetCompStride
00000001e1c158ec (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetExtra
00000001e1c15948 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetOffsetExpr
00000001e1c1590c (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetPreSwizzlePrimitiveType
00000001e1c158fc (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetSwizzle
00000001e1c15960 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetVectorElementExpr
00000001e1c1328c (__TEXT,__text) non-external (was a private external) _glpOpAssignNodeGetDesugar
00000001e1bb7860 (__TEXT,__text) non-external (was a private external) _glpOpenArchive
00000001e1bfbe84 (__TEXT,__text) non-external (was a private external) _glpOperatorAsFunctionError
00000001e1c631c4 (__TEXT,__text) external _glpPPDisassemble
00000001e1c9895c (__TEXT,__const) non-external _glpPPDisassemble.shaderTargets
0000000209f6e498 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_filters
0000000209f6e508 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_formats
0000000209f6e5e8 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_types
0000000209f6e4c8 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_wraps
00000001e1c660f4 (__TEXT,__text) external _glpPPDisassembleFree
00000001e1c71ecc (__TEXT,__text) external _glpPPShaderLinearize
00000001e1c71ed4 (__TEXT,__text) external _glpPPShaderLinearizeEx
00000001e1c7094c (__TEXT,__text) external _glpPPShaderLinearizeStreamMgr
00000001e1c70954 (__TEXT,__text) external _glpPPShaderLinearizeStreamMgrEx
00000001e1c15c8c (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetHasOffset
00000001e1c15c84 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetHasSrctex
00000001e1c15c7c (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetOpPrimitiveType
00000001e1c15c74 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetOpcode
00000001e1c15c6c (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetReturnPrimitiveType
00000001e1b497fc (__TEXT,__text) external _glpPPStreamTokenDump
00000001e1b49804 (__TEXT,__text) external _glpPPStreamTokenDumpFree
00000001e1c32520 (__TEXT,__text) non-external (was a private external) _glpPPTNode
00000001e1c41f50 (__TEXT,__text) non-external (was a private external) _glpPaIdentOrType
00000001e1c42004 (__TEXT,__text) non-external (was a private external) _glpPaParseComment
00000001e1c42824 (__TEXT,__text) non-external (was a private external) _glpPaParseStrings
00000001e1c41e7c (__TEXT,__text) non-external (was a private external) _glpPaReservedWord
00000001e1bdfc58 (__TEXT,__text) non-external (was a private external) _glpPackConstants
00000001e1c135a8 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetExtra
00000001e1c1359c (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetName
00000001e1c135b8 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetType
00000001e1c135b0 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetExtra
00000001e1c135c4 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetType
00000001e1c43430 (__TEXT,__text) non-external (was a private external) _glpParseContextSetGLSLVersion
00000001e1c4355c (__TEXT,__text) non-external (was a private external) _glpParseContextValidateGLSLVersion
00000001e1bf8208 (__TEXT,__text) non-external (was a private external) _glpParseQualifiers
00000001e1be24fc (__TEXT,__text) non-external (was a private external) _glpParseRecover
00000001e1bb5dbc (__TEXT,__text) non-external (was a private external) _glpPointerHashCache_b
00000001e1bb5d58 (__TEXT,__text) non-external (was a private external) _glpPointerHashGet
00000001e1bb5b9c (__TEXT,__text) non-external (was a private external) _glpPointerHashPut
00000001e1bb5e20 (__TEXT,__text) non-external (was a private external) _glpPointerHashRemove
00000001e1be154c (__TEXT,__text) non-external (was a private external) _glpPopulatePrecisionWidths
00000001e1c13bc4 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetQualifier
00000001e1c13bdc (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetType
00000001e1c13bd0 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetQualifier
00000001e1c13be8 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetType
00000001e1be0a7c (__TEXT,__text) non-external (was a private external) _glpPrecisionIndexFromSAFlags
00000001e1bfa998 (__TEXT,__text) non-external (was a private external) _glpPrecisionQualifierFromSaFlags
00000001e1bf50f0 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumnType
00000001e1bf4dc8 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumns
00000001e1bf5448 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetElementType
00000001e1bf529c (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRowType
00000001e1bf4f5c (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRows
00000001e1bf57e0 (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPDatatype
00000001e1bf55d4 (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPTextarget
00000001e1c05870 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeFromString
00000001e1bf5cf0 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetByteStride
00000001e1bf5bb8 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetBytesPerComponent
00000001e1bf4a5c (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetCategory
00000001e1bf4a30 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetGLType
00000001e1bf5c0c (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetMaxComponentsPerVec4
00000001e1bf5c68 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetNumVec4s
00000001e1c0589c (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetPrimitiveType
00000001e1bf5b18 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarCount
00000001e1bf5974 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarType
00000001e1c14064 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeNodeGetType
00000001e1bf5a1c (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeReplaceScalarType
00000001e1bcdef4 (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType
00000001e1c8d604 (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType.cold.1
00000001e1bf497c (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeToString
00000001e1bf4c24 (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetElementType
00000001e1bf4a88 (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetLength
00000001e1bdb618 (__TEXT,__text) non-external _glpProcessComponentWiseVectorAssignment
00000001e1b3d638 (__TEXT,__text) non-external _glpProgram_PPStreamAddAddressUsage
00000001e1b3d650 (__TEXT,__text) non-external _glpProgram_PPStreamAddAttribBinding
00000001e1b3d714 (__TEXT,__text) non-external _glpProgram_PPStreamAddConstant
00000001e1b3d71c (__TEXT,__text) non-external _glpProgram_PPStreamAddLabel
00000001e1b3d5dc (__TEXT,__text) non-external _glpProgram_PPStreamAddOperation
00000001e1b3d70c (__TEXT,__text) non-external _glpProgram_PPStreamAddOption
00000001e1b3d6b8 (__TEXT,__text) non-external _glpProgram_PPStreamAddOutputBinding
00000001e1b3d640 (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBinding
00000001e1b3d648 (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBindingArray
00000001e1b3d630 (__TEXT,__text) non-external _glpProgram_PPStreamAddTempUsage
00000001e1b3d770 (__TEXT,__text) non-external _glpProgram_PPStreamResolveBranches
00000001e1b3d5d0 (__TEXT,__text) non-external _glpProgram_PPStreamSetTarget
00000001e1bffcd0 (__TEXT,__text) non-external (was a private external) _glpPushdownPrecision
00000001e1c13d40 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeAddDeclaration
00000001e1c13d28 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclaration
00000001e1c13d20 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclarationCount
00000001e1c13d48 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeInsertDeclaration
00000001e1c13d34 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeSetDeclaration
00000001e1c13c8c (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetName
00000001e1c13c98 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetQualifiers
00000001e1c13ca4 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeSetQualifiers
00000001e1c13fcc (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetQualifiers
00000001e1c13fb4 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetType
00000001e1c13fd8 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetQualifiers
00000001e1c13fc0 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetType
00000001e1bf819c (__TEXT,__text) non-external (was a private external) _glpQualifierKindOfNode
00000001e1bf8170 (__TEXT,__text) non-external (was a private external) _glpQualifierKindToString
00000001e1c149e8 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeAddQualifier
00000001e1c149d0 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeGetQualifier
00000001e1c149c8 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeGetQualifierCount
00000001e1c149f0 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeInsertQualifier
00000001e1c149dc (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeSetQualifier
00000001e1bf5d0c (__TEXT,__text) non-external (was a private external) _glpQualifierName
00000001e1c15afc (__TEXT,__text) non-external (was a private external) _glpRValueNodeGetBase
00000001e1c15b08 (__TEXT,__text) non-external (was a private external) _glpRValueNodeSetBase
00000001e1c1575c (__TEXT,__text) non-external (was a private external) _glpRawCallNodeGetExtra
00000001e1c15750 (__TEXT,__text) non-external (was a private external) _glpRawCallNodeGetName
00000001e1c15764 (__TEXT,__text) non-external (was a private external) _glpRawCallNodeSetExtra
00000001e1c00918 (__TEXT,__text) non-external (was a private external) _glpReInitDeserialContext
00000001e1c13294 (__TEXT,__text) non-external (was a private external) _glpReadInputNodeGetExtra
00000001e1c0b66c (__TEXT,__text) non-external (was a private external) _glpRemapValue
00000001e1c430e0 (__TEXT,__text) non-external (was a private external) _glpResetErrMsg
00000001e1c154a8 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeGetExpr
00000001e1c15498 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeGetExtra
00000001e1c154b4 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeSetExpr
00000001e1c154a0 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeSetExtra
00000001e1c35438 (__TEXT,__text) non-external _glpSAAdd
00000001e1c33b90 (__TEXT,__text) non-external _glpSAArrayAccess
00000001e1c3a934 (__TEXT,__text) non-external _glpSAArrayType
00000001e1c3671c (__TEXT,__text) non-external _glpSAAssign
00000001e1c3e004 (__TEXT,__text) non-external _glpSAAvailabilityDeclaration
00000001e1c3e7a8 (__TEXT,__text) non-external _glpSABinaryOperator
00000001e1c36100 (__TEXT,__text) non-external _glpSABitwiseAnd
00000001e1c352a8 (__TEXT,__text) non-external _glpSABitwiseNot
00000001e1c36164 (__TEXT,__text) non-external _glpSABitwiseOr
00000001e1c361c8 (__TEXT,__text) non-external _glpSABitwiseXor
00000001e1c3cd74 (__TEXT,__text) non-external _glpSABlock
00000001e1c3d924 (__TEXT,__text) non-external _glpSABreakStatement
00000001e1bfefb4 (__TEXT,__text) non-external (was a private external) _glpSABuiltinPPStreamOp
