00007ffa14961584 (__TEXT,__text) non-external +[Cube initialize]
00007ffa43ec54c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFlipup.mIsFirst
00007ffa43ec54a8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFlipup.mIsLoaded
00007ffa43ec54b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFlipup.mIsText
00007ffa43ec5498 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFlipup.mSortDescriptors
00007ffa43ec5488 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFlipup.mSprites
00007ffa43ec54e0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFlipup.mTextImage
00007ffa43ec54b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFlipup.mTiming
00007ffa43ec54d0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFlipup.mXPositions
00007ffa43ec54d8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFlipup.mZPositions
00007ffa43ec3940 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFlipupBackground.mGradientProvider
00007ffa43ec5dd8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFloating.mBackSlideOrder
00007ffa43ec5dc8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFloating.mFrontSlideOrder
00007ffa43ec5df8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFloating.mHackContext
00007ffa43ec5dc0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFloating.mIterationOffset
00007ffa43ec5dd0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFloating.mMiddleSlideOrder
00007ffa43ec5df0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFloating.mNeedsMoreSlides
00007ffa43ec5de8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFloating.mNeedsUpdate
00007ffa43ec5de0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFloating.mSlideTimes
00007ffa43ec5db8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFloating.mTotalImages
00007ffa43ec5e08 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFloating.mVBO
00007ffa43ec5e00 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFloating.mVBOData
00007ffa43ec5f40 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFramedMap.mCenter
00007ffa43ec5f50 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFramedMap.mIsPanning
00007ffa43ec5f48 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFramedMap.mMapImage
00007ffa43ec5f58 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFramedMap.mStartCenter
00007ffa43ec5f30 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFramedMap.mTileQueue
00007ffa43ec5f28 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFramedMap.mTiles
00007ffa43ec5f38 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFramedMap.mZoomLevel
00007ffa43ec5b70 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFramedSlide.mHasInnerRect
00007ffa43ec5b78 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFramedSlide.mHasOuterRect
00007ffa43ec5b80 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFramedSlide.mIsPlayable
00007ffa43ec5b88 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFramedSlide.mIsPlaying
00007ffa43ec5b90 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFramedSlide.mIsPressed
00007ffa43ec5b68 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFramedSlide.mSprite
00007ffa43ec5c10 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFramedText.mFrameTextureCoordinates
00007ffa43ec5c18 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFramedText.mFrameTime
00007ffa43ec5c00 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFramedText.mHalfWidth
00007ffa43ec5bc8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFramedText.mHasTextRect
00007ffa43ec5c28 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFramedText.mHitOffFrameTime
00007ffa43ec5ba0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFramedText.mInnerFrameRect
00007ffa43ec5be8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFramedText.mIsHit
00007ffa43ec5c38 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFramedText.mLiveAttributesWereUpdatedSinceLastRendering
00007ffa43ec5be0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFramedText.mNewIsHit
00007ffa43ec5bf0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFramedText.mNewScrollY
00007ffa43ec5bf8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFramedText.mScrollY
00007ffa43ec5bb0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFramedText.mSprite
00007ffa43ec5bd0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFramedText.mStretchesHorizontally
00007ffa43ec5bc0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFramedText.mTextImage
00007ffa43ec5b98 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFramedText.mTextRect
00007ffa43ec5ba8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFramedText.mTextRenderer
00007ffa43ec5bb8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFramedText.mTextSprite
00007ffa43ec5c20 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFramedText.mVelocity
00007ffa43ec5c08 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFramedText.mVertices
00007ffa43ec5bd8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFramedText.mWasUpdatedSinceLastRendering
00007ffa43ec5c30 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFramedText.mYPosition
00007ffa43ec2fb0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectGlobe.mGradientProvider
00007ffa43ec2fa0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectGlobe.mMapProvider
00007ffa43ec2fa8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectGlobe.mMarkerProvider
00007ffa43ec2fb8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectGlobe.mShadingProvider
00007ffa43ec2fc0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectGlobe.mStarsLProvider
00007ffa43ec2fc8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectGlobe.mStarsRProvider
00007ffa43ec3018 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHangingPictures.mBaseStillDuration
00007ffa43ec2ff8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHangingPictures.mCountOfSlides
00007ffa43ec3020 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHangingPictures.mCurrentMainSlideKey
00007ffa43ec3010 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHangingPictures.mFrameIndices
00007ffa43ec2fe8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHangingPictures.mMatrices
00007ffa43ec3000 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHangingPictures.mNumberOfRopes
00007ffa43ec2fd8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHangingPictures.mPhotoFrameImageProviders
00007ffa43ec2fd0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHangingPictures.mRopeImageProvider
00007ffa43ec3008 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHangingPictures.mScenario
00007ffa43ec2ff0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHangingPictures.mSlideTimings
00007ffa43ec2fe0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHangingPictures.mSprites
00007ffa43ec3028 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHangingPicturesBackgroundLights.mBackgroundImageProvider
00007ffa43ec3030 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHangingPicturesBackgroundLights.mBokehImageProvider
00007ffa43ec3038 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHangingPicturesBackgroundStars.mBackgroundImageProvider
00007ffa43ec3040 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHangingPicturesBackgroundStars.mStarImageProvider
00007ffa43ec3048 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHangingPicturesBackgroundStars.mStars
00007ffa43ec3060 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHangingPicturesBackgroundStars.mStarsAttributes
00007ffa43ec3058 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHangingPicturesBackgroundStars.mStarsTexCoords
00007ffa43ec3050 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHangingPicturesBackgroundStars.mStarsVertices
00007ffa43ec3098 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHangingPicturesTitle.mEditedTextSize
00007ffa43ec3090 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHangingPicturesTitle.mMatrix
00007ffa43ec3068 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHangingPicturesTitle.mRopeImageProvider
00007ffa43ec3078 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHangingPicturesTitle.mSprite
00007ffa43ec3088 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHangingPicturesTitle.mTextImage
00007ffa43ec3070 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHangingPicturesTitle.mTextRenderer
00007ffa43ec3080 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHangingPicturesTitle.mTextSize
00007ffa43ec6680 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MREffectHyperGrid._currentIterationIndex
00007ffa43ec6690 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHyperGrid.mAspectRatio
00007ffa43ec6670 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHyperGrid.mAspectRatioDidChange
00007ffa43ec6620 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHyperGrid.mBreakCurves
00007ffa43ec6628 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHyperGrid.mBreakInformation
00007ffa43ec6648 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHyperGrid.mCanAddSlides
00007ffa43ec6618 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHyperGrid.mCurves
00007ffa43ec6638 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHyperGrid.mIdealSlideCount
00007ffa43ec6640 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHyperGrid.mIterationStartIndex
00007ffa43ec6678 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHyperGrid.mLastIteration
00007ffa43ec6660 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHyperGrid.mLastIterationsAdded
00007ffa43ec6658 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHyperGrid.mLastSlideIndex
00007ffa43ec6668 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHyperGrid.mLastUsableIteration
00007ffa43ec6610 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHyperGrid.mLayouts
00007ffa43ec6688 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHyperGrid.mNeedsToRecalculateIterations
00007ffa43ec6650 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHyperGrid.mSlideStartIndex
00007ffa43ec6608 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHyperGrid.mSprites
00007ffa43ec6630 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectHyperGrid.mSyncsToMusic
00007ffa43ec59e0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectJustAButton.mIsPressed
00007ffa43ec59e8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectJustAButton.mIsSet
00007ffa43ec30d8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MREffectJustASlide._isFocuser
00007ffa43ec30e0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MREffectJustASlide._isInZoomMode
00007ffa43ec3118 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MREffectJustASlide._isInitialized
00007ffa43ec30c0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MREffectJustASlide._panX
00007ffa43ec30c8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MREffectJustASlide._panY
00007ffa43ec3110 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MREffectJustASlide._pzrDoRotation
00007ffa43ec30b8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MREffectJustASlide._pzrWasUpdated
00007ffa43ec30d0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MREffectJustASlide._rotation
00007ffa43ec30a8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MREffectJustASlide._scale
00007ffa43ec30e8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MREffectJustASlide._startSlideCenter
00007ffa43ec30f8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MREffectJustASlide._startSlideRotation
00007ffa43ec30f0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MREffectJustASlide._startSlideScale
00007ffa43ec3100 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MREffectJustASlide._x0
00007ffa43ec3108 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MREffectJustASlide._y0
00007ffa43ec30b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectJustASlide.mForceIsOpaque
00007ffa43ec30a0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectJustASlide.mSprite
00007ffa43ec6540 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectJustAText.mSizeOfText
00007ffa43ec6528 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectJustAText.mTextImage
00007ffa43ec6520 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectJustAText.mTextRenderer
00007ffa43ec6530 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectJustAText.mTextSprite
00007ffa43ec6538 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectJustAText.mTextWasUpdatedSinceLastRendering
00007ffa43ec3138 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectJustATitle.mImage0
00007ffa43ec3130 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectJustATitle.mImage1
00007ffa43ec3150 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectJustATitle.mText0Rect
00007ffa43ec3158 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectJustATitle.mText1Rect
00007ffa43ec3128 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectJustATitle.mTextRenderer0
00007ffa43ec3120 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectJustATitle.mTextRenderer1
00007ffa43ec3148 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectJustATitle.mTextSprite0
00007ffa43ec3140 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectJustATitle.mTextSprite1
00007ffa43ec3160 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectJustATitle.mTextWasUpdatedSinceLastRendering
00007ffa43ec5a50 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectMagazine.mCurrentInfo
00007ffa43ec5a58 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectMagazine.mFitMovie
00007ffa43ec5a48 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectMagazine.mIsLoaded
00007ffa43ec5a40 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectMagazine.mSprites
00007ffa43ec5a60 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectMagazine.mTextImage0
00007ffa43ec5a68 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectMagazine.mTextRenderer0
00007ffa43ec3170 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectManager.mEffectPools
00007ffa43ec3168 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectManager.mEffectSets
00007ffa43ec3178 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectManager.mFontRepository
00007ffa43ec5c58 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectMap.mCenter
00007ffa43ec5c68 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectMap.mIsPanning
00007ffa43ec5c60 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectMap.mMapImage
00007ffa43ec5c70 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectMap.mStartCenter
00007ffa43ec5c48 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectMap.mTileQueue
00007ffa43ec5c40 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectMap.mTiles
00007ffa43ec5c50 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectMap.mZoomLevel
00007ffa43ec3288 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectMapSlides.mBoxShadowBig
00007ffa43ec3290 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectMapSlides.mBoxShadowBigBottom
00007ffa43ec3298 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectMapSlides.mBoxShadowBigTop
00007ffa43ec32a0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectMapSlides.mRandom
00007ffa43ec3280 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectMapSlides.mSprites
00007ffa43ec32b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectMapTitle.mTextImage
00007ffa43ec32a8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectMapTitle.mTextRenderer
00007ffa43ec32b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectMapTitle.mTextSprite
00007ffa43ec32c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectMapZoom.mGradientProvider
00007ffa43ec32c8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectMapZoom.mTileProviders
00007ffa43ec32d8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectModern.mGradientProvider
00007ffa43ec32d0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectModern.mSprite
00007ffa43ec3368 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MREffectOrigami._needsToUpdateSizes
00007ffa43ec32f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigami.mAnimationTimeBounds
00007ffa43ec3308 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigami.mBackColorForImage
00007ffa43ec3330 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigami.mBackColorImage
00007ffa43ec3340 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigami.mBigSwing
00007ffa43ec3310 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigami.mBreakCurve
00007ffa43ec3318 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigami.mBreakInfos
00007ffa43ec3370 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigami.mDescriptionAspectRatio
00007ffa43ec3380 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigami.mDurationStretchFactor
00007ffa43ec3360 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigami.mIsHorizontal
00007ffa43ec3300 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigami.mIsOrigami2Effect
00007ffa43ec32f8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigami.mIsOriginallyHorizontal
00007ffa43ec3328 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigami.mItemInfos
00007ffa43ec3338 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigami.mLittleSwing
00007ffa43ec3378 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigami.mPixelUnit
00007ffa43ec3348 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigami.mSideSwing
00007ffa43ec32e8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigami.mSpriteKeysWatcher
00007ffa43ec32e0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigami.mSprites
00007ffa43ec3358 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigami.mThirdsSwingBottom
00007ffa43ec3350 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigami.mThirdsSwingTop
00007ffa43ec3320 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigami.mTotalNumberOfFolds
00007ffa43ec3398 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigamiTiming._animationTimeBounds
00007ffa43ec33d0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigamiTiming._defaultMainDuration
00007ffa43ec33c8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigamiTiming._defaultPhaseInDuration
00007ffa43ec33d8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigamiTiming._defaultPhaseOutDuration
00007ffa43ec3390 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigamiTiming._description
00007ffa43ec33a0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigamiTiming._durationStretchFactor
00007ffa43ec3388 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigamiTiming._effectID
00007ffa43ec33b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigamiTiming._mainDuration
00007ffa43ec33b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigamiTiming._phaseInDuration
00007ffa43ec33c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigamiTiming._phaseOutDuration
00007ffa43ec33a8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigamiTiming._slideTimings
00007ffa43ec33f8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigamiTitle.mBackColorForImage
00007ffa43ec3448 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigamiTitle.mBackColorImage
00007ffa43ec3410 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigamiTitle.mBigSwing
00007ffa43ec33f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigamiTitle.mBreakCurve
00007ffa43ec3428 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigamiTitle.mImageSize
00007ffa43ec3438 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigamiTitle.mLineWordCounts
00007ffa43ec3400 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigamiTitle.mPatchworkAtEnd
00007ffa43ec33e8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigamiTitle.mSprites
00007ffa43ec3420 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigamiTitle.mText0Image
00007ffa43ec3418 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigamiTitle.mText0Images
00007ffa43ec3440 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigamiTitle.mText0Offsets
00007ffa43ec3450 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigamiTitle.mText0Renderer
00007ffa43ec33e0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigamiTitle.mText0Sprite
00007ffa43ec3430 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigamiTitle.mWordCount
00007ffa43ec3408 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectOrigamiTitle.mWordIndexForGlyph
00007ffa43ec3470 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectPhotoEdges.mBezierEaseIn
00007ffa43ec3478 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectPhotoEdges.mBezierEaseOut
00007ffa43ec3480 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectPhotoEdges.mBreakProvider
00007ffa43ec3458 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectPhotoEdges.mFrameProvider
00007ffa43ec3468 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectPhotoEdges.mIsLoaded
00007ffa43ec3460 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectPhotoEdges.mSprites
00007ffa43ec3488 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectPhotoEdges.mText0Image
00007ffa43ec3490 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectPhotoEdges.mText0Renderer
00007ffa43ec5858 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectPictureFrames.mAspectRatios
00007ffa43ec5848 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectPictureFrames.mFirstFrame
00007ffa43ec5800 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectPictureFrames.mFrameProviders
00007ffa43ec5808 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectPictureFrames.mFrameSprite
00007ffa43ec5840 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectPictureFrames.mFrames
00007ffa43ec5818 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectPictureFrames.mGradientProvider
00007ffa43ec5860 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectPictureFrames.mIsLoaded
00007ffa43ec5850 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectPictureFrames.mLastFrame
00007ffa43ec5828 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectPictureFrames.mLayoutWidths
00007ffa43ec5838 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectPictureFrames.mLayouts
00007ffa43ec5830 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectPictureFrames.mSlideOrder
00007ffa43ec57f8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectPictureFrames.mSprites
00007ffa43ec5810 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectPictureFrames.mTableProviders
00007ffa43ec5870 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectPictureFrames.mTotalWidth
00007ffa43ec5820 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectPictureFrames.mWallProvider
00007ffa43ec57f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectPictureFrames.mWallSprites
