00000001aca13258 (__TEXT,__text) non-external +[Caller current]
00000001f1ff5e08 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_LACRequest
00000001f1ff64e8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_LACStorageRequest
00000001f1ff7878 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_LASecureIOCommunicationDelegate
00000001f1ff4b60 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_LASecureIODelegate
00000001f1ff5790 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSObject
00000001f1ff5d28 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSObject
00000001f1ff7348 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSObject
00000001f1ff7400 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSTouchBarDelegate
00000001f1ff5848 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_WatchChangeObserver
00000001f1ff6718 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_LACDomainStateRequest
00000001f1ff5e18 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_LACEvaluationRequest
00000001f1ff5dc8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_LACRequest
00000001f1ff6478 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_LACStorageRequest
00000001f1ff73e8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_NSTouchBarDelegate
00000001f1ff5830 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_WatchChangeObserver
00000001f1ff6788 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_DomainStateRequest
00000001f1ff6010 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_EvaluationRequest
00000001f1ff7408 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_LASecureIODisplay
00000001f1ff4b70 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_LASecureIOHelper
00000001f1ff7880 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_LASecureIOServer
00000001f1ff6510 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_StorageRequest
00000001f1ff5850 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_WatchInvalidationSource
00000001f1ff42f0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_BiometryHelper
00000001f1ff5670 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_BiometryLockoutInvalidationSource
00000001f1ff6ab8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_Caller
00000001f1ff6c08 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_DaemonUtils
00000001f1ff5510 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_DarwinNotificationInvalidationSource
00000001f1ff68e8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_DomainStateRequest
00000001f1ff6430 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_EvaluationRequest
00000001f1ff5320 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_InstalledAppsCache
00000001f1ff4f50 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LAAnalytics
00000001f1ff4958 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LAAnalyticsEvaluation
00000001f1ff4490 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LAAnalyticsPasscodeFallbackPeriod
00000001f1ff4df0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LADFROwnerToken
00000001f1ff7c80 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASIORemoteCall
00000001f1ff7f00 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIO
00000001f1ff7588 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIOArchive
00000001f1ff7038 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIOAsset
00000001f1ff7e10 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIOCommunication
00000001f1ff74f8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIODisplay
00000001f1ff4d60 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIOHelper
00000001f1ff7830 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIOLocal
00000001f1ff8060 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIOLoggingHelper
00000001f1ff7778 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIOScene
00000001f1ff7a60 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIOServer
00000001f1ff7fd0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIOTouchBarView
00000001f1ff70c8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIOUtils
00000001f1ff55e0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_NotificationCenterInvalidationSource
00000001f1ff45c8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_PreflightCache
00000001f1ff5200 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_PreflightCacheAssertion
00000001f1ff5290 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_PreflightCacheBypassAssertion
00000001f1ff5420 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_PreflightCacheInvalidationSource
00000001f1ff5100 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_PushButtonMonitor
00000001f1ff5aa8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_Request
00000001f1ff66d0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_StorageRequest
00000001f1ff6b48 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_TrustedAccessoryHelper
00000001f1ff5700 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_UserPasswordInvalidationSource
00000001f1ff58f8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_WatchInvalidationSource
00000001f1ff4b18 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_WatchMonitor
00000001e7983bc8 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LACDomainStateRequest
00000001e7983bb8 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LACEvaluationRequest
00000001e7983bb0 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LACRequest
00000001e7983bc0 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LACStorageRequest
00000001e7983bd8 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LASecureIOCommunicationDelegate
00000001e7983b98 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LASecureIODelegate
00000001e7983ba0 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSObject
00000001e7983bd0 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSTouchBarDelegate
00000001e7983ba8 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_WatchChangeObserver
00000001f1ff42a8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_BiometryHelper
00000001f1ff5628 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_BiometryLockoutInvalidationSource
00000001f1ff6930 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_Caller
00000001f1ff6ba8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_DaemonUtils
00000001f1ff5468 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_DarwinNotificationInvalidationSource
00000001f1ff67a0 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_DomainStateRequest
00000001f1ff6028 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_EvaluationRequest
00000001f1ff52d8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_InstalledAppsCache
00000001f1ff4e38 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LAAnalytics
00000001f1ff4610 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LAAnalyticsEvaluation
00000001f1ff4338 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LAAnalyticsPasscodeFallbackPeriod
00000001f1ff4da8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LADFROwnerToken
00000001f1ff7aa8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASIORemoteCall
00000001f1ff7e58 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIO
00000001f1ff7540 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOArchive
00000001f1ff6c50 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOAsset
00000001f1ff7cc8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOCommunication
00000001f1ff7420 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIODisplay
00000001f1ff4b88 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOHelper
00000001f1ff77c0 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOLocal
00000001f1ff8018 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOLoggingHelper
00000001f1ff75d0 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOScene
00000001f1ff7898 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOServer
00000001f1ff7f48 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOTouchBarView
00000001f1ff7080 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOUtils
00000001f1ff5558 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_NotificationCenterInvalidationSource
00000001f1ff4518 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_PreflightCache
00000001f1ff5148 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_PreflightCacheAssertion
00000001f1ff5248 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_PreflightCacheBypassAssertion
00000001f1ff5368 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_PreflightCacheInvalidationSource
00000001f1ff4f98 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_PushButtonMonitor
00000001f1ff5940 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_Request
00000001f1ff6528 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_StorageRequest
00000001f1ff6b00 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_TrustedAccessoryHelper
00000001f1ff56b8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_UserPasswordInvalidationSource
00000001f1ff5868 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_WatchInvalidationSource
00000001f1ff49a0 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_WatchMonitor
00000001eb749448 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LACDomainStateRequest
00000001eb749388 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LACEvaluationRequest
00000001eb749328 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LACRequest
00000001eb7493e8 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LACStorageRequest
00000001eb749510 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LASecureIOCommunicationDelegate
00000001eb749208 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LASecureIODelegate
00000001eb749268 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSObject
00000001eb7494b0 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSTouchBarDelegate
00000001eb7492c8 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_WatchChangeObserver
                 (undefined) external __Unwind_Resume (from libSystem)
00000001aca0c9b4 (__TEXT,__text) non-external ___21-[WatchMonitor start]_block_invoke
00000001aca0cbf0 (__TEXT,__text) non-external ___21-[WatchMonitor start]_block_invoke.10
00000001aca0caa8 (__TEXT,__text) non-external ___21-[WatchMonitor start]_block_invoke.5
00000001aca0cb88 (__TEXT,__text) non-external ___21-[WatchMonitor start]_block_invoke.6
00000001aca34aac (__TEXT,__text) non-external ___21-[WatchMonitor start]_block_invoke.6.cold.1
00000001aca31194 (__TEXT,__text) non-external ___22+[LASecureIO secureIO]_block_invoke
00000001aca0ec6c (__TEXT,__text) non-external ___23-[LAAnalytics _collect]_block_invoke
00000001aca209bc (__TEXT,__text) non-external ___26+[LASecureIOServer server]_block_invoke
00000001aca15da8 (__TEXT,__text) non-external ___27+[DaemonUtils deviceHasSEP]_block_invoke
00000001aca354ec (__TEXT,__text) non-external ___27+[DaemonUtils deviceHasSEP]_block_invoke.cold.1
00000001aca1eb9c (__TEXT,__text) non-external ___28+[LASecureIODisplay display]_block_invoke
00000001aca15ee8 (__TEXT,__text) non-external ___29+[DaemonUtils deviceHasPearl]_block_invoke
00000001aca35534 (__TEXT,__text) non-external ___29+[DaemonUtils deviceHasPearl]_block_invoke.cold.1
00000001aca14c40 (__TEXT,__text) non-external ___29+[DaemonUtils sharedInstance]_block_invoke
00000001aca0c3fc (__TEXT,__text) non-external ___30+[WatchMonitor sharedInstance]_block_invoke
00000001aca0e690 (__TEXT,__text) non-external ___30-[LASecureIOHelper userInput:]_block_invoke
00000001aca15784 (__TEXT,__text) non-external ___31+[DaemonUtils _updateDFRStatus]_block_invoke
00000001aca15828 (__TEXT,__text) non-external ___31+[DaemonUtils _updateDFRStatus]_block_invoke_2
00000001aca16028 (__TEXT,__text) non-external ___31+[DaemonUtils deviceHasTouchID]_block_invoke
00000001aca3557c (__TEXT,__text) non-external ___31+[DaemonUtils deviceHasTouchID]_block_invoke.cold.1
00000001aca0acc0 (__TEXT,__text) non-external ___32+[PreflightCache sharedInstance]_block_invoke
00000001aca15b04 (__TEXT,__text) non-external ___33+[DaemonUtils deviceHasSecureDFR]_block_invoke
00000001aca35460 (__TEXT,__text) non-external ___33+[DaemonUtils deviceHasSecureDFR]_block_invoke.cold.1
00000001aca0d7dc (__TEXT,__text) non-external ___34+[LASecureIOHelper sharedInstance]_block_invoke
00000001aca1ed18 (__TEXT,__text) non-external ___34-[LASecureIODisplay displayScene:]_block_invoke
00000001aca1f18c (__TEXT,__text) non-external ___34-[LASecureIODisplay displayScene:]_block_invoke.cold.1
00000001aca1f260 (__TEXT,__text) non-external ___34-[LASecureIODisplay displayScene:]_block_invoke.cold.2
00000001aca0ef28 (__TEXT,__text) non-external ___35+[PushButtonMonitor sharedInstance]_block_invoke
00000001aca10804 (__TEXT,__text) non-external ___36+[InstalledAppsCache sharedInstance]_block_invoke
00000001aca2eaec (__TEXT,__text) non-external ___39-[LASecureIOCommunication eventHandler]_block_invoke
00000001aca139d4 (__TEXT,__text) non-external ___40+[TrustedAccessoryHelper sharedInstance]_block_invoke
00000001aca2e580 (__TEXT,__text) non-external ___40-[LASecureIOCommunication initAsServer:]_block_invoke
00000001aca0b688 (__TEXT,__text) non-external ___41-[PreflightCache _isCacheable:callerUid:]_block_invoke
00000001aca22580 (__TEXT,__text) non-external ___43-[LASecureIOServer showScene:forOperation:]_block_invoke
00000001aca0fa2c (__TEXT,__text) non-external ___43-[PushButtonMonitor axApplePayConfirmation]_block_invoke
00000001aca1d8d4 (__TEXT,__text) non-external ___44+[LASecureIOAsset stringFromLASIOAssetType:]_block_invoke
00000001aca1db64 (__TEXT,__text) non-external ___46+[LASecureIOAsset stringFromLASIOAssetFormat:]_block_invoke
00000001aca0aa9c (__TEXT,__text) non-external ___48+[NSDictionary(Merge) dictionaryByMerging:with:]_block_invoke
00000001aca0f430 (__TEXT,__text) non-external ___49-[PushButtonMonitor _scheduleDoubleTapExpiration]_block_invoke
00000001aca0d308 (__TEXT,__text) non-external ___49-[WatchMonitor _restartWithMinReactivationDelay:]_block_invoke
00000001aca0fffc (__TEXT,__text) non-external ___51-[PushButtonMonitor _restartWithReactivationDelay:]_block_invoke
00000001aca1da30 (__TEXT,__text) non-external ___52+[LASecureIOAsset stringFromLASIOAssetButtonAction:]_block_invoke
00000001aca20184 (__TEXT,__text) non-external ___52+[LASecureIOScene stringFromLASIOSceneSecureIOType:]_block_invoke
00000001aca15c58 (__TEXT,__text) non-external ___55+[DaemonUtils _enumAllSubrequirements:processingBlock:]_block_invoke
00000001aca163e4 (__TEXT,__text) non-external ___57+[DaemonUtils dispatchReallyAfter:tolerance:queue:block:]_block_invoke
00000001aca10af4 (__TEXT,__text) non-external ___58+[PreflightCacheInvalidationSource voidInvalidationSource]_block_invoke
00000001aca09ff4 (__TEXT,__text) non-external ___62+[LAAnalyticsPasscodeFallbackPeriod activePersistentInstances]_block_invoke
00000001aca0d9e0 (__TEXT,__text) non-external ___62-[LASecureIOHelper setInstructions:externalizedContext:reply:]_block_invoke
00000001aca0a764 (__TEXT,__text) non-external ___63+[LAAnalyticsPasscodeFallbackPeriod _persistedInstancesStorage]_block_invoke
00000001aca10c68 (__TEXT,__text) non-external ___69-[PreflightCacheInvalidationSource handleNotificationWithCompletion:]_block_invoke
00000001aca144d0 (__TEXT,__text) non-external ___71-[TrustedAccessoryHelper _isConnectedDeviceInStates:description:error:]_block_invoke
00000001aca10ff4 (__TEXT,__text) non-external ___80-[DarwinNotificationInvalidationSource initWithPreflightCache:notificationName:]_block_invoke
00000001aca144b8 (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001aca144c8 (__TEXT,__text) non-external ___Block_byref_object_dispose_
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
00000001aca13948 (__TEXT,__text) non-external ___LA_LOG_Caller_block_invoke
00000001aca16538 (__TEXT,__text) non-external ___LA_LOG_INTERACTIVE_block_invoke
00000001aca0d5c0 (__TEXT,__text) non-external ___LA_LOG_MechanismWatchMonitor_block_invoke
00000001aca13140 (__TEXT,__text) non-external ___LA_LOG_Request_block_invoke
00000001aca0a944 (__TEXT,__text) non-external ___LA_LOG_block_invoke
00000001aca0b748 (__TEXT,__text) non-external ___LA_LOG_block_invoke
00000001aca0e94c (__TEXT,__text) non-external ___LA_LOG_block_invoke
00000001aca0eea0 (__TEXT,__text) non-external ___LA_LOG_block_invoke
00000001aca1036c (__TEXT,__text) non-external ___LA_LOG_block_invoke
00000001aca1077c (__TEXT,__text) non-external ___LA_LOG_block_invoke
00000001aca11704 (__TEXT,__text) non-external ___LA_LOG_block_invoke
00000001aca14b60 (__TEXT,__text) non-external ___LA_LOG_block_invoke
00000001aca1657c (__TEXT,__text) non-external ___LA_LOG_block_invoke
                 (undefined) external ___NSArray0__struct (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
00000001aca0d724 (__TEXT,__text) non-external ___SharingLibraryCore_block_invoke
00000001aca14aec (__TEXT,__text) non-external ___TrustedAccessoryLibraryCore_block_invoke
                 (undefined) external ___assert_rtn (from libSystem)
00000001e7983880 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e38_B24?0"LAAnalytics"8"NSDictionary"16l
00000001e79838a0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00000001e7983948 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e8_v16?0Q8l
00000001e7983910 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e5_v8?0l
00000001f1ff2978 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32r_e13_v24?0r^v8Q16l
00000001f1ff25c8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32r_e5_v8?0l
00000001f1ff2698 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e19_"NSDictionary"8?0l
00000001f1ff2bb8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e11_v24?08Q16l
00000001f1ff2548 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e17_v16?0"NSError"8l
00000001f1ff24e8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e18_v16?0"SFDevice"8l
00000001f1ff2518 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e5_v8?0l
00000001f1ff2818 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e8_v12?0i8l
00000001f1ff2478 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_44_e8_32s_e5_I8?0l
00000001f1ff27e8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40w_e5_v8?0l
00000001f1ff29a8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs_e28_v16?0r^{__ACMRequirement=}8l
