00007ffa0703c38c (__TEXT,__text) non-external +[Cube initialize]
                 (undefined) external _CGImageRetain (from CoreGraphics)
                 (undefined) external _CGImageSourceCopyPropertiesAtIndex (from ImageIO)
                 (undefined) external _CGImageSourceCreateImageAtIndex (from ImageIO)
                 (undefined) external _CGImageSourceCreateThumbnailAtIndex (from ImageIO)
                 (undefined) external _CGImageSourceCreateWithData (from ImageIO)
                 (undefined) external _CGImageSourceCreateWithURL (from ImageIO)
                 (undefined) external _CGImageSourceGetType (from ImageIO)
                 (undefined) external _CGLChoosePixelFormat (from OpenGL)
                 (undefined) external _CGLCreateContext (from OpenGL)
                 (undefined) external _CGLDescribePixelFormat (from OpenGL)
                 (undefined) external _CGLDescribeRenderer (from OpenGL)
                 (undefined) external _CGLDestroyContext (from OpenGL)
                 (undefined) external _CGLDestroyRendererInfo (from OpenGL)
                 (undefined) external _CGLFlushDrawable (from OpenGL)
                 (undefined) external _CGLGetParameter (from OpenGL)
                 (undefined) external _CGLGetPixelFormat (from OpenGL)
                 (undefined) external _CGLGetVirtualScreen (from OpenGL)
                 (undefined) external _CGLLockContext (from OpenGL)
                 (undefined) external _CGLQueryRendererInfo (from OpenGL)
                 (undefined) external _CGLReleaseContext (from OpenGL)
                 (undefined) external _CGLReleasePixelFormat (from OpenGL)
                 (undefined) external _CGLRetainContext (from OpenGL)
                 (undefined) external _CGLRetainPixelFormat (from OpenGL)
                 (undefined) external _CGLSetParameter (from OpenGL)
                 (undefined) external _CGLTexImageIOSurface2D (from OpenGL)
                 (undefined) external _CGLUnlockContext (from OpenGL)
                 (undefined) external _CGMainDisplayID (from CoreGraphics)
                 (undefined) external _CGPDFContextCreateWithURL (from CoreGraphics)
                 (undefined) external _CGPathAddRect (from CoreGraphics)
                 (undefined) external _CGPathCreateMutable (from CoreGraphics)
                 (undefined) external _CGPathGetBoundingBox (from CoreGraphics)
                 (undefined) external _CGPathRelease (from CoreGraphics)
00007ffa07047af2 (__TEXT,__text) external _CGPointFromCAMLString
                 (undefined) external _CGPointZero (from CoreGraphics)
                 (undefined) external _CGRectContainsPoint (from CoreGraphics)
                 (undefined) external _CGRectEqualToRect (from CoreGraphics)
00007ffa07047a75 (__TEXT,__text) external _CGRectFromCAMLString
                 (undefined) external _CGRectGetHeight (from CoreGraphics)
                 (undefined) external _CGRectGetMaxY (from CoreGraphics)
                 (undefined) external _CGRectGetMidX (from CoreGraphics)
                 (undefined) external _CGRectGetMidY (from CoreGraphics)
                 (undefined) external _CGRectGetWidth (from CoreGraphics)
                 (undefined) external _CGRectInset (from CoreGraphics)
                 (undefined) external _CGRectIntegral (from CoreGraphics)
                 (undefined) external _CGRectIntersection (from CoreGraphics)
                 (undefined) external _CGRectIntersectsRect (from CoreGraphics)
                 (undefined) external _CGRectIsNull (from CoreGraphics)
                 (undefined) external _CGRectUnion (from CoreGraphics)
                 (undefined) external _CGRectZero (from CoreGraphics)
                 (undefined) external _CGSizeZero (from CoreGraphics)
                 (undefined) external _CIDetectorAccuracy (from CoreImage)
                 (undefined) external _CIDetectorAccuracyLow (from CoreImage)
                 (undefined) external _CIDetectorTypeFace (from CoreImage)
                 (undefined) external _CMFormatDescriptionGetMediaSubType (from CoreMedia)
                 (undefined) external _CMSampleBufferGetImageBuffer (from CoreMedia)
                 (undefined) external _CMSampleBufferGetSampleTimingInfo (from CoreMedia)
                 (undefined) external _CMTimeAdd (from CoreMedia)
                 (undefined) external _CMTimeGetSeconds (from CoreMedia)
                 (undefined) external _CMTimeMake (from CoreMedia)
                 (undefined) external _CMTimeMakeWithSeconds (from CoreMedia)
                 (undefined) external _CMTimeRangeMake (from CoreMedia)
                 (undefined) external _CMVideoFormatDescriptionCreate (from CoreMedia)
                 (undefined) external _CTFontCopyDisplayName (from CoreText)
                 (undefined) external _CTFontCopyFamilyName (from CoreText)
                 (undefined) external _CTFontCopyPostScriptName (from CoreText)
                 (undefined) external _CTFontCreateWithName (from CoreText)
                 (undefined) external _CTFontGetSize (from CoreText)
                 (undefined) external _CTFontGetXHeight (from CoreText)
                 (undefined) external _CTFontManagerRegisterFontsForURL (from CoreText)
                 (undefined) external _CTFontManagerUnregisterFontsForURL (from CoreText)
                 (undefined) external _CTFrameDraw (from CoreText)
                 (undefined) external _CTFrameGetLineOrigins (from CoreText)
                 (undefined) external _CTFrameGetLines (from CoreText)
                 (undefined) external _CTFrameGetPath (from CoreText)
                 (undefined) external _CTFrameGetVisibleStringRange (from CoreText)
                 (undefined) external _CTFramesetterCreateFrame (from CoreText)
                 (undefined) external _CTFramesetterCreateWithAttributedString (from CoreText)
                 (undefined) external _CTLineGetGlyphCount (from CoreText)
                 (undefined) external _CTLineGetGlyphRuns (from CoreText)
                 (undefined) external _CTLineGetImageBounds (from CoreText)
                 (undefined) external _CTLineGetOffsetForStringIndex (from CoreText)
                 (undefined) external _CTLineGetStringRange (from CoreText)
                 (undefined) external _CTLineGetTrailingWhitespaceWidth (from CoreText)
                 (undefined) external _CTLineGetTypographicBounds (from CoreText)
                 (undefined) external _CTParagraphStyleCreate (from CoreText)
                 (undefined) external _CTParagraphStyleGetValueForSpecifier (from CoreText)
                 (undefined) external _CTRunGetAttributes (from CoreText)
                 (undefined) external _CTRunGetGlyphCount (from CoreText)
                 (undefined) external _CTRunGetImageBounds (from CoreText)
                 (undefined) external _CTRunGetStatus (from CoreText)
                 (undefined) external _CTRunGetStringIndices (from CoreText)
                 (undefined) external _CTRunGetStringIndicesPtr (from CoreText)
                 (undefined) external _CTRunGetStringRange (from CoreText)
                 (undefined) external _CTRunGetTypographicBounds (from CoreText)
                 (undefined) external _CVBufferRelease (from CoreVideo)
                 (undefined) external _CVBufferRetain (from CoreVideo)
                 (undefined) external _CVBufferSetAttachment (from CoreVideo)
                 (undefined) external _CVDisplayLinkCreateWithCGDisplay (from CoreVideo)
                 (undefined) external _CVDisplayLinkRelease (from CoreVideo)
                 (undefined) external _CVDisplayLinkSetOutputCallback (from CoreVideo)
                 (undefined) external _CVDisplayLinkStart (from CoreVideo)
                 (undefined) external _CVDisplayLinkStop (from CoreVideo)
                 (undefined) external _CVOpenGLTextureGetName (from CoreVideo)
                 (undefined) external _CVOpenGLTextureGetTarget (from CoreVideo)
                 (undefined) external _CVPixelBufferGetBaseAddress (from CoreVideo)
                 (undefined) external _CVPixelBufferGetBytesPerRow (from CoreVideo)
                 (undefined) external _CVPixelBufferGetHeight (from CoreVideo)
                 (undefined) external _CVPixelBufferGetIOSurface (from CoreVideo)
                 (undefined) external _CVPixelBufferGetPixelFormatType (from CoreVideo)
                 (undefined) external _CVPixelBufferGetWidth (from CoreVideo)
                 (undefined) external _CVPixelBufferLockBaseAddress (from CoreVideo)
                 (undefined) external _CVPixelBufferPoolCreatePixelBuffer (from CoreVideo)
                 (undefined) external _CVPixelBufferRelease (from CoreVideo)
                 (undefined) external _CVPixelBufferRetain (from CoreVideo)
                 (undefined) external _CVPixelBufferUnlockBaseAddress (from CoreVideo)
00007ffa06e001b4 (__TEXT,__text) external _CenterRectOverPoint
00007ffa06e00236 (__TEXT,__text) external _CenterRectOverRect
00007ffa06eb8524 (__TEXT,__text) external _ComputeAnimationTimeBounds
00007ffa06efc7ee (__TEXT,__text) external _ComputeGaussian
00007ffa06e8c648 (__TEXT,__text) external _ComputeNumberOfSegments
00007ffa06e90c6b (__TEXT,__text) external _ComputeSpriteSize
00007ffa06f6970d (__TEXT,__text) external _CreateResizedCGImage
00007ffa06fdfd4a (__TEXT,__text) external _DecayingSinWave
00007ffa06e8ceb3 (__TEXT,__text) external _DoRope
00007ffa06e8e4ee (__TEXT,__text) external _DoSlide
00007ffa06f2f8b4 (__TEXT,__text) external _DoWobble
00007ffa06f2f994 (__TEXT,__text) external _DoWobbleSlow
00007ffa06fdf044 (__TEXT,__text) external _DrawFallingSlide
00007ffa06fdf3ad (__TEXT,__text) external _DrawFlippingSlide
00007ffa06fde853 (__TEXT,__text) external _DrawRotatingSlide
00007ffa06fdfc72 (__TEXT,__text) external _ExitBounce
                 (undefined) external _ExtAudioFileDispose (from AudioToolbox)
                 (undefined) external _ExtAudioFileGetProperty (from AudioToolbox)
                 (undefined) external _ExtAudioFileOpenURL (from AudioToolbox)
                 (undefined) external _ExtAudioFileRead (from AudioToolbox)
                 (undefined) external _ExtAudioFileSetProperty (from AudioToolbox)
00007ffa0702f131 (__TEXT,__text) external _FixForFrameID
00007ffa06e00178 (__TEXT,__text) external _FloorRect
00007ffa06e8cab1 (__TEXT,__text) external _Function
00007ffa06efc796 (__TEXT,__text) external _Gaussian
00007ffa06fdc0db (__TEXT,__text) external _GenerateScenario0
00007ffa06fdc57e (__TEXT,__text) external _GenerateScenario1
00007ffa06fdc71d (__TEXT,__text) external _GenerateScenario2
00007ffa06fdc8d1 (__TEXT,__text) external _GenerateScenario3
00007ffa06fdc9e9 (__TEXT,__text) external _GenerateScenario4
00007ffa06fdcaf9 (__TEXT,__text) external _GenerateScenario5
                 (undefined) external _IOPPFGetProperty (from IOPlatformPluginFamily)
                 (undefined) external _IOSurfaceGetBytesPerRow (from IOSurface)
                 (undefined) external _IOSurfaceGetHeight (from IOSurface)
                 (undefined) external _IOSurfaceGetPixelFormat (from IOSurface)
                 (undefined) external _IOSurfaceGetWidth (from IOSurface)
00007ffa06f6543d (__TEXT,__text) external _ImageKey
00007ffa408a2c00 (__DATA_CONST,__const) non-external _ImageKey.strings
00007ffa07047b46 (__TEXT,__text) external _IsZRotationCAMLString
00007ffa06fff453 (__TEXT,__text) external _LightboxOpacityProgress
00007ffa42192450 (__DATA,__common) external _MCPlugParallelFlag
00007ffa42192454 (__DATA,__common) external _MCSlideFlag
00007ffa06f70297 (__TEXT,__text) external _MCStringToVector
00007ffa06f7037c (__TEXT,__text) external _MCVectorToString
                 (undefined) external _MDItemCopyAttribute (from CoreServices)
                 (undefined) external _MDItemCreate (from CoreServices)
                 (undefined) external _MLApertureAllPhotosTypeIdentifier (from MediaLibrary)
                 (undefined) external _MLFolderRootGroupTypeIdentifier (from MediaLibrary)
                 (undefined) external _MLGarageBandFolderGroupTypeIdentifier (from MediaLibrary)
                 (undefined) external _MLLogicProjectsGroupTypeIdentifier (from MediaLibrary)
                 (undefined) external _MLMediaLoadIncludeSourcesKey (from MediaLibrary)
                 (undefined) external _MLMediaObjectDurationKey (from MediaLibrary)
                 (undefined) external _MLMediaObjectKeywordsKey (from MediaLibrary)
                 (undefined) external _MLMediaObjectResolutionStringKey (from MediaLibrary)
                 (undefined) external _MLMediaSourceApertureIdentifier (from MediaLibrary)
                 (undefined) external _MLMediaSourceCustomFoldersIdentifier (from MediaLibrary)
                 (undefined) external _MLMediaSourceGarageBandIdentifier (from MediaLibrary)
                 (undefined) external _MLMediaSourceLogicIdentifier (from MediaLibrary)
                 (undefined) external _MLMediaSourceiMovieIdentifier (from MediaLibrary)
                 (undefined) external _MLMediaSourceiPhotoIdentifier (from MediaLibrary)
                 (undefined) external _MLMediaSourceiTunesIdentifier (from MediaLibrary)
                 (undefined) external _MLiMovieProjectGroupTypeIdentifier (from MediaLibrary)
                 (undefined) external _MLiPhotoLibraryAlbumTypeIdentifier (from MediaLibrary)
                 (undefined) external _MLiTunesMusicPlaylistTypeIdentifier (from MediaLibrary)
00007ffa42190450 (__DATA,__data) external _MPEffectDidAddSlidesNotification
00007ffa42190458 (__DATA,__data) external _MPEffectDidRemoveSlidesNotification
00007ffa42192488 (__DATA,__bss) non-external _MPUtilitiesUnarchiverLog.log
00007ffa421924d8 (__DATA,__bss) non-external _MPUtilitiesUnarchiverLog.log
00007ffa42192530 (__DATA,__bss) non-external _MPUtilitiesUnarchiverLog.log
00007ffa42197950 (__DATA,__bss) non-external _MPUtilitiesUnarchiverLog.log
00007ffa42197968 (__DATA,__bss) non-external _MPUtilitiesUnarchiverLog.log
00007ffa42192490 (__DATA,__bss) non-external _MPUtilitiesUnarchiverLog.onceToken
00007ffa421924e0 (__DATA,__bss) non-external _MPUtilitiesUnarchiverLog.onceToken
00007ffa42192538 (__DATA,__bss) non-external _MPUtilitiesUnarchiverLog.onceToken
00007ffa42197958 (__DATA,__bss) non-external _MPUtilitiesUnarchiverLog.onceToken
00007ffa42197970 (__DATA,__bss) non-external _MPUtilitiesUnarchiverLog.onceToken
00007ffa06f69c0b (__TEXT,__text) external _MRBreakOnTrue
00007ffa06f69597 (__TEXT,__text) external _MRCGPointRotatedByDegrees
00007ffa06f69613 (__TEXT,__text) external _MRCGPointRotatedByRadians
00007ffa06f69bfd (__TEXT,__text) external _MRFitHeightToAspectRatio
00007ffa06f69b97 (__TEXT,__text) external _MRFitInToAspectRatio
00007ffa06f69bca (__TEXT,__text) external _MRFitOutToAspectRatio
00007ffa408a2b60 (__DATA_CONST,__const) external _MRFittingFilter
00007ffa06f69869 (__TEXT,__text) external _MRGetCurrentTime
00007ffa06f67b48 (__TEXT,__text) external _MRIsAppleTV
00007ffa421978d8 (__DATA,__bss) non-external _MRIsAppleTV.gIsAppleTV
00007ffa421978e0 (__DATA,__bss) non-external _MRIsAppleTV.onceToken
00007ffa06f67ca0 (__TEXT,__text) external _MRMatrix_Clear
00007ffa06f6876e (__TEXT,__text) external _MRMatrix_ConcatenateWithMatrix
00007ffa06f687d9 (__TEXT,__text) external _MRMatrix_Determinant
00007ffa06f6930d (__TEXT,__text) external _MRMatrix_Frustum
00007ffa06f67c45 (__TEXT,__text) external _MRMatrix_Identity
00007ffa421978f0 (__DATA,__bss) non-external _MRMatrix_Identity.sMRMatrixIdentity
00007ffa06f68a83 (__TEXT,__text) external _MRMatrix_Invert
00007ffa06f681b4 (__TEXT,__text) external _MRMatrix_MultiplyWithMatrix
00007ffa06f68541 (__TEXT,__text) external _MRMatrix_PostMultiply
00007ffa06f6814c (__TEXT,__text) external _MRMatrix_PreMultiply
00007ffa06f693d3 (__TEXT,__text) external _MRMatrix_ProjectPoint
00007ffa06f686b9 (__TEXT,__text) external _MRMatrix_RotateVector
00007ffa06f680ac (__TEXT,__text) external _MRMatrix_Scale
