00000001ac803988 (__TEXT,__text) non-external +[AMFI isAvailable]
00000001f12046d8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48s_e28_v24?08?<v?"NSError">16l
00000001f1204e28 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_58_e8_32s40s48s_e28_v24?08?<v?B"NSError">16l
00000001f1204ce8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s48s56s_e28_v24?08?<v?B"NSError">16l
00000001f1204918 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_69_e8_32s40bs_e28_v24?08?<v?"NSError">16l
00000001f1204798 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f12047e8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1204808 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1204948 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1204a48 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1204a98 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1204bb8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1204cc8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1204d18 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1204f48 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f12049a8 (__AUTH_CONST,__const) non-external ___block_literal_global.10
00000001f1204c08 (__AUTH_CONST,__const) non-external ___block_literal_global.122
00000001f1204c28 (__AUTH_CONST,__const) non-external ___block_literal_global.124
00000001f1204c48 (__AUTH_CONST,__const) non-external ___block_literal_global.126
00000001f12049c8 (__AUTH_CONST,__const) non-external ___block_literal_global.13
00000001f12049e8 (__AUTH_CONST,__const) non-external ___block_literal_global.16
00000001f1204a08 (__AUTH_CONST,__const) non-external ___block_literal_global.19
00000001f1204a28 (__AUTH_CONST,__const) non-external ___block_literal_global.22
00000001f1204968 (__AUTH_CONST,__const) non-external ___block_literal_global.4
00000001f1204988 (__AUTH_CONST,__const) non-external ___block_literal_global.7
00000001f1204ab8 (__AUTH_CONST,__const) non-external ___block_literal_global.79
00000001f1204ad8 (__AUTH_CONST,__const) non-external ___block_literal_global.85
00000001f1204f68 (__AUTH_CONST,__const) non-external ___block_literal_global.85
00000001f1204af8 (__AUTH_CONST,__const) non-external ___block_literal_global.87
00000001f1204b18 (__AUTH_CONST,__const) non-external ___block_literal_global.89
00000001f1204b38 (__AUTH_CONST,__const) non-external ___block_literal_global.91
00000001f1204b58 (__AUTH_CONST,__const) non-external ___block_literal_global.93
00000001f1204b78 (__AUTH_CONST,__const) non-external ___block_literal_global.95
00000001f1204b98 (__AUTH_CONST,__const) non-external ___block_literal_global.97
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001ac7fe084 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
00000001ac7fe518 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40r
00000001ac7fac84 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r
00000001ac7fdfd8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r40r
00000001ac7eccf4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
00000001ac7f6238 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
00000001ac7faa50 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40r
00000001ac7ece00 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
00000001ac7f35d8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48b
00000001ac7ed584 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s
00000001ac7fc440 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56s
00000001ac7ee3d8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40w
00000001ac7edf60 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32w
00000001ac803248 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_ea8_32b
00000001ac7fac94 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r
00000001ac7fe028 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r40r
00000001ac7eccfc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
00000001ac7faa98 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r
00000001ac7ece3c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
00000001ac7ed5c8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s
00000001ac7fc48c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s
00000001ac7ee41c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40w
00000001ac7edf6c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32w
00000001ac803258 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_ea8_32s
00000001ac7fdf10 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke
00000001ac7fe06c (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.1
00000001ac8064ec (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.cold.1
                 (undefined) external ___error (from libSystem)
00000001ac8038bc (__TEXT,__text) non-external ___getAMFIExecutionPreflightSymbolLoc_block_invoke
00000001ac7fab40 (__TEXT,__text) non-external ___getSSBLookupContextClass_block_invoke
00000001ac805fb4 (__TEXT,__text) non-external ___getSSBLookupContextClass_block_invoke.cold.1
00000001ac7fc0d8 (__TEXT,__text) non-external ___globalBundleSuffixes_block_invoke
                 (undefined) external ___gxx_personality_v0 (from libc++)
                 (undefined) external ___kCFBooleanFalse (from CoreFoundation)
                 (undefined) external ___kCFBooleanTrue (from CoreFoundation)
                 (undefined) external ___objc_personality_v0 (from libobjc)
00000001ac8031ec (__TEXT,__text) non-external ___opaqueSignCode_block_invoke
00000001ac7f34d0 (__TEXT,__text) non-external ___scanForBundledKernelExtensions_block_invoke
00000001ac7f3048 (__TEXT,__text) non-external ___scanForBundles_block_invoke
00000001ac80512c (__TEXT,__text) non-external ___scanForBundles_block_invoke.cold.1
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __dispatch_main_q (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __kCFURLDiskImageBackingURLKey (from CoreFoundation)
                 (undefined) external __kCFURLVolumeIsDiskImageKey (from CoreFoundation)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_feature_enabled_impl (from libSystem)
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __qtn_error (from libSystem)
                 (undefined) external __qtn_file_alloc (from libSystem)
                 (undefined) external __qtn_file_apply_to_path (from libSystem)
                 (undefined) external __qtn_file_free (from libSystem)
                 (undefined) external __qtn_file_get_flags (from libSystem)
                 (undefined) external __qtn_file_get_identifier (from libSystem)
                 (undefined) external __qtn_file_init_with_mount_point (from libSystem)
                 (undefined) external __qtn_file_init_with_path (from libSystem)
                 (undefined) external __qtn_file_set_flags (from libSystem)
                 (undefined) external __sl_dlopen (from SoftLinking)
                 (undefined) external _abort_report_np (from libSystem)
00000001ac802c6c (__TEXT,__text) external _areGatekeeperOverridesDisabledByMDM
00000001ac80c080 (__TEXT,__dlopen_cstrs) non-external _audit_stringSafariSafeBrowsing
                 (undefined) external _bzero (from libSystem)
00000001ac7f83f4 (__TEXT,__text) external _calculateTotalPathSize
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
00000001ac809150 (__TEXT,__const) external _cdResourceDirSlot
00000001ac802ad4 (__TEXT,__text) external _checkBOOLSetting
00000001ac802b78 (__TEXT,__text) external _checkNumberSetting
00000001ac7f3bc0 (__TEXT,__text) external _checkPathQuarantineState
00000001ac8053b8 (__TEXT,__text) non-external _checkPathQuarantineState.cold.1
00000001ac7f3cb8 (__TEXT,__text) external _checkURLMountQuarantineState
00000001ac7f3b18 (__TEXT,__text) external _checkURLQuarantineState
                 (undefined) external _close (from libSystem)
00000001ac7f0da8 (__TEXT,__text) external _copyAdhocSignatureHash
00000001ac804af0 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.1
00000001ac804cb8 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.10
00000001ac804cb8 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.11
00000001ac804cb8 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.12
00000001ac804cb8 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.13
00000001ac804cb8 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.14
00000001ac804cb8 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.15
00000001ac804cb8 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.16
00000001ac804cb8 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.17
00000001ac804cec (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.18
00000001ac804b3c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.2
00000001ac804b88 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.3
00000001ac804bd4 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.4
00000001ac804c38 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.5
00000001ac804c6c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.6
00000001ac804cb8 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.7
00000001ac804cb8 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.8
00000001ac804cb8 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.9
00000001ac7f2764 (__TEXT,__text) external _copyBootUUID
00000001ac805048 (__TEXT,__text) non-external _copyBootUUID.cold.1
00000001ac7f1ec8 (__TEXT,__text) external _copyBundleID
00000001ac804d38 (__TEXT,__text) non-external _copyBundleID.cold.1
00000001ac7f1fc4 (__TEXT,__text) external _copyBundleIDFromURL
00000001ac7f21e0 (__TEXT,__text) external _copyBundleVersion
00000001ac804d38 (__TEXT,__text) non-external _copyBundleVersion.cold.1
00000001ac7f20e4 (__TEXT,__text) external _copyBundleVersionShort
00000001ac804d38 (__TEXT,__text) non-external _copyBundleVersionShort.cold.1
00000001ac7f2054 (__TEXT,__text) external _copyBundleVersionShortFromURL
00000001ac7f17e8 (__TEXT,__text) external _copyCdhash
00000001ac804d38 (__TEXT,__text) non-external _copyCdhash.cold.1
00000001ac804d84 (__TEXT,__text) non-external _copyCdhash.cold.2
00000001ac804db8 (__TEXT,__text) non-external _copyCdhash.cold.3
00000001ac7f175c (__TEXT,__text) external _copyCdhashFromKextURL
00000001ac802dd8 (__TEXT,__text) external _copyCodeSigningInfo
00000001ac7f2588 (__TEXT,__text) external _copyDeveloperName
00000001ac804d38 (__TEXT,__text) non-external _copyDeveloperName.cold.1
00000001ac804f4c (__TEXT,__text) non-external _copyDeveloperName.cold.2
00000001ac804fa0 (__TEXT,__text) non-external _copyDeveloperName.cold.3
00000001ac804ff4 (__TEXT,__text) non-external _copyDeveloperName.cold.4
00000001ac803260 (__TEXT,__text) external _copyEntitlements
00000001ac7f881c (__TEXT,__text) external _copyFileHashForData
00000001ac7f8580 (__TEXT,__text) external _copyFileHashForURL
00000001ac805c90 (__TEXT,__text) non-external _copyFileHashForURL.cold.1
00000001ac805d14 (__TEXT,__text) non-external _copyFileHashForURL.cold.2
00000001ac805d98 (__TEXT,__text) non-external _copyFileHashForURL.cold.3
00000001ac7f1954 (__TEXT,__text) external _copyLegacyCdhash
00000001ac7f19c4 (__TEXT,__text) external _copyLegacyCdhashSHA256
00000001ac7eeb20 (__TEXT,__text) external _copyLegacyDeveloperName
00000001ac7f3890 (__TEXT,__text) external _copySecureTimestamp
00000001ac804d38 (__TEXT,__text) non-external _copySecureTimestamp.cold.1
00000001ac7f2908 (__TEXT,__text) external _copyShippedThirdPartyKernelExtensions
00000001ac7f1dec (__TEXT,__text) external _copySigningID
00000001ac804d38 (__TEXT,__text) non-external _copySigningID.cold.1
00000001ac7f1c08 (__TEXT,__text) external _copyTeamIdentifier
00000001ac804d38 (__TEXT,__text) non-external _copyTeamIdentifier.cold.1
00000001ac7f1a34 (__TEXT,__text) external _copyTeamIdentifierFromCertificates
00000001ac804dec (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.1
00000001ac804e48 (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.2
00000001ac7f1b4c (__TEXT,__text) external _copyTeamIdentifierFromSigningInformation
00000001ac804ea4 (__TEXT,__text) non-external _copyTeamIdentifierFromSigningInformation.cold.1
00000001ac7f22dc (__TEXT,__text) external _copyUnstagedURL
00000001ac804f00 (__TEXT,__text) non-external _copyUnstagedURL.cold.1
00000001ac7f0da0 (__TEXT,__text) external _createCodeReference
00000001ac7f0c84 (__TEXT,__text) non-external _createCodeReferenceHelper
00000001ac8049d8 (__TEXT,__text) non-external _createCodeReferenceHelper.cold.1
00000001ac804a64 (__TEXT,__text) non-external _createCodeReferenceHelper.cold.2
00000001ac7f0c7c (__TEXT,__text) external _createCodeReferenceQuiet
00000001ac7f0bc4 (__TEXT,__text) external _createHexStringFromData
00000001ac7fea04 (__TEXT,__text) non-external _createMigrationManifest
00000001ac80671c (__TEXT,__text) non-external _createMigrationManifest.cold.1
00000001ac802cc4 (__TEXT,__text) external _createSecStaticCodeForURL
00000001ac806bf0 (__TEXT,__text) non-external _createSecStaticCodeForURL.cold.1
00000001ac802a98 (__TEXT,__text) external _createSystemPolicyDefaults
00000001ac7f23e8 (__TEXT,__text) external _createURLWithoutPrefix
                 (undefined) external _csops (from libSystem)
                 (undefined) external _csr_check (from libSystem)
00000001ea856ed8 (__DATA,__bss) non-external _currentDeviceID.sDeviceID
00000001ea856ee0 (__DATA,__bss) non-external _currentDeviceID.sOnceToken
                 (undefined) external _difftime (from libSystem)
                 (undefined) external _dirstat_np (from libSystem)
                 (undefined) external _dispatch_barrier_async (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_semaphore_create (from libSystem)
                 (undefined) external _dispatch_semaphore_signal (from libSystem)
                 (undefined) external _dispatch_semaphore_wait (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_time (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00000001ac7fd9f4 (__TEXT,__text) external _doBooleanXPCFunction
00000001ac7fdc5c (__TEXT,__text) external _doBooleanXPCFunctionSilent
00000001ac7fdc64 (__TEXT,__text) external _doObjectXPCFunction
00000001ac7f8d50 (__TEXT,__text) external _doWithoutImmutability
00000001ea856ea0 (__DATA,__bss) non-external _downloads.sLog
00000001ea856e98 (__DATA,__bss) non-external _downloads.sLogInit
00000001ea856e60 (__DATA,__bss) non-external _exec.sLog
00000001ea856e58 (__DATA,__bss) non-external _exec.sLogInit
00000001ac7f84ac (__TEXT,__text) external _fileExists
00000001ac7f851c (__TEXT,__text) external _fileIsSymlink
00000001ac7fbfa4 (__TEXT,__text) external _findBundleContainingSignedFile
00000001ac806124 (__TEXT,__text) non-external _findBundleContainingSignedFile.cold.1
00000001ac7fafb0 (__TEXT,__text) external _findContainingBundle
00000001ac7f2b4c (__TEXT,__text) external _findFirstSubdirectoryURL
00000001ac7fb9bc (__TEXT,__text) external _findOuterMostBundle
00000001ac806084 (__TEXT,__text) non-external _findOuterMostBundle.cold.1
00000001ac8060e4 (__TEXT,__text) non-external _findOuterMostBundle.cold.2
00000001ac7fbec0 (__TEXT,__text) external _findOuterMostBundleWithFilter
00000001ac8060e4 (__TEXT,__text) non-external _findOuterMostBundleWithFilter.cold.1
00000001ac7fb144 (__TEXT,__text) external _findScanTargetByPath
00000001ac7fb5e8 (__TEXT,__text) external _findTopAppBundle
00000001ac7fb0b4 (__TEXT,__text) external _findTopBundle
                 (undefined) external _free (from libSystem)
00000001ac7f47e0 (__TEXT,__text) non-external _fsEventCallback
00000001ec9b8bc0 (__DATA_DIRTY,__bss) non-external _generic.sLog
00000001ec9b8bb8 (__DATA_DIRTY,__bss) non-external _generic.sLogInit
00000001ac8037d0 (__TEXT,__text) non-external (was a private external) _getAMFIExecutionPreflightSymbolLoc
00000001ea856ef0 (__DATA,__bss) non-external _getAMFIExecutionPreflightSymbolLoc.ptr
00000001ea856e28 (__DATA,__bss) non-external _getAllowedPaths.dragWhitelist
00000001ea856e30 (__DATA,__bss) non-external _getAllowedPaths.once
00000001ea856e38 (__DATA,__bss) non-external _getAllowedUrls.dragWhitelist
00000001ea856e40 (__DATA,__bss) non-external _getAllowedUrls.once
00000001ac7f1ce8 (__TEXT,__text) external _getDictionaryValue
00000001ac7f3d60 (__TEXT,__text) external _getQuarantineFlagsForURL
00000001ac7f3fb8 (__TEXT,__text) external _getQuarantineIdentifierForURL
00000001ac805570 (__TEXT,__text) non-external _getQuarantineIdentifierForURL.cold.1
00000001ea856eb8 (__DATA,__bss) non-external _getSSBLookupContextClass.softClass
00000001ac7fb8b8 (__TEXT,__text) external _getVolumePrefix
00000001ac805ff0 (__TEXT,__text) non-external _getVolumePrefix.cold.1
