00000001cb9f3880 (__TEXT,__text) non-external +[Cube initialize]
00000001d7803370 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPAudioPlaylist
00000001d78033c0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPAuthoringController
00000001d7803460 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPAuthoringUtilities
00000001d78034b0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPCluster
00000001d7803500 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPClusterController
00000001d7803550 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPClusterSlide
00000001d7802da8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPConditionalAction
00000001d78035a0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPCropController
00000001d78035f0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPDesktopAssetManager
00000001d78036e0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPDocument
00000001d7803640 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPDocumentInternal
00000001d7803668 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPDocumentKeyedUnarchiver
00000001d7803730 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPEffect
00000001d7803780 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPEffectContainer
00000001d78037a8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPEffectManager
00000001d78076f0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPFaceDetector
00000001d78037f8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPFileValidationManager
00000001d78038c0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPFilter
00000001d7803870 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPFilterInternal
00000001d7803910 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPFilterManager
00000001d78039b0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPFrame
00000001d7803960 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPFrameInternal
00000001d7803a00 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPFrameManager
00000001d7802e70 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPGenericAction
00000001d7803a50 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPLayer
00000001d7803aa0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPLayerEffect
00000001d7803b40 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPLayerGroup
00000001d7803af0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPLayerGroupInternal
00000001d7803b90 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPLayerInternal
00000001d7803be0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPLayerSerializer
00000001d7803c80 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPNavigator
00000001d7803c30 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPNavigatorInternal
00000001d78032f8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPPlaylistInternal
00000001d7803cd0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPSlide
00000001d7803d70 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPSong
00000001d7803cf8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPSongInternal
00000001d7803dc0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPSongManager
00000001d7802e48 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPStateOperation
00000001d7803e10 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPStyleManager
00000001d7803eb0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPText
00000001d7803e60 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPTextInternal
00000001d7803f00 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPTransition
00000001d7802ec0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPTransitionAction
00000001d7803f50 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPTransitionManager
00000001d7803ff0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPUtilities
00000001d78030a0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPVector
00000001d7804090 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPWeighter
00000001d7804040 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MPWeighterConstraint
00000001d78085a0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRAction
00000001d7805710 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRAnimationContext
00000001d78040b8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRAnimationManager
00000001d78056c0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRAnimationPathPhysics
00000001d78056e8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRAnimationPathScalar
00000001d7806110 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRAnimationTrigger
00000001d7808fc8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRAssetMaster
00000001d7809018 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRAssetPlayer
00000001d7809068 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRAssetPlayerMovie
00000001d7809090 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRAssetPlayerMovieForExport
00000001d78090e0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRAssetPlayerOptions
00000001d7809040 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRAssetPlayerStillImage
00000001d7807c90 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRAudioDucker
00000001d7807ce0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRAudioItem
00000001d7807c40 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRAudioPlayer
00000001d7808960 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRCAMLAnimation
00000001d7808870 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRCAMLBezierData
00000001d78089b0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRCAMLKeyframe
00000001d78088c0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRCAMLLayer
00000001d7808910 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRCAMLTextLayer
00000001d78087f8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRCAMLUtilities
00000001d78041d0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRContext
00000001d7804130 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRContextState
00000001d78041f8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRContextVertexAttributes
00000001d7804270 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRCroppingSprite
00000001d78042c0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRCroppingSpriteVBO
00000001d7804310 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffect
00000001d78043b0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectBackgroundImage
00000001d78087d0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectCAML
00000001d7807e20 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectCalendar
00000001d78077e0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectCoverCascade
00000001d7807790 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectCoverCascadeEvent
00000001d7807740 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectCoverCascadeSlideStory
00000001d7808078 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectDateline
00000001d7808e10 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectDotProgress
00000001d7807b50 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectFilmStrip
00000001d7807628 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectFlipup
00000001d7804f40 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectFlipupBackground
00000001d7808190 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectFloating
00000001d7808370 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectFramedMap
00000001d7807f88 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectFramedSlide
00000001d7807fd8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectFramedText
00000001d7804400 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectGlobe
00000001d7804428 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectGradient
00000001d7804478 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectHangingPictures
00000001d78044f0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectHangingPicturesBackgroundLights
00000001d7804518 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectHangingPicturesBackgroundStars
00000001d7804568 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectHangingPicturesTitle
00000001d7808eb0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectHyperGrid
00000001d7807dd0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectJustAButton
00000001d78045e0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectJustASlide
00000001d7808b90 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectJustAText
00000001d7804630 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectJustATitle
00000001d7807e70 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectMagazine
00000001d7804658 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectManager
00000001d7808050 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectMap
00000001d7804720 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectMapSlides
00000001d7804770 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectMapTitle
00000001d78047c0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectMapZoom
00000001d7804810 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectModern
00000001d7804838 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectOrigami
00000001d78048b0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectOrigamiTiming
00000001d7804900 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectOrigamiTitle
00000001d7804338 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectPList
00000001d7804950 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectPhotoEdges
00000001d7807a88 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectPictureFrames
00000001d78046d0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectPinMap
00000001d7807f10 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectPortfolio
00000001d78049c8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectReflections
00000001d7804a90 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectReflectionsBackground
00000001d7804ae0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectReflectionsSubtitle
00000001d7804b30 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectReflectionsTitle
00000001d7808258 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectScrapbook
00000001d7804bd0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectScrapbookTitle
00000001d7804b58 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectScrapbook_Old
00000001d78086b8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectShadedColors
00000001d7809130 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectShatter
00000001d78091d0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectShatterText
00000001d7804c20 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectShatterTitle
00000001d7807920 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectShiftingTiles
00000001d7807ba0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectShowroom
00000001d7807bf0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectShowroomBackground
00000001d7804c70 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectSlidingPanels
00000001d7804c98 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectSnapshot
00000001d7804d10 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectSnapshotTitle
00000001d7808b40 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectStretchableSlide
00000001d7804d38 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectTableTop
00000001d7804db0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectTableTopTitle
00000001d7804dd8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectVignettingOverlay
00000001d7804e50 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectWatercolorBackground
00000001d7804ea0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectWatercolorPanel
00000001d7804ef0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MREffectWatercolorTitle
00000001d7807600 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRFlipupRenderable
00000001d7808118 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRFloatingRenderable
00000001d78080c8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRFloatingTimeInfo
00000001d7804f90 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRFrame
00000001d7804fb8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRFrameInsetBorder
00000001d7805008 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRFrameLineStroke
00000001d7805058 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRFrameManager
00000001d7807560 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRGesture
00000001d7808618 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRGesturePanZoomRotation
00000001d78083c0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRGestureRecognizer
00000001d7807588 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRHitBlob
00000001d7805800 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRHitZoneForVisualFeedback
00000001d7808e38 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRHyperGridIteration
00000001d78050d0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRImage
00000001d78050f8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRImageManager
00000001d7805170 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRImageProvider
00000001d78051c0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRLayer
00000001d7808550 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRLayerClock
00000001d7805210 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRLayerCommand
00000001d78052d8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRLayerEffect
00000001d7805378 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRLayerNavigator
00000001d78053f0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRLayerParallelizer
00000001d7808690 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRMCBlockAction
00000001d7808af0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRMapRenderer
00000001d7805440 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRMarimbaLayer
00000001d7806fc0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRMarimbaLayerView
00000001d7805490 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRMarimbaLayoutManager
00000001d78054e0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRMarimbaTextView
00000001d7806f98 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRMarimbaView
00000001d7803fa0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRMesh
00000001d78085f0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRMotion
00000001d78055d0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MROrigamiAnimationPath
00000001d7808460 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRPanZoomRotationGestureRecognizer
00000001d7805698 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRParallelPlugger
00000001d7805580 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRPatchwork
00000001d7805530 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRPatchworkPatch
00000001d7807998 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRPictureFrameImage
00000001d7807a60 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRPictureFrameInfo
00000001d7807a10 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRPictureFrameRenderable
00000001d7807e98 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRPortfolioFrameImage
00000001d7804978 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRReflectionsLayout
00000001d7804a40 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRReflectionsRenderable
00000001d7808be0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRRenderArguments
00000001d7805788 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRRenderer
00000001d7805738 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRRendererInternal
00000001d78081b8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRScrapbookImage
00000001d7808230 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRScrapbookLayout
00000001d78058c8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRShader
00000001d7804220 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRShaderArguments
00000001d7805828 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRShaderManager
00000001d7807858 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRShiftingTilesIteration
00000001d7807830 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRShiftingTilesRenderable
00000001d78078d0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRShiftingTilesTimingInfo
00000001d7805260 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRSlideFocusState
00000001d7805300 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRSlideInfo
00000001d7805940 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRSlideProvider
00000001d78076a0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRSnapshotter
00000001d7805990 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRSphere
00000001d7808410 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRTapGestureRecognizer
00000001d78059e0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRTextRenderer
00000001d7805a30 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRTexture
00000001d7803410 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRTextureSource
00000001d7805a80 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRTiledSprite
00000001d7808730 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRTouch
00000001d7808780 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRTouchSet
00000001d7805ad0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRTransition
00000001d7805bc0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRTransitionAccordion
00000001d7805af8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRTransitionCIFilter
00000001d78053a0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRTransitionChanges
00000001d7805be8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRTransitionCrossWipe
00000001d7805c60 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRTransitionDroplet
00000001d7805cb0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRTransitionFadeThruColor
00000001d7807f60 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRTransitionFlatPageFlip
00000001d7809360 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRTransitionHyperGridWipe
00000001d7805cd8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRTransitionManager
00000001d7805d50 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRTransitionOrigamiFlip
00000001d7805da0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRTransitionOrigamiFold
00000001d7805df0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRTransitionPageFlip
00000001d7805b48 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRTransitionPhaseInOut
00000001d7807b00 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRTransitionReverseCube
00000001d7808500 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRTransitionRevolutionsFlip
00000001d7808ed8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRTransitionRevolutionsFlip2
00000001d7805e40 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRTransitionRotate
00000001d7809158 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRTransitionShatter
00000001d7805e68 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRTransitionShatter3D
00000001d7805ee0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRTransitionShortMapZoom
00000001d7805f30 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRTransitionSimple3D
00000001d7805f58 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRTransitionSourceUnder
00000001d7805fd0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRTransitionTileFlip
00000001d7805ff8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRTransitionWipe
00000001d7806048 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRTrivialAssetManager
00000001d78058f0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRUniform
00000001d7806098 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MRUtilities
