000000018a1fe690 (__TEXT,__const) non-external _A1_Table
0000000189dee4ec (__TEXT,__text) non-external _symmetricPiecewiseGamma_pixelBlock
                 (undefined) external _sysctlbyname (from libSystem)
                 (undefined) external _tan (from libSystem)
000000018a179990 (__TEXT,__const) non-external (was a private external) _u16_reciprocal_table
000000018a203840 (__TEXT,__const) non-external (was a private external) _uniformBlueNoise
0000000189e55d30 (__TEXT,__text) non-external (was a private external) _vARGB1555toARGB8888
0000000189e5c6c0 (__TEXT,__text) non-external (was a private external) _vARGB1555toPlanar8
0000000189e59d78 (__TEXT,__text) non-external (was a private external) _vARGB8888toARGB1555
0000000189e587f4 (__TEXT,__text) non-external (was a private external) _vARGB8888toRGB565
000000018a0b5bc0 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_ARGB_8888_CV_vec
000000018a0b6128 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_ARGB_FFFF_CV_vec
000000018a0bd5a8 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Non2Pre_ARGB_8888_CV_vec
000000018a0bd7a8 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Non2Pre_ARGB_FFFF_CV_vec
000000018a0bd004 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Non2Pre_Planar8_CV_vec
000000018a0bd360 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Non2Pre_PlanarF_CV_vec
000000018a0b5960 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Planar_Float_CV_vec
000000018a0b55d0 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Planar_UInt8_CV_vec
000000018a0b68e0 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Premultiplied_ARGB_8888_CV_vec
000000018a0b7044 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Premultiplied_ARGB_FFFF_CV_vec
000000018a0b6c94 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Premultiplied_BGRA_8888_CV_vec
000000018a0b7198 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Premultiplied_BGRA_FFFF_CV_vec
000000018a0b666c (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Premultiplied_Planar_Float_CV_vec
000000018a0b6300 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Premultiplied_Planar_UInt8_CV_vec
000000018a122974 (__TEXT,__text) non-external (was a private external) _vBoxARGB8888_Int32Acc_vec
0000000189ea4854 (__TEXT,__text) non-external (was a private external) _vBoxConvolve
0000000189eabf9c (__TEXT,__text) non-external (was a private external) _vBoxConvolve_PlanarF
0000000189eac034 (__TEXT,__text) non-external (was a private external) _vBoxConvolve_PlanarF_3x3
0000000189eacc24 (__TEXT,__text) non-external (was a private external) _vBoxConvolve_PlanarF_5x5
0000000189ead8fc (__TEXT,__text) non-external (was a private external) _vBoxConvolve_PlanarF_7x7
000000018a13c3b4 (__TEXT,__text) non-external (was a private external) _vBoxPlanar16F_vec
000000018a120ef0 (__TEXT,__text) non-external (was a private external) _vBoxPlanar8_Int32Acc_vec
0000000189e252b4 (__TEXT,__text) non-external (was a private external) _vByteSwap_Planar16U
000000018a0bec88 (__TEXT,__text) non-external (was a private external) _vCGCompositeConstMask_ARGB16F_vec
000000018a0be4ac (__TEXT,__text) non-external (was a private external) _vCGCompositeConstShape_ARGB16F_vec
000000018a0bf1a0 (__TEXT,__text) non-external (was a private external) _vCGCompositeImage_ARGB16F_vec
000000018a0bf9a0 (__TEXT,__text) non-external (was a private external) _vCGCompositeMarkConstDeepMaskARGB_ARGB16F_vec
000000018a0c0338 (__TEXT,__text) non-external (was a private external) _vCGCompositeMarkConstDeepMaskBGColorARGB_ARGB16F_vec
000000018a0bfdbc (__TEXT,__text) non-external (was a private external) _vCGCompositeMarkConstDeepMaskXRGB_ARGB16F_vec
000000018a0bf4d8 (__TEXT,__text) non-external (was a private external) _vCGCompositePixelMask_ARGB16F_vec
000000018a0be54c (__TEXT,__text) non-external (was a private external) _vCGCompositePixelShape_ARGB16F_vec
000000018a0bdfd0 (__TEXT,__text) non-external (was a private external) _vClipToAlpha_ARGB8888_CV_vec
000000018a0be284 (__TEXT,__text) non-external (was a private external) _vClipToAlpha_ARGBFFFF_CV_vec
000000018a0bd9c0 (__TEXT,__text) non-external (was a private external) _vClipToAlpha_Planar8_CV_vec
000000018a0bddb4 (__TEXT,__text) non-external (was a private external) _vClipToAlpha_PlanarF_CV_vec
000000018a0be128 (__TEXT,__text) non-external (was a private external) _vClipToAlpha_RGBA8888_CV_vec
000000018a0be398 (__TEXT,__text) non-external (was a private external) _vClipToAlpha_RGBAFFFF_CV_vec
000000018a0cbe50 (__TEXT,__text) non-external (was a private external) _vClip_PlanarF_vec
000000018a0bcc00 (__TEXT,__text) non-external (was a private external) _vConst_Alpha_Blend_Premultiplied_ARGB_8888_CV_new_vec
000000018a0bce8c (__TEXT,__text) non-external (was a private external) _vConst_Alpha_Blend_Premultiplied_ARGB_FFFF_CV_vec
000000018a0bc974 (__TEXT,__text) non-external (was a private external) _vConst_Alpha_Blend_Premultiplied_Planar_Float_CV_vec
000000018a0bc504 (__TEXT,__text) non-external (was a private external) _vConst_Alpha_Blend_Premultiplied_Planar_UInt8_CV_new_vec
0000000189f64d58 (__TEXT,__text) non-external (was a private external) _vConvPlanar8
0000000189ea715c (__TEXT,__text) non-external (was a private external) _vConvertAndStore
0000000189ea6cb0 (__TEXT,__text) non-external (was a private external) _vConvertAndStore_wAlpha
000000018a094ce0 (__TEXT,__text) non-external (was a private external) _vConvert_12UTo16U_vec
000000018a059588 (__TEXT,__text) non-external (was a private external) _vConvert_16Fto16Q12_vec
000000018a06602c (__TEXT,__text) non-external (was a private external) _vConvert_16Fto16U_vec
000000018a059320 (__TEXT,__text) non-external (was a private external) _vConvert_16Q12to16F_vec
000000018a0cbad0 (__TEXT,__text) non-external (was a private external) _vConvert_16Q12to16U_vec
000000018a057460 (__TEXT,__text) non-external (was a private external) _vConvert_16Q12to8_vec
000000018a059824 (__TEXT,__text) non-external (was a private external) _vConvert_16Q12toF_vec
000000018a0cc900 (__TEXT,__text) non-external (was a private external) _vConvert_16StoF_vec
000000018a0953e4 (__TEXT,__text) non-external (was a private external) _vConvert_16UTo12U_vec
000000018a0cb87c (__TEXT,__text) non-external (was a private external) _vConvert_16Uto16Q12_vec
000000018a0ccf34 (__TEXT,__text) non-external (was a private external) _vConvert_16UtoF_vec
000000018a0cb408 (__TEXT,__text) non-external (was a private external) _vConvert_16UtoPlanar8_vec
000000018a0a81a8 (__TEXT,__text) non-external (was a private external) _vConvert_420Yp10_CbCr10ToARGB16F_vec
000000018a09cdd4 (__TEXT,__text) non-external (was a private external) _vConvert_420Yp10_CbCr10ToXRGB2101010W_vec
000000018a08906c (__TEXT,__text) non-external (was a private external) _vConvert_420Yp8_Cb8_Cr8ToARGB8888_vec
000000018a087aec (__TEXT,__text) non-external (was a private external) _vConvert_420Yp8_CbCr8ToARGB8888_vec
000000018a0b0118 (__TEXT,__text) non-external (was a private external) _vConvert_422CbYpCrYp10ToARGB16F_vec
000000018a0a1530 (__TEXT,__text) non-external (was a private external) _vConvert_422CbYpCrYp10ToXRGB2101010W_vec
000000018a092034 (__TEXT,__text) non-external (was a private external) _vConvert_422CbYpCrYp16ToARGB16U_vec
000000018a090d4c (__TEXT,__text) non-external (was a private external) _vConvert_422CbYpCrYp16ToARGB8888_vec
000000018a08a65c (__TEXT,__text) non-external (was a private external) _vConvert_422CbYpCrYp8ToARGB8888_vec
000000018a08b8c4 (__TEXT,__text) non-external (was a private external) _vConvert_422CbYpCrYp8_AA8ToARGB8888_vec
000000018a093c44 (__TEXT,__text) non-external (was a private external) _vConvert_422CrYpCbYpCbYpCbYpCrYpCrYp10ToARGB16Q12_vec
000000018a0968dc (__TEXT,__text) non-external (was a private external) _vConvert_422CrYpCbYpCbYpCbYpCrYpCrYp10ToARGB8888_vec
000000018a0a4e20 (__TEXT,__text) non-external (was a private external) _vConvert_422Yp10_CbCr10ToARGB16F_vec
000000018a09b0d4 (__TEXT,__text) non-external (was a private external) _vConvert_422Yp10_CbCr10ToXRGB2101010W_vec
000000018a08717c (__TEXT,__text) non-external (was a private external) _vConvert_422YpCbYpCr8ToARGB8888_vec
000000018a091cf4 (__TEXT,__text) non-external (was a private external) _vConvert_444AYpCbCr16ToARGB16U_vec
000000018a0904fc (__TEXT,__text) non-external (was a private external) _vConvert_444AYpCbCr16ToARGB8888_vec
000000018a08cc90 (__TEXT,__text) non-external (was a private external) _vConvert_444AYpCbCr8ToARGB8888_vec
000000018a08df70 (__TEXT,__text) non-external (was a private external) _vConvert_444CbYpCrA8ToARGB8888_vec
000000018a093334 (__TEXT,__text) non-external (was a private external) _vConvert_444CrYpCb10ToARGB16Q12_vec
000000018a095b84 (__TEXT,__text) non-external (was a private external) _vConvert_444CrYpCb10ToARGB8888_vec
000000018a08f25c (__TEXT,__text) non-external (was a private external) _vConvert_444CrYpCb8ToARGB8888_vec
000000018a0a3164 (__TEXT,__text) non-external (was a private external) _vConvert_444Yp10_CbCr10ToARGB16F_vec
000000018a099c08 (__TEXT,__text) non-external (was a private external) _vConvert_444Yp10_CbCr10ToXRGB2101010W_vec
000000018a0ae678 (__TEXT,__text) non-external (was a private external) _vConvert_444YpCbCr10ToARGB16F_vec
000000018a09fb38 (__TEXT,__text) non-external (was a private external) _vConvert_444YpCbCr10ToXRGB2101010W_vec
000000018a055c24 (__TEXT,__text) non-external (was a private external) _vConvert_8to16Q12_vec
000000018a0d8d18 (__TEXT,__text) non-external (was a private external) _vConvert_ACMYK16UtoCMYK16U_CV_vec
000000018a0d73b0 (__TEXT,__text) non-external (was a private external) _vConvert_ACMYK88888toCMYK8888_CV_vec
000000018a0d98b4 (__TEXT,__text) non-external (was a private external) _vConvert_ACMYKFFFFFtoCMYKFFFF_CV_vec
000000018a05cc40 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB1555toRGB565_vec
000000018a0a9678 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16FTo420Yp10_CbCr10_vec
000000018a0b0d70 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16FTo422CbYpCrYp10_vec
000000018a0a5cc4 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16FTo422Yp10_CbCr10_vec
000000018a0a38e4 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16FTo444Yp10_CbCr10_vec
000000018a0aed8c (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16FTo444YpCbCr10_vec
000000018a094664 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16Q12To422CrYpCbYpCbYpCbYpCrYpCrYp10_vec
000000018a093654 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16Q12To444CrYpCb10_vec
000000018a0c59e0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16Q12ToARGB2101010_vec
000000018a08491c (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16Q12ToRGBA1010102_vec
000000018a0c8bcc (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16Q12ToXRGB2101010_vec
000000018a092e9c (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16UTo422CbYpCrYp16_vec
000000018a0925bc (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16UTo444AYpCbCr16_vec
000000018a0c4fd4 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16UToARGB2101010_vec
0000000189e67330 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16UToARGB8888
000000018a086b74 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16UToRGBA1010102_vec
000000018a0c8280 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16UToXRGB2101010_vec
000000018a061854 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16UtoARGB8888_dithered_vec
0000000189e66df4 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16UtoPlanar16U
0000000189e17298 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16UtoRGB16U
000000018a0c6a60 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToARGB16F_vec
000000018a0c556c (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToARGB16Q12_vec
000000018a0c4b74 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToARGB16U_vec
000000018a0c40f4 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToARGB8888_vec
000000018a0c6038 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToARGBFFFF_vec
000000018a0c330c (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToRGB16U_vec
000000018a0c2a5c (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToRGB888_vec
000000018a0c3c88 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToRGBFFF_vec
000000018a089870 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To420Yp8_Cb8_Cr8_vec
000000018a0882d4 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To420Yp8_CbCr8_vec
000000018a091524 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To422CbYpCrYp16_vec
000000018a08bdb8 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To422CbYpCrYp8_AA8_vec
000000018a08ab1c (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To422CbYpCrYp8_vec
000000018a097c64 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To422CrYpCbYpCbYpCbYpCrYpCrYp10_vec
000000018a087680 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To422YpCbYpCr8_vec
0000000189f44b68 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To422YpCbYpCr8_vec_sqrdmlah
000000018a0909b4 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To444AYpCbCr16_vec
000000018a08d004 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To444AYpCbCr8_vec
000000018a08e2e8 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To444CbYpCrA8_vec
000000018a096154 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To444CrYpCb10_vec
000000018a08f5c0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To444CrYpCb8_vec
0000000189e67538 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888ToARGB16U
000000018a0c44a8 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888ToARGB2101010_vec
000000018a0d0c94 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888ToPlanar8_CV_vec
0000000189e67a64 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888ToRGB16U
000000018a0859bc (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888ToRGBA1010102_vec
000000018a0c7534 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888ToXRGB2101010_vec
000000018a059e4c (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888toARGB1555_DitherOrdered_vec
000000018a056948 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888toPlanar16Q12_vec
000000018a0d20f8 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888toPlanarF_CV_vec
000000018a05b3ac (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888toRGB565_DitherOrdered_vec
000000018a0d3194 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888toRGB888_CV_vec
000000018a0c6724 (__TEXT,__text) non-external (was a private external) _vConvert_ARGBFFFFToARGB2101010_vec
000000018a0d185c (__TEXT,__text) non-external (was a private external) _vConvert_ARGBFFFFToPlanarF_CV_vec
000000018a0c9894 (__TEXT,__text) non-external (was a private external) _vConvert_ARGBFFFFToXRGB2101010_vec
