0000000180195a40 (__TEXT,__text) non-external K256
00000001801a14cc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader20preferredLoadAddressEv
00000001801a1d20 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader21forEachSingletonPatchEU13block_pointerFvyE
00000001801a02e8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader22entryAddrFromThreadCmdEPK14thread_commandRy
000000018019d4b0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader22validSemanticsPlatformEv
000000018019e1c0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader22validSemanticsSegmentsERKNS_6PolicyEy
00000001801a081c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader23allowsAlternatePlatformEv
000000018019d168 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader23hasThreadLocalVariablesEv
00000001801a17a8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader23zerofillExpansionAmountEv
00000001801a3120 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader24hasFunctionVariantFixupsEv
00000001801a2e5c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader25forEachInterposingSectionEU13block_pointerFvRKNS0_11SectionInfoERbE
000000018019dc44 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader25validSemanticsInstallNameERKNS_6PolicyE
000000018019d2b0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader26forEachPlatformLoadCommandEU13block_pointerFvNS_8PlatformENS_9Version32ES2_E
000000018019dd78 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader26validSemanticsLinkedDylibsERKNS_6PolicyE
000000018019d978 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader26validStructureLoadCommandsEy
000000018019e778 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader27validSemanticsLinkerOptionsERKNS_6PolicyE
00000001801a2fc0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader33findFairPlayEncryptionLoadCommandEv
000000018019d088 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader4archEv
0000000180170f40 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader4is64Ev
000000018019d77c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader5validEy
000000018019d094 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader6isDSYMEv
00000001801a0af0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader7getUuidEPh
0000000180171054 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader7isDylibEv
000000018019d058 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader8archNameEv
00000001801a1354 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader8getEntryERyRb
00000001801a21d0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader8getSlideEv
0000000180171064 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader8isBundleEv
00000001801711b8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader9isPreloadEv
0000000180198418 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o13ChainedFixups13PointerFormat14badBindOrdinalERKNS_5FixupE
0000000180198460 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o13ChainedFixups13PointerFormat16ptrAlignmentSizeEv
0000000180197e28 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o13ChainedFixups13PointerFormat27forEachFixupLocationInChainEPKvyPKNS_13MappedSegmentENSt3__14spanIKyLm18446744073709551615EEEjjU13block_pointerFvRKNS_5FixupERbE
0000000180197c90 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o13ChainedFixups30forEachFixupChainStartLocationENSt3__14spanIKNS_13MappedSegmentELm18446744073709551615EEEU13block_pointerFvPKvjjjRKNS0_13PointerFormatERbE
000000018019b928 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o13LazyLoadDylib10chainStartEPK11mach_header
000000018019b89c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o13LazyLoadDylib13dylibLoadPathEv
000000018019b8e0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o13LazyLoadDylib13pointerFormatEv
000000018019b8d0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o13LazyLoadDylib15imageLoadedFlagEPK11mach_header
000000018019b938 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o13LazyLoadDylib17dylibMayBeMissingEv
000000018019b8ec (__TEXT,__text) non-external (was a private external) __ZNK6mach_o13LazyLoadDylib6symbolEj
0000000180197c7c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o15LazyBindOpcodes19hasDoneBetweenBindsEv
0000000180199e78 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o16FunctionVariants5countEv
0000000180199e38 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o16FunctionVariants5entryEj
000000018019b9d4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o17DebugNoteFileInfo4dumpEv
000000018019c05c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o18PlatformInfo_macOS14yearForVersionENS_9Version32ERtRb
000000018019c098 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o18PlatformInfo_macOS21minorVersionForSpringEt
000000018019c0d8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o18PlatformInfo_sepOS14yearForVersionENS_9Version32ERtRb
000000018019a014 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o19GradedArchitectures11forEachArchEbU13block_pointerFvNS_12ArchitectureEE
0000000180199fa4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o19GradedArchitectures12isCompatibleENS_12ArchitectureEb
0000000180199f00 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o19GradedArchitectures18hasCompatibleSliceENSt3__14spanIKNS_12ArchitectureELm18446744073709551615EEEbRj
000000018019bf98 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o19PlatformAndVersions5unzipEU13block_pointerFvS0_E
0000000180199ea8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o21FunctionVariantFixups12forEachFixupEU13block_pointerFvNS0_13InternalFixupEE
000000018019c0b8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o21PlatformInfo_bridgeOS21minorVersionForSpringEt
000000018019c0c8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o21PlatformInfo_firmware14yearForVersionENS_9Version32ERtRb
000000018019c0e8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o21PlatformInfo_visionOS21minorVersionForSpringEt
0000000180176a30 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o25ChainedFixupPointerOnDisk6Arm64e11signPointerEPvy
00000001801a5d98 (__TEXT,__text) non-external __ZNK6mach_o25ChainedFixupPointerOnDisk6Arm64e11signPointerEPvy.cold.1
0000000180176928 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o25ChainedFixupPointerOnDisk6Arm64e12unpackTargetEv
00000001801a5c90 (__TEXT,__text) non-external __ZNK6mach_o25ChainedFixupPointerOnDisk6Arm64e12unpackTargetEv.cold.1
00000001801a5cbc (__TEXT,__text) non-external __ZNK6mach_o25ChainedFixupPointerOnDisk6Arm64e12unpackTargetEv.cold.2
000000018017695c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o25ChainedFixupPointerOnDisk6Arm64e18signExtendedAddendEv
00000001801a5ce8 (__TEXT,__text) non-external __ZNK6mach_o25ChainedFixupPointerOnDisk6Arm64e18signExtendedAddendEv.cold.1
00000001801a5d14 (__TEXT,__text) non-external __ZNK6mach_o25ChainedFixupPointerOnDisk6Arm64e18signExtendedAddendEv.cold.2
0000000180176c28 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o25ChainedFixupPointerOnDisk6isBindEtRjRx
00000001801a5e74 (__TEXT,__text) non-external __ZNK6mach_o25ChainedFixupPointerOnDisk6isBindEtRjRx.cold.1
0000000180176af8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o25ChainedFixupPointerOnDisk8Cache64e11signPointerEPvy
00000001801a5e1c (__TEXT,__text) non-external __ZNK6mach_o25ChainedFixupPointerOnDisk8Cache64e11signPointerEPvy.cold.1
0000000180176a88 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o25ChainedFixupPointerOnDisk8Cache64e5high8Ev
00000001801a5dc4 (__TEXT,__text) non-external __ZNK6mach_o25ChainedFixupPointerOnDisk8Cache64e5high8Ev.cold.1
0000000180176b34 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o25ChainedFixupPointerOnDisk8isRebaseEtyRy
00000001801a5e48 (__TEXT,__text) non-external __ZNK6mach_o25ChainedFixupPointerOnDisk8isRebaseEtyRy.cold.1
0000000180176a6c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o25ChainedFixupPointerOnDisk9Generic6414unpackedTargetEv
0000000180176a80 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o25ChainedFixupPointerOnDisk9Generic6418signExtendedAddendEv
0000000180199d44 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28FunctionVariantsRuntimeTable14forEachVariantEU13block_pointerFvNS0_4KindEjbNSt3__14spanIKhLm18446744073709551615EEERbE
00000001801986d8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e12nextLocationEPKv
0000000180198490 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e12supportsAuthEv
00000001801986d0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e13supportsBindsEv
0000000180198504 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e14maxBindOrdinalEb
0000000180198730 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e15parseChainEntryEPKvPKNS_13MappedSegmentEyNSt3__14spanIKyLm18446744073709551615EEE
0000000180198890 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e15writeChainEntryERKNS_5FixupEPKvyNSt3__14spanIPKNS_13MappedSegmentELm18446744073709551615EEE
00000001801986bc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e21maxRebaseTargetOffsetEb
0000000180198540 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e23bindMaxEmbeddableAddendEb
0000000180198550 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e23bindMinEmbeddableAddendEb
0000000180198488 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e4is64Ev
00000001801984b4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e7maxNextEv
0000000180198498 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e7minNextEv
000000018019928c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_3211descriptionEv
00000001801992e0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_3212nextLocationEPKv
00000001801992a0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_3212supportsAuthEv
00000001801992c0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_3213supportsBindsEv
00000001801992c8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_3214maxBindOrdinalEb
00000001801992f8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_3215parseChainEntryEPKvPKNS_13MappedSegmentEyNSt3__14spanIKyLm18446744073709551615EEE
0000000180199348 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_3215writeChainEntryERKNS_5FixupEPKvyNSt3__14spanIPKNS_13MappedSegmentELm18446744073709551615EEE
00000001801992b8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_3221maxRebaseTargetOffsetEb
00000001801992d0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_3223bindMaxEmbeddableAddendEb
00000001801992d8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_3223bindMinEmbeddableAddendEb
0000000180199298 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_324is64Ev
0000000180199280 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_324nameEv
0000000180199278 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_325valueEv
00000001801992b0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_327maxNextEv
00000001801992a8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_327minNextEv
0000000180198f08 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6411descriptionEv
0000000180198f5c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6412nextLocationEPKv
0000000180198f1c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6412supportsAuthEv
0000000180198f3c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6413supportsBindsEv
0000000180198f44 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6414maxBindOrdinalEb
0000000180198f78 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6415parseChainEntryEPKvPKNS_13MappedSegmentEyNSt3__14spanIKyLm18446744073709551615EEE
0000000180199034 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6415writeChainEntryERKNS_5FixupEPKvyNSt3__14spanIPKNS_13MappedSegmentELm18446744073709551615EEE
0000000180199270 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6420unauthRebaseIsVmAddrEv
0000000180198f34 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6421maxRebaseTargetOffsetEb
0000000180198f4c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6423bindMaxEmbeddableAddendEb
0000000180198f54 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6423bindMinEmbeddableAddendEb
0000000180198f14 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_644is64Ev
0000000180198efc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_644nameEv
0000000180198ef4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_645valueEv
0000000180198f2c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_647maxNextEv
0000000180198f24 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_647minNextEv
00000001801986a8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o37PointerFormat_DYLD_CHAINED_PTR_ARM64E11descriptionEv
0000000180198edc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o37PointerFormat_DYLD_CHAINED_PTR_ARM64E12bindBitCountEv
00000001801986b4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o37PointerFormat_DYLD_CHAINED_PTR_ARM64E16ptrAlignmentSizeEv
0000000180198eec (__TEXT,__text) non-external (was a private external) __ZNK6mach_o37PointerFormat_DYLD_CHAINED_PTR_ARM64E20unauthRebaseIsVmAddrEv
000000018019869c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o37PointerFormat_DYLD_CHAINED_PTR_ARM64E4nameEv
0000000180198694 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o37PointerFormat_DYLD_CHAINED_PTR_ARM64E5valueEv
0000000180198ee4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o37PointerFormat_DYLD_CHAINED_PTR_ARM64E6strideEv
00000001801994d4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE11descriptionEv
0000000180199528 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE12nextLocationEPKv
00000001801994e8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE12supportsAuthEv
0000000180199508 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE13supportsBindsEv
0000000180199510 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE14maxBindOrdinalEb
0000000180199548 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE15parseChainEntryEPKvPKNS_13MappedSegmentEyNSt3__14spanIKyLm18446744073709551615EEE
0000000180199570 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE15writeChainEntryERKNS_5FixupEPKvyNSt3__14spanIPKNS_13MappedSegmentELm18446744073709551615EEE
0000000180199500 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE21maxRebaseTargetOffsetEb
0000000180199518 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE23bindMaxEmbeddableAddendEb
0000000180199520 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE23bindMinEmbeddableAddendEb
00000001801994e0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE4is64Ev
00000001801994c8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE4nameEv
00000001801994c0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE5valueEv
00000001801994f8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE7maxNextEv
00000001801994f0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE7minNextEv
