000000018a5ae000 (__TEXT,__const) non-external _A1_Table
000000018a238acc (__TEXT,__text) non-external (was a private external) _sTableLookUp_ARGB_8888
000000018a2390d0 (__TEXT,__text) non-external (was a private external) _sTableLookUp_Planar_UInt8
000000018a2619a0 (__TEXT,__text) non-external (was a private external) _sTentConvolve_ARGB8888
000000018a26144c (__TEXT,__text) non-external (was a private external) _sTentConvolve_Planar8
000000018a3a70c0 (__TEXT,__text) non-external (was a private external) _sTransformHLGLuminanceScaling_Planar16Q12
000000018a3a6e5c (__TEXT,__text) non-external (was a private external) _sTransformHLGLuminanceScaling_PlanarF
000000018a3a79a4 (__TEXT,__text) non-external (was a private external) _sTransformHLGSceneReferredMapping_Planar16Q12
000000018a3a7370 (__TEXT,__text) non-external (was a private external) _sTransformHLGSceneReferredMapping_PlanarF
000000018a3a83f0 (__TEXT,__text) non-external (was a private external) _sTransformPQToneMapping_Planar16Q12
000000018a3a8150 (__TEXT,__text) non-external (was a private external) _sTransformPQToneMapping_PlanarF
000000018a3a5f0c (__TEXT,__text) non-external (was a private external) _sTransformTRCParametric_Planar16Q12
000000018a3a5d0c (__TEXT,__text) non-external (was a private external) _sTransformTRCParametric_PlanarF
000000018a3a691c (__TEXT,__text) non-external (was a private external) _sTransformTRC_HLG_EOTF_Planar16Q12
000000018a3a6774 (__TEXT,__text) non-external (was a private external) _sTransformTRC_HLG_EOTF_PlanarF
000000018a3a6c98 (__TEXT,__text) non-external (was a private external) _sTransformTRC_HLG_OETF_Planar16Q12
000000018a3a6b20 (__TEXT,__text) non-external (was a private external) _sTransformTRC_HLG_OETF_PlanarF
000000018a3a6300 (__TEXT,__text) non-external (was a private external) _sTransformTRC_PQ_EOTF_Planar16Q12
000000018a3a61a0 (__TEXT,__text) non-external (was a private external) _sTransformTRC_PQ_EOTF_PlanarF
000000018a3a65e8 (__TEXT,__text) non-external (was a private external) _sTransformTRC_PQ_OETF_Planar16Q12
000000018a3a64ac (__TEXT,__text) non-external (was a private external) _sTransformTRC_PQ_OETF_PlanarF
000000018a205418 (__TEXT,__text) non-external (was a private external) _sUnpremultiplyData_RGBA16F
000000018a2e0934 (__TEXT,__text) non-external (was a private external) _sVerticalShear_ARGB16F
000000018a2de630 (__TEXT,__text) non-external (was a private external) _sVerticalShear_CbCr16F
000000018a2df8fc (__TEXT,__text) non-external (was a private external) _sVerticalShear_CbCrF
000000018a2dd5c4 (__TEXT,__text) non-external (was a private external) _sVerticalShear_Planar16F
000000018a36fd18 (__TEXT,__text) non-external (was a private external) _sVertical_Scale_XRGB2101010W
000000018a36d768 (__TEXT,__text) non-external (was a private external) _sVertical_Shear_CbCr16S
000000018a36c614 (__TEXT,__text) non-external (was a private external) _sVertical_Shear_CbCr16U
000000018a36a6d8 (__TEXT,__text) non-external (was a private external) _sVertical_Shear_CbCr8
000000018a3668ac (__TEXT,__text) non-external (was a private external) _sVertical_Shear_Planar_Float
000000018a361690 (__TEXT,__text) non-external (was a private external) _sVertical_Shear_Planar_SInt16
000000018a364004 (__TEXT,__text) non-external (was a private external) _sVertical_Shear_Planar_UInt16
000000018a35f14c (__TEXT,__text) non-external (was a private external) _sVertical_Shear_Planar_UInt8
000000018a36e94c (__TEXT,__text) non-external (was a private external) _sVertical_Shear_XRGB2101010W
000000018a5a9c70 (__TEXT,__const) non-external (was a private external) _selectMapTable16
000000018a5a9c30 (__TEXT,__const) non-external (was a private external) _selectMapTable8_new
                 (undefined) external _sin (from libSystem)
                 (undefined) external _sinf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
000000018a5bef00 (__TEXT,__const) non-external _sobel1_D
000000018a5bef24 (__TEXT,__const) non-external _sobel1_S
000000018a5bef06 (__TEXT,__const) non-external _sobel3_D
000000018a5bef2a (__TEXT,__const) non-external _sobel3_S
000000018a5bef0c (__TEXT,__const) non-external _sobel5_D
000000018a5bef30 (__TEXT,__const) non-external _sobel5_S
000000018a5bef16 (__TEXT,__const) non-external _sobel7_D
000000018a5bef3a (__TEXT,__const) non-external _sobel7_S
                 (undefined) external _strcmp (from libSystem)
000000018a1b0518 (__TEXT,__text) non-external _symmetricPiecewiseGamma_pixelBlock
                 (undefined) external _sysctlbyname (from libSystem)
                 (undefined) external _tan (from libSystem)
000000018a529520 (__TEXT,__const) non-external (was a private external) _u16_reciprocal_table
000000018a5b31c0 (__TEXT,__const) non-external (was a private external) _uniformBlueNoise
000000018a2168f0 (__TEXT,__text) non-external (was a private external) _vARGB1555toARGB8888
000000018a21d8e8 (__TEXT,__text) non-external (was a private external) _vARGB1555toPlanar8
000000018a21af80 (__TEXT,__text) non-external (was a private external) _vARGB8888toARGB1555
000000018a2199f4 (__TEXT,__text) non-external (was a private external) _vARGB8888toRGB565
000000018a46b5a4 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_ARGB_8888_CV_vec
000000018a46baf0 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_ARGB_FFFF_CV_vec
000000018a472fec (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Non2Pre_ARGB_8888_CV_vec
000000018a4731e4 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Non2Pre_ARGB_FFFF_CV_vec
000000018a472a48 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Non2Pre_Planar8_CV_vec
000000018a472da4 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Non2Pre_PlanarF_CV_vec
000000018a46b344 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Planar_Float_CV_vec
000000018a46afb4 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Planar_UInt8_CV_vec
000000018a46c2a8 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Premultiplied_ARGB_8888_CV_vec
000000018a46ca0c (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Premultiplied_ARGB_FFFF_CV_vec
000000018a46c65c (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Premultiplied_BGRA_8888_CV_vec
000000018a46cb60 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Premultiplied_BGRA_FFFF_CV_vec
000000018a46c034 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Premultiplied_Planar_Float_CV_vec
000000018a46bcc4 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Premultiplied_Planar_UInt8_CV_vec
000000018a4d8c64 (__TEXT,__text) non-external (was a private external) _vBoxARGB8888_Int32Acc_vec
000000018a26441c (__TEXT,__text) non-external (was a private external) _vBoxConvolve
000000018a26b608 (__TEXT,__text) non-external (was a private external) _vBoxConvolve_PlanarF
000000018a26b6a0 (__TEXT,__text) non-external (was a private external) _vBoxConvolve_PlanarF_3x3
000000018a26c288 (__TEXT,__text) non-external (was a private external) _vBoxConvolve_PlanarF_5x5
000000018a26cf64 (__TEXT,__text) non-external (was a private external) _vBoxConvolve_PlanarF_7x7
000000018a4f1e64 (__TEXT,__text) non-external (was a private external) _vBoxPlanar16F_vec
000000018a4d7138 (__TEXT,__text) non-external (was a private external) _vBoxPlanar8_Int32Acc_vec
000000018a1e5070 (__TEXT,__text) non-external (was a private external) _vByteSwap_Planar16U
000000018a474670 (__TEXT,__text) non-external (was a private external) _vCGCompositeConstMask_ARGB16F_vec
000000018a473ec8 (__TEXT,__text) non-external (was a private external) _vCGCompositeConstShape_ARGB16F_vec
000000018a474b64 (__TEXT,__text) non-external (was a private external) _vCGCompositeImage_ARGB16F_vec
000000018a475308 (__TEXT,__text) non-external (was a private external) _vCGCompositeMarkConstDeepMaskARGB_ARGB16F_vec
000000018a475c98 (__TEXT,__text) non-external (was a private external) _vCGCompositeMarkConstDeepMaskBGColorARGB_ARGB16F_vec
000000018a475720 (__TEXT,__text) non-external (was a private external) _vCGCompositeMarkConstDeepMaskXRGB_ARGB16F_vec
000000018a474e9c (__TEXT,__text) non-external (was a private external) _vCGCompositePixelMask_ARGB16F_vec
000000018a473f68 (__TEXT,__text) non-external (was a private external) _vCGCompositePixelShape_ARGB16F_vec
000000018a473a20 (__TEXT,__text) non-external (was a private external) _vClipToAlpha_ARGB8888_CV_vec
000000018a473ca0 (__TEXT,__text) non-external (was a private external) _vClipToAlpha_ARGBFFFF_CV_vec
000000018a47340c (__TEXT,__text) non-external (was a private external) _vClipToAlpha_Planar8_CV_vec
000000018a473804 (__TEXT,__text) non-external (was a private external) _vClipToAlpha_PlanarF_CV_vec
000000018a473b60 (__TEXT,__text) non-external (was a private external) _vClipToAlpha_RGBA8888_CV_vec
000000018a473db4 (__TEXT,__text) non-external (was a private external) _vClipToAlpha_RGBAFFFF_CV_vec
000000018a48241c (__TEXT,__text) non-external (was a private external) _vClip_PlanarF_vec
000000018a472678 (__TEXT,__text) non-external (was a private external) _vConst_Alpha_Blend_Premultiplied_ARGB_8888_CV_new_vec
000000018a4728d4 (__TEXT,__text) non-external (was a private external) _vConst_Alpha_Blend_Premultiplied_ARGB_FFFF_CV_vec
000000018a4723f0 (__TEXT,__text) non-external (was a private external) _vConst_Alpha_Blend_Premultiplied_Planar_Float_CV_vec
000000018a471f7c (__TEXT,__text) non-external (was a private external) _vConst_Alpha_Blend_Premultiplied_Planar_UInt8_CV_new_vec
000000018a316d90 (__TEXT,__text) non-external (was a private external) _vConvPlanar8
000000018a2667b4 (__TEXT,__text) non-external (was a private external) _vConvertAndStore
000000018a266308 (__TEXT,__text) non-external (was a private external) _vConvertAndStore_wAlpha
000000018a44c1e4 (__TEXT,__text) non-external (was a private external) _vConvert_12UTo16U_vec
000000018a40c0c0 (__TEXT,__text) non-external (was a private external) _vConvert_16Fto16Q12_vec
000000018a419898 (__TEXT,__text) non-external (was a private external) _vConvert_16Fto16U_vec
000000018a40be54 (__TEXT,__text) non-external (was a private external) _vConvert_16Q12to16F_vec
000000018a48209c (__TEXT,__text) non-external (was a private external) _vConvert_16Q12to16U_vec
000000018a409fa8 (__TEXT,__text) non-external (was a private external) _vConvert_16Q12to8_vec
000000018a40c360 (__TEXT,__text) non-external (was a private external) _vConvert_16Q12toF_vec
000000018a482ebc (__TEXT,__text) non-external (was a private external) _vConvert_16StoF_vec
000000018a44c678 (__TEXT,__text) non-external (was a private external) _vConvert_16UTo12U_vec
000000018a481e48 (__TEXT,__text) non-external (was a private external) _vConvert_16Uto16Q12_vec
000000018a4834e0 (__TEXT,__text) non-external (was a private external) _vConvert_16UtoF_vec
000000018a4819e8 (__TEXT,__text) non-external (was a private external) _vConvert_16UtoPlanar8_vec
000000018a45ed14 (__TEXT,__text) non-external (was a private external) _vConvert_420Yp10_CbCr10ToARGB16F_vec
000000018a453bcc (__TEXT,__text) non-external (was a private external) _vConvert_420Yp10_CbCr10ToXRGB2101010W_vec
000000018a440628 (__TEXT,__text) non-external (was a private external) _vConvert_420Yp8_Cb8_Cr8ToARGB8888_vec
000000018a43f080 (__TEXT,__text) non-external (was a private external) _vConvert_420Yp8_CbCr8ToARGB8888_vec
000000018a465dfc (__TEXT,__text) non-external (was a private external) _vConvert_422CbYpCrYp10ToARGB16F_vec
000000018a4580b4 (__TEXT,__text) non-external (was a private external) _vConvert_422CbYpCrYp10ToXRGB2101010W_vec
000000018a44945c (__TEXT,__text) non-external (was a private external) _vConvert_422CbYpCrYp16ToARGB16U_vec
000000018a4481d8 (__TEXT,__text) non-external (was a private external) _vConvert_422CbYpCrYp16ToARGB8888_vec
000000018a441c68 (__TEXT,__text) non-external (was a private external) _vConvert_422CbYpCrYp8ToARGB8888_vec
000000018a442e38 (__TEXT,__text) non-external (was a private external) _vConvert_422CbYpCrYp8_AA8ToARGB8888_vec
000000018a44b178 (__TEXT,__text) non-external (was a private external) _vConvert_422CrYpCbYpCbYpCbYpCrYpCrYp10ToARGB16Q12_vec
000000018a44d8cc (__TEXT,__text) non-external (was a private external) _vConvert_422CrYpCbYpCbYpCbYpCrYpCrYp10ToARGB8888_vec
000000018a45b8bc (__TEXT,__text) non-external (was a private external) _vConvert_422Yp10_CbCr10ToARGB16F_vec
000000018a451f4c (__TEXT,__text) non-external (was a private external) _vConvert_422Yp10_CbCr10ToXRGB2101010W_vec
000000018a43e718 (__TEXT,__text) non-external (was a private external) _vConvert_422YpCbYpCr8ToARGB8888_vec
000000018a449134 (__TEXT,__text) non-external (was a private external) _vConvert_444AYpCbCr16ToARGB16U_vec
000000018a4479a4 (__TEXT,__text) non-external (was a private external) _vConvert_444AYpCbCr16ToARGB8888_vec
000000018a444170 (__TEXT,__text) non-external (was a private external) _vConvert_444AYpCbCr8ToARGB8888_vec
000000018a44544c (__TEXT,__text) non-external (was a private external) _vConvert_444CbYpCrA8ToARGB8888_vec
000000018a44a864 (__TEXT,__text) non-external (was a private external) _vConvert_444CrYpCb10ToARGB16Q12_vec
000000018a44cb74 (__TEXT,__text) non-external (was a private external) _vConvert_444CrYpCb10ToARGB8888_vec
000000018a446738 (__TEXT,__text) non-external (was a private external) _vConvert_444CrYpCb8ToARGB8888_vec
000000018a459c0c (__TEXT,__text) non-external (was a private external) _vConvert_444Yp10_CbCr10ToARGB16F_vec
000000018a450b64 (__TEXT,__text) non-external (was a private external) _vConvert_444Yp10_CbCr10ToXRGB2101010W_vec
000000018a4643c0 (__TEXT,__text) non-external (was a private external) _vConvert_444YpCbCr10ToARGB16F_vec
000000018a456834 (__TEXT,__text) non-external (was a private external) _vConvert_444YpCbCr10ToXRGB2101010W_vec
000000018a4087b8 (__TEXT,__text) non-external (was a private external) _vConvert_8to16Q12_vec
000000018a48f3b8 (__TEXT,__text) non-external (was a private external) _vConvert_ACMYK16UtoCMYK16U_CV_vec
000000018a48d710 (__TEXT,__text) non-external (was a private external) _vConvert_ACMYK88888toCMYK8888_CV_vec
000000018a48ff40 (__TEXT,__text) non-external (was a private external) _vConvert_ACMYKFFFFFtoCMYKFFFF_CV_vec
000000018a40f77c (__TEXT,__text) non-external (was a private external) _vConvert_ARGB1555toRGB565_vec
000000018a4601e4 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16FTo420Yp10_CbCr10_vec
000000018a466a28 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16FTo422CbYpCrYp10_vec
000000018a45c728 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16FTo422Yp10_CbCr10_vec
000000018a45a36c (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16FTo444Yp10_CbCr10_vec
000000018a464aac (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16FTo444YpCbCr10_vec
000000018a44bba8 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16Q12To422CrYpCbYpCbYpCbYpCrYpCrYp10_vec
000000018a44ab70 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16Q12To444CrYpCb10_vec
000000018a47bf5c (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16Q12ToARGB2101010_vec
