00007ffb43be0fe8 (__DATA,__data) non-external _.compoundliteral
00007ffb0b1bd66a (__TEXT,__text) non-external (was a private external) _glpOpAssignNodeGetDesugar
00007ffb0b15be40 (__TEXT,__text) non-external (was a private external) _glpOpenArchive
00007ffb0b1a7267 (__TEXT,__text) non-external (was a private external) _glpOperatorAsFunctionError
00007ffb0b201871 (__TEXT,__text) external _glpPPDisassemble
00007ffb0b23cb60 (__TEXT,__const) non-external _glpPPDisassemble.shaderTargets
00007ffb41749b70 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_filters
00007ffb41749be0 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_formats
00007ffb0b23cc08 (__TEXT,__const) non-external _glpPPDisassemble.tex_types.rel
00007ffb41749ba0 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_wraps
00007ffb0b20475e (__TEXT,__text) external _glpPPDisassembleFree
00007ffb0b211590 (__TEXT,__text) external _glpPPShaderLinearize
00007ffb0b21159c (__TEXT,__text) external _glpPPShaderLinearizeEx
00007ffb0b2100f0 (__TEXT,__text) external _glpPPShaderLinearizeStreamMgr
00007ffb0b2100fc (__TEXT,__text) external _glpPPShaderLinearizeStreamMgrEx
00007ffb0b1bf945 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetHasOffset
00007ffb0b1bf93c (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetHasSrctex
00007ffb0b1bf933 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetOpPrimitiveType
00007ffb0b1bf92a (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetOpcode
00007ffb0b1bf921 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetReturnPrimitiveType
00007ffb0b0d9ea6 (__TEXT,__text) external _glpPPStreamTokenDump
00007ffb0b0d9eae (__TEXT,__text) external _glpPPStreamTokenDumpFree
00007ffb0b1e02dd (__TEXT,__text) non-external _glpPPTFunctionDefinition
00007ffb0b1dff80 (__TEXT,__text) non-external (was a private external) _glpPPTNode
00007ffb0b1e04ef (__TEXT,__text) non-external _glpPPTRawCall
00007ffb0b1e03fe (__TEXT,__text) non-external _glpPPTSwitchStatement
00007ffb0b1e0168 (__TEXT,__text) non-external _glpPPTVariableDeclaration
00007ffb0b1efc35 (__TEXT,__text) non-external (was a private external) _glpPaIdentOrType
00007ffb0b1efd20 (__TEXT,__text) non-external (was a private external) _glpPaParseComment
00007ffb0b1f04ab (__TEXT,__text) non-external (was a private external) _glpPaParseStrings
00007ffb0b1efb64 (__TEXT,__text) non-external (was a private external) _glpPaReservedWord
00007ffb0b1887aa (__TEXT,__text) non-external (was a private external) _glpPackConstants
00007ffb0b1bd8fa (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetExtra
00007ffb0b1bd8ec (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetName
00007ffb0b1bd90e (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetType
00007ffb0b1bd904 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetExtra
00007ffb0b1bd91b (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetType
00007ffb0b1f1092 (__TEXT,__text) non-external (was a private external) _glpParseContextSetGLSLVersion
00007ffb0b1f11ae (__TEXT,__text) non-external (was a private external) _glpParseContextValidateGLSLVersion
00007ffb0b1a303c (__TEXT,__text) non-external (was a private external) _glpParseQualifiers
00007ffb0b18b107 (__TEXT,__text) non-external (was a private external) _glpParseRecover
00007ffb0b15a755 (__TEXT,__text) non-external (was a private external) _glpPointerHashCache_b
00007ffb0b15a706 (__TEXT,__text) non-external (was a private external) _glpPointerHashGet
00007ffb0b15a5b2 (__TEXT,__text) non-external (was a private external) _glpPointerHashPut
00007ffb0b15a79a (__TEXT,__text) non-external (was a private external) _glpPointerHashRemove
00007ffb0b18a20c (__TEXT,__text) non-external (was a private external) _glpPopulatePrecisionWidths
00007ffb0b1bde2c (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetQualifier
00007ffb0b1bde46 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetType
00007ffb0b1bde39 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetQualifier
00007ffb0b1bde54 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetType
00007ffb0b189761 (__TEXT,__text) non-external (was a private external) _glpPrecisionIndexFromSAFlags
00007ffb0b1a5d9b (__TEXT,__text) non-external (was a private external) _glpPrecisionQualifierFromSaFlags
00007ffb0b1a0000 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumnType
00007ffb0b19fd18 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumns
00007ffb0b1a0310 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetElementType
00007ffb0b1a0188 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRowType
00007ffb0b19fe8c (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRows
00007ffb0b1a0654 (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPDatatype
00007ffb0b1a0478 (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPTextarget
00007ffb0b1b0d70 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeFromString
00007ffb0b1a0a11 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetByteStride
00007ffb0b1a0924 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetBytesPerComponent
00007ffb0b19fa0c (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetCategory
00007ffb0b19f9f1 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetGLType
00007ffb0b1a095f (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetMaxComponentsPerVec4
00007ffb0b1a099f (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetNumVec4s
00007ffb0b1b0d8b (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetPrimitiveType
00007ffb0b1a08c4 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarCount
00007ffb0b1a07c0 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarType
00007ffb0b1be1ed (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeNodeGetType
00007ffb0b1a081c (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeReplaceScalarType
00007ffb0b173a90 (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType
00007ffb0b22ef6a (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType.cold.1
00007ffb0b19f970 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeToString
00007ffb0b19fb98 (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetElementType
00007ffb0b19fa27 (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetLength
00007ffb0b182f0a (__TEXT,__text) non-external _glpProcessComponentWiseVectorAssignment
00007ffb0b0cc26b (__TEXT,__text) non-external _glpProgram_PPStreamAddAddressUsage
00007ffb0b0cc295 (__TEXT,__text) non-external _glpProgram_PPStreamAddAttribBinding
00007ffb0b0cc32e (__TEXT,__text) non-external _glpProgram_PPStreamAddConstant
00007ffb0b0cc33c (__TEXT,__text) non-external _glpProgram_PPStreamAddLabel
00007ffb0b0cc224 (__TEXT,__text) non-external _glpProgram_PPStreamAddOperation
00007ffb0b0cc320 (__TEXT,__text) non-external _glpProgram_PPStreamAddOption
00007ffb0b0cc2e2 (__TEXT,__text) non-external _glpProgram_PPStreamAddOutputBinding
00007ffb0b0cc279 (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBinding
00007ffb0b0cc287 (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBindingArray
00007ffb0b0cc25d (__TEXT,__text) non-external _glpProgram_PPStreamAddTempUsage
00007ffb0b0cc375 (__TEXT,__text) non-external _glpProgram_PPStreamResolveBranches
00007ffb0b0cc217 (__TEXT,__text) non-external _glpProgram_PPStreamSetTarget
00007ffb0b1ab148 (__TEXT,__text) non-external (was a private external) _glpPushdownPrecision
00007ffb0b1bdf69 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeAddDeclaration
00007ffb0b1bdf49 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclaration
00007ffb0b1bdf40 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclarationCount
00007ffb0b1bdf76 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeInsertDeclaration
00007ffb0b1bdf59 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeSetDeclaration
00007ffb0b1bdec9 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetName
00007ffb0b1bded7 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetQualifiers
00007ffb0b1bdee4 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeSetQualifiers
00007ffb0b1be16e (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetQualifiers
00007ffb0b1be154 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetType
00007ffb0b1be17c (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetQualifiers
00007ffb0b1be161 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetType
00007ffb0b1a2fef (__TEXT,__text) non-external (was a private external) _glpQualifierKindOfNode
00007ffb0b1a2fd0 (__TEXT,__text) non-external (was a private external) _glpQualifierKindToString
00007ffb0b1be9fc (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeAddQualifier
00007ffb0b1be9dc (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeGetQualifier
00007ffb0b1be9d3 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeGetQualifierCount
00007ffb0b1bea09 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeInsertQualifier
00007ffb0b1be9ec (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeSetQualifier
00007ffb0b1a0a1f (__TEXT,__text) non-external (was a private external) _glpQualifierName
00007ffb0b1bf7e9 (__TEXT,__text) non-external (was a private external) _glpRValueNodeGetBase
00007ffb0b1bf7f7 (__TEXT,__text) non-external (was a private external) _glpRValueNodeSetBase
00007ffb0b1bf4c1 (__TEXT,__text) non-external (was a private external) _glpRawCallNodeGetExtra
00007ffb0b1bf4b3 (__TEXT,__text) non-external (was a private external) _glpRawCallNodeGetName
00007ffb0b1bf4cb (__TEXT,__text) non-external (was a private external) _glpRawCallNodeSetExtra
00007ffb0b1abce6 (__TEXT,__text) non-external (was a private external) _glpReInitDeserialContext
00007ffb0b1bd674 (__TEXT,__text) non-external (was a private external) _glpReadInputNodeGetExtra
00007ffb0b1b65df (__TEXT,__text) non-external (was a private external) _glpRemapValue
00007ffb0b1f0d0b (__TEXT,__text) non-external (was a private external) _glpResetErrMsg
00007ffb0b1bf284 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeGetExpr
00007ffb0b1bf270 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeGetExtra
00007ffb0b1bf291 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeSetExpr
00007ffb0b1bf27a (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeSetExtra
00007ffb0b1e2bef (__TEXT,__text) non-external _glpSAAdd
00007ffb0b1e157c (__TEXT,__text) non-external _glpSAArrayAccess
00007ffb0b1e83d0 (__TEXT,__text) non-external _glpSAArrayType
00007ffb0b1e3c9d (__TEXT,__text) non-external _glpSAAssign
00007ffb0b22eff4 (__TEXT,__text) non-external _glpSAAvailabilityDeclaration
00007ffb0b1ec137 (__TEXT,__text) non-external _glpSABinaryOperator
00007ffb0b1e3724 (__TEXT,__text) non-external _glpSABitwiseAnd
00007ffb0b1e2b2f (__TEXT,__text) non-external _glpSABitwiseNot
00007ffb0b1e3754 (__TEXT,__text) non-external _glpSABitwiseOr
00007ffb0b1e3784 (__TEXT,__text) non-external _glpSABitwiseXor
00007ffb0b1ea968 (__TEXT,__text) non-external _glpSABlock
00007ffb0b1eb4eb (__TEXT,__text) non-external _glpSABreakStatement
00007ffb0b1aa360 (__TEXT,__text) non-external (was a private external) _glpSABuiltinPPStreamOp
00007ffb0b1ebe0a (__TEXT,__text) non-external _glpSACall
00007ffb0b1eb39a (__TEXT,__text) non-external _glpSACaseStatement
00007ffb0b1e4829 (__TEXT,__text) non-external _glpSACommaExpr
00007ffb0b1e154c (__TEXT,__text) non-external _glpSAConstant
00007ffb0b1e2976 (__TEXT,__text) non-external _glpSAConstructorCall
00007ffb0b1eb58a (__TEXT,__text) non-external _glpSAContinueStatement
00007ffb0b1eb45c (__TEXT,__text) non-external _glpSADefaultStatement
00007ffb0b1ec694 (__TEXT,__text) non-external _glpSADeref
00007ffb0b1eb623 (__TEXT,__text) non-external _glpSADiscardStatement
00007ffb0b1e2b8f (__TEXT,__text) non-external _glpSADivide
00007ffb0b1e2e83 (__TEXT,__text) non-external _glpSAEqual
00007ffb0b1ea7fe (__TEXT,__text) non-external _glpSAExpressionStatement
00007ffb0b1a4b80 (__TEXT,__text) non-external (was a private external) _glpSAFailed
00007ffb0b1e1876 (__TEXT,__text) non-external _glpSAFieldAccess
00007ffb0b1a4f8d (__TEXT,__text) non-external (was a private external) _glpSAFieldAccessInternal
00007ffb0b1e85ae (__TEXT,__text) non-external _glpSAFieldDeclaration
00007ffb0b1e1e5d (__TEXT,__text) non-external _glpSAFunctionCall
00007ffb0b1e7aba (__TEXT,__text) non-external _glpSAFunctionDefinition
00007ffb0b1e4ccd (__TEXT,__text) non-external _glpSAFunctionPrototype
00007ffb0b1ea606 (__TEXT,__text) non-external _glpSAGlobalTypeQualifier
00007ffb0b1e2d99 (__TEXT,__text) non-external _glpSAGreater
00007ffb0b1e2e0e (__TEXT,__text) non-external _glpSAGreaterEqual
00007ffb0b1ebc47 (__TEXT,__text) non-external _glpSAIBPartialDeref
00007ffb0b1e37b4 (__TEXT,__text) non-external _glpSAIfExpr
00007ffb0b1eab72 (__TEXT,__text) non-external _glpSAIfStatement
00007ffb0b1ebfbb (__TEXT,__text) non-external _glpSAIncrementOperator
00007ffb0b1aaa87 (__TEXT,__text) non-external (was a private external) _glpSAInlinePPStreamOpFixup
00007ffb0b1e8c23 (__TEXT,__text) non-external _glpSAInterfaceBlock
00007ffb0b22efe4 (__TEXT,__text) non-external _glpSAKeywordQualifier
00007ffb0b1ebbe3 (__TEXT,__text) non-external _glpSALValue
00007ffb0b1ea7aa (__TEXT,__text) non-external _glpSALayoutPair
00007ffb0b1ea39d (__TEXT,__text) non-external _glpSALayoutQualifier
00007ffb0b1e9cd9 (__TEXT,__text) non-external _glpSALayoutType
00007ffb0b1e2caf (__TEXT,__text) non-external _glpSALess
00007ffb0b1e2d24 (__TEXT,__text) non-external _glpSALessEqual
00007ffb0b1e34ed (__TEXT,__text) non-external _glpSALogicalAnd
00007ffb0b1e2aff (__TEXT,__text) non-external _glpSALogicalNot
00007ffb0b1e35aa (__TEXT,__text) non-external _glpSALogicalOr
00007ffb0b1e3667 (__TEXT,__text) non-external _glpSALogicalXor
00007ffb0b1eacaa (__TEXT,__text) non-external _glpSALoopStatement
00007ffb0b1a19ba (__TEXT,__text) non-external (was a private external) _glpSALowerCallArgsToAssignment
00007ffb0b1e241c (__TEXT,__text) non-external _glpSAMethodCall
00007ffb0b1e2bbf (__TEXT,__text) non-external _glpSAModulo
00007ffb0b1e2b5f (__TEXT,__text) non-external _glpSAMultiply
00007ffb0b1e2acf (__TEXT,__text) non-external _glpSANegate
00007ffb0b1e07a0 (__TEXT,__text) non-external (was a private external) _glpSANode
00007ffb0b1e31b8 (__TEXT,__text) non-external _glpSANotEqual
00007ffb0b1ebb45 (__TEXT,__text) non-external _glpSAOffset
00007ffb0b1e44f9 (__TEXT,__text) non-external _glpSAOpAssign
00007ffb0b1ebc86 (__TEXT,__text) non-external _glpSAPPStreamOp
00007ffb0b1e4a77 (__TEXT,__text) non-external _glpSAParameterDeclaration
00007ffb0b1aa16b (__TEXT,__text) non-external (was a private external) _glpSAPostIncrementOrDecrement
00007ffb0b1e2a06 (__TEXT,__text) non-external _glpSAPostdecrement
00007ffb0b1e29d1 (__TEXT,__text) non-external _glpSAPostincrement
00007ffb0b1aa011 (__TEXT,__text) non-external (was a private external) _glpSAPreIncrementOrDecrement
00007ffb0b1e7610 (__TEXT,__text) non-external _glpSAPrecisionDeclaration
00007ffb0b1e2a6d (__TEXT,__text) non-external _glpSAPredecrement
00007ffb0b1e2a38 (__TEXT,__text) non-external _glpSAPreincrement
00007ffb0b1e83a6 (__TEXT,__text) non-external _glpSAPrimitiveType
00007ffb0b1e7783 (__TEXT,__text) non-external _glpSAQualifiedDeclaration
00007ffb0b1e7a22 (__TEXT,__text) non-external _glpSAQualifiedDeclarationGroup
