                 (undefined) external _APP_SANDBOX_READ (from libSystem)
                 (undefined) external _NSTemporaryDirectory (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSURLComponents (from Foundation)
0000000218893808 (__DATA,__data) external _PXR_WORK_THREAD_LIMIT
000000020a77ccf4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30UsdUtilsComputeAllDependenciesERKNS_12SdfAssetPathEPNSt3__16vectorINS_8TfRefPtrINS_8SdfLayerEEENS3_9allocatorIS7_EEEEPNS4_INS3_12basic_stringIcNS3_11char_traitsIcEENS8_IcEEEENS8_ISG_EEEESJ_
000000020a166308 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__30WorkSetMaximumConcurrencyLimitEv
000000020a1a93dc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__31ArSplitPackageRelativePathInnerERKNSt3__112basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEE
000000020a1a8e34 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__31ArSplitPackageRelativePathOuterERKNSt3__112basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEE
0000000218ae0e28 (__DATA,__common) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__31PCP_OVERRIDE_INSTANCEABLE_valueE
000000020a370f2c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__31PcpComposeSiteVariantSelectionsERKNS_8TfRefPtrINS_13PcpLayerStackEEERKNS_7SdfPathEPNSt3__13mapINS8_12basic_stringIcNS8_11char_traitsIcEENS8_9allocatorIcEEEESF_NS8_4lessISF_EENSD_INS8_4pairIKSF_SF_EEEEEE
000000020a370a84 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__31PcpComposeSiteVariantSetOptionsERKNS_8TfRefPtrINS_13PcpLayerStackEEERKNS_7SdfPathERKNSt3__112basic_stringIcNS8_11char_traitsIcEENS8_9allocatorIcEEEEPNS8_3setISE_NS8_4lessISE_EENSC_ISE_EEEE
000000020a37ac9c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__31PcpErrorInvalidVariantSelection3NewEv
000000020a37acf8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__31PcpErrorInvalidVariantSelectionC1Ev
000000020a37acfc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__31PcpErrorInvalidVariantSelectionC2Ev
000000020a37ae38 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__31PcpErrorInvalidVariantSelectionD0Ev
000000020a37ae34 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__31PcpErrorInvalidVariantSelectionD1Ev
000000020a37ada0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__31PcpErrorInvalidVariantSelectionD2Ev
000000020a2de55c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__31SdfChildrenKeys_StaticTokenTypeC1Ev
000000020a2de0ac (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__31SdfChildrenKeys_StaticTokenTypeC2Ev
000000020a2de0a8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__31SdfChildrenKeys_StaticTokenTypeD1Ev
000000020a2de010 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__31SdfChildrenKeys_StaticTokenTypeD2Ev
000000020a2d368c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__31SdfRelocatesMapProxyValuePolicy15CanonicalizeKeyERKNS_9SdfHandleINS_7SdfSpecEEERKNS_7SdfPathE
000000020a2d38b4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__31SdfRelocatesMapProxyValuePolicy16CanonicalizePairERKNS_9SdfHandleINS_7SdfSpecEEERKNSt3__14pairIKNS_7SdfPathES8_EE
000000020a2d3438 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__31SdfRelocatesMapProxyValuePolicy16CanonicalizeTypeERKNS_9SdfHandleINS_7SdfSpecEEERKNSt3__13mapINS_7SdfPathES8_NS6_4lessIS8_EENS6_9allocatorINS6_4pairIKS8_S8_EEEEEE
000000020a2d37a0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__31SdfRelocatesMapProxyValuePolicy17CanonicalizeValueERKNS_9SdfHandleINS_7SdfSpecEEERKNS_7SdfPathE
000000020a1bd9a4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__31Sdf_IdentifierContainsArgumentsERKNSt3__112basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEE
000000020a2bb294 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__31Sdf_RelationalAttributePathNodeD1Ev
000000020a2bb178 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__31Sdf_RelationalAttributePathNodeD2Ev
000000020a339024 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__31SdrNodeMetadata_StaticTokenTypeC1Ev
000000020a338b74 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__31SdrNodeMetadata_StaticTokenTypeC2Ev
000000020a338b70 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__31SdrNodeMetadata_StaticTokenTypeD1Ev
000000020a338ad8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__31SdrNodeMetadata_StaticTokenTypeD2Ev
000000020a33c150 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__31SdrPropertyRole_StaticTokenTypeC1Ev
000000020a33c0dc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__31SdrPropertyRole_StaticTokenTypeC2Ev
000000020a33c0d8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__31SdrPropertyRole_StaticTokenTypeD1Ev
000000020a33c0a0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__31SdrPropertyRole_StaticTokenTypeD2Ev
000000020a10c600 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__31Tf_ApplyDoubleToStringConverterEdPci
000000020a10c4a0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__31Tf_ApplyDoubleToStringConverterEfPci
0000000218ae0fc0 (__DATA,__common) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__31USD_ABC_NUM_OGAWA_STREAMS_valueE
0000000218ae1000 (__DATA,__common) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__31USD_ABC_READ_FLOAT2_AS_UV_valueE
000000020a6d859c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__31UsdLuxBlackbodyTemperatureAsRgbEf
000000020a3cacf0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__31Usd_IsAutoGeneratedClipManifestERKNS_9TfWeakPtrINS_8SdfLayerEEE
000000020a16617c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__31WorkGetPhysicalConcurrencyLimitEv
000000020a166330 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__31WorkSetConcurrencyLimitArgumentEi
000000020a165988 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__31Work_EnsureDetachedTaskProgressEv
000000020a880108 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32CameraUtilScreenWindowParametersC1ERKNS_8GfCameraENS1_12FOVDirectionE
000000020a87feb8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32CameraUtilScreenWindowParametersC2ERKNS_8GfCameraENS1_12FOVDirectionE
000000020a8df124 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32HdPrimTypeTokens_StaticTokenTypeC1Ev
000000020a8de690 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32HdPrimTypeTokens_StaticTokenTypeC2Ev
000000020a8de68c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32HdPrimTypeTokens_StaticTokenTypeD1Ev
000000020a8de570 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32HdPrimTypeTokens_StaticTokenTypeD2Ev
000000020a88645c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32Hd_ExtComputationContextInternal13SetInputValueERKNS_7TfTokenERKNS_7VtValueE
000000020a886780 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32Hd_ExtComputationContextInternal14SetOutputValueERKNS_7TfTokenERKNS_7VtValueE
000000020a88661c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32Hd_ExtComputationContextInternal19HasComputationErrorEv
000000020a886624 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32Hd_ExtComputationContextInternal21RaiseComputationErrorEv
000000020a8863a8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32Hd_ExtComputationContextInternalC1Ev
000000020a88636c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32Hd_ExtComputationContextInternalC2Ev
000000020a886434 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32Hd_ExtComputationContextInternalD0Ev
000000020a886430 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32Hd_ExtComputationContextInternalD1Ev
000000020a8863e4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32Hd_ExtComputationContextInternalD2Ev
000000020a377a5c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32PcpErrorInconsistentPropertyBaseC2ENS_6TfEnumE
000000020a377ba0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32PcpErrorInconsistentPropertyBaseD0Ev
000000020a377b9c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32PcpErrorInconsistentPropertyBaseD1Ev
000000020a377b08 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32PcpErrorInconsistentPropertyBaseD2Ev
000000020a377ba4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32PcpErrorInconsistentPropertyType3NewEv
000000020a377c28 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32PcpErrorInconsistentPropertyTypeC1Ev
000000020a377c68 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32PcpErrorInconsistentPropertyTypeC2Ev
000000020a377cb0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32PcpErrorInconsistentPropertyTypeD0Ev
000000020a377cac (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32PcpErrorInconsistentPropertyTypeD1Ev
000000020a377ca8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32PcpErrorInconsistentPropertyTypeD2Ev
000000020a37a254 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32PcpErrorInvalidSublayerOwnership3NewEv
000000020a37a310 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32PcpErrorInvalidSublayerOwnershipC1Ev
000000020a37a398 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32PcpErrorInvalidSublayerOwnershipC2Ev
000000020a37a4c8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32PcpErrorInvalidSublayerOwnershipD0Ev
000000020a37a4c4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32PcpErrorInvalidSublayerOwnershipD1Ev
000000020a37a420 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32PcpErrorInvalidSublayerOwnershipD2Ev
000000020a37b430 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32PcpErrorPropertyPermissionDenied3NewEv
000000020a37b48c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32PcpErrorPropertyPermissionDeniedC1Ev
000000020a37b490 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32PcpErrorPropertyPermissionDeniedC2Ev
000000020a37b5a0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32PcpErrorPropertyPermissionDeniedD0Ev
000000020a37b59c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32PcpErrorPropertyPermissionDeniedD1Ev
000000020a37b528 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32PcpErrorPropertyPermissionDeniedD2Ev
000000020a1c6c0c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32Sdf_RelationshipTargetListEditorC1ERKNS_9SdfHandleINS_7SdfSpecEEERKNS_16SdfPathKeyPolicyE
000000020a1c6b8c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32Sdf_RelationshipTargetListEditorC2ERKNS_9SdfHandleINS_7SdfSpecEEERKNS_16SdfPathKeyPolicyE
000000020a1c6c18 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32Sdf_RelationshipTargetListEditorD0Ev
000000020a1c6c14 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32Sdf_RelationshipTargetListEditorD1Ev
000000020a1c6c10 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32Sdf_RelationshipTargetListEditorD2Ev
000000020a33b578 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32SdrPropertyTypes_StaticTokenTypeC1Ev
000000020a33af24 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32SdrPropertyTypes_StaticTokenTypeC2Ev
000000020a33af20 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32SdrPropertyTypes_StaticTokenTypeD1Ev
000000020a33ae64 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32SdrPropertyTypes_StaticTokenTypeD2Ev
000000020a0e43ec (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32TfDebugSymbolEnableChangedNoticeD0Ev
000000020a0e43e8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32TfDebugSymbolEnableChangedNoticeD1Ev
000000020a0e43e4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32TfDebugSymbolEnableChangedNoticeD2Ev
000000020a163874 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32TraceReporterDataSourceCollector11ConsumeDataEv
000000020a1637c0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32TraceReporterDataSourceCollector18_OnTraceCollectionERKNS_24TraceCollectionAvailableE
000000020a163944 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32TraceReporterDataSourceCollector5ClearEv
000000020a1637bc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32TraceReporterDataSourceCollectorC1ENSt3__18functionIFbvEEE
000000020a16370c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32TraceReporterDataSourceCollectorC1Ev
000000020a163504 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32TraceReporterDataSourceCollectorC2ENSt3__18functionIFbvEEE
000000020a16344c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32TraceReporterDataSourceCollectorC2Ev
0000000218ae0fa0 (__DATA,__common) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32USD_ABC_DISABLE_INSTANCING_valueE
000000020a79e3d0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32UsdInteractivePreliminary_Action14_IsTypedSchemaEv
000000020a79e34c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32UsdInteractivePreliminary_Action16_GetStaticTfTypeEv
000000020a79e778 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32UsdInteractivePreliminary_Action23GetSchemaAttributeNamesEb
000000020a79e15c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32UsdInteractivePreliminary_Action3GetERKNS_9TfWeakPtrINS_8UsdStageEEERKNS_7SdfPathE
000000020a79e134 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32UsdInteractivePreliminary_ActionD0Ev
000000020a79e130 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32UsdInteractivePreliminary_ActionD1Ev
000000020a79e12c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32UsdInteractivePreliminary_ActionD2Ev
000000020a7983ec (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32UsdUtilsGenerateClipManifestNameERKNSt3__112basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEE
000000020a798238 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32UsdUtilsGenerateClipTopologyNameERKNSt3__112basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEE
000000020a786720 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32UsdUtilsGetRegisteredVariantSetsEv
000000020a6d5774 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__32_FollowConnectionSourceRecursiveERKNS_28UsdShadeConnectionSourceInfoEPNS_13TfSmallVectorINS_7SdfPathELj5EEERNS3_INS_12UsdAttributeELj1EEEb
000000020a8db174 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33HdInstancerTokens_StaticTokenTypeC1Ev
000000020a8dac3c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33HdInstancerTokens_StaticTokenTypeC2Ev
000000020a8dac38 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33HdInstancerTokens_StaticTokenTypeD1Ev
000000020a8dab94 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33HdInstancerTokens_StaticTokenTypeD2Ev
000000020a8de050 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33HdRenderTagTokens_StaticTokenTypeC1Ev
000000020a8dddc0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33HdRenderTagTokens_StaticTokenTypeC2Ev
000000020a8dddbc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33HdRenderTagTokens_StaticTokenTypeD1Ev
000000020a8ddd54 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33HdRenderTagTokens_StaticTokenTypeD2Ev
0000000218894cc8 (__DATA,__data) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33PXR_NDR_FS_PLUGIN_FOLLOW_SYMLINKSE
000000020a377dd8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33PcpErrorInconsistentAttributeType3NewEv
000000020a377e60 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33PcpErrorInconsistentAttributeTypeC1Ev
000000020a377ea4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33PcpErrorInconsistentAttributeTypeC2Ev
000000020a377f50 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33PcpErrorInconsistentAttributeTypeD0Ev
000000020a377f4c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33PcpErrorInconsistentAttributeTypeD1Ev
000000020a377ee8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33PcpErrorInconsistentAttributeTypeD2Ev
000000020a379448 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33PcpErrorInvalidExternalTargetPath3NewEv
000000020a3794a4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33PcpErrorInvalidExternalTargetPathC1Ev
000000020a3794a8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33PcpErrorInvalidExternalTargetPathC2Ev
000000020a379574 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33PcpErrorInvalidExternalTargetPathD0Ev
000000020a379570 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33PcpErrorInvalidExternalTargetPathD1Ev
000000020a379510 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33PcpErrorInvalidExternalTargetPathD2Ev
000000020a379220 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33PcpErrorInvalidInstanceTargetPath3NewEv
000000020a3792a4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33PcpErrorInvalidInstanceTargetPathC1Ev
000000020a3792e4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33PcpErrorInvalidInstanceTargetPathC2Ev
000000020a37932c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33PcpErrorInvalidInstanceTargetPathD0Ev
000000020a379328 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33PcpErrorInvalidInstanceTargetPathD1Ev
000000020a379324 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33PcpErrorInvalidInstanceTargetPathD2Ev
000000020a37aee4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33PcpErrorOpinionAtRelocationSource3NewEv
000000020a37af40 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33PcpErrorOpinionAtRelocationSourceC1Ev
000000020a37af44 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33PcpErrorOpinionAtRelocationSourceC2Ev
000000020a37b07c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33PcpErrorOpinionAtRelocationSourceD0Ev
000000020a37b078 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33PcpErrorOpinionAtRelocationSourceD1Ev
000000020a37afd8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33PcpErrorOpinionAtRelocationSourceD2Ev
000000020a2190ac (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33SdfJustCreatePrimAttributeInLayerERKNS_9TfWeakPtrINS_8SdfLayerEEERKNS_7SdfPathERKNS_16SdfValueTypeNameENS_14SdfVariabilityEb
000000020a3040c0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33SdfValueRoleNames_StaticTokenTypeC1Ev
000000020a303b88 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33SdfValueRoleNames_StaticTokenTypeC2Ev
000000020a303b84 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33SdfValueRoleNames_StaticTokenTypeD1Ev
000000020a303ae0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33SdfValueRoleNames_StaticTokenTypeD2Ev
000000020a1c66cc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33Sdf_AttributeConnectionListEditorC1ERKNS_9SdfHandleINS_7SdfSpecEEERKNS_16SdfPathKeyPolicyE
000000020a1c664c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33Sdf_AttributeConnectionListEditorC2ERKNS_9SdfHandleINS_7SdfSpecEEERKNS_16SdfPathKeyPolicyE
000000020a1c66d8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33Sdf_AttributeConnectionListEditorD0Ev
000000020a1c66d4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33Sdf_AttributeConnectionListEditorD1Ev
000000020a1c66d0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33Sdf_AttributeConnectionListEditorD2Ev
000000020a106498 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33TfGetCurrentScopeDescriptionStackEv
000000020a163384 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33TraceReporterDataSourceCollection11ConsumeDataEv
000000020a163348 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33TraceReporterDataSourceCollection5ClearEv
000000020a1632cc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33TraceReporterDataSourceCollectionC1ENSt3__110shared_ptrINS_15TraceCollectionEEE
000000020a16330c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33TraceReporterDataSourceCollectionC1ENSt3__16vectorINS1_10shared_ptrINS_15TraceCollectionEEENS1_9allocatorIS5_EEEE
000000020a163200 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33TraceReporterDataSourceCollectionC2ENSt3__110shared_ptrINS_15TraceCollectionEEE
000000020a1632d0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33TraceReporterDataSourceCollectionC2ENSt3__16vectorINS1_10shared_ptrINS_15TraceCollectionEEENS1_9allocatorIS5_EEEE
0000000218ae0fd0 (__DATA,__common) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33USD_ABC_XFORM_PRIM_COLLAPSE_valueE
000000020a7a3a84 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__33UsdInteractivePreliminary_Trigger14_IsTypedSchemaEv
