0000000298c0f830 (__DATA_DIRTY,__common) external _AfterColour
00000002454c1538 (__TEXT,__text) external __ZN4llvm6object13TapiUniversal6createENS_15MemoryBufferRefE
00000002454c1470 (__TEXT,__text) external __ZN4llvm6object13TapiUniversalC1ENS_15MemoryBufferRefERNS_5ErrorE
00000002454c119c (__TEXT,__text) external __ZN4llvm6object13TapiUniversalC2ENS_15MemoryBufferRefERNS_5ErrorE
00000002454c1500 (__TEXT,__text) external __ZN4llvm6object13TapiUniversalD0Ev
00000002454c14fc (__TEXT,__text) external __ZN4llvm6object13TapiUniversalD1Ev
00000002454c1474 (__TEXT,__text) external __ZN4llvm6object13TapiUniversalD2Ev
0000000244ab6f90 (__TEXT,__text) external __ZN4llvm6object14COFFObjectFile10initializeEv
0000000245494d20 (__TEXT,__text) external __ZN4llvm6object14COFFObjectFile16initBaseRelocPtrEv
0000000245494fc4 (__TEXT,__text) external __ZN4llvm6object14COFFObjectFile17initLoadConfigPtrEv
0000000245494c90 (__TEXT,__text) external __ZN4llvm6object14COFFObjectFile18initExportTablePtrEv
0000000245494b08 (__TEXT,__text) external __ZN4llvm6object14COFFObjectFile18initImportTablePtrEv
00000002454945d0 (__TEXT,__text) external __ZN4llvm6object14COFFObjectFile18initSymbolTablePtrEv
0000000245494ec0 (__TEXT,__text) external __ZN4llvm6object14COFFObjectFile19initTLSDirectoryPtrEv
0000000245494dc8 (__TEXT,__text) external __ZN4llvm6object14COFFObjectFile21initDebugDirectoryPtrEv
0000000245494bec (__TEXT,__text) external __ZN4llvm6object14COFFObjectFile23initDelayImportTablePtrEv
0000000245495058 (__TEXT,__text) external __ZN4llvm6object14COFFObjectFile6createENS_15MemoryBufferRefE
000000024549510c (__TEXT,__text) external __ZN4llvm6object14COFFObjectFileC1ENS_15MemoryBufferRefE
0000000245495110 (__TEXT,__text) external __ZN4llvm6object14COFFObjectFileC2ENS_15MemoryBufferRefE
00000002904516e0 (__DATA_CONST,__const) external __ZN4llvm6object14ElfSymbolTypesE
0000000244aed6bc (__TEXT,__text) external __ZN4llvm6object14MachOBindEntryC1EPNS_5ErrorEPKNS0_15MachOObjectFileENS_8ArrayRefIhEEbNS0_20MachORebaseBindEntry4KindE
0000000244aed64c (__TEXT,__text) external __ZN4llvm6object14MachOBindEntryC2EPNS_5ErrorEPKNS0_15MachOObjectFileENS_8ArrayRefIhEEbNS0_20MachORebaseBindEntry4KindE
00000002454c2de0 (__TEXT,__text) external __ZN4llvm6object14WasmObjectFile12parseSectionERNS0_11WasmSectionE
0000000244b0f7f0 (__TEXT,__text) external __ZN4llvm6object14WasmObjectFile13getDefinedTagEj
00000002454c3b58 (__TEXT,__text) external __ZN4llvm6object14WasmObjectFile15parseTagSectionERNS1_11ReadContextE
0000000244b0f7dc (__TEXT,__text) external __ZN4llvm6object14WasmObjectFile16getDefinedGlobalEj
00000002454c4494 (__TEXT,__text) external __ZN4llvm6object14WasmObjectFile16parseCodeSectionERNS1_11ReadContextE
00000002454c46c8 (__TEXT,__text) external __ZN4llvm6object14WasmObjectFile16parseDataSectionERNS1_11ReadContextE
00000002454c41e0 (__TEXT,__text) external __ZN4llvm6object14WasmObjectFile16parseElemSectionERNS1_11ReadContextE
00000002454c4e58 (__TEXT,__text) external __ZN4llvm6object14WasmObjectFile16parseNameSectionERNS1_11ReadContextE
00000002454c31a0 (__TEXT,__text) external __ZN4llvm6object14WasmObjectFile16parseTypeSectionERNS1_11ReadContextE
00000002454c6890 (__TEXT,__text) external __ZN4llvm6object14WasmObjectFile17parseRelocSectionENS_9StringRefERNS1_11ReadContextE
00000002454c4150 (__TEXT,__text) external __ZN4llvm6object14WasmObjectFile17parseStartSectionERNS1_11ReadContextE
00000002454c38ec (__TEXT,__text) external __ZN4llvm6object14WasmObjectFile17parseTableSectionERNS1_11ReadContextE
0000000244b0e990 (__TEXT,__text) external __ZN4llvm6object14WasmObjectFile18getDefinedFunctionEj
00000002454c2fcc (__TEXT,__text) external __ZN4llvm6object14WasmObjectFile18parseCustomSectionERNS0_11WasmSectionERNS1_11ReadContextE
00000002454c4a5c (__TEXT,__text) external __ZN4llvm6object14WasmObjectFile18parseDylinkSectionERNS1_11ReadContextE
00000002454c3ef8 (__TEXT,__text) external __ZN4llvm6object14WasmObjectFile18parseExportSectionERNS1_11ReadContextE
00000002454c3d5c (__TEXT,__text) external __ZN4llvm6object14WasmObjectFile18parseGlobalSectionERNS1_11ReadContextE
00000002454c3494 (__TEXT,__text) external __ZN4llvm6object14WasmObjectFile18parseImportSectionERNS1_11ReadContextE
00000002454c3a54 (__TEXT,__text) external __ZN4llvm6object14WasmObjectFile18parseMemorySectionERNS1_11ReadContextE
00000002454c4b84 (__TEXT,__text) external __ZN4llvm6object14WasmObjectFile19parseDylink0SectionERNS1_11ReadContextE
00000002454c51b0 (__TEXT,__text) external __ZN4llvm6object14WasmObjectFile19parseLinkingSectionERNS1_11ReadContextE
00000002454c3798 (__TEXT,__text) external __ZN4llvm6object14WasmObjectFile20parseFunctionSectionERNS1_11ReadContextE
0000000244b0e894 (__TEXT,__text) external __ZN4llvm6object14WasmObjectFile21parseDataCountSectionERNS1_11ReadContextE
0000000244b0ee94 (__TEXT,__text) external __ZN4llvm6object14WasmObjectFile21parseProducersSectionERNS1_11ReadContextE
0000000244b0e9f8 (__TEXT,__text) external __ZN4llvm6object14WasmObjectFile25parseLinkingSectionComdatERNS1_11ReadContextE
00000002454c55c8 (__TEXT,__text) external __ZN4llvm6object14WasmObjectFile25parseLinkingSectionSymtabERNS1_11ReadContextE
00000002454c64c8 (__TEXT,__text) external __ZN4llvm6object14WasmObjectFile26parseTargetFeaturesSectionERNS1_11ReadContextE
00000002454c2fc8 (__TEXT,__text) external __ZN4llvm6object14WasmObjectFileC1ENS_15MemoryBufferRefERNS_5ErrorE
00000002454c2958 (__TEXT,__text) external __ZN4llvm6object14WasmObjectFileC2ENS_15MemoryBufferRefERNS_5ErrorE
0000000244b0bfe8 (__TEXT,__text) external __ZN4llvm6object14compareAddressEPKNS0_8SymEntryES3_
0000000244aee2d0 (__TEXT,__text) external __ZN4llvm6object15MachOObjectFile10fixupTableERNS_5ErrorENS0_22MachOChainedFixupEntry9FixupKindE
00000002454b75f8 (__TEXT,__text) external __ZN4llvm6object15MachOObjectFile11getHostArchEv
0000000244ae5e74 (__TEXT,__text) external __ZN4llvm6object15MachOObjectFile11isValidArchENS_9StringRefE
0000000244aed40c (__TEXT,__text) external __ZN4llvm6object15MachOObjectFile11rebaseTableERNS_5ErrorE
0000000244aed190 (__TEXT,__text) external __ZN4llvm6object15MachOObjectFile11rebaseTableERNS_5ErrorEPS1_NS_8ArrayRefIhEEbb
0000000244ae4718 (__TEXT,__text) external __ZN4llvm6object15MachOObjectFile13getArchTripleEjjPPKcS4_
0000000244ae5ee8 (__TEXT,__text) external __ZN4llvm6object15MachOObjectFile13getValidArchsEv
0000000244aee088 (__TEXT,__text) external __ZN4llvm6object15MachOObjectFile13lazyBindTableERNS_5ErrorE
0000000244aee1ac (__TEXT,__text) external __ZN4llvm6object15MachOObjectFile13weakBindTableERNS_5ErrorE
0000000244af3840 (__TEXT,__text) external __ZN4llvm6object15MachOObjectFile14getObjcSymbolsEv
0000000244af55ac (__TEXT,__text) external __ZN4llvm6object15MachOObjectFile18isMachOPairedRelocEyy
0000000244af4d04 (__TEXT,__text) external __ZN4llvm6object15MachOObjectFile21findDsymObjectMembersENS_9StringRefE
0000000244ae3cd0 (__TEXT,__text) external __ZN4llvm6object15MachOObjectFile21guessLibraryShortNameENS_9StringRefERbRS2_
0000000244add0c4 (__TEXT,__text) external __ZN4llvm6object15MachOObjectFile6createENS_15MemoryBufferRefEbbjj
0000000244ae7b30 (__TEXT,__text) external __ZN4llvm6object15MachOObjectFile7exportsERNS_5ErrorENS_8ArrayRefIhEEPKS1_
00000002454b7414 (__TEXT,__text) external __ZN4llvm6object15MachOObjectFile7getArchEjj
0000000244aee01c (__TEXT,__text) external __ZN4llvm6object15MachOObjectFile9bindTableERNS_5ErrorE
0000000244aeddac (__TEXT,__text) external __ZN4llvm6object15MachOObjectFile9bindTableERNS_5ErrorEPS1_NS_8ArrayRefIhEEbNS0_20MachORebaseBindEntry4KindE
0000000244add190 (__TEXT,__text) external __ZN4llvm6object15MachOObjectFileC1ENS_15MemoryBufferRefEbbRNS_5ErrorEjj
0000000244add194 (__TEXT,__text) external __ZN4llvm6object15MachOObjectFileC2ENS_15MemoryBufferRefEbbRNS_5ErrorEjj
0000000244b117f8 (__TEXT,__text) external __ZN4llvm6object15WindowsResource12getHeadEntryEv
00000002454c8fec (__TEXT,__text) external __ZN4llvm6object15WindowsResource21createWindowsResourceENS_15MemoryBufferRefE
0000000244b1177c (__TEXT,__text) external __ZN4llvm6object15WindowsResourceC1ENS_15MemoryBufferRefE
0000000244b11700 (__TEXT,__text) external __ZN4llvm6object15WindowsResourceC2ENS_15MemoryBufferRefE
00000002454cb4c4 (__TEXT,__text) external __ZN4llvm6object15XCOFFObjectFile16parseStringTableEPKS1_y
0000000244b16554 (__TEXT,__text) external __ZN4llvm6object15XCOFFObjectFile23isReservedSectionNumberEs
0000000244b15fac (__TEXT,__text) external __ZN4llvm6object15XCOFFObjectFile29getAdvancedSymbolEntryAddressEmj
00000002454cb79c (__TEXT,__text) external __ZN4llvm6object15XCOFFObjectFile6createEjNS_15MemoryBufferRefE
0000000244b17318 (__TEXT,__text) external __ZN4llvm6object15XCOFFObjectFileC1EjNS_15MemoryBufferRefE
0000000244b172d4 (__TEXT,__text) external __ZN4llvm6object15XCOFFObjectFileC2EjNS_15MemoryBufferRefE
0000000247c147c2 (__TEXT,__const) weak external __ZN4llvm6object15XCOFFRelocationINS_7support6detail31packed_endian_specific_integralIjLNS2_10endiannessE0ELm1ELm1EEEE21XR_BIASED_LENGTH_MASKE
0000000247c147c0 (__TEXT,__const) weak external __ZN4llvm6object15XCOFFRelocationINS_7support6detail31packed_endian_specific_integralIjLNS2_10endiannessE0ELm1ELm1EEEE22XR_SIGN_INDICATOR_MASKE
0000000247c147c1 (__TEXT,__const) weak external __ZN4llvm6object15XCOFFRelocationINS_7support6detail31packed_endian_specific_integralIjLNS2_10endiannessE0ELm1ELm1EEEE23XR_FIXUP_INDICATOR_MASKE
0000000247c147c5 (__TEXT,__const) weak external __ZN4llvm6object15XCOFFRelocationINS_7support6detail31packed_endian_specific_integralIyLNS2_10endiannessE0ELm1ELm1EEEE21XR_BIASED_LENGTH_MASKE
0000000247c147c3 (__TEXT,__const) weak external __ZN4llvm6object15XCOFFRelocationINS_7support6detail31packed_endian_specific_integralIyLNS2_10endiannessE0ELm1ELm1EEEE22XR_SIGN_INDICATOR_MASKE
0000000247c147c4 (__TEXT,__const) weak external __ZN4llvm6object15XCOFFRelocationINS_7support6detail31packed_endian_specific_integralIyLNS2_10endiannessE0ELm1ELm1EEEE23XR_FIXUP_INDICATOR_MASKE
0000000244ad9970 (__TEXT,__text) external __ZN4llvm6object15object_categoryEv
0000000244af141c (__TEXT,__text) external __ZN4llvm6object16AIRPipelineEntry11moveToFirstEv
0000000244af155c (__TEXT,__text) external __ZN4llvm6object16AIRPipelineEntry8moveNextEv
0000000244af1538 (__TEXT,__text) external __ZN4llvm6object16AIRPipelineEntry9moveToEndEv
0000000244af1404 (__TEXT,__text) external __ZN4llvm6object16AIRPipelineEntryC1EPKNS0_15MachOObjectFileEyjyy
0000000244af1544 (__TEXT,__text) external __ZN4llvm6object16AIRPipelineEntryC2EPKNS0_15MachOObjectFileEyjyy
0000000244aeab04 (__TEXT,__text) external __ZN4llvm6object16MachORebaseEntryC1EPNS_5ErrorEPKNS0_15MachOObjectFileENS_8ArrayRefIhEEbb
0000000244aeaa0c (__TEXT,__text) external __ZN4llvm6object16MachORebaseEntryC2EPNS_5ErrorEPKNS0_15MachOObjectFileENS_8ArrayRefIhEEbb
00000002454c90a0 (__TEXT,__text) external __ZN4llvm6object16ResourceEntryRef6createENS_15BinaryStreamRefEPKNS0_15WindowsResourceE
00000002454c9200 (__TEXT,__text) external __ZN4llvm6object16ResourceEntryRef8loadNextEv
0000000244b11a14 (__TEXT,__text) external __ZN4llvm6object16ResourceEntryRef8moveNextERb
0000000244b11a10 (__TEXT,__text) external __ZN4llvm6object16ResourceEntryRefC1ENS_15BinaryStreamRefEPKNS0_15WindowsResourceE
0000000244b11904 (__TEXT,__text) external __ZN4llvm6object16ResourceEntryRefC2ENS_15BinaryStreamRefEPKNS0_15WindowsResourceE
0000000244aedc20 (__TEXT,__text) external __ZN4llvm6object17BindRebaseSegInfo11findSectionEiy
0000000244aedc78 (__TEXT,__text) external __ZN4llvm6object17BindRebaseSegInfo11sectionNameEiy
0000000244aedbdc (__TEXT,__text) external __ZN4llvm6object17BindRebaseSegInfo11segmentNameEi
0000000244aedaf8 (__TEXT,__text) external __ZN4llvm6object17BindRebaseSegInfo18checkSegAndOffsetsEiyhjj
0000000244aedcd0 (__TEXT,__text) external __ZN4llvm6object17BindRebaseSegInfo7addressEjy
0000000244aedd2c (__TEXT,__text) external __ZN4llvm6object17BindRebaseSegInfo8contentsEjy
0000000244aedaf4 (__TEXT,__text) external __ZN4llvm6object17BindRebaseSegInfoC1EPKNS0_15MachOObjectFileE
0000000244aed72c (__TEXT,__text) external __ZN4llvm6object17BindRebaseSegInfoC2EPKNS0_15MachOObjectFileE
0000000244ad7c90 (__TEXT,__text) external __ZN4llvm6object17ELFObjectFileBaseC2EjNS_15MemoryBufferRefE
0000000244ab7a90 (__TEXT,__text) external __ZN4llvm6object17ImportedSymbolRef8moveNextEv
00000002454c0c98 (__TEXT,__text) external __ZN4llvm6object17resolveRelocationEPFyyyyyxERKNS0_13RelocationRefEyy
0000000244aefb0c (__TEXT,__text) weak external __ZN4llvm6object18AIRBuildTableEntryINS_5MachO12air_n_moduleEE11moveToFirstEv
0000000244aefa70 (__TEXT,__text) weak external __ZN4llvm6object18AIRBuildTableEntryINS_5MachO12air_n_moduleEE8moveNextEj
0000000244aefb38 (__TEXT,__text) weak external __ZN4llvm6object18AIRBuildTableEntryINS_5MachO12air_n_moduleEE9moveToEndEv
0000000244aefa58 (__TEXT,__text) weak external __ZN4llvm6object18AIRBuildTableEntryINS_5MachO12air_n_moduleEEC1EPKNS0_15MachOObjectFileEyjyy
0000000244aefa40 (__TEXT,__text) weak external __ZN4llvm6object18AIRBuildTableEntryINS_5MachO12air_n_moduleEEC2EPKNS0_15MachOObjectFileEyjyy
0000000244aefe44 (__TEXT,__text) weak external __ZN4llvm6object18AIRBuildTableEntryINS_5MachO12air_n_objectEE11moveToFirstEv
0000000244aefd0c (__TEXT,__text) weak external __ZN4llvm6object18AIRBuildTableEntryINS_5MachO12air_n_objectEE8moveNextEj
0000000244aefe70 (__TEXT,__text) weak external __ZN4llvm6object18AIRBuildTableEntryINS_5MachO12air_n_objectEE9moveToEndEv
0000000244aefcf4 (__TEXT,__text) weak external __ZN4llvm6object18AIRBuildTableEntryINS_5MachO12air_n_objectEEC1EPKNS0_15MachOObjectFileEyjyy
0000000244aefcdc (__TEXT,__text) weak external __ZN4llvm6object18AIRBuildTableEntryINS_5MachO12air_n_objectEEC2EPKNS0_15MachOObjectFileEyjyy
0000000244aef9e0 (__TEXT,__text) weak external __ZN4llvm6object18AIRBuildTableEntryINS_5MachO14air_n_metallibEE11moveToFirstEv
0000000244aef904 (__TEXT,__text) weak external __ZN4llvm6object18AIRBuildTableEntryINS_5MachO14air_n_metallibEE8moveNextEj
0000000244aefa0c (__TEXT,__text) weak external __ZN4llvm6object18AIRBuildTableEntryINS_5MachO14air_n_metallibEE9moveToEndEv
0000000244aef8ec (__TEXT,__text) weak external __ZN4llvm6object18AIRBuildTableEntryINS_5MachO14air_n_metallibEEC1EPKNS0_15MachOObjectFileEyjyy
0000000244aef8d4 (__TEXT,__text) weak external __ZN4llvm6object18AIRBuildTableEntryINS_5MachO14air_n_metallibEEC2EPKNS0_15MachOObjectFileEyjyy
0000000244aefc7c (__TEXT,__text) weak external __ZN4llvm6object18AIRBuildTableEntryINS_5MachO16air_n_descriptorEE11moveToFirstEv
0000000244aefb9c (__TEXT,__text) weak external __ZN4llvm6object18AIRBuildTableEntryINS_5MachO16air_n_descriptorEE8moveNextEj
0000000244aefca8 (__TEXT,__text) weak external __ZN4llvm6object18AIRBuildTableEntryINS_5MachO16air_n_descriptorEE9moveToEndEv
0000000244aefb84 (__TEXT,__text) weak external __ZN4llvm6object18AIRBuildTableEntryINS_5MachO16air_n_descriptorEEC1EPKNS0_15MachOObjectFileEyjyy
0000000244aefb6c (__TEXT,__text) weak external __ZN4llvm6object18AIRBuildTableEntryINS_5MachO16air_n_descriptorEEC2EPKNS0_15MachOObjectFileEyjyy
0000000244aeff70 (__TEXT,__text) weak external __ZN4llvm6object18AIRBuildTableEntryINS_5MachO18air_n_object_indexEE11moveToFirstEv
0000000244aefed4 (__TEXT,__text) weak external __ZN4llvm6object18AIRBuildTableEntryINS_5MachO18air_n_object_indexEE8moveNextEj
0000000244aeff9c (__TEXT,__text) weak external __ZN4llvm6object18AIRBuildTableEntryINS_5MachO18air_n_object_indexEE9moveToEndEv
0000000244aefebc (__TEXT,__text) weak external __ZN4llvm6object18AIRBuildTableEntryINS_5MachO18air_n_object_indexEEC1EPKNS0_15MachOObjectFileEyjyy
0000000244aefea4 (__TEXT,__text) weak external __ZN4llvm6object18AIRBuildTableEntryINS_5MachO18air_n_object_indexEEC2EPKNS0_15MachOObjectFileEyjyy
000000029583ffa9 (__DATA,__common) external __ZN4llvm6object18GenericBinaryError2IDE
00000002454b4f2c (__TEXT,__text) external __ZN4llvm6object18GenericBinaryErrorC1ERKNS_5TwineE
00000002454b502c (__TEXT,__text) external __ZN4llvm6object18GenericBinaryErrorC1ERKNS_5TwineENS0_12object_errorE
00000002454b4ed8 (__TEXT,__text) external __ZN4llvm6object18GenericBinaryErrorC2ERKNS_5TwineE
00000002454b4f80 (__TEXT,__text) external __ZN4llvm6object18GenericBinaryErrorC2ERKNS_5TwineENS0_12object_errorE
00000002454b93a4 (__TEXT,__text) external __ZN4llvm6object18MetalLibObjectFile11parseTripleERPKhS3_RNS_5ErrorE
0000000244afcd38 (__TEXT,__text) external __ZN4llvm6object18MetalLibObjectFile13parseFileSizeERPKhS3_RNS_5ErrorE
00000002454b9218 (__TEXT,__text) external __ZN4llvm6object18MetalLibObjectFile13parseFileTypeERPKhS3_RNS_5ErrorE
00000002454b9038 (__TEXT,__text) external __ZN4llvm6object18MetalLibObjectFile14parseFileMagicERPKhS3_RNS_5ErrorE
00000002454b90d8 (__TEXT,__text) external __ZN4llvm6object18MetalLibObjectFile16parseFileVersionERPKhS3_RNS_5ErrorE
00000002454b9acc (__TEXT,__text) external __ZN4llvm6object18MetalLibObjectFile16parseModuleCountERNS_5ErrorE
00000002454ba464 (__TEXT,__text) external __ZN4llvm6object18MetalLibObjectFile16parseScriptCountERNS_5ErrorE
00000002454bda88 (__TEXT,__text) external __ZN4llvm6object18MetalLibObjectFile18parseExtensionInfoERPKhS3_NS_9StringRefERyS6_RNS_5ErrorE
00000002454b9980 (__TEXT,__text) external __ZN4llvm6object18MetalLibObjectFile18parseFunctionCountERNS_5ErrorE
00000002454ba1b4 (__TEXT,__text) external __ZN4llvm6object18MetalLibObjectFile18parseVariableCountERNS_5ErrorE
0000000244b03e8c (__TEXT,__text) external __ZN4llvm6object18MetalLibObjectFile18skipExtensionTokenERPKhS3_RNS_5ErrorE
00000002454b98e8 (__TEXT,__text) external __ZN4llvm6object18MetalLibObjectFile19parseModuleListInfoERPKhS3_RNS_5ErrorE
00000002454b9e48 (__TEXT,__text) external __ZN4llvm6object18MetalLibObjectFile20parseHeaderExtensionERNS_5ErrorE
00000002454ba3d4 (__TEXT,__text) external __ZN4llvm6object18MetalLibObjectFile20parseReflectionCountERNS_5ErrorE
00000002454b9724 (__TEXT,__text) external __ZN4llvm6object18MetalLibObjectFile21parseFunctionListInfoERPKhS3_RNS_5ErrorE
00000002454b97c0 (__TEXT,__text) external __ZN4llvm6object18MetalLibObjectFile23parsePublicMetadataInfoERPKhS3_RNS_5ErrorE
00000002454ba344 (__TEXT,__text) external __ZN4llvm6object18MetalLibObjectFile24parseImportedSymbolCountERNS_5ErrorE
00000002454b9858 (__TEXT,__text) external __ZN4llvm6object18MetalLibObjectFile24parsePrivateMetadataInfoERPKhS3_RNS_5ErrorE
00000002454ba4fc (__TEXT,__text) external __ZN4llvm6object18MetalLibObjectFileC1ENS_15MemoryBufferRefERNS_5ErrorE
00000002454b8db0 (__TEXT,__text) external __ZN4llvm6object18MetalLibObjectFileC2ENS_15MemoryBufferRefERNS_5ErrorE
00000002454ba504 (__TEXT,__text) external __ZN4llvm6object18MetalLibObjectFileD0Ev
00000002454ba500 (__TEXT,__text) external __ZN4llvm6object18MetalLibObjectFileD1Ev
0000000244afce10 (__TEXT,__text) external __ZN4llvm6object18MetalLibObjectFileD2Ev
0000000244ab8558 (__TEXT,__text) external __ZN4llvm6object18ResourceSectionRef11getContentsERKNS0_24coff_resource_data_entryE
0000000244ab7ffc (__TEXT,__text) external __ZN4llvm6object18ResourceSectionRef12getBaseTableEv
0000000244ab7ff0 (__TEXT,__text) external __ZN4llvm6object18ResourceSectionRef12getEntryDataERKNS0_23coff_resource_dir_entryE
0000000244ab8004 (__TEXT,__text) external __ZN4llvm6object18ResourceSectionRef13getTableEntryERKNS0_23coff_resource_dir_tableEj
0000000244ab7fe4 (__TEXT,__text) external __ZN4llvm6object18ResourceSectionRef14getEntrySubDirERKNS0_23coff_resource_dir_entryE
0000000244ab7db0 (__TEXT,__text) external __ZN4llvm6object18ResourceSectionRef16getTableAtOffsetEj
00000002454960f4 (__TEXT,__text) external __ZN4llvm6object18ResourceSectionRef18getEntryNameStringERKNS0_23coff_resource_dir_entryE
0000000244ab7f28 (__TEXT,__text) external __ZN4llvm6object18ResourceSectionRef20getDataEntryAtOffsetEj
0000000245495f80 (__TEXT,__text) external __ZN4llvm6object18ResourceSectionRef20getDirStringAtOffsetEj
0000000244ab7e6c (__TEXT,__text) external __ZN4llvm6object18ResourceSectionRef21getTableEntryAtOffsetEj
0000000244ab80b0 (__TEXT,__text) external __ZN4llvm6object18ResourceSectionRef4loadEPKNS0_14COFFObjectFileE
0000000244ab82d0 (__TEXT,__text) external __ZN4llvm6object18ResourceSectionRef4loadEPKNS0_14COFFObjectFileERKNS0_10SectionRefE
0000000247c147b4 (__TEXT,__const) weak external __ZN4llvm6object18XCOFFSectionHeaderINS0_20XCOFFSectionHeader32EE20SectionFlagsTypeMaskE
0000000247c147b0 (__TEXT,__const) weak external __ZN4llvm6object18XCOFFSectionHeaderINS0_20XCOFFSectionHeader32EE24SectionFlagsReservedMaskE
0000000247c147bc (__TEXT,__const) weak external __ZN4llvm6object18XCOFFSectionHeaderINS0_20XCOFFSectionHeader64EE20SectionFlagsTypeMaskE
0000000247c147b8 (__TEXT,__const) weak external __ZN4llvm6object18XCOFFSectionHeaderINS0_20XCOFFSectionHeader64EE24SectionFlagsReservedMaskE
0000000244b0c020 (__TEXT,__text) external __ZN4llvm6object18computeSymbolSizesERKNS0_10ObjectFileE
0000000244ab262c (__TEXT,__text) external __ZN4llvm6object18writeImportLibraryENS_9StringRefES1_NS_8ArrayRefINS0_15COFFShortExportEEENS_4COFF12MachineTypesEb
