00000001886ff710 (__TEXT,__const) non-external _A1_Table
00000001883ba03c (__TEXT,__text) non-external (was a private external) _sSelectChannels_ARGB8888
00000001883ba300 (__TEXT,__text) non-external (was a private external) _sSelectChannels_ARGBFFFF
000000018837d720 (__TEXT,__text) non-external (was a private external) _sSepConvolve16F
000000018837e24c (__TEXT,__text) non-external (was a private external) _sSepConvolve8
0000000188380dac (__TEXT,__text) non-external (was a private external) _sSepConvolve8to16S
000000018837fa48 (__TEXT,__text) non-external (was a private external) _sSepConvolve8to16U
0000000188382654 (__TEXT,__text) non-external (was a private external) _sSepConvolveARGB8
000000018837cc4c (__TEXT,__text) non-external (was a private external) _sSepConvolveF
00000001884a4bb0 (__TEXT,__text) non-external (was a private external) _sSymmetricPiecewiseGamma_Planar16Q12
00000001884a5568 (__TEXT,__text) non-external (was a private external) _sSymmetricPiecewisePolynomial_PlanarF
00000001883c1d34 (__TEXT,__text) non-external (was a private external) _sTableLookUp_ARGB_8888
00000001883c1f9c (__TEXT,__text) non-external (was a private external) _sTableLookUp_Planar_UInt8
00000001883ec3b4 (__TEXT,__text) non-external (was a private external) _sTentConvolve_ARGB8888
00000001883ebe34 (__TEXT,__text) non-external (was a private external) _sTentConvolve_Planar8
000000018851d4e8 (__TEXT,__text) non-external (was a private external) _sTransformHLGLuminanceScaling_Planar16Q12
000000018851d278 (__TEXT,__text) non-external (was a private external) _sTransformHLGLuminanceScaling_PlanarF
000000018851df34 (__TEXT,__text) non-external (was a private external) _sTransformHLGSceneReferredMapping_Planar16Q12
000000018851d7ec (__TEXT,__text) non-external (was a private external) _sTransformHLGSceneReferredMapping_PlanarF
000000018851e4b4 (__TEXT,__text) non-external (was a private external) _sTransformPQToneMapping_Planar16Q12
000000018851e208 (__TEXT,__text) non-external (was a private external) _sTransformPQToneMapping_PlanarF
000000018851c3bc (__TEXT,__text) non-external (was a private external) _sTransformTRCParametric_Planar16Q12
000000018851c25c (__TEXT,__text) non-external (was a private external) _sTransformTRCParametric_PlanarF
000000018851cd14 (__TEXT,__text) non-external (was a private external) _sTransformTRC_HLG_EOTF_Planar16Q12
000000018851cb70 (__TEXT,__text) non-external (was a private external) _sTransformTRC_HLG_EOTF_PlanarF
000000018851d0a0 (__TEXT,__text) non-external (was a private external) _sTransformTRC_HLG_OETF_Planar16Q12
000000018851cf28 (__TEXT,__text) non-external (was a private external) _sTransformTRC_HLG_OETF_PlanarF
000000018851c6d4 (__TEXT,__text) non-external (was a private external) _sTransformTRC_PQ_EOTF_Planar16Q12
000000018851c588 (__TEXT,__text) non-external (was a private external) _sTransformTRC_PQ_EOTF_PlanarF
000000018851c9cc (__TEXT,__text) non-external (was a private external) _sTransformTRC_PQ_OETF_Planar16Q12
000000018851c890 (__TEXT,__text) non-external (was a private external) _sTransformTRC_PQ_OETF_PlanarF
0000000188390d04 (__TEXT,__text) non-external (was a private external) _sUnpremultiplyData_RGBA16F
000000018847bb20 (__TEXT,__text) non-external (was a private external) _sVerticalShear_ARGB16F
0000000188479710 (__TEXT,__text) non-external (was a private external) _sVerticalShear_CbCr16F
000000018847aa88 (__TEXT,__text) non-external (was a private external) _sVerticalShear_CbCrF
0000000188478330 (__TEXT,__text) non-external (was a private external) _sVerticalShear_Planar16F
00000001884eb53c (__TEXT,__text) non-external (was a private external) _sVertical_Scale_XRGB2101010W
00000001884e9a04 (__TEXT,__text) non-external (was a private external) _sVertical_Shear_CbCr16S
00000001884e8d3c (__TEXT,__text) non-external (was a private external) _sVertical_Shear_CbCr16U
00000001884e7220 (__TEXT,__text) non-external (was a private external) _sVertical_Shear_CbCr8
00000001884e46a0 (__TEXT,__text) non-external (was a private external) _sVertical_Shear_Planar_Float
00000001884e0400 (__TEXT,__text) non-external (was a private external) _sVertical_Shear_Planar_SInt16
00000001884e258c (__TEXT,__text) non-external (was a private external) _sVertical_Shear_Planar_UInt16
00000001884de268 (__TEXT,__text) non-external (was a private external) _sVertical_Shear_Planar_UInt8
00000001884ea720 (__TEXT,__text) non-external (was a private external) _sVertical_Shear_XRGB2101010W
00000001886fb350 (__TEXT,__const) non-external (was a private external) _selectMapTable16
00000001886fb310 (__TEXT,__const) non-external (was a private external) _selectMapTable8_new
                 (undefined) external _sin (from libSystem)
                 (undefined) external _sinf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
000000018870e310 (__TEXT,__const) non-external _sobel1_D
000000018870e334 (__TEXT,__const) non-external _sobel1_S
000000018870e316 (__TEXT,__const) non-external _sobel3_D
000000018870e33a (__TEXT,__const) non-external _sobel3_S
000000018870e31c (__TEXT,__const) non-external _sobel5_D
000000018870e340 (__TEXT,__const) non-external _sobel5_S
000000018870e326 (__TEXT,__const) non-external _sobel7_D
000000018870e34a (__TEXT,__const) non-external _sobel7_S
                 (undefined) external _strcmp (from libSystem)
000000018833cf78 (__TEXT,__text) non-external _symmetricPiecewiseGamma_pixelBlock
                 (undefined) external _sysctlbyname (from libSystem)
                 (undefined) external _tan (from libSystem)
000000018867acd0 (__TEXT,__const) non-external (was a private external) _u16_reciprocal_table
0000000188704880 (__TEXT,__const) non-external (was a private external) _uniformBlueNoise
00000001883a21ec (__TEXT,__text) non-external (was a private external) _vARGB1555toARGB8888
00000001883a8f20 (__TEXT,__text) non-external (was a private external) _vARGB1555toPlanar8
00000001883a64b4 (__TEXT,__text) non-external (was a private external) _vARGB8888toARGB1555
00000001883a4e44 (__TEXT,__text) non-external (was a private external) _vARGB8888toRGB565
00000001885d27b4 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_ARGB_8888_CV_vec
00000001885d2d00 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_ARGB_FFFF_CV_vec
00000001885d944c (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Non2Pre_ARGB_8888_CV_vec
00000001885d964c (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Non2Pre_ARGB_FFFF_CV_vec
00000001885d8eb4 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Non2Pre_Planar8_CV_vec
00000001885d91fc (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Non2Pre_PlanarF_CV_vec
00000001885d2554 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Planar_Float_CV_vec
00000001885d21b8 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Planar_UInt8_CV_vec
00000001885d34b0 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Premultiplied_ARGB_8888_CV_vec
00000001885d3bdc (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Premultiplied_ARGB_FFFF_CV_vec
00000001885d3848 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Premultiplied_BGRA_8888_CV_vec
00000001885d3d38 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Premultiplied_BGRA_FFFF_CV_vec
00000001885d3234 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Premultiplied_Planar_Float_CV_vec
00000001885d2ecc (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Premultiplied_Planar_UInt8_CV_vec
0000000188632c34 (__TEXT,__text) non-external (was a private external) _vBoxARGB8888_Int32Acc_vec
00000001883eefa8 (__TEXT,__text) non-external (was a private external) _vBoxConvolve
00000001883f4ffc (__TEXT,__text) non-external (was a private external) _vBoxConvolve_PlanarF
00000001883f5094 (__TEXT,__text) non-external (was a private external) _vBoxConvolve_PlanarF_3x3
00000001883f5bbc (__TEXT,__text) non-external (was a private external) _vBoxConvolve_PlanarF_5x5
00000001883f6844 (__TEXT,__text) non-external (was a private external) _vBoxConvolve_PlanarF_7x7
000000018864d9b4 (__TEXT,__text) non-external (was a private external) _vBoxPlanar16F_vec
00000001886310b4 (__TEXT,__text) non-external (was a private external) _vBoxPlanar8_Int32Acc_vec
0000000188373b84 (__TEXT,__text) non-external (was a private external) _vByteSwap_Planar16U
00000001885daab4 (__TEXT,__text) non-external (was a private external) _vCGCompositeConstMask_ARGB16F_vec
00000001885da350 (__TEXT,__text) non-external (was a private external) _vCGCompositeConstShape_ARGB16F_vec
00000001885dafdc (__TEXT,__text) non-external (was a private external) _vCGCompositeImage_ARGB16F_vec
00000001885db7e8 (__TEXT,__text) non-external (was a private external) _vCGCompositeMarkConstDeepMaskARGB_ARGB16F_vec
00000001885dbb90 (__TEXT,__text) non-external (was a private external) _vCGCompositeMarkConstDeepMaskBGColorARGB_ARGB16F_vec
00000001885db9d8 (__TEXT,__text) non-external (was a private external) _vCGCompositeMarkConstDeepMaskXRGB_ARGB16F_vec
00000001885db31c (__TEXT,__text) non-external (was a private external) _vCGCompositePixelMask_ARGB16F_vec
00000001885da400 (__TEXT,__text) non-external (was a private external) _vCGCompositePixelShape_ARGB16F_vec
00000001885d9e74 (__TEXT,__text) non-external (was a private external) _vClipToAlpha_ARGB8888_CV_vec
00000001885da128 (__TEXT,__text) non-external (was a private external) _vClipToAlpha_ARGBFFFF_CV_vec
00000001885d987c (__TEXT,__text) non-external (was a private external) _vClipToAlpha_Planar8_CV_vec
00000001885d9c58 (__TEXT,__text) non-external (was a private external) _vClipToAlpha_PlanarF_CV_vec
00000001885d9fcc (__TEXT,__text) non-external (was a private external) _vClipToAlpha_RGBA8888_CV_vec
00000001885da23c (__TEXT,__text) non-external (was a private external) _vClipToAlpha_RGBAFFFF_CV_vec
00000001885e7428 (__TEXT,__text) non-external (was a private external) _vClip_PlanarF_vec
00000001885d8ad0 (__TEXT,__text) non-external (was a private external) _vConst_Alpha_Blend_Premultiplied_ARGB_8888_CV_new_vec
00000001885d8d34 (__TEXT,__text) non-external (was a private external) _vConst_Alpha_Blend_Premultiplied_ARGB_FFFF_CV_vec
00000001885d883c (__TEXT,__text) non-external (was a private external) _vConst_Alpha_Blend_Premultiplied_Planar_Float_CV_vec
00000001885d83e8 (__TEXT,__text) non-external (was a private external) _vConst_Alpha_Blend_Premultiplied_Planar_UInt8_CV_new_vec
000000018849aedc (__TEXT,__text) non-external (was a private external) _vConvPlanar8
00000001883f194c (__TEXT,__text) non-external (was a private external) _vConvertAndStore
00000001883f1494 (__TEXT,__text) non-external (was a private external) _vConvertAndStore_wAlpha
00000001885b91cc (__TEXT,__text) non-external (was a private external) _vConvert_12UTo16U_vec
000000018857d7fc (__TEXT,__text) non-external (was a private external) _vConvert_16Fto16Q12_vec
000000018858ab44 (__TEXT,__text) non-external (was a private external) _vConvert_16Fto16U_vec
000000018857d57c (__TEXT,__text) non-external (was a private external) _vConvert_16Q12to16F_vec
00000001885e70bc (__TEXT,__text) non-external (was a private external) _vConvert_16Q12to16U_vec
000000018857b504 (__TEXT,__text) non-external (was a private external) _vConvert_16Q12to8_vec
000000018857da94 (__TEXT,__text) non-external (was a private external) _vConvert_16Q12toF_vec
00000001885e7eac (__TEXT,__text) non-external (was a private external) _vConvert_16StoF_vec
00000001885b9900 (__TEXT,__text) non-external (was a private external) _vConvert_16UTo12U_vec
00000001885e6e68 (__TEXT,__text) non-external (was a private external) _vConvert_16Uto16Q12_vec
00000001885e84fc (__TEXT,__text) non-external (was a private external) _vConvert_16UtoF_vec
00000001885e69d0 (__TEXT,__text) non-external (was a private external) _vConvert_16UtoPlanar8_vec
00000001885ca810 (__TEXT,__text) non-external (was a private external) _vConvert_420Yp10_CbCr10ToARGB16F_vec
00000001885c1178 (__TEXT,__text) non-external (was a private external) _vConvert_420Yp10_CbCr10ToXRGB2101010W_vec
00000001885ad618 (__TEXT,__text) non-external (was a private external) _vConvert_420Yp8_Cb8_Cr8ToARGB8888_vec
00000001885abfcc (__TEXT,__text) non-external (was a private external) _vConvert_420Yp8_CbCr8ToARGB8888_vec
00000001885ce7b8 (__TEXT,__text) non-external (was a private external) _vConvert_422CbYpCrYp10ToARGB16F_vec
00000001885c5a78 (__TEXT,__text) non-external (was a private external) _vConvert_422CbYpCrYp10ToXRGB2101010W_vec
00000001885b658c (__TEXT,__text) non-external (was a private external) _vConvert_422CbYpCrYp16ToARGB16U_vec
00000001885b55b8 (__TEXT,__text) non-external (was a private external) _vConvert_422CbYpCrYp16ToARGB8888_vec
00000001885aec3c (__TEXT,__text) non-external (was a private external) _vConvert_422CbYpCrYp8ToARGB8888_vec
00000001885afec8 (__TEXT,__text) non-external (was a private external) _vConvert_422CbYpCrYp8_AA8ToARGB8888_vec
00000001885b815c (__TEXT,__text) non-external (was a private external) _vConvert_422CrYpCbYpCbYpCbYpCrYpCrYp10ToARGB16Q12_vec
00000001885badc4 (__TEXT,__text) non-external (was a private external) _vConvert_422CrYpCbYpCbYpCbYpCrYpCrYp10ToARGB8888_vec
00000001885c895c (__TEXT,__text) non-external (was a private external) _vConvert_422Yp10_CbCr10ToARGB16F_vec
00000001885bf4ec (__TEXT,__text) non-external (was a private external) _vConvert_422Yp10_CbCr10ToXRGB2101010W_vec
00000001885ab658 (__TEXT,__text) non-external (was a private external) _vConvert_422YpCbYpCr8ToARGB8888_vec
00000001885b6258 (__TEXT,__text) non-external (was a private external) _vConvert_444AYpCbCr16ToARGB16U_vec
00000001885b4d24 (__TEXT,__text) non-external (was a private external) _vConvert_444AYpCbCr16ToARGB8888_vec
00000001885b12cc (__TEXT,__text) non-external (was a private external) _vConvert_444AYpCbCr8ToARGB8888_vec
00000001885b26a4 (__TEXT,__text) non-external (was a private external) _vConvert_444CbYpCrA8ToARGB8888_vec
00000001885b7804 (__TEXT,__text) non-external (was a private external) _vConvert_444CrYpCb10ToARGB16Q12_vec
00000001885ba064 (__TEXT,__text) non-external (was a private external) _vConvert_444CrYpCb10ToARGB8888_vec
00000001885b3a50 (__TEXT,__text) non-external (was a private external) _vConvert_444CrYpCb8ToARGB8888_vec
00000001885c77d0 (__TEXT,__text) non-external (was a private external) _vConvert_444Yp10_CbCr10ToARGB16F_vec
00000001885be114 (__TEXT,__text) non-external (was a private external) _vConvert_444Yp10_CbCr10ToXRGB2101010W_vec
00000001885cd6d8 (__TEXT,__text) non-external (was a private external) _vConvert_444YpCbCr10ToARGB16F_vec
00000001885c3e80 (__TEXT,__text) non-external (was a private external) _vConvert_444YpCbCr10ToXRGB2101010W_vec
0000000188579958 (__TEXT,__text) non-external (was a private external) _vConvert_8to16Q12_vec
00000001885f336c (__TEXT,__text) non-external (was a private external) _vConvert_ACMYK16UtoCMYK16U_CV_vec
00000001885f2170 (__TEXT,__text) non-external (was a private external) _vConvert_ACMYK88888toCMYK8888_CV_vec
00000001885f3cf0 (__TEXT,__text) non-external (was a private external) _vConvert_ACMYKFFFFFtoCMYKFFFF_CV_vec
0000000188580dc8 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB1555toRGB565_vec
