00007ffa42e92020 (__DATA,__data) non-external _.compoundliteral
00007ffa17ab3b60 (__TEXT,__text) non-external (was a private external) _glpPaReservedWord
00007ffa17a4a62b (__TEXT,__text) non-external (was a private external) _glpPackConstants
00007ffa17a7f11b (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetExtra
00007ffa17a7f10d (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetName
00007ffa17a7f12f (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetType
00007ffa17a7f125 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetExtra
00007ffa17a7f13c (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetType
00007ffa17ab5110 (__TEXT,__text) non-external (was a private external) _glpParseContextSetGLSLVersion
00007ffa17ab5235 (__TEXT,__text) non-external (was a private external) _glpParseContextValidateGLSLVersion
00007ffa17a648be (__TEXT,__text) non-external (was a private external) _glpParseQualifiers
00007ffa17a4ceef (__TEXT,__text) non-external (was a private external) _glpParseRecover
00007ffa17a1ed64 (__TEXT,__text) non-external (was a private external) _glpPointerHashCache_b
00007ffa17a1ed2e (__TEXT,__text) non-external (was a private external) _glpPointerHashGet
00007ffa17a1ebc1 (__TEXT,__text) non-external (was a private external) _glpPointerHashPut
00007ffa17a1eda9 (__TEXT,__text) non-external (was a private external) _glpPointerHashRemove
00007ffa17a4c009 (__TEXT,__text) non-external (was a private external) _glpPopulatePrecisionWidths
00007ffa17a7f62f (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetQualifier
00007ffa17a7f649 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetType
00007ffa17a7f63c (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetQualifier
00007ffa17a7f657 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetType
00007ffa17a4b5da (__TEXT,__text) non-external (was a private external) _glpPrecisionIndexFromSAFlags
00007ffa17a6765f (__TEXT,__text) non-external (was a private external) _glpPrecisionQualifierFromSaFlags
00007ffa17a61814 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumnType
00007ffa17a61534 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumns
00007ffa17a61b1c (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetElementType
00007ffa17a61998 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRowType
00007ffa17a616a4 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRows
00007ffa17a61e60 (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPDatatype
00007ffa17a61c84 (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPTextarget
00007ffa17a72560 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeFromString
00007ffa17a6222a (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetByteStride
00007ffa17a62148 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetBytesPerComponent
00007ffa17a61222 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetCategory
00007ffa17a61205 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetGLType
00007ffa17a62183 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetMaxComponentsPerVec4
00007ffa17a621c0 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetNumVec4s
00007ffa17a7257b (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetPrimitiveType
00007ffa17a620e4 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarCount
00007ffa17a61fcc (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarType
00007ffa17a7f9e7 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeNodeGetType
00007ffa17a62028 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeReplaceScalarType
00007ffa17a35b8c (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType
00007ffa17af5ef9 (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType.cold.1
00007ffa17a61180 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeToString
00007ffa17a613b4 (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetElementType
00007ffa17a6123f (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetLength
00007ffa17a4536b (__TEXT,__text) non-external _glpProcessComponentWiseVectorAssignment
00007ffa1798fa16 (__TEXT,__text) non-external _glpProgram_PPStreamAddAddressUsage
00007ffa1798fa40 (__TEXT,__text) non-external _glpProgram_PPStreamAddAttribBinding
00007ffa1798fad8 (__TEXT,__text) non-external _glpProgram_PPStreamAddConstant
00007ffa1798fae6 (__TEXT,__text) non-external _glpProgram_PPStreamAddLabel
00007ffa1798f9cf (__TEXT,__text) non-external _glpProgram_PPStreamAddOperation
00007ffa1798faca (__TEXT,__text) non-external _glpProgram_PPStreamAddOption
00007ffa1798fa8c (__TEXT,__text) non-external _glpProgram_PPStreamAddOutputBinding
00007ffa1798fa24 (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBinding
00007ffa1798fa32 (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBindingArray
00007ffa1798fa08 (__TEXT,__text) non-external _glpProgram_PPStreamAddTempUsage
00007ffa1798fb21 (__TEXT,__text) non-external _glpProgram_PPStreamResolveBranches
00007ffa1798f9c2 (__TEXT,__text) non-external _glpProgram_PPStreamSetTarget
00007ffa17a6c9a4 (__TEXT,__text) non-external (was a private external) _glpPushdownPrecision
00007ffa17a7f76c (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeAddDeclaration
00007ffa17a7f74c (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclaration
00007ffa17a7f743 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclarationCount
00007ffa17a7f779 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeInsertDeclaration
00007ffa17a7f75c (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeSetDeclaration
00007ffa17a7f6cc (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetName
00007ffa17a7f6da (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetQualifiers
00007ffa17a7f6e7 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeSetQualifiers
00007ffa17a7f968 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetQualifiers
00007ffa17a7f94e (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetType
00007ffa17a7f976 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetQualifiers
00007ffa17a7f95b (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetType
00007ffa17a64871 (__TEXT,__text) non-external (was a private external) _glpQualifierKindOfNode
00007ffa17a64850 (__TEXT,__text) non-external (was a private external) _glpQualifierKindToString
00007ffa17a801d9 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeAddQualifier
00007ffa17a801b9 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeGetQualifier
00007ffa17a801b0 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeGetQualifierCount
00007ffa17a801e6 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeInsertQualifier
00007ffa17a801c9 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeSetQualifier
00007ffa17a62238 (__TEXT,__text) non-external (was a private external) _glpQualifierName
00007ffa17a80fba (__TEXT,__text) non-external (was a private external) _glpRValueNodeGetBase
00007ffa17a80fc8 (__TEXT,__text) non-external (was a private external) _glpRValueNodeSetBase
00007ffa17a80c84 (__TEXT,__text) non-external (was a private external) _glpRawCallNodeGetExtra
00007ffa17a80c76 (__TEXT,__text) non-external (was a private external) _glpRawCallNodeGetName
00007ffa17a80c8e (__TEXT,__text) non-external (was a private external) _glpRawCallNodeSetExtra
00007ffa17a6d610 (__TEXT,__text) non-external (was a private external) _glpReInitDeserialContext
00007ffa17a7ee9e (__TEXT,__text) non-external (was a private external) _glpReadInputNodeGetExtra
00007ffa17a77ebc (__TEXT,__text) non-external (was a private external) _glpRemapValue
00007ffa17ab4d8c (__TEXT,__text) non-external (was a private external) _glpResetErrMsg
00007ffa17a80a50 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeGetExpr
00007ffa17a80a3c (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeGetExtra
00007ffa17a80a5d (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeSetExpr
00007ffa17a80a46 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeSetExtra
00007ffa17aa6b23 (__TEXT,__text) non-external _glpSAAdd
00007ffa17aa550a (__TEXT,__text) non-external _glpSAArrayAccess
00007ffa17aac2b2 (__TEXT,__text) non-external _glpSAArrayType
00007ffa17aa7bfc (__TEXT,__text) non-external _glpSAAssign
00007ffa17aafa21 (__TEXT,__text) non-external _glpSAAvailabilityDeclaration
00007ffa17ab004e (__TEXT,__text) non-external _glpSABinaryOperator
00007ffa17aa7657 (__TEXT,__text) non-external _glpSABitwiseAnd
00007ffa17aa6a63 (__TEXT,__text) non-external _glpSABitwiseNot
00007ffa17aa7687 (__TEXT,__text) non-external _glpSABitwiseOr
00007ffa17aa76b7 (__TEXT,__text) non-external _glpSABitwiseXor
00007ffa17aae7c0 (__TEXT,__text) non-external _glpSABlock
00007ffa17aaf3b5 (__TEXT,__text) non-external _glpSABreakStatement
00007ffa17a6bbb0 (__TEXT,__text) non-external (was a private external) _glpSABuiltinPPStreamOp
00007ffa17aafd1c (__TEXT,__text) non-external _glpSACall
00007ffa17aaf249 (__TEXT,__text) non-external _glpSACaseStatement
00007ffa17aa87ea (__TEXT,__text) non-external _glpSACommaExpr
00007ffa17aa54d0 (__TEXT,__text) non-external _glpSAConstant
00007ffa17aa68aa (__TEXT,__text) non-external _glpSAConstructorCall
00007ffa17aaf469 (__TEXT,__text) non-external _glpSAContinueStatement
00007ffa17aaf311 (__TEXT,__text) non-external _glpSADefaultStatement
00007ffa17ab0646 (__TEXT,__text) non-external _glpSADeref
00007ffa17aaf517 (__TEXT,__text) non-external _glpSADiscardStatement
00007ffa17aa6ac3 (__TEXT,__text) non-external _glpSADivide
00007ffa17aa6df3 (__TEXT,__text) non-external _glpSAEqual
00007ffa17aae64c (__TEXT,__text) non-external _glpSAExpressionStatement
00007ffa17a66410 (__TEXT,__text) non-external (was a private external) _glpSAFailed
00007ffa17aa57f5 (__TEXT,__text) non-external _glpSAFieldAccess
00007ffa17a66810 (__TEXT,__text) non-external (was a private external) _glpSAFieldAccessInternal
00007ffa17aac48a (__TEXT,__text) non-external _glpSAFieldDeclaration
00007ffa17aa5dd6 (__TEXT,__text) non-external _glpSAFunctionCall
00007ffa17aab999 (__TEXT,__text) non-external _glpSAFunctionDefinition
00007ffa17aa8c86 (__TEXT,__text) non-external _glpSAFunctionPrototype
00007ffa17aae450 (__TEXT,__text) non-external _glpSAGlobalTypeQualifier
00007ffa17aa6ceb (__TEXT,__text) non-external _glpSAGreater
00007ffa17aa6d6f (__TEXT,__text) non-external _glpSAGreaterEqual
00007ffa17aafba2 (__TEXT,__text) non-external _glpSAIBPartialDeref
00007ffa17aa76e7 (__TEXT,__text) non-external _glpSAIfExpr
00007ffa17aae9c3 (__TEXT,__text) non-external _glpSAIfStatement
00007ffa17aafed2 (__TEXT,__text) non-external _glpSAIncrementOperator
00007ffa17a6c2f6 (__TEXT,__text) non-external (was a private external) _glpSAInlinePPStreamOpFixup
00007ffa17aacaa7 (__TEXT,__text) non-external _glpSAInterfaceBlock
00007ffa17aae1c0 (__TEXT,__text) non-external _glpSAKeywordQualifier
00007ffa17aafb3e (__TEXT,__text) non-external _glpSALValue
00007ffa17aae5f2 (__TEXT,__text) non-external _glpSALayoutPair
00007ffa17aae1da (__TEXT,__text) non-external _glpSALayoutQualifier
00007ffa17aadb53 (__TEXT,__text) non-external _glpSALayoutType
00007ffa17aa6be3 (__TEXT,__text) non-external _glpSALess
00007ffa17aa6c67 (__TEXT,__text) non-external _glpSALessEqual
00007ffa17aa7423 (__TEXT,__text) non-external _glpSALogicalAnd
00007ffa17aa6a33 (__TEXT,__text) non-external _glpSALogicalNot
00007ffa17aa74df (__TEXT,__text) non-external _glpSALogicalOr
00007ffa17aa759b (__TEXT,__text) non-external _glpSALogicalXor
00007ffa17aaeb14 (__TEXT,__text) non-external _glpSALoopStatement
00007ffa17a63276 (__TEXT,__text) non-external (was a private external) _glpSALowerCallArgsToAssignment
00007ffa17aa6370 (__TEXT,__text) non-external _glpSAMethodCall
00007ffa17aa6af3 (__TEXT,__text) non-external _glpSAModulo
00007ffa17aa6a93 (__TEXT,__text) non-external _glpSAMultiply
00007ffa17aa6a03 (__TEXT,__text) non-external _glpSANegate
00007ffa17aa46c0 (__TEXT,__text) non-external (was a private external) _glpSANode
00007ffa17aa710b (__TEXT,__text) non-external _glpSANotEqual
00007ffa17aafa8e (__TEXT,__text) non-external _glpSAOffset
00007ffa17aa847f (__TEXT,__text) non-external _glpSAOpAssign
00007ffa17aafbe7 (__TEXT,__text) non-external _glpSAPPStreamOp
00007ffa17aa8a32 (__TEXT,__text) non-external _glpSAParameterDeclaration
00007ffa17a6b9d2 (__TEXT,__text) non-external (was a private external) _glpSAPostIncrementOrDecrement
00007ffa17aa693a (__TEXT,__text) non-external _glpSAPostdecrement
00007ffa17aa6905 (__TEXT,__text) non-external _glpSAPostincrement
00007ffa17a6b88c (__TEXT,__text) non-external (was a private external) _glpSAPreIncrementOrDecrement
00007ffa17aab501 (__TEXT,__text) non-external _glpSAPrecisionDeclaration
00007ffa17aa69a1 (__TEXT,__text) non-external _glpSAPredecrement
00007ffa17aa696c (__TEXT,__text) non-external _glpSAPreincrement
00007ffa17aac27e (__TEXT,__text) non-external _glpSAPrimitiveType
00007ffa17aab67a (__TEXT,__text) non-external _glpSAQualifiedDeclaration
00007ffa17aab900 (__TEXT,__text) non-external _glpSAQualifiedDeclarationGroup
00007ffa17aac211 (__TEXT,__text) non-external _glpSAQualifiedType
00007ffa17ab060d (__TEXT,__text) non-external _glpSAQualifier
00007ffa17aae3c3 (__TEXT,__text) non-external _glpSAQualifierList
00007ffa17aafb58 (__TEXT,__text) non-external _glpSARValue
00007ffa17aafa35 (__TEXT,__text) non-external _glpSARawCall
00007ffa17aa87c2 (__TEXT,__text) non-external _glpSAReadInput
00007ffa17aaf5c4 (__TEXT,__text) non-external _glpSAReturnStatement
00007ffa17aa6b83 (__TEXT,__text) non-external _glpSAShiftLeft
00007ffa17aa6bb3 (__TEXT,__text) non-external _glpSAShiftRight
00007ffa17a6ad20 (__TEXT,__text) non-external (was a private external) _glpSASpecialAssert
00007ffa17ab0622 (__TEXT,__text) non-external _glpSAStatement
00007ffa17aac4e4 (__TEXT,__text) non-external _glpSAStructType
00007ffa17ab04c5 (__TEXT,__text) non-external _glpSAStructure
00007ffa17aa6008 (__TEXT,__text) non-external _glpSASubroutineArrayCall
00007ffa17aafa49 (__TEXT,__text) non-external _glpSASubroutineRawCall
00007ffa17aae26f (__TEXT,__text) non-external _glpSASubroutineTypeList
00007ffa17aafc01 (__TEXT,__text) non-external _glpSASubroutineUniform
00007ffa17aa6b53 (__TEXT,__text) non-external _glpSASubtract
00007ffa17aaebcd (__TEXT,__text) non-external _glpSASwitchStatement
00007ffa17aaf8a9 (__TEXT,__text) non-external _glpSATopLevel
00007ffa17aa4de8 (__TEXT,__text) non-external _glpSATypeConversion
00007ffa17aa52b8 (__TEXT,__text) non-external _glpSATypeIdentifier
00007ffa17aafc15 (__TEXT,__text) non-external _glpSAUnaryOperator
00007ffa17aa69d3 (__TEXT,__text) non-external _glpSAUnaryPlus
00007ffa17aa584f (__TEXT,__text) non-external _glpSAUndeterminedCall
00007ffa17a67741 (__TEXT,__text) non-external (was a private external) _glpSAValidateConstPrecisionConversion
