0000000187998a00 (__TEXT,__const) non-external _A1_Table
00000001876e37f8 (__TEXT,__text) non-external (was a private external) _conv4_8_D_accum
00000001876fdf4c (__TEXT,__text) non-external _conv4_8_D_bias
00000001876f9904 (__TEXT,__text) non-external _conv4_8_E
00000001876fe180 (__TEXT,__text) non-external _conv4_8_E_bias
00000001876e3768 (__TEXT,__text) non-external (was a private external) _conv4pF_empty_bias
00000001db8dca80 (__DATA_DIRTY,__common) non-external (was a private external) _createColorSpaceTransformZero
00000001db8dc9f8 (__DATA_DIRTY,__common) non-external (was a private external) _createColorspaceTransformForColorspaces
00000001db8dca30 (__DATA_DIRTY,__common) non-external (was a private external) _cvImageFormat_CalculateInverseConversionMatrix
00000001db8dca38 (__DATA_DIRTY,__common) non-external (was a private external) _cvImageFormat_InitvImageCGImageFormat
00000001db8dca40 (__DATA_DIRTY,__common) non-external (was a private external) _cvImageFormat_Print
00000001d9123074 (__DATA,__common) non-external (was a private external) _defaultPolicy
00000001d9123010 (__DATA,__data) non-external (was a private external) _defaultPriority
00000001db8dc720 (__DATA_DIRTY,__bss) non-external _detectJ137.predicate
                 (undefined) external _dispatch_apply (from libSystem)
                 (undefined) external _dispatch_apply_f (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_once_f (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00000001877cd250 (__TEXT,__text) non-external _downsampleTransposeStore16x16
00000001877cd668 (__TEXT,__text) non-external _downsampleTransposeStore16x16Edge
00000001877d57b0 (__TEXT,__text) non-external _downsampleTransposeStore16x16Edge_FP16
00000001877d5218 (__TEXT,__text) non-external _downsampleTransposeStore16x16_FP16
00000001877ef748 (__TEXT,__text) non-external _downsampleTransposeStore16x4Edge_ARGB8888
00000001877ef370 (__TEXT,__text) non-external _downsampleTransposeStore16x4_ARGB8888
00000001877dd43c (__TEXT,__text) non-external _downsampleTransposeStore16x8Edge_CbCr8
00000001877e5c08 (__TEXT,__text) non-external _downsampleTransposeStore16x8Edge_CbCr8_FP16
00000001877dd05c (__TEXT,__text) non-external _downsampleTransposeStore16x8_CbCr8
00000001877e56a8 (__TEXT,__text) non-external _downsampleTransposeStore16x8_CbCr8_FP16
                 (undefined) external _expm1f (from libSystem)
                 (undefined) external _fegetround (from libSystem)
                 (undefined) external _fesetround (from libSystem)
0000000187811f10 (__TEXT,__text) non-external _float2FixedScaleTrunc
                 (undefined) external _free (from libSystem)
                 (undefined) external _frexpf (from libSystem)
00000001879990fc (__TEXT,__const) non-external _gSequentialTable8
0000000187998d88 (__TEXT,__const) non-external (was a private external) _gamma1_8exp1
0000000187998da8 (__TEXT,__const) non-external (was a private external) _gamma1_8exp2
0000000187998dc8 (__TEXT,__const) non-external (was a private external) _gamma1_8exp3
0000000187998d68 (__TEXT,__const) non-external (was a private external) _gamma1_8linear
0000000187998e08 (__TEXT,__const) non-external (was a private external) _gamma2_2exp1
0000000187998e28 (__TEXT,__const) non-external (was a private external) _gamma2_2exp2
0000000187998e48 (__TEXT,__const) non-external (was a private external) _gamma2_2exp3
0000000187998de8 (__TEXT,__const) non-external (was a private external) _gamma2_2linear
0000000187998e88 (__TEXT,__const) non-external (was a private external) _gamma2_4exp1
0000000187998ea8 (__TEXT,__const) non-external (was a private external) _gamma2_4exp2
0000000187998ec8 (__TEXT,__const) non-external (was a private external) _gamma2_4exp3
0000000187998e68 (__TEXT,__const) non-external (was a private external) _gamma2_4linear
0000000187998f08 (__TEXT,__const) non-external (was a private external) _gamma3exponential
0000000187998ee8 (__TEXT,__const) non-external (was a private external) _gamma3linear
00000001879993c0 (__TEXT,__const) non-external (was a private external) _gaussianBlueNoise
00000001db8dca88 (__DATA_DIRTY,__common) non-external (was a private external) _getCodeFragmentWithCGColorConverter
00000001db8dca18 (__DATA_DIRTY,__common) non-external (was a private external) _getColorSpaceDescription
00000001db8dca00 (__DATA_DIRTY,__common) non-external (was a private external) _getColorspaceTransformsWithTransform
00000001db8dcab8 (__DATA_DIRTY,__common) non-external (was a private external) _getColorspaceTransformsWithTransformWithCGColorConversionInfo
                 (undefined) external _getprogname (from libSystem)
00000001db8dc9a0 (__DATA_DIRTY,__common) non-external (was a private external) _gvImageCPUCount
00000001db8dc9a8 (__DATA_DIRTY,__common) non-external (was a private external) _gvImageLogicalCPUCount
000000018779c70c (__TEXT,__text) non-external (was a private external) _invertMatrix3x3
000000018790d608 (__TEXT,__const) non-external _kGaussianKernel3
000000018790d614 (__TEXT,__const) non-external _kGaussianKernel5
000000018790d628 (__TEXT,__const) non-external _kGaussianKernel7
00000001879a64ce (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_420Yp8_Cb8_Cr8
00000001879a656a (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_420Yp8_CbCr8
00000001879a651c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_422CbYCr8_AA8
00000001879a62ac (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_422CbYCrY8
00000001879a63e4 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_422CbYpCrYp16
00000001879a6432 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_422CrYpCbYpCbYpCbYpCrYpCrYp10
00000001879a65b8 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_422YCbYCr8
00000001879a6396 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_444AYCbCr16
00000001879a6348 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_444AYCbCr8
00000001879a6480 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_444AYpCbCr16
00000001879a62fa (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_444CbYCrA8
00000001879a36cc (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG12bpc
00000001879a3bac (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG16bpc
00000001879a4a4c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG16bpcPlanar
00000001879a58ec (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG16bpcPlanar_NoAlpha
00000001879a234c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG1bpc
00000001879a282c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG2bpc
00000001879a408c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG32bpc
00000001879a4f2c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG32bpcPlanar
00000001879a5dcc (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG32bpcPlanar_NoAlpha
00000001879a2d0c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG4bpc
00000001879a31ec (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG8bpc
00000001879a456c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG8bpcPlanar
00000001879a540c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG8bpcPlanar_NoAlpha
00000001879a22fe (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CGRGB10bitspecial_32bpp
00000001879a22b0 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CGRGB5bitspecial_16bpp
00000001d42aa870 (__DATA_CONST,__const) non-external (was a private external) _kKnownPolynomials
00000001db8dcaa0 (__DATA_DIRTY,__common) non-external (was a private external) _kcgColorSpaceDisplayP3
00000001db8dcab0 (__DATA_DIRTY,__common) non-external (was a private external) _kcgColorSpaceExtendedLinearSRGB
00000001db8dcaa8 (__DATA_DIRTY,__common) non-external (was a private external) _kcgColorSpaceExtendedSRGB
00000001d9123078 (__DATA,__common) non-external (was a private external) _kcgColorSpaceSRGB
00000001d9123050 (__DATA,__data) external _kvImageConstDecodeArray0
00000001d9123048 (__DATA,__data) external _kvImageDecodeArray_16Q12Format
00000001d9123040 (__DATA,__data) non-external (was a private external) _kvImage_ARGBToYpCbCrMatrix_ITU_R_2020_NCL_0
00000001d9123030 (__DATA,__data) external _kvImage_ARGBToYpCbCrMatrix_ITU_R_601_4
00000001d9123038 (__DATA,__data) external _kvImage_ARGBToYpCbCrMatrix_ITU_R_709_2
00000001d9123028 (__DATA,__data) non-external (was a private external) _kvImage_YpCbCrToARGBMatrix_ITU_R_2020_NCL_0
00000001d9123018 (__DATA,__data) external _kvImage_YpCbCrToARGBMatrix_ITU_R_601_4
00000001d9123020 (__DATA,__data) external _kvImage_YpCbCrToARGBMatrix_ITU_R_709_2
                 (undefined) external _ldexp (from libSystem)
                 (undefined) external _ldexpf (from libSystem)
000000018779c944 (__TEXT,__text) non-external (was a private external) _linearSystemSolve
                 (undefined) external _log1pf (from libSystem)
                 (undefined) external _logf (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
000000018774a3e4 (__TEXT,__text) non-external _matrixMultiply_3x3_init
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern4 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
000000018765cb4c (__TEXT,__text) non-external _numWorkItemsForGCD
0000000187672134 (__TEXT,__text) non-external _numWorkItemsForGCD
0000000187673cc0 (__TEXT,__text) non-external _numWorkItemsForGCD
00000001876747cc (__TEXT,__text) non-external _numWorkItemsForGCD
00000001877c22a0 (__TEXT,__text) non-external _numWorkItemsForGCD
00000001877c51d8 (__TEXT,__text) non-external _numWorkItemsForGCD
0000000187813190 (__TEXT,__text) non-external _numWorkItemsForGCD
0000000187837f88 (__TEXT,__text) non-external _piecewiseGamma_pixelBlock
                 (undefined) external _posix_memalign (from libSystem)
                 (undefined) external _powf (from libSystem)
00000001876841ac (__TEXT,__text) non-external _premultiply_argb16
00000001876841f4 (__TEXT,__text) non-external _premultiply_rgba16
                 (undefined) external _printf (from libSystem)
                 (undefined) external _pthread_get_stackaddr_np (from libSystem)
                 (undefined) external _pthread_get_stacksize_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_qos_max_parallelism (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _putchar (from libSystem)
                 (undefined) external _puts (from libSystem)
                 (undefined) external _qos_class_self (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _reallocf (from libSystem)
00000001877be934 (__TEXT,__text) non-external _resampleNumWorkItemsForGCD
0000000187912860 (__TEXT,__const) non-external (was a private external) _rgba_Ndot16_table
00000001876908ac (__TEXT,__text) non-external (was a private external) _s32BitPixelToFloatPixel
00000001876867e4 (__TEXT,__text) non-external (was a private external) _sARGB1555toARGB8888
00000001876568c0 (__TEXT,__text) non-external (was a private external) _sBoxConvolve16F
00000001876a513c (__TEXT,__text) non-external (was a private external) _sBoxConvolve_ARGB8888
00000001876a48d4 (__TEXT,__text) non-external (was a private external) _sBoxConvolve_Planar8
00000001876a7990 (__TEXT,__text) non-external (was a private external) _sBoxConvolve_PlanarF
000000018768de9c (__TEXT,__text) non-external (was a private external) _sByteSwap_Planar16U
0000000187686708 (__TEXT,__text) non-external (was a private external) _sClip_PlanarF
00000001876907d8 (__TEXT,__text) non-external (was a private external) _sClip_Planar_Float
0000000187686704 (__TEXT,__text) non-external (was a private external) _sConvert_16Q12to16U
0000000187694ec0 (__TEXT,__text) non-external (was a private external) _sConvert_16Q12to16U_preCV
0000000187686714 (__TEXT,__text) non-external (was a private external) _sConvert_16SToF
000000018769285c (__TEXT,__text) non-external (was a private external) _sConvert_16SToF_preCV
000000018768671c (__TEXT,__text) non-external (was a private external) _sConvert_16UToF
0000000187692cc4 (__TEXT,__text) non-external (was a private external) _sConvert_16UToF_preCV
0000000187689348 (__TEXT,__text) non-external (was a private external) _sConvert_16UToPlanar8_preCV
0000000187686700 (__TEXT,__text) non-external (was a private external) _sConvert_16Uto16Q12
0000000187694d2c (__TEXT,__text) non-external (was a private external) _sConvert_16Uto16Q12_preCV
00000001876866f8 (__TEXT,__text) non-external (was a private external) _sConvert_16UtoPlanar8
00000001877af6c4 (__TEXT,__text) non-external (was a private external) _sConvert_420Yp10_CbCr10ToARGB16F
00000001877acb28 (__TEXT,__text) non-external (was a private external) _sConvert_420Yp10_CbCr10ToXRGB2101010W
00000001877a486c (__TEXT,__text) non-external (was a private external) _sConvert_420Yp8_Cb8_Cr8ToARGB8888
00000001877a5340 (__TEXT,__text) non-external (was a private external) _sConvert_420Yp8_CbCr8ToARGB8888
00000001877b0d94 (__TEXT,__text) non-external (was a private external) _sConvert_422CbYpCrYp10ToARGB16F
00000001877adb34 (__TEXT,__text) non-external (was a private external) _sConvert_422CbYpCrYp10ToXRGB2101010W
00000001877a6a04 (__TEXT,__text) non-external (was a private external) _sConvert_422CbYpCrYp16ToARGB16U
00000001877a64a4 (__TEXT,__text) non-external (was a private external) _sConvert_422CbYpCrYp16ToARGB8888
000000018779e978 (__TEXT,__text) non-external (was a private external) _sConvert_422CbYpCrYp8ToARGB8888
000000018779fd40 (__TEXT,__text) non-external (was a private external) _sConvert_422CbYpCrYp8_AA8ToARGB8888
00000001877aa1ac (__TEXT,__text) non-external (was a private external) _sConvert_422CrYpCbYpCbYpCbYpCrYpCrYp10ToARGB16Q12
00000001877a7e28 (__TEXT,__text) non-external (was a private external) _sConvert_422CrYpCbYpCbYpCbYpCrYpCrYp10ToARGB8888
00000001877aeb88 (__TEXT,__text) non-external (was a private external) _sConvert_422Yp10_CbCr10ToARGB16F
00000001877ac048 (__TEXT,__text) non-external (was a private external) _sConvert_422Yp10_CbCr10ToXRGB2101010W
000000018779de4c (__TEXT,__text) non-external (was a private external) _sConvert_422YpCbYpCr8ToARGB8888
00000001877a620c (__TEXT,__text) non-external (was a private external) _sConvert_444AYpCbCr16ToARGB16U
00000001877a5f18 (__TEXT,__text) non-external (was a private external) _sConvert_444AYpCbCr16ToARGB8888
00000001877a06f4 (__TEXT,__text) non-external (was a private external) _sConvert_444AYpCbCr8ToARGB8888
00000001877a3128 (__TEXT,__text) non-external (was a private external) _sConvert_444CbYpCrA8ToARGB8888
00000001877a798c (__TEXT,__text) non-external (was a private external) _sConvert_444CrYpCb10ToARGB16Q12
00000001877a7050 (__TEXT,__text) non-external (was a private external) _sConvert_444CrYpCb10ToARGB8888
00000001877a1dc4 (__TEXT,__text) non-external (was a private external) _sConvert_444CrYpCb8ToARGB8888
00000001877ae5d8 (__TEXT,__text) non-external (was a private external) _sConvert_444Yp10_CbCr10ToARGB16F
00000001877ab940 (__TEXT,__text) non-external (was a private external) _sConvert_444Yp10_CbCr10ToXRGB2101010W
00000001877b08a0 (__TEXT,__text) non-external (was a private external) _sConvert_444YpCbCr10ToARGB16F
00000001877ad4e0 (__TEXT,__text) non-external (was a private external) _sConvert_444YpCbCr10ToXRGB2101010W
0000000187688468 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB1555toRGB565
00000001877afff0 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB16FTo420Yp10_CbCr10
00000001877b12f0 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB16FTo422CbYpCrYp10
00000001877af100 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB16FTo422Yp10_CbCr10
00000001877ae854 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB16FTo444Yp10_CbCr10
00000001877b0ae0 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB16FTo444YpCbCr10
00000001877aaa4c (__TEXT,__text) non-external (was a private external) _sConvert_ARGB16Q12To422CrYpCbYpCbYpCbYpCrYpCrYp10
00000001877a7adc (__TEXT,__text) non-external (was a private external) _sConvert_ARGB16Q12To444CrYpCb10
00000001877a6d20 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB16UTo422CbYpCrYp16
00000001877a635c (__TEXT,__text) non-external (was a private external) _sConvert_ARGB16UTo444AYpCbCr16
