00000001e1a09830 (__DATA,__data) non-external _.compoundliteral
00000001c2515858 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetVectorElementExpr
00000001c2512ebc (__TEXT,__text) non-external (was a private external) _glpOpAssignNodeGetDesugar
00000001c24b9520 (__TEXT,__text) non-external (was a private external) _glpOpenArchive
00000001c24fbccc (__TEXT,__text) non-external (was a private external) _glpOperatorAsFunctionError
00000001c2562834 (__TEXT,__text) external _glpPPDisassemble
00000001c25989bc (__TEXT,__const) non-external _glpPPDisassemble.shaderTargets
00000001e867b658 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_filters
00000001e867b6c8 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_formats
00000001e867b7a8 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_types
00000001e867b688 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_wraps
00000001c25657bc (__TEXT,__text) external _glpPPDisassembleFree
00000001c25715d8 (__TEXT,__text) external _glpPPShaderLinearize
00000001c25715e0 (__TEXT,__text) external _glpPPShaderLinearizeEx
00000001c256fff0 (__TEXT,__text) external _glpPPShaderLinearizeStreamMgr
00000001c256fff8 (__TEXT,__text) external _glpPPShaderLinearizeStreamMgrEx
00000001c2515bac (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetHasOffset
00000001c2515ba4 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetHasSrctex
00000001c2515b9c (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetOpPrimitiveType
00000001c2515b94 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetOpcode
00000001c2515b8c (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetReturnPrimitiveType
00000001c244a678 (__TEXT,__text) external _glpPPStreamTokenDump
00000001c244a680 (__TEXT,__text) external _glpPPStreamTokenDumpFree
00000001c253225c (__TEXT,__text) non-external (was a private external) _glpPPTNode
00000001c2541b18 (__TEXT,__text) non-external (was a private external) _glpPaIdentOrType
00000001c2541bcc (__TEXT,__text) non-external (was a private external) _glpPaParseComment
00000001c2542398 (__TEXT,__text) non-external (was a private external) _glpPaParseStrings
00000001c2541a44 (__TEXT,__text) non-external (was a private external) _glpPaReservedWord
00000001c24dfda4 (__TEXT,__text) non-external (was a private external) _glpPackConstants
00000001c251320c (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetExtra
00000001c2513200 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetName
00000001c251321c (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetType
00000001c2513214 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetExtra
00000001c2513228 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetType
00000001c2542fa0 (__TEXT,__text) non-external (was a private external) _glpParseContextSetGLSLVersion
00000001c25430cc (__TEXT,__text) non-external (was a private external) _glpParseContextValidateGLSLVersion
00000001c24f8108 (__TEXT,__text) non-external (was a private external) _glpParseQualifiers
00000001c24e25f0 (__TEXT,__text) non-external (was a private external) _glpParseRecover
00000001c24b7e1c (__TEXT,__text) non-external (was a private external) _glpPointerHashCache_b
00000001c24b7dc8 (__TEXT,__text) non-external (was a private external) _glpPointerHashGet
00000001c24b7c14 (__TEXT,__text) non-external (was a private external) _glpPointerHashPut
00000001c24b7e80 (__TEXT,__text) non-external (was a private external) _glpPointerHashRemove
00000001c24e164c (__TEXT,__text) non-external (was a private external) _glpPopulatePrecisionWidths
00000001c2513878 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetQualifier
00000001c2513890 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetType
00000001c2513884 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetQualifier
00000001c251389c (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetType
00000001c24e0bbc (__TEXT,__text) non-external (was a private external) _glpPrecisionIndexFromSAFlags
00000001c24fa848 (__TEXT,__text) non-external (was a private external) _glpPrecisionQualifierFromSaFlags
00000001c24f5044 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumnType
00000001c24f4d1c (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumns
00000001c24f539c (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetElementType
00000001c24f51f0 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRowType
00000001c24f4eb0 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRows
00000001c24f5734 (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPDatatype
00000001c24f5528 (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPTextarget
00000001c25055d0 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeFromString
00000001c24f5c44 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetByteStride
00000001c24f5b0c (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetBytesPerComponent
00000001c24f49b0 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetCategory
00000001c24f4984 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetGLType
00000001c24f5b60 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetMaxComponentsPerVec4
00000001c24f5bbc (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetNumVec4s
00000001c25055fc (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetPrimitiveType
00000001c24f5a6c (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarCount
00000001c24f58c8 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarType
00000001c2513d74 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeNodeGetType
00000001c24f5970 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeReplaceScalarType
00000001c24cefbc (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType
00000001c258cb44 (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType.cold.1
00000001c24f48d0 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeToString
00000001c24f4b78 (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetElementType
00000001c24f49dc (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetLength
00000001c24dbd7c (__TEXT,__text) non-external _glpProcessComponentWiseVectorAssignment
00000001c243e254 (__TEXT,__text) non-external _glpProgram_PPStreamAddAddressUsage
00000001c243e26c (__TEXT,__text) non-external _glpProgram_PPStreamAddAttribBinding
00000001c243e330 (__TEXT,__text) non-external _glpProgram_PPStreamAddConstant
00000001c243e338 (__TEXT,__text) non-external _glpProgram_PPStreamAddLabel
00000001c243e1f8 (__TEXT,__text) non-external _glpProgram_PPStreamAddOperation
00000001c243e328 (__TEXT,__text) non-external _glpProgram_PPStreamAddOption
00000001c243e2d4 (__TEXT,__text) non-external _glpProgram_PPStreamAddOutputBinding
00000001c243e25c (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBinding
00000001c243e264 (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBindingArray
00000001c243e24c (__TEXT,__text) non-external _glpProgram_PPStreamAddTempUsage
00000001c243e38c (__TEXT,__text) non-external _glpProgram_PPStreamResolveBranches
00000001c243e1ec (__TEXT,__text) non-external _glpProgram_PPStreamSetTarget
00000001c24ffa60 (__TEXT,__text) non-external (was a private external) _glpPushdownPrecision
00000001c2513a18 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeAddDeclaration
00000001c2513a00 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclaration
00000001c25139f8 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclarationCount
00000001c2513a20 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeInsertDeclaration
00000001c2513a0c (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeSetDeclaration
00000001c2513954 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetName
00000001c2513960 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetQualifiers
00000001c251396c (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeSetQualifiers
00000001c2513ccc (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetQualifiers
00000001c2513cb4 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetType
00000001c2513cd8 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetQualifiers
00000001c2513cc0 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetType
00000001c24f809c (__TEXT,__text) non-external (was a private external) _glpQualifierKindOfNode
00000001c24f8070 (__TEXT,__text) non-external (was a private external) _glpQualifierKindToString
00000001c2514794 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeAddQualifier
00000001c251477c (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeGetQualifier
00000001c2514774 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeGetQualifierCount
00000001c251479c (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeInsertQualifier
00000001c2514788 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeSetQualifier
00000001c24f5c60 (__TEXT,__text) non-external (was a private external) _glpQualifierName
00000001c25159f8 (__TEXT,__text) non-external (was a private external) _glpRValueNodeGetBase
00000001c2515a04 (__TEXT,__text) non-external (was a private external) _glpRValueNodeSetBase
00000001c251562c (__TEXT,__text) non-external (was a private external) _glpRawCallNodeGetExtra
00000001c2515620 (__TEXT,__text) non-external (was a private external) _glpRawCallNodeGetName
00000001c2515634 (__TEXT,__text) non-external (was a private external) _glpRawCallNodeSetExtra
00000001c25006bc (__TEXT,__text) non-external (was a private external) _glpReInitDeserialContext
00000001c2512ec4 (__TEXT,__text) non-external (was a private external) _glpReadInputNodeGetExtra
00000001c250b298 (__TEXT,__text) non-external (was a private external) _glpRemapValue
00000001c2542c50 (__TEXT,__text) non-external (was a private external) _glpResetErrMsg
00000001c2515344 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeGetExpr
00000001c2515334 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeGetExtra
00000001c2515350 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeSetExpr
00000001c251533c (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeSetExtra
00000001c2535138 (__TEXT,__text) non-external _glpSAAdd
00000001c25338c4 (__TEXT,__text) non-external _glpSAArrayAccess
00000001c253a578 (__TEXT,__text) non-external _glpSAArrayType
00000001c25363fc (__TEXT,__text) non-external _glpSAAssign
00000001c253db94 (__TEXT,__text) non-external _glpSAAvailabilityDeclaration
00000001c253e338 (__TEXT,__text) non-external _glpSABinaryOperator
00000001c2535de0 (__TEXT,__text) non-external _glpSABitwiseAnd
00000001c2534fa8 (__TEXT,__text) non-external _glpSABitwiseNot
00000001c2535e44 (__TEXT,__text) non-external _glpSABitwiseOr
00000001c2535ea8 (__TEXT,__text) non-external _glpSABitwiseXor
00000001c253c904 (__TEXT,__text) non-external _glpSABlock
00000001c253d4bc (__TEXT,__text) non-external _glpSABreakStatement
00000001c24fed40 (__TEXT,__text) non-external (was a private external) _glpSABuiltinPPStreamOp
00000001c253dfe4 (__TEXT,__text) non-external _glpSACall
00000001c253d324 (__TEXT,__text) non-external _glpSACaseStatement
00000001c2536f74 (__TEXT,__text) non-external _glpSACommaExpr
00000001c253386c (__TEXT,__text) non-external _glpSAConstant
00000001c2534c54 (__TEXT,__text) non-external _glpSAConstructorCall
00000001c253d588 (__TEXT,__text) non-external _glpSAContinueStatement
00000001c253d404 (__TEXT,__text) non-external _glpSADefaultStatement
00000001c253e900 (__TEXT,__text) non-external _glpSADeref
00000001c253d64c (__TEXT,__text) non-external _glpSADiscardStatement
00000001c2535070 (__TEXT,__text) non-external _glpSADivide
00000001c2535538 (__TEXT,__text) non-external _glpSAEqual
00000001c253c784 (__TEXT,__text) non-external _glpSAExpressionStatement
00000001c24f988c (__TEXT,__text) non-external (was a private external) _glpSAFailed
00000001c2533bc8 (__TEXT,__text) non-external _glpSAFieldAccess
00000001c24f9c74 (__TEXT,__text) non-external (was a private external) _glpSAFieldAccessInternal
00000001c253a758 (__TEXT,__text) non-external _glpSAFieldDeclaration
00000001c25341b0 (__TEXT,__text) non-external _glpSAFunctionCall
00000001c2539d4c (__TEXT,__text) non-external _glpSAFunctionDefinition
00000001c2537400 (__TEXT,__text) non-external _glpSAFunctionPrototype
00000001c253c55c (__TEXT,__text) non-external _glpSAGlobalTypeQualifier
00000001c2535400 (__TEXT,__text) non-external _glpSAGreater
00000001c253549c (__TEXT,__text) non-external _glpSAGreaterEqual
00000001c253ddc4 (__TEXT,__text) non-external _glpSAIBPartialDeref
00000001c2535f0c (__TEXT,__text) non-external _glpSAIfExpr
00000001c253cb04 (__TEXT,__text) non-external _glpSAIfStatement
00000001c253e1cc (__TEXT,__text) non-external _glpSAIncrementOperator
00000001c24ff374 (__TEXT,__text) non-external (was a private external) _glpSAInlinePPStreamOpFixup
00000001c253ad74 (__TEXT,__text) non-external _glpSAInterfaceBlock
00000001c253c250 (__TEXT,__text) non-external _glpSAKeywordQualifier
00000001c253dd24 (__TEXT,__text) non-external _glpSALValue
00000001c253c6fc (__TEXT,__text) non-external _glpSALayoutPair
00000001c253c284 (__TEXT,__text) non-external _glpSALayoutQualifier
00000001c253bbec (__TEXT,__text) non-external _glpSALayoutType
00000001c25352c8 (__TEXT,__text) non-external _glpSALess
00000001c2535364 (__TEXT,__text) non-external _glpSALessEqual
00000001c2535b58 (__TEXT,__text) non-external _glpSALogicalAnd
00000001c2534f44 (__TEXT,__text) non-external _glpSALogicalNot
00000001c2535c30 (__TEXT,__text) non-external _glpSALogicalOr
