000000018a25fa10 (__TEXT,__const) non-external _A1_Table
000000018a1d5ce8 (__TEXT,__delay_helper) non-external _gotLoadHelper_x8$_gpuImageMatrixMultiply_ARGB8888
000000018a1d5d20 (__TEXT,__delay_helper) non-external _gotLoadHelper_x8$_gpuImagePermuteChannels_ARGB8888
000000018a1d5d58 (__TEXT,__delay_helper) non-external _gotLoadHelper_x8$_gpuImagePiecewiseGamma_Planar8
000000018a1d5d90 (__TEXT,__delay_helper) non-external _gotLoadHelper_x8$_gpuImagePiecewiseGamma_PlanarF
000000018a1d5dc8 (__TEXT,__delay_helper) non-external _gotLoadHelper_x8$_gpuImagePiecewisePolynomial_PlanarF
000000018a1d5e00 (__TEXT,__delay_helper) non-external _gotLoadHelper_x8$_gpuImagePremultipliedAlphaBlend_ARGB8888
000000018a1d5e38 (__TEXT,__delay_helper) non-external _gotLoadHelper_x8$_gpuImagePremultiplyData_ARGB8888
000000018a1d5e70 (__TEXT,__delay_helper) non-external _gotLoadHelper_x8$_gpuImagePremultiplyData_RGBA8888
000000018a1d5ea8 (__TEXT,__delay_helper) non-external _gotLoadHelper_x8$_gpuImageRotate90_ARGB8888
000000018a1d5ee0 (__TEXT,__delay_helper) non-external _gotLoadHelper_x8$_gpuImageUnpremultiplyData_ARGB8888
000000018a1d5f18 (__TEXT,__delay_helper) non-external _gotLoadHelper_x8$_gpuImageUnpremultiplyData_RGBA8888
000000018a1d5f50 (__TEXT,__delay_helper) non-external _gotLoadHelper_x8$_vvpowf
                 (undefined) weak external _gpuCreateSession (from AccelerateGPU)
000000018a1d5490 (__TEXT,__delay_stubs) non-external (was a private external) _gpuCreateSession$delayInitStub
                 (undefined) weak external _gpuExecuteBlockBegin (from AccelerateGPU)
000000018a1d54d0 (__TEXT,__delay_stubs) non-external (was a private external) _gpuExecuteBlockBegin$delayInitStub
                 (undefined) weak external _gpuExecuteBlockEnd (from AccelerateGPU)
000000018a1d5510 (__TEXT,__delay_stubs) non-external (was a private external) _gpuExecuteBlockEnd$delayInitStub
                 (undefined) weak external _gpuExecuteBlockEndWithCompletionHandler (from AccelerateGPU)
000000018a1d5550 (__TEXT,__delay_stubs) non-external (was a private external) _gpuExecuteBlockEndWithCompletionHandler$delayInitStub
                 (undefined) weak external _gpuImageAlphaBlend_ARGB8888 (from AccelerateGPU)
000000018a1d5590 (__TEXT,__delay_stubs) non-external (was a private external) _gpuImageAlphaBlend_ARGB8888$delayInitStub
                 (undefined) weak external _gpuImageBoxConvolve_ARGB8888 (from AccelerateGPU)
000000018a1d55d0 (__TEXT,__delay_stubs) non-external (was a private external) _gpuImageBoxConvolve_ARGB8888$delayInitStub
                 (undefined) weak external _gpuImageBufferCreate (from AccelerateGPU)
000000018a1d5610 (__TEXT,__delay_stubs) non-external (was a private external) _gpuImageBufferCreate$delayInitStub
                 (undefined) weak external _gpuImageBufferDestroy (from AccelerateGPU)
000000018a1d5650 (__TEXT,__delay_stubs) non-external (was a private external) _gpuImageBufferDestroy$delayInitStub
                 (undefined) weak external _gpuImageBufferGetHeight (from AccelerateGPU)
000000018a1d5690 (__TEXT,__delay_stubs) non-external (was a private external) _gpuImageBufferGetHeight$delayInitStub
                 (undefined) weak external _gpuImageBufferGetInfo (from AccelerateGPU)
000000018a1d56d0 (__TEXT,__delay_stubs) non-external (was a private external) _gpuImageBufferGetInfo$delayInitStub
                 (undefined) weak external _gpuImageBufferGetWidth (from AccelerateGPU)
000000018a1d5710 (__TEXT,__delay_stubs) non-external (was a private external) _gpuImageBufferGetWidth$delayInitStub
                 (undefined) weak external _gpuImageConvert_ARGB8888toPlanar8 (from AccelerateGPU)
000000018a1d5750 (__TEXT,__delay_stubs) non-external (was a private external) _gpuImageConvert_ARGB8888toPlanar8$delayInitStub
                 (undefined) weak external _gpuImageConvert_Planar8toARGB8888 (from AccelerateGPU)
000000018a1d5790 (__TEXT,__delay_stubs) non-external (was a private external) _gpuImageConvert_Planar8toARGB8888$delayInitStub
                 (undefined) weak external _gpuImageConvolution_ARGB8888 (from AccelerateGPU)
000000018a1d57d0 (__TEXT,__delay_stubs) non-external (was a private external) _gpuImageConvolution_ARGB8888$delayInitStub
                 (undefined) weak external _gpuImageHistogramCalculation_ARGB8888 (from AccelerateGPU)
000000018a1d5810 (__TEXT,__delay_stubs) non-external (was a private external) _gpuImageHistogramCalculation_ARGB8888$delayInitStub
                 (undefined) weak external _gpuImageMatrixMultiply_ARGB8888 (from AccelerateGPU)
000000018a1d5850 (__TEXT,__delay_stubs) non-external (was a private external) _gpuImageMatrixMultiply_ARGB8888$delayInitStub
                 (undefined) weak external _gpuImagePermuteChannels_ARGB8888 (from AccelerateGPU)
000000018a1d5890 (__TEXT,__delay_stubs) non-external (was a private external) _gpuImagePermuteChannels_ARGB8888$delayInitStub
                 (undefined) weak external _gpuImagePiecewiseGamma_Planar8 (from AccelerateGPU)
000000018a1d58d0 (__TEXT,__delay_stubs) non-external (was a private external) _gpuImagePiecewiseGamma_Planar8$delayInitStub
                 (undefined) weak external _gpuImagePiecewiseGamma_PlanarF (from AccelerateGPU)
000000018a1d5910 (__TEXT,__delay_stubs) non-external (was a private external) _gpuImagePiecewiseGamma_PlanarF$delayInitStub
                 (undefined) weak external _gpuImagePiecewisePolynomial_PlanarF (from AccelerateGPU)
000000018a1d5950 (__TEXT,__delay_stubs) non-external (was a private external) _gpuImagePiecewisePolynomial_PlanarF$delayInitStub
                 (undefined) weak external _gpuImagePremultipliedAlphaBlend_ARGB8888 (from AccelerateGPU)
000000018a1d5990 (__TEXT,__delay_stubs) non-external (was a private external) _gpuImagePremultipliedAlphaBlend_ARGB8888$delayInitStub
                 (undefined) weak external _gpuImagePremultiplyData_ARGB8888 (from AccelerateGPU)
000000018a1d59d0 (__TEXT,__delay_stubs) non-external (was a private external) _gpuImagePremultiplyData_ARGB8888$delayInitStub
                 (undefined) weak external _gpuImagePremultiplyData_RGBA8888 (from AccelerateGPU)
000000018a1d5a10 (__TEXT,__delay_stubs) non-external (was a private external) _gpuImagePremultiplyData_RGBA8888$delayInitStub
                 (undefined) weak external _gpuImageRotate90_ARGB8888 (from AccelerateGPU)
000000018a1d5a50 (__TEXT,__delay_stubs) non-external (was a private external) _gpuImageRotate90_ARGB8888$delayInitStub
                 (undefined) weak external _gpuImageSeparableConvolution_ARGB8888 (from AccelerateGPU)
000000018a1d5a90 (__TEXT,__delay_stubs) non-external (was a private external) _gpuImageSeparableConvolution_ARGB8888$delayInitStub
                 (undefined) weak external _gpuImageTentConvolve_ARGB8888 (from AccelerateGPU)
000000018a1d5ad0 (__TEXT,__delay_stubs) non-external (was a private external) _gpuImageTentConvolve_ARGB8888$delayInitStub
                 (undefined) weak external _gpuImageUnpremultiplyData_ARGB8888 (from AccelerateGPU)
000000018a1d5b10 (__TEXT,__delay_stubs) non-external (was a private external) _gpuImageUnpremultiplyData_ARGB8888$delayInitStub
                 (undefined) weak external _gpuImageUnpremultiplyData_RGBA8888 (from AccelerateGPU)
000000018a1d5b50 (__TEXT,__delay_stubs) non-external (was a private external) _gpuImageUnpremultiplyData_RGBA8888$delayInitStub
00000001ec7f00f0 (__DATA_DIRTY,__common) non-external (was a private external) _gvImageCPUCount
00000001ec7f0128 (__DATA_DIRTY,__common) non-external (was a private external) _gvImageLogicalCPUCount
000000018a01ef90 (__TEXT,__text) non-external (was a private external) _invertMatrix3x3
000000018a1d6288 (__TEXT,__const) non-external _kGaussianKernel3
000000018a1d6294 (__TEXT,__const) non-external _kGaussianKernel5
000000018a1d62a8 (__TEXT,__const) non-external _kGaussianKernel7
000000018a26d54e (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_420Yp8_Cb8_Cr8
000000018a26d5ea (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_420Yp8_CbCr8
000000018a26d59c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_422CbYCr8_AA8
000000018a26d32c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_422CbYCrY8
000000018a26d464 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_422CbYpCrYp16
000000018a26d4b2 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_422CrYpCbYpCbYpCbYpCrYpCrYp10
000000018a26d638 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_422YCbYCr8
000000018a26d416 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_444AYCbCr16
000000018a26d3c8 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_444AYCbCr8
000000018a26d500 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_444AYpCbCr16
000000018a26d37a (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_444CbYCrA8
000000018a26a74c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG12bpc
000000018a26ac2c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG16bpc
000000018a26bacc (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG16bpcPlanar
000000018a26c96c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG16bpcPlanar_NoAlpha
000000018a2693cc (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG1bpc
000000018a2698ac (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG2bpc
000000018a26b10c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG32bpc
000000018a26bfac (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG32bpcPlanar
000000018a26ce4c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG32bpcPlanar_NoAlpha
000000018a269d8c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG4bpc
000000018a26a26c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG8bpc
000000018a26b5ec (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG8bpcPlanar
000000018a26c48c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG8bpcPlanar_NoAlpha
000000018a26937e (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CGRGB10bitspecial_32bpp
000000018a269330 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CGRGB5bitspecial_16bpp
00000001e61430d0 (__DATA_CONST,__const) non-external (was a private external) _kKnownPolynomials
00000001ec7f0120 (__DATA_DIRTY,__common) non-external (was a private external) _kcgColorSpaceDisplayP3
00000001ec7f0118 (__DATA_DIRTY,__common) non-external (was a private external) _kcgColorSpaceExtendedDisplayP3
00000001ec7f0110 (__DATA_DIRTY,__common) non-external (was a private external) _kcgColorSpaceExtendedLinearSRGB
00000001ec7f0108 (__DATA_DIRTY,__common) non-external (was a private external) _kcgColorSpaceExtendedSRGB
00000001ec7f0100 (__DATA_DIRTY,__common) non-external (was a private external) _kcgColorSpaceSRGB
00000001e9f47288 (__DATA,__data) external _kvImageConstDecodeArray0
00000001e9f47280 (__DATA,__data) external _kvImageDecodeArray_16Q12Format
00000001e9f47278 (__DATA,__data) non-external (was a private external) _kvImage_ARGBToYpCbCrMatrix_ITU_R_2020_NCL_0
00000001e9f47268 (__DATA,__data) external _kvImage_ARGBToYpCbCrMatrix_ITU_R_601_4
00000001e9f47270 (__DATA,__data) external _kvImage_ARGBToYpCbCrMatrix_ITU_R_709_2
00000001e9f47260 (__DATA,__data) non-external (was a private external) _kvImage_YpCbCrToARGBMatrix_ITU_R_2020_NCL_0
00000001e9f47250 (__DATA,__data) external _kvImage_YpCbCrToARGBMatrix_ITU_R_601_4
00000001e9f47258 (__DATA,__data) external _kvImage_YpCbCrToARGBMatrix_ITU_R_709_2
                 (undefined) external _ldexp (from libSystem)
                 (undefined) external _ldexpf (from libSystem)
000000018a01f1a0 (__TEXT,__text) non-external (was a private external) _linearSystemSolve
                 (undefined) external _log1pf (from libSystem)
                 (undefined) external _logf (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_posix_memalign (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
                 (undefined) external _malloc_type_valloc (from libSystem)
0000000189facd68 (__TEXT,__text) non-external _matrixMultiply_3x3_init
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern4 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
0000000189e9ebb0 (__TEXT,__text) non-external _numWorkItemsForGCD
0000000189eb526c (__TEXT,__text) non-external _numWorkItemsForGCD
000000018a0c7970 (__TEXT,__text) non-external _piecewiseGamma_pixelBlock
                 (undefined) external _powf (from libSystem)
0000000189ec6e00 (__TEXT,__text) non-external _premultiply_argb16
0000000189ec6e40 (__TEXT,__text) non-external _premultiply_rgba16
                 (undefined) external _printf (from libSystem)
                 (undefined) external _pthread_get_stackaddr_np (from libSystem)
                 (undefined) external _pthread_get_stacksize_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_qos_max_parallelism (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _putchar (from libSystem)
                 (undefined) external _puts (from libSystem)
                 (undefined) external _qos_class_self (from libSystem)
                 (undefined) external _qsort (from libSystem)
000000018a04f0a8 (__TEXT,__text) non-external _resampleNumWorkItemsForGCD
000000018a26f7f0 (__TEXT,__const) non-external _rgba_Ndot16_table
0000000189ed663c (__TEXT,__text) non-external (was a private external) _s32BitPixelToFloatPixel
0000000189ec9b6c (__TEXT,__text) non-external (was a private external) _sARGB1555toARGB8888
0000000189e96564 (__TEXT,__text) non-external (was a private external) _sBoxConvolve16F
0000000189f0122c (__TEXT,__text) non-external (was a private external) _sBoxConvolve_ARGB8888
0000000189f00b0c (__TEXT,__text) non-external (was a private external) _sBoxConvolve_Planar8
0000000189f02ed4 (__TEXT,__text) non-external (was a private external) _sBoxConvolve_PlanarF
0000000189ed314c (__TEXT,__text) non-external (was a private external) _sByteSwap_Planar16U
0000000189ec9a90 (__TEXT,__text) non-external (was a private external) _sClip_PlanarF
0000000189ed6570 (__TEXT,__text) non-external (was a private external) _sClip_Planar_Float
0000000189ec9a8c (__TEXT,__text) non-external (was a private external) _sConvert_16Q12to16U
0000000189edcd34 (__TEXT,__text) non-external (was a private external) _sConvert_16Q12to16U_preCV
0000000189ec9a9c (__TEXT,__text) non-external (was a private external) _sConvert_16SToF
0000000189ed90f0 (__TEXT,__text) non-external (was a private external) _sConvert_16SToF_preCV
0000000189ec9aa4 (__TEXT,__text) non-external (was a private external) _sConvert_16UToF
0000000189ed9c14 (__TEXT,__text) non-external (was a private external) _sConvert_16UToF_preCV
0000000189ecc540 (__TEXT,__text) non-external (was a private external) _sConvert_16UToPlanar8_preCV
0000000189ec9a88 (__TEXT,__text) non-external (was a private external) _sConvert_16Uto16Q12
0000000189edc95c (__TEXT,__text) non-external (was a private external) _sConvert_16Uto16Q12_preCV
0000000189ec9a80 (__TEXT,__text) non-external (was a private external) _sConvert_16UtoPlanar8
000000018a03c5e0 (__TEXT,__text) non-external (was a private external) _sConvert_420Yp10_CbCr10ToARGB16F
000000018a037004 (__TEXT,__text) non-external (was a private external) _sConvert_420Yp10_CbCr10ToXRGB2101010W
000000018a0292f4 (__TEXT,__text) non-external (was a private external) _sConvert_420Yp8_Cb8_Cr8ToARGB8888
000000018a02b884 (__TEXT,__text) non-external (was a private external) _sConvert_420Yp8_CbCr8ToARGB8888
000000018a03f630 (__TEXT,__text) non-external (was a private external) _sConvert_422CbYpCrYp10ToARGB16F
000000018a039904 (__TEXT,__text) non-external (was a private external) _sConvert_422CbYpCrYp10ToXRGB2101010W
000000018a02fc68 (__TEXT,__text) non-external (was a private external) _sConvert_422CbYpCrYp16ToARGB16U
000000018a02f3cc (__TEXT,__text) non-external (was a private external) _sConvert_422CbYpCrYp16ToARGB8888
000000018a0217cc (__TEXT,__text) non-external (was a private external) _sConvert_422CbYpCrYp8ToARGB8888
000000018a023540 (__TEXT,__text) non-external (was a private external) _sConvert_422CbYpCrYp8_AA8ToARGB8888
000000018a0337cc (__TEXT,__text) non-external (was a private external) _sConvert_422CrYpCbYpCbYpCbYpCrYpCrYp10ToARGB16Q12
000000018a031508 (__TEXT,__text) non-external (was a private external) _sConvert_422CrYpCbYpCbYpCbYpCrYpCrYp10ToARGB8888
000000018a03b3a0 (__TEXT,__text) non-external (was a private external) _sConvert_422Yp10_CbCr10ToARGB16F
000000018a035e80 (__TEXT,__text) non-external (was a private external) _sConvert_422Yp10_CbCr10ToXRGB2101010W
000000018a02085c (__TEXT,__text) non-external (was a private external) _sConvert_422YpCbYpCr8ToARGB8888
000000018a02eb20 (__TEXT,__text) non-external (was a private external) _sConvert_444AYpCbCr16ToARGB16U
000000018a02ddcc (__TEXT,__text) non-external (was a private external) _sConvert_444AYpCbCr16ToARGB8888
000000018a0255a4 (__TEXT,__text) non-external (was a private external) _sConvert_444AYpCbCr8ToARGB8888
