00007ffa447c0ae0 (__DATA,__data) non-external _.compoundliteral
00007ffa1e80db78 (__TEXT,__text) non-external _glpMetalGetArgTypeNameFromASTType
00007ffa1e84505f (__TEXT,__text) non-external (was a private external) _glpMethodCallNodeGetName
00007ffa1e84506d (__TEXT,__text) non-external (was a private external) _glpMethodCallNodeGetReceiver
00007ffa1e84507e (__TEXT,__text) non-external (was a private external) _glpMethodCallNodeSetReceiver
00007ffa1e866aed (__TEXT,__text) non-external _glpMutableValueFromVec
00007ffa1e8257ad (__TEXT,__text) non-external (was a private external) _glpNameTableGet
00007ffa1e8263f6 (__TEXT,__text) non-external (was a private external) _glpNameTableGetCurrentFunction
00007ffa1e825762 (__TEXT,__text) non-external (was a private external) _glpNameTableGetGLSLVersion
00007ffa1e825708 (__TEXT,__text) non-external (was a private external) _glpNameTableGetLanguage
00007ffa1e826403 (__TEXT,__text) non-external (was a private external) _glpNameTableGetPrecision
00007ffa1e825798 (__TEXT,__text) non-external (was a private external) _glpNameTableIsExtensionEnabled
00007ffa1e82638c (__TEXT,__text) non-external (was a private external) _glpNameTablePop
00007ffa1e82628b (__TEXT,__text) non-external (was a private external) _glpNameTablePush
00007ffa1e826334 (__TEXT,__text) non-external (was a private external) _glpNameTablePushForFunction
00007ffa1e826173 (__TEXT,__text) non-external (was a private external) _glpNameTablePut
00007ffa1e825714 (__TEXT,__text) non-external (was a private external) _glpNameTablePutPrecision
00007ffa1e82576e (__TEXT,__text) non-external (was a private external) _glpNameTableSetGLSLExtensionBehavior
00007ffa1e8254ec (__TEXT,__text) non-external (was a private external) _glpNameTableSetGLSLVersion
00007ffa1e82637c (__TEXT,__text) non-external (was a private external) _glpNameTableSetStatementIndex
00007ffa1e8263e5 (__TEXT,__text) non-external (was a private external) _glpNameTableSetTopLevelBlock
00007ffa1e84584e (__TEXT,__text) non-external (was a private external) _glpNotEqualNodeGetIsFromSource
00007ffa1e847be1 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetBankIndex
00007ffa1e847bcf (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetCompStride
00007ffa1e847b97 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetExtra
00007ffa1e847bfb (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetOffsetExpr
00007ffa1e847bbd (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetPreSwizzlePrimitiveType
00007ffa1e847bab (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetSwizzle
00007ffa1e847c17 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetVectorElementExpr
00007ffa1e847bee (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetBankIndex
00007ffa1e847bd8 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetCompStride
00007ffa1e847ba1 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetExtra
00007ffa1e847c09 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetOffsetExpr
00007ffa1e847bc6 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetPreSwizzlePrimitiveType
00007ffa1e847bb4 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetSwizzle
00007ffa1e847c25 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetVectorElementExpr
00007ffa1e845c0f (__TEXT,__text) non-external (was a private external) _glpOpAssignNodeGetDesugar
00007ffa1e7e7cc0 (__TEXT,__text) non-external (was a private external) _glpOpenArchive
00007ffa1e82fa27 (__TEXT,__text) non-external (was a private external) _glpOperatorAsFunctionError
00007ffa1e88a6c7 (__TEXT,__text) external _glpPPDisassemble
00007ffa1e8c4e80 (__TEXT,__const) non-external _glpPPDisassemble.shaderTargets
00007ffa4331e570 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_filters
00007ffa4331e5e0 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_formats
00007ffa4331e5a0 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_wraps
00007ffa1e88d46a (__TEXT,__text) external _glpPPDisassembleFree
00007ffa1e89a380 (__TEXT,__text) external _glpPPShaderLinearize
00007ffa1e89a38c (__TEXT,__text) external _glpPPShaderLinearizeEx
00007ffa1e898d70 (__TEXT,__text) external _glpPPShaderLinearizeStreamMgr
00007ffa1e898d7c (__TEXT,__text) external _glpPPShaderLinearizeStreamMgrEx
00007ffa1e847efe (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetHasOffset
00007ffa1e847ef5 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetHasSrctex
00007ffa1e847eec (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetOpPrimitiveType
00007ffa1e847ee3 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetOpcode
00007ffa1e847eda (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetReturnPrimitiveType
00007ffa1e7646e2 (__TEXT,__text) external _glpPPStreamTokenDump
00007ffa1e7646ea (__TEXT,__text) external _glpPPStreamTokenDumpFree
00007ffa1e8688cd (__TEXT,__text) non-external _glpPPTFunctionDefinition
00007ffa1e868570 (__TEXT,__text) non-external (was a private external) _glpPPTNode
00007ffa1e868adf (__TEXT,__text) non-external _glpPPTRawCall
00007ffa1e8689ee (__TEXT,__text) non-external _glpPPTSwitchStatement
00007ffa1e868758 (__TEXT,__text) non-external _glpPPTVariableDeclaration
00007ffa1e878063 (__TEXT,__text) non-external (was a private external) _glpPaIdentOrType
00007ffa1e878153 (__TEXT,__text) non-external (was a private external) _glpPaParseComment
00007ffa1e87892c (__TEXT,__text) non-external (was a private external) _glpPaParseStrings
00007ffa1e877f90 (__TEXT,__text) non-external (was a private external) _glpPaReservedWord
00007ffa1e8113fb (__TEXT,__text) non-external (was a private external) _glpPackConstants
00007ffa1e845e9f (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetExtra
00007ffa1e845e91 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetName
00007ffa1e845eb3 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetType
00007ffa1e845ea9 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetExtra
00007ffa1e845ec0 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetType
00007ffa1e879543 (__TEXT,__text) non-external (was a private external) _glpParseContextSetGLSLVersion
00007ffa1e879661 (__TEXT,__text) non-external (was a private external) _glpParseContextValidateGLSLVersion
00007ffa1e82b72e (__TEXT,__text) non-external (was a private external) _glpParseQualifiers
00007ffa1e813d8c (__TEXT,__text) non-external (was a private external) _glpParseRecover
00007ffa1e7e660a (__TEXT,__text) non-external (was a private external) _glpPointerHashCache_b
00007ffa1e7e65bb (__TEXT,__text) non-external (was a private external) _glpPointerHashGet
00007ffa1e7e6465 (__TEXT,__text) non-external (was a private external) _glpPointerHashPut
00007ffa1e7e664f (__TEXT,__text) non-external (was a private external) _glpPointerHashRemove
00007ffa1e812ea2 (__TEXT,__text) non-external (was a private external) _glpPopulatePrecisionWidths
00007ffa1e8463d1 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetQualifier
00007ffa1e8463eb (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetType
00007ffa1e8463de (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetQualifier
00007ffa1e8463f9 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetType
00007ffa1e8123f1 (__TEXT,__text) non-external (was a private external) _glpPrecisionIndexFromSAFlags
00007ffa1e82e566 (__TEXT,__text) non-external (was a private external) _glpPrecisionQualifierFromSaFlags
00007ffa1e828718 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumnType
00007ffa1e828430 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumns
00007ffa1e828a28 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetElementType
00007ffa1e8288a0 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRowType
00007ffa1e8285a4 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRows
00007ffa1e828d6c (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPDatatype
00007ffa1e828b90 (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPTextarget
00007ffa1e8393c0 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeFromString
00007ffa1e82914e (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetByteStride
00007ffa1e829064 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetBytesPerComponent
00007ffa1e82811d (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetCategory
00007ffa1e828100 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetGLType
00007ffa1e82909f (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetMaxComponentsPerVec4
00007ffa1e8290dc (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetNumVec4s
00007ffa1e8393db (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetPrimitiveType
00007ffa1e829000 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarCount
00007ffa1e828ed8 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarType
00007ffa1e846792 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeNodeGetType
00007ffa1e828f34 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeReplaceScalarType
00007ffa1e7fd104 (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType
00007ffa1e8b8f27 (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType.cold.1
00007ffa1e828050 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeToString
00007ffa1e8282b0 (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetElementType
00007ffa1e82813a (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetLength
00007ffa1e80c327 (__TEXT,__text) non-external _glpProcessComponentWiseVectorAssignment
00007ffa1e757c8a (__TEXT,__text) non-external _glpProgram_PPStreamAddAddressUsage
00007ffa1e757cb4 (__TEXT,__text) non-external _glpProgram_PPStreamAddAttribBinding
00007ffa1e757d4d (__TEXT,__text) non-external _glpProgram_PPStreamAddConstant
00007ffa1e757d5b (__TEXT,__text) non-external _glpProgram_PPStreamAddLabel
00007ffa1e757c43 (__TEXT,__text) non-external _glpProgram_PPStreamAddOperation
00007ffa1e757d3f (__TEXT,__text) non-external _glpProgram_PPStreamAddOption
00007ffa1e757d01 (__TEXT,__text) non-external _glpProgram_PPStreamAddOutputBinding
00007ffa1e757c98 (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBinding
00007ffa1e757ca6 (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBindingArray
00007ffa1e757c7c (__TEXT,__text) non-external _glpProgram_PPStreamAddTempUsage
00007ffa1e757d94 (__TEXT,__text) non-external _glpProgram_PPStreamResolveBranches
00007ffa1e757c36 (__TEXT,__text) non-external _glpProgram_PPStreamSetTarget
00007ffa1e833898 (__TEXT,__text) non-external (was a private external) _glpPushdownPrecision
00007ffa1e84650e (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeAddDeclaration
00007ffa1e8464ee (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclaration
00007ffa1e8464e5 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclarationCount
00007ffa1e84651b (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeInsertDeclaration
00007ffa1e8464fe (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeSetDeclaration
00007ffa1e84646e (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetName
00007ffa1e84647c (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetQualifiers
00007ffa1e846489 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeSetQualifiers
00007ffa1e846713 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetQualifiers
00007ffa1e8466f9 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetType
00007ffa1e846721 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetQualifiers
00007ffa1e846706 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetType
00007ffa1e82b6e1 (__TEXT,__text) non-external (was a private external) _glpQualifierKindOfNode
00007ffa1e82b6c0 (__TEXT,__text) non-external (was a private external) _glpQualifierKindToString
00007ffa1e846fa1 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeAddQualifier
00007ffa1e846f81 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeGetQualifier
00007ffa1e846f78 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeGetQualifierCount
00007ffa1e846fae (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeInsertQualifier
00007ffa1e846f91 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeSetQualifier
00007ffa1e82915c (__TEXT,__text) non-external (was a private external) _glpQualifierName
00007ffa1e847da2 (__TEXT,__text) non-external (was a private external) _glpRValueNodeGetBase
00007ffa1e847db0 (__TEXT,__text) non-external (was a private external) _glpRValueNodeSetBase
00007ffa1e847a66 (__TEXT,__text) non-external (was a private external) _glpRawCallNodeGetExtra
00007ffa1e847a58 (__TEXT,__text) non-external (was a private external) _glpRawCallNodeGetName
00007ffa1e847a70 (__TEXT,__text) non-external (was a private external) _glpRawCallNodeSetExtra
00007ffa1e834438 (__TEXT,__text) non-external (was a private external) _glpReInitDeserialContext
00007ffa1e845c19 (__TEXT,__text) non-external (was a private external) _glpReadInputNodeGetExtra
00007ffa1e83ebfc (__TEXT,__text) non-external (was a private external) _glpRemapValue
00007ffa1e8791d1 (__TEXT,__text) non-external (was a private external) _glpResetErrMsg
00007ffa1e847829 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeGetExpr
00007ffa1e847815 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeGetExtra
00007ffa1e847836 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeSetExpr
00007ffa1e84781f (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeSetExtra
00007ffa1e86b1b8 (__TEXT,__text) non-external _glpSAAdd
00007ffa1e869b74 (__TEXT,__text) non-external _glpSAArrayAccess
00007ffa1e870939 (__TEXT,__text) non-external _glpSAArrayType
00007ffa1e86c265 (__TEXT,__text) non-external _glpSAAssign
00007ffa1e873f7f (__TEXT,__text) non-external _glpSAAvailabilityDeclaration
00007ffa1e874568 (__TEXT,__text) non-external _glpSABinaryOperator
00007ffa1e86bcc3 (__TEXT,__text) non-external _glpSABitwiseAnd
00007ffa1e86b0f8 (__TEXT,__text) non-external _glpSABitwiseNot
00007ffa1e86bcf3 (__TEXT,__text) non-external _glpSABitwiseOr
00007ffa1e86bd23 (__TEXT,__text) non-external _glpSABitwiseXor
00007ffa1e872dbd (__TEXT,__text) non-external _glpSABlock
00007ffa1e873965 (__TEXT,__text) non-external _glpSABreakStatement
00007ffa1e832a90 (__TEXT,__text) non-external (was a private external) _glpSABuiltinPPStreamOp
00007ffa1e87423d (__TEXT,__text) non-external _glpSACall
00007ffa1e873814 (__TEXT,__text) non-external _glpSACaseStatement
00007ffa1e86ce17 (__TEXT,__text) non-external _glpSACommaExpr
00007ffa1e869b44 (__TEXT,__text) non-external _glpSAConstant
00007ffa1e86af3f (__TEXT,__text) non-external _glpSAConstructorCall
00007ffa1e873a04 (__TEXT,__text) non-external _glpSAContinueStatement
00007ffa1e8738d6 (__TEXT,__text) non-external _glpSADefaultStatement
00007ffa1e874ab5 (__TEXT,__text) non-external _glpSADeref
00007ffa1e873a9d (__TEXT,__text) non-external _glpSADiscardStatement
00007ffa1e86b158 (__TEXT,__text) non-external _glpSADivide
00007ffa1e86b44c (__TEXT,__text) non-external _glpSAEqual
00007ffa1e872c53 (__TEXT,__text) non-external _glpSAExpressionStatement
00007ffa1e82d340 (__TEXT,__text) non-external (was a private external) _glpSAFailed
