00007ffb0a5619f0 (__TEXT,__text) external _ARMCompilationCallback
00007ffb0a79e400 (__TEXT,__text) external __ZN4llvm17MachineSSAUpdater17AddAvailableValueEPNS_17MachineBasicBlockEj
00007ffb0a79e4b0 (__TEXT,__text) external __ZN4llvm17MachineSSAUpdater20GetValueAtEndOfBlockEPNS_17MachineBasicBlockE
00007ffb0a79e640 (__TEXT,__text) external __ZN4llvm17MachineSSAUpdater23GetValueInMiddleOfBlockEPNS_17MachineBasicBlockE
00007ffb0a79e4c0 (__TEXT,__text) external __ZN4llvm17MachineSSAUpdater28GetValueAtEndOfBlockInternalEPNS_17MachineBasicBlockE
00007ffb0a79e260 (__TEXT,__text) external __ZN4llvm17MachineSSAUpdaterC1ERNS_15MachineFunctionEPNS_15SmallVectorImplIPNS_12MachineInstrEEE
00007ffb0a79e220 (__TEXT,__text) external __ZN4llvm17MachineSSAUpdaterC2ERNS_15MachineFunctionEPNS_15SmallVectorImplIPNS_12MachineInstrEEE
00007ffb0a79e2e0 (__TEXT,__text) external __ZN4llvm17MachineSSAUpdaterD1Ev
00007ffb0a79e2a0 (__TEXT,__text) external __ZN4llvm17MachineSSAUpdaterD2Ev
00007ffb0aa92450 (__TEXT,__text) external __ZN4llvm17MaskedValueIsZeroEPNS_5ValueERKNS_5APIntEPKNS_10DataLayoutEj
00007ffb0ab7ee50 (__TEXT,__text) external __ZN4llvm17ModulePassManager3runEPNS_6ModuleEPNS_21ModuleAnalysisManagerE
00007ffb0a2f44c0 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ObjectImageCommon19updateSymbolAddressERKNS_6object9SymbolRefEy
00007ffb0a2f44f0 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ObjectImageCommon20registerWithDebuggerEv
00007ffb0a2f44b0 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ObjectImageCommon20updateSectionAddressERKNS_6object10SectionRefEy
00007ffb0a2f4500 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ObjectImageCommon22deregisterWithDebuggerEv
00007ffb0a2f0e80 (__TEXT,__text) external __ZN4llvm17ObjectImageCommon6anchorEv
00007ffb0a2f43b0 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ObjectImageCommonD0Ev
00007ffb0a2f4360 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ObjectImageCommonD1Ev
00007ffb0ab6a0e0 (__TEXT,__text) external __ZN4llvm17PMTopLevelManager11setLastUserENS_8ArrayRefIPNS_4PassEEES3_
00007ffb0ab6b1c0 (__TEXT,__text) external __ZN4llvm17PMTopLevelManager12schedulePassEPNS_4PassE
00007ffb0ab6b090 (__TEXT,__text) external __ZN4llvm17PMTopLevelManager15collectLastUsesERNS_15SmallVectorImplIPNS_4PassEEES3_
00007ffb0ab6ae70 (__TEXT,__text) external __ZN4llvm17PMTopLevelManager16findAnalysisPassEPKv
00007ffb0ab6ac80 (__TEXT,__text) external __ZN4llvm17PMTopLevelManager17findAnalysisUsageEPNS_4PassE
00007ffb0ab6c960 (__TEXT,__text) external __ZN4llvm17PMTopLevelManager25initializeAllAnalysisInfoEv
00007ffb0ab69f60 (__TEXT,__text) external __ZN4llvm17PMTopLevelManagerC2EPNS_13PMDataManagerE
00007ffb0acf9910 (__TEXT,__text) external __ZN4llvm17PMTopLevelManagerD0Ev
00007ffb0acf9900 (__TEXT,__text) external __ZN4llvm17PMTopLevelManagerD1Ev
00007ffb0ab6cc20 (__TEXT,__text) external __ZN4llvm17PMTopLevelManagerD2Ev
00007ffb0a250630 (__TEXT,__text) external __ZN4llvm17ParseAssemblyFileERKNSt3__112basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEERNS_12SMDiagnosticERNS_11LLVMContextE
00007ffb0aa375d0 (__TEXT,__text) non-external (was a private external) __ZN4llvm17PostDominatorTree13releaseMemoryEv
00007ffb0aa37400 (__TEXT,__text) external __ZN4llvm17PostDominatorTree13runOnFunctionERNS_8FunctionE
00007ffb43c042e4 (__DATA,__common) external __ZN4llvm17PostDominatorTree2IDE
00007ffb0aa374a0 (__TEXT,__text) external __ZN4llvm17PostDominatorTreeD0Ev
00007ffb0aa37460 (__TEXT,__text) external __ZN4llvm17PostDominatorTreeD1Ev
00007ffb0aa37420 (__TEXT,__text) external __ZN4llvm17PostDominatorTreeD2Ev
00007ffb416ff6d0 (__DATA_CONST,__const) external __ZN4llvm17PostRASchedulerIDE
00007ffb0a96ab20 (__TEXT,__text) non-external (was a private external) __ZN4llvm17PredIteratorCache8GetPredsEPNS_10BasicBlockE
00007ffb0ab7f190 (__TEXT,__text) non-external (was a private external) __ZN4llvm17PreservedAnalyses9intersectEOS0_
00007ffb0ab4e350 (__TEXT,__text) external __ZN4llvm17PrintFunctionPass3runEPNS_8FunctionE
00007ffb0ab4e310 (__TEXT,__text) external __ZN4llvm17PrintFunctionPassC1ERNS_11raw_ostreamERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
00007ffb0ab4e2a0 (__TEXT,__text) external __ZN4llvm17PrintFunctionPassC1Ev
00007ffb0ab4e2d0 (__TEXT,__text) external __ZN4llvm17PrintFunctionPassC2ERNS_11raw_ostreamERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
00007ffb0ab4e270 (__TEXT,__text) external __ZN4llvm17PrintFunctionPassC2Ev
00007ffb0a7daa00 (__TEXT,__text) external __ZN4llvm17PseudoSourceValue12getJumpTableEv
00007ffb0a7dabe0 (__TEXT,__text) external __ZN4llvm17PseudoSourceValue13getFixedStackEi
00007ffb0a7daa50 (__TEXT,__text) external __ZN4llvm17PseudoSourceValue15getConstantPoolEv
00007ffb0a7da9b0 (__TEXT,__text) external __ZN4llvm17PseudoSourceValue6getGOTEv
00007ffb0a7da960 (__TEXT,__text) external __ZN4llvm17PseudoSourceValue8getStackEv
00007ffb0a7daae0 (__TEXT,__text) external __ZN4llvm17PseudoSourceValueC1ENS_5Value7ValueTyE
00007ffb0a7daaa0 (__TEXT,__text) external __ZN4llvm17PseudoSourceValueC2ENS_5Value7ValueTyE
00007ffb0a7db240 (__TEXT,__text) non-external (was a private external) __ZN4llvm17PseudoSourceValueD0Ev
00007ffb0a7db230 (__TEXT,__text) non-external (was a private external) __ZN4llvm17PseudoSourceValueD1Ev
00007ffb0a7f55f0 (__TEXT,__text) external __ZN4llvm17RegisterClassInfo20runOnMachineFunctionERKNS_15MachineFunctionE
00007ffb0a7f55a0 (__TEXT,__text) external __ZN4llvm17RegisterClassInfoC1Ev
00007ffb0a7f5550 (__TEXT,__text) external __ZN4llvm17RegisterClassInfoC2Ev
00007ffb43c040a0 (__DATA,__common) external __ZN4llvm17RegisterScheduler8RegistryE
00007ffb0a619b30 (__TEXT,__text) non-external (was a private external) __ZN4llvm17RegisterSchedulerD1Ev
00007ffb0a805a00 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrs10exitRegionEv
00007ffb0a80ce20 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrs10fixupKillsEPNS_17MachineBasicBlockE
00007ffb0a8073c0 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrs10initSUnitsEv
00007ffb0a8059b0 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrs10startBlockEPNS_17MachineBasicBlockE
00007ffb0a8059e0 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrs11enterRegionEPNS_17MachineBasicBlockENS1_15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorIS4_EEEES7_j
00007ffb0a8059c0 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrs11finishBlockEv
00007ffb0a8066b0 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrs14addPhysRegDepsEPNS_5SUnitEj
00007ffb0a807010 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrs14addVRegDefDepsEPNS_5SUnitEj
00007ffb0a805f80 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrs14addVRegUseDepsEPNS_5SUnitEj
00007ffb0a80cce0 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrs14toggleKillFlagEPNS_12MachineInstrERNS_14MachineOperandE
00007ffb0a8078c0 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrs15buildSchedGraphEPNS_13AliasAnalysisEPNS_18RegPressureTrackerEPNS_13PressureDiffsE
00007ffb0a70bab0 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ScheduleDAGInstrs16finalizeScheduleEv
00007ffb0a806330 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrs18addPhysRegDataDepsEPNS_5SUnitEj
00007ffb0a80cc10 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrs18startBlockForKillsEPNS_17MachineBasicBlockE
00007ffb0a805a10 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrs19addSchedBarrierDepsEv
00007ffb0a805740 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrsC2ERNS_15MachineFunctionERKNS_15MachineLoopInfoERKNS_20MachineDominatorTreeEbbPNS_13LiveIntervalsE
00007ffb0acf9570 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ScheduleDAGInstrsD0Ev
00007ffb0acf9560 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ScheduleDAGInstrsD1Ev
00007ffb0a70bb50 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ScheduleDAGInstrsD2Ev
00007ffb0a7a49b0 (__TEXT,__text) external __ZN4llvm17ScheduleDAGMILive10scheduleMIEPNS_5SUnitEb
00007ffb0a7a3b90 (__TEXT,__text) external __ZN4llvm17ScheduleDAGMILive11enterRegionEPNS_17MachineBasicBlockENS1_15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorIS4_EEEES7_j
00007ffb0a7a3c40 (__TEXT,__text) external __ZN4llvm17ScheduleDAGMILive15initRegPressureEv
00007ffb0a7a4df0 (__TEXT,__text) external __ZN4llvm17ScheduleDAGMILive16computeDFSResultEv
00007ffb0a7a3e80 (__TEXT,__text) external __ZN4llvm17ScheduleDAGMILive19updatePressureDiffsENS_8ArrayRefIjEE
00007ffb0a7a48e0 (__TEXT,__text) external __ZN4llvm17ScheduleDAGMILive23buildDAGWithRegPressureEv
00007ffb0a7a4490 (__TEXT,__text) external __ZN4llvm17ScheduleDAGMILive23updateScheduledPressureEPKNS_5SUnitERKNSt3__16vectorIjNS4_9allocatorIjEEEE
00007ffb0a7a4fb0 (__TEXT,__text) external __ZN4llvm17ScheduleDAGMILive25computeCyclicCriticalPathEv
00007ffb0a7a4650 (__TEXT,__text) external __ZN4llvm17ScheduleDAGMILive8scheduleEv
00007ffb0a7ab080 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ScheduleDAGMILiveC2EPNS_19MachineSchedContextEPNS_20MachineSchedStrategyE
00007ffb0a7a3b60 (__TEXT,__text) external __ZN4llvm17ScheduleDAGMILiveD0Ev
00007ffb0a7a3b50 (__TEXT,__text) external __ZN4llvm17ScheduleDAGMILiveD1Ev
00007ffb0a7a3940 (__TEXT,__text) external __ZN4llvm17ScheduleDAGMILiveD2Ev
00007ffb0ab5a130 (__TEXT,__text) external __ZN4llvm17ShuffleVectorInst12getMaskValueEPNS_8ConstantEj
00007ffb0ab5a180 (__TEXT,__text) external __ZN4llvm17ShuffleVectorInst14getShuffleMaskEPNS_8ConstantERNS_15SmallVectorImplIiEE
00007ffb0ab59f80 (__TEXT,__text) external __ZN4llvm17ShuffleVectorInst15isValidOperandsEPKNS_5ValueES3_S3_
00007ffb0ab59f70 (__TEXT,__text) external __ZN4llvm17ShuffleVectorInstC1EPNS_5ValueES2_S2_RKNS_5TwineEPNS_10BasicBlockE
00007ffb0ab59da0 (__TEXT,__text) external __ZN4llvm17ShuffleVectorInstC1EPNS_5ValueES2_S2_RKNS_5TwineEPNS_11InstructionE
00007ffb0ab59db0 (__TEXT,__text) external __ZN4llvm17ShuffleVectorInstC2EPNS_5ValueES2_S2_RKNS_5TwineEPNS_10BasicBlockE
00007ffb0ab59be0 (__TEXT,__text) external __ZN4llvm17ShuffleVectorInstC2EPNS_5ValueES2_S2_RKNS_5TwineEPNS_11InstructionE
00007ffb0ab64260 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ShuffleVectorInstD0Ev
00007ffb0ab64250 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ShuffleVectorInstD1Ev
00007ffb0aa07d10 (__TEXT,__text) external __ZN4llvm17SimplifyTruncInstEPNS_5ValueEPNS_4TypeEPKNS_10DataLayoutEPKNS_17TargetLibraryInfoEPKNS_13DominatorTreeE
00007ffb0a952310 (__TEXT,__text) external __ZN4llvm17SplitCriticalEdgeEPNS_14TerminatorInstEjPNS_4PassEbbb
00007ffb0ac4a4f0 (__TEXT,__text) external __ZN4llvm17SubtargetFeatures10AddFeatureENS_9StringRefEb
00007ffb0ac4a920 (__TEXT,__text) external __ZN4llvm17SubtargetFeatures13ToggleFeatureEyNS_9StringRefEPKNS_18SubtargetFeatureKVEm
00007ffb0ac4adb0 (__TEXT,__text) external __ZN4llvm17SubtargetFeatures14getFeatureBitsENS_9StringRefEPKNS_18SubtargetFeatureKVEmS4_m
00007ffb0ac4b7b0 (__TEXT,__text) external __ZN4llvm17SubtargetFeatures27getDefaultSubtargetFeaturesERKNS_6TripleE
00007ffb0ac4a830 (__TEXT,__text) external __ZN4llvm17SubtargetFeaturesC1ENS_9StringRefE
00007ffb0ac4a630 (__TEXT,__text) external __ZN4llvm17SubtargetFeaturesC2ENS_9StringRefE
00007ffb43c03310 (__DATA,__data) external __ZN4llvm17TargetLibraryInfo13StandardNamesE
00007ffb0aa96b60 (__TEXT,__text) external __ZN4llvm17TargetLibraryInfo19disableAllFunctionsEv
00007ffb0aa96d50 (__TEXT,__text) non-external (was a private external) __ZN4llvm17TargetLibraryInfo20setAvailableWithNameENS_7LibFunc4FuncENS_9StringRefE
00007ffb43c042e9 (__DATA,__common) external __ZN4llvm17TargetLibraryInfo2IDE
00007ffb0aa96230 (__TEXT,__text) external __ZN4llvm17TargetLibraryInfo6anchorEv
00007ffb0aa96900 (__TEXT,__text) external __ZN4llvm17TargetLibraryInfoC1ERKNS_6TripleE
00007ffb0aa969e0 (__TEXT,__text) external __ZN4llvm17TargetLibraryInfoC1ERKS0_
00007ffb0aa96810 (__TEXT,__text) external __ZN4llvm17TargetLibraryInfoC1Ev
00007ffb0aa968a0 (__TEXT,__text) external __ZN4llvm17TargetLibraryInfoC2ERKNS_6TripleE
00007ffb0aa96960 (__TEXT,__text) external __ZN4llvm17TargetLibraryInfoC2ERKS0_
00007ffb0aa96240 (__TEXT,__text) external __ZN4llvm17TargetLibraryInfoC2Ev
00007ffb0aa96c00 (__TEXT,__text) non-external (was a private external) __ZN4llvm17TargetLibraryInfoD0Ev
00007ffb0aa96b80 (__TEXT,__text) non-external (was a private external) __ZN4llvm17TargetLibraryInfoD1Ev
00007ffb0ab66fc0 (__TEXT,__text) external __ZN4llvm17UnaryConstantExpr6anchorEv
00007ffb0ab670a0 (__TEXT,__text) non-external (was a private external) __ZN4llvm17UnaryConstantExprD0Ev
00007ffb0ab67060 (__TEXT,__text) non-external (was a private external) __ZN4llvm17UnaryConstantExprD1Ev
00007ffb0a9af1b0 (__TEXT,__text) external __ZN4llvm17ValueMaterializer6anchorEv
00007ffb0acf9670 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ValueMaterializerD0Ev
00007ffb0acf9660 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ValueMaterializerD1Ev
00007ffb417019e0 (__DATA_CONST,__const) external __ZN4llvm17VirtRegRewriterIDE
00007ffb0a3ff4f0 (__TEXT,__text) external __ZN4llvm17X86ATTInstPrinter10printAVXCCEPKNS_6MCInstEjRNS_11raw_ostreamE
00007ffb0a3ff170 (__TEXT,__text) external __ZN4llvm17X86ATTInstPrinter10printSSECCEPKNS_6MCInstEjRNS_11raw_ostreamE
00007ffb0a3fee10 (__TEXT,__text) external __ZN4llvm17X86ATTInstPrinter12printOperandEPKNS_6MCInstEjRNS_11raw_ostreamE
00007ffb0a3ff0c0 (__TEXT,__text) external __ZN4llvm17X86ATTInstPrinter13printPCRelImmEPKNS_6MCInstEjRNS_11raw_ostreamE
00007ffb0a400500 (__TEXT,__text) external __ZN4llvm17X86ATTInstPrinter14printMemOffsetEPKNS_6MCInstEjRNS_11raw_ostreamE
00007ffb0a3ffd20 (__TEXT,__text) external __ZN4llvm17X86ATTInstPrinter15getRegisterNameEj
00007ffb0a3ffd40 (__TEXT,__text) external __ZN4llvm17X86ATTInstPrinter15printAliasInstrEPKNS_6MCInstERNS_11raw_ostreamE
00007ffb0a3fdac0 (__TEXT,__text) external __ZN4llvm17X86ATTInstPrinter16printInstructionEPKNS_6MCInstERNS_11raw_ostreamE
00007ffb0a400170 (__TEXT,__text) external __ZN4llvm17X86ATTInstPrinter17printMemReferenceEPKNS_6MCInstEjRNS_11raw_ostreamE
00007ffb0a3ffc00 (__TEXT,__text) external __ZN4llvm17X86ATTInstPrinter20printRoundingControlEPKNS_6MCInstEjRNS_11raw_ostreamE
00007ffb0a400090 (__TEXT,__text) external __ZN4llvm17X86ATTInstPrinter9printInstEPKNS_6MCInstERNS_11raw_ostreamENS_9StringRefE
00007ffb0a400670 (__TEXT,__text) non-external (was a private external) __ZN4llvm17X86ATTInstPrinterD0Ev
00007ffb0a400660 (__TEXT,__text) non-external (was a private external) __ZN4llvm17X86ATTInstPrinterD1Ev
00007ffb0af40730 (__TEXT,__const) external __ZN4llvm17X86SubRegIdxListsE
00007ffb0a3796e0 (__TEXT,__text) external __ZN4llvm17X86TargetLowering21resetOperationActionsEv
00007ffb0a3d6010 (__TEXT,__text) non-external __ZN4llvm17X86TargetLowering21resetOperationActionsEv.cold.1
00007ffb0a3796d0 (__TEXT,__text) external __ZN4llvm17X86TargetLoweringC1ERNS_16X86TargetMachineE
00007ffb0a3794b0 (__TEXT,__text) external __ZN4llvm17X86TargetLoweringC2ERNS_16X86TargetMachineE
00007ffb0a3ceaf0 (__TEXT,__text) non-external (was a private external) __ZN4llvm17X86TargetLoweringD0Ev
00007ffb0a3cea60 (__TEXT,__text) non-external (was a private external) __ZN4llvm17X86TargetLoweringD1Ev
00007ffb0ac0b640 (__TEXT,__text) external __ZN4llvm17createAsmStreamerERNS_9MCContextERNS_21formatted_raw_ostreamEbbbPNS_13MCInstPrinterEPNS_13MCCodeEmitterEPNS_12MCAsmBackendEb
00007ffb0a20d1e0 (__TEXT,__text) external __ZN4llvm17createDebugIRPassEbbNS_9StringRefES0_
00007ffb0a20d260 (__TEXT,__text) external __ZN4llvm17createDebugIRPassEv
00007ffb0a70ca00 (__TEXT,__text) external __ZN4llvm17createDwarfEHPassEPKNS_13TargetMachineE
00007ffb0ac22500 (__TEXT,__text) external __ZN4llvm17createELFStreamerERNS_9MCContextERNS_12MCAsmBackendERNS_11raw_ostreamEPNS_13MCCodeEmitterEbb
00007ffb0aa00f00 (__TEXT,__text) external __ZN4llvm17createIVUsersPassEv
00007ffb0abbdd90 (__TEXT,__text) external __ZN4llvm17createMCAsmParserERNS_9SourceMgrERNS_9MCContextERNS_10MCStreamerERKNS_9MCAsmInfoE
00007ffb0aa37500 (__TEXT,__text) external __ZN4llvm17createPostDomTreeEv
00007ffb0a283c30 (__TEXT,__text) external __ZN4llvm17createPruneEHPassEv
00007ffb0a8ef8f0 (__TEXT,__text) external __ZN4llvm17createSinkingPassEv
00007ffb0aa9a8f0 (__TEXT,__text) external __ZN4llvm17createSlotTrackerEPKNS_6ModuleE
00007ffb0aa28210 (__TEXT,__text) external __ZN4llvm17extractCallocCallEPKNS_5ValueEPKNS_17TargetLibraryInfoE
00007ffb0aa27ee0 (__TEXT,__text) external __ZN4llvm17extractMallocCallEPKNS_5ValueEPKNS_17TargetLibraryInfoE
00007ffb0aadcde0 (__TEXT,__text) external __ZN4llvm17getEntireVariableENS_10DIVariableE
00007ffb0a4da220 (__TEXT,__text) external __ZN4llvm17getInstrPredicateEPKNS_12MachineInstrERj
00007ffb0a6fd7f0 (__TEXT,__text) external __ZN4llvm17initializeCodeGenERNS_12PassRegistryE
00007ffb0a25e8e0 (__TEXT,__text) external __ZN4llvm17initializeDAEPassERNS_12PassRegistryE
00007ffb0a25e9a0 (__TEXT,__text) external __ZN4llvm17initializeDAHPassERNS_12PassRegistryE
00007ffb0a858630 (__TEXT,__text) external __ZN4llvm17initializeDCEPassERNS_12PassRegistryE
00007ffb0a858de0 (__TEXT,__text) external __ZN4llvm17initializeDSEPassERNS_12PassRegistryE
00007ffb0a867450 (__TEXT,__text) external __ZN4llvm17initializeGVNPassERNS_12PassRegistryE
00007ffb0a7d7d40 (__TEXT,__text) external __ZN4llvm17initializePEIPassERNS_12PassRegistryE
00007ffb0a9c3810 (__TEXT,__text) external __ZN4llvm17isNoAliasArgumentEPKNS_5ValueE
00007ffb0a4d5c60 (__TEXT,__text) non-external (was a private external) __ZN4llvm17isV8EligibleForITINS_12MachineInstrEEEbPT_i
00007ffb0abb76d0 (__TEXT,__text) non-external (was a private external) __ZN4llvm17isV8EligibleForITINS_6MCInstEEEbPT_i
00007ffb0a8100b0 (__TEXT,__text) external __ZN4llvm17linkShadowStackGCEv
00007ffb0a9a3e50 (__TEXT,__text) external __ZN4llvm17simplifyUsersOfIVEPNS_7PHINodeEPNS_15ScalarEvolutionEPNS_13LPPassManagerERNS_15SmallVectorImplINS_6WeakVHEEEPNS_9IVVisitorE
00007ffb0a4394a0 (__TEXT,__text) non-external (was a private external) __ZN4llvm18ARM64FrameLoweringD0Ev
00007ffb0a439490 (__TEXT,__text) non-external (was a private external) __ZN4llvm18ARM64FrameLoweringD1Ev
00007ffb0afc2790 (__TEXT,__const) external __ZN4llvm18ARM64InstrNameDataE
00007ffb0a471200 (__TEXT,__text) external __ZN4llvm18ARM64TargetMachine16createPassConfigERNS_6legacy15PassManagerBaseE
00007ffb0a4711c0 (__TEXT,__text) external __ZN4llvm18ARM64TargetMachine17addAnalysisPassesERNS_6legacy15PassManagerBaseE
00007ffb0a4711b0 (__TEXT,__text) external __ZN4llvm18ARM64TargetMachineC1ERKNS_6TargetENS_9StringRefES4_S4_RKNS_13TargetOptionsENS_5Reloc5ModelENS_9CodeModel5ModelENS_10CodeGenOpt5LevelE
00007ffb0a470d20 (__TEXT,__text) external __ZN4llvm18ARM64TargetMachineC2ERKNS_6TargetENS_9StringRefES4_S4_RKNS_13TargetOptionsENS_5Reloc5ModelENS_9CodeModel5ModelENS_10CodeGenOpt5LevelE
00007ffb0a471260 (__TEXT,__text) non-external (was a private external) __ZN4llvm18ARM64TargetMachineD0Ev
00007ffb0a471250 (__TEXT,__text) non-external (was a private external) __ZN4llvm18ARM64TargetMachineD1Ev
00007ffb0a471610 (__TEXT,__text) non-external (was a private external) __ZN4llvm18ARM64TargetMachineD2Ev
00007ffb0a4f8000 (__TEXT,__text) external __ZN4llvm18ARMConstantPoolMBB12hasSameValueEPNS_20ARMConstantPoolValueE
00007ffb0a4f8040 (__TEXT,__text) external __ZN4llvm18ARMConstantPoolMBB20addSelectionDAGCSEIdERNS_16FoldingSetNodeIDE
00007ffb0a4f7f70 (__TEXT,__text) external __ZN4llvm18ARMConstantPoolMBB25getExistingMachineCPValueEPNS_19MachineConstantPoolEj
00007ffb0a4f7ef0 (__TEXT,__text) external __ZN4llvm18ARMConstantPoolMBB6CreateERNS_11LLVMContextEPKNS_17MachineBasicBlockEjh
00007ffb0a4f7e80 (__TEXT,__text) external __ZN4llvm18ARMConstantPoolMBBC1ERNS_11LLVMContextEPKNS_17MachineBasicBlockEjhNS_5ARMCP13ARMCPModifierEb
00007ffb0a4f7e10 (__TEXT,__text) external __ZN4llvm18ARMConstantPoolMBBC2ERNS_11LLVMContextEPKNS_17MachineBasicBlockEjhNS_5ARMCP13ARMCPModifierEb
00007ffb0a4f81a0 (__TEXT,__text) non-external (was a private external) __ZN4llvm18ARMConstantPoolMBBD0Ev
00007ffb0a4f8190 (__TEXT,__text) non-external (was a private external) __ZN4llvm18ARMConstantPoolMBBD1Ev
00007ffb0b072830 (__TEXT,__const) external __ZN4llvm18ARMForwardingPathsE
00007ffb0a4e1ac0 (__TEXT,__text) external __ZN4llvm18ARMGenRegisterInfoC2Ejjjj
00007ffb0acf91d0 (__TEXT,__text) non-external (was a private external) __ZN4llvm18ARMGenRegisterInfoD0Ev
00007ffb0acf91c0 (__TEXT,__text) non-external (was a private external) __ZN4llvm18ARMGenRegisterInfoD1Ev
00007ffb0abdea20 (__TEXT,__text) external __ZN4llvm18ARMMCAsmInfoDarwin6anchorEv
00007ffb0abdeaa0 (__TEXT,__text) external __ZN4llvm18ARMMCAsmInfoDarwinC1Ev
00007ffb0abdea30 (__TEXT,__text) external __ZN4llvm18ARMMCAsmInfoDarwinC2Ev
00007ffb0abdec30 (__TEXT,__text) non-external (was a private external) __ZN4llvm18ARMMCAsmInfoDarwinD0Ev
00007ffb0abdec20 (__TEXT,__text) non-external (was a private external) __ZN4llvm18ARMMCAsmInfoDarwinD1Ev
00007ffb0b058f50 (__TEXT,__const) external __ZN4llvm18ARMSubRegIdxRangesE
00007ffb0aaa8780 (__TEXT,__text) external __ZN4llvm18AlignAttributeImpl6anchorEv
00007ffb0aaac410 (__TEXT,__text) non-external (was a private external) __ZN4llvm18AlignAttributeImplD0Ev
00007ffb0aaac400 (__TEXT,__text) non-external (was a private external) __ZN4llvm18AlignAttributeImplD1Ev
00007ffb0ab66fd0 (__TEXT,__text) external __ZN4llvm18BinaryConstantExpr6anchorEv
00007ffb0aac7f50 (__TEXT,__text) non-external (was a private external) __ZN4llvm18BinaryConstantExprC2EjPNS_8ConstantES2_j
00007ffb0ab67130 (__TEXT,__text) non-external (was a private external) __ZN4llvm18BinaryConstantExprD0Ev
00007ffb0ab670f0 (__TEXT,__text) non-external (was a private external) __ZN4llvm18BinaryConstantExprD1Ev
00007ffb0a9d45d0 (__TEXT,__text) non-external (was a private external) __ZN4llvm18BlockFrequencyImplINS_10BasicBlockENS_8FunctionENS_21BranchProbabilityInfoEE10doFunctionEPS2_PS3_
