000000020ccd3d60 (__DATA,__data) non-external _.compoundliteral
00000001e1bee484 (__TEXT,__text) non-external (was a private external) _glpNameTablePutPrecision
00000001e1bee4f4 (__TEXT,__text) non-external (was a private external) _glpNameTableSetGLSLExtensionBehavior
00000001e1bee270 (__TEXT,__text) non-external (was a private external) _glpNameTableSetGLSLVersion
00000001e1bef074 (__TEXT,__text) non-external (was a private external) _glpNameTableSetStatementIndex
00000001e1bef0e0 (__TEXT,__text) non-external (was a private external) _glpNameTableSetTopLevelBlock
00000001e1c0edc8 (__TEXT,__text) non-external (was a private external) _glpNotEqualNodeGetIsFromSource
00000001e1c11924 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetBankIndex
00000001e1c11914 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetCompStride
00000001e1c118e4 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetExtra
00000001e1c1193c (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetOffsetExpr
00000001e1c11904 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetPreSwizzlePrimitiveType
00000001e1c118f4 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetSwizzle
00000001e1c11954 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetVectorElementExpr
00000001e1c11930 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetBankIndex
00000001e1c1191c (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetCompStride
00000001e1c118ec (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetExtra
00000001e1c11948 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetOffsetExpr
00000001e1c1190c (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetPreSwizzlePrimitiveType
00000001e1c118fc (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetSwizzle
00000001e1c11960 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetVectorElementExpr
00000001e1c0f28c (__TEXT,__text) non-external (was a private external) _glpOpAssignNodeGetDesugar
00000001e1bb3860 (__TEXT,__text) non-external (was a private external) _glpOpenArchive
00000001e1bf7e84 (__TEXT,__text) non-external (was a private external) _glpOperatorAsFunctionError
00000001e1c5f1c4 (__TEXT,__text) external _glpPPDisassemble
00000001e1c9495c (__TEXT,__const) non-external _glpPPDisassemble.shaderTargets
0000000209f66498 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_filters
0000000209f66508 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_formats
0000000209f665e8 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_types
0000000209f664c8 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_wraps
00000001e1c620f4 (__TEXT,__text) external _glpPPDisassembleFree
00000001e1c6decc (__TEXT,__text) external _glpPPShaderLinearize
00000001e1c6ded4 (__TEXT,__text) external _glpPPShaderLinearizeEx
00000001e1c6c94c (__TEXT,__text) external _glpPPShaderLinearizeStreamMgr
00000001e1c6c954 (__TEXT,__text) external _glpPPShaderLinearizeStreamMgrEx
00000001e1c11c8c (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetHasOffset
00000001e1c11c84 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetHasSrctex
00000001e1c11c7c (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetOpPrimitiveType
00000001e1c11c74 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetOpcode
00000001e1c11c6c (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetReturnPrimitiveType
00000001e1b457fc (__TEXT,__text) external _glpPPStreamTokenDump
00000001e1b45804 (__TEXT,__text) external _glpPPStreamTokenDumpFree
00000001e1c2e520 (__TEXT,__text) non-external (was a private external) _glpPPTNode
00000001e1c3df50 (__TEXT,__text) non-external (was a private external) _glpPaIdentOrType
00000001e1c3e004 (__TEXT,__text) non-external (was a private external) _glpPaParseComment
00000001e1c3e824 (__TEXT,__text) non-external (was a private external) _glpPaParseStrings
00000001e1c3de7c (__TEXT,__text) non-external (was a private external) _glpPaReservedWord
00000001e1bdbc58 (__TEXT,__text) non-external (was a private external) _glpPackConstants
00000001e1c0f5a8 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetExtra
00000001e1c0f59c (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetName
00000001e1c0f5b8 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetType
00000001e1c0f5b0 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetExtra
00000001e1c0f5c4 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetType
00000001e1c3f430 (__TEXT,__text) non-external (was a private external) _glpParseContextSetGLSLVersion
00000001e1c3f55c (__TEXT,__text) non-external (was a private external) _glpParseContextValidateGLSLVersion
00000001e1bf4208 (__TEXT,__text) non-external (was a private external) _glpParseQualifiers
00000001e1bde4fc (__TEXT,__text) non-external (was a private external) _glpParseRecover
00000001e1bb1dbc (__TEXT,__text) non-external (was a private external) _glpPointerHashCache_b
00000001e1bb1d58 (__TEXT,__text) non-external (was a private external) _glpPointerHashGet
00000001e1bb1b9c (__TEXT,__text) non-external (was a private external) _glpPointerHashPut
00000001e1bb1e20 (__TEXT,__text) non-external (was a private external) _glpPointerHashRemove
00000001e1bdd54c (__TEXT,__text) non-external (was a private external) _glpPopulatePrecisionWidths
00000001e1c0fbc4 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetQualifier
00000001e1c0fbdc (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetType
00000001e1c0fbd0 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetQualifier
00000001e1c0fbe8 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetType
00000001e1bdca7c (__TEXT,__text) non-external (was a private external) _glpPrecisionIndexFromSAFlags
00000001e1bf6998 (__TEXT,__text) non-external (was a private external) _glpPrecisionQualifierFromSaFlags
00000001e1bf10f0 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumnType
00000001e1bf0dc8 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumns
00000001e1bf1448 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetElementType
00000001e1bf129c (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRowType
00000001e1bf0f5c (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRows
00000001e1bf17e0 (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPDatatype
00000001e1bf15d4 (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPTextarget
00000001e1c01870 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeFromString
00000001e1bf1cf0 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetByteStride
00000001e1bf1bb8 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetBytesPerComponent
00000001e1bf0a5c (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetCategory
00000001e1bf0a30 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetGLType
00000001e1bf1c0c (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetMaxComponentsPerVec4
00000001e1bf1c68 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetNumVec4s
00000001e1c0189c (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetPrimitiveType
00000001e1bf1b18 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarCount
00000001e1bf1974 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarType
00000001e1c10064 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeNodeGetType
00000001e1bf1a1c (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeReplaceScalarType
00000001e1bc9ef4 (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType
00000001e1c89604 (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType.cold.1
00000001e1bf097c (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeToString
00000001e1bf0c24 (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetElementType
00000001e1bf0a88 (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetLength
00000001e1bd7618 (__TEXT,__text) non-external _glpProcessComponentWiseVectorAssignment
00000001e1b39638 (__TEXT,__text) non-external _glpProgram_PPStreamAddAddressUsage
00000001e1b39650 (__TEXT,__text) non-external _glpProgram_PPStreamAddAttribBinding
00000001e1b39714 (__TEXT,__text) non-external _glpProgram_PPStreamAddConstant
00000001e1b3971c (__TEXT,__text) non-external _glpProgram_PPStreamAddLabel
00000001e1b395dc (__TEXT,__text) non-external _glpProgram_PPStreamAddOperation
00000001e1b3970c (__TEXT,__text) non-external _glpProgram_PPStreamAddOption
00000001e1b396b8 (__TEXT,__text) non-external _glpProgram_PPStreamAddOutputBinding
00000001e1b39640 (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBinding
00000001e1b39648 (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBindingArray
00000001e1b39630 (__TEXT,__text) non-external _glpProgram_PPStreamAddTempUsage
00000001e1b39770 (__TEXT,__text) non-external _glpProgram_PPStreamResolveBranches
00000001e1b395d0 (__TEXT,__text) non-external _glpProgram_PPStreamSetTarget
00000001e1bfbcd0 (__TEXT,__text) non-external (was a private external) _glpPushdownPrecision
00000001e1c0fd40 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeAddDeclaration
00000001e1c0fd28 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclaration
00000001e1c0fd20 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclarationCount
00000001e1c0fd48 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeInsertDeclaration
00000001e1c0fd34 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeSetDeclaration
00000001e1c0fc8c (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetName
00000001e1c0fc98 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetQualifiers
00000001e1c0fca4 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeSetQualifiers
00000001e1c0ffcc (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetQualifiers
00000001e1c0ffb4 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetType
00000001e1c0ffd8 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetQualifiers
00000001e1c0ffc0 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetType
00000001e1bf419c (__TEXT,__text) non-external (was a private external) _glpQualifierKindOfNode
00000001e1bf4170 (__TEXT,__text) non-external (was a private external) _glpQualifierKindToString
00000001e1c109e8 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeAddQualifier
00000001e1c109d0 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeGetQualifier
00000001e1c109c8 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeGetQualifierCount
00000001e1c109f0 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeInsertQualifier
00000001e1c109dc (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeSetQualifier
00000001e1bf1d0c (__TEXT,__text) non-external (was a private external) _glpQualifierName
00000001e1c11afc (__TEXT,__text) non-external (was a private external) _glpRValueNodeGetBase
00000001e1c11b08 (__TEXT,__text) non-external (was a private external) _glpRValueNodeSetBase
00000001e1c1175c (__TEXT,__text) non-external (was a private external) _glpRawCallNodeGetExtra
00000001e1c11750 (__TEXT,__text) non-external (was a private external) _glpRawCallNodeGetName
00000001e1c11764 (__TEXT,__text) non-external (was a private external) _glpRawCallNodeSetExtra
00000001e1bfc918 (__TEXT,__text) non-external (was a private external) _glpReInitDeserialContext
00000001e1c0f294 (__TEXT,__text) non-external (was a private external) _glpReadInputNodeGetExtra
00000001e1c0766c (__TEXT,__text) non-external (was a private external) _glpRemapValue
00000001e1c3f0e0 (__TEXT,__text) non-external (was a private external) _glpResetErrMsg
00000001e1c114a8 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeGetExpr
00000001e1c11498 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeGetExtra
00000001e1c114b4 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeSetExpr
00000001e1c114a0 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeSetExtra
00000001e1c31438 (__TEXT,__text) non-external _glpSAAdd
00000001e1c2fb90 (__TEXT,__text) non-external _glpSAArrayAccess
00000001e1c36934 (__TEXT,__text) non-external _glpSAArrayType
00000001e1c3271c (__TEXT,__text) non-external _glpSAAssign
00000001e1c3a004 (__TEXT,__text) non-external _glpSAAvailabilityDeclaration
00000001e1c3a7a8 (__TEXT,__text) non-external _glpSABinaryOperator
00000001e1c32100 (__TEXT,__text) non-external _glpSABitwiseAnd
00000001e1c312a8 (__TEXT,__text) non-external _glpSABitwiseNot
00000001e1c32164 (__TEXT,__text) non-external _glpSABitwiseOr
00000001e1c321c8 (__TEXT,__text) non-external _glpSABitwiseXor
00000001e1c38d74 (__TEXT,__text) non-external _glpSABlock
00000001e1c39924 (__TEXT,__text) non-external _glpSABreakStatement
00000001e1bfafb4 (__TEXT,__text) non-external (was a private external) _glpSABuiltinPPStreamOp
00000001e1c3a454 (__TEXT,__text) non-external _glpSACall
00000001e1c3978c (__TEXT,__text) non-external _glpSACaseStatement
00000001e1c33298 (__TEXT,__text) non-external _glpSACommaExpr
00000001e1c2fb38 (__TEXT,__text) non-external _glpSAConstant
00000001e1c30f54 (__TEXT,__text) non-external _glpSAConstructorCall
00000001e1c399f0 (__TEXT,__text) non-external _glpSAContinueStatement
00000001e1c3986c (__TEXT,__text) non-external _glpSADefaultStatement
00000001e1c3ad6c (__TEXT,__text) non-external _glpSADeref
00000001e1c39ab4 (__TEXT,__text) non-external _glpSADiscardStatement
00000001e1c31370 (__TEXT,__text) non-external _glpSADivide
00000001e1c31838 (__TEXT,__text) non-external _glpSAEqual
00000001e1c38bf4 (__TEXT,__text) non-external _glpSAExpressionStatement
00000001e1bf59d4 (__TEXT,__text) non-external (was a private external) _glpSAFailed
00000001e1c2fe94 (__TEXT,__text) non-external _glpSAFieldAccess
00000001e1bf5dc0 (__TEXT,__text) non-external (was a private external) _glpSAFieldAccessInternal
00000001e1c36b14 (__TEXT,__text) non-external _glpSAFieldDeclaration
00000001e1c30488 (__TEXT,__text) non-external _glpSAFunctionCall
00000001e1c36110 (__TEXT,__text) non-external _glpSAFunctionDefinition
00000001e1c3372c (__TEXT,__text) non-external _glpSAFunctionPrototype
00000001e1c389c4 (__TEXT,__text) non-external _glpSAGlobalTypeQualifier
00000001e1c31700 (__TEXT,__text) non-external _glpSAGreater
00000001e1c3179c (__TEXT,__text) non-external _glpSAGreaterEqual
00000001e1c3a234 (__TEXT,__text) non-external _glpSAIBPartialDeref
