
/System/Library/PrivateFrameworks/AMPDevices.framework/Versions/A/Support/AMPDevicesAgent (for architecture x86_64):
                 (undefined) external _AVCFApplicationAuthorizationChallengeProviderNone (from AVFoundationCF)
                 (undefined) external _AVCFAssetCancelLoading (from AVFoundationCF)
                 (undefined) external _AVCFAssetCopyAssetTracks (from AVFoundationCF)
                 (undefined) external _AVCFAssetCopyAvailableChapterLocales (from AVFoundationCF)
                 (undefined) external _AVCFAssetCopyChapterMetadataGroupsWithTitleLocale (from AVFoundationCF)
                 (undefined) external _AVCFAssetCopyMetadataForFormat (from AVFoundationCF)
                 (undefined) external _AVCFAssetCopyTracksWithMediaType (from AVFoundationCF)
                 (undefined) external _AVCFAssetCreateWithByteStreamAndOptions (from AVFoundationCF)
                 (undefined) external _AVCFAssetExportPresetAppleM4VAppleTV (from AVFoundationCF)
                 (undefined) external _AVCFAssetExportPresetAppleM4ViPod (from AVFoundationCF)
                 (undefined) external _AVCFAssetExportSessionCancelExport (from AVFoundationCF)
                 (undefined) external _AVCFAssetExportSessionCopyError (from AVFoundationCF)
                 (undefined) external _AVCFAssetExportSessionCopySupportedFileTypes (from AVFoundationCF)
                 (undefined) external _AVCFAssetExportSessionCreateWithAssetAndPreset (from AVFoundationCF)
                 (undefined) external _AVCFAssetExportSessionExportAsynchronouslyWithCompletionCallback (from AVFoundationCF)
                 (undefined) external _AVCFAssetExportSessionGetProgress (from AVFoundationCF)
                 (undefined) external _AVCFAssetExportSessionGetStatus (from AVFoundationCF)
                 (undefined) external _AVCFAssetExportSessionSetOutputFileType (from AVFoundationCF)
                 (undefined) external _AVCFAssetExportSessionSetOutputURL (from AVFoundationCF)
                 (undefined) external _AVCFAssetExportSessionSetTimeRange (from AVFoundationCF)
                 (undefined) external _AVCFAssetGetDuration (from AVFoundationCF)
                 (undefined) external _AVCFAssetGetNaturalSize (from AVFoundationCF)
                 (undefined) external _AVCFAssetGetStatusOfValueForProperty (from AVFoundationCF)
                 (undefined) external _AVCFAssetHasCompressedMovieAtom (from AVFoundationCF)
                 (undefined) external _AVCFAssetHasProtectedContent (from AVFoundationCF)
                 (undefined) external _AVCFAssetImageGeneratorApertureModeEncodedPixels (from AVFoundationCF)
                 (undefined) external _AVCFAssetImageGeneratorCopyCGImageAtTime (from AVFoundationCF)
                 (undefined) external _AVCFAssetImageGeneratorCreateWithAsset (from AVFoundationCF)
                 (undefined) external _AVCFAssetImageGeneratorSetApertureMode (from AVFoundationCF)
                 (undefined) external _AVCFAssetImageGeneratorSetAppliesPreferredTrackTransform (from AVFoundationCF)
                 (undefined) external _AVCFAssetImageGeneratorSetRequestedTimeToleranceAfter (from AVFoundationCF)
                 (undefined) external _AVCFAssetImageGeneratorSetRequestedTimeToleranceBefore (from AVFoundationCF)
                 (undefined) external _AVCFAssetLoadValuesAsynchronouslyForProperties (from AVFoundationCF)
                 (undefined) external _AVCFAssetPropertyAvailableMetadataFormats (from AVFoundationCF)
                 (undefined) external _AVCFAssetPropertyCommonMetadata (from AVFoundationCF)
                 (undefined) external _AVCFAssetPropertyDuration (from AVFoundationCF)
                 (undefined) external _AVCFAssetReaderAddOutput (from AVFoundationCF)
                 (undefined) external _AVCFAssetReaderAudioMixOutputCreateWithOutputSettings (from AVFoundationCF)
                 (undefined) external _AVCFAssetReaderCopyError (from AVFoundationCF)
                 (undefined) external _AVCFAssetReaderCreateWithAsset (from AVFoundationCF)
                 (undefined) external _AVCFAssetReaderGetStatus (from AVFoundationCF)
                 (undefined) external _AVCFAssetReaderOutputCopyNextSampleBuffer (from AVFoundationCF)
                 (undefined) external _AVCFAssetReaderOutputCopyOutputSettings (from AVFoundationCF)
                 (undefined) external _AVCFAssetReaderSetTimeRange (from AVFoundationCF)
                 (undefined) external _AVCFAssetReaderStartReading (from AVFoundationCF)
                 (undefined) external _AVCFAssetReaderTrackOutputCreateWithOutputSettings (from AVFoundationCF)
                 (undefined) external _AVCFAssetTrackCopyFormatDescriptions (from AVFoundationCF)
                 (undefined) external _AVCFAssetTrackGetEstimatedDataRate (from AVFoundationCF)
                 (undefined) external _AVCFAssetTrackGetMediaType (from AVFoundationCF)
                 (undefined) external _AVCFAssetTrackGetNominalFrameRate (from AVFoundationCF)
                 (undefined) external _AVCFAssetTrackGetNonDroppableFrameRate (from AVFoundationCF)
                 (undefined) external _AVCFAssetTrackGetTimeRange (from AVFoundationCF)
                 (undefined) external _AVCFAssetTrackGetTotalSampleDataLength (from AVFoundationCF)
                 (undefined) external _AVCFAssetTrackGetTrackID (from AVFoundationCF)
                 (undefined) external _AVCFAssetTrackHasMediaCharacteristic (from AVFoundationCF)
                 (undefined) external _AVCFAssetTrackIsEnabled (from AVFoundationCF)
                 (undefined) external _AVCFAssetTrackIsFrameReorderingRequired (from AVFoundationCF)
                 (undefined) external _AVCFAssetTrackIsSelfContained (from AVFoundationCF)
                 (undefined) external _AVCFFormatIDKey (from AVFoundationCF)
                 (undefined) external _AVCFInitializeProtectedContentPlaybackSupportAudioKey (from AVFoundationCF)
                 (undefined) external _AVCFInitializeProtectedContentPlaybackSupportVideoKey (from AVFoundationCF)
                 (undefined) external _AVCFLinearPCMBitDepthKey (from AVFoundationCF)
                 (undefined) external _AVCFLinearPCMIsBigEndianKey (from AVFoundationCF)
                 (undefined) external _AVCFLinearPCMIsFloatKey (from AVFoundationCF)
                 (undefined) external _AVCFLinearPCMIsNonInterleavedKey (from AVFoundationCF)
                 (undefined) external _AVCFMediaCharacteristicVisual (from AVFoundationCF)
                 (undefined) external _AVCFMediaTypeAudio (from AVFoundationCF)
                 (undefined) external _AVCFMediaTypeClosedCaption (from AVFoundationCF)
                 (undefined) external _AVCFMediaTypeSubtitle (from AVFoundationCF)
                 (undefined) external _AVCFMediaTypeVideo (from AVFoundationCF)
                 (undefined) external _AVCFMetadataCommonKeyArtwork (from AVFoundationCF)
                 (undefined) external _AVCFMetadataCommonKeyTitle (from AVFoundationCF)
                 (undefined) external _AVCFMetadataFormatQuickTimeMetadata (from AVFoundationCF)
                 (undefined) external _AVCFMetadataFormatQuickTimeUserData (from AVFoundationCF)
                 (undefined) external _AVCFMetadataFormatiTunesMetadata (from AVFoundationCF)
                 (undefined) external _AVCFMetadataItemCopyCommonKey (from AVFoundationCF)
                 (undefined) external _AVCFMetadataItemCopyDataValue (from AVFoundationCF)
                 (undefined) external _AVCFMetadataItemCopyExtraAttributes (from AVFoundationCF)
                 (undefined) external _AVCFMetadataItemCopyKey (from AVFoundationCF)
                 (undefined) external _AVCFMetadataItemCopyKeySpace (from AVFoundationCF)
                 (undefined) external _AVCFMetadataItemCopyStringValue (from AVFoundationCF)
                 (undefined) external _AVCFMetadataItemCopyValue (from AVFoundationCF)
                 (undefined) external _AVCFMetadataItemCreateMutable (from AVFoundationCF)
                 (undefined) external _AVCFMetadataItemGetStatusOfValueForProperty (from AVFoundationCF)
                 (undefined) external _AVCFMetadataItemGetTypeID (from AVFoundationCF)
                 (undefined) external _AVCFMetadataItemLoadValuesAsynchronouslyForProperties (from AVFoundationCF)
                 (undefined) external _AVCFMetadataItemPropertyDataValue (from AVFoundationCF)
                 (undefined) external _AVCFMetadataItemPropertyStringValue (from AVFoundationCF)
                 (undefined) external _AVCFMetadataItemSetKey (from AVFoundationCF)
                 (undefined) external _AVCFMetadataItemSetValue (from AVFoundationCF)
                 (undefined) external _AVCFMetadataKeySpaceQuickTimeMetadata (from AVFoundationCF)
                 (undefined) external _AVCFMetadataQuickTimeMetadataKeyAlbum (from AVFoundationCF)
                 (undefined) external _AVCFMetadataQuickTimeMetadataKeyArtist (from AVFoundationCF)
                 (undefined) external _AVCFMetadataQuickTimeMetadataKeyComment (from AVFoundationCF)
                 (undefined) external _AVCFMetadataQuickTimeMetadataKeyComposer (from AVFoundationCF)
                 (undefined) external _AVCFMetadataQuickTimeMetadataKeyCopyright (from AVFoundationCF)
                 (undefined) external _AVCFMetadataQuickTimeMetadataKeyDisplayName (from AVFoundationCF)
                 (undefined) external _AVCFMetadataQuickTimeMetadataKeyGenre (from AVFoundationCF)
                 (undefined) external _AVCFMetadataQuickTimeUserDataKeyAlbum (from AVFoundationCF)
                 (undefined) external _AVCFMetadataQuickTimeUserDataKeyArtist (from AVFoundationCF)
