00000001e9817368 (__DATA,__data) non-external _.compoundliteral
00000001dd4a942c (__TEXT,__text) non-external _glpMutableValueFromVec
00000001dd4656cc (__TEXT,__text) non-external (was a private external) _glpNameTableGet
00000001dd466284 (__TEXT,__text) non-external (was a private external) _glpNameTableGetCurrentFunction
00000001dd465688 (__TEXT,__text) non-external (was a private external) _glpNameTableGetGLSLVersion
00000001dd465618 (__TEXT,__text) non-external (was a private external) _glpNameTableGetLanguage
00000001dd46628c (__TEXT,__text) non-external (was a private external) _glpNameTableGetPrecision
00000001dd4656b8 (__TEXT,__text) non-external (was a private external) _glpNameTableIsExtensionEnabled
00000001dd466218 (__TEXT,__text) non-external (was a private external) _glpNameTablePop
00000001dd4660f4 (__TEXT,__text) non-external (was a private external) _glpNameTablePush
00000001dd4661c0 (__TEXT,__text) non-external (was a private external) _glpNameTablePushForFunction
00000001dd465fcc (__TEXT,__text) non-external (was a private external) _glpNameTablePut
00000001dd465620 (__TEXT,__text) non-external (was a private external) _glpNameTablePutPrecision
00000001dd465690 (__TEXT,__text) non-external (was a private external) _glpNameTableSetGLSLExtensionBehavior
00000001dd46540c (__TEXT,__text) non-external (was a private external) _glpNameTableSetGLSLVersion
00000001dd46620c (__TEXT,__text) non-external (was a private external) _glpNameTableSetStatementIndex
00000001dd466278 (__TEXT,__text) non-external (was a private external) _glpNameTableSetTopLevelBlock
00000001dd485fa8 (__TEXT,__text) non-external (was a private external) _glpNotEqualNodeGetIsFromSource
00000001dd488ab8 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetBankIndex
00000001dd488aa8 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetCompStride
00000001dd488a78 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetExtra
00000001dd488ad0 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetOffsetExpr
00000001dd488a98 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetPreSwizzlePrimitiveType
00000001dd488a88 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetSwizzle
00000001dd488ae8 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetVectorElementExpr
00000001dd488ac4 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetBankIndex
00000001dd488ab0 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetCompStride
00000001dd488a80 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetExtra
00000001dd488adc (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetOffsetExpr
00000001dd488aa0 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetPreSwizzlePrimitiveType
00000001dd488a90 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetSwizzle
00000001dd488af4 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetVectorElementExpr
00000001dd486468 (__TEXT,__text) non-external (was a private external) _glpOpAssignNodeGetDesugar
00000001dd42c418 (__TEXT,__text) non-external (was a private external) _glpOpenArchive
00000001dd46ef24 (__TEXT,__text) non-external (was a private external) _glpOperatorAsFunctionError
00000001dd4cb230 (__TEXT,__text) external _glpPPDisassemble
00000001dd4fe690 (__TEXT,__const) non-external _glpPPDisassemble.shaderTargets
00000001e5852f00 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_filters
00000001e5852f70 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_formats
00000001e5853050 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_types
00000001e5852f30 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_wraps
00000001dd4ce21c (__TEXT,__text) external _glpPPDisassembleFree
00000001dd4d9cc4 (__TEXT,__text) external _glpPPShaderLinearize
00000001dd4d9ccc (__TEXT,__text) external _glpPPShaderLinearizeEx
00000001dd4d8808 (__TEXT,__text) external _glpPPShaderLinearizeStreamMgr
00000001dd4d8810 (__TEXT,__text) external _glpPPShaderLinearizeStreamMgrEx
00000001dd488e24 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetHasOffset
00000001dd488e1c (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetHasSrctex
00000001dd488e14 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetOpPrimitiveType
00000001dd488e0c (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetOpcode
00000001dd488e04 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetReturnPrimitiveType
00000001dd3c37e4 (__TEXT,__text) external _glpPPStreamTokenDump
00000001dd3c37ec (__TEXT,__text) external _glpPPStreamTokenDumpFree
00000001dd4aaf74 (__TEXT,__text) non-external _glpPPTFunctionDefinition
00000001dd4aabbc (__TEXT,__text) non-external (was a private external) _glpPPTNode
00000001dd4ab198 (__TEXT,__text) non-external _glpPPTRawCall
00000001dd4ab0a0 (__TEXT,__text) non-external _glpPPTSwitchStatement
00000001dd4aae08 (__TEXT,__text) non-external _glpPPTVariableDeclaration
00000001dd4ba2bc (__TEXT,__text) non-external (was a private external) _glpPaIdentOrType
00000001dd4ba3e8 (__TEXT,__text) non-external (was a private external) _glpPaParseComment
00000001dd4bac3c (__TEXT,__text) non-external (was a private external) _glpPaParseStrings
00000001dd4ba1e8 (__TEXT,__text) non-external (was a private external) _glpPaReservedWord
00000001dd452f04 (__TEXT,__text) non-external (was a private external) _glpPackConstants
00000001dd486774 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetExtra
00000001dd486768 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetName
00000001dd486784 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetType
00000001dd48677c (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetExtra
00000001dd486790 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetType
00000001dd4bb83c (__TEXT,__text) non-external (was a private external) _glpParseContextSetGLSLVersion
00000001dd4bb968 (__TEXT,__text) non-external (was a private external) _glpParseContextValidateGLSLVersion
00000001dd46b2d0 (__TEXT,__text) non-external (was a private external) _glpParseQualifiers
00000001dd455810 (__TEXT,__text) non-external (was a private external) _glpParseRecover
00000001dd42a998 (__TEXT,__text) non-external (was a private external) _glpPointerHashCache_b
00000001dd42a934 (__TEXT,__text) non-external (was a private external) _glpPointerHashGet
00000001dd42a780 (__TEXT,__text) non-external (was a private external) _glpPointerHashPut
00000001dd42a9fc (__TEXT,__text) non-external (was a private external) _glpPointerHashRemove
00000001dd454890 (__TEXT,__text) non-external (was a private external) _glpPopulatePrecisionWidths
00000001dd486d70 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetQualifier
00000001dd486d88 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetType
00000001dd486d7c (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetQualifier
00000001dd486d94 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetType
00000001dd453d4c (__TEXT,__text) non-external (was a private external) _glpPrecisionIndexFromSAFlags
00000001dd46da48 (__TEXT,__text) non-external (was a private external) _glpPrecisionQualifierFromSaFlags
00000001dd468160 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumnType
00000001dd467e38 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumns
00000001dd4684b8 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetElementType
00000001dd46830c (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRowType
00000001dd467fcc (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRows
00000001dd468850 (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPDatatype
00000001dd468644 (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPTextarget
00000001dd47889c (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeFromString
00000001dd468d7c (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetByteStride
00000001dd468c3c (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetBytesPerComponent
00000001dd467acc (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetCategory
00000001dd467aa0 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetGLType
00000001dd468c90 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetMaxComponentsPerVec4
00000001dd468cec (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetNumVec4s
00000001dd4788c8 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetPrimitiveType
00000001dd468b9c (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarCount
00000001dd4689e4 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarType
00000001dd4871f8 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeNodeGetType
00000001dd468a8c (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeReplaceScalarType
00000001dd4403a8 (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType
00000001dd4f3428 (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType.cold.1
00000001dd4679ac (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeToString
00000001dd467c94 (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetElementType
00000001dd467af8 (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetLength
00000001dd44df08 (__TEXT,__text) non-external _glpProcessComponentWiseVectorAssignment
00000001dd3b7920 (__TEXT,__text) non-external _glpProgram_PPStreamAddAddressUsage
00000001dd3b7938 (__TEXT,__text) non-external _glpProgram_PPStreamAddAttribBinding
00000001dd3b79fc (__TEXT,__text) non-external _glpProgram_PPStreamAddConstant
00000001dd3b7a04 (__TEXT,__text) non-external _glpProgram_PPStreamAddLabel
00000001dd3b78cc (__TEXT,__text) non-external _glpProgram_PPStreamAddOperation
00000001dd3b79f4 (__TEXT,__text) non-external _glpProgram_PPStreamAddOption
00000001dd3b79a0 (__TEXT,__text) non-external _glpProgram_PPStreamAddOutputBinding
00000001dd3b7928 (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBinding
00000001dd3b7930 (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBindingArray
00000001dd3b7918 (__TEXT,__text) non-external _glpProgram_PPStreamAddTempUsage
00000001dd3b7a58 (__TEXT,__text) non-external _glpProgram_PPStreamResolveBranches
00000001dd3b78c0 (__TEXT,__text) non-external _glpProgram_PPStreamSetTarget
00000001dd472d50 (__TEXT,__text) non-external (was a private external) _glpPushdownPrecision
00000001dd486ee8 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeAddDeclaration
00000001dd486ed0 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclaration
00000001dd486ec8 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclarationCount
00000001dd486ef0 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeInsertDeclaration
00000001dd486edc (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeSetDeclaration
00000001dd486e34 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetName
00000001dd486e40 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetQualifiers
00000001dd486e4c (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeSetQualifiers
00000001dd487160 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetQualifiers
00000001dd487148 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetType
00000001dd48716c (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetQualifiers
00000001dd487154 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetType
00000001dd46b264 (__TEXT,__text) non-external (was a private external) _glpQualifierKindOfNode
00000001dd46b238 (__TEXT,__text) non-external (was a private external) _glpQualifierKindToString
00000001dd487b6c (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeAddQualifier
00000001dd487b54 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeGetQualifier
00000001dd487b4c (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeGetQualifierCount
00000001dd487b74 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeInsertQualifier
00000001dd487b60 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeSetQualifier
00000001dd468d98 (__TEXT,__text) non-external (was a private external) _glpQualifierName
00000001dd488c90 (__TEXT,__text) non-external (was a private external) _glpRValueNodeGetBase
00000001dd488c9c (__TEXT,__text) non-external (was a private external) _glpRValueNodeSetBase
00000001dd4888f8 (__TEXT,__text) non-external (was a private external) _glpRawCallNodeGetExtra
00000001dd4888ec (__TEXT,__text) non-external (was a private external) _glpRawCallNodeGetName
00000001dd488900 (__TEXT,__text) non-external (was a private external) _glpRawCallNodeSetExtra
00000001dd473928 (__TEXT,__text) non-external (was a private external) _glpReInitDeserialContext
00000001dd486470 (__TEXT,__text) non-external (was a private external) _glpReadInputNodeGetExtra
00000001dd47e650 (__TEXT,__text) non-external (was a private external) _glpRemapValue
00000001dd4bb4f8 (__TEXT,__text) non-external (was a private external) _glpResetErrMsg
00000001dd488654 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeGetExpr
00000001dd488644 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeGetExtra
00000001dd488660 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeSetExpr
00000001dd48864c (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeSetExtra
00000001dd4adb60 (__TEXT,__text) non-external _glpSAAdd
00000001dd4ac2c8 (__TEXT,__text) non-external _glpSAArrayAccess
00000001dd4b2f48 (__TEXT,__text) non-external _glpSAArrayType
00000001dd4aee40 (__TEXT,__text) non-external _glpSAAssign
00000001dd4b6410 (__TEXT,__text) non-external _glpSAAvailabilityDeclaration
00000001dd4b6b44 (__TEXT,__text) non-external _glpSABinaryOperator
00000001dd4ae828 (__TEXT,__text) non-external _glpSABitwiseAnd
00000001dd4ad9d0 (__TEXT,__text) non-external _glpSABitwiseNot
00000001dd4ae88c (__TEXT,__text) non-external _glpSABitwiseOr
00000001dd4ae8f0 (__TEXT,__text) non-external _glpSABitwiseXor
00000001dd4b5268 (__TEXT,__text) non-external _glpSABlock
00000001dd4b5dc0 (__TEXT,__text) non-external _glpSABreakStatement
00000001dd472030 (__TEXT,__text) non-external (was a private external) _glpSABuiltinPPStreamOp
