00000001879a2a00 (__TEXT,__const) non-external _A1_Table
00000001876f1dd4 (__TEXT,__text) non-external (was a private external) _conv4_8_ABCD_accum
000000018762e8f0 (__TEXT,__text) non-external _conv4_8_ABCD_bias
00000001876fe8c4 (__TEXT,__text) non-external _conv4_8_ABCE
0000000187703bfc (__TEXT,__text) non-external _conv4_8_ABCE_bias
00000001876f1820 (__TEXT,__text) non-external (was a private external) _conv4_8_ABC_accum
0000000187703fe8 (__TEXT,__text) non-external _conv4_8_ABC_bias
00000001876ff194 (__TEXT,__text) non-external _conv4_8_ABD
00000001876fed3c (__TEXT,__text) non-external _conv4_8_ABDE
0000000187704334 (__TEXT,__text) non-external _conv4_8_ABDE_bias
00000001876f126c (__TEXT,__text) non-external (was a private external) _conv4_8_ABD_accum
0000000187704720 (__TEXT,__text) non-external _conv4_8_ABD_bias
00000001876ff548 (__TEXT,__text) non-external _conv4_8_ABE
0000000187704a68 (__TEXT,__text) non-external _conv4_8_ABE_bias
00000001876f0ddc (__TEXT,__text) non-external (was a private external) _conv4_8_AB_accum
0000000187652304 (__TEXT,__text) non-external _conv4_8_AB_bias
00000001876525ac (__TEXT,__text) non-external _conv4_8_AC
00000001876ffd74 (__TEXT,__text) non-external _conv4_8_ACD
00000001876ff91c (__TEXT,__text) non-external _conv4_8_ACDE
0000000187704dc0 (__TEXT,__text) non-external _conv4_8_ACDE_bias
00000001876f0828 (__TEXT,__text) non-external (was a private external) _conv4_8_ACD_accum
00000001877051ac (__TEXT,__text) non-external _conv4_8_ACD_bias
0000000187700128 (__TEXT,__text) non-external _conv4_8_ACE
00000001877054f4 (__TEXT,__text) non-external _conv4_8_ACE_bias
00000001876f0390 (__TEXT,__text) non-external (was a private external) _conv4_8_AC_accum
0000000187652b2c (__TEXT,__text) non-external _conv4_8_AC_bias
00000001877008b0 (__TEXT,__text) non-external _conv4_8_AD
00000001877004fc (__TEXT,__text) non-external _conv4_8_ADE
000000018770584c (__TEXT,__text) non-external _conv4_8_ADE_bias
00000001876efef8 (__TEXT,__text) non-external (was a private external) _conv4_8_AD_accum
0000000187705b94 (__TEXT,__text) non-external _conv4_8_AD_bias
0000000187700bc0 (__TEXT,__text) non-external _conv4_8_AE
0000000187705e48 (__TEXT,__text) non-external _conv4_8_AE_bias
00000001876efb8c (__TEXT,__text) non-external (was a private external) _conv4_8_A_accum
0000000187652dd4 (__TEXT,__text) non-external _conv4_8_A_bias
000000018762c4d0 (__TEXT,__text) non-external _conv4_8_B
0000000187701b30 (__TEXT,__text) non-external _conv4_8_BC
0000000187701374 (__TEXT,__text) non-external _conv4_8_BCD
0000000187700ef0 (__TEXT,__text) non-external _conv4_8_BCDE
000000018762adbc (__TEXT,__text) non-external _conv4_8_BCDE_bias
00000001876ef4f8 (__TEXT,__text) non-external (was a private external) _conv4_8_BCD_accum
000000018770611c (__TEXT,__text) non-external _conv4_8_BCD_bias
0000000187701750 (__TEXT,__text) non-external _conv4_8_BCE
000000018770648c (__TEXT,__text) non-external _conv4_8_BCE_bias
00000001876eef88 (__TEXT,__text) non-external (was a private external) _conv4_8_BC_accum
0000000187706800 (__TEXT,__text) non-external _conv4_8_BC_bias
00000001876507f8 (__TEXT,__text) non-external _conv4_8_BD
0000000187701e6c (__TEXT,__text) non-external _conv4_8_BDE
0000000187706ad0 (__TEXT,__text) non-external _conv4_8_BDE_bias
00000001876eea10 (__TEXT,__text) non-external (was a private external) _conv4_8_BD_accum
000000018762bfec (__TEXT,__text) non-external _conv4_8_BD_bias
000000018770226c (__TEXT,__text) non-external _conv4_8_BE
0000000187706e54 (__TEXT,__text) non-external _conv4_8_BE_bias
00000001876ee5d8 (__TEXT,__text) non-external (was a private external) _conv4_8_B_accum
000000018762c2a8 (__TEXT,__text) non-external _conv4_8_B_bias
000000018770301c (__TEXT,__text) non-external _conv4_8_C
00000001877029a8 (__TEXT,__text) non-external _conv4_8_CD
00000001877025c8 (__TEXT,__text) non-external _conv4_8_CDE
0000000187707134 (__TEXT,__text) non-external _conv4_8_CDE_bias
00000001876ee068 (__TEXT,__text) non-external (was a private external) _conv4_8_CD_accum
00000001877074a8 (__TEXT,__text) non-external _conv4_8_CD_bias
0000000187702ce0 (__TEXT,__text) non-external _conv4_8_CE
0000000187707774 (__TEXT,__text) non-external _conv4_8_CE_bias
00000001876edc30 (__TEXT,__text) non-external (was a private external) _conv4_8_C_accum
0000000187707a44 (__TEXT,__text) non-external _conv4_8_C_bias
0000000187703630 (__TEXT,__text) non-external _conv4_8_D
00000001877032f4 (__TEXT,__text) non-external _conv4_8_DE
0000000187707c7c (__TEXT,__text) non-external _conv4_8_DE_bias
00000001876ed7f8 (__TEXT,__text) non-external (was a private external) _conv4_8_D_accum
0000000187707f4c (__TEXT,__text) non-external _conv4_8_D_bias
0000000187703904 (__TEXT,__text) non-external _conv4_8_E
0000000187708180 (__TEXT,__text) non-external _conv4_8_E_bias
00000001876ed768 (__TEXT,__text) non-external (was a private external) _conv4pF_empty_bias
00000001db478a80 (__DATA_DIRTY,__common) non-external (was a private external) _createColorSpaceTransformZero
00000001db4789f8 (__DATA_DIRTY,__common) non-external (was a private external) _createColorspaceTransformForColorspaces
00000001db478a30 (__DATA_DIRTY,__common) non-external (was a private external) _cvImageFormat_CalculateInverseConversionMatrix
00000001db478a38 (__DATA_DIRTY,__common) non-external (was a private external) _cvImageFormat_InitvImageCGImageFormat
00000001db478a40 (__DATA_DIRTY,__common) non-external (was a private external) _cvImageFormat_Print
00000001d8c1b834 (__DATA,__common) non-external (was a private external) _defaultPolicy
00000001d8c1b7d0 (__DATA,__data) non-external (was a private external) _defaultPriority
00000001db478720 (__DATA_DIRTY,__bss) non-external _detectJ137.predicate
                 (undefined) external _dispatch_apply (from libSystem)
                 (undefined) external _dispatch_apply_f (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_once_f (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00000001877d7250 (__TEXT,__text) non-external _downsampleTransposeStore16x16
00000001877d7668 (__TEXT,__text) non-external _downsampleTransposeStore16x16Edge
00000001877df7b0 (__TEXT,__text) non-external _downsampleTransposeStore16x16Edge_FP16
00000001877df218 (__TEXT,__text) non-external _downsampleTransposeStore16x16_FP16
00000001877f9748 (__TEXT,__text) non-external _downsampleTransposeStore16x4Edge_ARGB8888
00000001877f9370 (__TEXT,__text) non-external _downsampleTransposeStore16x4_ARGB8888
00000001877e743c (__TEXT,__text) non-external _downsampleTransposeStore16x8Edge_CbCr8
00000001877efc08 (__TEXT,__text) non-external _downsampleTransposeStore16x8Edge_CbCr8_FP16
00000001877e705c (__TEXT,__text) non-external _downsampleTransposeStore16x8_CbCr8
00000001877ef6a8 (__TEXT,__text) non-external _downsampleTransposeStore16x8_CbCr8_FP16
                 (undefined) external _expm1f (from libSystem)
                 (undefined) external _fegetround (from libSystem)
                 (undefined) external _fesetround (from libSystem)
000000018781bf10 (__TEXT,__text) non-external _float2FixedScaleTrunc
                 (undefined) external _free (from libSystem)
                 (undefined) external _frexpf (from libSystem)
00000001879a30fc (__TEXT,__const) non-external _gSequentialTable8
00000001879a2d88 (__TEXT,__const) non-external (was a private external) _gamma1_8exp1
00000001879a2da8 (__TEXT,__const) non-external (was a private external) _gamma1_8exp2
00000001879a2dc8 (__TEXT,__const) non-external (was a private external) _gamma1_8exp3
00000001879a2d68 (__TEXT,__const) non-external (was a private external) _gamma1_8linear
00000001879a2e08 (__TEXT,__const) non-external (was a private external) _gamma2_2exp1
00000001879a2e28 (__TEXT,__const) non-external (was a private external) _gamma2_2exp2
00000001879a2e48 (__TEXT,__const) non-external (was a private external) _gamma2_2exp3
00000001879a2de8 (__TEXT,__const) non-external (was a private external) _gamma2_2linear
00000001879a2e88 (__TEXT,__const) non-external (was a private external) _gamma2_4exp1
00000001879a2ea8 (__TEXT,__const) non-external (was a private external) _gamma2_4exp2
00000001879a2ec8 (__TEXT,__const) non-external (was a private external) _gamma2_4exp3
00000001879a2e68 (__TEXT,__const) non-external (was a private external) _gamma2_4linear
00000001879a2f08 (__TEXT,__const) non-external (was a private external) _gamma3exponential
00000001879a2ee8 (__TEXT,__const) non-external (was a private external) _gamma3linear
00000001879a33c0 (__TEXT,__const) non-external (was a private external) _gaussianBlueNoise
00000001db478a88 (__DATA_DIRTY,__common) non-external (was a private external) _getCodeFragmentWithCGColorConverter
00000001db478a18 (__DATA_DIRTY,__common) non-external (was a private external) _getColorSpaceDescription
00000001db478a00 (__DATA_DIRTY,__common) non-external (was a private external) _getColorspaceTransformsWithTransform
00000001db478ab8 (__DATA_DIRTY,__common) non-external (was a private external) _getColorspaceTransformsWithTransformWithCGColorConversionInfo
                 (undefined) external _getprogname (from libSystem)
00000001db4789a0 (__DATA_DIRTY,__common) non-external (was a private external) _gvImageCPUCount
00000001db4789a8 (__DATA_DIRTY,__common) non-external (was a private external) _gvImageLogicalCPUCount
00000001877a670c (__TEXT,__text) non-external (was a private external) _invertMatrix3x3
0000000187917608 (__TEXT,__const) non-external _kGaussianKernel3
0000000187917614 (__TEXT,__const) non-external _kGaussianKernel5
0000000187917628 (__TEXT,__const) non-external _kGaussianKernel7
00000001879b04ce (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_420Yp8_Cb8_Cr8
00000001879b056a (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_420Yp8_CbCr8
00000001879b051c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_422CbYCr8_AA8
00000001879b02ac (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_422CbYCrY8
00000001879b03e4 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_422CbYpCrYp16
00000001879b0432 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_422CrYpCbYpCbYpCbYpCrYpCrYp10
00000001879b05b8 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_422YCbYCr8
00000001879b0396 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_444AYCbCr16
00000001879b0348 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_444AYCbCr8
00000001879b0480 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_444AYpCbCr16
00000001879b02fa (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_444CbYCrA8
00000001879ad6cc (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG12bpc
00000001879adbac (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG16bpc
00000001879aea4c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG16bpcPlanar
00000001879af8ec (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG16bpcPlanar_NoAlpha
00000001879ac34c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG1bpc
00000001879ac82c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG2bpc
00000001879ae08c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG32bpc
00000001879aef2c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG32bpcPlanar
00000001879afdcc (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG32bpcPlanar_NoAlpha
00000001879acd0c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG4bpc
00000001879ad1ec (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG8bpc
00000001879ae56c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG8bpcPlanar
00000001879af40c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG8bpcPlanar_NoAlpha
00000001879ac2fe (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CGRGB10bitspecial_32bpp
00000001879ac2b0 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CGRGB5bitspecial_16bpp
00000001d3e73240 (__DATA_CONST,__const) non-external (was a private external) _kKnownPolynomials
00000001db478aa0 (__DATA_DIRTY,__common) non-external (was a private external) _kcgColorSpaceDisplayP3
00000001db478ab0 (__DATA_DIRTY,__common) non-external (was a private external) _kcgColorSpaceExtendedLinearSRGB
00000001db478aa8 (__DATA_DIRTY,__common) non-external (was a private external) _kcgColorSpaceExtendedSRGB
00000001d8c1b838 (__DATA,__common) non-external (was a private external) _kcgColorSpaceSRGB
00000001d8c1b810 (__DATA,__data) external _kvImageConstDecodeArray0
00000001d8c1b808 (__DATA,__data) external _kvImageDecodeArray_16Q12Format
00000001d8c1b800 (__DATA,__data) non-external (was a private external) _kvImage_ARGBToYpCbCrMatrix_ITU_R_2020_NCL_0
00000001d8c1b7f0 (__DATA,__data) external _kvImage_ARGBToYpCbCrMatrix_ITU_R_601_4
00000001d8c1b7f8 (__DATA,__data) external _kvImage_ARGBToYpCbCrMatrix_ITU_R_709_2
00000001d8c1b7e8 (__DATA,__data) non-external (was a private external) _kvImage_YpCbCrToARGBMatrix_ITU_R_2020_NCL_0
00000001d8c1b7d8 (__DATA,__data) external _kvImage_YpCbCrToARGBMatrix_ITU_R_601_4
00000001d8c1b7e0 (__DATA,__data) external _kvImage_YpCbCrToARGBMatrix_ITU_R_709_2
                 (undefined) external _ldexp (from libSystem)
                 (undefined) external _ldexpf (from libSystem)
00000001877a6944 (__TEXT,__text) non-external (was a private external) _linearSystemSolve
                 (undefined) external _log1pf (from libSystem)
                 (undefined) external _logf (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
00000001877543e4 (__TEXT,__text) non-external _matrixMultiply_3x3_init
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern4 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
0000000187666b4c (__TEXT,__text) non-external _numWorkItemsForGCD
000000018767c134 (__TEXT,__text) non-external _numWorkItemsForGCD
000000018767dcc0 (__TEXT,__text) non-external _numWorkItemsForGCD
000000018767e7cc (__TEXT,__text) non-external _numWorkItemsForGCD
00000001877cc2a0 (__TEXT,__text) non-external _numWorkItemsForGCD
00000001877cf1d8 (__TEXT,__text) non-external _numWorkItemsForGCD
000000018781d190 (__TEXT,__text) non-external _numWorkItemsForGCD
0000000187841f88 (__TEXT,__text) non-external _piecewiseGamma_pixelBlock
                 (undefined) external _posix_memalign (from libSystem)
                 (undefined) external _powf (from libSystem)
000000018768e1ac (__TEXT,__text) non-external _premultiply_argb16
000000018768e1f4 (__TEXT,__text) non-external _premultiply_rgba16
                 (undefined) external _printf (from libSystem)
                 (undefined) external _pthread_get_stackaddr_np (from libSystem)
                 (undefined) external _pthread_get_stacksize_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_qos_max_parallelism (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _putchar (from libSystem)
                 (undefined) external _puts (from libSystem)
                 (undefined) external _qos_class_self (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _reallocf (from libSystem)
00000001877c8934 (__TEXT,__text) non-external _resampleNumWorkItemsForGCD
000000018791c860 (__TEXT,__const) non-external (was a private external) _rgba_Ndot16_table
000000018769a8ac (__TEXT,__text) non-external (was a private external) _s32BitPixelToFloatPixel
00000001876907e4 (__TEXT,__text) non-external (was a private external) _sARGB1555toARGB8888
00000001876608c0 (__TEXT,__text) non-external (was a private external) _sBoxConvolve16F
00000001876af13c (__TEXT,__text) non-external (was a private external) _sBoxConvolve_ARGB8888
00000001876ae8d4 (__TEXT,__text) non-external (was a private external) _sBoxConvolve_Planar8
00000001876b1990 (__TEXT,__text) non-external (was a private external) _sBoxConvolve_PlanarF
0000000187697e9c (__TEXT,__text) non-external (was a private external) _sByteSwap_Planar16U
0000000187690708 (__TEXT,__text) non-external (was a private external) _sClip_PlanarF
000000018769a7d8 (__TEXT,__text) non-external (was a private external) _sClip_Planar_Float
0000000187690704 (__TEXT,__text) non-external (was a private external) _sConvert_16Q12to16U
000000018769eec0 (__TEXT,__text) non-external (was a private external) _sConvert_16Q12to16U_preCV
0000000187690714 (__TEXT,__text) non-external (was a private external) _sConvert_16SToF
000000018769c85c (__TEXT,__text) non-external (was a private external) _sConvert_16SToF_preCV
