00007ffa42ae00c0 (__DATA,__data) non-external _.compoundliteral
00007ffa1803d333 (__TEXT,__text) non-external _glpMallocFree
00007ffa180dbc51 (__TEXT,__text) non-external _glpMallocFree
00007ffa1803d318 (__TEXT,__text) non-external _glpMallocRealloc
00007ffa180dbc36 (__TEXT,__text) non-external _glpMallocRealloc
00007ffa18091d52 (__TEXT,__text) non-external (was a private external) _glpMangleSideEffectsWithNewResult
00007ffa1805820e (__TEXT,__text) non-external _glpMatchInputSize
00007ffa180589f4 (__TEXT,__text) non-external _glpMatchInputSize3
00007ffa180723e6 (__TEXT,__text) non-external (was a private external) _glpMergeInterfaceBlocks
00007ffa1803e640 (__TEXT,__text) non-external (was a private external) _glpMergeRemapValue
00007ffa180721db (__TEXT,__text) non-external (was a private external) _glpMergeUniforms
00007ffa18063728 (__TEXT,__text) non-external _glpMetalGetArgTypeNameFromASTType
00007ffa1809ab1e (__TEXT,__text) non-external (was a private external) _glpMethodCallNodeGetName
00007ffa1809ab2c (__TEXT,__text) non-external (was a private external) _glpMethodCallNodeGetReceiver
00007ffa1809ab3d (__TEXT,__text) non-external (was a private external) _glpMethodCallNodeSetReceiver
00007ffa180bd208 (__TEXT,__text) non-external _glpMutableValueFromVec
00007ffa1807b36d (__TEXT,__text) non-external (was a private external) _glpNameTableGet
00007ffa1807bfb8 (__TEXT,__text) non-external (was a private external) _glpNameTableGetCurrentFunction
00007ffa1807b322 (__TEXT,__text) non-external (was a private external) _glpNameTableGetGLSLVersion
00007ffa1807b2c8 (__TEXT,__text) non-external (was a private external) _glpNameTableGetLanguage
00007ffa1807bfc5 (__TEXT,__text) non-external (was a private external) _glpNameTableGetPrecision
00007ffa1807b358 (__TEXT,__text) non-external (was a private external) _glpNameTableIsExtensionEnabled
00007ffa1807bf4e (__TEXT,__text) non-external (was a private external) _glpNameTablePop
00007ffa1807be4d (__TEXT,__text) non-external (was a private external) _glpNameTablePush
00007ffa1807bef6 (__TEXT,__text) non-external (was a private external) _glpNameTablePushForFunction
00007ffa1807bd35 (__TEXT,__text) non-external (was a private external) _glpNameTablePut
00007ffa1807b2d4 (__TEXT,__text) non-external (was a private external) _glpNameTablePutPrecision
00007ffa1807b32e (__TEXT,__text) non-external (was a private external) _glpNameTableSetGLSLExtensionBehavior
00007ffa1807b0ac (__TEXT,__text) non-external (was a private external) _glpNameTableSetGLSLVersion
00007ffa1807bf3e (__TEXT,__text) non-external (was a private external) _glpNameTableSetStatementIndex
00007ffa1807bfa7 (__TEXT,__text) non-external (was a private external) _glpNameTableSetTopLevelBlock
00007ffa1809b30d (__TEXT,__text) non-external (was a private external) _glpNotEqualNodeGetIsFromSource
00007ffa1809d618 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetBankIndex
00007ffa1809d606 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetCompStride
00007ffa1809d5ce (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetExtra
00007ffa1809d632 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetOffsetExpr
00007ffa1809d5f4 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetPreSwizzlePrimitiveType
00007ffa1809d5e2 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetSwizzle
00007ffa1809d64e (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetVectorElementExpr
00007ffa1809d625 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetBankIndex
00007ffa1809d60f (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetCompStride
00007ffa1809d5d8 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetExtra
00007ffa1809d640 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetOffsetExpr
00007ffa1809d5fd (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetPreSwizzlePrimitiveType
00007ffa1809d5eb (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetSwizzle
00007ffa1809d65c (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetVectorElementExpr
00007ffa1809b6ce (__TEXT,__text) non-external (was a private external) _glpOpAssignNodeGetDesugar
00007ffa1803d5d0 (__TEXT,__text) non-external (was a private external) _glpOpenArchive
00007ffa1808555a (__TEXT,__text) non-external (was a private external) _glpOperatorAsFunctionError
00007ffa180e0df0 (__TEXT,__text) external _glpPPDisassemble
00007ffa1811bdd0 (__TEXT,__const) non-external _glpPPDisassemble.shaderTargets
00007ffa419eae40 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_filters
00007ffa419eaeb0 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_formats
00007ffa419eae70 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_wraps
00007ffa180e3ce3 (__TEXT,__text) external _glpPPDisassembleFree
00007ffa180f0c58 (__TEXT,__text) external _glpPPShaderLinearize
00007ffa180f0c64 (__TEXT,__text) external _glpPPShaderLinearizeEx
00007ffa180ef590 (__TEXT,__text) external _glpPPShaderLinearizeStreamMgr
00007ffa180ef59c (__TEXT,__text) external _glpPPShaderLinearizeStreamMgrEx
00007ffa1809d935 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetHasOffset
00007ffa1809d92c (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetHasSrctex
00007ffa1809d923 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetOpPrimitiveType
00007ffa1809d91a (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetOpcode
00007ffa1809d911 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetReturnPrimitiveType
00007ffa17fb8bb1 (__TEXT,__text) external _glpPPStreamTokenDump
00007ffa17fb8bb9 (__TEXT,__text) external _glpPPStreamTokenDumpFree
00007ffa180befef (__TEXT,__text) non-external _glpPPTFunctionDefinition
00007ffa180bec90 (__TEXT,__text) non-external (was a private external) _glpPPTNode
00007ffa180bf201 (__TEXT,__text) non-external _glpPPTRawCall
00007ffa180bf110 (__TEXT,__text) non-external _glpPPTSwitchStatement
00007ffa180bee78 (__TEXT,__text) non-external _glpPPTVariableDeclaration
00007ffa180ce7cb (__TEXT,__text) non-external (was a private external) _glpPaIdentOrType
00007ffa180ce8bb (__TEXT,__text) non-external (was a private external) _glpPaParseComment
00007ffa180cf06f (__TEXT,__text) non-external (was a private external) _glpPaParseStrings
00007ffa180ce6f8 (__TEXT,__text) non-external (was a private external) _glpPaReservedWord
00007ffa1806701b (__TEXT,__text) non-external (was a private external) _glpPackConstants
00007ffa1809b951 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetExtra
00007ffa1809b943 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetName
00007ffa1809b965 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetType
00007ffa1809b95b (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetExtra
00007ffa1809b972 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetType
00007ffa180cfc86 (__TEXT,__text) non-external (was a private external) _glpParseContextSetGLSLVersion
00007ffa180cfda4 (__TEXT,__text) non-external (was a private external) _glpParseContextValidateGLSLVersion
00007ffa1808131e (__TEXT,__text) non-external (was a private external) _glpParseQualifiers
00007ffa180699bc (__TEXT,__text) non-external (was a private external) _glpParseRecover
00007ffa1803bf16 (__TEXT,__text) non-external (was a private external) _glpPointerHashCache_b
00007ffa1803bee2 (__TEXT,__text) non-external (was a private external) _glpPointerHashGet
00007ffa1803bd9a (__TEXT,__text) non-external (was a private external) _glpPointerHashPut
00007ffa1803bf59 (__TEXT,__text) non-external (was a private external) _glpPointerHashRemove
00007ffa18068ace (__TEXT,__text) non-external (was a private external) _glpPopulatePrecisionWidths
00007ffa1809be63 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetQualifier
00007ffa1809be7d (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetType
00007ffa1809be70 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetQualifier
00007ffa1809be8b (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetType
00007ffa18068019 (__TEXT,__text) non-external (was a private external) _glpPrecisionIndexFromSAFlags
00007ffa180840ae (__TEXT,__text) non-external (was a private external) _glpPrecisionQualifierFromSaFlags
00007ffa1807e320 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumnType
00007ffa1807e040 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumns
00007ffa1807e628 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetElementType
00007ffa1807e4a4 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRowType
00007ffa1807e1b0 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRows
00007ffa1807e96c (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPDatatype
00007ffa1807e790 (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPTextarget
00007ffa1808efb0 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeFromString
00007ffa1807ed49 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetByteStride
00007ffa1807ec64 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetBytesPerComponent
00007ffa1807dd2d (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetCategory
00007ffa1807dd10 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetGLType
00007ffa1807ec9f (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetMaxComponentsPerVec4
00007ffa1807ecdc (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetNumVec4s
00007ffa1808efcb (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetPrimitiveType
00007ffa1807ec00 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarCount
00007ffa1807ead8 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarType
00007ffa1809c217 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeNodeGetType
00007ffa1807eb34 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeReplaceScalarType
00007ffa18052a24 (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType
00007ffa1810fcd0 (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType.cold.1
00007ffa1807dc60 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeToString
00007ffa1807dec0 (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetElementType
00007ffa1807dd4a (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetLength
00007ffa18061e71 (__TEXT,__text) non-external _glpProcessComponentWiseVectorAssignment
00007ffa17fac197 (__TEXT,__text) non-external _glpProgram_PPStreamAddAddressUsage
00007ffa17fac1c1 (__TEXT,__text) non-external _glpProgram_PPStreamAddAttribBinding
00007ffa17fac25a (__TEXT,__text) non-external _glpProgram_PPStreamAddConstant
00007ffa17fac268 (__TEXT,__text) non-external _glpProgram_PPStreamAddLabel
00007ffa17fac150 (__TEXT,__text) non-external _glpProgram_PPStreamAddOperation
00007ffa17fac24c (__TEXT,__text) non-external _glpProgram_PPStreamAddOption
00007ffa17fac20e (__TEXT,__text) non-external _glpProgram_PPStreamAddOutputBinding
00007ffa17fac1a5 (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBinding
00007ffa17fac1b3 (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBindingArray
00007ffa17fac189 (__TEXT,__text) non-external _glpProgram_PPStreamAddTempUsage
00007ffa17fac2a1 (__TEXT,__text) non-external _glpProgram_PPStreamResolveBranches
00007ffa17fac143 (__TEXT,__text) non-external _glpProgram_PPStreamSetTarget
00007ffa18089498 (__TEXT,__text) non-external (was a private external) _glpPushdownPrecision
00007ffa1809bfa0 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeAddDeclaration
00007ffa1809bf80 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclaration
00007ffa1809bf77 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclarationCount
00007ffa1809bfad (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeInsertDeclaration
00007ffa1809bf90 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeSetDeclaration
00007ffa1809bf00 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetName
00007ffa1809bf0e (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetQualifiers
00007ffa1809bf1b (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeSetQualifiers
00007ffa1809c198 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetQualifiers
00007ffa1809c17e (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetType
00007ffa1809c1a6 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetQualifiers
00007ffa1809c18b (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetType
00007ffa180812d1 (__TEXT,__text) non-external (was a private external) _glpQualifierKindOfNode
00007ffa180812b0 (__TEXT,__text) non-external (was a private external) _glpQualifierKindToString
00007ffa1809c9ff (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeAddQualifier
00007ffa1809c9df (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeGetQualifier
00007ffa1809c9d6 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeGetQualifierCount
00007ffa1809ca0c (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeInsertQualifier
00007ffa1809c9ef (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeSetQualifier
00007ffa1807ed57 (__TEXT,__text) non-external (was a private external) _glpQualifierName
00007ffa1809d7d9 (__TEXT,__text) non-external (was a private external) _glpRValueNodeGetBase
00007ffa1809d7e7 (__TEXT,__text) non-external (was a private external) _glpRValueNodeSetBase
00007ffa1809d49d (__TEXT,__text) non-external (was a private external) _glpRawCallNodeGetExtra
00007ffa1809d48f (__TEXT,__text) non-external (was a private external) _glpRawCallNodeGetName
00007ffa1809d4a7 (__TEXT,__text) non-external (was a private external) _glpRawCallNodeSetExtra
00007ffa1808a068 (__TEXT,__text) non-external (was a private external) _glpReInitDeserialContext
00007ffa1809b6d8 (__TEXT,__text) non-external (was a private external) _glpReadInputNodeGetExtra
00007ffa18094706 (__TEXT,__text) non-external (was a private external) _glpRemapValue
00007ffa180cf914 (__TEXT,__text) non-external (was a private external) _glpResetErrMsg
00007ffa1809d26d (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeGetExpr
00007ffa1809d259 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeGetExtra
00007ffa1809d27a (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeSetExpr
00007ffa1809d263 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeSetExtra
00007ffa180c18d8 (__TEXT,__text) non-external _glpSAAdd
00007ffa180c0294 (__TEXT,__text) non-external _glpSAArrayAccess
00007ffa180c7045 (__TEXT,__text) non-external _glpSAArrayType
00007ffa180c2985 (__TEXT,__text) non-external _glpSAAssign
00007ffa180ca67b (__TEXT,__text) non-external _glpSAAvailabilityDeclaration
00007ffa180cac64 (__TEXT,__text) non-external _glpSABinaryOperator
00007ffa180c23e3 (__TEXT,__text) non-external _glpSABitwiseAnd
00007ffa180c1818 (__TEXT,__text) non-external _glpSABitwiseNot
