000000019f79f858 (__TEXT,__text) non-external +[Calculate _lock]
000000019f913cc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unitIDToInfo
000000019f913ce0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unitInfo
000000019f913d00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unitNameToInfo
000000019f913d20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unitNames
000000019f913d40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unitRanksWithUnitsInfo:
000000019f913d60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unitType
000000019f913d80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unitTypeNameToInfo
000000019f913da0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unitTypeToInfo
000000019f913dc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unitWithID:unitsInfo:exponent:
000000019f913de0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$units
000000019f913e00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unitsInfo
000000019f913e20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unitsInfoWithDictionary:
000000019f913e40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unlock
000000019f913e60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$update
000000019f913e80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$updateCurrencyCacheWithData:
000000019f913ea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$usesGroupingSeparator
000000019f913ec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$usesSignificantDigits
000000019f913ee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$usesWhitespace
000000019f913f00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$uuid
000000019f913f20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$value
000000019f913f40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$whitespaceCharacterSet
000000019f913f60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$wordBreakIndices
000000019f913f80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$wordBreakIndicesIndex
000000019f913fa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$writeCharacter:
000000019f913fc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$writeNode:
000000019f913fe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$zero
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_new (from libobjc)
                 (undefined) external _objc_opt_self (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutorelease (from libobjc)
                 (undefined) external _objc_retainAutoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_setProperty_nonatomic_copy (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
                 (undefined) external _objc_storeWeak (from libobjc)
                 (undefined) external _objc_unsafeClaimAutoreleasedReturnValue (from libobjc)
00000001d6a03dd8 (__DATA,__bss) non-external _openParenthesesSet
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
00000001d6a03e28 (__DATA,__bss) non-external _outputUnitIndex
                 (undefined) external _pow (from libSystem)
                 (undefined) external _raise (from libSystem)
                 (undefined) external _realloc (from libSystem)
                 (undefined) external _remainder (from libSystem)
00000001d6a03688 (__DATA,__data) non-external _sCalculateLock
00000001d6a03ce0 (__DATA,__bss) non-external _serialQueue.onceToken
00000001d6a03ce8 (__DATA,__bss) non-external _serialQueue.queue
00000001d6a03638 (__DATA,__data) non-external _shared.onceToken
00000001d6a03630 (__DATA,__data) non-external _shared.shared
                 (undefined) external _sin (from libSystem)
                 (undefined) external _sinh (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _sprintf (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strtod (from libSystem)
                 (undefined) external _strtold (from libSystem)
                 (undefined) external _strtoull (from libSystem)
00000001d6a03dc0 (__DATA,__bss) non-external _subtractSet
00000001d6a03df8 (__DATA,__bss) non-external _symbolSet
                 (undefined) external _tan (from libSystem)
                 (undefined) external _tanh (from libSystem)
                 (undefined) external _tgamma (from libSystem)
00000001d6a03d28 (__DATA,__bss) non-external _tmp_unitSuggestions
00000001d6a03d30 (__DATA,__bss) non-external _tmp_unitSuggestionsSet
00000001d6a03d38 (__DATA,__bss) non-external _tmp_unitsInfo
000000019f77d5fc (__TEXT,__text) non-external _treeDecimalValue
000000019f7814c0 (__TEXT,__text) non-external _trivialCoefficient
                 (undefined) external _u_austrcpy (from libicucore)
                 (undefined) external _u_charDigitValue (from libicucore)
                 (undefined) external _u_isdigit (from libicucore)
                 (undefined) external _u_uastrncpy (from libicucore)
00000001d6a03690 (__DATA,__data) non-external _unitsInfo
                 (undefined) external _unum_close (from libicucore)
                 (undefined) external _unum_formatDoubleCurrency (from libicucore)
                 (undefined) external _unum_open (from libicucore)
00000001d6a03c78 (__DATA,__bss) non-external _usesWhitespace.nonWhitespaceLanguages
00000001d6a03c80 (__DATA,__bss) non-external _usesWhitespace.onceToken
00000001d6a03da8 (__DATA,__bss) non-external _whitespaceSet
                 (undefined) external _y0 (from libSystem)
                 (undefined) external _y1 (from libSystem)
000000019f7d03ea (__TEXT,__const) non-external _yy_accept
000000019f7d0afe (__TEXT,__const) non-external _yy_base
00000001d6a03650 (__DATA,__data) non-external _yy_buffer_stack
00000001d6a03680 (__DATA,__data) non-external _yy_buffer_stack_max
00000001d6a03658 (__DATA,__data) non-external _yy_c_buf_p
000000019f7d0672 (__TEXT,__const) non-external _yy_chk
000000019f7d0d92 (__TEXT,__const) non-external _yy_def
000000019f7d02e9 (__TEXT,__const) non-external _yy_ec
000000019f7abe00 (__TEXT,__text) non-external _yy_fatal_error
000000019f7abd2c (__TEXT,__text) non-external _yy_get_previous_state
00000001d6a03660 (__DATA,__data) non-external _yy_hold_char
00000001d6a03648 (__DATA,__data) non-external _yy_init
00000001d6a03668 (__DATA,__data) non-external _yy_last_accepting_cpos
00000001d6a03664 (__DATA,__data) non-external _yy_last_accepting_state
000000019f7d1026 (__TEXT,__const) non-external _yy_meta
00000001d6a03678 (__DATA,__data) non-external _yy_n_chars
000000019f7d1074 (__TEXT,__const) non-external _yy_nxt
000000019f7d1500 (__TEXT,__const) non-external _yy_rule_can_match_eol
00000001d6a0364c (__DATA,__data) non-external _yy_start
00000001d6a035bc (__DATA,__data) non-external _yychar
000000019f7cf162 (__TEXT,__const) non-external _yycheck
000000019f7cff0e (__TEXT,__const) non-external _yydefact
000000019f7d0178 (__TEXT,__const) non-external _yydefgoto
00000001d6a03788 (__DATA,__bss) non-external _yylval
00000001d6a035c8 (__DATA,__data) non-external _yynerrs
000000019f7cedac (__TEXT,__const) non-external _yypact
000000019f7d0140 (__TEXT,__const) non-external _yypgoto
000000019f7d00c3 (__TEXT,__const) non-external _yyr1
000000019f7d0047 (__TEXT,__const) non-external _yyr2
000000019f7d01b0 (__TEXT,__const) non-external _yystos
000000019f7cf838 (__TEXT,__const) non-external _yytable
000000019f7cf01e (__TEXT,__const) non-external _yytranslate
