
/System/Cryptexes/OS/usr/lib/system/libsystem_kernel.dylib (for architecture x86_64):
000000000003f1c0 (__DATA,__data) external _NDR_record
0000000000015208 (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
00000000000150e4 (__TEXT,__text) external _posix_spawnattr_getpgroup
000000000001522c (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
00000000000150c0 (__TEXT,__text) external _posix_spawnattr_getsigdefault
0000000000015108 (__TEXT,__text) external _posix_spawnattr_getsigmask
0000000000007848 (__TEXT,__text) external _posix_spawnattr_init
00000000000154bc (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
0000000000015ef0 (__TEXT,__text) external _posix_spawnattr_set_conclave_id_np
0000000000015504 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
00000000000154e4 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
0000000000015524 (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
0000000000015bd4 (__TEXT,__text) external _posix_spawnattr_set_csm_np
00000000000159f0 (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
0000000000015fbc (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
0000000000015cc0 (__TEXT,__text) external _posix_spawnattr_set_gid_np
0000000000015d58 (__TEXT,__text) external _posix_spawnattr_set_groups_np
00000000000157ac (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
0000000000015ffc (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
00000000000320e0 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
0000000000015fdc (__TEXT,__text) external _posix_spawnattr_set_kqworklooplimit_ext
000000000001609c (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
0000000000015e20 (__TEXT,__text) external _posix_spawnattr_set_login_np
0000000000015b90 (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
0000000000015af4 (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
0000000000015b28 (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
0000000000015a34 (__TEXT,__text) external _posix_spawnattr_set_persona_np
0000000000015ac4 (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
0000000000015474 (__TEXT,__text) external _posix_spawnattr_set_platform_np
0000000000015f9c (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
00000000000158c4 (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
000000000001599c (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
0000000000015838 (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
00000000000153ac (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
000000000001578c (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
0000000000015c2c (__TEXT,__text) external _posix_spawnattr_set_uid_np
0000000000015384 (__TEXT,__text) external _posix_spawnattr_set_use_sec_transition_shims_np
0000000000015270 (__TEXT,__text) external _posix_spawnattr_setarchpref_np
000000000000bf70 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
000000000000c490 (__TEXT,__text) external _posix_spawnattr_setbinpref_np
00000000000158f8 (__TEXT,__text) external _posix_spawnattr_setcoalition_np
0000000000015740 (__TEXT,__text) external _posix_spawnattr_setcpumonitor
000000000000c344 (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
0000000000015358 (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
000000000000cd4c (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
000000000000795c (__TEXT,__text) external _posix_spawnattr_setflags
0000000000009224 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
0000000000007a54 (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
0000000000015bb0 (__TEXT,__text) external _posix_spawnattr_setnosmt_np
0000000000015318 (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
0000000000015250 (__TEXT,__text) external _posix_spawnattr_setpgroup
0000000000015338 (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
0000000000007938 (__TEXT,__text) external _posix_spawnattr_setsigdefault
0000000000007914 (__TEXT,__text) external _posix_spawnattr_setsigmask
000000000000c36c (__TEXT,__text) external _posix_spawnattr_setspecialport_np
0000000000002b18 (__TEXT,__text) external _pread
000000000000dd20 (__TEXT,__text) external _pread$NOCANCEL
000000000000f04c (__TEXT,__text) external _preadv
000000000000dd48 (__TEXT,__text) external _preadv$NOCANCEL
0000000000014c88 (__TEXT,__text) non-external _prepare_times_array_and_attrs
0000000000013ef8 (__TEXT,__text) external _proc_clear_cpulimits
00000000000140bc (__TEXT,__text) external _proc_clear_delayidlesleep
0000000000013940 (__TEXT,__text) external _proc_clear_dirty
0000000000013fa8 (__TEXT,__text) external _proc_clear_vmpressure
0000000000013800 (__TEXT,__text) external _proc_current_thread_schedinfo
000000000000a8e4 (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
000000000000a9a0 (__TEXT,__text) external _proc_denap_assertion_complete
0000000000014118 (__TEXT,__text) external _proc_disable_apptype
000000000000bc34 (__TEXT,__text) external _proc_disable_cpumon
000000000000a5b4 (__TEXT,__text) external _proc_disable_wakemon
0000000000013f54 (__TEXT,__text) external _proc_donate_importance_boost
0000000000014188 (__TEXT,__text) external _proc_enable_apptype
000000000000a538 (__TEXT,__text) external _proc_get_cpumon_params
00000000000138c8 (__TEXT,__text) external _proc_get_dirty
0000000000013dfc (__TEXT,__text) external _proc_get_wakemon_params
000000000000a8ec (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
000000000000a9a4 (__TEXT,__text) external _proc_importance_assertion_complete
000000000001370c (__TEXT,__text) external _proc_kmsgbuf
00000000000138a8 (__TEXT,__text) external _proc_libversion
0000000000013e64 (__TEXT,__text) external _proc_list_dynkqueueids
0000000000013e48 (__TEXT,__text) external _proc_list_uptrs
000000000001343c (__TEXT,__text) external _proc_listallpids
00000000000134ac (__TEXT,__text) external _proc_listchildpids
00000000000134e4 (__TEXT,__text) external _proc_listcoalitions
0000000000013474 (__TEXT,__text) external _proc_listpgrppids
000000000000a898 (__TEXT,__text) external _proc_listpids
000000000001bb78 (__TEXT,__text) external _proc_listpidspath
0000000000006d80 (__TEXT,__text) external _proc_name
0000000000008664 (__TEXT,__text) external _proc_pid_rusage
00000000000135c8 (__TEXT,__text) external _proc_piddynkqueueinfo
0000000000013560 (__TEXT,__text) external _proc_pidfdinfo
0000000000013594 (__TEXT,__text) external _proc_pidfileportinfo
00000000000025cc (__TEXT,__text) external _proc_pidinfo
000000000000838c (__TEXT,__text) external _proc_pidoriginatorinfo
0000000000002d84 (__TEXT,__text) external _proc_pidpath
0000000000013740 (__TEXT,__text) external _proc_pidpath_audittoken
0000000000013618 (__TEXT,__text) external _proc_regionfilename
0000000000013eec (__TEXT,__text) external _proc_reset_footprint_interval
0000000000013c50 (__TEXT,__text) external _proc_resume_cpumon
00000000000090d8 (__TEXT,__text) external _proc_rlimit_control
000000000000861c (__TEXT,__text) external _proc_set_cpumon_defaults
00000000000085ac (__TEXT,__text) external _proc_set_cpumon_params
0000000000013c70 (__TEXT,__text) external _proc_set_cpumon_params_fatal
00000000000142c0 (__TEXT,__text) external _proc_set_csm
0000000000014060 (__TEXT,__text) external _proc_set_delayidlesleep
00000000000044a8 (__TEXT,__text) external _proc_set_dirty
0000000000014200 (__TEXT,__text) external _proc_set_no_smt
0000000000014004 (__TEXT,__text) external _proc_set_owner_vmpressure
000000000000a634 (__TEXT,__text) external _proc_set_wakemon_defaults
0000000000013dcc (__TEXT,__text) external _proc_set_wakemon_params
0000000000013e80 (__TEXT,__text) external _proc_setcpu_percentage
00000000000035dc (__TEXT,__text) external _proc_setpcontrol
0000000000013518 (__TEXT,__text) external _proc_setthread_cpupercent
0000000000014384 (__TEXT,__text) external _proc_setthread_csm
0000000000014260 (__TEXT,__text) external _proc_setthread_no_smt
0000000000013a14 (__TEXT,__text) external _proc_signal_delegate
0000000000013b10 (__TEXT,__text) external _proc_signal_with_audittoken
00000000000141f8 (__TEXT,__text) external _proc_suppress
000000000001399c (__TEXT,__text) external _proc_terminate
0000000000013be0 (__TEXT,__text) external _proc_terminate_all_rsr
0000000000013a80 (__TEXT,__text) external _proc_terminate_delegate
0000000000013b68 (__TEXT,__text) external _proc_terminate_with_audittoken
000000000000f074 (__TEXT,__text) external _proc_trace_log
000000000000444c (__TEXT,__text) external _proc_track_dirty
00000000000135fc (__TEXT,__text) external _proc_udata_info
000000000000f09c (__TEXT,__text) external _proc_uuid_policy
0000000000028708 (__TEXT,__text) external _processor_assign
0000000000028598 (__TEXT,__text) external _processor_control
0000000000028280 (__TEXT,__text) external _processor_exit
0000000000028830 (__TEXT,__text) external _processor_get_assignment
000000000002838c (__TEXT,__text) external _processor_info
0000000000020ff4 (__TEXT,__text) external _processor_set_create
0000000000020e9c (__TEXT,__text) external _processor_set_default
0000000000027388 (__TEXT,__text) external _processor_set_destroy
0000000000027de4 (__TEXT,__text) external _processor_set_info
0000000000027498 (__TEXT,__text) external _processor_set_max_priority
0000000000027aec (__TEXT,__text) external _processor_set_policy_control
00000000000276d0 (__TEXT,__text) external _processor_set_policy_disable
00000000000275b4 (__TEXT,__text) external _processor_set_policy_enable
0000000000027c5c (__TEXT,__text) external _processor_set_stack_usage
00000000000271ac (__TEXT,__text) external _processor_set_statistics
00000000000277ec (__TEXT,__text) external _processor_set_tasks
0000000000027fe4 (__TEXT,__text) external _processor_set_tasks_with_flavor
000000000002796c (__TEXT,__text) external _processor_set_threads
0000000000028174 (__TEXT,__text) external _processor_start
0000000000019e38 (__TEXT,__text) external _pselect
0000000000006ea4 (__TEXT,__text) external _pselect$DARWIN_EXTSN
0000000000012b40 (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
0000000000019fc0 (__TEXT,__text) external _pselect$NOCANCEL
0000000000002d0c (__TEXT,__text) external _pthread_getugid_np
0000000000009ef0 (__TEXT,__text) external _pthread_setugid_np
000000000000952c (__TEXT,__text) external _ptrace
000000000000475c (__TEXT,__text) external _pwrite
000000000000deb0 (__TEXT,__text) external _pwrite$NOCANCEL
000000000000f0c4 (__TEXT,__text) external _pwritev
000000000000ded8 (__TEXT,__text) external _pwritev$NOCANCEL
0000000000012874 (__TEXT,__text) external _quota
0000000000007028 (__TEXT,__text) external _quotactl
0000000000001ea0 (__TEXT,__text) external _read
00000000000030e8 (__TEXT,__text) external _read$NOCANCEL
0000000000003550 (__TEXT,__text) external _readlink
000000000000f0ec (__TEXT,__text) external _readlinkat
000000000000f114 (__TEXT,__text) external _readv
000000000000df00 (__TEXT,__text) external _readv$NOCANCEL
0000000000011d2c (__TEXT,__text) external _reboot
0000000000011d34 (__TEXT,__text) external _reboot_np
0000000000019e34 (__TEXT,__text) external _record_system_event_as_kernel
0000000000005488 (__TEXT,__text) external _recvfrom
000000000000536c (__TEXT,__text) external _recvfrom$NOCANCEL
0000000000005870 (__TEXT,__text) external _recvmsg
000000000000df78 (__TEXT,__text) external _recvmsg$NOCANCEL
000000000000f13c (__TEXT,__text) external _recvmsg_x
000000000000f164 (__TEXT,__text) external _register_uexc_handler
0000000000005d80 (__TEXT,__text) external _removexattr
0000000000004b18 (__TEXT,__text) external _rename
000000000001505c (__TEXT,__text) external _rename_ext
0000000000011dc4 (__TEXT,__text) external _renameat
0000000000014ff8 (__TEXT,__text) external _renameatx_np
0000000000015020 (__TEXT,__text) external _renamex_np
000000000000f18c (__TEXT,__text) external _revoke
0000000000004b7c (__TEXT,__text) external _rmdir
000000000000f1b4 (__TEXT,__text) external _searchfs
0000000000005578 (__TEXT,__text) external _select
000000000000b7f8 (__TEXT,__text) external _select$DARWIN_EXTSN
0000000000005344 (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
0000000000005310 (__TEXT,__text) external _select$NOCANCEL
000000000000a17c (__TEXT,__text) external _sem_close
0000000000019a24 (__TEXT,__text) external _sem_destroy
0000000000019a4c (__TEXT,__text) external _sem_getvalue
0000000000019a74 (__TEXT,__text) external _sem_init
000000000000d270 (__TEXT,__text) external _sem_open
000000000000f1dc (__TEXT,__text) external _sem_post
000000000000f204 (__TEXT,__text) external _sem_trywait
000000000000f22c (__TEXT,__text) external _sem_unlink
000000000000f254 (__TEXT,__text) external _sem_wait
000000000000dff0 (__TEXT,__text) external _sem_wait$NOCANCEL
0000000000003fb8 (__TEXT,__text) external _semaphore_create
0000000000004334 (__TEXT,__text) external _semaphore_destroy
0000000000004120 (__TEXT,__text) external _semaphore_signal
0000000000012964 (__TEXT,__text) external _semaphore_signal_all
00000000000012ec (__TEXT,__text) external _semaphore_signal_all_trap
0000000000012968 (__TEXT,__text) external _semaphore_signal_thread
00000000000012f8 (__TEXT,__text) external _semaphore_signal_thread_trap
00000000000012e0 (__TEXT,__text) external _semaphore_signal_trap
0000000000005af4 (__TEXT,__text) external _semaphore_timedwait
0000000000012970 (__TEXT,__text) external _semaphore_timedwait_signal
0000000000001328 (__TEXT,__text) external _semaphore_timedwait_signal_trap
000000000000131c (__TEXT,__text) external _semaphore_timedwait_trap
000000000000411c (__TEXT,__text) external _semaphore_wait
000000000001296c (__TEXT,__text) external _semaphore_wait_signal
0000000000001310 (__TEXT,__text) external _semaphore_wait_signal_trap
0000000000001304 (__TEXT,__text) external _semaphore_wait_trap
000000000000d2e4 (__TEXT,__text) external _semctl
000000000000f27c (__TEXT,__text) external _semget
000000000000f2a4 (__TEXT,__text) external _semop
000000000000d2c4 (__TEXT,__text) external _semsys
000000000000f2cc (__TEXT,__text) external _sendfile
0000000000006940 (__TEXT,__text) external _sendmsg
00000000000053bc (__TEXT,__text) external _sendmsg$NOCANCEL
000000000000f2f4 (__TEXT,__text) external _sendmsg_x
0000000000005460 (__TEXT,__text) external _sendto
00000000000052e8 (__TEXT,__text) external _sendto$NOCANCEL
00000000000047ac (__TEXT,__text) external _setattrlist
000000000000f31c (__TEXT,__text) external _setattrlistat
000000000001cba8 (__TEXT,__text) external _setaudit
000000000000f344 (__TEXT,__text) external _setaudit_addr
000000000000f36c (__TEXT,__text) external _setauid
0000000000009f40 (__TEXT,__text) external _setegid
0000000000009f18 (__TEXT,__text) external _seteuid
0000000000009c88 (__TEXT,__text) external _setgid
000000000000f394 (__TEXT,__text) external _setgroups
0000000000008500 (__TEXT,__text) external _setiopolicy_np
0000000000009128 (__TEXT,__text) external _setitimer
000000000000c130 (__TEXT,__text) external _setpgid
0000000000008bf4 (__TEXT,__text) external _setpriority
000000000000f3bc (__TEXT,__text) external _setprivexec
0000000000012890 (__TEXT,__text) external _setquota
000000000000e068 (__TEXT,__text) external _setregid
000000000000e090 (__TEXT,__text) external _setreuid
0000000000003d9c (__TEXT,__text) external _setrlimit
000000000000e0b8 (__TEXT,__text) external _setsgroups_np
