00000001886f8610 (__TEXT,__const) non-external _A1_Table
000000018853a408 (__TEXT,__text) non-external _downsampleTransposeStore16x4_ARGB8888
0000000188528404 (__TEXT,__text) non-external _downsampleTransposeStore16x8Edge_CbCr8
0000000188530b70 (__TEXT,__text) non-external _downsampleTransposeStore16x8Edge_CbCr8_FP16
0000000188528024 (__TEXT,__text) non-external _downsampleTransposeStore16x8_CbCr8
0000000188530610 (__TEXT,__text) non-external _downsampleTransposeStore16x8_CbCr8_FP16
                 (undefined) external _expm1f (from libSystem)
                 (undefined) external _fegetround (from libSystem)
                 (undefined) external _fesetround (from libSystem)
000000018855cb14 (__TEXT,__text) non-external _float2FixedScaleTrunc
                 (undefined) external _free (from libSystem)
                 (undefined) external _frexpf (from libSystem)
00000001886f8cfc (__TEXT,__const) non-external _gSequentialTable8
00000001886f8988 (__TEXT,__const) non-external (was a private external) _gamma1_8exp1
00000001886f89a8 (__TEXT,__const) non-external (was a private external) _gamma1_8exp2
00000001886f89c8 (__TEXT,__const) non-external (was a private external) _gamma1_8exp3
00000001886f8968 (__TEXT,__const) non-external (was a private external) _gamma1_8linear
00000001886f8a08 (__TEXT,__const) non-external (was a private external) _gamma2_2exp1
00000001886f8a28 (__TEXT,__const) non-external (was a private external) _gamma2_2exp2
00000001886f8a48 (__TEXT,__const) non-external (was a private external) _gamma2_2exp3
00000001886f89e8 (__TEXT,__const) non-external (was a private external) _gamma2_2linear
00000001886f8a88 (__TEXT,__const) non-external (was a private external) _gamma2_4exp1
00000001886f8aa8 (__TEXT,__const) non-external (was a private external) _gamma2_4exp2
00000001886f8ac8 (__TEXT,__const) non-external (was a private external) _gamma2_4exp3
00000001886f8a68 (__TEXT,__const) non-external (was a private external) _gamma2_4linear
00000001886f8b08 (__TEXT,__const) non-external (was a private external) _gamma3exponential
00000001886f8ae8 (__TEXT,__const) non-external (was a private external) _gamma3linear
00000001886f9000 (__TEXT,__const) non-external (was a private external) _gaussianBlueNoise
00000001e82f95d8 (__DATA_DIRTY,__common) non-external (was a private external) _getCodeFragmentWithCGColorConverter
00000001e82f9568 (__DATA_DIRTY,__common) non-external (was a private external) _getColorSpaceDescription
00000001e82f9550 (__DATA_DIRTY,__common) non-external (was a private external) _getColorspaceTransformsWithTransform
00000001e82f9608 (__DATA_DIRTY,__common) non-external (was a private external) _getColorspaceTransformsWithTransformWithCGColorConversionInfo
00000001e70d5f98 (__DATA,__bss) non-external _getgpuExecuteBlockBeginSymbolLoc.ptr
00000001e70d5fa0 (__DATA,__bss) non-external _getgpuExecuteBlockEndSymbolLoc.ptr
00000001e70d5fa8 (__DATA,__bss) non-external _getgpuExecuteBlockEndWithCompletionHandlerSymbolLoc.ptr
000000018849e490 (__TEXT,__text) non-external (was a private external) _getgpuImageAlphaBlend_ARGB8888SymbolLoc
00000001e70d6020 (__DATA,__bss) non-external _getgpuImageAlphaBlend_ARGB8888SymbolLoc.ptr
00000001e70d5fd8 (__DATA,__bss) non-external _getgpuImageBoxConvolve_ARGB8888SymbolLoc.ptr
00000001e70d5fb0 (__DATA,__bss) non-external _getgpuImageBufferCreateSymbolLoc.ptr
00000001e70d5fb8 (__DATA,__bss) non-external _getgpuImageBufferDestroySymbolLoc.ptr
00000001e70d5fc8 (__DATA,__bss) non-external _getgpuImageBufferGetHeightSymbolLoc.ptr
00000001e70d5fc0 (__DATA,__bss) non-external _getgpuImageBufferGetInfoSymbolLoc.ptr
00000001e70d5fd0 (__DATA,__bss) non-external _getgpuImageBufferGetWidthSymbolLoc.ptr
000000018849dd68 (__TEXT,__text) non-external (was a private external) _getgpuImageConvert_ARGB8888toPlanar8SymbolLoc
00000001e70d6008 (__DATA,__bss) non-external _getgpuImageConvert_ARGB8888toPlanar8SymbolLoc.ptr
000000018849dfc8 (__TEXT,__text) non-external (was a private external) _getgpuImageConvert_Planar8toARGB8888SymbolLoc
00000001e70d6010 (__DATA,__bss) non-external _getgpuImageConvert_Planar8toARGB8888SymbolLoc.ptr
00000001e70d5ff0 (__DATA,__bss) non-external _getgpuImageConvolution_ARGB8888SymbolLoc.ptr
00000001e70d5ff8 (__DATA,__bss) non-external _getgpuImageHistogramCalculation_ARGB8888SymbolLoc.ptr
000000018849e228 (__TEXT,__text) non-external (was a private external) _getgpuImageMatrixMultiply_ARGB8888SymbolLoc
00000001e70d6018 (__DATA,__bss) non-external _getgpuImageMatrixMultiply_ARGB8888SymbolLoc.ptr
000000018849db20 (__TEXT,__text) non-external (was a private external) _getgpuImagePermuteChannels_ARGB8888SymbolLoc
00000001e70d6000 (__DATA,__bss) non-external _getgpuImagePermuteChannels_ARGB8888SymbolLoc.ptr
000000018849f040 (__TEXT,__text) non-external (was a private external) _getgpuImagePiecewiseGamma_Planar8SymbolLoc
00000001e70d6048 (__DATA,__bss) non-external _getgpuImagePiecewiseGamma_Planar8SymbolLoc.ptr
000000018849edd8 (__TEXT,__text) non-external (was a private external) _getgpuImagePiecewiseGamma_PlanarFSymbolLoc
00000001e70d6040 (__DATA,__bss) non-external _getgpuImagePiecewiseGamma_PlanarFSymbolLoc.ptr
000000018849eb70 (__TEXT,__text) non-external (was a private external) _getgpuImagePiecewisePolynomial_PlanarFSymbolLoc
00000001e70d6038 (__DATA,__bss) non-external _getgpuImagePiecewisePolynomial_PlanarFSymbolLoc.ptr
000000018849e6d8 (__TEXT,__text) non-external (was a private external) _getgpuImagePremultipliedAlphaBlend_ARGB8888SymbolLoc
00000001e70d6028 (__DATA,__bss) non-external _getgpuImagePremultipliedAlphaBlend_ARGB8888SymbolLoc.ptr
000000018849f2b0 (__TEXT,__text) non-external (was a private external) _getgpuImagePremultiplyData_ARGB8888SymbolLoc
00000001e70d6050 (__DATA,__bss) non-external _getgpuImagePremultiplyData_ARGB8888SymbolLoc.ptr
000000018849f4e8 (__TEXT,__text) non-external (was a private external) _getgpuImagePremultiplyData_RGBA8888SymbolLoc
00000001e70d6058 (__DATA,__bss) non-external _getgpuImagePremultiplyData_RGBA8888SymbolLoc.ptr
000000018849e920 (__TEXT,__text) non-external (was a private external) _getgpuImageRotate90_ARGB8888SymbolLoc
00000001e70d6030 (__DATA,__bss) non-external _getgpuImageRotate90_ARGB8888SymbolLoc.ptr
00000001e70d5fe8 (__DATA,__bss) non-external _getgpuImageSeparableConvolution_ARGB8888SymbolLoc.ptr
00000001e70d5fe0 (__DATA,__bss) non-external _getgpuImageTentConvolve_ARGB8888SymbolLoc.ptr
000000018849f720 (__TEXT,__text) non-external (was a private external) _getgpuImageUnpremultiplyData_ARGB8888SymbolLoc
00000001e70d6060 (__DATA,__bss) non-external _getgpuImageUnpremultiplyData_ARGB8888SymbolLoc.ptr
000000018849f958 (__TEXT,__text) non-external (was a private external) _getgpuImageUnpremultiplyData_RGBA8888SymbolLoc
00000001e70d6068 (__DATA,__bss) non-external _getgpuImageUnpremultiplyData_RGBA8888SymbolLoc.ptr
                 (undefined) external _getprogname (from libSystem)
000000018849c808 (__TEXT,__text) non-external (was a private external) _gpuCreateSession_link
000000018866c6ec (__TEXT,__text) non-external _gpuCreateSession_link.cold.1
000000018849c950 (__TEXT,__text) non-external (was a private external) _gpuExecuteBlockBegin_link
000000018866c710 (__TEXT,__text) non-external _gpuExecuteBlockBegin_link.cold.1
000000018849cbd0 (__TEXT,__text) non-external (was a private external) _gpuExecuteBlockEndWithCompletionHandler_link
000000018866c758 (__TEXT,__text) non-external _gpuExecuteBlockEndWithCompletionHandler_link.cold.1
000000018849ca90 (__TEXT,__text) non-external (was a private external) _gpuExecuteBlockEnd_link
000000018866c734 (__TEXT,__text) non-external _gpuExecuteBlockEnd_link.cold.1
000000018849e5b8 (__TEXT,__text) non-external (was a private external) _gpuImageAlphaBlend_ARGB8888_link
000000018866c974 (__TEXT,__text) non-external _gpuImageAlphaBlend_ARGB8888_link.cold.1
000000018849d398 (__TEXT,__text) non-external (was a private external) _gpuImageBoxConvolve_ARGB8888_link
000000018866c830 (__TEXT,__text) non-external _gpuImageBoxConvolve_ARGB8888_link.cold.1
000000018849cd18 (__TEXT,__text) non-external (was a private external) _gpuImageBufferCreate_link
000000018866c77c (__TEXT,__text) non-external _gpuImageBufferCreate_link.cold.1
000000018849ce90 (__TEXT,__text) non-external (was a private external) _gpuImageBufferDestroy_link
000000018866c7a0 (__TEXT,__text) non-external _gpuImageBufferDestroy_link.cold.1
000000018849d118 (__TEXT,__text) non-external (was a private external) _gpuImageBufferGetHeight_link
000000018866c7e8 (__TEXT,__text) non-external _gpuImageBufferGetHeight_link.cold.1
000000018849cfd0 (__TEXT,__text) non-external (was a private external) _gpuImageBufferGetInfo_link
000000018866c7c4 (__TEXT,__text) non-external _gpuImageBufferGetInfo_link.cold.1
000000018849d258 (__TEXT,__text) non-external (was a private external) _gpuImageBufferGetWidth_link
000000018866c80c (__TEXT,__text) non-external _gpuImageBufferGetWidth_link.cold.1
000000018849de90 (__TEXT,__text) non-external (was a private external) _gpuImageConvert_ARGB8888toPlanar8_link
000000018866c908 (__TEXT,__text) non-external _gpuImageConvert_ARGB8888toPlanar8_link.cold.1
000000018849e0f0 (__TEXT,__text) non-external (was a private external) _gpuImageConvert_Planar8toARGB8888_link
000000018866c92c (__TEXT,__text) non-external _gpuImageConvert_Planar8toARGB8888_link.cold.1
000000018849d870 (__TEXT,__text) non-external (was a private external) _gpuImageConvolution_ARGB8888_link
000000018866c89c (__TEXT,__text) non-external _gpuImageConvolution_ARGB8888_link.cold.1
000000018849da10 (__TEXT,__text) non-external (was a private external) _gpuImageHistogramCalculation_ARGB8888_link
000000018866c8c0 (__TEXT,__text) non-external _gpuImageHistogramCalculation_ARGB8888_link.cold.1
000000018849e350 (__TEXT,__text) non-external (was a private external) _gpuImageMatrixMultiply_ARGB8888_link
000000018866c950 (__TEXT,__text) non-external _gpuImageMatrixMultiply_ARGB8888_link.cold.1
000000018849dc48 (__TEXT,__text) non-external (was a private external) _gpuImagePermuteChannels_ARGB8888_link
000000018866c8e4 (__TEXT,__text) non-external _gpuImagePermuteChannels_ARGB8888_link.cold.1
000000018849f168 (__TEXT,__text) non-external (was a private external) _gpuImagePiecewiseGamma_Planar8_link
000000018866ca28 (__TEXT,__text) non-external _gpuImagePiecewiseGamma_Planar8_link.cold.1
000000018849ef00 (__TEXT,__text) non-external (was a private external) _gpuImagePiecewiseGamma_PlanarF_link
000000018866ca04 (__TEXT,__text) non-external _gpuImagePiecewiseGamma_PlanarF_link.cold.1
000000018849ec98 (__TEXT,__text) non-external (was a private external) _gpuImagePiecewisePolynomial_PlanarF_link
000000018866c9e0 (__TEXT,__text) non-external _gpuImagePiecewisePolynomial_PlanarF_link.cold.1
000000018849e800 (__TEXT,__text) non-external (was a private external) _gpuImagePremultipliedAlphaBlend_ARGB8888_link
000000018866c998 (__TEXT,__text) non-external _gpuImagePremultipliedAlphaBlend_ARGB8888_link.cold.1
000000018849f3d8 (__TEXT,__text) non-external (was a private external) _gpuImagePremultiplyData_ARGB8888_link
000000018866ca4c (__TEXT,__text) non-external _gpuImagePremultiplyData_ARGB8888_link.cold.1
000000018849f610 (__TEXT,__text) non-external (was a private external) _gpuImagePremultiplyData_RGBA8888_link
000000018866ca70 (__TEXT,__text) non-external _gpuImagePremultiplyData_RGBA8888_link.cold.1
000000018849ea48 (__TEXT,__text) non-external (was a private external) _gpuImageRotate90_ARGB8888_link
000000018866c9bc (__TEXT,__text) non-external _gpuImageRotate90_ARGB8888_link.cold.1
000000018849d6c8 (__TEXT,__text) non-external (was a private external) _gpuImageSeparableConvolution_ARGB8888_link
000000018866c878 (__TEXT,__text) non-external _gpuImageSeparableConvolution_ARGB8888_link.cold.1
000000018849d530 (__TEXT,__text) non-external (was a private external) _gpuImageTentConvolve_ARGB8888_link
000000018866c854 (__TEXT,__text) non-external _gpuImageTentConvolve_ARGB8888_link.cold.1
000000018849f848 (__TEXT,__text) non-external (was a private external) _gpuImageUnpremultiplyData_ARGB8888_link
000000018866ca94 (__TEXT,__text) non-external _gpuImageUnpremultiplyData_ARGB8888_link.cold.1
000000018849fa80 (__TEXT,__text) non-external (was a private external) _gpuImageUnpremultiplyData_RGBA8888_link
000000018866cab8 (__TEXT,__text) non-external _gpuImageUnpremultiplyData_RGBA8888_link.cold.1
00000001e82f94f0 (__DATA_DIRTY,__common) non-external (was a private external) _gvImageCPUCount
00000001e82f94f8 (__DATA_DIRTY,__common) non-external (was a private external) _gvImageLogicalCPUCount
00000001884e1920 (__TEXT,__text) non-external (was a private external) _invertMatrix3x3
000000018866d148 (__TEXT,__const) non-external _kGaussianKernel3
000000018866d154 (__TEXT,__const) non-external _kGaussianKernel5
000000018866d168 (__TEXT,__const) non-external _kGaussianKernel7
000000018870610e (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_420Yp8_Cb8_Cr8
00000001887061aa (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_420Yp8_CbCr8
000000018870615c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_422CbYCr8_AA8
0000000188705eec (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_422CbYCrY8
0000000188706024 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_422CbYpCrYp16
0000000188706072 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_422CrYpCbYpCbYpCbYpCrYpCrYp10
00000001887061f8 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_422YCbYCr8
0000000188705fd6 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_444AYCbCr16
0000000188705f88 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_444AYCbCr8
00000001887060c0 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_444AYpCbCr16
0000000188705f3a (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_444CbYCrA8
000000018870330c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG12bpc
00000001887037ec (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG16bpc
000000018870468c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG16bpcPlanar
000000018870552c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG16bpcPlanar_NoAlpha
0000000188701f8c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG1bpc
000000018870246c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG2bpc
0000000188703ccc (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG32bpc
0000000188704b6c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG32bpcPlanar
0000000188705a0c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG32bpcPlanar_NoAlpha
000000018870294c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG4bpc
0000000188702e2c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG8bpc
00000001887041ac (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG8bpcPlanar
000000018870504c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG8bpcPlanar_NoAlpha
0000000188701f3e (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CGRGB10bitspecial_32bpp
0000000188701ef0 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CGRGB5bitspecial_16bpp
00000001e4d4a250 (__DATA_CONST,__const) non-external (was a private external) _kKnownPolynomials
00000001e82f95f0 (__DATA_DIRTY,__common) non-external (was a private external) _kcgColorSpaceDisplayP3
00000001e82f9600 (__DATA_DIRTY,__common) non-external (was a private external) _kcgColorSpaceExtendedLinearSRGB
00000001e82f95f8 (__DATA_DIRTY,__common) non-external (was a private external) _kcgColorSpaceExtendedSRGB
00000001e70d6088 (__DATA,__common) non-external (was a private external) _kcgColorSpaceSRGB
00000001e70d5f88 (__DATA,__data) external _kvImageConstDecodeArray0
00000001e70d5f80 (__DATA,__data) external _kvImageDecodeArray_16Q12Format
00000001e70d5f78 (__DATA,__data) non-external (was a private external) _kvImage_ARGBToYpCbCrMatrix_ITU_R_2020_NCL_0
00000001e70d5f68 (__DATA,__data) external _kvImage_ARGBToYpCbCrMatrix_ITU_R_601_4
00000001e70d5f70 (__DATA,__data) external _kvImage_ARGBToYpCbCrMatrix_ITU_R_709_2
00000001e70d5f60 (__DATA,__data) non-external (was a private external) _kvImage_YpCbCrToARGBMatrix_ITU_R_2020_NCL_0
00000001e70d5f50 (__DATA,__data) external _kvImage_YpCbCrToARGBMatrix_ITU_R_601_4
00000001e70d5f58 (__DATA,__data) external _kvImage_YpCbCrToARGBMatrix_ITU_R_709_2
                 (undefined) external _ldexp (from libSystem)
                 (undefined) external _ldexpf (from libSystem)
00000001884e1b58 (__TEXT,__text) non-external (was a private external) _linearSystemSolve
                 (undefined) external _log1pf (from libSystem)
                 (undefined) external _logf (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
