00000001c0a4fbfc (__TEXT,__text) non-external +[DDLog addLogger:]
00000001c0a519f4 (__TEXT,__text) non-external ___32-[DDAbstractLogger logFormatter]_block_invoke_2
00000001c0a540e8 (__TEXT,__text) non-external ___32-[DDFileLogger rollingFrequency]_block_invoke
00000001c0a54104 (__TEXT,__text) non-external ___32-[DDFileLogger rollingFrequency]_block_invoke_2
00000001c0a4d748 (__TEXT,__text) non-external ___32-[GCDAsyncSocket doWriteTimeout]_block_invoke
00000001c0a4d7f0 (__TEXT,__text) non-external ___32-[GCDAsyncSocket doWriteTimeout]_block_invoke_2
00000001c0a48a3c (__TEXT,__text) non-external ___32-[GCDAsyncSocket isDisconnected]_block_invoke
00000001c0a49d90 (__TEXT,__text) non-external ___32-[GCDAsyncSocket localAddresses]_block_invoke
00000001c0a3d080 (__TEXT,__text) non-external ___32-[HTTPServer listeningAddresses]_block_invoke
00000001c0a35534 (__TEXT,__text) non-external ___33+[HTTPConnection hasRecentNonce:]_block_invoke
00000001c0a47a94 (__TEXT,__text) non-external ___33-[GCDAsyncSocket closeWithError:]_block_invoke
00000001c0a4b3bc (__TEXT,__text) non-external ___33-[GCDAsyncSocket flushSSLBuffers]_block_invoke
00000001c0a43f70 (__TEXT,__text) non-external ___33-[GCDAsyncSocket setIPv4Enabled:]_block_invoke
00000001c0a44124 (__TEXT,__text) non-external ___33-[GCDAsyncSocket setIPv6Enabled:]_block_invoke
00000001c0a3dbd4 (__TEXT,__text) non-external ___33-[HTTPServer TXTRecordDictionary]_block_invoke
00000001c0a3dea4 (__TEXT,__text) non-external ___33-[HTTPServer listeningIPv4Socket]_block_invoke
00000001c0a3e030 (__TEXT,__text) non-external ___33-[HTTPServer listeningIPv6Socket]_block_invoke
00000001c0a3e1bc (__TEXT,__text) non-external ___33-[HTTPServer listeningUnixSocket]_block_invoke
00000001c0a3cdd4 (__TEXT,__text) non-external ___33-[HTTPServer setConnectionClass:]_block_invoke
00000001c0a49924 (__TEXT,__text) non-external ___34-[GCDAsyncSocket connectedAddress]_block_invoke
00000001c0a53e78 (__TEXT,__text) non-external ___35-[DDFileLogger setMaximumFileSize:]_block_invoke
00000001c0a53ecc (__TEXT,__text) non-external ___35-[DDFileLogger setMaximumFileSize:]_block_invoke.141
00000001c0a4c75c (__TEXT,__text) non-external ___35-[GCDAsyncSocket asyncQueuePacket:]_block_invoke
00000001c0a46ad8 (__TEXT,__text) non-external ___35-[GCDAsyncSocket lookup:host:port:]_block_invoke
00000001c0a46b20 (__TEXT,__text) non-external ___35-[GCDAsyncSocket lookup:host:port:]_block_invoke_2
00000001c0a3b5f0 (__TEXT,__text) non-external ___35-[HTTPConnection responseDidAbort:]_block_invoke
00000001c0a51b80 (__TEXT,__text) non-external ___36-[DDAbstractLogger setLogFormatter:]_block_invoke
00000001c0a51c18 (__TEXT,__text) non-external ___36-[DDAbstractLogger setLogFormatter:]_block_invoke_2
00000001c0a54270 (__TEXT,__text) non-external ___36-[DDFileLogger setRollingFrequency:]_block_invoke
00000001c0a542c8 (__TEXT,__text) non-external ___36-[DDFileLogger setRollingFrequency:]_block_invoke_2
00000001c0a4c19c (__TEXT,__text) non-external ___37-[GCDAsyncSocket completeCurrentRead]_block_invoke
00000001c0a44704 (__TEXT,__text) non-external ___37-[GCDAsyncSocket countedBytesWritten]_block_invoke
00000001c0a36688 (__TEXT,__text) non-external ___37-[HTTPConnection stopAfterResponding]_block_invoke
00000001c0a3df74 (__TEXT,__text) non-external ___37-[HTTPServer setListeningIPv4Socket:]_block_invoke
00000001c0a3e100 (__TEXT,__text) non-external ___37-[HTTPServer setListeningIPv6Socket:]_block_invoke
00000001c0a3e28c (__TEXT,__text) non-external ___37-[HTTPServer setListeningUnixSocket:]_block_invoke
00000001c0a3dcd4 (__TEXT,__text) non-external ___37-[HTTPServer setTXTRecordDictionary:]_block_invoke
00000001c0a3ddec (__TEXT,__text) non-external ___37-[HTTPServer setTXTRecordDictionary:]_block_invoke_2
00000001c0a4d440 (__TEXT,__text) non-external ___38-[GCDAsyncSocket completeCurrentWrite]_block_invoke
00000001c0a476f0 (__TEXT,__text) non-external ___38-[GCDAsyncSocket startConnectTimeout:]_block_invoke
00000001c0a4ff80 (__TEXT,__text) non-external ___40+[DDLog queueLogMessage:asynchronously:]_block_invoke
00000001c0a3f4d8 (__TEXT,__text) non-external ___40+[HTTPServer startBonjourThreadIfNeeded]_block_invoke
00000001c0a47c50 (__TEXT,__text) non-external ___40-[GCDAsyncSocket disconnectAfterReading]_block_invoke
00000001c0a47d20 (__TEXT,__text) non-external ___40-[GCDAsyncSocket disconnectAfterWriting]_block_invoke
00000001c0a442e4 (__TEXT,__text) non-external ___40-[GCDAsyncSocket setPreferIPv4OverIPv6:]_block_invoke
00000001c0a44214 (__TEXT,__text) non-external ___41-[GCDAsyncSocket isIPv4PreferredOverIPv6]_block_invoke
00000001c0a447c8 (__TEXT,__text) non-external ___42-[GCDAsyncSocket resetCountedBytesWritten]_block_invoke
00000001c0a4f134 (__TEXT,__text) non-external ___42-[GCDAsyncSocket ssl_continueSSLHandshake]_block_invoke
00000001c0a4f178 (__TEXT,__text) non-external ___42-[GCDAsyncSocket ssl_continueSSLHandshake]_block_invoke_2
00000001c0a406dc (__TEXT,__text) non-external ___42-[HTTPAsyncFileResponse readDataOfLength:]_block_invoke
00000001c0a57460 (__TEXT,__text) non-external ___42-[HTTPAsyncFileResponse readDataOfLength:]_block_invoke.cold.1
00000001c0a408cc (__TEXT,__text) non-external ___43-[HTTPAsyncFileResponse connectionDidClose]_block_invoke
00000001c0a3b2e4 (__TEXT,__text) non-external ___43-[HTTPConnection responseHasAvailableData:]_block_invoke
00000001c0a43b64 (__TEXT,__text) non-external ___44-[GCDAsyncSocket getDelegate:delegateQueue:]_block_invoke
00000001c0a4379c (__TEXT,__text) non-external ___44-[GCDAsyncSocket setDelegate:synchronously:]_block_invoke
00000001c0a4c374 (__TEXT,__text) non-external ___44-[GCDAsyncSocket setupReadTimerWithTimeout:]_block_invoke
00000001c0a4d5c8 (__TEXT,__text) non-external ___45-[GCDAsyncSocket setupWriteTimerWithTimeout:]_block_invoke
00000001c0a439c4 (__TEXT,__text) non-external ___49-[GCDAsyncSocket setDelegateQueue:synchronously:]_block_invoke
00000001c0a5445c (__TEXT,__text) non-external ___50-[DDFileLogger scheduleTimerToRollLogFileDueToAge]_block_invoke
00000001c0a4f32c (__TEXT,__text) non-external ___50-[GCDAsyncSocket autoDisconnectOnClosedReadStream]_block_invoke
00000001c0a47df0 (__TEXT,__text) non-external ___50-[GCDAsyncSocket disconnectAfterReadingAndWriting]_block_invoke
00000001c0a401e8 (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke
00000001c0a403c8 (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke.5
00000001c0a56fc8 (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke.5.cold.1
00000001c0a56b0c (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke.cold.1
00000001c0a56bd8 (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke.cold.2
00000001c0a56c98 (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke.cold.3
00000001c0a56d58 (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke.cold.4
00000001c0a56e24 (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke.cold.5
00000001c0a56f08 (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke.cold.6
00000001c0a46fa0 (__TEXT,__text) non-external ___53-[GCDAsyncSocket connectWithAddress4:address6:error:]_block_invoke
00000001c0a470fc (__TEXT,__text) non-external ___53-[GCDAsyncSocket connectWithAddress4:address6:error:]_block_invoke_2
00000001c0a47144 (__TEXT,__text) non-external ___53-[GCDAsyncSocket connectWithAddress4:address6:error:]_block_invoke_3
00000001c0a4f3fc (__TEXT,__text) non-external ___54-[GCDAsyncSocket setAutoDisconnectOnClosedReadStream:]_block_invoke
00000001c0a43cf8 (__TEXT,__text) non-external ___58-[GCDAsyncSocket setDelegate:delegateQueue:synchronously:]_block_invoke
00000001c0a4afc0 (__TEXT,__text) non-external ___61-[GCDAsyncSocket progressOfReadReturningTag:bytesDone:total:]_block_invoke
00000001c0a4ca3c (__TEXT,__text) non-external ___62-[GCDAsyncSocket progressOfWriteReturningTag:bytesDone:total:]_block_invoke
00000001c0a4657c (__TEXT,__text) non-external ___66-[GCDAsyncSocket connectToAddress:viaInterface:withTimeout:error:]_block_invoke
00000001c0a4a780 (__TEXT,__text) non-external ___66-[GCDAsyncSocket setupReadAndWriteSourcesForNewlyConnectedSocket:]_block_invoke
00000001c0a4a880 (__TEXT,__text) non-external ___66-[GCDAsyncSocket setupReadAndWriteSourcesForNewlyConnectedSocket:]_block_invoke.356
00000001c0a4a7ec (__TEXT,__text) non-external ___66-[GCDAsyncSocket setupReadAndWriteSourcesForNewlyConnectedSocket:]_block_invoke_2
00000001c0a4a840 (__TEXT,__text) non-external ___66-[GCDAsyncSocket setupReadAndWriteSourcesForNewlyConnectedSocket:]_block_invoke_3
00000001c0a46090 (__TEXT,__text) non-external ___70-[GCDAsyncSocket connectToHost:onPort:viaInterface:withTimeout:error:]_block_invoke
00000001c0a46220 (__TEXT,__text) non-external ___70-[GCDAsyncSocket connectToHost:onPort:viaInterface:withTimeout:error:]_block_invoke_2
00000001c0a4ac6c (__TEXT,__text) non-external ___71-[GCDAsyncSocket readDataToLength:withTimeout:buffer:bufferOffset:tag:]_block_invoke
00000001c0a4aae0 (__TEXT,__text) non-external ___72-[GCDAsyncSocket readDataWithTimeout:buffer:bufferOffset:maxLength:tag:]_block_invoke
00000001c0a52980 (__TEXT,__text) non-external ___74-[DDLogFileManagerDefault observeValueForKeyPath:ofObject:change:context:]_block_invoke
00000001c0a4ae50 (__TEXT,__text) non-external ___79-[GCDAsyncSocket readDataToData:withTimeout:buffer:bufferOffset:maxLength:tag:]_block_invoke
00000001c0a44af0 (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke
00000001c0a44c78 (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke.167
00000001c0a44f30 (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke.203
00000001c0a456f0 (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke.233
00000001c0a45680 (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke_2
00000001c0a456f8 (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke_2.235
00000001c0a45768 (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke_3
00000001c0a45770 (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke_4
00000001c0a457e0 (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke_5
00000001c0a3ca00 (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001c0a43648 (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001c0a51964 (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001c0a3ca10 (__TEXT,__text) non-external ___Block_byref_object_dispose_
00000001c0a43658 (__TEXT,__text) non-external ___Block_byref_object_dispose_
00000001c0a51974 (__TEXT,__text) non-external ___Block_byref_object_dispose_
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) external ___assert_rtn (from libSystem)
00000001e844b870 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00000001e844b8b0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_36_e5_v8?0l
00000001e844b890 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e5_v8?0l
00000001f37baba8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e5_v8?0l
00000001f37ba7a8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e5_v8?0l
00000001f37ba948 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_41_e8_32s_e5_v8?0l
00000001f37ba8b8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_42_e8_32s_e5_v8?0l
00000001f37bac08 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_44_e8_32r_e5_v8?0l
00000001f37ba8e8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_44_e8_32s_e5_v8?0l
00000001f37bad28 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40bs_e5_v8?0l
00000001f37baa08 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40r_e11_B16?0i8i12l
00000001f37ba9d8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40r_e19_i20?0i8"NSData"12l
00000001f37ba7d8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40r_e5_v8?0l
00000001f37ba858 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e5_v8?0l
00000001f37bacc8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e5_v8?0l
00000001f37ba888 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e5_v8?0lu40l8
00000001f37baa38 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_52_e8_32s40s_e5_v8?0l
00000001f37baac8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_54_e8_32s40s_e5_v8?0l
00000001f37ba918 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40r48r_e5_v8?0l
00000001f37ba9a8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48s_e5_v8?0l
00000001f37ba828 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s_e5_v8?0l
00000001f37ba978 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s_e5_v8?0l
00000001f37bab58 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_60_e8_32s40s48s_e5_v8?0l
00000001f37baa98 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_61_e8_32s40s48s_e5_v8?0l
00000001f37bacf8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s48r_e5_v8?0l
00000001f37bac98 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s48s56s_e5_v8?0l
00000001f37bac68 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s_e5_v8?0l
00000001f37babd8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_66_e8_32s40s48s56bs_e5_v8?0l
00000001f37bac38 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_72_e8_32s40r_e5_v8?0l
00000001f37bab28 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_80_e8_32s40s48s56r64r_e5_v8?0l
00000001f37baaf8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_82_e8_32s40s48s56r64r_e5_v8?0l
00000001f37baa68 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_94_e8_32s40s48bs56bs64r72r_e5_v8?0l
00000001f37ba788 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f37ba808 (__AUTH_CONST,__const) non-external ___block_literal_global.170
00000001f37bab88 (__AUTH_CONST,__const) non-external ___block_literal_global.300
00000001c0a474c8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
00000001c0a4a864 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r
00000001c0a35408 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
00000001c0a51c24 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
00000001c0a3558c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40r
00000001c0a3e74c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40r48r
00000001c0a3b494 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
00000001c0a457e8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48b56b64r72r
00000001c0a4f1cc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48r
00000001c0a43d40 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s
00000001c0a474d8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56b
00000001c0a4626c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56r64r
00000001c0a4c1e8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56s
00000001c0a4a874 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r
00000001c0a35410 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
00000001c0a355d4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r
00000001c0a3e7a4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r48r
00000001c0a3b4d0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
00000001c0a4f21c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48r
00000001c0a43d84 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s
00000001c0a462d4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56r64r
00000001c0a47530 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s
00000001c0a45868 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s64r72r
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___objc_personality_v0 (from libobjc)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __dispatch_source_type_read (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
                 (undefined) external __dispatch_source_type_write (from libSystem)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _accept (from libSystem)
                 (undefined) external _bind (from libSystem)
00000001ebe6f9b0 (__DATA,__bss) non-external _bonjourThread
                 (undefined) external _class_getClassMethod (from libobjc)
                 (undefined) external _close (from libSystem)
                 (undefined) external _connect (from libSystem)
00000001ebe6f990 (__DATA,__bss) non-external _dateAsString:.df
00000001ebe6f998 (__DATA,__bss) non-external _dateAsString:.onceToken
00000001c0a51534 (__TEXT,__text) non-external _dd_str_copy
                 (undefined) external _dispatch_after (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_get_current_queue (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_get_specific (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_queue_set_specific (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_get_data (from libSystem)
                 (undefined) external _dispatch_source_set_cancel_handler (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
