                 (undefined) external _APP_SANDBOX_READ (from libSystem)
                 (undefined) external _NSTemporaryDirectory (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSURLComponents (from Foundation)
000000021d6cf508 (__DATA,__data) external _PXR_WORK_THREAD_LIMIT
000000020e39a66c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8Sdf_PoolINS_15Sdf_PathPropTagELj24ELj8ELj16384EE6HandleC1EDn
000000020e39a680 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8Sdf_PoolINS_15Sdf_PathPropTagELj24ELj8ELj16384EE6HandleC1Ejj
000000020e39a664 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8Sdf_PoolINS_15Sdf_PathPropTagELj24ELj8ELj16384EE6HandleC2EDn
000000020e39a674 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8Sdf_PoolINS_15Sdf_PathPropTagELj24ELj8ELj16384EE6HandleC2Ejj
000000020e39a68c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8Sdf_PoolINS_15Sdf_PathPropTagELj24ELj8ELj16384EE6HandleaSEDn
000000020e38f6b8 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8Sdf_PoolINS_15Sdf_PathPropTagELj24ELj8ELj16384EE7_GetPtrEjj
000000020e38f1a4 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8Sdf_PoolINS_15Sdf_PathPropTagELj24ELj8ELj16384EE8AllocateEv
000000020ebfa898 (__TEXT,__const) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8Sdf_PoolINS_15Sdf_PathPropTagELj24ELj8ELj16384EE8MaxIndexE
000000020e38f050 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8Sdf_PoolINS_15Sdf_PathPropTagELj24ELj8ELj16384EE9_FreeList3PopEv
000000020e38f088 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8Sdf_PoolINS_15Sdf_PathPropTagELj24ELj8ELj16384EE9_FreeList4PushENS2_6HandleE
000000020e38f0e4 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8Sdf_PoolINS_15Sdf_PathPropTagELj24ELj8ELj16384EE9_PoolSpan5AllocEv
000000020e1c4a28 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8TfDlopenERKNSt3__112basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEEiPS6_b
000000020e1ce6f4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8TfGetenvERKNSt3__112basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEES8_
000000020e1cb890 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8TfIsFileERKNSt3__112basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEEb
000000020e1cb8c8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8TfIsLinkERKNSt3__112basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEE
000000020e1d6a5c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8TfNotice11InsertProbeERKNS_9TfWeakPtrINS0_5ProbeEEE
000000020e1d6aa8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8TfNotice11RemoveProbeERKNS_9TfWeakPtrINS0_5ProbeEEE
000000020e1d69dc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8TfNotice14_DelivererBase12_EndDeliveryERKNSt3__16vectorINS_9TfWeakPtrINS0_5ProbeEEENS2_9allocatorIS6_EEEE
000000020e1d6958 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8TfNotice14_DelivererBase14_BeginDeliveryERKS0_PKNS_10TfWeakBaseERKSt9type_infoS6_S9_RKNSt3__16vectorINS_9TfWeakPtrINS0_5ProbeEEENSA_9allocatorISE_EEEE
000000020e1d6954 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8TfNotice14_DelivererBaseD0Ev
000000020e1d6950 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8TfNotice14_DelivererBaseD1Ev
000000020e1d6924 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8TfNotice14_DelivererBaseD2Ev
000000020e1d6e34 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8TfNotice17_VerifyFailedCastERKSt9type_infoRKS0_PS4_
000000020e1d6ed8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8TfNotice5BlockC1Ev
000000020e1d6e98 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8TfNotice5BlockC2Ev
000000020e1d6f5c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8TfNotice5BlockD1Ev
000000020e1d6f18 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8TfNotice5BlockD2Ev
000000020e1d6a58 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8TfNotice5ProbeD0Ev
000000020e1d6a54 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8TfNotice5ProbeD1Ev
000000020e1d6a28 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8TfNotice5ProbeD2Ev
000000020e1d6cd0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8TfNotice6RevokeEPNSt3__16vectorINS0_3KeyENS1_9allocatorIS3_EEEE
000000020e1d6c80 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8TfNotice6RevokeERNS0_3KeyE
000000020e1d6af4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8TfNotice9_RegisterEPNS0_14_DelivererBaseE
000000020e1d6920 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8TfNoticeD0Ev
000000020e1d691c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8TfNoticeD1Ev
000000020e1d6918 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8TfNoticeD2Ev
000000020e1cccac (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8TfRmTreeERKNSt3__112basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEENS0_8functionIFvS8_S8_EEE
000000020e1e2ccc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8TfSetenvERKNSt3__112basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEES8_
000000020e5dabc4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage10DefinePrimERKNS_7SdfPathERKNS_7TfTokenE
000000020e5d5848 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage10GetLoadSetEv
000000020e5cdbcc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage10OpenMaskedERKNS_9TfWeakPtrINS_8SdfLayerEEERKNS_17ArResolverContextERKNS_22UsdStagePopulationMaskENS0_14InitialLoadSetE
000000020e5cd6e4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage10OpenMaskedERKNS_9TfWeakPtrINS_8SdfLayerEEERKNS_22UsdStagePopulationMaskENS0_14InitialLoadSetE
000000020e5cee5c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage10OpenMaskedERKNS_9TfWeakPtrINS_8SdfLayerEEES5_RKNS_17ArResolverContextERKNS_22UsdStagePopulationMaskENS0_14InitialLoadSetE
000000020e5ceb94 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage10OpenMaskedERKNS_9TfWeakPtrINS_8SdfLayerEEES5_RKNS_22UsdStagePopulationMaskENS0_14InitialLoadSetE
000000020e5cd934 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage10OpenMaskedERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEERKNS_17ArResolverContextERKNS_22UsdStagePopulationMaskENS0_14InitialLoadSetE
000000020e5cd440 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage10OpenMaskedERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEERKNS_22UsdStagePopulationMaskENS0_14InitialLoadSetE
000000020e5db814 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage10RemovePrimERKNS_7SdfPathE
000000020e5d57b4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage10_RecomposeERKNS_10PcpChangesE
000000020e5dcbb0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage11TraverseAllEv
000000020e5dc5c4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage11UnmuteLayerERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
000000020e5d1b50 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage11_ClearValueENS_11UsdTimeCodeERKNS_12UsdAttributeE
000000020e5dac8c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage11_DefinePrimERKNS_7SdfPathERKNS_7TfTokenE
000000020e5db818 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage11_RemovePrimERKNS_7SdfPathE
000000020e5d5a8c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage12FindLoadableERKNS_7SdfPathE
000000020e5da808 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage12OverridePrimERKNS_7SdfPathE
000000020e5d5b64 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage12SetLoadRulesERKNS_17UsdStageLoadRulesE
000000020e5d7c04 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage12_DestroyPrimEPNS_12Usd_PrimDataE
000000020e5dcc54 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage12_GetPrimSpecERKNS_7SdfPathE
000000020e5d1048 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage12_SetMetadataERKNS_9UsdObjectERKNS_7TfTokenES6_RKNS_7VtValueE
000000020e5c7354 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage12_SetMetadataINS_12VtDictionaryEEENSt3__19enable_ifIXsr21_IsEditTargetMappableIT_EE5valueEbE4typeERKNS_9UsdObjectERKNS_7TfTokenESD_RKS5_
000000020e5d463c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage13LoadAndUnloadERKNSt3__13setINS_7SdfPathENS1_4lessIS3_EENS1_9allocatorIS3_EEEESA_NS_13UsdLoadPolicyE
000000020e5dbb64 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage13SetEditTargetERKNS_13UsdEditTargetE
000000020e5e1004 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage13_GetSpecifierEPKNS_12Usd_PrimDataE
000000020e5cc628 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage14CreateInMemoryENS0_14InitialLoadSetE
000000020e5cc6a0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage14CreateInMemoryERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEENS0_14InitialLoadSetE
000000020e5cc8fc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage14CreateInMemoryERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEERKNS_17ArResolverContextENS0_14InitialLoadSetE
000000020e5cca80 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage14CreateInMemoryERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEERKNS_9TfWeakPtrINS_8SdfLayerEEENS0_14InitialLoadSetE
000000020e5ccc04 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage14CreateInMemoryERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEERKNS_9TfWeakPtrINS_8SdfLayerEEERKNS_17ArResolverContextENS0_14InitialLoadSetE
000000020e5d28e8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage14SetDefaultPrimERKNS_7UsdPrimE
000000020e5eae54 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage14SetEndTimeCodeEd
000000020e5d1fa8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage14_ClearMetadataERKNS_9UsdObjectERKNS_7TfTokenES6_
000000020e5db28c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage15CreateClassPrimERKNS_7SdfPathE
000000020e5d9ad4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage15IsSupportedFileERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
000000020e5d7ea4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage15_ComposeSubtreeEPNS_12Usd_PrimDataEPKS1_PKNS_22UsdStagePopulationMaskERKNS_7SdfPathE
000000020e5dcc5c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage15_RemovePropertyERKNS_7SdfPathE
000000020e5d2998 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage16ClearDefaultPrimEv
000000020e5ea864 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage16SetStartTimeCodeEd
000000020e5d6b30 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage16_ComposeChildrenEPNS_12Usd_PrimDataEPKNS_22UsdStagePopulationMaskEb
000000020e5df9c4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage16_FlattenPropertyERKNS_11UsdPropertyERKNS_7UsdPrimERKNS_7TfTokenE
000000020e5caacc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage16_InstantiatePrimERKNS_7SdfPathE
000000020e5c7af0 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage16_SetMetadataImplINS_25SdfAbstractDataConstValueEEEbRKNS_9UsdObjectERKNS_7TfTokenES8_RKT_
000000020e5c735c (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage16_SetMetadataImplINS_7VtValueEEEbRKNS_9UsdObjectERKNS_7TfTokenES8_RKT_
000000020e5da164 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage17SaveSessionLayersEv
000000020e5d5dbc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage17SetPopulationMaskERKNS_22UsdStagePopulationMaskE
000000020e5c9f28 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage17_InstantiateStageERKNS_8TfRefPtrINS_8SdfLayerEEES5_RKNS_17ArResolverContextERKNS_22UsdStagePopulationMaskENS0_14InitialLoadSetE
000000020e5d2fdc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage18_GetPrimDataAtPathERKNS_7SdfPathE
000000020e5dc288 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage19MuteAndUnmuteLayersERKNSt3__16vectorINS1_12basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEENS6_IS8_EEEESC_
000000020e5d86a0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage19_ComposeSubtreeImplEPNS_12Usd_PrimDataEPKS1_PKNS_22UsdStagePopulationMaskERKNS_7SdfPathE
000000020e5d79dc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage19_DestroyDescendentsEPNS_12Usd_PrimDataE
000000020e5d6014 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage20ExpandPopulationMaskERKNSt3__18functionIFbRKNS_15UsdRelationshipEEEERKNS2_IFbRKNS_12UsdAttributeEEEE
000000020e5ec88c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage20SetInterpolationTypeENS_20UsdInterpolationTypeE
000000020e5d7afc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage20_ComposeChildSubtreeEPNS_12Usd_PrimDataEPKS1_PKNS_22UsdStagePopulationMaskE
000000020e5da2b0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage22WriteFallbackPrimTypesEv
000000020e5dcdcc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage22_HandleLayersDidChangeERKNS_9SdfNotice27LayersDidChangeSentPerLayerE
000000020e5d961c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage22_ProcessPendingChangesEv
000000020e5ec3fc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage23GetColorConfigFallbacksEPNS_12SdfAssetPathEPNS_7TfTokenE
000000020e5ec47c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage23SetColorConfigFallbacksERKNS_12SdfAssetPathERKNS_7TfTokenE
000000020e5d9394 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage23_DestroyPrimsInParallelERKNSt3__16vectorINS_7SdfPathENS1_9allocatorIS3_EEEE
000000020e5ddf5c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_HandleResolverDidChangeERKNS_8ArNotice15ResolverChangedE
000000020e5cae40 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage24_RegisterPerLayerNoticesEv
000000020e5c8160 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage25GetGlobalVariantFallbacksEv
000000020e5c8678 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage25SetGlobalVariantFallbacksERKNSt3__13mapINS1_12basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEENS1_6vectorIS8_NS6_IS8_EEEENS1_4lessIS8_EENS6_INS1_4pairIKS8_SB_EEEEEE
000000020e5d8624 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage25_ComposeSubtreeInParallelEPNS_12Usd_PrimDataE
000000020e5c79d0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage25_CreatePrimSpecForEditingERKNS_7UsdPrimE
000000020e5cad58 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage25_InstantiatePrototypePrimERKNS_7SdfPathE
000000020e5dba88 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage26GetEditTargetForLocalLayerERKNS_9TfWeakPtrINS_8SdfLayerEEE
000000020e5db8d0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage26GetEditTargetForLocalLayerEm
000000020e5cad88 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage26_ComposeSubtreesInParallelERKNSt3__16vectorIPNS_12Usd_PrimDataENS1_9allocatorIS4_EEEEPKNS2_INS_7SdfPathENS5_ISA_EEEE
000000020e5c4878 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage28_SetEditTargetMappedMetadataINS_11SdfTimeCodeEEEbRKNS_9UsdObjectERKNS_7TfTokenES8_RKT_
000000020e5c7210 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage28_SetEditTargetMappedMetadataINS_12VtDictionaryEEEbRKNS_9UsdObjectERKNS_7TfTokenES8_RKT_
000000020e5c5be8 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage28_SetEditTargetMappedMetadataINS_7VtArrayINS_11SdfTimeCodeEEEEEbRKNS_9UsdObjectERKNS_7TfTokenESA_RKT_
000000020e5c5d7c (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage28_SetEditTargetMappedMetadataINSt3__13mapIdNS_7VtValueENS2_4lessIdEENS2_9allocatorINS2_4pairIKdS4_EEEEEEEEbRKNS_9UsdObjectERKNS_7TfTokenESI_RKT_
000000020e5ca708 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage29_ComposePrimIndexesInParallelERKNSt3__16vectorINS_7SdfPathENS1_9allocatorIS3_EEEERKNS1_12basic_stringIcNS1_11char_traitsIcEENS4_IcEEEEPNS_19Usd_InstanceChangesE
000000020e5c79cc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage29_CreatePropertySpecForEditingERKNS_11UsdPropertyE
000000020e5cb294 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage29_RegisterResolverChangeNoticeEv
000000020e5cf640 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage30_CreateAttributeSpecForEditingERKNS_12UsdAttributeE
000000020e5cfe94 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage33_CreateRelationshipSpecForEditingERKNS_15UsdRelationshipE
000000020e5d4578 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage4LoadERKNS_7SdfPathENS_13UsdLoadPolicyE
000000020e5cc7cc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage4OpenERKNS_9TfWeakPtrINS_8SdfLayerEEENS0_14InitialLoadSetE
000000020e5cc004 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage4OpenERKNS_9TfWeakPtrINS_8SdfLayerEEERKNS_17ArResolverContextENS0_14InitialLoadSetE
000000020e5cb8f0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage4OpenERKNS_9TfWeakPtrINS_8SdfLayerEEES5_NS0_14InitialLoadSetE
000000020e5cc414 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage4OpenERKNS_9TfWeakPtrINS_8SdfLayerEEES5_RKNS_17ArResolverContextENS0_14InitialLoadSetE
000000020e5ccd98 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage4OpenERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEENS0_14InitialLoadSetE
000000020e5cd1b8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage4OpenERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEERKNS_17ArResolverContextENS0_14InitialLoadSetE
000000020e5d9c90 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage4SaveEv
000000020e5d94b0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage6ReloadEv
000000020e5d5230 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage6UnloadERKNS_7SdfPathE
000000020e5c9e10 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage6_CloseEv
000000020e5dcb0c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage8TraverseERKNS_22Usd_PrimFlagsPredicateE
000000020e5dca68 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage8TraverseEv
000000020e5e13dc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage8_GetKindEPKNS_12Usd_PrimDataE
000000020e5cb438 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9CreateNewERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEENS0_14InitialLoadSetE
000000020e5cbdcc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9CreateNewERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEERKNS_17ArResolverContextENS0_14InitialLoadSetE
000000020e5cbb94 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9CreateNewERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEERKNS_9TfWeakPtrINS_8SdfLayerEEENS0_14InitialLoadSetE
000000020e5cc1cc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9CreateNewERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEERKNS_9TfWeakPtrINS_8SdfLayerEEERKNS_17ArResolverContextENS0_14InitialLoadSetE
000000020e5dc16c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9MuteLayerERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
000000020e5e153c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_IsActiveEPKNS_12Usd_PrimDataE
000000020e5d123c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_SetValueENS_11UsdTimeCodeERKNS_12UsdAttributeERKNS_7VtValueE
000000020e5bb7f0 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_SetValueINS_10GfMatrix2dEEENSt3__19enable_ifIXntsr21_IsEditTargetMappableIT_EE5valueEbE4typeENS_11UsdTimeCodeERKNS_12UsdAttributeERKS5_
000000020e5bbd20 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__8UsdStage9_SetValueINS_10GfMatrix3dEEENSt3__19enable_ifIXntsr21_IsEditTargetMappableIT_EE5valueEbE4typeENS_11UsdTimeCodeERKNS_12UsdAttributeERKS5_
