000000018858a650 (__TEXT,__const) non-external _A1_Table
0000000188333ef4 (__TEXT,__text) non-external (was a private external) _getgpuImageConvert_ARGB8888toPlanar8SymbolLoc
00000001d55beb68 (__DATA,__bss) non-external _getgpuImageConvert_ARGB8888toPlanar8SymbolLoc.ptr
0000000188334154 (__TEXT,__text) non-external (was a private external) _getgpuImageConvert_Planar8toARGB8888SymbolLoc
00000001d55beb70 (__DATA,__bss) non-external _getgpuImageConvert_Planar8toARGB8888SymbolLoc.ptr
00000001d55beb50 (__DATA,__bss) non-external _getgpuImageConvolution_ARGB8888SymbolLoc.ptr
00000001d55beb58 (__DATA,__bss) non-external _getgpuImageHistogramCalculation_ARGB8888SymbolLoc.ptr
00000001883343b4 (__TEXT,__text) non-external (was a private external) _getgpuImageMatrixMultiply_ARGB8888SymbolLoc
00000001d55beb78 (__DATA,__bss) non-external _getgpuImageMatrixMultiply_ARGB8888SymbolLoc.ptr
0000000188333cac (__TEXT,__text) non-external (was a private external) _getgpuImagePermuteChannels_ARGB8888SymbolLoc
00000001d55beb60 (__DATA,__bss) non-external _getgpuImagePermuteChannels_ARGB8888SymbolLoc.ptr
00000001883351cc (__TEXT,__text) non-external (was a private external) _getgpuImagePiecewiseGamma_Planar8SymbolLoc
00000001d55beba8 (__DATA,__bss) non-external _getgpuImagePiecewiseGamma_Planar8SymbolLoc.ptr
0000000188334f64 (__TEXT,__text) non-external (was a private external) _getgpuImagePiecewiseGamma_PlanarFSymbolLoc
00000001d55beba0 (__DATA,__bss) non-external _getgpuImagePiecewiseGamma_PlanarFSymbolLoc.ptr
0000000188334cfc (__TEXT,__text) non-external (was a private external) _getgpuImagePiecewisePolynomial_PlanarFSymbolLoc
00000001d55beb98 (__DATA,__bss) non-external _getgpuImagePiecewisePolynomial_PlanarFSymbolLoc.ptr
0000000188334864 (__TEXT,__text) non-external (was a private external) _getgpuImagePremultipliedAlphaBlend_ARGB8888SymbolLoc
00000001d55beb88 (__DATA,__bss) non-external _getgpuImagePremultipliedAlphaBlend_ARGB8888SymbolLoc.ptr
000000018833543c (__TEXT,__text) non-external (was a private external) _getgpuImagePremultiplyData_ARGB8888SymbolLoc
00000001d55bebb0 (__DATA,__bss) non-external _getgpuImagePremultiplyData_ARGB8888SymbolLoc.ptr
0000000188335674 (__TEXT,__text) non-external (was a private external) _getgpuImagePremultiplyData_RGBA8888SymbolLoc
00000001d55bebb8 (__DATA,__bss) non-external _getgpuImagePremultiplyData_RGBA8888SymbolLoc.ptr
0000000188334aac (__TEXT,__text) non-external (was a private external) _getgpuImageRotate90_ARGB8888SymbolLoc
00000001d55beb90 (__DATA,__bss) non-external _getgpuImageRotate90_ARGB8888SymbolLoc.ptr
00000001d55beb48 (__DATA,__bss) non-external _getgpuImageSeparableConvolution_ARGB8888SymbolLoc.ptr
00000001d55beb40 (__DATA,__bss) non-external _getgpuImageTentConvolve_ARGB8888SymbolLoc.ptr
00000001883358ac (__TEXT,__text) non-external (was a private external) _getgpuImageUnpremultiplyData_ARGB8888SymbolLoc
00000001d55bebc0 (__DATA,__bss) non-external _getgpuImageUnpremultiplyData_ARGB8888SymbolLoc.ptr
0000000188335ae4 (__TEXT,__text) non-external (was a private external) _getgpuImageUnpremultiplyData_RGBA8888SymbolLoc
00000001d55bebc8 (__DATA,__bss) non-external _getgpuImageUnpremultiplyData_RGBA8888SymbolLoc.ptr
                 (undefined) external _getprogname (from libSystem)
0000000188332994 (__TEXT,__text) non-external (was a private external) _gpuCreateSession_link
00000001884fe728 (__TEXT,__text) non-external _gpuCreateSession_link.cold.1
0000000188332adc (__TEXT,__text) non-external (was a private external) _gpuExecuteBlockBegin_link
00000001884fe74c (__TEXT,__text) non-external _gpuExecuteBlockBegin_link.cold.1
0000000188332d5c (__TEXT,__text) non-external (was a private external) _gpuExecuteBlockEndWithCompletionHandler_link
00000001884fe794 (__TEXT,__text) non-external _gpuExecuteBlockEndWithCompletionHandler_link.cold.1
0000000188332c1c (__TEXT,__text) non-external (was a private external) _gpuExecuteBlockEnd_link
00000001884fe770 (__TEXT,__text) non-external _gpuExecuteBlockEnd_link.cold.1
0000000188334744 (__TEXT,__text) non-external (was a private external) _gpuImageAlphaBlend_ARGB8888_link
00000001884fe9b0 (__TEXT,__text) non-external _gpuImageAlphaBlend_ARGB8888_link.cold.1
0000000188333524 (__TEXT,__text) non-external (was a private external) _gpuImageBoxConvolve_ARGB8888_link
00000001884fe86c (__TEXT,__text) non-external _gpuImageBoxConvolve_ARGB8888_link.cold.1
0000000188332ea4 (__TEXT,__text) non-external (was a private external) _gpuImageBufferCreate_link
00000001884fe7b8 (__TEXT,__text) non-external _gpuImageBufferCreate_link.cold.1
000000018833301c (__TEXT,__text) non-external (was a private external) _gpuImageBufferDestroy_link
00000001884fe7dc (__TEXT,__text) non-external _gpuImageBufferDestroy_link.cold.1
00000001883332a4 (__TEXT,__text) non-external (was a private external) _gpuImageBufferGetHeight_link
00000001884fe824 (__TEXT,__text) non-external _gpuImageBufferGetHeight_link.cold.1
000000018833315c (__TEXT,__text) non-external (was a private external) _gpuImageBufferGetInfo_link
00000001884fe800 (__TEXT,__text) non-external _gpuImageBufferGetInfo_link.cold.1
00000001883333e4 (__TEXT,__text) non-external (was a private external) _gpuImageBufferGetWidth_link
00000001884fe848 (__TEXT,__text) non-external _gpuImageBufferGetWidth_link.cold.1
000000018833401c (__TEXT,__text) non-external (was a private external) _gpuImageConvert_ARGB8888toPlanar8_link
00000001884fe944 (__TEXT,__text) non-external _gpuImageConvert_ARGB8888toPlanar8_link.cold.1
000000018833427c (__TEXT,__text) non-external (was a private external) _gpuImageConvert_Planar8toARGB8888_link
00000001884fe968 (__TEXT,__text) non-external _gpuImageConvert_Planar8toARGB8888_link.cold.1
00000001883339fc (__TEXT,__text) non-external (was a private external) _gpuImageConvolution_ARGB8888_link
00000001884fe8d8 (__TEXT,__text) non-external _gpuImageConvolution_ARGB8888_link.cold.1
0000000188333b9c (__TEXT,__text) non-external (was a private external) _gpuImageHistogramCalculation_ARGB8888_link
00000001884fe8fc (__TEXT,__text) non-external _gpuImageHistogramCalculation_ARGB8888_link.cold.1
00000001883344dc (__TEXT,__text) non-external (was a private external) _gpuImageMatrixMultiply_ARGB8888_link
00000001884fe98c (__TEXT,__text) non-external _gpuImageMatrixMultiply_ARGB8888_link.cold.1
0000000188333dd4 (__TEXT,__text) non-external (was a private external) _gpuImagePermuteChannels_ARGB8888_link
00000001884fe920 (__TEXT,__text) non-external _gpuImagePermuteChannels_ARGB8888_link.cold.1
00000001883352f4 (__TEXT,__text) non-external (was a private external) _gpuImagePiecewiseGamma_Planar8_link
00000001884fea64 (__TEXT,__text) non-external _gpuImagePiecewiseGamma_Planar8_link.cold.1
000000018833508c (__TEXT,__text) non-external (was a private external) _gpuImagePiecewiseGamma_PlanarF_link
00000001884fea40 (__TEXT,__text) non-external _gpuImagePiecewiseGamma_PlanarF_link.cold.1
0000000188334e24 (__TEXT,__text) non-external (was a private external) _gpuImagePiecewisePolynomial_PlanarF_link
00000001884fea1c (__TEXT,__text) non-external _gpuImagePiecewisePolynomial_PlanarF_link.cold.1
000000018833498c (__TEXT,__text) non-external (was a private external) _gpuImagePremultipliedAlphaBlend_ARGB8888_link
00000001884fe9d4 (__TEXT,__text) non-external _gpuImagePremultipliedAlphaBlend_ARGB8888_link.cold.1
0000000188335564 (__TEXT,__text) non-external (was a private external) _gpuImagePremultiplyData_ARGB8888_link
00000001884fea88 (__TEXT,__text) non-external _gpuImagePremultiplyData_ARGB8888_link.cold.1
000000018833579c (__TEXT,__text) non-external (was a private external) _gpuImagePremultiplyData_RGBA8888_link
00000001884feaac (__TEXT,__text) non-external _gpuImagePremultiplyData_RGBA8888_link.cold.1
0000000188334bd4 (__TEXT,__text) non-external (was a private external) _gpuImageRotate90_ARGB8888_link
00000001884fe9f8 (__TEXT,__text) non-external _gpuImageRotate90_ARGB8888_link.cold.1
0000000188333854 (__TEXT,__text) non-external (was a private external) _gpuImageSeparableConvolution_ARGB8888_link
00000001884fe8b4 (__TEXT,__text) non-external _gpuImageSeparableConvolution_ARGB8888_link.cold.1
00000001883336bc (__TEXT,__text) non-external (was a private external) _gpuImageTentConvolve_ARGB8888_link
00000001884fe890 (__TEXT,__text) non-external _gpuImageTentConvolve_ARGB8888_link.cold.1
00000001883359d4 (__TEXT,__text) non-external (was a private external) _gpuImageUnpremultiplyData_ARGB8888_link
00000001884fead0 (__TEXT,__text) non-external _gpuImageUnpremultiplyData_ARGB8888_link.cold.1
0000000188335c0c (__TEXT,__text) non-external (was a private external) _gpuImageUnpremultiplyData_RGBA8888_link
00000001884feaf4 (__TEXT,__text) non-external _gpuImageUnpremultiplyData_RGBA8888_link.cold.1
00000001d66647a8 (__DATA_DIRTY,__common) non-external (was a private external) _gvImageCPUCount
00000001d66647b0 (__DATA_DIRTY,__common) non-external (was a private external) _gvImageLogicalCPUCount
0000000188377a90 (__TEXT,__text) non-external (was a private external) _invertMatrix3x3
00000001884ff188 (__TEXT,__const) non-external _kGaussianKernel3
00000001884ff194 (__TEXT,__const) non-external _kGaussianKernel5
00000001884ff1a8 (__TEXT,__const) non-external _kGaussianKernel7
000000018859814e (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_420Yp8_Cb8_Cr8
00000001885981ea (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_420Yp8_CbCr8
000000018859819c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_422CbYCr8_AA8
0000000188597f2c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_422CbYCrY8
0000000188598064 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_422CbYpCrYp16
00000001885980b2 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_422CrYpCbYpCbYpCbYpCrYpCrYp10
0000000188598238 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_422YCbYCr8
0000000188598016 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_444AYCbCr16
0000000188597fc8 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_444AYCbCr8
0000000188598100 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_444AYpCbCr16
0000000188597f7a (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_444CbYCrA8
000000018859534c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG12bpc
000000018859582c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG16bpc
00000001885966cc (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG16bpcPlanar
000000018859756c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG16bpcPlanar_NoAlpha
0000000188593fcc (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG1bpc
00000001885944ac (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG2bpc
0000000188595d0c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG32bpc
0000000188596bac (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG32bpcPlanar
0000000188597a4c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG32bpcPlanar_NoAlpha
000000018859498c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG4bpc
0000000188594e6c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG8bpc
00000001885961ec (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG8bpcPlanar
000000018859708c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG8bpcPlanar_NoAlpha
0000000188593f7e (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CGRGB10bitspecial_32bpp
0000000188593f30 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CGRGB5bitspecial_16bpp
00000001d3331e28 (__DATA_CONST,__const) non-external (was a private external) _kKnownPolynomials
00000001d66648a8 (__DATA_DIRTY,__common) non-external (was a private external) _kcgColorSpaceDisplayP3
00000001d66648b8 (__DATA_DIRTY,__common) non-external (was a private external) _kcgColorSpaceExtendedLinearSRGB
00000001d66648b0 (__DATA_DIRTY,__common) non-external (was a private external) _kcgColorSpaceExtendedSRGB
00000001d55bebe8 (__DATA,__common) non-external (was a private external) _kcgColorSpaceSRGB
00000001d55beae8 (__DATA,__data) external _kvImageConstDecodeArray0
00000001d55beae0 (__DATA,__data) external _kvImageDecodeArray_16Q12Format
00000001d55bead8 (__DATA,__data) non-external (was a private external) _kvImage_ARGBToYpCbCrMatrix_ITU_R_2020_NCL_0
00000001d55beac8 (__DATA,__data) external _kvImage_ARGBToYpCbCrMatrix_ITU_R_601_4
00000001d55bead0 (__DATA,__data) external _kvImage_ARGBToYpCbCrMatrix_ITU_R_709_2
00000001d55beac0 (__DATA,__data) non-external (was a private external) _kvImage_YpCbCrToARGBMatrix_ITU_R_2020_NCL_0
00000001d55beab0 (__DATA,__data) external _kvImage_YpCbCrToARGBMatrix_ITU_R_601_4
00000001d55beab8 (__DATA,__data) external _kvImage_YpCbCrToARGBMatrix_ITU_R_709_2
                 (undefined) external _ldexp (from libSystem)
                 (undefined) external _ldexpf (from libSystem)
0000000188377cc8 (__TEXT,__text) non-external (was a private external) _linearSystemSolve
                 (undefined) external _log1pf (from libSystem)
                 (undefined) external _logf (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
0000000188320aa8 (__TEXT,__text) non-external _matrixMultiply_3x3_init
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern4 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
00000001882158f0 (__TEXT,__text) non-external _numWorkItemsForGCD
000000018822b258 (__TEXT,__text) non-external _numWorkItemsForGCD
000000018822cde4 (__TEXT,__text) non-external _numWorkItemsForGCD
000000018822d8f0 (__TEXT,__text) non-external _numWorkItemsForGCD
00000001883a2688 (__TEXT,__text) non-external _numWorkItemsForGCD
00000001883a55c0 (__TEXT,__text) non-external _numWorkItemsForGCD
00000001883f3e3c (__TEXT,__text) non-external _numWorkItemsForGCD
000000018841a504 (__TEXT,__text) non-external _piecewiseGamma_pixelBlock
                 (undefined) external _posix_memalign (from libSystem)
                 (undefined) external _powf (from libSystem)
000000018823f0d4 (__TEXT,__text) non-external _premultiply_argb16
000000018823f114 (__TEXT,__text) non-external _premultiply_rgba16
                 (undefined) external _printf (from libSystem)
                 (undefined) external _pthread_get_stackaddr_np (from libSystem)
                 (undefined) external _pthread_get_stacksize_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_qos_max_parallelism (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _putchar (from libSystem)
                 (undefined) external _puts (from libSystem)
                 (undefined) external _qos_class_self (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _realloc (from libSystem)
000000018839ed1c (__TEXT,__text) non-external _resampleNumWorkItemsForGCD
0000000188504410 (__TEXT,__const) non-external (was a private external) _rgba_Ndot16_table
000000018824c55c (__TEXT,__text) non-external (was a private external) _s32BitPixelToFloatPixel
0000000188241700 (__TEXT,__text) non-external (was a private external) _sARGB1555toARGB8888
000000018820e16c (__TEXT,__text) non-external (was a private external) _sBoxConvolve16F
0000000188275d4c (__TEXT,__text) non-external (was a private external) _sBoxConvolve_ARGB8888
00000001882754e8 (__TEXT,__text) non-external (was a private external) _sBoxConvolve_Planar8
00000001882785b8 (__TEXT,__text) non-external (was a private external) _sBoxConvolve_PlanarF
00000001882490f0 (__TEXT,__text) non-external (was a private external) _sByteSwap_Planar16U
0000000188241624 (__TEXT,__text) non-external (was a private external) _sClip_PlanarF
000000018824c488 (__TEXT,__text) non-external (was a private external) _sClip_Planar_Float
0000000188241620 (__TEXT,__text) non-external (was a private external) _sConvert_16Q12to16U
0000000188250f34 (__TEXT,__text) non-external (was a private external) _sConvert_16Q12to16U_preCV
0000000188241630 (__TEXT,__text) non-external (was a private external) _sConvert_16SToF
000000018824e7a8 (__TEXT,__text) non-external (was a private external) _sConvert_16SToF_preCV
0000000188241638 (__TEXT,__text) non-external (was a private external) _sConvert_16UToF
000000018824eca8 (__TEXT,__text) non-external (was a private external) _sConvert_16UToF_preCV
0000000188244220 (__TEXT,__text) non-external (was a private external) _sConvert_16UToPlanar8_preCV
000000018824161c (__TEXT,__text) non-external (was a private external) _sConvert_16Uto16Q12
0000000188250da0 (__TEXT,__text) non-external (was a private external) _sConvert_16Uto16Q12_preCV
0000000188241614 (__TEXT,__text) non-external (was a private external) _sConvert_16UtoPlanar8
