                 (undefined) external _CBAdvertisementDataIsConnectable (from CoreBluetooth)
                 (undefined) external _CBAdvertisementDataServiceDataKey (from CoreBluetooth)
                 (undefined) external _CBCentralManagerScanOptionAllowDuplicatesKey (from CoreBluetooth)
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytes (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFNumberGetValue (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _DNSServiceBrowse (from libSystem)
                 (undefined) external _DNSServiceCreateConnection (from libSystem)
                 (undefined) external _DNSServiceGetAddrInfo (from libSystem)
                 (undefined) external _DNSServiceReconfirmRecord (from libSystem)
                 (undefined) external _DNSServiceRefDeallocate (from libSystem)
                 (undefined) external _DNSServiceRegister (from libSystem)
                 (undefined) external _DNSServiceRegisterRecord (from libSystem)
                 (undefined) external _DNSServiceResolve (from libSystem)
                 (undefined) external _DNSServiceSetDispatchQueue (from libSystem)
                 (undefined) external _DNSServiceUpdateRecord (from libSystem)
                 (undefined) external _IOIteratorNext (from IOKit)
                 (undefined) external _IOObjectRelease (from IOKit)
                 (undefined) external _IORegistryEntryCreateCFProperty (from IOKit)
                 (undefined) external _IORegistryEntryGetParentEntry (from IOKit)
                 (undefined) external _IOServiceGetMatchingServices (from IOKit)
                 (undefined) external _IOServiceMatching (from IOKit)
00007ffb4121c7b8 (__DATA_CONST,__const) external _MTRArrayValueType
00007ffb4359fd08 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRClusterUnitTesting
00007ffb4359df58 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRClusterUserLabel
00007ffb4359e7c8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRClusterValveConfigurationAndControl
00007ffb4359f4e8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRClusterWakeOnLAN
00007ffb4359f538 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRClusterWakeOnLan
00007ffb4359e8b8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRClusterWaterHeaterManagement
00007ffb4359eb38 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRClusterWaterHeaterMode
00007ffb4359fa88 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRClusterWebRTCTransportProvider
00007ffb4359fad8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRClusterWebRTCTransportRequestor
00007ffb4359dc38 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRClusterWiFiNetworkDiagnostics
00007ffb4359f3f8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRClusterWiFiNetworkManagement
00007ffb4359ec28 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRClusterWindowCovering
00007ffb4359f998 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRClusterZoneManagement
00007ffb4358d400 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRColorControlClusterColorLoopSetParams
00007ffb4358d310 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRColorControlClusterEnhancedMoveHueParams
00007ffb4358d3b0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRColorControlClusterEnhancedMoveToHueAndSaturationParams
00007ffb4358d2c0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRColorControlClusterEnhancedMoveToHueParams
00007ffb4358d360 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRColorControlClusterEnhancedStepHueParams
00007ffb4358d1d0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRColorControlClusterMoveColorParams
00007ffb4358d4a0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRColorControlClusterMoveColorTemperatureParams
00007ffb4358cfa0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRColorControlClusterMoveHueParams
00007ffb4358d090 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRColorControlClusterMoveSaturationParams
00007ffb4358d180 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRColorControlClusterMoveToColorParams
00007ffb4358d270 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRColorControlClusterMoveToColorTemperatureParams
00007ffb4358d130 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRColorControlClusterMoveToHueAndSaturationParams
00007ffb4358cf50 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRColorControlClusterMoveToHueParams
00007ffb4358d040 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRColorControlClusterMoveToSaturationParams
00007ffb4358d220 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRColorControlClusterStepColorParams
00007ffb4358d4f0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRColorControlClusterStepColorTemperatureParams
00007ffb4358cff0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRColorControlClusterStepHueParams
00007ffb4358d0e0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRColorControlClusterStepSaturationParams
00007ffb4358d450 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRColorControlClusterStopMoveStepParams
00007ffb435991d8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCommandPath
00007ffb4359d030 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCommandWithRequiredResponse
00007ffb4359ff38 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCommissionableBrowserResult
00007ffb435879b0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCommissioneeInfo
00007ffb4358fa70 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCommissionerControlClusterCommissionNodeParams
00007ffb43598800 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCommissionerControlClusterCommissioningRequestResultEvent
00007ffb4358fa20 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCommissionerControlClusterRequestCommissioningApprovalParams
00007ffb4358fac0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCommissionerControlClusterReverseOpenCommissioningWindowParams
00007ffb43587898 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRCommissioningParameters
00007ffb4358ead0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRContentAppObserverClusterContentAppMessageParams
00007ffb4358eb20 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRContentAppObserverClusterContentAppMessageResponseParams
00007ffb4358e8f0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRContentControlClusterAddBonusTimeParams
00007ffb4358e990 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRContentControlClusterBlockUnratedContentParams
00007ffb4358e8a0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRContentControlClusterDisableParams
00007ffb4358e850 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRContentControlClusterEnableParams
00007ffb43597c20 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRContentControlClusterRatingNameStruct
00007ffb43597c70 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRContentControlClusterRemainingScreenTimeExpiredEvent
00007ffb4358e7b0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRContentControlClusterResetPINParams
00007ffb4358e800 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRContentControlClusterResetPINResponseParams
00007ffb4358ea30 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRContentControlClusterSetOnDemandRatingThresholdParams
00007ffb4358ea80 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRContentControlClusterSetScheduledContentRatingThresholdParams
00007ffb4358e940 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRContentControlClusterSetScreenDailyTimeParams
00007ffb4358e9e0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRContentControlClusterUnblockUnratedContentParams
00007ffb4358e760 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRContentControlClusterUpdatePINParams
00007ffb43597658 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRContentLauncherClusterAdditionalInfo
00007ffb43597630 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRContentLauncherClusterAdditionalInfoStruct
00007ffb435978d8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRContentLauncherClusterBrandingInformation
00007ffb435978b0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRContentLauncherClusterBrandingInformationStruct
00007ffb43597798 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRContentLauncherClusterContentSearch
00007ffb43597770 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRContentLauncherClusterContentSearchStruct
00007ffb43597518 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRContentLauncherClusterDimension
00007ffb435974f0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRContentLauncherClusterDimensionStruct
00007ffb4358e300 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRContentLauncherClusterLaunchContentParams
00007ffb4358e3c8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRContentLauncherClusterLaunchResponseParams
00007ffb4358e350 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRContentLauncherClusterLaunchURLParams
00007ffb4358e3a0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRContentLauncherClusterLauncherResponseParams
00007ffb435976f8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRContentLauncherClusterParameter
00007ffb435976d0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRContentLauncherClusterParameterStruct
00007ffb435975e0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRContentLauncherClusterPlaybackPreferencesStruct
00007ffb43597838 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRContentLauncherClusterStyleInformation
00007ffb43597810 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRContentLauncherClusterStyleInformationStruct
00007ffb43597590 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRContentLauncherClusterTrackPreferenceStruct
00007ffb43587b40 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRControllerFactory
00007ffb43587b68 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRControllerFactoryParams
00007ffb43591cd0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDataTypeAtomicAttributeStatusStruct
00007ffb43591c80 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDataTypeLocationDescriptorStruct
00007ffb43591c30 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDataTypeTestGlobalStruct
00007ffb4358b650 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDemandResponseLoadControlClusterAddLoadControlEventRequestParams
00007ffb435954c0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDemandResponseLoadControlClusterAverageLoadControlStruct
00007ffb4358b6f0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDemandResponseLoadControlClusterClearLoadControlEventsRequestParams
00007ffb43595470 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDemandResponseLoadControlClusterDutyCycleControlStruct
00007ffb435953d0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDemandResponseLoadControlClusterHeatingSourceControlStruct
00007ffb43595650 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDemandResponseLoadControlClusterLoadControlEventStatusChangeEvent
00007ffb435955b0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDemandResponseLoadControlClusterLoadControlEventStruct
00007ffb43595560 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDemandResponseLoadControlClusterLoadControlEventTransitionStruct
00007ffb43595600 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDemandResponseLoadControlClusterLoadControlProgramStruct
00007ffb43595420 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDemandResponseLoadControlClusterPowerSavingsControlStruct
00007ffb4358b5b0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDemandResponseLoadControlClusterRegisterLoadControlProgramRequestParams
00007ffb4358b6a0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDemandResponseLoadControlClusterRemoveLoadControlEventRequestParams
00007ffb43595510 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDemandResponseLoadControlClusterTemperatureControlStruct
00007ffb4358b600 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDemandResponseLoadControlClusterUnregisterLoadControlProgramRequestParams
00007ffb43591d48 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDescriptorClusterDeviceType
00007ffb43591d20 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDescriptorClusterDeviceTypeStruct
00007ffb43591dc0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDescriptorClusterSemanticTagStruct
00007ffb435a01e0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDevice
00007ffb43591af0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDeviceAttestationDeviceInfo
00007ffb4359d120 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDeviceAttestationInfo
00007ffb43599390 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDeviceController
00007ffb4359c608 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDeviceControllerAbstractParameters
00007ffb4359c680 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDeviceControllerExternalCertificateParameters
00007ffb43587a78 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDeviceControllerFactory
00007ffb43587af0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDeviceControllerFactoryParams
00007ffb43591aa0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDeviceControllerLocalTestStorage
00007ffb4359c658 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDeviceControllerParameters
00007ffb4359c5b8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDeviceControllerStartupParams
00007ffb4358b830 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDeviceEnergyManagementClusterCancelPowerAdjustRequestParams
00007ffb4358ba10 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDeviceEnergyManagementClusterCancelRequestParams
00007ffb435959c0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDeviceEnergyManagementClusterConstraintsStruct
00007ffb43595830 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDeviceEnergyManagementClusterCostStruct
00007ffb43595970 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDeviceEnergyManagementClusterForecastStruct
00007ffb4358b970 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDeviceEnergyManagementClusterModifyForecastRequestParams
00007ffb4358b8d0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDeviceEnergyManagementClusterPauseRequestParams
00007ffb43595b00 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDeviceEnergyManagementClusterPausedEvent
00007ffb435958d0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDeviceEnergyManagementClusterPowerAdjustCapabilityStruct
00007ffb43595ab0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDeviceEnergyManagementClusterPowerAdjustEndEvent
00007ffb4358b7e0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDeviceEnergyManagementClusterPowerAdjustRequestParams
00007ffb43595a60 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDeviceEnergyManagementClusterPowerAdjustStartEvent
00007ffb43595880 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDeviceEnergyManagementClusterPowerAdjustStruct
00007ffb4358b9c0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDeviceEnergyManagementClusterRequestConstraintBasedForecastParams
00007ffb4358b920 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDeviceEnergyManagementClusterResumeRequestParams
00007ffb43595b50 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDeviceEnergyManagementClusterResumedEvent
00007ffb43595a10 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDeviceEnergyManagementClusterSlotAdjustmentStruct
00007ffb43595920 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDeviceEnergyManagementClusterSlotStruct
00007ffb4358b880 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDeviceEnergyManagementClusterStartTimeAdjustRequestParams
00007ffb4358be20 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDeviceEnergyManagementModeClusterChangeToModeParams
00007ffb4358be70 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDeviceEnergyManagementModeClusterChangeToModeResponseParams
00007ffb43596000 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDeviceEnergyManagementModeClusterModeOptionStruct
00007ffb43595fb0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDeviceEnergyManagementModeClusterModeTagStruct
00007ffb4359d1c0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDeviceStorageBehaviorConfiguration
00007ffb4359cf40 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDeviceType
00007ffb43599570 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDeviceTypeRevision
00007ffb43589490 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDiagnosticLogsClusterRetrieveLogsRequestParams
00007ffb435894e0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDiagnosticLogsClusterRetrieveLogsResponseParams
00007ffb4358aac0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDishwasherAlarmClusterModifyEnabledAlarmsParams
00007ffb43594930 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDishwasherAlarmClusterNotifyEvent
00007ffb4358aa70 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDishwasherAlarmClusterResetParams
00007ffb4358a980 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDishwasherModeClusterChangeToModeParams
00007ffb4358a9d0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDishwasherModeClusterChangeToModeResponseParams
00007ffb43594570 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDishwasherModeClusterModeOptionStruct
00007ffb43594520 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDishwasherModeClusterModeTagStruct
00007ffb4359cfe0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDistinguishedNameInfo
00007ffb43596050 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterAppleAliroCredentialStruct
00007ffb435963c0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterAppleAliroLockOperationErrorEvent
00007ffb43596370 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterAppleAliroLockOperationEvent
00007ffb43596410 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterAppleAliroLockUserChangeEvent
00007ffb43587cd0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterAppleClearAliroCredentialParams
00007ffb43587d70 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterAppleClearAliroReaderConfigParams
00007ffb43587c80 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterAppleGetAliroCredentialStatusParams
00007ffb43587c30 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterAppleSetAliroCredentialParams
00007ffb43587d20 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterAppleSetAliroReaderConfigParams
00007ffb4358c6e0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterClearAliroReaderConfigParams
00007ffb4358c5f0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterClearCredentialParams
00007ffb4358c320 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterClearHolidayScheduleParams
00007ffb4358c460 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterClearUserParams
00007ffb4358c0a0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterClearWeekDayScheduleParams
00007ffb4358c1e0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterClearYearDayScheduleParams
00007ffb435960a0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterCredentialStruct
00007ffb435960c8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterDlCredential
00007ffb43596140 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterDoorLockAlarmEvent
00007ffb43596190 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterDoorStateChangeEvent
00007ffb4358c550 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterGetCredentialStatusParams
00007ffb4358c5a0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterGetCredentialStatusResponseParams
00007ffb4358c280 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterGetHolidayScheduleParams
00007ffb4358c2d0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterGetHolidayScheduleResponseParams
00007ffb4358c3c0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterGetUserParams
00007ffb4358c410 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterGetUserResponseParams
00007ffb4358c000 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterGetWeekDayScheduleParams
00007ffb4358c050 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterGetWeekDayScheduleResponseParams
00007ffb4358c140 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterGetYearDayScheduleParams
00007ffb4358c190 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterGetYearDayScheduleResponseParams
00007ffb4358bec0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterLockDoorParams
00007ffb43596230 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterLockOperationErrorEvent
00007ffb435961e0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterLockOperationEvent
00007ffb43596280 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterLockUserChangeEvent
00007ffb4358c690 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterSetAliroReaderConfigParams
00007ffb4358c4b0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterSetCredentialParams
00007ffb4358c500 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterSetCredentialResponseParams
00007ffb4358c230 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterSetHolidayScheduleParams
00007ffb4358c370 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterSetUserParams
00007ffb4358bfb0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterSetWeekDayScheduleParams
00007ffb4358c0f0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterSetYearDayScheduleParams
00007ffb4358c640 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterUnboltDoorParams
00007ffb4358bf10 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterUnlockDoorParams
00007ffb4358bf60 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRDoorLockClusterUnlockWithTimeoutParams
00007ffb43598710 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTREcosystemInformationClusterDeviceTypeStruct
00007ffb43598760 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTREcosystemInformationClusterEcosystemDeviceStruct
00007ffb435987b0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTREcosystemInformationClusterEcosystemLocationStruct
00007ffb43595240 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRElectricalEnergyMeasurementClusterCumulativeEnergyMeasuredEvent
00007ffb435951a0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRElectricalEnergyMeasurementClusterCumulativeEnergyResetStruct
00007ffb435951f0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRElectricalEnergyMeasurementClusterEnergyMeasurementStruct
00007ffb43595100 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRElectricalEnergyMeasurementClusterMeasurementAccuracyRangeStruct
00007ffb43595150 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRElectricalEnergyMeasurementClusterMeasurementAccuracyStruct
00007ffb43595290 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRElectricalEnergyMeasurementClusterPeriodicEnergyMeasuredEvent
00007ffb4359cc70 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRElectricalMeasurementClusterGetMeasurementProfileCommandParams
00007ffb4359cc20 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRElectricalMeasurementClusterGetMeasurementProfileResponseCommandParams
00007ffb4359cbd0 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRElectricalMeasurementClusterGetProfileInfoCommandParams
00007ffb4359cb80 (__DATA,__objc_data) external _OBJC_METACLASS_$_MTRElectricalMeasurementClusterGetProfileInfoResponseCommandParams
