00007ff80983c0d0 (__TEXT,__const) non-external _A1_Table
00007ff809382720 (__TEXT,__text) non-external (was a private external) _vConvert_Planar16Q12toRGB888_sse4_1
00007ff80909b0c0 (__TEXT,__text) non-external (was a private external) _vConvert_Planar16Q12toRGB888_vec
00007ff808d9a4e0 (__TEXT,__text) non-external (was a private external) _vConvert_Planar16UtoARGB16U
00007ff8094fd070 (__TEXT,__text) non-external (was a private external) _vConvert_Planar16UtoPlanar8_dithered_avx
00007ff809661540 (__TEXT,__text) non-external (was a private external) _vConvert_Planar16UtoPlanar8_dithered_avx2
00007ff80923bf50 (__TEXT,__text) non-external (was a private external) _vConvert_Planar16UtoPlanar8_dithered_avx512
00007ff809394250 (__TEXT,__text) non-external (was a private external) _vConvert_Planar16UtoPlanar8_dithered_sse4_1
00007ff8090acbf0 (__TEXT,__text) non-external (was a private external) _vConvert_Planar16UtoPlanar8_dithered_vec
00007ff808d9b910 (__TEXT,__text) non-external (was a private external) _vConvert_Planar16UtoRGB16U
00007ff8095764e0 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8ToARGB8888_CV_avx
00007ff8096f08a0 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8ToARGB8888_CV_avx2
00007ff8092b0d10 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8ToARGB8888_CV_avx512
00007ff80941d2a0 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8ToARGB8888_CV_sse4_1
00007ff809156ad0 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8ToARGB8888_CV_vec
00007ff8095758d0 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8ToARGBFFFF_CV_avx
00007ff8096ef850 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8ToARGBFFFF_CV_avx2
00007ff8092af920 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8ToARGBFFFF_CV_avx512
00007ff80941c5d0 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8ToARGBFFFF_CV_sse4_1
00007ff809155e00 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8ToARGBFFFF_CV_vec
00007ff809576fb0 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8ToBGRX8888_CV_avx
00007ff8096f10d0 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8ToBGRX8888_CV_avx2
00007ff8092b1840 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8ToBGRX8888_CV_avx512
00007ff80941dd10 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8ToBGRX8888_CV_sse4_1
00007ff809157540 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8ToBGRX8888_CV_vec
00007ff809576aa0 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8ToXRGB8888_CV_avx
00007ff8096f0d00 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8ToXRGB8888_CV_avx2
00007ff8092b12f0 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8ToXRGB8888_CV_avx512
00007ff80941d830 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8ToXRGB8888_CV_sse4_1
00007ff809157060 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8ToXRGB8888_CV_vec
00007ff809570120 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8to16U_avx
00007ff8096e9cf0 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8to16U_avx2
00007ff8092aa420 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8to16U_avx512
00007ff809416830 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8to16U_sse4_1
00007ff809150060 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8to16U_vec
00007ff809573980 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8toPlanar16F_avx
00007ff8096ec5c0 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8toPlanar16F_avx2
00007ff8092aca30 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8toPlanar16F_avx512
00007ff80941a5f0 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8toPlanar16F_sse4_1
00007ff809153e20 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8toPlanar16F_vec
00007ff80966e8c0 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8toPlanar1_DitherNone_avx2
00007ff8090bf860 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8toPlanar1_DitherNone_vec
00007ff80966ec20 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8toPlanar1_DitherOrdered_avx2
00007ff8090bfc50 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8toPlanar1_DitherOrdered_vec
00007ff80966f170 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8toPlanar2_DitherNone_avx2
00007ff8090c0360 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8toPlanar2_DitherNone_vec
00007ff80966f3c0 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8toPlanar2_DitherOrdered_avx2
00007ff8090c06a0 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8toPlanar2_DitherOrdered_vec
00007ff80966f6f0 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8toPlanar4_DitherNone_avx2
00007ff8090c0b00 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8toPlanar4_DitherNone_vec
00007ff80966f970 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8toPlanar4_DitherOrdered_avx2
00007ff8090c0df0 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8toPlanar4_DitherOrdered_vec
00007ff809570f90 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8toPlanarF_avx
00007ff8096ea9f0 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8toPlanarF_avx2
00007ff8092ab090 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8toPlanarF_avx512
00007ff809417830 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8toPlanarF_sse4_1
00007ff809151060 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8toPlanarF_vec
00007ff809579cb0 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8toRGB888_CV_avx
00007ff8096f4840 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8toRGB888_CV_avx2
00007ff8092b47a0 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8toRGB888_CV_avx512
00007ff809421610 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8toRGB888_CV_sse4_1
00007ff80915ae40 (__TEXT,__text) non-external (was a private external) _vConvert_Planar8toRGB888_CV_vec
00007ff809575e90 (__TEXT,__text) non-external (was a private external) _vConvert_PlanarFToARGB8888_CV_avx
00007ff8096f0020 (__TEXT,__text) non-external (was a private external) _vConvert_PlanarFToARGB8888_CV_avx2
00007ff8092b0260 (__TEXT,__text) non-external (was a private external) _vConvert_PlanarFToARGB8888_CV_avx512
00007ff80941cc40 (__TEXT,__text) non-external (was a private external) _vConvert_PlanarFToARGB8888_CV_sse4_1
00007ff809156470 (__TEXT,__text) non-external (was a private external) _vConvert_PlanarFToARGB8888_CV_vec
00007ff8095774b0 (__TEXT,__text) non-external (was a private external) _vConvert_PlanarFToARGBFFFF_CV_avx
00007ff8096f14b0 (__TEXT,__text) non-external (was a private external) _vConvert_PlanarFToARGBFFFF_CV_avx2
00007ff8092b1d90 (__TEXT,__text) non-external (was a private external) _vConvert_PlanarFToARGBFFFF_CV_avx512
00007ff80941e1e0 (__TEXT,__text) non-external (was a private external) _vConvert_PlanarFToARGBFFFF_CV_sse4_1
00007ff809157a10 (__TEXT,__text) non-external (was a private external) _vConvert_PlanarFToARGBFFFF_CV_vec
00007ff809577ac0 (__TEXT,__text) non-external (was a private external) _vConvert_PlanarFToBGRXFFFF_CV_avx
00007ff8096f19b0 (__TEXT,__text) non-external (was a private external) _vConvert_PlanarFToBGRXFFFF_CV_avx2
00007ff8092b2400 (__TEXT,__text) non-external (was a private external) _vConvert_PlanarFToBGRXFFFF_CV_avx512
00007ff80941e7f0 (__TEXT,__text) non-external (was a private external) _vConvert_PlanarFToBGRXFFFF_CV_sse4_1
00007ff809158020 (__TEXT,__text) non-external (was a private external) _vConvert_PlanarFToBGRXFFFF_CV_vec
00007ff8095777e0 (__TEXT,__text) non-external (was a private external) _vConvert_PlanarFToXRGBFFFF_CV_avx
00007ff8096f1760 (__TEXT,__text) non-external (was a private external) _vConvert_PlanarFToXRGBFFFF_CV_avx2
00007ff8092b2110 (__TEXT,__text) non-external (was a private external) _vConvert_PlanarFToXRGBFFFF_CV_avx512
00007ff80941e510 (__TEXT,__text) non-external (was a private external) _vConvert_PlanarFToXRGBFFFF_CV_sse4_1
00007ff809157d40 (__TEXT,__text) non-external (was a private external) _vConvert_PlanarFToXRGBFFFF_CV_vec
00007ff809572ed0 (__TEXT,__text) non-external (was a private external) _vConvert_PlanarFtoPlanar16F_avx
00007ff8096ec2c0 (__TEXT,__text) non-external (was a private external) _vConvert_PlanarFtoPlanar16F_avx2
00007ff8092ac640 (__TEXT,__text) non-external (was a private external) _vConvert_PlanarFtoPlanar16F_avx512
00007ff809419a40 (__TEXT,__text) non-external (was a private external) _vConvert_PlanarFtoPlanar16F_sse4_1
00007ff809153270 (__TEXT,__text) non-external (was a private external) _vConvert_PlanarFtoPlanar16F_vec
00007ff8095713c0 (__TEXT,__text) non-external (was a private external) _vConvert_PlanarFtoPlanar8_avx
00007ff8096ead10 (__TEXT,__text) non-external (was a private external) _vConvert_PlanarFtoPlanar8_avx2
00007ff808da8380 (__TEXT,__text) non-external (was a private external) _vConvert_PlanarFtoPlanar8_avx512
00007ff8094fb2b0 (__TEXT,__text) non-external (was a private external) _vConvert_PlanarFtoPlanar8_dithered_avx
00007ff80965f810 (__TEXT,__text) non-external (was a private external) _vConvert_PlanarFtoPlanar8_dithered_avx2
00007ff80923a1e0 (__TEXT,__text) non-external (was a private external) _vConvert_PlanarFtoPlanar8_dithered_avx512
00007ff809391850 (__TEXT,__text) non-external (was a private external) _vConvert_PlanarFtoPlanar8_dithered_sse4_1
00007ff8090aa1f0 (__TEXT,__text) non-external (was a private external) _vConvert_PlanarFtoPlanar8_dithered_vec
00007ff809417ca0 (__TEXT,__text) non-external (was a private external) _vConvert_PlanarFtoPlanar8_sse4_1
00007ff8091514d0 (__TEXT,__text) non-external (was a private external) _vConvert_PlanarFtoPlanar8_vec
00007ff80957a520 (__TEXT,__text) non-external (was a private external) _vConvert_PlanarFtoRGBFFF_CV_avx
00007ff8096f4f30 (__TEXT,__text) non-external (was a private external) _vConvert_PlanarFtoRGBFFF_CV_avx2
00007ff808d5d080 (__TEXT,__text) non-external (was a private external) _vConvert_PlanarFtoRGBFFF_CV_avx512
00007ff809421ed0 (__TEXT,__text) non-external (was a private external) _vConvert_PlanarFtoRGBFFF_CV_sse4_1
00007ff80915b700 (__TEXT,__text) non-external (was a private external) _vConvert_PlanarFtoRGBFFF_CV_vec
00007ff809561c90 (__TEXT,__text) non-external (was a private external) _vConvert_RGB16UToARGB2101010_avx
00007ff8096ddf40 (__TEXT,__text) non-external (was a private external) _vConvert_RGB16UToARGB2101010_avx2
00007ff80929f600 (__TEXT,__text) non-external (was a private external) _vConvert_RGB16UToARGB2101010_avx512
00007ff809407a00 (__TEXT,__text) non-external (was a private external) _vConvert_RGB16UToARGB2101010_sse4_1
00007ff809141230 (__TEXT,__text) non-external (was a private external) _vConvert_RGB16UToARGB2101010_vec
00007ff808e21320 (__TEXT,__text) non-external (was a private external) _vConvert_RGB16UToARGB8888
00007ff808da0290 (__TEXT,__text) non-external (was a private external) _vConvert_RGB16UtoARGB16U
00007ff808e1fb30 (__TEXT,__text) non-external (was a private external) _vConvert_RGB16UtoBGRA16U
00007ff80957aa00 (__TEXT,__text) non-external (was a private external) _vConvert_RGB16UtoPlanar16U_CV_avx
00007ff8096f56e0 (__TEXT,__text) non-external (was a private external) _vConvert_RGB16UtoPlanar16U_CV_avx2
00007ff8092b4c90 (__TEXT,__text) non-external (was a private external) _vConvert_RGB16UtoPlanar16U_CV_avx512
00007ff8094223b0 (__TEXT,__text) non-external (was a private external) _vConvert_RGB16UtoPlanar16U_CV_sse4_1
00007ff80915bbe0 (__TEXT,__text) non-external (was a private external) _vConvert_RGB16UtoPlanar16U_CV_vec
00007ff8094fd330 (__TEXT,__text) non-external (was a private external) _vConvert_RGB16UtoRGB888_dithered_avx
00007ff809661800 (__TEXT,__text) non-external (was a private external) _vConvert_RGB16UtoRGB888_dithered_avx2
00007ff80923c510 (__TEXT,__text) non-external (was a private external) _vConvert_RGB16UtoRGB888_dithered_avx512
00007ff809394530 (__TEXT,__text) non-external (was a private external) _vConvert_RGB16UtoRGB888_dithered_sse4_1
00007ff8090aced0 (__TEXT,__text) non-external (was a private external) _vConvert_RGB16UtoRGB888_dithered_vec
00007ff808d9be60 (__TEXT,__text) non-external (was a private external) _vConvert_RGB16UtoRGBA16U
00007ff8094f7040 (__TEXT,__text) non-external (was a private external) _vConvert_RGB565toARGB1555_avx
00007ff80965bba0 (__TEXT,__text) non-external (was a private external) _vConvert_RGB565toARGB1555_avx2
00007ff809236ae0 (__TEXT,__text) non-external (was a private external) _vConvert_RGB565toARGB1555_avx512
00007ff80938d510 (__TEXT,__text) non-external (was a private external) _vConvert_RGB565toARGB1555_sse4_1
00007ff8090a5eb0 (__TEXT,__text) non-external (was a private external) _vConvert_RGB565toARGB1555_vec
00007ff808e47950 (__TEXT,__text) non-external (was a private external) _vConvert_RGB565toRGB888
00007ff808f1f300 (__TEXT,__text) non-external (was a private external) _vConvert_RGB565toRGB888_avx2
00007ff8094f8160 (__TEXT,__text) non-external (was a private external) _vConvert_RGB565toRGBA5551_avx
00007ff80965cbc0 (__TEXT,__text) non-external (was a private external) _vConvert_RGB565toRGBA5551_avx2
00007ff809237b50 (__TEXT,__text) non-external (was a private external) _vConvert_RGB565toRGBA5551_avx512
00007ff80938e530 (__TEXT,__text) non-external (was a private external) _vConvert_RGB565toRGBA5551_sse4_1
00007ff8090a6ed0 (__TEXT,__text) non-external (was a private external) _vConvert_RGB565toRGBA5551_vec
00007ff809561370 (__TEXT,__text) non-external (was a private external) _vConvert_RGB888ToARGB2101010_avx
00007ff8096dd680 (__TEXT,__text) non-external (was a private external) _vConvert_RGB888ToARGB2101010_avx2
00007ff80929eb80 (__TEXT,__text) non-external (was a private external) _vConvert_RGB888ToARGB2101010_avx512
00007ff809407040 (__TEXT,__text) non-external (was a private external) _vConvert_RGB888ToARGB2101010_sse4_1
00007ff809140870 (__TEXT,__text) non-external (was a private external) _vConvert_RGB888ToARGB2101010_vec
00007ff80957b690 (__TEXT,__text) non-external (was a private external) _vConvert_RGB888toARGB8888_CV_avx
00007ff8096f61a0 (__TEXT,__text) non-external (was a private external) _vConvert_RGB888toARGB8888_CV_avx2
00007ff808d85610 (__TEXT,__text) non-external (was a private external) _vConvert_RGB888toARGB8888_CV_avx512
00007ff809422e80 (__TEXT,__text) non-external (was a private external) _vConvert_RGB888toARGB8888_CV_sse4_1
00007ff80915c6b0 (__TEXT,__text) non-external (was a private external) _vConvert_RGB888toARGB8888_CV_vec
00007ff8094ecc70 (__TEXT,__text) non-external (was a private external) _vConvert_RGB888toPlanar16Q12_avx
00007ff809651680 (__TEXT,__text) non-external (was a private external) _vConvert_RGB888toPlanar16Q12_avx2
00007ff80922f340 (__TEXT,__text) non-external (was a private external) _vConvert_RGB888toPlanar16Q12_avx512
00007ff8093800d0 (__TEXT,__text) non-external (was a private external) _vConvert_RGB888toPlanar16Q12_sse4_1
00007ff809098a70 (__TEXT,__text) non-external (was a private external) _vConvert_RGB888toPlanar16Q12_vec
00007ff80957a0f0 (__TEXT,__text) non-external (was a private external) _vConvert_RGB888toPlanar8_CV_avx
00007ff8096f4bc0 (__TEXT,__text) non-external (was a private external) _vConvert_RGB888toPlanar8_CV_avx2
00007ff808d82860 (__TEXT,__text) non-external (was a private external) _vConvert_RGB888toPlanar8_CV_avx512
00007ff809421a80 (__TEXT,__text) non-external (was a private external) _vConvert_RGB888toPlanar8_CV_sse4_1
00007ff80915b2b0 (__TEXT,__text) non-external (was a private external) _vConvert_RGB888toPlanar8_CV_vec
00007ff8094f5710 (__TEXT,__text) non-external (was a private external) _vConvert_RGB888toRGB565_DitherOrdered_avx
00007ff80965a0d0 (__TEXT,__text) non-external (was a private external) _vConvert_RGB888toRGB565_DitherOrdered_avx2
00007ff809234ec0 (__TEXT,__text) non-external (was a private external) _vConvert_RGB888toRGB565_DitherOrdered_avx512
00007ff80938b930 (__TEXT,__text) non-external (was a private external) _vConvert_RGB888toRGB565_DitherOrdered_sse4_1
00007ff8090a42d0 (__TEXT,__text) non-external (was a private external) _vConvert_RGB888toRGB565_DitherOrdered_vec
00007ff8095042c0 (__TEXT,__text) non-external (was a private external) _vConvert_RGBA1010102ToARGB16Q12_avx
00007ff809688ca0 (__TEXT,__text) non-external (was a private external) _vConvert_RGBA1010102ToARGB16Q12_avx2
00007ff809241bd0 (__TEXT,__text) non-external (was a private external) _vConvert_RGBA1010102ToARGB16Q12_avx512
00007ff8093a6a90 (__TEXT,__text) non-external (was a private external) _vConvert_RGBA1010102ToARGB16Q12_sse4_1
00007ff8090e02c0 (__TEXT,__text) non-external (was a private external) _vConvert_RGBA1010102ToARGB16Q12_vec
00007ff8095073c0 (__TEXT,__text) non-external (was a private external) _vConvert_RGBA1010102ToARGB16U_avx
00007ff80968b510 (__TEXT,__text) non-external (was a private external) _vConvert_RGBA1010102ToARGB16U_avx2
00007ff809244a20 (__TEXT,__text) non-external (was a private external) _vConvert_RGBA1010102ToARGB16U_avx512
00007ff8093aa130 (__TEXT,__text) non-external (was a private external) _vConvert_RGBA1010102ToARGB16U_sse4_1
00007ff8090e3960 (__TEXT,__text) non-external (was a private external) _vConvert_RGBA1010102ToARGB16U_vec
