00000001c0a50bfc (__TEXT,__text) non-external +[DDLog addLogger:]
00000001c0a36144 (__TEXT,__text) non-external ___28+[HTTPConnection initialize]_block_invoke
00000001c0a48b8c (__TEXT,__text) non-external ___28-[GCDAsyncSocket disconnect]_block_invoke
00000001c0a4cd08 (__TEXT,__text) non-external ___28-[GCDAsyncSocket doReadData]_block_invoke
00000001c0a3fde4 (__TEXT,__text) non-external ___28-[HTTPServer publishBonjour]_block_invoke
00000001c0a483bc (__TEXT,__text) non-external ___29-[GCDAsyncSocket didConnect:]_block_invoke_2
00000001c0a483c0 (__TEXT,__text) non-external ___29-[GCDAsyncSocket didConnect:]_block_invoke_3
00000001c0a4847c (__TEXT,__text) non-external ___29-[GCDAsyncSocket didConnect:]_block_invoke_4
00000001c0a4e2f4 (__TEXT,__text) non-external ___29-[GCDAsyncSocket doWriteData]_block_invoke
00000001c0a49b50 (__TEXT,__text) non-external ___29-[GCDAsyncSocket isConnected]_block_invoke
00000001c0a3dd08 (__TEXT,__text) non-external ___29-[HTTPServer connectionClass]_block_invoke
00000001c0a4ab74 (__TEXT,__text) non-external ___30-[GCDAsyncSocket localAddress]_block_invoke
00000001c0a455ec (__TEXT,__text) non-external ___30-[GCDAsyncSocket setUserData:]_block_invoke
00000001c0a4fad8 (__TEXT,__text) non-external ___30-[GCDAsyncSocket ssl_startTLS]_block_invoke
00000001c0a4fb5c (__TEXT,__text) non-external ___30-[GCDAsyncSocket ssl_startTLS]_block_invoke_2
00000001c0a4fc9c (__TEXT,__text) non-external ___30-[GCDAsyncSocket ssl_startTLS]_block_invoke_3
00000001c0a40090 (__TEXT,__text) non-external ___30-[HTTPServer republishBonjour]_block_invoke
00000001c0a3dc38 (__TEXT,__text) non-external ___30-[HTTPServer setDocumentRoot:]_block_invoke
00000001c0a3ffd4 (__TEXT,__text) non-external ___30-[HTTPServer unpublishBonjour]_block_invoke
00000001c0a363bc (__TEXT,__text) non-external ___31+[HTTPConnection generateNonce]_block_invoke
00000001c0a36418 (__TEXT,__text) non-external ___31+[HTTPConnection generateNonce]_block_invoke.6
00000001c0a54cf4 (__TEXT,__text) non-external ___31-[DDFileLogger maximumFileSize]_block_invoke
00000001c0a54d10 (__TEXT,__text) non-external ___31-[DDFileLogger maximumFileSize]_block_invoke.138
00000001c0a49cb0 (__TEXT,__text) non-external ___31-[GCDAsyncSocket connectedHost]_block_invoke
00000001c0a49e5c (__TEXT,__text) non-external ___31-[GCDAsyncSocket connectedPort]_block_invoke
00000001c0a448c4 (__TEXT,__text) non-external ___31-[GCDAsyncSocket delegateQueue]_block_invoke
00000001c0a4d4f4 (__TEXT,__text) non-external ___31-[GCDAsyncSocket doReadTimeout]_block_invoke
00000001c0a4d5a0 (__TEXT,__text) non-external ___31-[GCDAsyncSocket doReadTimeout]_block_invoke_2
00000001c0a44ea0 (__TEXT,__text) non-external ___31-[GCDAsyncSocket isIPv4Enabled]_block_invoke
00000001c0a45054 (__TEXT,__text) non-external ___31-[GCDAsyncSocket isIPv6Enabled]_block_invoke
00000001c0a3b1f4 (__TEXT,__text) non-external ___31-[HTTPConnection dateAsString:]_block_invoke
00000001c0a5297c (__TEXT,__text) non-external ___32-[DDAbstractLogger logFormatter]_block_invoke
00000001c0a529f4 (__TEXT,__text) non-external ___32-[DDAbstractLogger logFormatter]_block_invoke_2
00000001c0a550e8 (__TEXT,__text) non-external ___32-[DDFileLogger rollingFrequency]_block_invoke
00000001c0a55104 (__TEXT,__text) non-external ___32-[DDFileLogger rollingFrequency]_block_invoke_2
00000001c0a4e748 (__TEXT,__text) non-external ___32-[GCDAsyncSocket doWriteTimeout]_block_invoke
00000001c0a4e7f0 (__TEXT,__text) non-external ___32-[GCDAsyncSocket doWriteTimeout]_block_invoke_2
00000001c0a49a3c (__TEXT,__text) non-external ___32-[GCDAsyncSocket isDisconnected]_block_invoke
00000001c0a4ad90 (__TEXT,__text) non-external ___32-[GCDAsyncSocket localAddresses]_block_invoke
00000001c0a3e080 (__TEXT,__text) non-external ___32-[HTTPServer listeningAddresses]_block_invoke
00000001c0a36534 (__TEXT,__text) non-external ___33+[HTTPConnection hasRecentNonce:]_block_invoke
00000001c0a48a94 (__TEXT,__text) non-external ___33-[GCDAsyncSocket closeWithError:]_block_invoke
00000001c0a4c3bc (__TEXT,__text) non-external ___33-[GCDAsyncSocket flushSSLBuffers]_block_invoke
00000001c0a44f70 (__TEXT,__text) non-external ___33-[GCDAsyncSocket setIPv4Enabled:]_block_invoke
00000001c0a45124 (__TEXT,__text) non-external ___33-[GCDAsyncSocket setIPv6Enabled:]_block_invoke
00000001c0a3ebd4 (__TEXT,__text) non-external ___33-[HTTPServer TXTRecordDictionary]_block_invoke
00000001c0a3eea4 (__TEXT,__text) non-external ___33-[HTTPServer listeningIPv4Socket]_block_invoke
00000001c0a3f030 (__TEXT,__text) non-external ___33-[HTTPServer listeningIPv6Socket]_block_invoke
00000001c0a3f1bc (__TEXT,__text) non-external ___33-[HTTPServer listeningUnixSocket]_block_invoke
00000001c0a3ddd4 (__TEXT,__text) non-external ___33-[HTTPServer setConnectionClass:]_block_invoke
00000001c0a4a924 (__TEXT,__text) non-external ___34-[GCDAsyncSocket connectedAddress]_block_invoke
00000001c0a54e78 (__TEXT,__text) non-external ___35-[DDFileLogger setMaximumFileSize:]_block_invoke
00000001c0a54ecc (__TEXT,__text) non-external ___35-[DDFileLogger setMaximumFileSize:]_block_invoke.141
00000001c0a4d75c (__TEXT,__text) non-external ___35-[GCDAsyncSocket asyncQueuePacket:]_block_invoke
00000001c0a47ad8 (__TEXT,__text) non-external ___35-[GCDAsyncSocket lookup:host:port:]_block_invoke
00000001c0a47b20 (__TEXT,__text) non-external ___35-[GCDAsyncSocket lookup:host:port:]_block_invoke_2
00000001c0a3c5f0 (__TEXT,__text) non-external ___35-[HTTPConnection responseDidAbort:]_block_invoke
00000001c0a52b80 (__TEXT,__text) non-external ___36-[DDAbstractLogger setLogFormatter:]_block_invoke
00000001c0a52c18 (__TEXT,__text) non-external ___36-[DDAbstractLogger setLogFormatter:]_block_invoke_2
00000001c0a55270 (__TEXT,__text) non-external ___36-[DDFileLogger setRollingFrequency:]_block_invoke
00000001c0a552c8 (__TEXT,__text) non-external ___36-[DDFileLogger setRollingFrequency:]_block_invoke_2
00000001c0a4d19c (__TEXT,__text) non-external ___37-[GCDAsyncSocket completeCurrentRead]_block_invoke
00000001c0a45704 (__TEXT,__text) non-external ___37-[GCDAsyncSocket countedBytesWritten]_block_invoke
00000001c0a37688 (__TEXT,__text) non-external ___37-[HTTPConnection stopAfterResponding]_block_invoke
00000001c0a3ef74 (__TEXT,__text) non-external ___37-[HTTPServer setListeningIPv4Socket:]_block_invoke
00000001c0a3f100 (__TEXT,__text) non-external ___37-[HTTPServer setListeningIPv6Socket:]_block_invoke
00000001c0a3f28c (__TEXT,__text) non-external ___37-[HTTPServer setListeningUnixSocket:]_block_invoke
00000001c0a3ecd4 (__TEXT,__text) non-external ___37-[HTTPServer setTXTRecordDictionary:]_block_invoke
00000001c0a3edec (__TEXT,__text) non-external ___37-[HTTPServer setTXTRecordDictionary:]_block_invoke_2
00000001c0a4e440 (__TEXT,__text) non-external ___38-[GCDAsyncSocket completeCurrentWrite]_block_invoke
00000001c0a486f0 (__TEXT,__text) non-external ___38-[GCDAsyncSocket startConnectTimeout:]_block_invoke
00000001c0a50f80 (__TEXT,__text) non-external ___40+[DDLog queueLogMessage:asynchronously:]_block_invoke
00000001c0a404d8 (__TEXT,__text) non-external ___40+[HTTPServer startBonjourThreadIfNeeded]_block_invoke
00000001c0a48c50 (__TEXT,__text) non-external ___40-[GCDAsyncSocket disconnectAfterReading]_block_invoke
00000001c0a48d20 (__TEXT,__text) non-external ___40-[GCDAsyncSocket disconnectAfterWriting]_block_invoke
00000001c0a452e4 (__TEXT,__text) non-external ___40-[GCDAsyncSocket setPreferIPv4OverIPv6:]_block_invoke
00000001c0a45214 (__TEXT,__text) non-external ___41-[GCDAsyncSocket isIPv4PreferredOverIPv6]_block_invoke
00000001c0a457c8 (__TEXT,__text) non-external ___42-[GCDAsyncSocket resetCountedBytesWritten]_block_invoke
00000001c0a50134 (__TEXT,__text) non-external ___42-[GCDAsyncSocket ssl_continueSSLHandshake]_block_invoke
00000001c0a50178 (__TEXT,__text) non-external ___42-[GCDAsyncSocket ssl_continueSSLHandshake]_block_invoke_2
00000001c0a416dc (__TEXT,__text) non-external ___42-[HTTPAsyncFileResponse readDataOfLength:]_block_invoke
00000001c0a58460 (__TEXT,__text) non-external ___42-[HTTPAsyncFileResponse readDataOfLength:]_block_invoke.cold.1
00000001c0a418cc (__TEXT,__text) non-external ___43-[HTTPAsyncFileResponse connectionDidClose]_block_invoke
00000001c0a3c2e4 (__TEXT,__text) non-external ___43-[HTTPConnection responseHasAvailableData:]_block_invoke
00000001c0a44b64 (__TEXT,__text) non-external ___44-[GCDAsyncSocket getDelegate:delegateQueue:]_block_invoke
00000001c0a4479c (__TEXT,__text) non-external ___44-[GCDAsyncSocket setDelegate:synchronously:]_block_invoke
00000001c0a4d374 (__TEXT,__text) non-external ___44-[GCDAsyncSocket setupReadTimerWithTimeout:]_block_invoke
00000001c0a4e5c8 (__TEXT,__text) non-external ___45-[GCDAsyncSocket setupWriteTimerWithTimeout:]_block_invoke
00000001c0a449c4 (__TEXT,__text) non-external ___49-[GCDAsyncSocket setDelegateQueue:synchronously:]_block_invoke
00000001c0a5545c (__TEXT,__text) non-external ___50-[DDFileLogger scheduleTimerToRollLogFileDueToAge]_block_invoke
00000001c0a5032c (__TEXT,__text) non-external ___50-[GCDAsyncSocket autoDisconnectOnClosedReadStream]_block_invoke
00000001c0a48df0 (__TEXT,__text) non-external ___50-[GCDAsyncSocket disconnectAfterReadingAndWriting]_block_invoke
00000001c0a411e8 (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke
00000001c0a413c8 (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke.5
00000001c0a57fc8 (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke.5.cold.1
00000001c0a57b0c (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke.cold.1
00000001c0a57bd8 (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke.cold.2
00000001c0a57c98 (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke.cold.3
00000001c0a57d58 (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke.cold.4
00000001c0a57e24 (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke.cold.5
00000001c0a57f08 (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke.cold.6
00000001c0a47fa0 (__TEXT,__text) non-external ___53-[GCDAsyncSocket connectWithAddress4:address6:error:]_block_invoke
00000001c0a480fc (__TEXT,__text) non-external ___53-[GCDAsyncSocket connectWithAddress4:address6:error:]_block_invoke_2
00000001c0a48144 (__TEXT,__text) non-external ___53-[GCDAsyncSocket connectWithAddress4:address6:error:]_block_invoke_3
00000001c0a503fc (__TEXT,__text) non-external ___54-[GCDAsyncSocket setAutoDisconnectOnClosedReadStream:]_block_invoke
00000001c0a44cf8 (__TEXT,__text) non-external ___58-[GCDAsyncSocket setDelegate:delegateQueue:synchronously:]_block_invoke
00000001c0a4bfc0 (__TEXT,__text) non-external ___61-[GCDAsyncSocket progressOfReadReturningTag:bytesDone:total:]_block_invoke
00000001c0a4da3c (__TEXT,__text) non-external ___62-[GCDAsyncSocket progressOfWriteReturningTag:bytesDone:total:]_block_invoke
00000001c0a4757c (__TEXT,__text) non-external ___66-[GCDAsyncSocket connectToAddress:viaInterface:withTimeout:error:]_block_invoke
00000001c0a4b780 (__TEXT,__text) non-external ___66-[GCDAsyncSocket setupReadAndWriteSourcesForNewlyConnectedSocket:]_block_invoke
00000001c0a4b880 (__TEXT,__text) non-external ___66-[GCDAsyncSocket setupReadAndWriteSourcesForNewlyConnectedSocket:]_block_invoke.356
00000001c0a4b7ec (__TEXT,__text) non-external ___66-[GCDAsyncSocket setupReadAndWriteSourcesForNewlyConnectedSocket:]_block_invoke_2
00000001c0a4b840 (__TEXT,__text) non-external ___66-[GCDAsyncSocket setupReadAndWriteSourcesForNewlyConnectedSocket:]_block_invoke_3
00000001c0a47090 (__TEXT,__text) non-external ___70-[GCDAsyncSocket connectToHost:onPort:viaInterface:withTimeout:error:]_block_invoke
00000001c0a47220 (__TEXT,__text) non-external ___70-[GCDAsyncSocket connectToHost:onPort:viaInterface:withTimeout:error:]_block_invoke_2
00000001c0a4bc6c (__TEXT,__text) non-external ___71-[GCDAsyncSocket readDataToLength:withTimeout:buffer:bufferOffset:tag:]_block_invoke
00000001c0a4bae0 (__TEXT,__text) non-external ___72-[GCDAsyncSocket readDataWithTimeout:buffer:bufferOffset:maxLength:tag:]_block_invoke
00000001c0a53980 (__TEXT,__text) non-external ___74-[DDLogFileManagerDefault observeValueForKeyPath:ofObject:change:context:]_block_invoke
00000001c0a4be50 (__TEXT,__text) non-external ___79-[GCDAsyncSocket readDataToData:withTimeout:buffer:bufferOffset:maxLength:tag:]_block_invoke
00000001c0a45af0 (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke
00000001c0a45c78 (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke.167
00000001c0a45f30 (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke.203
00000001c0a466f0 (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke.233
00000001c0a46680 (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke_2
00000001c0a466f8 (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke_2.235
00000001c0a46768 (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke_3
00000001c0a46770 (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke_4
00000001c0a467e0 (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke_5
00000001c0a3da00 (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001c0a44648 (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001c0a52964 (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001c0a3da10 (__TEXT,__text) non-external ___Block_byref_object_dispose_
00000001c0a44658 (__TEXT,__text) non-external ___Block_byref_object_dispose_
00000001c0a52974 (__TEXT,__text) non-external ___Block_byref_object_dispose_
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) external ___assert_rtn (from libSystem)
00000001e844b870 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00000001e844b8b0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_36_e5_v8?0l
00000001e844b890 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e5_v8?0l
00000001f37bab88 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e5_v8?0l
00000001f37ba788 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e5_v8?0l
00000001f37ba928 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_41_e8_32s_e5_v8?0l
00000001f37ba898 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_42_e8_32s_e5_v8?0l
00000001f37babe8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_44_e8_32r_e5_v8?0l
00000001f37ba8c8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_44_e8_32s_e5_v8?0l
00000001f37bad08 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40bs_e5_v8?0l
00000001f37ba9e8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40r_e11_B16?0i8i12l
00000001f37ba9b8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40r_e19_i20?0i8"NSData"12l
00000001f37ba7b8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40r_e5_v8?0l
00000001f37ba838 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e5_v8?0l
00000001f37baca8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e5_v8?0l
00000001f37ba868 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e5_v8?0lu40l8
00000001f37baa18 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_52_e8_32s40s_e5_v8?0l
00000001f37baaa8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_54_e8_32s40s_e5_v8?0l
00000001f37ba8f8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40r48r_e5_v8?0l
00000001f37ba988 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48s_e5_v8?0l
00000001f37ba808 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s_e5_v8?0l
00000001f37ba958 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s_e5_v8?0l
00000001f37bab38 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_60_e8_32s40s48s_e5_v8?0l
00000001f37baa78 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_61_e8_32s40s48s_e5_v8?0l
00000001f37bacd8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s48r_e5_v8?0l
00000001f37bac78 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s48s56s_e5_v8?0l
00000001f37bac48 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s_e5_v8?0l
00000001f37babb8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_66_e8_32s40s48s56bs_e5_v8?0l
00000001f37bac18 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_72_e8_32s40r_e5_v8?0l
00000001f37bab08 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_80_e8_32s40s48s56r64r_e5_v8?0l
00000001f37baad8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_82_e8_32s40s48s56r64r_e5_v8?0l
00000001f37baa48 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_94_e8_32s40s48bs56bs64r72r_e5_v8?0l
00000001f37ba768 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f37ba7e8 (__AUTH_CONST,__const) non-external ___block_literal_global.170
00000001f37bab68 (__AUTH_CONST,__const) non-external ___block_literal_global.300
00000001c0a484c8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
00000001c0a4b864 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r
00000001c0a36408 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
00000001c0a52c24 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
00000001c0a3658c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40r
00000001c0a3f74c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40r48r
00000001c0a3c494 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
00000001c0a467e8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48b56b64r72r
00000001c0a501cc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48r
00000001c0a44d40 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s
00000001c0a484d8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56b
00000001c0a4726c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56r64r
00000001c0a4d1e8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56s
00000001c0a4b874 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r
00000001c0a36410 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
00000001c0a365d4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r
00000001c0a3f7a4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r48r
00000001c0a3c4d0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
00000001c0a5021c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48r
00000001c0a44d84 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s
00000001c0a472d4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56r64r
00000001c0a48530 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s
00000001c0a46868 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s64r72r
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___objc_personality_v0 (from libobjc)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __dispatch_source_type_read (from libSystem)
