00007ff80cd67d70 (__TEXT,__const) non-external _A1_Table
00007ff80c9f9060 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16UtoARGB8888_dithered_avx
00007ff80cb72d20 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16UtoARGB8888_dithered_avx2
00007ff80c720480 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16UtoARGB8888_dithered_avx512
00007ff80c8725b0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16UtoARGB8888_dithered_sse4_1
00007ff80c575290 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16UtoARGB8888_dithered_vec
00007ff80c30ad60 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16UtoPlanar16U
00007ff80c25a3d0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16UtoRGB16U
00007ff80ca6ba90 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToARGB16F_avx
00007ff80cc039d0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToARGB16F_avx2
00007ff80c796030 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToARGB16F_avx512
00007ff80c8f5740 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToARGB16F_sse4_1
00007ff80c619110 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToARGB16F_vec
00007ff80ca697e0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToARGB16Q12_avx
00007ff80cc02030 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToARGB16Q12_avx2
00007ff80c794670 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToARGB16Q12_avx512
00007ff80c8f3580 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToARGB16Q12_sse4_1
00007ff80c616f50 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToARGB16Q12_vec
00007ff80ca68730 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToARGB16U_avx
00007ff80cc013c0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToARGB16U_avx2
00007ff80c793860 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToARGB16U_avx512
00007ff80c8f2390 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToARGB16U_sse4_1
00007ff80c615d60 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToARGB16U_vec
00007ff80ca67700 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToARGB8888_avx
00007ff80cc00710 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToARGB8888_avx2
00007ff80c7929c0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToARGB8888_avx512
00007ff80c8f1380 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToARGB8888_sse4_1
00007ff80c614d50 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToARGB8888_vec
00007ff80ca6aa60 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToARGBFFFF_avx
00007ff80cc02df0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToARGBFFFF_avx2
00007ff80c795470 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToARGBFFFF_avx512
00007ff80c8f4840 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToARGBFFFF_sse4_1
00007ff80c618210 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToARGBFFFF_vec
00007ff80ca65f60 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToRGB16U_avx
00007ff80cbff250 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToRGB16U_avx2
00007ff80c791300 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToRGB16U_avx512
00007ff80c8efbc0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToRGB16U_sse4_1
00007ff80c613590 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToRGB16U_vec
00007ff80ca656c0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToRGB888_avx
00007ff80cbfea40 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToRGB888_avx2
00007ff80c790920 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToRGB888_avx512
00007ff80c8ef2b0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToRGB888_sse4_1
00007ff80c612c80 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToRGB888_vec
00007ff80ca66ec0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToRGBFFF_avx
00007ff80cc00090 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToRGBFFF_avx2
00007ff80c792350 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToRGBFFF_avx512
00007ff80c8f0b70 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToRGBFFF_sse4_1
00007ff80c614540 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToRGBFFF_vec
00007ff80ca08310 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To420Yp8_Cb8_Cr8_avx
00007ff80cba1af0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To420Yp8_Cb8_Cr8_avx2
00007ff80c72d500 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To420Yp8_Cb8_Cr8_avx512
00007ff80c88d000 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To420Yp8_Cb8_Cr8_sse4_1
00007ff80c5b09d0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To420Yp8_Cb8_Cr8_vec
00007ff80ca05eb0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To420Yp8_CbCr8_avx
00007ff80cb9f460 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To420Yp8_CbCr8_avx2
00007ff80c72a2e0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To420Yp8_CbCr8_avx512
00007ff80c88a9f0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To420Yp8_CbCr8_sse4_1
00007ff80c5ae3c0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To420Yp8_CbCr8_vec
00007ff80ca18420 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To422CbYpCrYp16_avx
00007ff80cbafc40 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To422CbYpCrYp16_avx2
00007ff80c73fb90 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To422CbYpCrYp16_avx512
00007ff80c89d380 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To422CbYpCrYp16_sse4_1
00007ff80c5c0d50 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To422CbYpCrYp16_vec
00007ff80ca0c410 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To422CbYpCrYp8_AA8_avx
00007ff80cba54e0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To422CbYpCrYp8_AA8_avx2
00007ff80c7320e0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To422CbYpCrYp8_AA8_avx512
00007ff80c8911a0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To422CbYpCrYp8_AA8_sse4_1
00007ff80c5b4b70 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To422CbYpCrYp8_AA8_vec
00007ff80ca0a330 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To422CbYpCrYp8_avx
00007ff80cba3700 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To422CbYpCrYp8_avx2
00007ff80c72fa70 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To422CbYpCrYp8_avx512
00007ff80c88f0b0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To422CbYpCrYp8_sse4_1
00007ff80c5b2a80 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To422CbYpCrYp8_vec
00007ff80ca21690 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To422CrYpCbYpCbYpCbYpCrYpCrYp10_avx
00007ff80cbb85f0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To422CrYpCbYpCbYpCbYpCrYpCrYp10_avx2
00007ff80c74ae40 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To422CrYpCbYpCbYpCbYpCrYpCrYp10_avx512
00007ff80c8a7210 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To422CrYpCbYpCbYpCbYpCrYpCrYp10_sse4_1
00007ff80c5cabe0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To422CrYpCbYpCbYpCbYpCrYpCrYp10_vec
00007ff80ca04510 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To422YpCbYpCr8_avx
00007ff80cb9dbc0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To422YpCbYpCr8_avx2
00007ff80c729bd0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To422YpCbYpCr8_avx512
00007ff80c889510 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To422YpCbYpCr8_sse4_1
00007ff80c5acee0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To422YpCbYpCr8_vec
00007ff80ca16ca0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To444AYpCbCr16_avx
00007ff80cbaec30 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To444AYpCbCr16_avx2
00007ff80c73e380 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To444AYpCbCr16_avx512
00007ff80c89bfe0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To444AYpCbCr16_sse4_1
00007ff80c5bf9b0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To444AYpCbCr16_vec
00007ff80ca0e740 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To444AYpCbCr8_avx
00007ff80cba75f0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To444AYpCbCr8_avx2
00007ff80c7347a0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To444AYpCbCr8_avx512
00007ff80c8935f0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To444AYpCbCr8_sse4_1
00007ff80c5b6fc0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To444AYpCbCr8_vec
00007ff80ca112c0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To444CbYpCrA8_avx
00007ff80cba9cc0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To444CbYpCrA8_avx2
00007ff80c7378f0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To444CbYpCrA8_avx512
00007ff80c896350 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To444CbYpCrA8_sse4_1
00007ff80c5b9d20 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To444CbYpCrA8_vec
00007ff80ca1e670 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To444CrYpCb10_avx
00007ff80cbb5990 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To444CrYpCb10_avx2
00007ff80c746e30 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To444CrYpCb10_avx512
00007ff80c8a3f10 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To444CrYpCb10_sse4_1
00007ff80c5c78e0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To444CrYpCb10_vec
00007ff80ca13f10 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To444CrYpCb8_avx
00007ff80cbac470 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To444CrYpCb8_avx2
00007ff80c73aa40 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To444CrYpCb8_avx512
00007ff80c899040 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To444CrYpCb8_sse4_1
00007ff80c5bca10 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To444CrYpCb8_vec
00007ff80c2d5680 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888ToARGB16U
00007ff80ca67c50 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888ToARGB2101010_avx
00007ff80cc00ba0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888ToARGB2101010_avx2
00007ff80c792e40 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888ToARGB2101010_avx512
00007ff80c8f1950 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888ToARGB2101010_sse4_1
00007ff80c615320 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888ToARGB2101010_vec
00007ff80ca7c4d0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888ToPlanar8_CV_avx
00007ff80cc13280 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888ToPlanar8_CV_avx2
00007ff80c219540 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888ToPlanar8_CV_avx512
00007ff80c907090 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888ToPlanar8_CV_sse4_1
00007ff80c62aa60 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888ToPlanar8_CV_vec
00007ff80c2d5d50 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888ToRGB16U
00007ff80ca018a0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888ToRGBA1010102_avx
00007ff80cb9b480 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888ToRGBA1010102_avx2
00007ff80c726e10 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888ToRGBA1010102_avx512
00007ff80c8863b0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888ToRGBA1010102_sse4_1
00007ff80c5a9d80 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888ToRGBA1010102_vec
00007ff80ca6d6d0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888ToXRGB2101010_avx
00007ff80cc04630 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888ToXRGB2101010_avx2
00007ff80c796cd0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888ToXRGB2101010_avx512
00007ff80c8f7430 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888ToXRGB2101010_sse4_1
00007ff80c61ae00 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888ToXRGB2101010_vec
00007ff80c9ee280 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888toARGB1555_DitherOrdered_avx
00007ff80cb67ec0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888toARGB1555_DitherOrdered_avx2
00007ff80c715a30 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888toARGB1555_DitherOrdered_avx512
00007ff80c865440 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888toARGB1555_DitherOrdered_sse4_1
00007ff80c568120 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888toARGB1555_DitherOrdered_vec
00007ff80c9e8f80 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888toPlanar16Q12_avx
00007ff80cb63420 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888toPlanar16Q12_avx2
00007ff80c713bc0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888toPlanar16Q12_avx512
00007ff80c85e8f0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888toPlanar16Q12_sse4_1
00007ff80c5615d0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888toPlanar16Q12_vec
00007ff80ca7e060 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888toPlanarF_CV_avx
00007ff80cc15ac0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888toPlanarF_CV_avx2
00007ff80c7a6480 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888toPlanarF_CV_avx512
00007ff80c908b60 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888toPlanarF_CV_sse4_1
00007ff80c62c530 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888toPlanarF_CV_vec
00007ff80c9ef920 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888toRGB565_DitherOrdered_avx
00007ff80cb69b60 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888toRGB565_DitherOrdered_avx2
00007ff80c717590 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888toRGB565_DitherOrdered_avx512
00007ff80c8679b0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888toRGB565_DitherOrdered_sse4_1
00007ff80c56a690 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888toRGB565_DitherOrdered_vec
00007ff80ca7fa80 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888toRGB888_CV_avx
00007ff80cc17510 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888toRGB888_CV_avx2
00007ff80c7a7aa0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888toRGB888_CV_avx512
00007ff80c90a4f0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888toRGB888_CV_sse4_1
00007ff80c62dec0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888toRGB888_CV_vec
00007ff80ca6b5c0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGBFFFFToARGB2101010_avx
00007ff80cc03590 (__TEXT,__text) non-external (was a private external) _vConvert_ARGBFFFFToARGB2101010_avx2
00007ff80c795c70 (__TEXT,__text) non-external (was a private external) _vConvert_ARGBFFFFToARGB2101010_avx512
00007ff80c8f52c0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGBFFFFToARGB2101010_sse4_1
00007ff80c618c90 (__TEXT,__text) non-external (was a private external) _vConvert_ARGBFFFFToARGB2101010_vec
00007ff80ca7d3e0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGBFFFFToPlanarF_CV_avx
00007ff80cc14390 (__TEXT,__text) non-external (was a private external) _vConvert_ARGBFFFFToPlanarF_CV_avx2
00007ff80c2229a0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGBFFFFToPlanarF_CV_avx512
00007ff80c907f60 (__TEXT,__text) non-external (was a private external) _vConvert_ARGBFFFFToPlanarF_CV_sse4_1
00007ff80c62b930 (__TEXT,__text) non-external (was a private external) _vConvert_ARGBFFFFToPlanarF_CV_vec
00007ff80ca70b10 (__TEXT,__text) non-external (was a private external) _vConvert_ARGBFFFFToXRGB2101010_avx
00007ff80cc06d70 (__TEXT,__text) non-external (was a private external) _vConvert_ARGBFFFFToXRGB2101010_avx2
00007ff80c799630 (__TEXT,__text) non-external (was a private external) _vConvert_ARGBFFFFToXRGB2101010_avx512
00007ff80c8faa40 (__TEXT,__text) non-external (was a private external) _vConvert_ARGBFFFFToXRGB2101010_sse4_1
00007ff80c61e410 (__TEXT,__text) non-external (was a private external) _vConvert_ARGBFFFFToXRGB2101010_vec
00007ff80c9f7e90 (__TEXT,__text) non-external (was a private external) _vConvert_ARGBFFFFtoARGB8888_dithered_avx
00007ff80cb71980 (__TEXT,__text) non-external (was a private external) _vConvert_ARGBFFFFtoARGB8888_dithered_avx2
00007ff80c71ed90 (__TEXT,__text) non-external (was a private external) _vConvert_ARGBFFFFtoARGB8888_dithered_avx512
00007ff80c871150 (__TEXT,__text) non-external (was a private external) _vConvert_ARGBFFFFtoARGB8888_dithered_sse4_1
00007ff80c573e30 (__TEXT,__text) non-external (was a private external) _vConvert_ARGBFFFFtoARGB8888_dithered_vec
