000000021a878e50 (__DATA,__data) non-external _.compoundliteral
000000021758fa98 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_filters
000000021758fb08 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_formats
000000021758fbe8 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_types
000000021758fac8 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_wraps
00000001e50fd49c (__TEXT,__text) external _glpPPDisassembleFree
00000001e5109168 (__TEXT,__text) external _glpPPShaderLinearize
00000001e5109170 (__TEXT,__text) external _glpPPShaderLinearizeEx
00000001e5107bf0 (__TEXT,__text) external _glpPPShaderLinearizeStreamMgr
00000001e5107bf8 (__TEXT,__text) external _glpPPShaderLinearizeStreamMgrEx
00000001e50b5740 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetHasOffset
00000001e50b5738 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetHasSrctex
00000001e50b5730 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetOpPrimitiveType
00000001e50b5728 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetOpcode
00000001e50b5720 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetReturnPrimitiveType
00000001e4feddf8 (__TEXT,__text) external _glpPPStreamTokenDump
00000001e4fede00 (__TEXT,__text) external _glpPPStreamTokenDumpFree
00000001e50d9df4 (__TEXT,__text) non-external _glpPPTFunctionDefinition
00000001e50d9a3c (__TEXT,__text) non-external (was a private external) _glpPPTNode
00000001e50da018 (__TEXT,__text) non-external _glpPPTRawCall
00000001e50d9f20 (__TEXT,__text) non-external _glpPPTSwitchStatement
00000001e50d9c88 (__TEXT,__text) non-external _glpPPTVariableDeclaration
00000001e50e9498 (__TEXT,__text) non-external (was a private external) _glpPaIdentOrType
00000001e50e95c4 (__TEXT,__text) non-external (was a private external) _glpPaParseComment
00000001e50e9dec (__TEXT,__text) non-external (was a private external) _glpPaParseStrings
00000001e50e93c4 (__TEXT,__text) non-external (was a private external) _glpPaReservedWord
00000001e507f73c (__TEXT,__text) non-external (was a private external) _glpPackConstants
00000001e50b3024 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetExtra
00000001e50b3018 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetName
00000001e50b3034 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetType
00000001e50b302c (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetExtra
00000001e50b3040 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetType
00000001e50ea9ec (__TEXT,__text) non-external (was a private external) _glpParseContextSetGLSLVersion
00000001e50eab18 (__TEXT,__text) non-external (was a private external) _glpParseContextValidateGLSLVersion
00000001e5097b34 (__TEXT,__text) non-external (was a private external) _glpParseQualifiers
00000001e5081fb4 (__TEXT,__text) non-external (was a private external) _glpParseRecover
00000001e5056744 (__TEXT,__text) non-external (was a private external) _glpPointerHashCache_b
00000001e50566e0 (__TEXT,__text) non-external (was a private external) _glpPointerHashGet
00000001e5056524 (__TEXT,__text) non-external (was a private external) _glpPointerHashPut
00000001e50567a8 (__TEXT,__text) non-external (was a private external) _glpPointerHashRemove
00000001e5081030 (__TEXT,__text) non-external (was a private external) _glpPopulatePrecisionWidths
00000001e50b3638 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetQualifier
00000001e50b3650 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetType
00000001e50b3644 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetQualifier
00000001e50b365c (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetType
00000001e5080588 (__TEXT,__text) non-external (was a private external) _glpPrecisionIndexFromSAFlags
00000001e509a2d4 (__TEXT,__text) non-external (was a private external) _glpPrecisionQualifierFromSaFlags
00000001e50949e4 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumnType
00000001e50946bc (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumns
00000001e5094d3c (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetElementType
00000001e5094b90 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRowType
00000001e5094850 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRows
00000001e50950d4 (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPDatatype
00000001e5094ec8 (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPTextarget
00000001e50a5178 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeFromString
00000001e50955e4 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetByteStride
00000001e50954ac (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetBytesPerComponent
00000001e5094350 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetCategory
00000001e5094324 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetGLType
00000001e5095500 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetMaxComponentsPerVec4
00000001e509555c (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetNumVec4s
00000001e50a51a4 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetPrimitiveType
00000001e509540c (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarCount
00000001e5095268 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarType
00000001e50b3acc (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeNodeGetType
00000001e5095310 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeReplaceScalarType
00000001e506c2dc (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType
00000001e5124224 (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType.cold.1
00000001e509426c (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeToString
00000001e5094518 (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetElementType
00000001e509437c (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetLength
00000001e507a610 (__TEXT,__text) non-external _glpProcessComponentWiseVectorAssignment
00000001e4fe1d88 (__TEXT,__text) non-external _glpProgram_PPStreamAddAddressUsage
00000001e4fe1da0 (__TEXT,__text) non-external _glpProgram_PPStreamAddAttribBinding
00000001e4fe1e64 (__TEXT,__text) non-external _glpProgram_PPStreamAddConstant
00000001e4fe1e6c (__TEXT,__text) non-external _glpProgram_PPStreamAddLabel
00000001e4fe1d2c (__TEXT,__text) non-external _glpProgram_PPStreamAddOperation
00000001e4fe1e5c (__TEXT,__text) non-external _glpProgram_PPStreamAddOption
00000001e4fe1e08 (__TEXT,__text) non-external _glpProgram_PPStreamAddOutputBinding
00000001e4fe1d90 (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBinding
00000001e4fe1d98 (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBindingArray
00000001e4fe1d80 (__TEXT,__text) non-external _glpProgram_PPStreamAddTempUsage
00000001e4fe1ec0 (__TEXT,__text) non-external _glpProgram_PPStreamResolveBranches
00000001e4fe1d20 (__TEXT,__text) non-external _glpProgram_PPStreamSetTarget
00000001e509f5f4 (__TEXT,__text) non-external (was a private external) _glpPushdownPrecision
00000001e50b37b0 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeAddDeclaration
00000001e50b3798 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclaration
00000001e50b3790 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclarationCount
00000001e50b37b8 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeInsertDeclaration
00000001e50b37a4 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeSetDeclaration
00000001e50b36fc (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetName
00000001e50b3708 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetQualifiers
00000001e50b3714 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeSetQualifiers
00000001e50b3a34 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetQualifiers
00000001e50b3a1c (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetType
00000001e50b3a40 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetQualifiers
00000001e50b3a28 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetType
00000001e5097ac8 (__TEXT,__text) non-external (was a private external) _glpQualifierKindOfNode
00000001e5097a9c (__TEXT,__text) non-external (was a private external) _glpQualifierKindToString
00000001e50b4464 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeAddQualifier
00000001e50b444c (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeGetQualifier
00000001e50b4444 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeGetQualifierCount
00000001e50b446c (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeInsertQualifier
00000001e50b4458 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeSetQualifier
00000001e5095600 (__TEXT,__text) non-external (was a private external) _glpQualifierName
00000001e50b55ac (__TEXT,__text) non-external (was a private external) _glpRValueNodeGetBase
00000001e50b55b8 (__TEXT,__text) non-external (was a private external) _glpRValueNodeSetBase
00000001e50b5214 (__TEXT,__text) non-external (was a private external) _glpRawCallNodeGetExtra
00000001e50b5208 (__TEXT,__text) non-external (was a private external) _glpRawCallNodeGetName
00000001e50b521c (__TEXT,__text) non-external (was a private external) _glpRawCallNodeSetExtra
00000001e50a023c (__TEXT,__text) non-external (was a private external) _glpReInitDeserialContext
00000001e50b2d14 (__TEXT,__text) non-external (was a private external) _glpReadInputNodeGetExtra
00000001e50aaf3c (__TEXT,__text) non-external (was a private external) _glpRemapValue
00000001e50ea6a8 (__TEXT,__text) non-external (was a private external) _glpResetErrMsg
00000001e50b4f64 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeGetExpr
00000001e50b4f54 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeGetExtra
00000001e50b4f70 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeSetExpr
00000001e50b4f5c (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeSetExtra
00000001e50dca9c (__TEXT,__text) non-external _glpSAAdd
00000001e50db1f4 (__TEXT,__text) non-external _glpSAArrayAccess
00000001e50e1f2c (__TEXT,__text) non-external _glpSAArrayType
00000001e50ddd80 (__TEXT,__text) non-external _glpSAAssign
00000001e50e5570 (__TEXT,__text) non-external _glpSAAvailabilityDeclaration
00000001e50e5d14 (__TEXT,__text) non-external _glpSABinaryOperator
00000001e50dd764 (__TEXT,__text) non-external _glpSABitwiseAnd
00000001e50dc90c (__TEXT,__text) non-external _glpSABitwiseNot
00000001e50dd7c8 (__TEXT,__text) non-external _glpSABitwiseOr
00000001e50dd82c (__TEXT,__text) non-external _glpSABitwiseXor
00000001e50e42d0 (__TEXT,__text) non-external _glpSABlock
00000001e50e4e88 (__TEXT,__text) non-external _glpSABreakStatement
00000001e509e8d8 (__TEXT,__text) non-external (was a private external) _glpSABuiltinPPStreamOp
00000001e50e59c0 (__TEXT,__text) non-external _glpSACall
00000001e50e4cf0 (__TEXT,__text) non-external _glpSACaseStatement
00000001e50de8a0 (__TEXT,__text) non-external _glpSACommaExpr
00000001e50db19c (__TEXT,__text) non-external _glpSAConstant
00000001e50dc5b8 (__TEXT,__text) non-external _glpSAConstructorCall
00000001e50e4f54 (__TEXT,__text) non-external _glpSAContinueStatement
00000001e50e4dd0 (__TEXT,__text) non-external _glpSADefaultStatement
00000001e50e634c (__TEXT,__text) non-external _glpSADeref
00000001e50e5018 (__TEXT,__text) non-external _glpSADiscardStatement
00000001e50dc9d4 (__TEXT,__text) non-external _glpSADivide
00000001e50dce9c (__TEXT,__text) non-external _glpSAEqual
00000001e50e4150 (__TEXT,__text) non-external _glpSAExpressionStatement
00000001e5099310 (__TEXT,__text) non-external (was a private external) _glpSAFailed
00000001e50db4f8 (__TEXT,__text) non-external _glpSAFieldAccess
00000001e50996fc (__TEXT,__text) non-external (was a private external) _glpSAFieldAccessInternal
00000001e50e210c (__TEXT,__text) non-external _glpSAFieldDeclaration
00000001e50dbaec (__TEXT,__text) non-external _glpSAFunctionCall
00000001e50e1700 (__TEXT,__text) non-external _glpSAFunctionDefinition
00000001e50ded30 (__TEXT,__text) non-external _glpSAFunctionPrototype
00000001e50e3f20 (__TEXT,__text) non-external _glpSAGlobalTypeQualifier
00000001e50dcd64 (__TEXT,__text) non-external _glpSAGreater
00000001e50dce00 (__TEXT,__text) non-external _glpSAGreaterEqual
00000001e50e57a0 (__TEXT,__text) non-external _glpSAIBPartialDeref
00000001e50dd890 (__TEXT,__text) non-external _glpSAIfExpr
00000001e50e44d8 (__TEXT,__text) non-external _glpSAIfStatement
00000001e50e5ba8 (__TEXT,__text) non-external _glpSAIncrementOperator
00000001e509ef08 (__TEXT,__text) non-external (was a private external) _glpSAInlinePPStreamOpFixup
00000001e50e2740 (__TEXT,__text) non-external _glpSAInterfaceBlock
00000001e50e3c14 (__TEXT,__text) non-external _glpSAKeywordQualifier
00000001e50e5700 (__TEXT,__text) non-external _glpSALValue
00000001e50e40c8 (__TEXT,__text) non-external _glpSALayoutPair
00000001e50e3c48 (__TEXT,__text) non-external _glpSALayoutQualifier
00000001e50e357c (__TEXT,__text) non-external _glpSALayoutType
00000001e50dcc2c (__TEXT,__text) non-external _glpSALess
00000001e50dccc8 (__TEXT,__text) non-external _glpSALessEqual
00000001e50dd4dc (__TEXT,__text) non-external _glpSALogicalAnd
00000001e50dc8a8 (__TEXT,__text) non-external _glpSALogicalNot
00000001e50dd5b4 (__TEXT,__text) non-external _glpSALogicalOr
00000001e50dd68c (__TEXT,__text) non-external _glpSALogicalXor
00000001e50e464c (__TEXT,__text) non-external _glpSALoopStatement
00000001e50965e8 (__TEXT,__text) non-external (was a private external) _glpSALowerCallArgsToAssignment
00000001e50dc088 (__TEXT,__text) non-external _glpSAMethodCall
00000001e50dca38 (__TEXT,__text) non-external _glpSAModulo
