0000000189056dd0 (__TEXT,__const) non-external _A1_Table
0000000189057128 (__TEXT,__const) non-external (was a private external) _gamma1_8linear
00000001890571c8 (__TEXT,__const) non-external (was a private external) _gamma2_2exp1
00000001890571e8 (__TEXT,__const) non-external (was a private external) _gamma2_2exp2
0000000189057208 (__TEXT,__const) non-external (was a private external) _gamma2_2exp3
00000001890571a8 (__TEXT,__const) non-external (was a private external) _gamma2_2linear
0000000189057248 (__TEXT,__const) non-external (was a private external) _gamma2_4exp1
0000000189057268 (__TEXT,__const) non-external (was a private external) _gamma2_4exp2
0000000189057288 (__TEXT,__const) non-external (was a private external) _gamma2_4exp3
0000000189057228 (__TEXT,__const) non-external (was a private external) _gamma2_4linear
00000001890572c8 (__TEXT,__const) non-external (was a private external) _gamma3exponential
00000001890572a8 (__TEXT,__const) non-external (was a private external) _gamma3linear
00000001890577c0 (__TEXT,__const) non-external (was a private external) _gaussianBlueNoise
00000001e9e338b8 (__DATA_DIRTY,__common) non-external (was a private external) _getCodeFragmentWithCGColorConverter
00000001e9e33848 (__DATA_DIRTY,__common) non-external (was a private external) _getColorSpaceDescription
00000001e9e33830 (__DATA_DIRTY,__common) non-external (was a private external) _getColorspaceTransformsWithTransform
00000001e9e338e8 (__DATA_DIRTY,__common) non-external (was a private external) _getColorspaceTransformsWithTransformWithCGColorConversionInfo
                 (undefined) external _getprogname (from libSystem)
0000000188fcd854 (__TEXT,__delay_helper) non-external _gotLoadHelper_x8$_Init_CGInterfaces
0000000188fcd830 (__TEXT,__delay_helper) non-external _gotLoadHelper_x8$_gpuCreateSession
0000000188fcd6a4 (__TEXT,__delay_helper) non-external _gotLoadHelper_x8$_gpuImageAlphaBlend_ARGB8888
0000000188fcd638 (__TEXT,__delay_helper) non-external _gotLoadHelper_x8$_gpuImageConvert_ARGB8888toPlanar8
0000000188fcd65c (__TEXT,__delay_helper) non-external _gotLoadHelper_x8$_gpuImageConvert_Planar8toARGB8888
0000000188fcd680 (__TEXT,__delay_helper) non-external _gotLoadHelper_x8$_gpuImageMatrixMultiply_ARGB8888
0000000188fcd614 (__TEXT,__delay_helper) non-external _gotLoadHelper_x8$_gpuImagePermuteChannels_ARGB8888
0000000188fcd758 (__TEXT,__delay_helper) non-external _gotLoadHelper_x8$_gpuImagePiecewiseGamma_Planar8
0000000188fcd734 (__TEXT,__delay_helper) non-external _gotLoadHelper_x8$_gpuImagePiecewiseGamma_PlanarF
0000000188fcd710 (__TEXT,__delay_helper) non-external _gotLoadHelper_x8$_gpuImagePiecewisePolynomial_PlanarF
0000000188fcd6c8 (__TEXT,__delay_helper) non-external _gotLoadHelper_x8$_gpuImagePremultipliedAlphaBlend_ARGB8888
0000000188fcd77c (__TEXT,__delay_helper) non-external _gotLoadHelper_x8$_gpuImagePremultiplyData_ARGB8888
0000000188fcd7a0 (__TEXT,__delay_helper) non-external _gotLoadHelper_x8$_gpuImagePremultiplyData_RGBA8888
0000000188fcd6ec (__TEXT,__delay_helper) non-external _gotLoadHelper_x8$_gpuImageRotate90_ARGB8888
0000000188fcd7c4 (__TEXT,__delay_helper) non-external _gotLoadHelper_x8$_gpuImageUnpremultiplyData_ARGB8888
0000000188fcd7e8 (__TEXT,__delay_helper) non-external _gotLoadHelper_x8$_gpuImageUnpremultiplyData_RGBA8888
0000000188fcd80c (__TEXT,__delay_helper) non-external _gotLoadHelper_x8$_vvpowf
                 (undefined) weak external _gpuCreateSession (from AccelerateGPU)
0000000188fcd3d0 (__TEXT,__delay_stubs) non-external (was a private external) _gpuCreateSession$delayInitStub
                 (undefined) weak external _gpuExecuteBlockBegin (from AccelerateGPU)
0000000188fccf84 (__TEXT,__delay_stubs) non-external (was a private external) _gpuExecuteBlockBegin$delayInitStub
                 (undefined) weak external _gpuExecuteBlockEnd (from AccelerateGPU)
0000000188fccfb0 (__TEXT,__delay_stubs) non-external (was a private external) _gpuExecuteBlockEnd$delayInitStub
                 (undefined) weak external _gpuExecuteBlockEndWithCompletionHandler (from AccelerateGPU)
0000000188fccfdc (__TEXT,__delay_stubs) non-external (was a private external) _gpuExecuteBlockEndWithCompletionHandler$delayInitStub
                 (undefined) weak external _gpuImageAlphaBlend_ARGB8888 (from AccelerateGPU)
0000000188fcd1ec (__TEXT,__delay_stubs) non-external (was a private external) _gpuImageAlphaBlend_ARGB8888$delayInitStub
                 (undefined) weak external _gpuImageBoxConvolve_ARGB8888 (from AccelerateGPU)
0000000188fcd008 (__TEXT,__delay_stubs) non-external (was a private external) _gpuImageBoxConvolve_ARGB8888$delayInitStub
                 (undefined) weak external _gpuImageBufferCreate (from AccelerateGPU)
0000000188fccf00 (__TEXT,__delay_stubs) non-external (was a private external) _gpuImageBufferCreate$delayInitStub
                 (undefined) weak external _gpuImageBufferDestroy (from AccelerateGPU)
0000000188fccf58 (__TEXT,__delay_stubs) non-external (was a private external) _gpuImageBufferDestroy$delayInitStub
                 (undefined) weak external _gpuImageBufferGetHeight (from AccelerateGPU)
0000000188fcd0e4 (__TEXT,__delay_stubs) non-external (was a private external) _gpuImageBufferGetHeight$delayInitStub
                 (undefined) weak external _gpuImageBufferGetInfo (from AccelerateGPU)
0000000188fccf2c (__TEXT,__delay_stubs) non-external (was a private external) _gpuImageBufferGetInfo$delayInitStub
                 (undefined) weak external _gpuImageBufferGetWidth (from AccelerateGPU)
0000000188fcd110 (__TEXT,__delay_stubs) non-external (was a private external) _gpuImageBufferGetWidth$delayInitStub
                 (undefined) weak external _gpuImageConvert_ARGB8888toPlanar8 (from AccelerateGPU)
0000000188fcd168 (__TEXT,__delay_stubs) non-external (was a private external) _gpuImageConvert_ARGB8888toPlanar8$delayInitStub
                 (undefined) weak external _gpuImageConvert_Planar8toARGB8888 (from AccelerateGPU)
0000000188fcd194 (__TEXT,__delay_stubs) non-external (was a private external) _gpuImageConvert_Planar8toARGB8888$delayInitStub
                 (undefined) weak external _gpuImageConvolution_ARGB8888 (from AccelerateGPU)
0000000188fcd08c (__TEXT,__delay_stubs) non-external (was a private external) _gpuImageConvolution_ARGB8888$delayInitStub
                 (undefined) weak external _gpuImageHistogramCalculation_ARGB8888 (from AccelerateGPU)
0000000188fcd0b8 (__TEXT,__delay_stubs) non-external (was a private external) _gpuImageHistogramCalculation_ARGB8888$delayInitStub
                 (undefined) weak external _gpuImageMatrixMultiply_ARGB8888 (from AccelerateGPU)
0000000188fcd1c0 (__TEXT,__delay_stubs) non-external (was a private external) _gpuImageMatrixMultiply_ARGB8888$delayInitStub
                 (undefined) weak external _gpuImagePermuteChannels_ARGB8888 (from AccelerateGPU)
0000000188fcd13c (__TEXT,__delay_stubs) non-external (was a private external) _gpuImagePermuteChannels_ARGB8888$delayInitStub
                 (undefined) weak external _gpuImagePiecewiseGamma_Planar8 (from AccelerateGPU)
0000000188fcd2c8 (__TEXT,__delay_stubs) non-external (was a private external) _gpuImagePiecewiseGamma_Planar8$delayInitStub
                 (undefined) weak external _gpuImagePiecewiseGamma_PlanarF (from AccelerateGPU)
0000000188fcd29c (__TEXT,__delay_stubs) non-external (was a private external) _gpuImagePiecewiseGamma_PlanarF$delayInitStub
                 (undefined) weak external _gpuImagePiecewisePolynomial_PlanarF (from AccelerateGPU)
0000000188fcd270 (__TEXT,__delay_stubs) non-external (was a private external) _gpuImagePiecewisePolynomial_PlanarF$delayInitStub
                 (undefined) weak external _gpuImagePremultipliedAlphaBlend_ARGB8888 (from AccelerateGPU)
0000000188fcd218 (__TEXT,__delay_stubs) non-external (was a private external) _gpuImagePremultipliedAlphaBlend_ARGB8888$delayInitStub
                 (undefined) weak external _gpuImagePremultiplyData_ARGB8888 (from AccelerateGPU)
0000000188fcd2f4 (__TEXT,__delay_stubs) non-external (was a private external) _gpuImagePremultiplyData_ARGB8888$delayInitStub
                 (undefined) weak external _gpuImagePremultiplyData_RGBA8888 (from AccelerateGPU)
0000000188fcd320 (__TEXT,__delay_stubs) non-external (was a private external) _gpuImagePremultiplyData_RGBA8888$delayInitStub
                 (undefined) weak external _gpuImageRotate90_ARGB8888 (from AccelerateGPU)
0000000188fcd244 (__TEXT,__delay_stubs) non-external (was a private external) _gpuImageRotate90_ARGB8888$delayInitStub
                 (undefined) weak external _gpuImageSeparableConvolution_ARGB8888 (from AccelerateGPU)
0000000188fcd060 (__TEXT,__delay_stubs) non-external (was a private external) _gpuImageSeparableConvolution_ARGB8888$delayInitStub
                 (undefined) weak external _gpuImageTentConvolve_ARGB8888 (from AccelerateGPU)
0000000188fcd034 (__TEXT,__delay_stubs) non-external (was a private external) _gpuImageTentConvolve_ARGB8888$delayInitStub
                 (undefined) weak external _gpuImageUnpremultiplyData_ARGB8888 (from AccelerateGPU)
0000000188fcd34c (__TEXT,__delay_stubs) non-external (was a private external) _gpuImageUnpremultiplyData_ARGB8888$delayInitStub
                 (undefined) weak external _gpuImageUnpremultiplyData_RGBA8888 (from AccelerateGPU)
0000000188fcd378 (__TEXT,__delay_stubs) non-external (was a private external) _gpuImageUnpremultiplyData_RGBA8888$delayInitStub
00000001e9e337d0 (__DATA_DIRTY,__common) non-external (was a private external) _gvImageCPUCount
00000001e9e337d8 (__DATA_DIRTY,__common) non-external (was a private external) _gvImageLogicalCPUCount
0000000188e40ee8 (__TEXT,__text) non-external (was a private external) _invertMatrix3x3
0000000188fcd988 (__TEXT,__const) non-external _kGaussianKernel3
0000000188fcd994 (__TEXT,__const) non-external _kGaussianKernel5
0000000188fcd9a8 (__TEXT,__const) non-external _kGaussianKernel7
00000001890648ce (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_420Yp8_Cb8_Cr8
000000018906496a (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_420Yp8_CbCr8
000000018906491c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_422CbYCr8_AA8
00000001890646ac (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_422CbYCrY8
00000001890647e4 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_422CbYpCrYp16
0000000189064832 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_422CrYpCbYpCbYpCbYpCrYpCrYp10
00000001890649b8 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_422YCbYCr8
0000000189064796 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_444AYCbCr16
0000000189064748 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_444AYCbCr8
0000000189064880 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_444AYpCbCr16
00000001890646fa (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_444CbYCrA8
0000000189061acc (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG12bpc
0000000189061fac (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG16bpc
0000000189062e4c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG16bpcPlanar
0000000189063cec (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG16bpcPlanar_NoAlpha
000000018906074c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG1bpc
0000000189060c2c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG2bpc
000000018906248c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG32bpc
000000018906332c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG32bpcPlanar
00000001890641cc (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG32bpcPlanar_NoAlpha
000000018906110c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG4bpc
00000001890615ec (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG8bpc
000000018906296c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG8bpcPlanar
000000018906380c (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CG8bpcPlanar_NoAlpha
00000001890606fe (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CGRGB10bitspecial_32bpp
00000001890606b0 (__TEXT,__const) non-external (was a private external) _kImageTilingInfo_CGRGB5bitspecial_16bpp
00000001e3fe9f08 (__DATA_CONST,__const) non-external (was a private external) _kKnownPolynomials
00000001e9e338d0 (__DATA_DIRTY,__common) non-external (was a private external) _kcgColorSpaceDisplayP3
00000001e7b65440 (__DATA,__common) non-external (was a private external) _kcgColorSpaceExtendedDisplayP3
00000001e9e338e0 (__DATA_DIRTY,__common) non-external (was a private external) _kcgColorSpaceExtendedLinearSRGB
00000001e9e338d8 (__DATA_DIRTY,__common) non-external (was a private external) _kcgColorSpaceExtendedSRGB
00000001e7b65438 (__DATA,__common) non-external (was a private external) _kcgColorSpaceSRGB
00000001e7b65408 (__DATA,__data) external _kvImageConstDecodeArray0
00000001e7b65400 (__DATA,__data) external _kvImageDecodeArray_16Q12Format
00000001e7b653f8 (__DATA,__data) non-external (was a private external) _kvImage_ARGBToYpCbCrMatrix_ITU_R_2020_NCL_0
00000001e7b653e8 (__DATA,__data) external _kvImage_ARGBToYpCbCrMatrix_ITU_R_601_4
00000001e7b653f0 (__DATA,__data) external _kvImage_ARGBToYpCbCrMatrix_ITU_R_709_2
00000001e7b653e0 (__DATA,__data) non-external (was a private external) _kvImage_YpCbCrToARGBMatrix_ITU_R_2020_NCL_0
00000001e7b653d0 (__DATA,__data) external _kvImage_YpCbCrToARGBMatrix_ITU_R_601_4
00000001e7b653d8 (__DATA,__data) external _kvImage_YpCbCrToARGBMatrix_ITU_R_709_2
                 (undefined) external _ldexp (from libSystem)
                 (undefined) external _ldexpf (from libSystem)
0000000188e410f8 (__TEXT,__text) non-external (was a private external) _linearSystemSolve
                 (undefined) external _log1pf (from libSystem)
                 (undefined) external _logf (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_posix_memalign (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
                 (undefined) external _malloc_type_valloc (from libSystem)
0000000188deb72c (__TEXT,__text) non-external _matrixMultiply_3x3_init
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern4 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
0000000188ce9bf0 (__TEXT,__text) non-external _numWorkItemsForGCD
0000000188ce9bf0 (__TEXT,__text) non-external _numWorkItemsForGCD
0000000188ce9bf0 (__TEXT,__text) non-external _numWorkItemsForGCD
0000000188ce9bf0 (__TEXT,__text) non-external _numWorkItemsForGCD
0000000188ce9bf0 (__TEXT,__text) non-external _numWorkItemsForGCD
0000000188d00b14 (__TEXT,__text) non-external _numWorkItemsForGCD
0000000188d00b14 (__TEXT,__text) non-external _numWorkItemsForGCD
0000000188ee0954 (__TEXT,__text) non-external _piecewiseGamma_pixelBlock
                 (undefined) external _powf (from libSystem)
0000000188d1237c (__TEXT,__text) non-external _premultiply_argb16
0000000188d123bc (__TEXT,__text) non-external _premultiply_rgba16
                 (undefined) external _printf (from libSystem)
                 (undefined) external _pthread_get_stackaddr_np (from libSystem)
                 (undefined) external _pthread_get_stacksize_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_qos_max_parallelism (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _putchar (from libSystem)
                 (undefined) external _puts (from libSystem)
                 (undefined) external _qos_class_self (from libSystem)
                 (undefined) external _qsort (from libSystem)
0000000188e6795c (__TEXT,__text) non-external _resampleNumWorkItemsForGCD
00000001890669d0 (__TEXT,__const) non-external _rgba_Ndot16_table
0000000188d21794 (__TEXT,__text) non-external (was a private external) _s32BitPixelToFloatPixel
0000000188d14988 (__TEXT,__text) non-external (was a private external) _sARGB1555toARGB8888
0000000188ce27a4 (__TEXT,__text) non-external (was a private external) _sBoxConvolve16F
0000000188d47bb4 (__TEXT,__text) non-external (was a private external) _sBoxConvolve_ARGB8888
0000000188d474a0 (__TEXT,__text) non-external (was a private external) _sBoxConvolve_Planar8
0000000188d4985c (__TEXT,__text) non-external (was a private external) _sBoxConvolve_PlanarF
0000000188d1d7cc (__TEXT,__text) non-external (was a private external) _sByteSwap_Planar16U
0000000188d148ac (__TEXT,__text) non-external (was a private external) _sClip_PlanarF
0000000188d216c0 (__TEXT,__text) non-external (was a private external) _sClip_Planar_Float
0000000188d148a8 (__TEXT,__text) non-external (was a private external) _sConvert_16Q12to16U
0000000188d260b0 (__TEXT,__text) non-external (was a private external) _sConvert_16Q12to16U_preCV
0000000188d148b8 (__TEXT,__text) non-external (was a private external) _sConvert_16SToF
