00007ffb43da9d98 (__DATA,__data) non-external _.compoundliteral
00007ffb0b98090e (__TEXT,__text) non-external (was a private external) _glpMakeStringBuffer
00007ffb0b92a12d (__TEXT,__text) non-external (was a private external) _glpMakeStringHash
00007ffb0b9bfcc7 (__TEXT,__text) non-external _glpMakeStringZ
00007ffb0b9cbc06 (__TEXT,__text) non-external _glpMakeStringZ
00007ffb0b9811ba (__TEXT,__text) non-external (was a private external) _glpMakeStructType
00007ffb0b98e328 (__TEXT,__text) non-external (was a private external) _glpMakeStructTypeNode
00007ffb0b98c936 (__TEXT,__text) non-external (was a private external) _glpMakeSubroutineArrayCallNode
00007ffb0b9a87aa (__TEXT,__text) non-external (was a private external) _glpMakeSubroutineImplementationFragment
00007ffb0b9a88c0 (__TEXT,__text) non-external (was a private external) _glpMakeSubroutineParameterFragment
00007ffb0b98f4d5 (__TEXT,__text) non-external (was a private external) _glpMakeSubroutineRawCallNode
00007ffb0b9813e4 (__TEXT,__text) non-external (was a private external) _glpMakeSubroutineType
00007ffb0b98e813 (__TEXT,__text) non-external (was a private external) _glpMakeSubroutineTypeListNode
00007ffb0b98f94e (__TEXT,__text) non-external (was a private external) _glpMakeSubroutineUniformNode
00007ffb0b98cefe (__TEXT,__text) non-external (was a private external) _glpMakeSubtractNode
00007ffb0b98ef66 (__TEXT,__text) non-external (was a private external) _glpMakeSwitchStatementNode
00007ffb0b94f39f (__TEXT,__text) non-external _glpMakeSwizzle
00007ffb0b95afa3 (__TEXT,__text) non-external _glpMakeSwizzle
00007ffb0b9638da (__TEXT,__text) non-external _glpMakeSwizzle
00007ffb0b9afeaa (__TEXT,__text) non-external _glpMakeSwizzle
00007ffb0b9838b4 (__TEXT,__text) non-external (was a private external) _glpMakeTemporary
00007ffb0b98f29e (__TEXT,__text) non-external (was a private external) _glpMakeTopLevelNode
00007ffb0b98c4dd (__TEXT,__text) non-external (was a private external) _glpMakeTypeConversionNode
00007ffb0b98c5ea (__TEXT,__text) non-external (was a private external) _glpMakeTypeIdentifierNode
00007ffb0b92b10b (__TEXT,__text) non-external (was a private external) _glpMakeTypeSize
00007ffb0b92ab1a (__TEXT,__text) non-external (was a private external) _glpMakeTypedValueHash
00007ffb0b9a8340 (__TEXT,__text) non-external (was a private external) _glpMakeTypedVariableFragment
00007ffb0b98cc3a (__TEXT,__text) non-external (was a private external) _glpMakeUnaryPlusNode
00007ffb0b98c81e (__TEXT,__text) non-external (was a private external) _glpMakeUndeterminedCallNode
00007ffb0b959aed (__TEXT,__text) non-external (was a private external) _glpMakeUnnamedInterfaceBlockObject
00007ffb0b9a8705 (__TEXT,__text) non-external (was a private external) _glpMakeUnopFuncallFragment
00007ffb0b9a799d (__TEXT,__text) non-external (was a private external) _glpMakeVRLFunctionFragment
00007ffb0b98dc53 (__TEXT,__text) non-external (was a private external) _glpMakeVariableDeclarationGroupNode
00007ffb0b98db52 (__TEXT,__text) non-external (was a private external) _glpMakeVariableDeclarationNode
00007ffb0b98c571 (__TEXT,__text) non-external (was a private external) _glpMakeVariableIdentifierNode
00007ffb0b9597ff (__TEXT,__text) non-external (was a private external) _glpMakeVariableObject
00007ffb0b963f72 (__TEXT,__text) non-external (was a private external) _glpMakeVertexInputBindings
00007ffb0b9a88f6 (__TEXT,__text) non-external (was a private external) _glpMakeWhileFragment
00007ffb0b98d67e (__TEXT,__text) non-external (was a private external) _glpMakeWriteOutputNode
00007ffb0b92bb50 (__TEXT,__text) non-external _glpMallocAlloc
00007ffb0b9cc806 (__TEXT,__text) non-external _glpMallocAlloc
00007ffb0b92bb90 (__TEXT,__text) non-external _glpMallocFree
00007ffb0b9cc846 (__TEXT,__text) non-external _glpMallocFree
00007ffb0b92bb6d (__TEXT,__text) non-external _glpMallocRealloc
00007ffb0b9cc823 (__TEXT,__text) non-external _glpMallocRealloc
00007ffb0b983b62 (__TEXT,__text) non-external (was a private external) _glpMangleSideEffectsWithNewResult
00007ffb0b94994f (__TEXT,__text) non-external _glpMatchInputSize
00007ffb0b94a0ae (__TEXT,__text) non-external _glpMatchInputSize3
00007ffb0b963e1d (__TEXT,__text) non-external (was a private external) _glpMergeInterfaceBlocks
00007ffb0b92cefe (__TEXT,__text) non-external (was a private external) _glpMergeRemapValue
00007ffb0b963c12 (__TEXT,__text) non-external (was a private external) _glpMergeUniforms
00007ffb0b9547ec (__TEXT,__text) non-external _glpMetalGetArgTypeNameFromASTType
00007ffb0b98ca42 (__TEXT,__text) non-external (was a private external) _glpMethodCallNodeGetName
00007ffb0b98ca50 (__TEXT,__text) non-external (was a private external) _glpMethodCallNodeGetReceiver
00007ffb0b98ca61 (__TEXT,__text) non-external (was a private external) _glpMethodCallNodeSetReceiver
00007ffb0b9ae460 (__TEXT,__text) non-external _glpMutableValueFromVec
00007ffb0b96d15b (__TEXT,__text) non-external (was a private external) _glpNameTableGet
00007ffb0b96ddc3 (__TEXT,__text) non-external (was a private external) _glpNameTableGetCurrentFunction
00007ffb0b96d10a (__TEXT,__text) non-external (was a private external) _glpNameTableGetGLSLVersion
00007ffb0b96d0b0 (__TEXT,__text) non-external (was a private external) _glpNameTableGetLanguage
00007ffb0b96ddd0 (__TEXT,__text) non-external (was a private external) _glpNameTableGetPrecision
00007ffb0b96d146 (__TEXT,__text) non-external (was a private external) _glpNameTableIsExtensionEnabled
00007ffb0b96dd59 (__TEXT,__text) non-external (was a private external) _glpNameTablePop
00007ffb0b96dc58 (__TEXT,__text) non-external (was a private external) _glpNameTablePush
00007ffb0b96dd01 (__TEXT,__text) non-external (was a private external) _glpNameTablePushForFunction
00007ffb0b96db40 (__TEXT,__text) non-external (was a private external) _glpNameTablePut
00007ffb0b96d0bc (__TEXT,__text) non-external (was a private external) _glpNameTablePutPrecision
00007ffb0b96d116 (__TEXT,__text) non-external (was a private external) _glpNameTableSetGLSLExtensionBehavior
00007ffb0b96ce94 (__TEXT,__text) non-external (was a private external) _glpNameTableSetGLSLVersion
00007ffb0b96dd49 (__TEXT,__text) non-external (was a private external) _glpNameTableSetStatementIndex
00007ffb0b96ddb2 (__TEXT,__text) non-external (was a private external) _glpNameTableSetTopLevelBlock
00007ffb0b98d26e (__TEXT,__text) non-external (was a private external) _glpNotEqualNodeGetIsFromSource
00007ffb0b98f63c (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetBankIndex
00007ffb0b98f62a (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetCompStride
00007ffb0b98f5f2 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetExtra
00007ffb0b98f656 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetOffsetExpr
00007ffb0b98f618 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetPreSwizzlePrimitiveType
00007ffb0b98f606 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetSwizzle
00007ffb0b98f672 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetVectorElementExpr
00007ffb0b98f649 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetBankIndex
00007ffb0b98f633 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetCompStride
00007ffb0b98f5fc (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetExtra
00007ffb0b98f664 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetOffsetExpr
00007ffb0b98f621 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetPreSwizzlePrimitiveType
00007ffb0b98f60f (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetSwizzle
00007ffb0b98f680 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetVectorElementExpr
00007ffb0b98d66a (__TEXT,__text) non-external (was a private external) _glpOpAssignNodeGetDesugar
00007ffb0b92be40 (__TEXT,__text) non-external (was a private external) _glpOpenArchive
00007ffb0b977267 (__TEXT,__text) non-external (was a private external) _glpOperatorAsFunctionError
00007ffb0b9d1871 (__TEXT,__text) external _glpPPDisassemble
00007ffb0ba0cb60 (__TEXT,__const) non-external _glpPPDisassemble.shaderTargets
00007ffb4183e720 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_filters
00007ffb4183e790 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_formats
00007ffb0ba0cc08 (__TEXT,__const) non-external _glpPPDisassemble.tex_types.rel
00007ffb4183e750 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_wraps
00007ffb0b9d475e (__TEXT,__text) external _glpPPDisassembleFree
00007ffb0b9e1590 (__TEXT,__text) external _glpPPShaderLinearize
00007ffb0b9e159c (__TEXT,__text) external _glpPPShaderLinearizeEx
00007ffb0b9e00f0 (__TEXT,__text) external _glpPPShaderLinearizeStreamMgr
00007ffb0b9e00fc (__TEXT,__text) external _glpPPShaderLinearizeStreamMgrEx
00007ffb0b98f945 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetHasOffset
00007ffb0b98f93c (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetHasSrctex
00007ffb0b98f933 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetOpPrimitiveType
00007ffb0b98f92a (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetOpcode
00007ffb0b98f921 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetReturnPrimitiveType
00007ffb0b8a9ea6 (__TEXT,__text) external _glpPPStreamTokenDump
00007ffb0b8a9eae (__TEXT,__text) external _glpPPStreamTokenDumpFree
00007ffb0b9b02dd (__TEXT,__text) non-external _glpPPTFunctionDefinition
00007ffb0b9aff80 (__TEXT,__text) non-external (was a private external) _glpPPTNode
00007ffb0b9b04ef (__TEXT,__text) non-external _glpPPTRawCall
00007ffb0b9b03fe (__TEXT,__text) non-external _glpPPTSwitchStatement
00007ffb0b9b0168 (__TEXT,__text) non-external _glpPPTVariableDeclaration
00007ffb0b9bfc35 (__TEXT,__text) non-external (was a private external) _glpPaIdentOrType
00007ffb0b9bfd20 (__TEXT,__text) non-external (was a private external) _glpPaParseComment
00007ffb0b9c04ab (__TEXT,__text) non-external (was a private external) _glpPaParseStrings
00007ffb0b9bfb64 (__TEXT,__text) non-external (was a private external) _glpPaReservedWord
00007ffb0b9587aa (__TEXT,__text) non-external (was a private external) _glpPackConstants
00007ffb0b98d8fa (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetExtra
00007ffb0b98d8ec (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetName
00007ffb0b98d90e (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetType
00007ffb0b98d904 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetExtra
00007ffb0b98d91b (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetType
00007ffb0b9c1092 (__TEXT,__text) non-external (was a private external) _glpParseContextSetGLSLVersion
00007ffb0b9c11ae (__TEXT,__text) non-external (was a private external) _glpParseContextValidateGLSLVersion
00007ffb0b97303c (__TEXT,__text) non-external (was a private external) _glpParseQualifiers
00007ffb0b95b107 (__TEXT,__text) non-external (was a private external) _glpParseRecover
00007ffb0b92a755 (__TEXT,__text) non-external (was a private external) _glpPointerHashCache_b
00007ffb0b92a706 (__TEXT,__text) non-external (was a private external) _glpPointerHashGet
00007ffb0b92a5b2 (__TEXT,__text) non-external (was a private external) _glpPointerHashPut
00007ffb0b92a79a (__TEXT,__text) non-external (was a private external) _glpPointerHashRemove
00007ffb0b95a20c (__TEXT,__text) non-external (was a private external) _glpPopulatePrecisionWidths
00007ffb0b98de2c (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetQualifier
00007ffb0b98de46 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetType
00007ffb0b98de39 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetQualifier
00007ffb0b98de54 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetType
00007ffb0b959761 (__TEXT,__text) non-external (was a private external) _glpPrecisionIndexFromSAFlags
00007ffb0b975d9b (__TEXT,__text) non-external (was a private external) _glpPrecisionQualifierFromSaFlags
00007ffb0b970000 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumnType
00007ffb0b96fd18 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumns
00007ffb0b970310 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetElementType
00007ffb0b970188 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRowType
00007ffb0b96fe8c (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRows
00007ffb0b970654 (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPDatatype
00007ffb0b970478 (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPTextarget
00007ffb0b980d70 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeFromString
00007ffb0b970a11 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetByteStride
00007ffb0b970924 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetBytesPerComponent
00007ffb0b96fa0c (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetCategory
00007ffb0b96f9f1 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetGLType
00007ffb0b97095f (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetMaxComponentsPerVec4
00007ffb0b97099f (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetNumVec4s
00007ffb0b980d8b (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetPrimitiveType
00007ffb0b9708c4 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarCount
00007ffb0b9707c0 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarType
00007ffb0b98e1ed (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeNodeGetType
00007ffb0b97081c (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeReplaceScalarType
00007ffb0b943a90 (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType
00007ffb0b9fef6a (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType.cold.1
00007ffb0b96f970 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeToString
00007ffb0b96fb98 (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetElementType
00007ffb0b96fa27 (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetLength
00007ffb0b952f0a (__TEXT,__text) non-external _glpProcessComponentWiseVectorAssignment
00007ffb0b89c26b (__TEXT,__text) non-external _glpProgram_PPStreamAddAddressUsage
00007ffb0b89c295 (__TEXT,__text) non-external _glpProgram_PPStreamAddAttribBinding
00007ffb0b89c32e (__TEXT,__text) non-external _glpProgram_PPStreamAddConstant
00007ffb0b89c33c (__TEXT,__text) non-external _glpProgram_PPStreamAddLabel
00007ffb0b89c224 (__TEXT,__text) non-external _glpProgram_PPStreamAddOperation
00007ffb0b89c320 (__TEXT,__text) non-external _glpProgram_PPStreamAddOption
00007ffb0b89c2e2 (__TEXT,__text) non-external _glpProgram_PPStreamAddOutputBinding
00007ffb0b89c279 (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBinding
00007ffb0b89c287 (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBindingArray
00007ffb0b89c25d (__TEXT,__text) non-external _glpProgram_PPStreamAddTempUsage
00007ffb0b89c375 (__TEXT,__text) non-external _glpProgram_PPStreamResolveBranches
00007ffb0b89c217 (__TEXT,__text) non-external _glpProgram_PPStreamSetTarget
00007ffb0b97b148 (__TEXT,__text) non-external (was a private external) _glpPushdownPrecision
00007ffb0b98df69 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeAddDeclaration
00007ffb0b98df49 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclaration
00007ffb0b98df40 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclarationCount
00007ffb0b98df76 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeInsertDeclaration
00007ffb0b98df59 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeSetDeclaration
00007ffb0b98dec9 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetName
00007ffb0b98ded7 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetQualifiers
00007ffb0b98dee4 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeSetQualifiers
00007ffb0b98e16e (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetQualifiers
00007ffb0b98e154 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetType
00007ffb0b98e17c (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetQualifiers
00007ffb0b98e161 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetType
00007ffb0b972fef (__TEXT,__text) non-external (was a private external) _glpQualifierKindOfNode
