00007ffc425a9560 (__DATA_DIRTY,__common) external _AfterColour
00007ffc0b85a2fc (__TEXT,__text) external __ZN4llvm26CalledValuePropagationPass3runERNS_6ModuleERNS_15AnalysisManagerIS1_JEEE
00007ffc0b36f726 (__TEXT,__text) external __ZN4llvm26CodeExtractorAnalysisCache26findSideEffectInfoForBlockERNS_10BasicBlockE
00007ffc0bae57ce (__TEXT,__text) external __ZN4llvm26CodeExtractorAnalysisCacheC1ERNS_8FunctionE
00007ffc0b36f3d8 (__TEXT,__text) external __ZN4llvm26CodeExtractorAnalysisCacheC2ERNS_8FunctionE
00007ffc0a164a5b (__TEXT,__text) external __ZN4llvm26ConstantFoldUnaryOpOperandEjPNS_8ConstantERKNS_10DataLayoutE
00007ffc0acdccae (__TEXT,__text) external __ZN4llvm26ControlHeightReductionPass3runERNS_8FunctionERNS_15AnalysisManagerIS1_JEEE
00007ffc0b8975a4 (__TEXT,__text) external __ZN4llvm26ControlHeightReductionPassC1Ev
00007ffc0acdc826 (__TEXT,__text) external __ZN4llvm26ControlHeightReductionPassC2Ev
00007ffc0a74e586 (__TEXT,__text) external __ZN4llvm26DIGlobalVariableExpression7getImplERNS_11LLVMContextEPNS_8MetadataES4_NS3_11StorageTypeEb
00007ffc0b663162 (__TEXT,__text) external __ZN4llvm26DelinearizationPrinterPass3runERNS_8FunctionERNS_15AnalysisManagerIS1_JEEE
00007ffc0b663158 (__TEXT,__text) external __ZN4llvm26DelinearizationPrinterPassC1ERNS_11raw_ostreamE
00007ffc0a17cb0a (__TEXT,__text) external __ZN4llvm26DelinearizationPrinterPassC2ERNS_11raw_ostreamE
00007ffc4259deb0 (__DATA_DIRTY,__common) external __ZN4llvm26DoInstrProfNameCompressionE
00007ffc0b3babf1 (__TEXT,__text) external __ZN4llvm26EliminateDuplicatePHINodesEPNS_10BasicBlockE
00007ffc0bae151a (__TEXT,__text) external __ZN4llvm26EliminateUnreachableBlocksERNS_8FunctionEPNS_14DomTreeUpdaterEb
00007ffc0bb3cdc8 (__TEXT,__text) external __ZN4llvm26EpilogueVectorizerMainLoop21printDebugTracesAtEndEv
00007ffc0bb3cdc2 (__TEXT,__text) external __ZN4llvm26EpilogueVectorizerMainLoop23printDebugTracesAtStartEv
00007ffc0b5480e8 (__TEXT,__text) external __ZN4llvm26EpilogueVectorizerMainLoop30emitMinimumIterationCountCheckEPNS_10BasicBlockEb
00007ffc0bb3ccc8 (__TEXT,__text) external __ZN4llvm26EpilogueVectorizerMainLoop36createEpilogueVectorizedLoopSkeletonEv
00007ffc0b34ea31 (__TEXT,__text) external __ZN4llvm26FoldReturnIntoUncondBranchEPNS_10ReturnInstEPNS_10BasicBlockES3_PNS_14DomTreeUpdaterE
00007ffc0b479dfc (__TEXT,__text) external __ZN4llvm26FortifiedLibCallSimplifier12optimizeCallEPNS_8CallInstERNS_13IRBuilderBaseE
00007ffc0bb04914 (__TEXT,__text) external __ZN4llvm26FortifiedLibCallSimplifier15optimizeStrLCatEPNS_8CallInstERNS_13IRBuilderBaseE
00007ffc0bb03e34 (__TEXT,__text) external __ZN4llvm26FortifiedLibCallSimplifier17optimizeMemCpyChkEPNS_8CallInstERNS_13IRBuilderBaseE
00007ffc0bb0403e (__TEXT,__text) external __ZN4llvm26FortifiedLibCallSimplifier17optimizeMemSetChkEPNS_8CallInstERNS_13IRBuilderBaseE
00007ffc0bb04892 (__TEXT,__text) external __ZN4llvm26FortifiedLibCallSimplifier17optimizeStrCatChkEPNS_8CallInstERNS_13IRBuilderBaseE
00007ffc0bb04486 (__TEXT,__text) external __ZN4llvm26FortifiedLibCallSimplifier17optimizeStrLenChkEPNS_8CallInstERNS_13IRBuilderBaseE
00007ffc0bb045c8 (__TEXT,__text) external __ZN4llvm26FortifiedLibCallSimplifier18optimizeMemCCpyChkEPNS_8CallInstERNS_13IRBuilderBaseE
00007ffc0bb03f3c (__TEXT,__text) external __ZN4llvm26FortifiedLibCallSimplifier18optimizeMemMoveChkEPNS_8CallInstERNS_13IRBuilderBaseE
00007ffc0bb04166 (__TEXT,__text) external __ZN4llvm26FortifiedLibCallSimplifier18optimizeMemPCpyChkEPNS_8CallInstERNS_13IRBuilderBaseE
00007ffc0bb0477e (__TEXT,__text) external __ZN4llvm26FortifiedLibCallSimplifier18optimizeSPrintfChkEPNS_8CallInstERNS_13IRBuilderBaseE
00007ffc0bb04a20 (__TEXT,__text) external __ZN4llvm26FortifiedLibCallSimplifier18optimizeStrLCpyChkEPNS_8CallInstERNS_13IRBuilderBaseE
00007ffc0bb0499a (__TEXT,__text) external __ZN4llvm26FortifiedLibCallSimplifier18optimizeStrNCatChkEPNS_8CallInstERNS_13IRBuilderBaseE
00007ffc0bb04262 (__TEXT,__text) external __ZN4llvm26FortifiedLibCallSimplifier18optimizeStrpCpyChkEPNS_8CallInstERNS_13IRBuilderBaseENS_7LibFuncE
00007ffc0bb0465a (__TEXT,__text) external __ZN4llvm26FortifiedLibCallSimplifier19optimizeSNPrintfChkEPNS_8CallInstERNS_13IRBuilderBaseE
00007ffc0bb0451e (__TEXT,__text) external __ZN4llvm26FortifiedLibCallSimplifier19optimizeStrpNCpyChkEPNS_8CallInstERNS_13IRBuilderBaseENS_7LibFuncE
00007ffc0bb04b3e (__TEXT,__text) external __ZN4llvm26FortifiedLibCallSimplifier19optimizeVSPrintfChkEPNS_8CallInstERNS_13IRBuilderBaseE
00007ffc0bb04aa6 (__TEXT,__text) external __ZN4llvm26FortifiedLibCallSimplifier20optimizeVSNPrintfChkEPNS_8CallInstERNS_13IRBuilderBaseE
00007ffc0b47a454 (__TEXT,__text) external __ZN4llvm26FortifiedLibCallSimplifier23isFortifiedCallFoldableEPNS_8CallInstEjNS_8OptionalIjEES4_S4_
00007ffc0b47a402 (__TEXT,__text) external __ZN4llvm26FortifiedLibCallSimplifierC1EPKNS_17TargetLibraryInfoEb
00007ffc0b47a6ba (__TEXT,__text) external __ZN4llvm26FortifiedLibCallSimplifierC2EPKNS_17TargetLibraryInfoEb
00007ffc42bd8608 (__DATA,__common) external __ZN4llvm26FunctionPropertiesAnalysis3KeyE
00007ffc0b66e5e2 (__TEXT,__text) external __ZN4llvm26FunctionPropertiesAnalysis3runERNS_8FunctionERNS_15AnalysisManagerIS1_JEEE
00007ffc0b885aac (__TEXT,__text) external __ZN4llvm26FunctionSpecializationPass3runERNS_6ModuleERNS_15AnalysisManagerIS1_JEEE
00007ffc42bd8650 (__DATA,__common) external __ZN4llvm26GPUFunctionCallInfoWrapper2IDE
00007ffc0b6741ba (__TEXT,__text) external __ZN4llvm26GPUFunctionInfoPrinterPass3runERNS_8FunctionERNS_15AnalysisManagerIS1_JEEE
00007ffc0b65d264 (__TEXT,__text) external __ZN4llvm26IsConstantOffsetFromGlobalEPNS_8ConstantERPNS_11GlobalValueERNS_5APIntERKNS_10DataLayoutEPPNS_18DSOLocalEquivalentE
00007ffc42bd8d7c (__DATA,__common) external __ZN4llvm26LLVMRemarkSetupFormatError2IDE
00007ffc0a1ffa18 (__TEXT,__text) external __ZN4llvm26LazyBlockFrequencyInfoPass13releaseMemoryEv
00007ffc0a1ffa54 (__TEXT,__text) external __ZN4llvm26LazyBlockFrequencyInfoPass13runOnFunctionERNS_8FunctionE
00007ffc0b67f402 (__TEXT,__text) external __ZN4llvm26LazyBlockFrequencyInfoPass23getLazyBFIAnalysisUsageERNS_13AnalysisUsageE
00007ffc42bd86a8 (__DATA,__common) external __ZN4llvm26LazyBlockFrequencyInfoPass2IDE
00007ffc0b67f396 (__TEXT,__text) external __ZN4llvm26LazyBlockFrequencyInfoPassC1Ev
00007ffc0b67f2fc (__TEXT,__text) external __ZN4llvm26LazyBlockFrequencyInfoPassC2Ev
00007ffc4259c790 (__DATA_DIRTY,__common) external __ZN4llvm26LocalProcessCodegenManager14ExecutablePathE
00007ffc0ad9b55c (__TEXT,__text) external __ZN4llvm26LocalProcessCodegenManager17getExecutablePathEv
00007ffc0b8b2b92 (__TEXT,__text) external __ZN4llvm26LocalProcessCodegenManager17materializeModuleEPNS_3lto9InputFileE
00007ffc0ad9b0fa (__TEXT,__text) external __ZN4llvm26LocalProcessCodegenManager7executeERKNS_22ClangThinLTOInvocationENSt3__18functionIFvS3_EEE
00007ffc410eb460 (__DATA_CONST,__const) external __ZN4llvm26LocalStackSlotAllocationIDE
00007ffc0bb372aa (__TEXT,__text) external __ZN4llvm26LoopVectorizationCostModel12computeMaxVFENS_12ElementCountEj
00007ffc0b544054 (__TEXT,__text) external __ZN4llvm26LoopVectorizationCostModel12expectedCostENS_12ElementCountEPNS_15SmallVectorImplINSt3__14pairIPNS_11InstructionES1_EEEE
00007ffc0b540d62 (__TEXT,__text) external __ZN4llvm26LoopVectorizationCostModel18collectLoopScalarsENS_12ElementCountE
00007ffc0bb385de (__TEXT,__text) external __ZN4llvm26LoopVectorizationCostModel18getInstructionCostEPNS_11InstructionENS_12ElementCountE
00007ffc0bb3994e (__TEXT,__text) external __ZN4llvm26LoopVectorizationCostModel18getInstructionCostEPNS_11InstructionENS_12ElementCountERPNS_4TypeE
00007ffc0bb34a78 (__TEXT,__text) external __ZN4llvm26LoopVectorizationCostModel19collectLoopUniformsENS_12ElementCountE
00007ffc0bb3906c (__TEXT,__text) external __ZN4llvm26LoopVectorizationCostModel19getUniformMemOpCostEPNS_11InstructionENS_12ElementCountE
00007ffc0bb36034 (__TEXT,__text) external __ZN4llvm26LoopVectorizationCostModel20computeFeasibleMaxVFEjNS_12ElementCountEb
00007ffc0bb392c6 (__TEXT,__text) external __ZN4llvm26LoopVectorizationCostModel20getGatherScatterCostEPNS_11InstructionENS_12ElementCountE
00007ffc0bb3bb22 (__TEXT,__text) external __ZN4llvm26LoopVectorizationCostModel21collectValuesToIgnoreEv
00007ffc0b541d1e (__TEXT,__text) external __ZN4llvm26LoopVectorizationCostModel21getMaxLegalScalableVFEj
00007ffc0bb35f78 (__TEXT,__text) external __ZN4llvm26LoopVectorizationCostModel21runtimeChecksRequiredEv
00007ffc0b545126 (__TEXT,__text) external __ZN4llvm26LoopVectorizationCostModel21selectInterleaveCountENS_12ElementCountEj
00007ffc0b541fce (__TEXT,__text) external __ZN4llvm26LoopVectorizationCostModel22calculateRegisterUsageENS_8ArrayRefINS_12ElementCountEEE
00007ffc0bb3940e (__TEXT,__text) external __ZN4llvm26LoopVectorizationCostModel22getInterleaveGroupCostEPNS_11InstructionENS_12ElementCountE
00007ffc0bb3bc50 (__TEXT,__text) external __ZN4llvm26LoopVectorizationCostModel23collectInLoopReductionsEv
00007ffc0b54575e (__TEXT,__text) external __ZN4llvm26LoopVectorizationCostModel23collectInstsToScalarizeENS_12ElementCountE
00007ffc0bb37f5c (__TEXT,__text) external __ZN4llvm26LoopVectorizationCostModel23computePredInstDiscountEPNS_11InstructionERNS_8DenseMapIS2_NS_15InstructionCostENS_12DenseMapInfoIS2_vEENS_6detail12DenseMapPairIS2_S4_EEEENS_12ElementCountE
00007ffc0bb38e68 (__TEXT,__text) external __ZN4llvm26LoopVectorizationCostModel23getConsecutiveMemOpCostEPNS_11InstructionENS_12ElementCountE
00007ffc0bb36cce (__TEXT,__text) external __ZN4llvm26LoopVectorizationCostModel23getMaximizedVFForTargetEjjjRKNS_12ElementCountEb
00007ffc0b545a5a (__TEXT,__text) external __ZN4llvm26LoopVectorizationCostModel23getReductionPatternCostEPNS_11InstructionENS_12ElementCountEPNS_4TypeENS_19TargetTransformInfo14TargetCostKindE
00007ffc0bb39798 (__TEXT,__text) external __ZN4llvm26LoopVectorizationCostModel24getMemoryInstructionCostEPNS_11InstructionENS_12ElementCountE
00007ffc0b5475ac (__TEXT,__text) external __ZN4llvm26LoopVectorizationCostModel24isConsecutiveLoadOrStoreEPNS_11InstructionE
00007ffc0bb36b48 (__TEXT,__text) external __ZN4llvm26LoopVectorizationCostModel25getSmallestAndWidestTypesEv
00007ffc0b54364c (__TEXT,__text) external __ZN4llvm26LoopVectorizationCostModel25selectVectorizationFactorERKNS_8SmallSetINS_12ElementCountELj16ENS_22ElementCountComparatorEEE
00007ffc0b545736 (__TEXT,__text) external __ZN4llvm26LoopVectorizationCostModel25useEmulatedMaskMemRefHackEPNS_11InstructionENS_12ElementCountE
00007ffc0bb38974 (__TEXT,__text) external __ZN4llvm26LoopVectorizationCostModel27getMemInstScalarizationCostEPNS_11InstructionENS_12ElementCountE
00007ffc0b546794 (__TEXT,__text) external __ZN4llvm26LoopVectorizationCostModel28setCostBasedWideningDecisionENS_12ElementCountE
00007ffc0bb34700 (__TEXT,__text) external __ZN4llvm26LoopVectorizationCostModel29interleavedAccessCanBeWidenedEPNS_11InstructionENS_12ElementCountE
00007ffc0b541c7e (__TEXT,__text) external __ZN4llvm26LoopVectorizationCostModel29memoryInstructionCanBeWidenedEPNS_11InstructionENS_12ElementCountE
00007ffc0b544b1e (__TEXT,__text) external __ZN4llvm26LoopVectorizationCostModel30collectElementTypesForWideningEv
00007ffc0bb3791e (__TEXT,__text) external __ZN4llvm26LoopVectorizationCostModel33selectEpilogueVectorizationFactorENS_12ElementCountERKNS_24LoopVectorizationPlannerE
00007ffc42bd8908 (__DATA,__common) external __ZN4llvm26MachineCopyPropagationPass3KeyE
00007ffc410ebff0 (__DATA_CONST,__const) external __ZN4llvm26MachineDominanceFrontierIDE
00007ffc0a5200b2 (__TEXT,__text) external __ZN4llvm26MachineFunctionPassManager3runERNS_6ModuleERNS_30MachineFunctionAnalysisManagerE
00007ffc0a256aec (__TEXT,__text) external __ZN4llvm26MemorySSAPrinterLegacyPass13runOnFunctionERNS_8FunctionE
00007ffc42bd8729 (__DATA,__common) external __ZN4llvm26MemorySSAPrinterLegacyPass2IDE
00007ffc0a256ac6 (__TEXT,__text) external __ZN4llvm26MemorySSAPrinterLegacyPassC1Ev
00007ffc0a256a24 (__TEXT,__text) external __ZN4llvm26MemorySSAPrinterLegacyPassC2Ev
00007ffc0b691b9e (__TEXT,__text) external __ZN4llvm26MemorySSAWalkerPrinterPass3runERNS_8FunctionERNS_15AnalysisManagerIS1_JEEE
00007ffc0b8928b8 (__TEXT,__text) external __ZN4llvm26ModuleAddressSanitizerPass13printPipelineERNS_11raw_ostreamENS_12function_refIFNS_9StringRefES4_EEE
00007ffc0acc3082 (__TEXT,__text) external __ZN4llvm26ModuleAddressSanitizerPass3runERNS_6ModuleERNS_15AnalysisManagerIS1_JEEE
00007ffc0b89297c (__TEXT,__text) external __ZN4llvm26ModuleAddressSanitizerPassC1ERKNS_23AddressSanitizerOptionsEbbNS_12AsanDtorKindE
00007ffc0acc3066 (__TEXT,__text) external __ZN4llvm26ModuleAddressSanitizerPassC2ERKNS_23AddressSanitizerOptionsEbbNS_12AsanDtorKindE
00007ffc0b693802 (__TEXT,__text) external __ZN4llvm26ModuleDebugInfoPrinterPass3runERNS_6ModuleERNS_15AnalysisManagerIS1_JEEE
00007ffc0b69376a (__TEXT,__text) external __ZN4llvm26ModuleDebugInfoPrinterPassC1ERNS_11raw_ostreamE
00007ffc0a26992e (__TEXT,__text) external __ZN4llvm26ModuleDebugInfoPrinterPassC2ERNS_11raw_ostreamE
00007ffc42bd8760 (__DATA,__common) external __ZN4llvm26ModuleSummaryIndexAnalysis3KeyE
00007ffc0b693880 (__TEXT,__text) external __ZN4llvm26ModuleSummaryIndexAnalysis3runERNS_6ModuleERNS_15AnalysisManagerIS1_JEEE
00007ffc42bb1118 (__DATA,__data) external __ZN4llvm26OptimizationRemarkAnalysis11AlwaysPrintE
00007ffc0a75acac (__TEXT,__text) external __ZN4llvm26OptimizationRemarkAnalysisC1ENS_14DiagnosticKindEPKcNS_9StringRefERKNS_18DiagnosticLocationEPKNS_5ValueE
00007ffc0b79f202 (__TEXT,__text) external __ZN4llvm26OptimizationRemarkAnalysisC1EPKcNS_9StringRefEPKNS_11InstructionE
00007ffc0b79f330 (__TEXT,__text) external __ZN4llvm26OptimizationRemarkAnalysisC1EPKcNS_9StringRefEPKNS_8FunctionE
00007ffc0a75ab7e (__TEXT,__text) external __ZN4llvm26OptimizationRemarkAnalysisC1EPKcNS_9StringRefERKNS_18DiagnosticLocationEPKNS_5ValueE
00007ffc0b79f2ba (__TEXT,__text) external __ZN4llvm26OptimizationRemarkAnalysisC2ENS_14DiagnosticKindEPKcNS_9StringRefERKNS_18DiagnosticLocationEPKNS_5ValueE
00007ffc0a75abf4 (__TEXT,__text) external __ZN4llvm26OptimizationRemarkAnalysisC2EPKcNS_9StringRefEPKNS_11InstructionE
00007ffc0a75ad22 (__TEXT,__text) external __ZN4llvm26OptimizationRemarkAnalysisC2EPKcNS_9StringRefEPKNS_8FunctionE
00007ffc0a75ab08 (__TEXT,__text) external __ZN4llvm26OptimizationRemarkAnalysisC2EPKcNS_9StringRefERKNS_18DiagnosticLocationEPKNS_5ValueE
00007ffc0a15cb9c (__TEXT,__text) external __ZN4llvm26PointerMayBeCapturedBeforeEPKNS_5ValueEbbPKNS_11InstructionEPKNS_13DominatorTreeEbjPKNS_8LoopInfoE
00007ffc0aac5ebe (__TEXT,__text) external __ZN4llvm26PostOrderFunctionAttrsPass3runERNS_13LazyCallGraph3SCCERNS_15AnalysisManagerIS2_JRS1_EEES5_RNS_17CGSCCUpdateResultE
00007ffc410efff0 (__DATA_CONST,__const) external __ZN4llvm26PrologEpilogCodeInserterIDE
00007ffc410f1410 (__DATA_CONST,__const) external __ZN4llvm26RenameIndependentSubregsIDE
00007ffc0b6a4b04 (__TEXT,__text) external __ZN4llvm26ScalarEvolutionPrinterPass3runERNS_8FunctionERNS_15AnalysisManagerIS1_JEEE
00007ffc0a2d7a9c (__TEXT,__text) external __ZN4llvm26ScalarEvolutionWrapperPass13releaseMemoryEv
00007ffc0a2d777c (__TEXT,__text) external __ZN4llvm26ScalarEvolutionWrapperPass13runOnFunctionERNS_8FunctionE
00007ffc42bd8800 (__DATA,__common) external __ZN4llvm26ScalarEvolutionWrapperPass2IDE
00007ffc0b6a4d76 (__TEXT,__text) external __ZN4llvm26ScalarEvolutionWrapperPassC1Ev
00007ffc0b6a4cfa (__TEXT,__text) external __ZN4llvm26ScalarEvolutionWrapperPassC2Ev
00007ffc0b76443a (__TEXT,__text) external __ZN4llvm26ScheduleDAGTopologicalSort10RemovePredEPNS_5SUnitES2_
00007ffc0a6174ce (__TEXT,__text) external __ZN4llvm26ScheduleDAGTopologicalSort11GetSubGraphERKNS_5SUnitES3_Rb
00007ffc0a617e6e (__TEXT,__text) external __ZN4llvm26ScheduleDAGTopologicalSort11IsReachableEPKNS_5SUnitES3_
00007ffc0a61732a (__TEXT,__text) external __ZN4llvm26ScheduleDAGTopologicalSort13AddPredQueuedEPNS_5SUnitES2_
00007ffc0b764440 (__TEXT,__text) external __ZN4llvm26ScheduleDAGTopologicalSort15WillCreateCycleEPNS_5SUnitES2_
00007ffc0a616f26 (__TEXT,__text) external __ZN4llvm26ScheduleDAGTopologicalSort25InitDAGTopologicalSortingEv
00007ffc0b7644ce (__TEXT,__text) external __ZN4llvm26ScheduleDAGTopologicalSort27AddSUnitWithoutPredecessorsEPKNS_5SUnitE
00007ffc0a61736c (__TEXT,__text) external __ZN4llvm26ScheduleDAGTopologicalSort3DFSEPKNS_5SUnitEiRb
00007ffc0b764302 (__TEXT,__text) external __ZN4llvm26ScheduleDAGTopologicalSort5ShiftERNS_9BitVectorEii
00007ffc0b76426e (__TEXT,__text) external __ZN4llvm26ScheduleDAGTopologicalSort7AddPredEPNS_5SUnitES2_
00007ffc0a6172a4 (__TEXT,__text) external __ZN4llvm26ScheduleDAGTopologicalSort8AllocateEii
00007ffc0a6172c4 (__TEXT,__text) external __ZN4llvm26ScheduleDAGTopologicalSort8FixOrderEv
00007ffc0a617f5e (__TEXT,__text) external __ZN4llvm26ScheduleDAGTopologicalSortC1ERNSt3__16vectorINS_5SUnitENS1_9allocatorIS3_EEEEPS3_
00007ffc0a617ef6 (__TEXT,__text) external __ZN4llvm26ScheduleDAGTopologicalSortC2ERNSt3__16vectorINS_5SUnitENS1_9allocatorIS3_EEEEPS3_
00007ffc0a3082a4 (__TEXT,__text) external __ZN4llvm26ScopedNoAliasAAWrapperPass14doFinalizationERNS_6ModuleE
00007ffc0a30825e (__TEXT,__text) external __ZN4llvm26ScopedNoAliasAAWrapperPass16doInitializationERNS_6ModuleE
00007ffc42bd8878 (__DATA,__common) external __ZN4llvm26ScopedNoAliasAAWrapperPass2IDE
00007ffc0b6b7a44 (__TEXT,__text) external __ZN4llvm26ScopedNoAliasAAWrapperPassC1Ev
00007ffc0b6b7a4e (__TEXT,__text) external __ZN4llvm26ScopedNoAliasAAWrapperPassC2Ev
00007ffc0b765958 (__TEXT,__text) external __ZN4llvm26ScoreboardHazardRecognizer11RecedeCycleEv
00007ffc0b765902 (__TEXT,__text) external __ZN4llvm26ScoreboardHazardRecognizer12AdvanceCycleEv
00007ffc0b7655f8 (__TEXT,__text) external __ZN4llvm26ScoreboardHazardRecognizer13getHazardTypeEPNS_5SUnitEi
00007ffc0b765724 (__TEXT,__text) external __ZN4llvm26ScoreboardHazardRecognizer15EmitInstructionEPNS_5SUnitE
00007ffc0b76544c (__TEXT,__text) external __ZN4llvm26ScoreboardHazardRecognizer5ResetEv
00007ffc0a61eee2 (__TEXT,__text) external __ZN4llvm26ScoreboardHazardRecognizerC1EPKNS_18InstrItineraryDataEPKNS_11ScheduleDAGEPKc
00007ffc0a61ed56 (__TEXT,__text) external __ZN4llvm26ScoreboardHazardRecognizerC2EPKNS_18InstrItineraryDataEPKNS_11ScheduleDAGEPKc
00007ffc42bd98d0 (__DATA,__common) external __ZN4llvm26ShouldRunExtraVectorPasses3KeyE
00007ffc0a1ea1bc (__TEXT,__text) external __ZN4llvm26SimplifyExtractElementInstEPNS_5ValueES1_RKNS_13SimplifyQueryE
00007ffc0b6acf4e (__TEXT,__text) external __ZN4llvm26StackSafetyInfoWrapperPass13runOnFunctionERNS_8FunctionE
00007ffc42bd8830 (__DATA,__common) external __ZN4llvm26StackSafetyInfoWrapperPass2IDE
00007ffc0b6acf10 (__TEXT,__text) external __ZN4llvm26StackSafetyInfoWrapperPassC1Ev
00007ffc0b6ace3e (__TEXT,__text) external __ZN4llvm26StackSafetyInfoWrapperPassC2Ev
00007ffc0ab7357c (__TEXT,__text) external __ZN4llvm26SyntheticCountsPropagation3runERNS_6ModuleERNS_15AnalysisManagerIS1_JEEE
00007ffc0bb05da8 (__TEXT,__text) external __ZN4llvm26UnifyFunctionExitNodesPass3runERNS_8FunctionERNS_15AnalysisManagerIS1_JEEE
00007ffc0b3dd454 (__TEXT,__text) external __ZN4llvm26UnrollRuntimeLoopRemainderEPNS_4LoopEjbbbbPNS_8LoopInfoEPNS_15ScalarEvolutionEPNS_13DominatorTreeEPNS_15AssumptionCacheEPKNS_19TargetTransformInfoEbPS1_
00007ffc0a67b31a (__TEXT,__text) external __ZN4llvm26calculateClrEHStateNumbersEPKNS_8FunctionERNS_13WinEHFuncInfoE
00007ffc0b36c1e6 (__TEXT,__text) external __ZN4llvm26cloneAndAdaptNoAliasScopesENS_8ArrayRefIPNS_6MDNodeEEENS0_IPNS_10BasicBlockEEERNS_11LLVMContextENS_9StringRefE
00007ffc0b36c28c (__TEXT,__text) external __ZN4llvm26cloneAndAdaptNoAliasScopesENS_8ArrayRefIPNS_6MDNodeEEEPNS_11InstructionES5_RNS_11LLVMContextENS_9StringRefE
00007ffc0a7c4661 (__TEXT,__text) external __ZN4llvm26collectUsedGlobalVariablesERKNS_6ModuleERNS_15SmallVectorImplIPNS_11GlobalValueEEEb
00007ffc0ae26c47 (__TEXT,__text) external __ZN4llvm26computeArchiveRelativePathENS_9StringRefES0_
00007ffc0b64525e (__TEXT,__text) external __ZN4llvm26createAAResultsWrapperPassEv
00007ffc0b8179f2 (__TEXT,__text) external __ZN4llvm26createAGXPreRAAnalysisPassEv
00007ffc0b836038 (__TEXT,__text) external __ZN4llvm26createAttributorLegacyPassEv
00007ffc0b968f1c (__TEXT,__text) external __ZN4llvm26createConstantHoistingPassEv
00007ffc0b96e08d (__TEXT,__text) external __ZN4llvm26createDFAJumpThreadingPassEv
00007ffc0b7043a0 (__TEXT,__text) external __ZN4llvm26createExpandReductionsPassEv
00007ffc0aafe37b (__TEXT,__text) external __ZN4llvm26createFunctionInliningPassERNS_12InlineParamsE
00007ffc0b865006 (__TEXT,__text) external __ZN4llvm26createFunctionInliningPassEi
00007ffc0b86510a (__TEXT,__text) external __ZN4llvm26createFunctionInliningPassEjjb
00007ffc0b864ef2 (__TEXT,__text) external __ZN4llvm26createFunctionInliningPassEv
00007ffc0b82040c (__TEXT,__text) external __ZN4llvm26createGPUWaitPlacementPassERKNS_16GPUWaitPlacementE
00007ffc0b66f077 (__TEXT,__text) external __ZN4llvm26createGlobalsAAWrapperPassEv
00007ffc0b8616b1 (__TEXT,__text) external __ZN4llvm26createHotColdSplittingPassEv
00007ffc0a46baa2 (__TEXT,__text) external __ZN4llvm26createIndirectBrExpandPassEv
00007ffc0baec0cb (__TEXT,__text) external __ZN4llvm26createInstructionNamerPassEv
00007ffc0afbde49 (__TEXT,__text) external __ZN4llvm26createLoopDataPrefetchPassEv
00007ffc0b9824cf (__TEXT,__text) external __ZN4llvm26createLoopInstSimplifyPassEv
00007ffc0b987da0 (__TEXT,__text) external __ZN4llvm26createLoopUnrollAndJamPassEi
00007ffc0a56d222 (__TEXT,__text) external __ZN4llvm26createMIRProfileLoaderPassENSt3__112basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEES6_NS_10sampleprof19FSDiscriminatorPassENS_18IntrusiveRefCntPtrINS_3vfs10FileSystemEEE
00007ffc0b98d8fc (__TEXT,__text) external __ZN4llvm26createMergeICmpsLegacyPassEv
00007ffc0b69a02a (__TEXT,__text) external __ZN4llvm26createObjCARCAAWrapperPassEv
00007ffc0b34bbdb (__TEXT,__text) external __ZN4llvm26createPHIsForSplitLoopExitENS_8ArrayRefIPNS_10BasicBlockEEES2_S2_
00007ffc0b760b00 (__TEXT,__text) external __ZN4llvm26createRegUsageInfoPropPassEv
00007ffc0b6a00ed (__TEXT,__text) external __ZN4llvm26createRegionOnlyViewerPassEv
00007ffc0b986d4f (__TEXT,__text) external __ZN4llvm26createSimpleLoopUnrollPassEibb
00007ffc0b9a88c4 (__TEXT,__text) external __ZN4llvm26createTLSVariableHoistPassEv
00007ffc0a4f9975 (__TEXT,__text) external __ZN4llvm26createUnpackMachineBundlesENSt3__18functionIFbRKNS_15MachineFunctionEEEE
