000000018012f860 (__TEXT,__text) non-external K256
000000018010d760 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache27forEachPatchableUseOfExportEjjU13block_pointerFvyN5dyld39MachOFile15PointerMetaDataEybE
000000018010cd4c (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache28hasLaunchLoaderSetWithCDHashEPKc
000000018010cd6c (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache29findLaunchLoaderSetWithCDHashEPKc
000000018010da2c (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache30forEachPatchableGOTUseOfExportEjjU13block_pointerFvyN5dyld39MachOFile15PointerMetaDataEybE
000000018010d02c (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache34forEachPatchableUseOfExportInImageEjjjU13block_pointerFvjN5dyld39MachOFile15PointerMetaDataEybE
0000000180139d2c (__TEXT,__text) non-external __ZNK15DyldSharedCache34forEachPatchableUseOfExportInImageEjjjU13block_pointerFvjN5dyld39MachOFile15PointerMetaDataEybE.cold.1
0000000180139d58 (__TEXT,__text) non-external __ZNK15DyldSharedCache34forEachPatchableUseOfExportInImageEjjjU13block_pointerFvjN5dyld39MachOFile15PointerMetaDataEybE.cold.2
0000000180139d84 (__TEXT,__text) non-external __ZNK15DyldSharedCache34forEachPatchableUseOfExportInImageEjjjU13block_pointerFvjN5dyld39MachOFile15PointerMetaDataEybE.cold.3
000000018010cc68 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache5slideEv
00000001800b9ab8 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache7getUUIDEPh
000000018010e078 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache8swiftOptEv
000000018010f9a4 (__TEXT,__text) non-external (was a private external) __ZNK16metadata_visitor12SwiftVisitor15findTextSectionEPKc
000000018010f8a8 (__TEXT,__text) non-external (was a private external) __ZNK16metadata_visitor12SwiftVisitor20getSwiftConformancesEv
000000018013a0f4 (__TEXT,__text) non-external __ZNK16metadata_visitor12SwiftVisitor20getSwiftConformancesEv.cold.1
000000018010f810 (__TEXT,__text) non-external (was a private external) __ZNK16metadata_visitor12SwiftVisitor26forEachProtocolConformanceEU13block_pointerFvRKNS_16SwiftConformanceERbE
0000000180124258 (__TEXT,__text) non-external (was a private external) __ZNK16metadata_visitor13ResolvedValue5valueEv
0000000180124260 (__TEXT,__text) non-external (was a private external) __ZNK16metadata_visitor13ResolvedValue9vmAddressEv
000000018010fcb0 (__TEXT,__text) non-external (was a private external) __ZNK16metadata_visitor16SwiftConformance10getTypeRefERKNS_12SwiftVisitorE
000000018010fb6c (__TEXT,__text) non-external (was a private external) __ZNK16metadata_visitor16SwiftConformance11getLocationEv
000000018010fdbc (__TEXT,__text) non-external (was a private external) __ZNK16metadata_visitor16SwiftConformance12getVMAddressEv
000000018010fb70 (__TEXT,__text) non-external (was a private external) __ZNK16metadata_visitor16SwiftConformance18getProtocolPointerERKNS_12SwiftVisitorE
000000018010fdc0 (__TEXT,__text) non-external (was a private external) __ZNK16metadata_visitor16SwiftConformance19SwiftTypeRefPointer12getClassNameERKNS_12SwiftVisitorE
000000018013a120 (__TEXT,__text) non-external __ZNK16metadata_visitor16SwiftConformance19SwiftTypeRefPointer12getClassNameERKNS_12SwiftVisitorE.cold.1
000000018010fe3c (__TEXT,__text) non-external (was a private external) __ZNK16metadata_visitor16SwiftConformance19SwiftTypeRefPointer16getTargetPointerERKNS_12SwiftVisitorE
000000018010fbe0 (__TEXT,__text) non-external (was a private external) __ZNK16metadata_visitor16SwiftConformance20SwiftRelativePointer16getTargetPointerERKNS_12SwiftVisitorE
000000018010ff34 (__TEXT,__text) non-external (was a private external) __ZNK16metadata_visitor16SwiftConformance21TypeContextDescriptor13hasImportInfoEv
000000018010ff0c (__TEXT,__text) non-external (was a private external) __ZNK16metadata_visitor16SwiftConformance21TypeContextDescriptor17isForeignMetadataEv
000000018010ff54 (__TEXT,__text) non-external (was a private external) __ZNK16metadata_visitor16SwiftConformance21TypeContextDescriptor7getNameERKNS_12SwiftVisitorE
000000018010fc5c (__TEXT,__text) non-external (was a private external) __ZNK16metadata_visitor16SwiftConformance27getProtocolConformanceFlagsERKNS_12SwiftVisitorE
000000018010fd40 (__TEXT,__text) non-external (was a private external) __ZNK16metadata_visitor16SwiftConformance29SwiftProtocolConformanceFlags17typeReferenceKindEv
000000018010fd60 (__TEXT,__text) non-external (was a private external) __ZNK16metadata_visitor16SwiftConformance6isNullEv
000000018010f924 (__TEXT,__text) non-external (was a private external) __ZNK16metadata_visitor20SwiftConformanceList14getConformanceERKNS_7VisitorEj
00000001801242f4 (__TEXT,__text) non-external (was a private external) __ZNK16metadata_visitor7Visitor11getValueForE9VMAddress
0000000180124330 (__TEXT,__text) non-external (was a private external) __ZNK16metadata_visitor7Visitor13resolveRebaseERKNS_13ResolvedValueE
0000000180124384 (__TEXT,__text) non-external (was a private external) __ZNK16metadata_visitor7Visitor19resolveBindOrRebaseERKNS_13ResolvedValueERb
000000018012438c (__TEXT,__text) non-external (was a private external) __ZNK16metadata_visitor7Visitor21resolveOptionalRebaseERKNS_13ResolvedValueE
00000001801242bc (__TEXT,__text) non-external (was a private external) __ZNK16metadata_visitor7Visitor8getFieldERKNS_13ResolvedValueEPKv
00000001800e5bf8 (__TEXT,__text) non-external (was a private external) __ZNK32dyld_cache_patchable_location_v46getPMDERN5dyld39MachOFile15PointerMetaDataE
00000001800e5c88 (__TEXT,__text) non-external (was a private external) __ZNK36dyld_cache_patchable_location_v4_got6getPMDERN5dyld39MachOFile15PointerMetaDataE
00000001800e87a8 (__TEXT,__text) non-external (was a private external) __ZNK3lsl18AllocationMetadata4typeEv
00000001800e879c (__TEXT,__text) non-external (was a private external) __ZNK3lsl18AllocationMetadata9allocatorEv
00000001800e86c4 (__TEXT,__text) non-external (was a private external) __ZNK3lsl18EphemeralAllocator15allocated_bytesEv
00000001800e86cc (__TEXT,__text) non-external (was a private external) __ZNK3lsl18EphemeralAllocator18vm_allocated_bytesEv
00000001800e86f0 (__TEXT,__text) non-external (was a private external) __ZNK3lsl18EphemeralAllocator5ownedEPKvm
00000001800e8a04 (__TEXT,__text) non-external (was a private external) __ZNK3lsl19PersistentAllocator15allocated_bytesEv
00000001800eb55c (__TEXT,__text) non-external (was a private external) __ZNK3lsl19PersistentAllocator17MagazineAllocatorILj256ELj256EE15allocated_bytesEv
00000001800eb564 (__TEXT,__text) non-external (was a private external) __ZNK3lsl19PersistentAllocator17MagazineAllocatorILj256ELj256EE18vm_allocated_bytesEv
00000001800eb550 (__TEXT,__text) non-external (was a private external) __ZNK3lsl19PersistentAllocator17MagazineAllocatorILj256ELj256EE5ownedEPKvm
00000001800e8a10 (__TEXT,__text) non-external (was a private external) __ZNK3lsl19PersistentAllocator18vm_allocated_bytesEv
00000001800eae38 (__TEXT,__text) non-external (was a private external) __ZNK3lsl19PersistentAllocator5ownedEPKvm
00000001800e940c (__TEXT,__text) non-external (was a private external) __ZNK3lsl19PersistentAllocator8validateEv
00000001800e8f08 (__TEXT,__text) non-external (was a private external) __ZNK3lsl19PersistentAllocator9debugDumpEv
00000001800ec704 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINS_13MemoryManager6BufferENS_19PersistentAllocator17RegionSizeCompareELb0EE14const_iteratorssERKS6_
00000001800edf28 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINS_13MemoryManager6BufferENS_19PersistentAllocator17RegionSizeCompareELb0EE4findERKS2_
00000001800edec4 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINS_13MemoryManager6BufferENS_19PersistentAllocator17RegionSizeCompareELb0EE8NodeCoreILj15ELj10EE17lower_bound_indexERKS2_S4_
00000001800eb5e4 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINS_13MemoryManager6BufferENS_19PersistentAllocator20RegionAddressCompareELb0EE14const_iteratorssERKS6_
00000001800ec760 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINS_13MemoryManager6BufferENS_19PersistentAllocator20RegionAddressCompareELb0EE4findERKS2_
00000001800ec9e8 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINS_13MemoryManager6BufferENS_19PersistentAllocator20RegionAddressCompareELb0EE8NodeCoreILj15ELj10EE17lower_bound_indexERKS2_S4_
000000018010bafc (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINS_4UUIDENSt3__14lessIS1_EELb0EE14const_iteratorssERKS6_
000000018010bea0 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINS_4UUIDENSt3__14lessIS1_EELb0EE8NodeCoreILj15ELj10EE17lower_bound_indexERKS1_S4_
000000018010854c (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINS_9UniquePtrIN5dyld45Atlas5ImageEEENSt3__14lessIS5_EELb0EE14const_iteratorssERKSA_
000000018010a9a4 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINS_9UniquePtrIN5dyld45Atlas5ImageEEENSt3__14lessIS5_EELb0EE8NodeCoreILj31ELj15EE17lower_bound_indexERKS5_S8_
00000001800e6fc8 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINSt3__14pairIyNS_4UUIDEEENS_10OrderedMapIyS3_NS1_4lessIyEEE13value_compareELb0EE14const_iteratorssERKSB_
00000001800e72cc (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINSt3__14pairIyNS_4UUIDEEENS_10OrderedMapIyS3_NS1_4lessIyEEE13value_compareELb0EE4findERKS4_
000000018010800c (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeIPKcNS_20ConstCharStarCompareELb0EE14const_iteratorssERKS5_
00000001800eafc4 (__TEXT,__text) non-external (was a private external) __ZNK3lsl9Allocator8validateEv
00000001800eafc8 (__TEXT,__text) non-external (was a private external) __ZNK3lsl9Allocator9debugDumpEv
00000001800fb758 (__TEXT,__text) non-external (was a private external) __ZNK4objc15ObjectHashTable13forEachObjectEPKcU13block_pointerFvytRbE
00000001800fb830 (__TEXT,__text) non-external (was a private external) __ZNK4objc15ObjectHashTable13forEachObjectEU13block_pointerFvjPKcRKN5dyld35ArrayINSt3__14pairIytEEEEE
00000001800fb688 (__TEXT,__text) non-external (was a private external) __ZNK4objc15StringHashTable11tryGetIndexEPKc
0000000180100848 (__TEXT,__text) non-external (was a private external) __ZNK4objc19objc_headeropt_ro_tIjE3getEyy
000000018013875c (__TEXT,__text) non-external __ZNK4objc19objc_headeropt_ro_tIjE3getEyy.cold.1
00000001801008d0 (__TEXT,__text) non-external (was a private external) __ZNK4objc19objc_headeropt_ro_tIjE5indexEPKNS_21objc_header_info_ro_tIjEE
0000000180138788 (__TEXT,__text) non-external __ZNK4objc19objc_headeropt_ro_tIjE5indexEPKNS_21objc_header_info_ro_tIjEE.cold.1
00000001801387b4 (__TEXT,__text) non-external __ZNK4objc19objc_headeropt_ro_tIjE5indexEPKNS_21objc_header_info_ro_tIjEE.cold.2
0000000180100774 (__TEXT,__text) non-external (was a private external) __ZNK4objc19objc_headeropt_ro_tIyE3getEyy
00000001801386d8 (__TEXT,__text) non-external __ZNK4objc19objc_headeropt_ro_tIyE3getEyy.cold.1
00000001801007fc (__TEXT,__text) non-external (was a private external) __ZNK4objc19objc_headeropt_ro_tIyE5indexEPKNS_21objc_header_info_ro_tIyEE
0000000180138704 (__TEXT,__text) non-external __ZNK4objc19objc_headeropt_ro_tIyE5indexEPKNS_21objc_header_info_ro_tIyEE.cold.1
0000000180138730 (__TEXT,__text) non-external __ZNK4objc19objc_headeropt_ro_tIyE5indexEPKNS_21objc_header_info_ro_tIyEE.cold.2
00000001800f71b0 (__TEXT,__text) non-external (was a private external) __ZNK4objc19objc_headeropt_rw_tImE8isLoadedEj
0000000180137538 (__TEXT,__text) non-external __ZNK4objc19objc_headeropt_rw_tImE8isLoadedEj.cold.1
0000000180110a38 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311GradedArchs11forEachArchEbU13block_pointerFvPKcE
0000000180110b10 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311GradedArchs14checksOSBinaryEv
00000001801109e4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311GradedArchs5gradeEjjb
0000000180117600 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded11segmentNameEj
00000001801176d8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded17findClosestSymbolEyPPKcPy
0000000180116bc0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded17hasExportedSymbolEPKcU13block_pointerFPKS0_S4_jEPPvPb
0000000180116cfc (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded18findExportedSymbolER11DiagnosticsPKcbRNS0_11FoundSymbolEU13block_pointerFPKS0_S8_jE
0000000180117a60 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded18findSectionContentEPKcS2_Ryb
00000001801175e4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded18getLinkEditContentERKNS0_10LayoutInfoEj
00000001801172e8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded19forEachGlobalSymbolER11DiagnosticsU13block_pointerFvPKcyhhtRbE
0000000180116a7c (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded19getLinkEditPointersER11DiagnosticsRNS0_12LinkEditInfoE
0000000180117be4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded21fixupAllChainedFixupsER11DiagnosticsPK28dyld_chained_starts_in_imagemNS_5ArrayIPKvEEU13block_pointerFvPvSA_E
0000000180117c68 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded23forEachFixupInAllChainsER11DiagnosticsPK28dyld_chained_starts_in_imagebU13block_pointerFvPN6mach_o25ChainedFixupPointerOnDiskEPK30dyld_chained_starts_in_segmentRbE
00000001801164bc (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded23getLinkEditLoadCommandsER11DiagnosticsRNS0_12LinkEditInfoE
0000000180117eb8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded27forEachFixupInSegmentChainsER11DiagnosticsPK30dyld_chained_starts_in_segmentbU13block_pointerFvPN6mach_o25ChainedFixupPointerOnDiskES5_RbE
000000018011713c (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded8getSlideEv
000000018011ac80 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer10isOSBinaryEiyy
000000018011d124 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer11forEachBindER11DiagnosticsU13block_pointerFvPKcRKNS_11MachOLoaded12LinkEditInfoEPKNS_9MachOFile11SegmentInfoEbbjijhyhS4_bbyRbEU13block_pointerFvS4_E
000000018011e144 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer11forEachBindER11DiagnosticsU13block_pointerFvyihPKcbbyRbEU13block_pointerFvS4_E
000000018011fcd8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer11neverUnloadEv
00000001801206e4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer12isSwiftClassEPKv
000000018011b74c (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer12withVMLayoutER11DiagnosticsU13block_pointerFvRKN6mach_o6LayoutEE
0000000180120044 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer13ObjCClassInfo20getReadOnlyDataFieldENS1_17ReadOnlyDataFieldEj
000000018011f968 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer13forEachCDHashEU13block_pointerFvPKhE
000000018011ba60 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer13forEachRebaseER11DiagnosticsU13block_pointerFvPKcRKNS_11MachOLoaded12LinkEditInfoEPKNS_9MachOFile11SegmentInfoEbjhyNS0_6RebaseERbE
000000018011c2f4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer13forEachRebaseER11DiagnosticsU13block_pointerFvybRbE
000000018011c918 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer13forEachRebaseER11DiagnosticsbU13block_pointerFvyRbE
000000018011f78c (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer14hasSwiftOrObjCEPb
0000000180120314 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer14parseObjCClassERKNS0_15VMAddrConverterEyRKNS_5ArrayIyEEU13block_pointerFvyyRKNS0_13ObjCClassInfoEE
000000018011eae0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer15VMAddrConverter15convertToVMAddrEyRKNS_5ArrayIyEE
000000018011ca58 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer15sortRelocationsERNS_5ArrayI15relocation_infoEE
000000018013a388 (__TEXT,__text) non-external __ZNK5dyld313MachOAnalyzer15sortRelocationsERNS_5ArrayI15relocation_infoEE.cold.1
000000018013a3b4 (__TEXT,__text) non-external __ZNK5dyld313MachOAnalyzer15sortRelocationsERNS_5ArrayI15relocation_infoEE.cold.2
000000018013a3e0 (__TEXT,__text) non-external __ZNK5dyld313MachOAnalyzer15sortRelocationsERNS_5ArrayI15relocation_infoEE.cold.3
000000018011f9f8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer15withChainStartsER11DiagnosticsyU13block_pointerFvPK28dyld_chained_starts_in_imageE
000000018012012c (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer16forEachObjCClassEyyRKNS0_15VMAddrConverterERU13block_pointerFvyyyRKNS0_13ObjCClassInfoEbRbE
000000018011fca4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer17chainStartsOffsetEv
0000000180120ecc (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer17forEachBindTargetER11DiagnosticsbU13block_pointerFvRKNS0_14BindTargetInfoERbES8_
000000018011f34c (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer17forEachTerminatorER11DiagnosticsRKNS0_15VMAddrConverterEU13block_pointerFvjE
0000000180123b84 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer17getLinkeditLayoutER11DiagnosticsyPKhRN6mach_o14LinkeditLayoutE
000000018011ad60 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer17validLoadCommandsER11DiagnosticsPKcm
000000018011ec38 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer18forEachInitializerER11DiagnosticsRKNS0_15VMAddrConverterEU13block_pointerFvjEPKv
000000018011aee4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer18validEmbeddedPathsER11DiagnosticsNS_8PlatformEPKcb
000000018011fe04 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer19chainedFixupsHeaderEv
