00007ffa192d3960 (__TEXT,__text) external _ARMCompilationCallback
00007ffa19503100 (__TEXT,__text) external __ZN4llvm17MachineModuleInfo29takeDeletedSymbolsForFunctionEPKNS_8FunctionERNSt3__16vectorIPNS_8MCSymbolENS4_9allocatorIS7_EEEE
00007ffa42c0b5b2 (__DATA,__common) external __ZN4llvm17MachineModuleInfo2IDE
00007ffa195035b0 (__TEXT,__text) external __ZN4llvm17MachineModuleInfo9addInvokeEPNS_17MachineBasicBlockEPNS_8MCSymbolES4_
00007ffa19502520 (__TEXT,__text) external __ZN4llvm17MachineModuleInfoC1ERKNS_9MCAsmInfoERKNS_14MCRegisterInfoEPKNS_16MCObjectFileInfoE
00007ffa19502710 (__TEXT,__text) external __ZN4llvm17MachineModuleInfoC1Ev
00007ffa19502380 (__TEXT,__text) external __ZN4llvm17MachineModuleInfoC2ERKNS_9MCAsmInfoERKNS_14MCRegisterInfoEPKNS_16MCObjectFileInfoE
00007ffa195026c0 (__TEXT,__text) external __ZN4llvm17MachineModuleInfoC2Ev
00007ffa195029c0 (__TEXT,__text) external __ZN4llvm17MachineModuleInfoD0Ev
00007ffa195029b0 (__TEXT,__text) external __ZN4llvm17MachineModuleInfoD1Ev
00007ffa19502760 (__TEXT,__text) external __ZN4llvm17MachineModuleInfoD2Ev
00007ffa19508780 (__TEXT,__text) external __ZN4llvm17MachineSSAUpdater10InitializeEj
00007ffa19509200 (__TEXT,__text) external __ZN4llvm17MachineSSAUpdater10RewriteUseERNS_14MachineOperandE
00007ffa19509280 (__TEXT,__text) external __ZN4llvm17MachineSSAUpdater14ReplaceRegWithEjj
00007ffa19508850 (__TEXT,__text) external __ZN4llvm17MachineSSAUpdater17AddAvailableValueEPNS_17MachineBasicBlockEj
00007ffa19508900 (__TEXT,__text) external __ZN4llvm17MachineSSAUpdater20GetValueAtEndOfBlockEPNS_17MachineBasicBlockE
00007ffa19508a50 (__TEXT,__text) external __ZN4llvm17MachineSSAUpdater23GetValueInMiddleOfBlockEPNS_17MachineBasicBlockE
00007ffa19508910 (__TEXT,__text) external __ZN4llvm17MachineSSAUpdater28GetValueAtEndOfBlockInternalEPNS_17MachineBasicBlockE
00007ffa195086e0 (__TEXT,__text) external __ZN4llvm17MachineSSAUpdaterC1ERNS_15MachineFunctionEPNS_15SmallVectorImplIPNS_12MachineInstrEEE
00007ffa195086a0 (__TEXT,__text) external __ZN4llvm17MachineSSAUpdaterC2ERNS_15MachineFunctionEPNS_15SmallVectorImplIPNS_12MachineInstrEEE
00007ffa19508750 (__TEXT,__text) external __ZN4llvm17MachineSSAUpdaterD1Ev
00007ffa19508720 (__TEXT,__text) external __ZN4llvm17MachineSSAUpdaterD2Ev
00007ffa197f25a0 (__TEXT,__text) external __ZN4llvm17MaskedValueIsZeroEPNS_5ValueERKNS_5APIntEPKNS_10DataLayoutEj
00007ffa198dc2d0 (__TEXT,__text) external __ZN4llvm17ModulePassManager3runEPNS_6ModuleEPNS_21ModuleAnalysisManagerE
00007ffa1906a2c0 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ObjectImageCommon19updateSymbolAddressERKNS_6object9SymbolRefEy
00007ffa1906a2f0 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ObjectImageCommon20registerWithDebuggerEv
00007ffa1906a2b0 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ObjectImageCommon20updateSectionAddressERKNS_6object10SectionRefEy
00007ffa1906a300 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ObjectImageCommon22deregisterWithDebuggerEv
00007ffa190667a0 (__TEXT,__text) external __ZN4llvm17ObjectImageCommon6anchorEv
00007ffa1906a1c0 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ObjectImageCommonD0Ev
00007ffa1906a170 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ObjectImageCommonD1Ev
00007ffa198c7720 (__TEXT,__text) external __ZN4llvm17PMTopLevelManager11setLastUserENS_8ArrayRefIPNS_4PassEEES3_
00007ffa198c8700 (__TEXT,__text) external __ZN4llvm17PMTopLevelManager12schedulePassEPNS_4PassE
00007ffa198c85d0 (__TEXT,__text) external __ZN4llvm17PMTopLevelManager15collectLastUsesERNS_15SmallVectorImplIPNS_4PassEEES3_
00007ffa198c83b0 (__TEXT,__text) external __ZN4llvm17PMTopLevelManager16findAnalysisPassEPKv
00007ffa198c81e0 (__TEXT,__text) external __ZN4llvm17PMTopLevelManager17findAnalysisUsageEPNS_4PassE
00007ffa198c9e50 (__TEXT,__text) external __ZN4llvm17PMTopLevelManager25initializeAllAnalysisInfoEv
00007ffa198c73f0 (__TEXT,__text) external __ZN4llvm17PMTopLevelManagerC2EPNS_13PMDataManagerE
00007ffa198ca390 (__TEXT,__text) external __ZN4llvm17PMTopLevelManagerD0Ev
00007ffa198ca380 (__TEXT,__text) external __ZN4llvm17PMTopLevelManagerD1Ev
00007ffa198ca130 (__TEXT,__text) external __ZN4llvm17PMTopLevelManagerD2Ev
00007ffa18fcb210 (__TEXT,__text) external __ZN4llvm17ParseAssemblyFileERKNSt3__112basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEERNS_12SMDiagnosticERNS_11LLVMContextE
00007ffa1979b880 (__TEXT,__text) non-external (was a private external) __ZN4llvm17PostDominatorTree13releaseMemoryEv
00007ffa1979b6f0 (__TEXT,__text) external __ZN4llvm17PostDominatorTree13runOnFunctionERNS_8FunctionE
00007ffa42c0b7b4 (__DATA,__common) external __ZN4llvm17PostDominatorTree2IDE
00007ffa1979b770 (__TEXT,__text) external __ZN4llvm17PostDominatorTreeD0Ev
00007ffa1979b740 (__TEXT,__text) external __ZN4llvm17PostDominatorTreeD1Ev
00007ffa1979b710 (__TEXT,__text) external __ZN4llvm17PostDominatorTreeD2Ev
00007ffa41abc418 (__DATA_CONST,__const) external __ZN4llvm17PostRASchedulerIDE
00007ffa196d4320 (__TEXT,__text) non-external (was a private external) __ZN4llvm17PredIteratorCache8GetPredsEPNS_10BasicBlockE
00007ffa198dc630 (__TEXT,__text) non-external (was a private external) __ZN4llvm17PreservedAnalyses9intersectEOS0_
00007ffa198ab6e0 (__TEXT,__text) external __ZN4llvm17PrintFunctionPass3runEPNS_8FunctionE
00007ffa198ab640 (__TEXT,__text) external __ZN4llvm17PrintFunctionPassC1ERNS_11raw_ostreamERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
00007ffa198ab570 (__TEXT,__text) external __ZN4llvm17PrintFunctionPassC1Ev
00007ffa198ab5a0 (__TEXT,__text) external __ZN4llvm17PrintFunctionPassC2ERNS_11raw_ostreamERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
00007ffa198ab540 (__TEXT,__text) external __ZN4llvm17PrintFunctionPassC2Ev
00007ffa19541da0 (__TEXT,__text) external __ZN4llvm17PseudoSourceValue12getJumpTableEv
00007ffa19541f80 (__TEXT,__text) external __ZN4llvm17PseudoSourceValue13getFixedStackEi
00007ffa19541df0 (__TEXT,__text) external __ZN4llvm17PseudoSourceValue15getConstantPoolEv
00007ffa19541d50 (__TEXT,__text) external __ZN4llvm17PseudoSourceValue6getGOTEv
00007ffa19541d00 (__TEXT,__text) external __ZN4llvm17PseudoSourceValue8getStackEv
00007ffa19541e80 (__TEXT,__text) external __ZN4llvm17PseudoSourceValueC1ENS_5Value7ValueTyE
00007ffa19541e40 (__TEXT,__text) external __ZN4llvm17PseudoSourceValueC2ENS_5Value7ValueTyE
00007ffa195425c0 (__TEXT,__text) non-external (was a private external) __ZN4llvm17PseudoSourceValueD0Ev
00007ffa195425b0 (__TEXT,__text) non-external (was a private external) __ZN4llvm17PseudoSourceValueD1Ev
00007ffa1955e9a0 (__TEXT,__text) external __ZN4llvm17RegisterClassInfo20runOnMachineFunctionERKNS_15MachineFunctionE
00007ffa1955e950 (__TEXT,__text) external __ZN4llvm17RegisterClassInfoC1Ev
00007ffa1955e900 (__TEXT,__text) external __ZN4llvm17RegisterClassInfoC2Ev
00007ffa42c0b570 (__DATA,__common) external __ZN4llvm17RegisterScheduler8RegistryE
00007ffa1938d250 (__TEXT,__text) non-external (was a private external) __ZN4llvm17RegisterSchedulerD1Ev
00007ffa1956fe00 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrs10exitRegionEv
00007ffa19576430 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrs10fixupKillsEPNS_17MachineBasicBlockE
00007ffa19571820 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrs10initSUnitsEv
00007ffa1956fdb0 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrs10startBlockEPNS_17MachineBasicBlockE
00007ffa1956fde0 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrs11enterRegionEPNS_17MachineBasicBlockENS1_15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorIS4_EEEES7_j
00007ffa1956fdc0 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrs11finishBlockEv
00007ffa19570ae0 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrs14addPhysRegDepsEPNS_5SUnitEj
00007ffa19571460 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrs14addVRegDefDepsEPNS_5SUnitEj
00007ffa19570380 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrs14addVRegUseDepsEPNS_5SUnitEj
00007ffa195762e0 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrs14toggleKillFlagEPNS_12MachineInstrERNS_14MachineOperandE
00007ffa19571ee0 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrs15buildSchedGraphEPNS_13AliasAnalysisEPNS_18RegPressureTrackerEPNS_13PressureDiffsE
00007ffa19476dd0 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ScheduleDAGInstrs16finalizeScheduleEv
00007ffa19570770 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrs18addPhysRegDataDepsEPNS_5SUnitEj
00007ffa19576200 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrs18startBlockForKillsEPNS_17MachineBasicBlockE
00007ffa1956fe10 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrs19addSchedBarrierDepsEv
00007ffa19571ab0 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ScheduleDAGInstrs8newSUnitEPNS_12MachineInstrE
00007ffa1956fb40 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrsC2ERNS_15MachineFunctionERKNS_15MachineLoopInfoERKNS_20MachineDominatorTreeEbbPNS_13LiveIntervalsE
00007ffa19a515e0 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ScheduleDAGInstrsD0Ev
00007ffa19a515d0 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ScheduleDAGInstrsD1Ev
00007ffa19477030 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ScheduleDAGInstrsD2Ev
00007ffa1950e650 (__TEXT,__text) external __ZN4llvm17ScheduleDAGMILive10scheduleMIEPNS_5SUnitEb
00007ffa1950d7f0 (__TEXT,__text) external __ZN4llvm17ScheduleDAGMILive11enterRegionEPNS_17MachineBasicBlockENS1_15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorIS4_EEEES7_j
00007ffa1950d8a0 (__TEXT,__text) external __ZN4llvm17ScheduleDAGMILive15initRegPressureEv
00007ffa1950eac0 (__TEXT,__text) external __ZN4llvm17ScheduleDAGMILive16computeDFSResultEv
00007ffa1950dd00 (__TEXT,__text) external __ZN4llvm17ScheduleDAGMILive19updatePressureDiffsENS_8ArrayRefIjEE
00007ffa1950e580 (__TEXT,__text) external __ZN4llvm17ScheduleDAGMILive23buildDAGWithRegPressureEv
00007ffa1950e1b0 (__TEXT,__text) external __ZN4llvm17ScheduleDAGMILive23updateScheduledPressureEPKNS_5SUnitERKNSt3__16vectorIjNS4_9allocatorIjEEEE
00007ffa1950ec70 (__TEXT,__text) external __ZN4llvm17ScheduleDAGMILive25computeCyclicCriticalPathEv
00007ffa1950e2f0 (__TEXT,__text) external __ZN4llvm17ScheduleDAGMILive8scheduleEv
00007ffa19514de0 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ScheduleDAGMILiveC2EPNS_19MachineSchedContextEPNS_20MachineSchedStrategyE
00007ffa1950d7d0 (__TEXT,__text) external __ZN4llvm17ScheduleDAGMILiveD0Ev
00007ffa1950d7c0 (__TEXT,__text) external __ZN4llvm17ScheduleDAGMILiveD1Ev
00007ffa1950d5c0 (__TEXT,__text) external __ZN4llvm17ScheduleDAGMILiveD2Ev
00007ffa198b78a0 (__TEXT,__text) external __ZN4llvm17ShuffleVectorInst12getMaskValueEPNS_8ConstantEj
00007ffa198b78f0 (__TEXT,__text) external __ZN4llvm17ShuffleVectorInst14getShuffleMaskEPNS_8ConstantERNS_15SmallVectorImplIiEE
00007ffa198b7700 (__TEXT,__text) external __ZN4llvm17ShuffleVectorInst15isValidOperandsEPKNS_5ValueES3_S3_
00007ffa198b76f0 (__TEXT,__text) external __ZN4llvm17ShuffleVectorInstC1EPNS_5ValueES2_S2_RKNS_5TwineEPNS_10BasicBlockE
00007ffa198b7510 (__TEXT,__text) external __ZN4llvm17ShuffleVectorInstC1EPNS_5ValueES2_S2_RKNS_5TwineEPNS_11InstructionE
00007ffa198b7520 (__TEXT,__text) external __ZN4llvm17ShuffleVectorInstC2EPNS_5ValueES2_S2_RKNS_5TwineEPNS_10BasicBlockE
00007ffa198b7340 (__TEXT,__text) external __ZN4llvm17ShuffleVectorInstC2EPNS_5ValueES2_S2_RKNS_5TwineEPNS_11InstructionE
00007ffa198c1b10 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ShuffleVectorInstD0Ev
00007ffa198c1b00 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ShuffleVectorInstD1Ev
00007ffa1976bca0 (__TEXT,__text) external __ZN4llvm17SimplifyTruncInstEPNS_5ValueEPNS_4TypeEPKNS_10DataLayoutEPKNS_17TargetLibraryInfoEPKNS_13DominatorTreeE
00007ffa196baa10 (__TEXT,__text) external __ZN4llvm17SplitCriticalEdgeEPNS_14TerminatorInstEjPNS_4PassEbbb
00007ffa199a4da0 (__TEXT,__text) external __ZN4llvm17SubtargetFeatures10AddFeatureENS_9StringRefEb
00007ffa199a5210 (__TEXT,__text) external __ZN4llvm17SubtargetFeatures13ToggleFeatureEyNS_9StringRefEPKNS_18SubtargetFeatureKVEm
00007ffa199a56a0 (__TEXT,__text) external __ZN4llvm17SubtargetFeatures14getFeatureBitsENS_9StringRefEPKNS_18SubtargetFeatureKVEmS4_m
00007ffa199a5f70 (__TEXT,__text) external __ZN4llvm17SubtargetFeatures27getDefaultSubtargetFeaturesERKNS_6TripleE
00007ffa199a5120 (__TEXT,__text) external __ZN4llvm17SubtargetFeaturesC1ENS_9StringRefE
00007ffa199a4f00 (__TEXT,__text) external __ZN4llvm17SubtargetFeaturesC2ENS_9StringRefE
00007ffa42c0a7e0 (__DATA,__data) external __ZN4llvm17TargetLibraryInfo13StandardNamesE
00007ffa197f69f0 (__TEXT,__text) external __ZN4llvm17TargetLibraryInfo19disableAllFunctionsEv
00007ffa197f6bc0 (__TEXT,__text) non-external (was a private external) __ZN4llvm17TargetLibraryInfo20setAvailableWithNameENS_7LibFunc4FuncENS_9StringRefE
00007ffa42c0b7b9 (__DATA,__common) external __ZN4llvm17TargetLibraryInfo2IDE
00007ffa197f60b0 (__TEXT,__text) external __ZN4llvm17TargetLibraryInfo6anchorEv
00007ffa197f67a0 (__TEXT,__text) external __ZN4llvm17TargetLibraryInfoC1ERKNS_6TripleE
00007ffa197f6880 (__TEXT,__text) external __ZN4llvm17TargetLibraryInfoC1ERKS0_
00007ffa197f66b0 (__TEXT,__text) external __ZN4llvm17TargetLibraryInfoC1Ev
00007ffa197f6740 (__TEXT,__text) external __ZN4llvm17TargetLibraryInfoC2ERKNS_6TripleE
00007ffa197f6800 (__TEXT,__text) external __ZN4llvm17TargetLibraryInfoC2ERKS0_
00007ffa197f60c0 (__TEXT,__text) external __ZN4llvm17TargetLibraryInfoC2Ev
00007ffa197f6a90 (__TEXT,__text) non-external (was a private external) __ZN4llvm17TargetLibraryInfoD0Ev
00007ffa197f6a10 (__TEXT,__text) non-external (was a private external) __ZN4llvm17TargetLibraryInfoD1Ev
00007ffa198c4980 (__TEXT,__text) external __ZN4llvm17UnaryConstantExpr6anchorEv
00007ffa198c4a60 (__TEXT,__text) non-external (was a private external) __ZN4llvm17UnaryConstantExprD0Ev
00007ffa198c4a20 (__TEXT,__text) non-external (was a private external) __ZN4llvm17UnaryConstantExprD1Ev
00007ffa19716e80 (__TEXT,__text) external __ZN4llvm17ValueMaterializer6anchorEv
00007ffa19a51660 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ValueMaterializerD0Ev
00007ffa19a51650 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ValueMaterializerD1Ev
00007ffa41abe490 (__DATA_CONST,__const) external __ZN4llvm17VirtRegRewriterIDE
00007ffa1916c200 (__TEXT,__text) external __ZN4llvm17X86ATTInstPrinter10printAVXCCEPKNS_6MCInstEjRNS_11raw_ostreamE
00007ffa1916be30 (__TEXT,__text) external __ZN4llvm17X86ATTInstPrinter10printSSECCEPKNS_6MCInstEjRNS_11raw_ostreamE
00007ffa1916baa0 (__TEXT,__text) external __ZN4llvm17X86ATTInstPrinter12printOperandEPKNS_6MCInstEjRNS_11raw_ostreamE
00007ffa1916bd70 (__TEXT,__text) external __ZN4llvm17X86ATTInstPrinter13printPCRelImmEPKNS_6MCInstEjRNS_11raw_ostreamE
00007ffa1916d2b0 (__TEXT,__text) external __ZN4llvm17X86ATTInstPrinter14printMemOffsetEPKNS_6MCInstEjRNS_11raw_ostreamE
00007ffa1916caa0 (__TEXT,__text) external __ZN4llvm17X86ATTInstPrinter15getRegisterNameEj
00007ffa1916cac0 (__TEXT,__text) external __ZN4llvm17X86ATTInstPrinter15printAliasInstrEPKNS_6MCInstERNS_11raw_ostreamE
00007ffa1916aef0 (__TEXT,__text) external __ZN4llvm17X86ATTInstPrinter16printInstructionEPKNS_6MCInstERNS_11raw_ostreamE
00007ffa1916cf00 (__TEXT,__text) external __ZN4llvm17X86ATTInstPrinter17printMemReferenceEPKNS_6MCInstEjRNS_11raw_ostreamE
00007ffa1916c970 (__TEXT,__text) external __ZN4llvm17X86ATTInstPrinter20printRoundingControlEPKNS_6MCInstEjRNS_11raw_ostreamE
00007ffa1916ce20 (__TEXT,__text) external __ZN4llvm17X86ATTInstPrinter9printInstEPKNS_6MCInstERNS_11raw_ostreamENS_9StringRefE
00007ffa1916d430 (__TEXT,__text) non-external (was a private external) __ZN4llvm17X86ATTInstPrinterD0Ev
00007ffa1916d420 (__TEXT,__text) non-external (was a private external) __ZN4llvm17X86ATTInstPrinterD1Ev
00007ffa19c9a000 (__TEXT,__const) external __ZN4llvm17X86SubRegIdxListsE
00007ffa190e5b10 (__TEXT,__text) external __ZN4llvm17X86TargetLowering21resetOperationActionsEv
00007ffa190e5b00 (__TEXT,__text) external __ZN4llvm17X86TargetLoweringC1ERNS_16X86TargetMachineE
00007ffa190e5900 (__TEXT,__text) external __ZN4llvm17X86TargetLoweringC2ERNS_16X86TargetMachineE
00007ffa1913c290 (__TEXT,__text) non-external (was a private external) __ZN4llvm17X86TargetLoweringD0Ev
00007ffa1913c200 (__TEXT,__text) non-external (was a private external) __ZN4llvm17X86TargetLoweringD1Ev
00007ffa19964190 (__TEXT,__text) external __ZN4llvm17createAsmStreamerERNS_9MCContextERNS_21formatted_raw_ostreamEbbbPNS_13MCInstPrinterEPNS_13MCCodeEmitterEPNS_12MCAsmBackendEb
00007ffa18f89a80 (__TEXT,__text) external __ZN4llvm17createDebugIRPassEbbNS_9StringRefES0_
00007ffa18f89af0 (__TEXT,__text) external __ZN4llvm17createDebugIRPassEv
00007ffa19477e10 (__TEXT,__text) external __ZN4llvm17createDwarfEHPassEPKNS_13TargetMachineE
00007ffa1997b670 (__TEXT,__text) external __ZN4llvm17createELFStreamerERNS_9MCContextERNS_12MCAsmBackendERNS_11raw_ostreamEPNS_13MCCodeEmitterEbb
00007ffa19765560 (__TEXT,__text) external __ZN4llvm17createIVUsersPassEv
00007ffa1991a740 (__TEXT,__text) external __ZN4llvm17createMCAsmParserERNS_9SourceMgrERNS_9MCContextERNS_10MCStreamerERKNS_9MCAsmInfoE
00007ffa1979b7c0 (__TEXT,__text) external __ZN4llvm17createPostDomTreeEv
00007ffa19000850 (__TEXT,__text) external __ZN4llvm17createPruneEHPassEv
00007ffa19658600 (__TEXT,__text) external __ZN4llvm17createSinkingPassEv
00007ffa197fa700 (__TEXT,__text) external __ZN4llvm17createSlotTrackerEPKNS_6ModuleE
00007ffa1978cf10 (__TEXT,__text) external __ZN4llvm17extractCallocCallEPKNS_5ValueEPKNS_17TargetLibraryInfoE
00007ffa1978cbe0 (__TEXT,__text) external __ZN4llvm17extractMallocCallEPKNS_5ValueEPKNS_17TargetLibraryInfoE
00007ffa19839c60 (__TEXT,__text) external __ZN4llvm17getEntireVariableENS_10DIVariableE
00007ffa1924af50 (__TEXT,__text) external __ZN4llvm17getInstrPredicateEPKNS_12MachineInstrERj
00007ffa1996f2a0 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ilist_node_traitsINS_13MCSectionDataEE10deleteNodeEPS1_
00007ffa194699c0 (__TEXT,__text) external __ZN4llvm17initializeCodeGenERNS_12PassRegistryE
00007ffa18fda4e0 (__TEXT,__text) external __ZN4llvm17initializeDAEPassERNS_12PassRegistryE
00007ffa18fda5a0 (__TEXT,__text) external __ZN4llvm17initializeDAHPassERNS_12PassRegistryE
00007ffa195c20a0 (__TEXT,__text) external __ZN4llvm17initializeDCEPassERNS_12PassRegistryE
00007ffa195c2ab0 (__TEXT,__text) external __ZN4llvm17initializeDSEPassERNS_12PassRegistryE
00007ffa195d15e0 (__TEXT,__text) external __ZN4llvm17initializeGVNPassERNS_12PassRegistryE
00007ffa1953ef20 (__TEXT,__text) external __ZN4llvm17initializePEIPassERNS_12PassRegistryE
00007ffa19729880 (__TEXT,__text) external __ZN4llvm17isNoAliasArgumentEPKNS_5ValueE
00007ffa192469b0 (__TEXT,__text) non-external (was a private external) __ZN4llvm17isV8EligibleForITINS_12MachineInstrEEEbPT_i
00007ffa19913dd0 (__TEXT,__text) non-external (was a private external) __ZN4llvm17isV8EligibleForITINS_6MCInstEEEbPT_i
00007ffa19579400 (__TEXT,__text) external __ZN4llvm17linkShadowStackGCEv
00007ffa1970bc50 (__TEXT,__text) external __ZN4llvm17simplifyUsersOfIVEPNS_7PHINodeEPNS_15ScalarEvolutionEPNS_13LPPassManagerERNS_15SmallVectorImplINS_6WeakVHEEEPNS_9IVVisitorE
00007ffa191a37b0 (__TEXT,__text) non-external (was a private external) __ZN4llvm18ARM64FrameLoweringD0Ev
00007ffa191a37a0 (__TEXT,__text) non-external (was a private external) __ZN4llvm18ARM64FrameLoweringD1Ev
00007ffa19d1c0e0 (__TEXT,__const) external __ZN4llvm18ARM64InstrNameDataE
00007ffa191dc730 (__TEXT,__text) external __ZN4llvm18ARM64TargetMachine16createPassConfigERNS_6legacy15PassManagerBaseE
00007ffa191dc6f0 (__TEXT,__text) external __ZN4llvm18ARM64TargetMachine17addAnalysisPassesERNS_6legacy15PassManagerBaseE
00007ffa191dc6e0 (__TEXT,__text) external __ZN4llvm18ARM64TargetMachineC1ERKNS_6TargetENS_9StringRefES4_S4_RKNS_13TargetOptionsENS_5Reloc5ModelENS_9CodeModel5ModelENS_10CodeGenOpt5LevelE
00007ffa191dc240 (__TEXT,__text) external __ZN4llvm18ARM64TargetMachineC2ERKNS_6TargetENS_9StringRefES4_S4_RKNS_13TargetOptionsENS_5Reloc5ModelENS_9CodeModel5ModelENS_10CodeGenOpt5LevelE
00007ffa191dc790 (__TEXT,__text) non-external (was a private external) __ZN4llvm18ARM64TargetMachineD0Ev
00007ffa191dc780 (__TEXT,__text) non-external (was a private external) __ZN4llvm18ARM64TargetMachineD1Ev
00007ffa191dcb20 (__TEXT,__text) non-external (was a private external) __ZN4llvm18ARM64TargetMachineD2Ev
00007ffa19268e50 (__TEXT,__text) external __ZN4llvm18ARMConstantPoolMBB12hasSameValueEPNS_20ARMConstantPoolValueE
00007ffa19268e90 (__TEXT,__text) external __ZN4llvm18ARMConstantPoolMBB20addSelectionDAGCSEIdERNS_16FoldingSetNodeIDE
00007ffa19268dc0 (__TEXT,__text) external __ZN4llvm18ARMConstantPoolMBB25getExistingMachineCPValueEPNS_19MachineConstantPoolEj
00007ffa19268d50 (__TEXT,__text) external __ZN4llvm18ARMConstantPoolMBB6CreateERNS_11LLVMContextEPKNS_17MachineBasicBlockEjh
00007ffa19268ce0 (__TEXT,__text) external __ZN4llvm18ARMConstantPoolMBBC1ERNS_11LLVMContextEPKNS_17MachineBasicBlockEjhNS_5ARMCP13ARMCPModifierEb
00007ffa19268c70 (__TEXT,__text) external __ZN4llvm18ARMConstantPoolMBBC2ERNS_11LLVMContextEPKNS_17MachineBasicBlockEjhNS_5ARMCP13ARMCPModifierEb
