000000019f8f8858 (__TEXT,__text) non-external +[Calculate _lock]
000000019fa6c9e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$subarrayWithRange:
000000019fa6ca00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$substringFromIndex:
000000019fa6ca20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$substringToIndex:
000000019fa6ca40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$substringWithRange:
000000019fa6ca60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$subunitIDs
000000019fa6ca80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$symbolCharacterSet
000000019fa6caa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$synchronous
000000019fa6cac0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$systemLocale
000000019fa6cae0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$systemLocales
000000019fa6cb00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$termWithValue:units:result:
000000019fa6cb20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$terms
000000019fa6cb40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$text
000000019fa6cb60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$timeIntervalSinceDate:
000000019fa6cb80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$timeIntervalSinceReferenceDate
000000019fa6cba0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$timeout
000000019fa6cbc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$tokenType
000000019fa6cbe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$tokenWithType:range:text:ranks:
000000019fa6cc00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$tokenizerWithUnits:
000000019fa6cc20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$trie
000000019fa6cc40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$typeInfo
000000019fa6cc60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unitExponent
000000019fa6cc80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unitFormat
000000019fa6cca0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unitID
000000019fa6ccc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unitIDToInfo
000000019fa6cce0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unitInfo
000000019fa6cd00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unitNameToInfo
000000019fa6cd20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unitNames
000000019fa6cd40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unitRanksWithUnitsInfo:
000000019fa6cd60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unitType
000000019fa6cd80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unitTypeNameToInfo
000000019fa6cda0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unitTypeToInfo
000000019fa6cdc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unitWithID:unitsInfo:exponent:
000000019fa6cde0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$units
000000019fa6ce00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unitsInfo
000000019fa6ce20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unitsInfoWithDictionary:
000000019fa6ce40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unlock
000000019fa6ce60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$update
000000019fa6ce80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$updateCurrencyCacheWithData:
000000019fa6cea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$usesGroupingSeparator
000000019fa6cec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$usesSignificantDigits
000000019fa6cee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$usesWhitespace
000000019fa6cf00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$uuid
000000019fa6cf20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$value
000000019fa6cf40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$whitespaceCharacterSet
000000019fa6cf60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$wordBreakIndices
000000019fa6cf80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$wordBreakIndicesIndex
000000019fa6cfa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$writeCharacter:
000000019fa6cfc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$writeNode:
000000019fa6cfe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$zero
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_new (from libobjc)
                 (undefined) external _objc_opt_self (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutorelease (from libobjc)
                 (undefined) external _objc_retainAutoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_setProperty_nonatomic_copy (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
                 (undefined) external _objc_storeWeak (from libobjc)
                 (undefined) external _objc_unsafeClaimAutoreleasedReturnValue (from libobjc)
00000001d58e80d8 (__DATA,__bss) non-external _openParenthesesSet
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
00000001d58e8128 (__DATA,__bss) non-external _outputUnitIndex
                 (undefined) external _pow (from libSystem)
                 (undefined) external _raise (from libSystem)
                 (undefined) external _realloc (from libSystem)
                 (undefined) external _remainder (from libSystem)
00000001d58e7988 (__DATA,__data) non-external _sCalculateLock
00000001d58e7fe0 (__DATA,__bss) non-external _serialQueue.onceToken
00000001d58e7fe8 (__DATA,__bss) non-external _serialQueue.queue
00000001d58e7938 (__DATA,__data) non-external _shared.onceToken
00000001d58e7930 (__DATA,__data) non-external _shared.shared
                 (undefined) external _sin (from libSystem)
                 (undefined) external _sinh (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _sprintf (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strtod (from libSystem)
                 (undefined) external _strtold (from libSystem)
                 (undefined) external _strtoull (from libSystem)
00000001d58e80c0 (__DATA,__bss) non-external _subtractSet
00000001d58e80f8 (__DATA,__bss) non-external _symbolSet
                 (undefined) external _tan (from libSystem)
                 (undefined) external _tanh (from libSystem)
                 (undefined) external _tgamma (from libSystem)
00000001d58e8028 (__DATA,__bss) non-external _tmp_unitSuggestions
00000001d58e8030 (__DATA,__bss) non-external _tmp_unitSuggestionsSet
00000001d58e8038 (__DATA,__bss) non-external _tmp_unitsInfo
000000019f8d65fc (__TEXT,__text) non-external _treeDecimalValue
000000019f8da4c0 (__TEXT,__text) non-external _trivialCoefficient
                 (undefined) external _u_austrcpy (from libicucore)
                 (undefined) external _u_charDigitValue (from libicucore)
                 (undefined) external _u_isdigit (from libicucore)
                 (undefined) external _u_uastrncpy (from libicucore)
00000001d58e7990 (__DATA,__data) non-external _unitsInfo
                 (undefined) external _unum_close (from libicucore)
                 (undefined) external _unum_formatDoubleCurrency (from libicucore)
                 (undefined) external _unum_open (from libicucore)
00000001d58e7f78 (__DATA,__bss) non-external _usesWhitespace.nonWhitespaceLanguages
00000001d58e7f80 (__DATA,__bss) non-external _usesWhitespace.onceToken
00000001d58e80a8 (__DATA,__bss) non-external _whitespaceSet
                 (undefined) external _y0 (from libSystem)
                 (undefined) external _y1 (from libSystem)
000000019f9293ea (__TEXT,__const) non-external _yy_accept
000000019f929afe (__TEXT,__const) non-external _yy_base
00000001d58e7950 (__DATA,__data) non-external _yy_buffer_stack
00000001d58e7980 (__DATA,__data) non-external _yy_buffer_stack_max
00000001d58e7958 (__DATA,__data) non-external _yy_c_buf_p
000000019f929672 (__TEXT,__const) non-external _yy_chk
000000019f929d92 (__TEXT,__const) non-external _yy_def
000000019f9292e9 (__TEXT,__const) non-external _yy_ec
000000019f904e00 (__TEXT,__text) non-external _yy_fatal_error
000000019f904d2c (__TEXT,__text) non-external _yy_get_previous_state
00000001d58e7960 (__DATA,__data) non-external _yy_hold_char
00000001d58e7948 (__DATA,__data) non-external _yy_init
00000001d58e7968 (__DATA,__data) non-external _yy_last_accepting_cpos
00000001d58e7964 (__DATA,__data) non-external _yy_last_accepting_state
000000019f92a026 (__TEXT,__const) non-external _yy_meta
00000001d58e7978 (__DATA,__data) non-external _yy_n_chars
000000019f92a074 (__TEXT,__const) non-external _yy_nxt
000000019f92a500 (__TEXT,__const) non-external _yy_rule_can_match_eol
00000001d58e794c (__DATA,__data) non-external _yy_start
00000001d58e78bc (__DATA,__data) non-external _yychar
000000019f928162 (__TEXT,__const) non-external _yycheck
000000019f928f0e (__TEXT,__const) non-external _yydefact
000000019f929178 (__TEXT,__const) non-external _yydefgoto
00000001d58e7a88 (__DATA,__bss) non-external _yylval
00000001d58e78c8 (__DATA,__data) non-external _yynerrs
000000019f927dac (__TEXT,__const) non-external _yypact
000000019f929140 (__TEXT,__const) non-external _yypgoto
000000019f9290c3 (__TEXT,__const) non-external _yyr1
000000019f929047 (__TEXT,__const) non-external _yyr2
000000019f9291b0 (__TEXT,__const) non-external _yystos
000000019f928838 (__TEXT,__const) non-external _yytable
000000019f92801e (__TEXT,__const) non-external _yytranslate
