00000001ad53ae50 (__TEXT,__text) non-external +[Caller current]
00000001f142c438 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_NSObject
00000001f142a3a0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_NotificationCenterInvalidationSource
00000001f1429fb0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_PreflightCacheAssertion
00000001f142a1d0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_PreflightCacheInvalidationSource
00000001f1429ea0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_PushButtonMonitor
00000001f142aa18 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_Request
00000001f142b700 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_StorageRequest
00000001f142a878 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_WatchInvalidationSource
00000001f14298a8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_WatchMonitor
00000001ad564510 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_LACClientRequest
00000001ad564548 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_LACDomainStateRequest
00000001ad564568 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_LACEvaluationAnalytics
00000001ad564670 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_LACEvaluationRequest
00000001ad5647c8 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_LACRequest
00000001ad5647e0 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_LACStorageRequest
00000001ad564810 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_LASecureIOCommunicationDelegate
00000001ad564828 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_LASecureIODelegate
00000001ad564848 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSObject
00000001f142a520 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSObject
00000001f142aab8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSObject
00000001f142c248 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSObject
00000001ad564938 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_OPT_NSObject
00000001f142a6f0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_OPT_NSObject
00000001f142ac88 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_OPT_NSObject
00000001f142c418 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_OPT_NSObject
00000001ad564950 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_OPT_NSTouchBarDelegate
00000001ad564968 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_OPT_WatchChangeObserver
00000001f142ae28 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_LACClientRequest
00000001f142b850 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_LACDomainStateRequest
00000001f14292e8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_LACEvaluationAnalytics
00000001f142af88 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_LACEvaluationRequest
00000001f142adc0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_LACRequest
00000001f142b5c0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_LACStorageRequest
00000001f142c9b0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_LASecureIOCommunicationDelegate
00000001f1429938 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_LASecureIODelegate
00000001f1429148 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSObject
00000001f142a758 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSObject
00000001f142acf0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSObject
00000001f142c480 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSObject
00000001f142c538 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSTouchBarDelegate
00000001f142a810 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_WatchChangeObserver
00000001f142adc8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_LACClientRequest
00000001f142b810 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_LACDomainStateRequest
00000001f14291e8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_LACEvaluationAnalytics
00000001f142ae48 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_LACEvaluationRequest
00000001f142ad90 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_LACRequest
00000001f142b570 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_LACStorageRequest
00000001f142c520 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_NSTouchBarDelegate
00000001f142a7f8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_WatchChangeObserver
00000001f142b860 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_DomainStateRequest
00000001f142b068 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_EvaluationRequest
00000001f1429390 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_LAAnalyticsEvaluation
00000001f142c540 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_LASecureIODisplay
00000001f1429948 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_LASecureIOHelper
00000001f142c9b8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_LASecureIOServer
00000001f142b5d8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_StorageRequest
00000001f142a818 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_WatchInvalidationSource
00000001f1428de0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_BiometryHelper
00000001f142a448 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_BiometryLockoutInvalidationSource
00000001f142bbf0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_Caller
00000001f142bd40 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_DaemonUtils
00000001f142a2e8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_DarwinNotificationInvalidationSource
00000001f142ba20 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_DomainStateRequest
00000001f142b528 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_EvaluationRequest
00000001f142a0f8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_InstalledAppsCache
00000001f1429d28 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LAAnalytics
00000001f1429730 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LAAnalyticsEvaluation
00000001f1428f80 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LAAnalyticsPasscodeFallbackPeriod
00000001f1429bc8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LADFROwnerToken
00000001f142cdb8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASIORemoteCall
00000001f142d038 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIO
00000001f142c6c0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIOArchive
00000001f142c170 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIOAsset
00000001f142cf48 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIOCommunication
00000001f142c630 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIODisplay
00000001f1429b38 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIOHelper
00000001f142c968 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIOLocal
00000001f142d198 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIOLoggingHelper
00000001f142c8b0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIOScene
00000001f142cb98 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIOServer
00000001f142d108 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIOTouchBarView
00000001f142c200 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIOUtils
00000001f142a3b8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_NotificationCenterInvalidationSource
00000001f14290b8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_PreflightCache
00000001f1429fd8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_PreflightCacheAssertion
00000001f142a068 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_PreflightCacheBypassAssertion
00000001f142a1f8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_PreflightCacheInvalidationSource
00000001f1429ed8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_PushButtonMonitor
00000001f142aa70 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_Request
00000001f142b7c8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_StorageRequest
00000001f142bc80 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_TrustedAccessoryHelper
00000001f142a4d8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_UserPasswordInvalidationSource
00000001f142a8c0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_WatchInvalidationSource
00000001f14298f0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_WatchMonitor
00000001e6c652f0 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LACClientRequest
00000001e6c65308 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LACDomainStateRequest
00000001e6c652d0 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LACEvaluationAnalytics
00000001e6c652f8 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LACEvaluationRequest
00000001e6c652e8 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LACRequest
00000001e6c65300 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LACStorageRequest
00000001e6c65318 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LASecureIOCommunicationDelegate
00000001e6c652d8 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LASecureIODelegate
00000001e6c652c8 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSObject
00000001e6c65310 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSTouchBarDelegate
00000001e6c652e0 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_WatchChangeObserver
00000001f1428d98 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_BiometryHelper
00000001f142a400 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_BiometryLockoutInvalidationSource
00000001f142ba68 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_Caller
00000001f142bce0 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_DaemonUtils
00000001f142a240 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_DarwinNotificationInvalidationSource
00000001f142b878 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_DomainStateRequest
00000001f142b080 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_EvaluationRequest
00000001f142a0b0 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_InstalledAppsCache
00000001f1429c10 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LAAnalytics
00000001f14293a8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LAAnalyticsEvaluation
00000001f1428e28 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LAAnalyticsPasscodeFallbackPeriod
00000001f1429b80 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LADFROwnerToken
00000001f142cbe0 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASIORemoteCall
00000001f142cf90 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIO
00000001f142c678 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOArchive
00000001f142bd88 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOAsset
00000001f142ce00 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOCommunication
00000001f142c558 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIODisplay
00000001f1429960 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOHelper
00000001f142c8f8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOLocal
00000001f142d150 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOLoggingHelper
00000001f142c708 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOScene
00000001f142c9d0 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOServer
00000001f142d080 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOTouchBarView
00000001f142c1b8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOUtils
00000001f142a330 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_NotificationCenterInvalidationSource
00000001f1429008 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_PreflightCache
00000001f1429f20 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_PreflightCacheAssertion
00000001f142a020 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_PreflightCacheBypassAssertion
00000001f142a140 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_PreflightCacheInvalidationSource
00000001f1429d70 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_PushButtonMonitor
00000001f142a908 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_Request
00000001f142b5f0 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_StorageRequest
00000001f142bc38 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_TrustedAccessoryHelper
00000001f142a490 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_UserPasswordInvalidationSource
00000001f142a830 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_WatchInvalidationSource
00000001f1429778 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_WatchMonitor
00000001ea943db0 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LACClientRequest
00000001ea943ed0 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LACDomainStateRequest
00000001ea943c30 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LACEvaluationAnalytics
00000001ea943e10 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LACEvaluationRequest
00000001ea943d50 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LACRequest
00000001ea943e70 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LACStorageRequest
00000001ea943f98 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LASecureIOCommunicationDelegate
00000001ea943c90 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LASecureIODelegate
00000001ea943bd0 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSObject
00000001ea943f38 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSTouchBarDelegate
00000001ea943cf0 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_WatchChangeObserver
                 (undefined) external __Unwind_Resume (from libSystem)
00000001ad533ca4 (__TEXT,__text) non-external ___21-[WatchMonitor start]_block_invoke
00000001ad533ee0 (__TEXT,__text) non-external ___21-[WatchMonitor start]_block_invoke.10
00000001ad533d98 (__TEXT,__text) non-external ___21-[WatchMonitor start]_block_invoke.5
00000001ad533e78 (__TEXT,__text) non-external ___21-[WatchMonitor start]_block_invoke.6
00000001ad5583e4 (__TEXT,__text) non-external ___21-[WatchMonitor start]_block_invoke.6.cold.1
00000001ad55544c (__TEXT,__text) non-external ___22+[LASecureIO secureIO]_block_invoke
00000001ad535fe8 (__TEXT,__text) non-external ___23-[LAAnalytics _collect]_block_invoke
00000001ad5483ac (__TEXT,__text) non-external ___26+[LASecureIOServer server]_block_invoke
00000001ad53da18 (__TEXT,__text) non-external ___27+[DaemonUtils deviceHasSEP]_block_invoke
00000001ad558c84 (__TEXT,__text) non-external ___27+[DaemonUtils deviceHasSEP]_block_invoke.cold.1
00000001ad5467d0 (__TEXT,__text) non-external ___28+[LASecureIODisplay display]_block_invoke
00000001ad53db58 (__TEXT,__text) non-external ___29+[DaemonUtils deviceHasPearl]_block_invoke
00000001ad558cc4 (__TEXT,__text) non-external ___29+[DaemonUtils deviceHasPearl]_block_invoke.cold.1
00000001ad53c884 (__TEXT,__text) non-external ___29+[DaemonUtils sharedInstance]_block_invoke
00000001ad5336d8 (__TEXT,__text) non-external ___30+[WatchMonitor sharedInstance]_block_invoke
00000001ad535a14 (__TEXT,__text) non-external ___30-[LASecureIOHelper userInput:]_block_invoke
00000001ad53d3f0 (__TEXT,__text) non-external ___31+[DaemonUtils _updateDFRStatus]_block_invoke
00000001ad53d494 (__TEXT,__text) non-external ___31+[DaemonUtils _updateDFRStatus]_block_invoke_2
00000001ad53dc98 (__TEXT,__text) non-external ___31+[DaemonUtils deviceHasTouchID]_block_invoke
00000001ad558d04 (__TEXT,__text) non-external ___31+[DaemonUtils deviceHasTouchID]_block_invoke.cold.1
00000001ad531f38 (__TEXT,__text) non-external ___32+[PreflightCache sharedInstance]_block_invoke
00000001ad53d770 (__TEXT,__text) non-external ___33+[DaemonUtils deviceHasSecureDFR]_block_invoke
00000001ad558c18 (__TEXT,__text) non-external ___33+[DaemonUtils deviceHasSecureDFR]_block_invoke.cold.1
00000001ad534b4c (__TEXT,__text) non-external ___34+[LASecureIOHelper sharedInstance]_block_invoke
00000001ad546948 (__TEXT,__text) non-external ___34-[LASecureIODisplay displayScene:]_block_invoke
00000001ad546e38 (__TEXT,__text) non-external ___34-[LASecureIODisplay displayScene:]_block_invoke.cold.1
00000001ad546ea0 (__TEXT,__text) non-external ___34-[LASecureIODisplay displayScene:]_block_invoke.cold.2
00000001ad5362ec (__TEXT,__text) non-external ___35+[PushButtonMonitor sharedInstance]_block_invoke
00000001ad537bf8 (__TEXT,__text) non-external ___36+[InstalledAppsCache sharedInstance]_block_invoke
00000001ad55348c (__TEXT,__text) non-external ___39-[LASecureIOCommunication eventHandler]_block_invoke
00000001ad53b5e8 (__TEXT,__text) non-external ___40+[TrustedAccessoryHelper sharedInstance]_block_invoke
00000001ad552f24 (__TEXT,__text) non-external ___40-[LASecureIOCommunication initAsServer:]_block_invoke
00000001ad53290c (__TEXT,__text) non-external ___41-[PreflightCache _isCacheable:callerUid:]_block_invoke
00000001ad549f80 (__TEXT,__text) non-external ___43-[LASecureIOServer showScene:forOperation:]_block_invoke
00000001ad536e04 (__TEXT,__text) non-external ___43-[PushButtonMonitor axApplePayConfirmation]_block_invoke
00000001ad545554 (__TEXT,__text) non-external ___44+[LASecureIOAsset stringFromLASIOAssetType:]_block_invoke
00000001ad5457e4 (__TEXT,__text) non-external ___46+[LASecureIOAsset stringFromLASIOAssetFormat:]_block_invoke
00000001ad531d00 (__TEXT,__text) non-external ___48+[NSDictionary(Merge) dictionaryByMerging:with:]_block_invoke
00000001ad536808 (__TEXT,__text) non-external ___49-[PushButtonMonitor _scheduleDoubleTapExpiration]_block_invoke
00000001ad5345fc (__TEXT,__text) non-external ___49-[WatchMonitor _restartWithMinReactivationDelay:]_block_invoke
00000001ad5373d4 (__TEXT,__text) non-external ___51-[PushButtonMonitor _restartWithReactivationDelay:]_block_invoke
00000001ad5456b0 (__TEXT,__text) non-external ___52+[LASecureIOAsset stringFromLASIOAssetButtonAction:]_block_invoke
00000001ad547bec (__TEXT,__text) non-external ___52+[LASecureIOScene stringFromLASIOSceneSecureIOType:]_block_invoke
00000001ad53d8c4 (__TEXT,__text) non-external ___55+[DaemonUtils _enumAllSubrequirements:processingBlock:]_block_invoke
00000001ad53e050 (__TEXT,__text) non-external ___57+[DaemonUtils dispatchReallyAfter:tolerance:queue:block:]_block_invoke
