00007ff80974b090 (__TEXT,__const) non-external _A1_Table
00007ff809312ab0 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010_A8ToARGB16U_sse4_1
00007ff80904c2e0 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010_A8ToARGB16U_vec
00007ff80946c890 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010_A8ToARGB8888_avx
00007ff8095ea1a0 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010_A8ToARGB8888_avx2
00007ff8091ab730 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010_A8ToARGB8888_avx512
00007ff8093124b0 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010_A8ToARGB8888_sse4_1
00007ff80904bce0 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010_A8ToARGB8888_vec
00007ff80946dd80 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010_A8ToARGBFFFF_avx
00007ff8095eb1f0 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010_A8ToARGBFFFF_avx2
00007ff8091ac800 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010_A8ToARGBFFFF_avx512
00007ff809313ac0 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010_A8ToARGBFFFF_sse4_1
00007ff80904d2f0 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010_A8ToARGBFFFF_vec
00007ff8094873b0 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB8888ToPlanar8_CV_avx
00007ff809601320 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB8888ToPlanar8_CV_avx2
00007ff8091c1760 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB8888ToPlanar8_CV_avx512
00007ff80932e2f0 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB8888ToPlanar8_CV_sse4_1
00007ff809067b20 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB8888ToPlanar8_CV_vec
00007ff809488050 (__TEXT,__text) non-external (was a private external) _vConvert_XRGBFFFFToPlanarF_CV_avx
00007ff809602310 (__TEXT,__text) non-external (was a private external) _vConvert_XRGBFFFFToPlanarF_CV_avx2
00007ff8091c2500 (__TEXT,__text) non-external (was a private external) _vConvert_XRGBFFFFToPlanarF_CV_avx512
00007ff80932f9e0 (__TEXT,__text) non-external (was a private external) _vConvert_XRGBFFFFToPlanarF_CV_sse4_1
00007ff809069210 (__TEXT,__text) non-external (was a private external) _vConvert_XRGBFFFFToPlanarF_CV_vec
00007ff8094984e0 (__TEXT,__text) non-external (was a private external) _vConvolve16Fbgf_avx
00007ff809612f10 (__TEXT,__text) non-external (was a private external) _vConvolve16Fbgf_avx2
00007ff8091cf7d0 (__TEXT,__text) non-external (was a private external) _vConvolve16Fbgf_avx512
00007ff809340020 (__TEXT,__text) non-external (was a private external) _vConvolve16Fbgf_sse4_1
00007ff809079850 (__TEXT,__text) non-external (was a private external) _vConvolve16Fbgf_vec
00007ff8094995e0 (__TEXT,__text) non-external (was a private external) _vConvolve16Fcip_avx
00007ff809613a20 (__TEXT,__text) non-external (was a private external) _vConvolve16Fcip_avx2
00007ff8091d04b0 (__TEXT,__text) non-external (was a private external) _vConvolve16Fcip_avx512
00007ff809341230 (__TEXT,__text) non-external (was a private external) _vConvolve16Fcip_sse4_1
00007ff80907aa60 (__TEXT,__text) non-external (was a private external) _vConvolve16Fcip_vec
00007ff809495ab0 (__TEXT,__text) non-external (was a private external) _vConvolve16Fext_avx
00007ff809611510 (__TEXT,__text) non-external (was a private external) _vConvolve16Fext_avx2
00007ff8091ce000 (__TEXT,__text) non-external (was a private external) _vConvolve16Fext_avx512
00007ff80933d390 (__TEXT,__text) non-external (was a private external) _vConvolve16Fext_sse4_1
00007ff809076bc0 (__TEXT,__text) non-external (was a private external) _vConvolve16Fext_vec
00007ff808de15b0 (__TEXT,__text) non-external (was a private external) _vConvolveCore_ARGB8888
00007ff840c8a4c0 (__DATA_CONST,__const) non-external _vConvolveCore_ARGB8888.Accum4_8888
00007ff840c8a540 (__DATA_CONST,__const) non-external _vConvolveCore_ARGB8888.Bias4_8888
00007ff808dd2a50 (__TEXT,__text) non-external (was a private external) _vConvolveCore_ARGBFFFF
00007ff840c8a0c0 (__DATA_CONST,__const) non-external _vConvolveCore_ARGBFFFF.AccumulateResult
00007ff840c8a140 (__DATA_CONST,__const) non-external _vConvolveCore_ARGBFFFF.AccumulateResult_noalpha
00007ff840c89fc0 (__DATA_CONST,__const) non-external _vConvolveCore_ARGBFFFF.conv4ffffp
00007ff840c8a040 (__DATA_CONST,__const) non-external _vConvolveCore_ARGBFFFF.conv4ffffp_bias
00007ff808c8b900 (__TEXT,__text) non-external (was a private external) _vConvolveCore_Planar8
00007ff840c8a2c0 (__DATA_CONST,__const) non-external _vConvolveCore_Planar8.conv4_8p
00007ff840c8a3c0 (__DATA_CONST,__const) non-external _vConvolveCore_Planar8.conv4_8p_bias
00007ff808dc2b10 (__TEXT,__text) non-external (was a private external) _vConvolveCore_PlanarF
00007ff840c89bc0 (__DATA_CONST,__const) non-external _vConvolveCore_PlanarF.conv4p
00007ff840c89dc0 (__DATA_CONST,__const) non-external _vConvolveCore_PlanarF.conv4p_bias
00007ff808d95a80 (__TEXT,__text) non-external (was a private external) _vConvolve_ARGB8888
00007ff808d962c0 (__TEXT,__text) non-external (was a private external) _vConvolve_ARGBFFFF
00007ff808d94ab0 (__TEXT,__text) non-external (was a private external) _vConvolve_Planar8
00007ff808d95360 (__TEXT,__text) non-external (was a private external) _vConvolve_PlanarF
00007ff8094df410 (__TEXT,__text) non-external (was a private external) _vDeepmapConvertRowA8_YCC16StoRGBA8888_avx
00007ff8096562b0 (__TEXT,__text) non-external (was a private external) _vDeepmapConvertRowA8_YCC16StoRGBA8888_avx2
00007ff808ca6170 (__TEXT,__text) non-external (was a private external) _vDeepmapConvertRowA8_YCC16StoRGBA8888_avx512
00007ff809388910 (__TEXT,__text) non-external (was a private external) _vDeepmapConvertRowA8_YCC16StoRGBA8888_sse4_1
00007ff8090c2140 (__TEXT,__text) non-external (was a private external) _vDeepmapConvertRowA8_YCC16StoRGBA8888_vec
00007ff8094df0b0 (__TEXT,__text) non-external (was a private external) _vDeepmapRowLoadYCC_avx
00007ff809656000 (__TEXT,__text) non-external (was a private external) _vDeepmapRowLoadYCC_avx2
00007ff808ca5e80 (__TEXT,__text) non-external (was a private external) _vDeepmapRowLoadYCC_avx512
00007ff8093886d0 (__TEXT,__text) non-external (was a private external) _vDeepmapRowLoadYCC_sse4_1
00007ff8090c1f00 (__TEXT,__text) non-external (was a private external) _vDeepmapRowLoadYCC_vec
00007ff8094deea0 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictLeft_avx
00007ff809655df0 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictLeft_avx2
00007ff808c76740 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictLeft_avx512
00007ff8093884b0 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictLeft_sse4_1
00007ff8090c1ce0 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictLeft_vec
00007ff8094def70 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictMean_avx
00007ff809655ec0 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictMean_avx2
00007ff808c76d70 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictMean_avx512
00007ff809388580 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictMean_sse4_1
00007ff8090c1db0 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictMean_vec
00007ff8094deb70 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictUp_avx
00007ff809655ae0 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictUp_avx2
00007ff808c76810 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictUp_avx512
00007ff8093881a0 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictUp_sse4_1
00007ff8090c19d0 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictUp_vec
00007ff8094be960 (__TEXT,__text) non-external (was a private external) _vDilateFP_CV_avx
00007ff8096359e0 (__TEXT,__text) non-external (was a private external) _vDilateFP_CV_avx2
00007ff8091f2e00 (__TEXT,__text) non-external (was a private external) _vDilateFP_CV_avx512
00007ff809367810 (__TEXT,__text) non-external (was a private external) _vDilateFP_CV_sse4_1
00007ff8090a1040 (__TEXT,__text) non-external (was a private external) _vDilateFP_CV_vec
00007ff8094c9110 (__TEXT,__text) non-external (was a private external) _vDilateFP_Interleaved_CV_avx
00007ff809640840 (__TEXT,__text) non-external (was a private external) _vDilateFP_Interleaved_CV_avx2
00007ff8091ffc00 (__TEXT,__text) non-external (was a private external) _vDilateFP_Interleaved_CV_avx512
00007ff809371e00 (__TEXT,__text) non-external (was a private external) _vDilateFP_Interleaved_CV_sse4_1
00007ff8090ab630 (__TEXT,__text) non-external (was a private external) _vDilateFP_Interleaved_CV_vec
00007ff8094c2dd0 (__TEXT,__text) non-external (was a private external) _vDilate_Interleaved_CV_avx
00007ff80963a2e0 (__TEXT,__text) non-external (was a private external) _vDilate_Interleaved_CV_avx2
00007ff8091f8380 (__TEXT,__text) non-external (was a private external) _vDilate_Interleaved_CV_avx512
00007ff80936b9f0 (__TEXT,__text) non-external (was a private external) _vDilate_Interleaved_CV_sse4_1
00007ff8090a5220 (__TEXT,__text) non-external (was a private external) _vDilate_Interleaved_CV_vec
00007ff8094b5bf0 (__TEXT,__text) non-external (was a private external) _vDilate_ZeroCenter_CV_avx
00007ff80962b5a0 (__TEXT,__text) non-external (was a private external) _vDilate_ZeroCenter_CV_avx2
00007ff8091e7e00 (__TEXT,__text) non-external (was a private external) _vDilate_ZeroCenter_CV_avx512
00007ff80935ea80 (__TEXT,__text) non-external (was a private external) _vDilate_ZeroCenter_CV_sse4_1
00007ff8090982b0 (__TEXT,__text) non-external (was a private external) _vDilate_ZeroCenter_CV_vec
00007ff8094bf120 (__TEXT,__text) non-external (was a private external) _vErodeFP_CV_avx
00007ff809636250 (__TEXT,__text) non-external (was a private external) _vErodeFP_CV_avx2
00007ff8091f37d0 (__TEXT,__text) non-external (was a private external) _vErodeFP_CV_avx512
00007ff809367fd0 (__TEXT,__text) non-external (was a private external) _vErodeFP_CV_sse4_1
00007ff8090a1800 (__TEXT,__text) non-external (was a private external) _vErodeFP_CV_vec
00007ff8094c9880 (__TEXT,__text) non-external (was a private external) _vErodeFP_Interleaved_CV_avx
00007ff809641190 (__TEXT,__text) non-external (was a private external) _vErodeFP_Interleaved_CV_avx2
00007ff809200730 (__TEXT,__text) non-external (was a private external) _vErodeFP_Interleaved_CV_avx512
00007ff809372580 (__TEXT,__text) non-external (was a private external) _vErodeFP_Interleaved_CV_sse4_1
00007ff8090abdb0 (__TEXT,__text) non-external (was a private external) _vErodeFP_Interleaved_CV_vec
00007ff8094b9530 (__TEXT,__text) non-external (was a private external) _vErode_CV_avx
00007ff80962fcb0 (__TEXT,__text) non-external (was a private external) _vErode_CV_avx2
00007ff8091edab0 (__TEXT,__text) non-external (was a private external) _vErode_CV_avx512
00007ff809362560 (__TEXT,__text) non-external (was a private external) _vErode_CV_sse4_1
00007ff80909bd90 (__TEXT,__text) non-external (was a private external) _vErode_CV_vec
00007ff8094c4270 (__TEXT,__text) non-external (was a private external) _vErode_Interleaved_CV_avx
00007ff80963b7c0 (__TEXT,__text) non-external (was a private external) _vErode_Interleaved_CV_avx2
00007ff8091f9c00 (__TEXT,__text) non-external (was a private external) _vErode_Interleaved_CV_avx512
00007ff80936cf30 (__TEXT,__text) non-external (was a private external) _vErode_Interleaved_CV_sse4_1
00007ff8090a6760 (__TEXT,__text) non-external (was a private external) _vErode_Interleaved_CV_vec
00007ff808d61f60 (__TEXT,__text) non-external (was a private external) _vExtractChannel_ARGB16U
00007ff808e2f080 (__TEXT,__text) non-external (was a private external) _vExtractChannel_ARGB16U_avx2
00007ff808d61c50 (__TEXT,__text) non-external (was a private external) _vExtractChannel_ARGB8888
00007ff808e2ebf0 (__TEXT,__text) non-external (was a private external) _vExtractChannel_ARGB8888_avx2
00007ff808d62420 (__TEXT,__text) non-external (was a private external) _vExtractChannel_ARGBFFFF
00007ff808e2f6e0 (__TEXT,__text) non-external (was a private external) _vExtractChannel_ARGBFFFF_avx2
00007ff80945a9d0 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA10To420Yp10P32_CbCr10P32_avx
00007ff8095d9010 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA10To420Yp10P32_CbCr10P32_avx2
00007ff80919c340 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA10To420Yp10P32_CbCr10P32_avx512
00007ff8092fef00 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA10To420Yp10P32_CbCr10P32_sse4_1
00007ff809038730 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA10To420Yp10P32_CbCr10P32_vec
00007ff809459ee0 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA10To420Yp10_CbCr10_avx
00007ff8095d7500 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA10To420Yp10_CbCr10_avx2
00007ff80919ae50 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA10To420Yp10_CbCr10_avx512
00007ff8092fe3a0 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA10To420Yp10_CbCr10_sse4_1
00007ff809037bd0 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA10To420Yp10_CbCr10_vec
00007ff809458640 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA8To420Yp8_CbCr8_avx
00007ff8095d5480 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA8To420Yp8_CbCr8_avx2
00007ff809199700 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA8To420Yp8_CbCr8_avx512
00007ff8092fcac0 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA8To420Yp8_CbCr8_sse4_1
00007ff8090362f0 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA8To420Yp8_CbCr8_vec
00007ff808d5b0a0 (__TEXT,__text) non-external (was a private external) _vFillBy16
00007ff808d29640 (__TEXT,__text) non-external (was a private external) _vFillBy16_AVX
00007ff808d2e0f0 (__TEXT,__text) non-external (was a private external) _vFlattenARGB8888ToRGB888
00007ff808d62920 (__TEXT,__text) non-external (was a private external) _vFlattenARGBFFFFToRGBFFF
00007ff808d29f60 (__TEXT,__text) non-external (was a private external) _vFlattenARGBFFFFToRGBFFF_AVX
00007ff808d30e50 (__TEXT,__text) non-external (was a private external) _vFlattenBGRA8888ToRGB888
00007ff808d66140 (__TEXT,__text) non-external (was a private external) _vFlattenBGRAFFFFToRGBFFF
00007ff808d2cb20 (__TEXT,__text) non-external (was a private external) _vFlattenBGRAFFFFToRGBFFF_AVX
00007ff808d2f770 (__TEXT,__text) non-external (was a private external) _vFlattenRGBA8888ToRGB888
00007ff808d645e0 (__TEXT,__text) non-external (was a private external) _vFlattenRGBAFFFFToRGBFFF
00007ff808d2b580 (__TEXT,__text) non-external (was a private external) _vFlattenRGBAFFFFToRGBFFF_AVX
00007ff80947dd50 (__TEXT,__text) non-external (was a private external) _vFlatten_ARGB16Q12_GV_avx
00007ff8095f6e50 (__TEXT,__text) non-external (was a private external) _vFlatten_ARGB16Q12_GV_avx2
00007ff8091b7410 (__TEXT,__text) non-external (was a private external) _vFlatten_ARGB16Q12_GV_avx512
00007ff809324260 (__TEXT,__text) non-external (was a private external) _vFlatten_ARGB16Q12_GV_sse4_1
00007ff80905da90 (__TEXT,__text) non-external (was a private external) _vFlatten_ARGB16Q12_GV_vec
00007ff808f98340 (__TEXT,__text) non-external (was a private external) _vFlatten_ARGB16U
00007ff80947cfd0 (__TEXT,__text) non-external (was a private external) _vFlatten_ARGB8888_GV_avx
00007ff8095f5a50 (__TEXT,__text) non-external (was a private external) _vFlatten_ARGB8888_GV_avx2
00007ff808ccda30 (__TEXT,__text) non-external (was a private external) _vFlatten_ARGB8888_GV_avx512
00007ff8093233d0 (__TEXT,__text) non-external (was a private external) _vFlatten_ARGB8888_GV_sse4_1
00007ff80905cc00 (__TEXT,__text) non-external (was a private external) _vFlatten_ARGB8888_GV_vec
00007ff808d69980 (__TEXT,__text) non-external (was a private external) _vFlatten_ARGBFFFF
00007ff80947e550 (__TEXT,__text) non-external (was a private external) _vFlatten_RGBA16Q12_GV_avx
00007ff8095f7af0 (__TEXT,__text) non-external (was a private external) _vFlatten_RGBA16Q12_GV_avx2
00007ff8091b8180 (__TEXT,__text) non-external (was a private external) _vFlatten_RGBA16Q12_GV_avx512
00007ff809324b10 (__TEXT,__text) non-external (was a private external) _vFlatten_RGBA16Q12_GV_sse4_1
00007ff80905e340 (__TEXT,__text) non-external (was a private external) _vFlatten_RGBA16Q12_GV_vec
00007ff808f98840 (__TEXT,__text) non-external (was a private external) _vFlatten_RGBA16U
00007ff80947d660 (__TEXT,__text) non-external (was a private external) _vFlatten_RGBA8888_GV_avx
00007ff8095f64b0 (__TEXT,__text) non-external (was a private external) _vFlatten_RGBA8888_GV_avx2
00007ff808caa950 (__TEXT,__text) non-external (was a private external) _vFlatten_RGBA8888_GV_avx512
00007ff809323b00 (__TEXT,__text) non-external (was a private external) _vFlatten_RGBA8888_GV_sse4_1
00007ff80905d330 (__TEXT,__text) non-external (was a private external) _vFlatten_RGBA8888_GV_vec
00007ff808d69dd0 (__TEXT,__text) non-external (was a private external) _vFlatten_RGBAFFFF
