                 (undefined) external _APP_SANDBOX_READ (from libSystem)
                 (undefined) external _NSTemporaryDirectory (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSURLComponents (from Foundation)
0000000219404028 (__DATA,__data) external _PXR_WORK_THREAD_LIMIT
000000020ac93180 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24Work_InitializeThreadingEv
000000020acd5dd8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25ArJoinPackageRelativePathERKNSt3__112basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEES8_
000000020acd5b18 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25ArJoinPackageRelativePathERKNSt3__14pairINS0_12basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEES7_EE
000000020acd58b0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25ArJoinPackageRelativePathERKNSt3__16vectorINS0_12basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEENS5_IS7_EEEE
000000020abf6d30 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25ArchGetNanosecondsPerTickEv
000000020abf4788 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25ArchGetStackTraceCallbackEPNSt3__18functionIFNS0_12basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEEmEEE
000000020abf4658 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25ArchSetStackTraceCallbackERKNSt3__18functionIFNS0_12basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEEmEEE
000000020abe1f34 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25Arch_DemangleFunctionNameEPNSt3__112basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEE
000000020b3ac944 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25CameraUtilConformedWindowERKNS_10GfMatrix4dENS_29CameraUtilConformWindowPolicyEd
000000020b3ac7d0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25CameraUtilConformedWindowERKNS_7GfVec2dENS_29CameraUtilConformWindowPolicyEd
000000020b3ac8e4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25CameraUtilConformedWindowERKNS_7GfVec4dENS_29CameraUtilConformWindowPolicyEd
000000020b3ac83c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25CameraUtilConformedWindowERKNS_9GfRange2dENS_29CameraUtilConformWindowPolicyEd
000000020b3c0fb0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25Hd_CompExtCompInputSource7ResolveEv
000000020b3c0fac (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25Hd_CompExtCompInputSourceC1ERKNS_7TfTokenERKNSt3__110shared_ptrINS_23HdExtCompCpuComputationEEES3_
000000020b3c0ea8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25Hd_CompExtCompInputSourceC2ERKNS_7TfTokenERKNSt3__110shared_ptrINS_23HdExtCompCpuComputationEEES3_
000000020b3ca144 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25Hd_FlatNormalsComputation7ResolveEv
000000020b3ca060 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25Hd_FlatNormalsComputationC1EPKNS_14HdMeshTopologyERKNSt3__110shared_ptrINS_14HdBufferSourceEEERKNS_7TfTokenEb
000000020b3c9fe8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25Hd_FlatNormalsComputationC2EPKNS_14HdMeshTopologyERKNSt3__110shared_ptrINS_14HdBufferSourceEEERKNS_7TfTokenEb
000000020ae5ac94 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25NdrFsHelpersDiscoverNodesERKNSt3__16vectorINS0_12basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEENS5_IS7_EEEESB_bPKNS_25NdrDiscoveryPluginContextE
0000000219405648 (__DATA,__data) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25PCP_OVERRIDE_INSTANCEABLEE
000000020aedd108 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25PcpBuildPrimPropertyIndexERKNS_7SdfPathERKNS_8PcpCacheERKNS_12PcpPrimIndexEPNS_16PcpPropertyIndexEPNSt3__16vectorINSB_10shared_ptrINS_12PcpErrorBaseEEENSB_9allocatorISF_EEEE
000000020aea145c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25PcpClassifyNodeDependencyERKNS_10PcpNodeRefE
000000020ae9c2b4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25PcpComposeSiteHasSymmetryERKNS_8TfRefPtrINS_13PcpLayerStackEEERKNS_7SdfPathE
000000020ae9d204 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25PcpComposeSiteSpecializesERKNS_8TfRefPtrINS_13PcpLayerStackEEERKNS_7SdfPathEPNSt3__16vectorIS5_NS8_9allocatorIS5_EEEE
000000020ae9d0d4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25PcpComposeSiteSpecializesERKNS_8TfRefPtrINS_13PcpLayerStackEEERKNS_7SdfPathEPNSt3__16vectorIS5_NS8_9allocatorIS5_EEEEPNS9_INS_16PcpSourceArcInfoENSA_ISE_EEEE
000000020ae9d7fc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25PcpComposeSiteVariantSetsERKNS_8TfRefPtrINS_13PcpLayerStackEEERKNS_7SdfPathEPNSt3__16vectorINS8_12basic_stringIcNS8_11char_traitsIcEENS8_9allocatorIcEEEENSD_ISF_EEEE
000000020ae9d48c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25PcpComposeSiteVariantSetsERKNS_8TfRefPtrINS_13PcpLayerStackEEERKNS_7SdfPathEPNSt3__16vectorINS8_12basic_stringIcNS8_11char_traitsIcEENS8_9allocatorIcEEEENSD_ISF_EEEEPNS9_INS_16PcpSourceArcInfoENSD_ISJ_EEEE
000000020aea5350 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25PcpErrorInternalAssetPath3NewEv
000000020aea53ac (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25PcpErrorInternalAssetPathC1Ev
000000020aea53b0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25PcpErrorInternalAssetPathC2Ev
000000020aea5594 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25PcpErrorInternalAssetPathD0Ev
000000020aea5590 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25PcpErrorInternalAssetPathD1Ev
000000020aea546c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25PcpErrorInternalAssetPathD2Ev
000000020aea6704 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25PcpErrorInvalidTargetPath3NewEv
000000020aea6788 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25PcpErrorInvalidTargetPathC1Ev
000000020aea67c8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25PcpErrorInvalidTargetPathC2Ev
000000020aea6810 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25PcpErrorInvalidTargetPathD0Ev
000000020aea680c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25PcpErrorInvalidTargetPathD1Ev
000000020aea6808 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25PcpErrorInvalidTargetPathD2Ev
000000020ae75000 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25Pcp_IndexingOutputManager10BeginPhaseEPKNS_12PcpPrimIndexEONSt3__112basic_stringIcNS4_11char_traitsIcEENS4_9allocatorIcEEEERKNS_10PcpNodeRefE
000000020ae7520c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25Pcp_IndexingOutputManager3MsgEPKNS_12PcpPrimIndexEONSt3__112basic_stringIcNS4_11char_traitsIcEENS4_9allocatorIcEEEERKNS4_3setINS_10PcpNodeRefENS4_4lessISD_EENS8_ISD_EEEE
000000020ae75068 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25Pcp_IndexingOutputManager6UpdateEPKNS_12PcpPrimIndexERKNS_10PcpNodeRefEONSt3__112basic_stringIcNS7_11char_traitsIcEENS7_9allocatorIcEEEE
000000020ae75040 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25Pcp_IndexingOutputManager8EndPhaseEPKNS_12PcpPrimIndexE
000000020ae742d0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25Pcp_IndexingOutputManager8PopIndexEPKNS_12PcpPrimIndexE
000000020ae73e30 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25Pcp_IndexingOutputManager9PushIndexEPKNS_12PcpPrimIndexES3_RKNS_17PcpLayerStackSiteE
000000020ae73dd8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25Pcp_IndexingOutputManagerC1Ev
000000020ae73d80 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25Pcp_IndexingOutputManagerC2Ev
000000020ac950cc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25Plug_RegistrationMetadataC1ERKNS_7JsValueERKNSt3__112basic_stringIcNS4_11char_traitsIcEENS4_9allocatorIcEEEESC_
000000020ac940fc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25Plug_RegistrationMetadataC2ERKNS_7JsValueERKNSt3__112basic_stringIcNS4_11char_traitsIcEENS4_9allocatorIcEEEESC_
000000020ae00a1c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25SdfAttributeViewPredicateC1Ev
000000020ae00a10 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25SdfAttributeViewPredicateC2Ev
000000020ada33a8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25SdfLayerStateDelegateBase10CreateSpecERKNS_7SdfPathENS_11SdfSpecTypeEb
000000020ada3428 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25SdfLayerStateDelegateBase10DeleteSpecERKNS_7SdfPathEb
000000020ada3320 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25SdfLayerStateDelegateBase13SetTimeSampleERKNS_7SdfPathEdRKNS_25SdfAbstractDataConstValueE
000000020ada3298 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25SdfLayerStateDelegateBase13SetTimeSampleERKNS_7SdfPathEdRKNS_7VtValueE
000000020ada3200 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25SdfLayerStateDelegateBase22SetFieldDictValueByKeyERKNS_7SdfPathERKNS_7TfTokenES6_RKNS_25SdfAbstractDataConstValueEPKNS_7VtValueE
000000020ada3168 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25SdfLayerStateDelegateBase22SetFieldDictValueByKeyERKNS_7SdfPathERKNS_7TfTokenES6_RKNS_7VtValueEPS8_
000000020ada3024 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25SdfLayerStateDelegateBase7IsDirtyEv
000000020ada34a0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25SdfLayerStateDelegateBase8MoveSpecERKNS_7SdfPathES3_
000000020ada3690 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25SdfLayerStateDelegateBase8PopChildERKNS_7SdfPathERKNS_7TfTokenES3_
000000020ada3618 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25SdfLayerStateDelegateBase8PopChildERKNS_7SdfPathERKNS_7TfTokenES6_
000000020ada30d8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25SdfLayerStateDelegateBase8SetFieldERKNS_7SdfPathERKNS_7TfTokenERKNS_25SdfAbstractDataConstValueEPKNS_7VtValueE
000000020ada3048 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25SdfLayerStateDelegateBase8SetFieldERKNS_7SdfPathERKNS_7TfTokenERKNS_7VtValueEPS8_
000000020ada3598 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25SdfLayerStateDelegateBase9PushChildERKNS_7SdfPathERKNS_7TfTokenES3_
000000020ada3518 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25SdfLayerStateDelegateBase9PushChildERKNS_7SdfPathERKNS_7TfTokenES6_
000000020ada3708 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25SdfLayerStateDelegateBase9_SetLayerERKNS_9TfWeakPtrINS_8SdfLayerEEE
000000020ada2f50 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25SdfLayerStateDelegateBaseC2Ev
000000020ada3020 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25SdfLayerStateDelegateBaseD0Ev
000000020ada301c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25SdfLayerStateDelegateBaseD1Ev
000000020ada2f84 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25SdfLayerStateDelegateBaseD2Ev
000000020ae2ff0c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25SdfTokens_StaticTokenTypeC1Ev
000000020ae2fe98 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25SdfTokens_StaticTokenTypeC2Ev
000000020ae2fe94 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25SdfTokens_StaticTokenTypeD1Ev
000000020ae2fe5c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25SdfTokens_StaticTokenTypeD2Ev
000000020acea90c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25Sdf_IsAnonLayerIdentifierERKNSt3__112basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEE
000000020ac39c20 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25TfEscapeStringReplaceCharEPPKcPPc
000000020ac11ff4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25TfGetProgramNameForErrorsEv
000000020ac11fe0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25TfSetProgramNameForErrorsERKNSt3__112basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEE
0000000219651590 (__DATA,__common) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25Tf_ExportedStackedStorageINS_17SdfCleanupEnablerELb0EE5valueE
00000002196516c0 (__DATA,__common) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25Tf_ExportedStackedStorageINS_20UsdStageCacheContextELb1EE5valueE
000000020ac128f8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25Tf_PostQuietlyErrorHelperERKNS_13TfCallContextERKNS_6TfEnumEPKcz
000000020ac1297c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25Tf_PostQuietlyErrorHelperERKNS_13TfCallContextERKNS_6TfEnumERKN5boost3anyEPKcz
000000020ac127cc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25Tf_PostQuietlyErrorHelperERKNS_13TfCallContextERKNS_6TfEnumERKN5boost3anyERKNSt3__112basic_stringIcNSA_11char_traitsIcEENSA_9allocatorIcEEEE
000000020ac126d8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25Tf_PostQuietlyErrorHelperERKNS_13TfCallContextERKNS_6TfEnumERKNSt3__112basic_stringIcNS6_11char_traitsIcEENS6_9allocatorIcEEEE
0000000219406ac0 (__DATA,__data) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25USD_ABC_NUM_OGAWA_STREAMSE
0000000219406bc8 (__DATA,__data) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25USD_ABC_READ_FLOAT2_AS_UVE
000000020b2302d4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25UsdRiPxrCookieLightFilter14_IsTypedSchemaEv
000000020b230250 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25UsdRiPxrCookieLightFilter16_GetStaticTfTypeEv
000000020b233ee4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25UsdRiPxrCookieLightFilter23GetSchemaAttributeNamesEb
000000020b22fe18 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25UsdRiPxrCookieLightFilter3GetERKNS_9TfWeakPtrINS_8UsdStageEEERKNS_7SdfPathE
000000020b22ffec (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25UsdRiPxrCookieLightFilter6DefineERKNS_9TfWeakPtrINS_8UsdStageEEERKNS_7SdfPathE
000000020b22fdf0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25UsdRiPxrCookieLightFilterD0Ev
000000020b22fdec (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25UsdRiPxrCookieLightFilterD1Ev
000000020b22fde8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25UsdRiPxrCookieLightFilterD2Ev
000000020b42f0dc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25UsdShadersDiscoveryPlugin13DiscoverNodesERKNS_25NdrDiscoveryPluginContextE
000000020b2911e4 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25UsdSkelDecomposeTransformINS_10GfMatrix4dEEEbRKT_PNS_7GfVec3fEPNS_10GfRotationEPNS_7GfVec3hE
000000020b291808 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25UsdSkelDecomposeTransformINS_10GfMatrix4dEEEbRKT_PNS_7GfVec3fEPNS_7GfQuatfEPNS_7GfVec3hE
000000020b291504 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25UsdSkelDecomposeTransformINS_10GfMatrix4fEEEbRKT_PNS_7GfVec3fEPNS_10GfRotationEPNS_7GfVec3hE
000000020b2919b4 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25UsdSkelDecomposeTransformINS_10GfMatrix4fEEEbRKT_PNS_7GfVec3fEPNS_7GfQuatfEPNS_7GfVec3hE
000000020b2a1d9c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25UsdUtilsCopyLayerMetadataERKNS_9TfWeakPtrINS_8SdfLayerEEES4_bb
000000020b2a36b8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25UsdUtilsCreateCollectionsERKNSt3__16vectorINS0_4pairINS_7TfTokenENS0_3setINS_7SdfPathENS0_4lessIS5_EENS0_9allocatorIS5_EEEEEENS8_ISB_EEEERKNS_7UsdPrimEdjj
000000020b2b0df8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25UsdUtilsFlattenLayerStackERKNS_9TfWeakPtrINS_8UsdStageEEERKNSt3__112basic_stringIcNS5_11char_traitsIcEENS5_9allocatorIcEEEE
000000020b2b0ea4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25UsdUtilsFlattenLayerStackERKNS_9TfWeakPtrINS_8UsdStageEEERKNSt3__18functionIFNS5_12basic_stringIcNS5_11char_traitsIcEENS5_9allocatorIcEEEERKNS0_INS_8SdfLayerEEERKSC_EEESI_
000000020b2b8700 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25UsdUtilsSparseValueWriter12SetAttributeERKNS_12UsdAttributeEPNS_7VtValueENS_11UsdTimeCodeE
000000020b2b84b4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25UsdUtilsSparseValueWriter12SetAttributeERKNS_12UsdAttributeERKNS_7VtValueENS_11UsdTimeCodeE
0000000219651788 (__DATA,__common) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25UsdUtilsUsdStageStatsKeysE
000000020aca3a6c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25VtDictionaryOverRecursiveEPNS_12VtDictionaryERKS0_b
000000020aca3dec (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25VtDictionaryOverRecursiveERKNS_12VtDictionaryEPS0_b
000000020aca3a08 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25VtDictionaryOverRecursiveERKNS_12VtDictionaryES2_b
000000020acc6478 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__25aapl_vt_castRegistry_initEv
000000020b011940 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__26GetUsdPrimDefaultPredicateEv
000000020b3fb53c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__26Hd_SceneExtCompInputSource7ResolveEv
000000020b3fb538 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__26Hd_SceneExtCompInputSourceC1ERKNS_7TfTokenERKNS_7VtValueE
000000020b3fb414 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__26Hd_SceneExtCompInputSourceC2ERKNS_7TfTokenERKNS_7VtValueE
000000020ace3dac (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__26KindTokens_StaticTokenTypeC1Ev
000000020ace3b1c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__26KindTokens_StaticTokenTypeC2Ev
000000020ace3b18 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__26KindTokens_StaticTokenTypeD1Ev
000000020ace3ab0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__26KindTokens_StaticTokenTypeD2Ev
000000020ae9c250 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__26PcpComposeSiteHasPrimSpecsERKNS_8TfRefPtrINS_13PcpLayerStackEEERKNS_7SdfPathE
000000020aea1550 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__26PcpDependencyFlagsToStringEj
000000020aea8bbc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__26PcpErrorUnresolvedPrimPath3NewEv
000000020aea8c18 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__26PcpErrorUnresolvedPrimPathC1Ev
000000020aea8c1c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__26PcpErrorUnresolvedPrimPathC2Ev
000000020aea8d6c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__26PcpErrorUnresolvedPrimPathD0Ev
000000020aea8d68 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__26PcpErrorUnresolvedPrimPathD1Ev
000000020aea8cc8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__26PcpErrorUnresolvedPrimPathD2Ev
000000020aeb6130 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__26PcpLayerStackIdentifierStrC1ERKNS_23PcpLayerStackIdentifierE
000000020aeb6000 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__26PcpLayerStackIdentifierStrC1ERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEES9_RKNS_17ArResolverContextE
000000020aeb6004 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__26PcpLayerStackIdentifierStrC2ERKNS_23PcpLayerStackIdentifierE
000000020aeb5e1c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__26PcpLayerStackIdentifierStrC2ERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEES9_RKNS_17ArResolverContextE
000000020ad4344c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__26SdfAbstractDataSpecVisitorD0Ev
000000020ad43448 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__26SdfAbstractDataSpecVisitorD1Ev
000000020ad43444 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__26SdfAbstractDataSpecVisitorD2Ev
000000020ae07730 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__26SdfFindReferenceByIdentityERKNSt3__16vectorINS_12SdfReferenceENS0_9allocatorIS2_EEEERKS2_
000000020ae00c28 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__26SdfGetReferenceEditorProxyERKNS_9SdfHandleINS_7SdfSpecEEERKNS_7TfTokenE
000000020ae33310 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__26SdfGetTypeForValueTypeNameERKNS_7TfTokenE
000000020add2324 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__26SdfNamespaceEdit_Namespace13_AddDeadspaceERKNS_7SdfPathE
000000020add2150 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__26SdfNamespaceEdit_Namespace14_GetNodeAtPathERKNS_7SdfPathE
000000020add1afc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__26SdfNamespaceEdit_Namespace15GetOriginalPathERKNS_7SdfPathE
000000020add21d4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__26SdfNamespaceEdit_Namespace15_AddBackpointerERKNS_7SdfPathEPNS0_5_NodeE
000000020add23c4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__26SdfNamespaceEdit_Namespace16_FixBackpointersERKNS_7SdfPathES3_
000000020add2964 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__26SdfNamespaceEdit_Namespace16_RemoveDeadspaceERKNS_7SdfPathE
000000020add2220 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__26SdfNamespaceEdit_Namespace19_RemoveBackpointersERKNS_7SdfPathE
000000020add19b0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__26SdfNamespaceEdit_Namespace23_FindOrCreateNodeAtPathERKNS_7SdfPathE
