00007ffa0704c38c (__TEXT,__text) non-external +[Cube initialize]
00007ffa42186cb8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mMorphingRotationAngle
00007ffa42186ca0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mMorphingStartTime
00007ffa42186d50 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mNavigatorHistoryBack
00007ffa42186d58 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mNavigatorHistoryForth
00007ffa42186c70 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mNeedsToResize
00007ffa42186c80 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mNeedsToResumeOrPauseLayers
00007ffa42186c90 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mNeedsToSynchronizeTimeInAudioMovies
00007ffa42186c88 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mNeedsToSynchronizeTimeInLayers
00007ffa42186c78 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mNeedsToTemporaryResize
00007ffa42186dc0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mOuterIsPlaying
00007ffa42186da8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mOuterTime
00007ffa42186da0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mPreviousCurrentIDs
00007ffa42186d80 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mPreviousLogTime
00007ffa42186c28 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mPreviousMode
00007ffa42186c10 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mRenderArguments
00007ffa42186bc8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mRenderDispatchQueue
00007ffa42186d78 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mRenderingLogFile
00007ffa42186bf8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mRenderingRequested
00007ffa42186d30 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mScreenBurnTest
00007ffa42186d40 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mScreenBurnTestAccumulationImage1
00007ffa42186d48 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mScreenBurnTestAccumulationImage2
00007ffa42186d38 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mScreenBurnTestCurrentPass
00007ffa42186c38 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mSelectedLayers
00007ffa42186c68 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mShouldPauseWhenStill
00007ffa42186c00 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mSlaveFrameMode
00007ffa42186ce8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mSlideFocusLayer
00007ffa42186cf0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mSlideFocusNavigator
00007ffa42186d08 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mSlideFocusState
00007ffa42186cf8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mSlideFocuser
00007ffa42186c18 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mSnapshotAsCGImage
00007ffa42186c20 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mSnapshotAsCGImageLock
00007ffa42186cc8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mSnapshotForMorphing
00007ffa42186c98 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mTemporarySize
00007ffa42186bd8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mTimeOffset
00007ffa42186db0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mTimeSyncRequestCount
00007ffa42186dd8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mTouchesForVisualFeedback
00007ffa42186ce0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mTransitionLayerPlugObjectID
00007ffa42186be0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mUnalteredTimeOffset
00007ffa42186de8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mUsesExternalDisplayLink
00007ffa421887d0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookImage.inner
00007ffa421887c8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookImage.outer
00007ffa421887e0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookImage.scale
00007ffa421887d8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookImage.size
00007ffa42188820 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookLayout.aspectRatio
00007ffa42188840 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookLayout.backgroundPaper
00007ffa42188860 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookLayout.drawCardIndex
00007ffa421887f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookLayout.frame
00007ffa42188838 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookLayout.isBreak
00007ffa42188830 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookLayout.isText
00007ffa421887f8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookLayout.mask
00007ffa42188850 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookLayout.move
00007ffa42188870 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookLayout.moveIndex
00007ffa42188858 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookLayout.paperRect
00007ffa421887e8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookLayout.rect
00007ffa42188868 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookLayout.skip
00007ffa42188818 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookLayout.slideIndex
00007ffa42188810 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookLayout.startTime
00007ffa42188828 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookLayout.stretch
00007ffa42188808 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookLayout.subtract
00007ffa42188848 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookLayout.twoPart
00007ffa42188800 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookLayout.zRotation
00007ffa42187040 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShader.mAttributeLocations
00007ffa42186fc8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShader.mContext
00007ffa42186fc0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShader.mDescription
00007ffa42187008 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShader.mForeColor
00007ffa42187028 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShader.mForeColorLocation
00007ffa42186fe0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShader.mFragmentShader
00007ffa42186ff0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShader.mModelViewProjectionMatrix
00007ffa42187010 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShader.mModelViewProjectionMatrixLocation
00007ffa42186ff8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShader.mNormal
00007ffa42187018 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShader.mNormalLocation
00007ffa42186fd0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShader.mProgram
00007ffa42186fb0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShader.mShaderID
00007ffa42186fb8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShader.mShaderKey
00007ffa42187000 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShader.mTextureMatrix
00007ffa42187020 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShader.mTextureMatrixLocation
00007ffa42187048 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShader.mTextureUnitsAreBound
00007ffa42187030 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShader.mUniformLocations
00007ffa42187038 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShader.mUniforms
00007ffa42186fe8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShader.mUseContext
00007ffa42186fd8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShader.mVertexShader
00007ffa42185768 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRShaderArguments._filter0
00007ffa42185770 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRShaderArguments._filter1
00007ffa42185778 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRShaderArguments._filter2
00007ffa42185780 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRShaderArguments._filter3
00007ffa42185758 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRShaderArguments._texture0ClampsToBorder
00007ffa42185760 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRShaderArguments._texture1ClampsToBorder
00007ffa42186f70 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShaderManager.mGLShadersPerContext
00007ffa42186f88 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShaderManager.mGLShadersPerContextLock
00007ffa42186f80 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShaderManager.mShaderDescriptions
00007ffa42186f78 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShaderManager.mShadersPerContext
00007ffa42186f90 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShaderManager.mShadersPerContextLock
00007ffa42188020 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShiftingTilesIteration.age
00007ffa42188040 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShiftingTilesIteration.duration
00007ffa42188018 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShiftingTilesIteration.layout
00007ffa42188028 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShiftingTilesIteration.slideIndex
00007ffa42188038 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShiftingTilesIteration.startTime
00007ffa42188030 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShiftingTilesIteration.width
00007ffa42188010 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShiftingTilesRenderable.isBreak
00007ffa42188000 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShiftingTilesRenderable.position
00007ffa42188008 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShiftingTilesRenderable.size
00007ffa42187ff0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShiftingTilesRenderable.slide
00007ffa42187ff8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShiftingTilesRenderable.sprite
00007ffa42188068 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShiftingTilesTimingInfo.add
00007ffa42188080 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShiftingTilesTimingInfo.additionalTimingInfo
00007ffa42188088 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShiftingTilesTimingInfo.duration
00007ffa42188050 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShiftingTilesTimingInfo.fallDirection
00007ffa42188048 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShiftingTilesTimingInfo.fallLeft
00007ffa42188058 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShiftingTilesTimingInfo.isTop
00007ffa42188060 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShiftingTilesTimingInfo.layouts
00007ffa42188070 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShiftingTilesTimingInfo.remove
00007ffa42188078 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShiftingTilesTimingInfo.slideIndex
00007ffa42186628 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideFocusState._action
00007ffa42186660 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideFocusState._currentFocuserIndex
00007ffa42186620 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideFocusState._delegate
00007ffa42186610 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideFocusState._delegateIsTransitioningToo
00007ffa42186608 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideFocusState._isGoingToNext
00007ffa42186618 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideFocusState._isInZoomMode
00007ffa42186600 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideFocusState._isTransitioning
00007ffa42186658 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideFocusState._nextSlideID
00007ffa42186650 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideFocusState._nextSlideInfo
00007ffa42186648 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideFocusState._previousSlideID
00007ffa42186640 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideFocusState._previousSlideInfo
00007ffa42186638 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideFocusState._slideID
00007ffa42186630 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideFocusState._slideInfo
00007ffa42186750 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideInfo._aspectRatio
00007ffa42186740 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideInfo._assetPath
00007ffa42186778 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideInfo._center
00007ffa42186748 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideInfo._index
00007ffa42186738 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideInfo._isMain
00007ffa42186770 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideInfo._player
00007ffa42186768 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideInfo._rotation
00007ffa42186760 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideInfo._scale
00007ffa42186758 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideInfo._time
00007ffa42187160 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideProvider._assetPath
00007ffa42187120 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideProvider._audioDucker
00007ffa421871a0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideProvider._center
00007ffa42187178 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideProvider._centerAnimationPath
00007ffa42187100 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideProvider._centerAnimationPathTriggerTime
00007ffa42187190 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideProvider._filterID
00007ffa42187198 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideProvider._playerHint
00007ffa42187170 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideProvider._rotation
00007ffa42187188 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideProvider._rotationAnimationPath
00007ffa42187110 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideProvider._rotationAnimationPathTriggerTime
00007ffa42187168 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideProvider._scale
00007ffa42187180 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideProvider._scaleAnimationPath
00007ffa42187108 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideProvider._scaleAnimationPathTriggerTime
00007ffa42187138 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideProvider._showDuration
00007ffa42187130 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideProvider._showTime
00007ffa42187140 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideProvider._slide
00007ffa42187158 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideProvider._slideDuration
00007ffa42187150 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideProvider._slideStartTime
00007ffa42187118 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideProvider._timeToPreloadFor
00007ffa42187128 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideProvider.mDefaultKenBurnsType
00007ffa42187050 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRSlideProvider.mDefaultSize
00007ffa42187068 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRSlideProvider.mEffectAttributes
00007ffa421870a8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRSlideProvider.mEffectLayer
00007ffa421870f8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRSlideProvider.mFlags
00007ffa42187088 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRSlideProvider.mFrame
00007ffa421870d0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRSlideProvider.mImageSize
00007ffa42187060 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRSlideProvider.mImageSizeScript
00007ffa421870b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRSlideProvider.mKenBurnsType
00007ffa421870e8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRSlideProvider.mLastDaSize
00007ffa421870d8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRSlideProvider.mLastImageSize
00007ffa421870e0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRSlideProvider.mLastTime
00007ffa42187090 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRSlideProvider.mOriginalImage
00007ffa42187148 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSlideProvider.mOriginalImageAspectRatio
00007ffa42187098 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRSlideProvider.mOutputImage
00007ffa42187078 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRSlideProvider.mPreloadOperation
00007ffa42187080 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRSlideProvider.mPreloadOperationLock
00007ffa421870a0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRSlideProvider.mRequestedSize
00007ffa42187070 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRSlideProvider.mShowTimeScript
00007ffa421870f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRSlideProvider.mSizeFactor
00007ffa421870c8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRSlideProvider.mSlideIndex
00007ffa421870c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRSlideProvider.mSlideLayer
00007ffa421870b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRSlideProvider.mSlidePlayer
00007ffa42187058 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRSlideProvider.mStillTime
00007ffa42187eb0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSnapshotter._context
00007ffa42187ec8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSnapshotter._ignoresFadeInAndOut
00007ffa42187eb8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSnapshotter._pixelFormat
00007ffa42187ea8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSnapshotter._renderer
00007ffa42187ed0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSnapshotter._size
00007ffa42187ec0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRSnapshotter._texture
00007ffa421871d8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRSphere.mHalfLatitudeAngle
00007ffa421871d0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRSphere.mHalfLongitudeAngle
00007ffa421871c8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRSphere.mLatitudeResolution
00007ffa421871c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRSphere.mLongitudeResolution
00007ffa421871b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRSphere.mNormals
00007ffa421871e0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRSphere.mRadius
00007ffa421871b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRSphere.mTextureCoordinates
00007ffa421871a8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRSphere.mVertices
00007ffa42187268 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRTextRenderer._cachedSize
00007ffa421871f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRTextRenderer._cachedText
00007ffa42187260 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRTextRenderer._centerVertically
00007ffa42187248 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRTextRenderer._columnCount
00007ffa42187250 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRTextRenderer._columnMargin
00007ffa42187200 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRTextRenderer._definedSize
00007ffa42187258 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRTextRenderer._extraFooter
00007ffa42187278 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRTextRenderer._imageRect
00007ffa42187238 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRTextRenderer._inset
00007ffa42187218 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRTextRenderer._lastGlyphIndex
00007ffa42187230 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRTextRenderer._lineSpacingFactor
00007ffa42187210 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRTextRenderer._maxNumberOfLines
00007ffa42187270 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRTextRenderer._originalCacheSize
00007ffa421871f8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRTextRenderer._placeholderText
