0000000187b1a890 (__TEXT,__const) non-external _A1_Table
0000000187b29418 (__TEXT,__const) non-external _sobel5_S
0000000187b293fe (__TEXT,__const) non-external _sobel7_D
0000000187b29422 (__TEXT,__const) non-external _sobel7_S
                 (undefined) external _strcmp (from libSystem)
000000018777ce98 (__TEXT,__text) non-external _symmetricPiecewiseGamma_pixelBlock
                 (undefined) external _sysctlbyname (from libSystem)
                 (undefined) external _tan (from libSystem)
0000000187a96010 (__TEXT,__const) non-external (was a private external) _u16_reciprocal_table
0000000187b1fa40 (__TEXT,__const) non-external (was a private external) _uniformBlueNoise
00000001877df9b0 (__TEXT,__text) non-external (was a private external) _vARGB1555toARGB8888
00000001877e5368 (__TEXT,__text) non-external (was a private external) _vARGB1555toPlanar8
00000001877e3374 (__TEXT,__text) non-external (was a private external) _vARGB8888toARGB1555
00000001877e223c (__TEXT,__text) non-external (was a private external) _vARGB8888toRGB565
00000001879f3a74 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_ARGB_8888_CV_vec
00000001879f3da0 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_ARGB_FFFF_CV_vec
00000001879f9edc (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Non2Pre_ARGB_8888_CV_vec
00000001879fa0b8 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Non2Pre_ARGB_FFFF_CV_vec
00000001879f99dc (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Non2Pre_Planar8_CV_vec
00000001879f9c34 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Non2Pre_PlanarF_CV_vec
00000001879f380c (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Planar_Float_CV_vec
00000001879f351c (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Planar_UInt8_CV_vec
00000001879f4494 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Premultiplied_ARGB_8888_CV_vec
00000001879f4c10 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Premultiplied_ARGB_FFFF_CV_vec
00000001879f4854 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Premultiplied_BGRA_8888_CV_vec
00000001879f4d94 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Premultiplied_BGRA_FFFF_CV_vec
00000001879f41e8 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Premultiplied_Planar_Float_CV_vec
00000001879f3f80 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Premultiplied_Planar_UInt8_CV_vec
0000000187814c1c (__TEXT,__text) non-external (was a private external) _vBoxConvolve
0000000187818f64 (__TEXT,__text) non-external (was a private external) _vBoxConvolve_PlanarF
0000000187818ffc (__TEXT,__text) non-external (was a private external) _vBoxConvolve_PlanarF_3x3
0000000187819ba4 (__TEXT,__text) non-external (was a private external) _vBoxConvolve_PlanarF_5x5
000000018781a8c4 (__TEXT,__text) non-external (was a private external) _vBoxConvolve_PlanarF_7x7
0000000187a643e8 (__TEXT,__text) non-external (was a private external) _vBoxPlanar16F_vec
00000001877b36dc (__TEXT,__text) non-external (was a private external) _vByteSwap_Planar16U
00000001879fb928 (__TEXT,__text) non-external (was a private external) _vCGCompositeConstMask_ARGB16F_vec
00000001879fb0e0 (__TEXT,__text) non-external (was a private external) _vCGCompositeConstShape_ARGB16F_vec
00000001879fbde0 (__TEXT,__text) non-external (was a private external) _vCGCompositeImage_ARGB16F_vec
00000001879fc848 (__TEXT,__text) non-external (was a private external) _vCGCompositeMarkConstDeepMaskARGB_ARGB16F_vec
00000001879fcc04 (__TEXT,__text) non-external (was a private external) _vCGCompositeMarkConstDeepMaskBGColorARGB_ARGB16F_vec
00000001879fca40 (__TEXT,__text) non-external (was a private external) _vCGCompositeMarkConstDeepMaskXRGB_ARGB16F_vec
00000001879fc190 (__TEXT,__text) non-external (was a private external) _vCGCompositePixelMask_ARGB16F_vec
00000001879fb190 (__TEXT,__text) non-external (was a private external) _vCGCompositePixelShape_ARGB16F_vec
00000001879fa914 (__TEXT,__text) non-external (was a private external) _vClipToAlpha_ARGB8888_CV_vec
00000001879faea8 (__TEXT,__text) non-external (was a private external) _vClipToAlpha_ARGBFFFF_CV_vec
00000001879fa2e0 (__TEXT,__text) non-external (was a private external) _vClipToAlpha_Planar8_CV_vec
00000001879fa700 (__TEXT,__text) non-external (was a private external) _vClipToAlpha_PlanarF_CV_vec
00000001879fabd4 (__TEXT,__text) non-external (was a private external) _vClipToAlpha_RGBA8888_CV_vec
00000001879fafc4 (__TEXT,__text) non-external (was a private external) _vClipToAlpha_RGBAFFFF_CV_vec
0000000187a07024 (__TEXT,__text) non-external (was a private external) _vClip_PlanarF_vec
00000001879f95d4 (__TEXT,__text) non-external (was a private external) _vConst_Alpha_Blend_Premultiplied_ARGB_8888_CV_new_vec
00000001879f9838 (__TEXT,__text) non-external (was a private external) _vConst_Alpha_Blend_Premultiplied_ARGB_FFFF_CV_vec
00000001879f930c (__TEXT,__text) non-external (was a private external) _vConst_Alpha_Blend_Premultiplied_Planar_Float_CV_vec
00000001879f8ff0 (__TEXT,__text) non-external (was a private external) _vConst_Alpha_Blend_Premultiplied_Planar_UInt8_CV_new_vec
00000001878b73b4 (__TEXT,__text) non-external (was a private external) _vConvPlanar8
00000001878161c4 (__TEXT,__text) non-external (was a private external) _vConvertAndStore
0000000187815ce8 (__TEXT,__text) non-external (was a private external) _vConvertAndStore_wAlpha
00000001879dbbc4 (__TEXT,__text) non-external (was a private external) _vConvert_12UTo16U_vec
000000018799ff78 (__TEXT,__text) non-external (was a private external) _vConvert_16Fto16Q12_vec
00000001879acc1c (__TEXT,__text) non-external (was a private external) _vConvert_16Fto16U_vec
000000018799fcec (__TEXT,__text) non-external (was a private external) _vConvert_16Q12to16F_vec
0000000187a06cb4 (__TEXT,__text) non-external (was a private external) _vConvert_16Q12to16U_vec
000000018799e13c (__TEXT,__text) non-external (was a private external) _vConvert_16Q12to8_vec
00000001879a021c (__TEXT,__text) non-external (was a private external) _vConvert_16Q12toF_vec
0000000187a07a94 (__TEXT,__text) non-external (was a private external) _vConvert_16StoF_vec
00000001879dbd38 (__TEXT,__text) non-external (was a private external) _vConvert_16UTo12U_vec
0000000187a06a5c (__TEXT,__text) non-external (was a private external) _vConvert_16Uto16Q12_vec
0000000187a080cc (__TEXT,__text) non-external (was a private external) _vConvert_16UtoF_vec
0000000187a065d8 (__TEXT,__text) non-external (was a private external) _vConvert_16UtoPlanar8_vec
00000001879ebf48 (__TEXT,__text) non-external (was a private external) _vConvert_420Yp10_CbCr10ToARGB16F_vec
00000001879e37cc (__TEXT,__text) non-external (was a private external) _vConvert_420Yp10_CbCr10ToXRGB2101010W_vec
00000001879d088c (__TEXT,__text) non-external (was a private external) _vConvert_420Yp8_Cb8_Cr8ToARGB8888_vec
00000001879cf348 (__TEXT,__text) non-external (was a private external) _vConvert_420Yp8_CbCr8ToARGB8888_vec
00000001879efcb4 (__TEXT,__text) non-external (was a private external) _vConvert_422CbYpCrYp10ToARGB16F_vec
00000001879e7600 (__TEXT,__text) non-external (was a private external) _vConvert_422CbYpCrYp10ToXRGB2101010W_vec
00000001879d9500 (__TEXT,__text) non-external (was a private external) _vConvert_422CbYpCrYp16ToARGB16U_vec
00000001879d8590 (__TEXT,__text) non-external (was a private external) _vConvert_422CbYpCrYp16ToARGB8888_vec
00000001879d1eb8 (__TEXT,__text) non-external (was a private external) _vConvert_422CbYpCrYp8ToARGB8888_vec
00000001879d30d0 (__TEXT,__text) non-external (was a private external) _vConvert_422CbYpCrYp8_AA8ToARGB8888_vec
00000001879dab00 (__TEXT,__text) non-external (was a private external) _vConvert_422CrYpCbYpCbYpCbYpCrYpCrYp10ToARGB16Q12_vec
00000001879dcb98 (__TEXT,__text) non-external (was a private external) _vConvert_422CrYpCbYpCbYpCbYpCrYpCrYp10ToARGB8888_vec
00000001879ea1a0 (__TEXT,__text) non-external (was a private external) _vConvert_422Yp10_CbCr10ToARGB16F_vec
00000001879e1c2c (__TEXT,__text) non-external (was a private external) _vConvert_422Yp10_CbCr10ToXRGB2101010W_vec
00000001879ce9f0 (__TEXT,__text) non-external (was a private external) _vConvert_422YpCbYpCr8ToARGB8888_vec
00000001879d9200 (__TEXT,__text) non-external (was a private external) _vConvert_444AYpCbCr16ToARGB16U_vec
00000001879d7c08 (__TEXT,__text) non-external (was a private external) _vConvert_444AYpCbCr16ToARGB8888_vec
00000001879d44fc (__TEXT,__text) non-external (was a private external) _vConvert_444AYpCbCr8ToARGB8888_vec
00000001879d57e0 (__TEXT,__text) non-external (was a private external) _vConvert_444CbYpCrA8ToARGB8888_vec
00000001879da2c0 (__TEXT,__text) non-external (was a private external) _vConvert_444CrYpCb10ToARGB16Q12_vec
00000001879dbed8 (__TEXT,__text) non-external (was a private external) _vConvert_444CrYpCb10ToARGB8888_vec
00000001879d6ac4 (__TEXT,__text) non-external (was a private external) _vConvert_444CrYpCb8ToARGB8888_vec
00000001879e9124 (__TEXT,__text) non-external (was a private external) _vConvert_444Yp10_CbCr10ToARGB16F_vec
00000001879dfe84 (__TEXT,__text) non-external (was a private external) _vConvert_444Yp10_CbCr10ToXRGB2101010W_vec
00000001879eed34 (__TEXT,__text) non-external (was a private external) _vConvert_444YpCbCr10ToARGB16F_vec
00000001879e5938 (__TEXT,__text) non-external (was a private external) _vConvert_444YpCbCr10ToXRGB2101010W_vec
000000018799ca94 (__TEXT,__text) non-external (was a private external) _vConvert_8to16Q12_vec
0000000187a13738 (__TEXT,__text) non-external (was a private external) _vConvert_ACMYK16UtoCMYK16U_CV_vec
0000000187a124f4 (__TEXT,__text) non-external (was a private external) _vConvert_ACMYK88888toCMYK8888_CV_vec
0000000187a142dc (__TEXT,__text) non-external (was a private external) _vConvert_ACMYKFFFFFtoCMYKFFFF_CV_vec
00000001879a3610 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB1555toRGB565_vec
00000001879ed448 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16FTo420Yp10_CbCr10_vec
00000001879f0938 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16FTo422CbYpCrYp10_vec
00000001879eb0c8 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16FTo422Yp10_CbCr10_vec
00000001879e98d4 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16FTo444Yp10_CbCr10_vec
00000001879ef48c (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16FTo444YpCbCr10_vec
00000001879db4f0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16Q12To422CrYpCbYpCbYpCbYpCrYpCrYp10_vec
00000001879da5cc (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16Q12To444CrYpCb10_vec
0000000187a0112c (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16Q12ToARGB2101010_vec
00000001879cc814 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16Q12ToRGBA1010102_vec
0000000187a03d58 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16Q12ToXRGB2101010_vec
00000001879d9df4 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16UTo422CbYpCrYp16_vec
00000001879d9a7c (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16UTo444AYpCbCr16_vec
0000000187a00784 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16UToARGB2101010_vec
00000001877f1cc4 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16UToARGB8888
00000001879ce520 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16UToRGBA1010102_vec
0000000187a03470 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16UToXRGB2101010_vec
00000001879a80b8 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16UtoARGB8888_dithered_vec
00000001877f1a90 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16UtoPlanar16U
00000001877a4fe8 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB16UtoRGB16U
0000000187a021a4 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToARGB16F_vec
0000000187a00d04 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToARGB16Q12_vec
0000000187a00330 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToARGB16U_vec
00000001879ffb48 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToARGB8888_vec
0000000187a016c8 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToARGBFFFF_vec
00000001879ff0f8 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToRGB16U_vec
00000001879fecd8 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToRGB888_vec
00000001879ff634 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB2101010ToRGBFFF_vec
00000001879d10c0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To420Yp8_Cb8_Cr8_vec
00000001879cfb3c (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To420Yp8_CbCr8_vec
00000001879d8cec (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To422CbYpCrYp16_vec
00000001879d35c0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To422CbYpCrYp8_AA8_vec
00000001879d2380 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To422CbYpCrYp8_vec
00000001879ddf50 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To422CrYpCbYpCbYpCbYpCrYpCrYp10_vec
00000001879cef0c (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To422YpCbYpCr8_vec
00000001878ac004 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To422YpCbYpCr8_vec_sqrdmlah
00000001879d8104 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To444AYpCbCr16_vec
00000001879d4838 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To444AYpCbCr8_vec
00000001879d5b20 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To444CbYpCrA8_vec
00000001879dc4c4 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To444CrYpCb10_vec
00000001879d6df0 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888To444CrYpCb8_vec
00000001877f1edc (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888ToARGB16U
00000001879fff20 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888ToARGB2101010_vec
0000000187a0bc64 (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888ToPlanar8_CV_vec
00000001877f22ec (__TEXT,__text) non-external (was a private external) _vConvert_ARGB8888ToRGB16U
